Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),East_Delhi_Waste_Processing_Company_Limited_(EDWPCL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),New_Delhi_Municipal_Council,Northern_Railway_Delhi,Tata_Power_Delhi_Distribution_Limited
09:15 - 09:30,-50.00,-161.00,-0.47,3.85,-90.00,0.00,-76.00
09:30 - 09:45,-58.00,-181.00,0.00,2.89,0.00,0.00,-50.00
09:45 - 10:00,-65.00,-108.00,0.00,2.89,0.00,0.00,-60.00
10:00 - 10:15,-30.00,-156.00,0.00,0.96,0.00,0.00,-70.00
10:15 - 10:30,-22.00,-164.00,0.00,0.96,0.00,0.00,-77.00
10:30 - 10:45,0.00,-155.00,0.00,0.96,0.00,0.00,-59.00
10:45 - 11:00,0.00,-117.00,0.00,0.96,0.00,0.00,-65.00
11:00 - 11:15,-7.00,-115.00,0.00,0.96,0.00,0.00,-90.00
11:15 - 11:30,-12.00,-50.00,0.00,0.96,0.00,0.00,-95.00
11:30 - 11:45,-31.00,0.00,0.00,0.96,0.00,0.00,-92.00
11:45 - 12:00,-34.00,0.00,0.00,0.96,0.00,0.00,-90.00
12:00 - 12:15,-44.00,38.52,0.00,0.96,0.00,0.00,-75.00
12:15 - 12:30,-50.00,28.89,0.00,0.96,0.00,0.00,-54.00
12:30 - 12:45,-13.00,62.60,-0.50,0.96,-85.00,0.00,-36.00
12:45 - 13:00,-17.00,57.78,-0.50,0.96,-82.00,0.00,-45.00
13:00 - 13:15,-62.00,14.44,-0.22,1.93,-78.00,0.00,-72.00
13:15 - 13:30,-72.00,14.44,-0.50,1.93,-75.00,0.00,-70.00
13:30 - 13:45,-31.00,28.89,-0.50,3.85,-75.00,0.00,-60.00
13:45 - 14:00,-26.00,24.07,-0.50,3.85,-75.00,0.00,1.93
14:00 - 14:15,-9.00,-55.00,-0.50,5.78,-82.00,0.00,-5.00
14:15 - 14:30,-12.00,-24.00,-0.50,5.78,-80.00,0.00,-70.00
14:30 - 14:45,22.15,-15.00,-0.50,5.78,-74.00,0.00,-70.00
14:45 - 15:00,28.89,-5.00,-0.50,5.78,-70.00,0.00,-40.00
15:00 - 15:15,29.85,9.63,-0.50,8.67,-69.00,0.00,-20.00
15:15 - 15:30,-7.00,9.62,-0.50,8.67,-61.00,0.00,4.82
15:30 - 15:45,32.73,14.45,-0.50,8.67,-58.00,0.00,4.82
15:45 - 16:00,34.66,9.63,-0.50,8.67,-61.00,0.00,14.45
16:00 - 16:15,5.78,14.44,-0.50,11.56,-63.00,0.00,-35.00
16:15 - 16:30,-21.00,19.26,-0.50,11.56,-70.00,0.00,-40.00
16:30 - 16:45,0.00,14.44,-0.50,11.56,-68.00,0.00,-35.00
16:45 - 17:00,-11.00,14.44,-0.50,11.56,-69.00,0.00,-40.00
17:00 - 17:15,-19.00,19.26,-0.50,15.41,-17.00,0.00,-90.00
17:15 - 17:30,-29.00,14.45,-0.50,15.40,-21.00,0.00,-110.00
17:30 - 17:45,-7.00,28.89,-0.50,15.41,-20.00,0.00,-125.00
17:45 - 18:00,-11.00,67.41,0.00,15.41,-23.00,0.00,-160.00
18:00 - 18:15,-25.00,79.93,0.00,15.41,-5.17,0.00,-225.00
18:15 - 18:30,-15.00,4.82,0.00,15.40,-40.04,0.00,0.00
18:30 - 18:45,0.00,24.08,-0.50,16.37,-43.00,0.00,9.63
18:45 - 19:00,-29.00,-15.00,-0.50,16.37,-42.00,0.00,14.45
19:00 - 19:15,41.41,84.74,-0.50,16.37,-32.00,0.00,202.23
19:15 - 19:30,56.82,82.82,-0.50,16.37,-31.00,0.00,110.74
19:30 - 19:45,60.67,0.00,-0.50,17.33,-29.00,0.00,72.23
19:45 - 20:00,93.40,0.00,-0.50,17.33,-28.00,0.00,52.97
20:00 - 20:15,-42.00,0.00,-0.50,17.33,-29.00,0.00,48.15
20:15 - 20:30,-46.00,-10.00,-0.50,17.33,-27.00,0.00,67.41
20:30 - 20:45,-29.00,0.00,-0.50,17.33,-29.00,0.00,105.93
20:45 - 21:00,-22.00,0.00,-0.50,17.33,-28.00,0.00,110.75
21:00 - 21:15,15.41,-155.00,-0.50,16.37,-28.00,0.10,139.63
21:15 - 21:30,13.48,-160.00,-0.50,16.37,-28.00,0.10,163.71
21:30 - 21:45,37.56,-123.00,-0.50,16.37,-29.00,0.10,120.37
21:45 - 22:00,48.15,-100.00,-0.50,16.37,-30.00,0.00,115.56
22:00 - 22:15,0.00,-118.00,-0.50,15.41,-29.00,0.19,120.38
22:15 - 22:30,-25.00,-116.00,-0.50,15.41,-27.00,0.67,134.82
22:30 - 22:45,78.00,-49.00,-0.50,15.41,-28.00,1.25,96.30
22:45 - 23:00,106.89,-23.00,-0.50,15.41,-27.00,2.12,96.30
23:00 - 23:15,202.22,24.08,-0.50,14.45,-29.00,1.93,86.67
23:15 - 23:30,209.93,24.08,-0.50,14.45,-32.00,1.73,86.67
23:30 - 23:45,154.07,39.48,-0.50,14.45,-32.00,0.58,62.60
23:45 - 24:00,139.62,37.56,-0.50,14.45,-33.00,0.77,62.60
