Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),East_Delhi_Waste_Processing_Company_Limited_(EDWPCL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),Northern_Railway_Delhi,Tata_Power_Delhi_Distribution_Limited
10:15 - 10:30,127.91,6.73,-0.30,8.46,0.00,9.62
10:30 - 10:45,125.02,38.47,-0.30,8.27,0.00,67.32
10:45 - 11:00,125.98,37.51,-0.30,7.79,0.00,62.51
11:00 - 11:15,158.69,114.44,-0.30,9.23,0.00,75.01
11:15 - 11:30,134.64,111.56,-0.30,8.85,0.00,92.32
11:30 - 11:45,104.83,152.90,-0.30,8.66,0.00,85.59
11:45 - 12:00,79.82,155.79,-0.30,8.66,0.00,84.63
12:00 - 12:15,138.49,113.48,-0.30,10.58,0.00,86.55
12:15 - 12:30,180.79,99.06,-0.30,9.62,0.00,85.59
12:30 - 12:45,154.83,116.37,-0.30,9.62,0.00,81.74
12:45 - 13:00,169.25,106.75,-0.30,9.62,0.00,77.90
13:00 - 13:15,142.33,91.36,-0.30,9.62,0.00,49.05
13:15 - 13:30,131.75,80.78,-0.30,9.62,0.00,21.16
13:30 - 13:45,81.74,77.90,-0.30,8.66,0.00,34.62
13:45 - 14:00,48.09,81.75,-0.30,7.69,0.00,29.81
14:00 - 14:15,26.93,69.24,-0.30,6.73,0.00,59.63
14:15 - 14:30,18.27,52.89,-0.30,4.81,0.00,63.48
14:30 - 14:45,-5.00,33.66,-0.30,4.81,0.00,48.08
14:45 - 15:00,-12.00,19.23,-0.30,4.81,0.00,48.09
15:00 - 15:15,0.00,0.00,-0.30,3.85,0.00,41.35
15:15 - 15:30,0.00,0.00,-0.30,3.85,0.00,-10.00
15:30 - 15:45,34.62,23.08,-0.30,3.85,0.00,-104.00
15:45 - 16:00,56.73,14.43,-0.30,3.85,0.00,-152.00
16:00 - 16:15,24.04,29.82,-0.30,7.69,0.00,-157.00
16:15 - 16:30,-3.00,27.89,-0.30,7.69,0.00,-153.00
16:30 - 16:45,28.85,-7.00,-0.30,8.66,0.00,-9.00
16:45 - 17:00,58.66,37.51,-0.30,8.66,0.00,-20.00
17:00 - 17:15,54.82,62.50,-0.30,8.66,0.00,-115.00
17:15 - 17:30,3.69,58.37,-0.30,8.13,0.00,-118.00
17:30 - 17:45,0.96,73.26,-0.30,5.78,0.00,-125.00
17:45 - 18:00,-9.00,65.46,-0.30,6.79,0.00,-135.00
18:00 - 18:15,-46.00,124.45,-0.30,4.08,1.05,-85.00
18:15 - 18:30,-64.00,114.06,-0.30,4.13,0.70,-80.00
18:30 - 18:45,-46.00,140.12,-0.30,5.17,0.97,-98.00
18:45 - 19:00,-25.00,124.37,-0.30,8.01,0.05,-125.00
19:00 - 19:15,21.16,206.76,-0.30,16.35,0.00,-30.00
19:15 - 19:30,56.74,221.19,-0.30,15.39,0.00,-20.00
19:30 - 19:45,75.97,189.46,-0.30,15.00,0.00,-23.00
19:45 - 20:00,81.74,181.77,-0.30,15.00,0.00,-10.00
20:00 - 20:15,75.97,149.06,-0.30,14.43,0.00,-150.00
20:15 - 20:30,50.97,108.67,-0.30,14.43,0.00,-89.00
20:30 - 20:45,58.66,119.26,-0.30,13.46,0.00,-15.00
20:45 - 21:00,55.78,112.52,-0.30,13.46,0.00,-13.00
21:00 - 21:15,49.05,105.79,-0.30,13.46,0.00,-20.00
21:15 - 21:30,46.16,106.75,-0.30,12.50,0.00,-12.00
21:30 - 21:45,50.97,100.97,-0.30,11.54,0.00,14.43
21:45 - 22:00,47.12,88.48,-0.30,11.54,0.00,14.43
22:00 - 22:15,32.70,93.29,-1.00,13.46,0.00,24.04
22:15 - 22:30,53.86,73.08,-1.00,12.50,0.00,14.43
22:30 - 22:45,60.58,58.66,-1.00,10.10,0.00,14.43
22:45 - 23:00,72.13,41.35,-1.00,9.62,0.00,32.70
23:00 - 23:15,71.17,56.74,-1.00,7.69,0.00,25.00
23:15 - 23:30,118.29,62.51,-1.00,7.02,0.00,26.93
23:30 - 23:45,100.97,48.09,-1.00,5.77,0.00,-2.00
23:45 - 24:00,103.87,30.77,-1.00,5.00,0.00,-25.00
