Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),East_Delhi_Waste_Processing_Company_Limited_(EDWPCL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),Northern_Railway_Delhi,Tata_Power_Delhi_Distribution_Limited
00:00 - 00:15,52.89,81.75,-1.00,5.10,0.00,-5.00
00:15 - 00:30,21.16,96.16,-1.00,4.62,0.10,-25.00
00:30 - 00:45,5.77,96.17,-1.00,4.14,0.00,-15.00
00:45 - 01:00,-6.00,98.09,-1.00,3.85,0.00,-10.00
01:00 - 01:15,10.58,78.86,-1.00,3.46,0.00,-20.00
01:15 - 01:30,14.43,77.89,-1.00,3.27,0.00,-20.00
01:30 - 01:45,18.27,75.01,-1.00,3.08,0.00,-20.00
01:45 - 02:00,38.47,67.31,-1.00,2.89,0.00,-20.00
02:00 - 02:15,-30.00,63.47,-1.00,2.89,0.00,-15.00
02:15 - 02:30,-32.00,59.62,-1.00,3.08,0.00,-10.00
02:30 - 02:45,-60.00,38.47,-1.00,3.08,0.00,-25.00
02:45 - 03:00,-60.00,39.43,-1.00,3.08,0.00,-30.00
03:00 - 03:15,-44.00,31.73,-1.00,3.08,0.00,-35.00
03:15 - 03:30,-47.00,27.89,-1.00,3.08,0.00,-30.00
03:30 - 03:45,-46.00,25.00,-1.00,3.08,0.00,-30.00
03:45 - 04:00,-46.00,24.04,-1.00,3.27,0.00,-35.00
04:00 - 04:15,-42.00,35.58,-1.00,3.56,0.00,-50.00
04:15 - 04:30,-44.00,28.85,-1.00,4.14,0.00,-45.00
04:30 - 04:45,-19.00,25.96,-1.00,4.14,0.00,-40.00
04:45 - 05:00,-18.00,23.08,-1.00,4.81,0.00,-35.00
05:00 - 05:15,20.20,53.85,-1.00,3.17,0.00,0.00
05:15 - 05:30,57.70,77.90,-1.00,4.81,0.00,-10.00
05:30 - 05:45,99.05,78.86,-1.00,-3.00,0.00,-20.00
05:45 - 06:00,94.25,62.51,-1.00,0.00,0.00,19.23
06:00 - 06:15,90.39,43.28,-1.00,2.31,0.00,9.62
06:15 - 06:30,96.16,50.01,-1.00,3.85,0.00,9.62
06:30 - 06:45,48.09,50.00,-1.00,4.52,0.00,-15.00
06:45 - 07:00,36.54,48.09,-1.00,4.81,0.00,-30.00
07:00 - 07:15,13.46,19.23,-1.00,4.81,0.00,28.86
07:15 - 07:30,43.27,16.35,-1.00,5.29,0.00,-30.00
07:30 - 07:45,16.35,28.85,-1.00,5.29,0.00,-50.00
07:45 - 08:00,64.43,48.09,-1.00,5.58,0.00,-90.00
08:00 - 08:15,55.78,28.85,-1.00,5.48,0.00,-70.00
08:15 - 08:30,62.51,26.93,-1.00,5.19,0.00,-70.00
08:30 - 08:45,130.79,24.04,-1.00,14.43,0.00,-40.00
08:45 - 09:00,125.02,33.66,-1.00,14.62,0.00,-45.00
09:00 - 09:15,122.13,50.97,-0.30,10.58,0.00,-20.00
09:15 - 09:30,130.79,44.24,-0.30,10.19,0.00,-15.00
09:30 - 09:45,119.25,63.47,-0.30,10.00,0.00,-5.00
09:45 - 10:00,94.24,33.66,-0.30,9.81,0.00,38.47
10:00 - 10:15,135.60,18.27,-0.30,8.66,0.00,-40.00
