Generator,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96
Revision No,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCGT-Bawana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Net Schedule,1073.2648,1078.2648,1078.2648,1083.2648,973.2648,978.2648,928.2648,896.2648,696.2648,696.2648,553.0000,513.0000,513.0000,513.0000,513.0000,513.0000,473.0000,473.0000,473.0000,473.0000,473.0000,473.0000,473.0000,473.0000,473.0000,473.0000,470.0001,470.0001,470.0001,470.0001,470.0001,470.0001,470.0001,470.0001,470.0001,470.0001,470.0001,470.0001,470.0001,470.0001,469.9999,469.9999,469.9999,469.9999,469.9999,469.9999,469.9999,469.9999,505.0001,505.0001,470.0001,470.0001,470.0001,470.0001,470.0001,470.0001,470.0001,470.0001,470.0001,470.0001,470.0001,470.0001,470.0001,470.0001,470.0004,470.0004,470.0004,470.0004,497.3840,497.3840,497.3840,497.3840,497.3840,497.3840,498.3840,498.3840,497.3840,497.3840,497.3840,497.3840,653.3840,723.3840,693.3840,668.3840,751.3840,839.5840,842.5840,848.5840,1210.0000,1179.2392,1050.2392,1004.2392,978.2392,943.2392,928.2392,927.2392
DC Considered for Schedule,1210.00,1210.00,1210.00,1210.00,1210.00,1210.00,1210.00,1210.00,1210.00,1210.00,1210.00,1210.00,1210.00,1210.00,1210.00,1210.00,1210.00,1210.00,1210.00,1210.00,1210.00,1210.00,1210.00,1210.00,1180.00,1180.00,1180.00,1180.00,1180.00,1180.00,1180.00,1180.00,620.00,620.00,620.00,620.00,620.00,620.00,620.00,620.00,620.00,620.00,620.00,620.00,620.00,620.00,655.00,655.00,620.00,620.00,620.00,620.00,620.00,620.00,620.00,620.00,620.00,620.00,620.00,620.00,620.00,620.00,620.00,620.00,620.00,620.00,620.00,620.00,620.00,620.00,1230.00,1230.00,1230.00,1230.00,1230.00,1230.00,1230.00,1230.00,1230.00,1230.00,1230.00,1230.00,1230.00,1230.00,1230.00,1230.00,1230.00,1230.00,1230.00,1230.00,1230.00,1230.00,1230.00,1230.00,1230.00,1230.00
