Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),East_Delhi_Waste_Processing_Company_Limited_(EDWPCL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),Northern_Railway_Delhi,Tata_Power_Delhi_Distribution_Limited
08:00 - 08:15,-99.00,0.00,-1.00,12.97,0.00,-175.00
08:15 - 08:30,-88.00,0.00,-1.00,13.16,0.00,-170.00
08:30 - 08:45,-43.00,-25.00,-1.00,13.93,0.00,-138.00
08:45 - 09:00,-29.00,-19.00,-1.00,13.26,0.00,-241.00
09:00 - 09:15,-60.00,-88.00,-1.00,10.28,0.00,-167.00
09:15 - 09:30,-40.00,-61.00,-1.00,10.18,0.00,-123.00
09:30 - 09:45,-56.00,-65.00,-1.00,10.09,0.00,-132.00
09:45 - 10:00,-34.00,-100.00,-1.00,9.99,0.00,-129.00
10:00 - 10:15,-50.00,-115.00,-0.50,8.93,0.00,-55.00
10:15 - 10:30,-40.00,-55.00,-0.50,8.65,0.00,-70.00
10:30 - 10:45,0.00,-43.00,-0.50,8.17,0.00,-82.00
10:45 - 11:00,0.00,-50.00,-0.50,7.69,0.00,-61.00
11:00 - 11:15,-43.00,-42.00,-0.50,4.80,0.00,-80.00
11:15 - 11:30,-26.00,-37.00,-0.50,3.94,0.00,-90.00
11:30 - 11:45,-63.00,-62.00,-0.50,3.17,0.00,-110.00
11:45 - 12:00,-19.00,-64.00,-0.50,2.50,0.00,-130.00
12:00 - 12:15,-10.00,-45.00,-0.50,3.17,0.00,-115.00
12:15 - 12:30,-15.00,-43.00,-0.50,2.40,0.00,-115.00
12:30 - 12:45,-29.00,-63.00,-0.50,1.44,0.00,-125.00
12:45 - 13:00,-75.00,-63.00,-0.50,1.44,0.00,-120.00
13:00 - 13:15,-14.00,-85.00,-0.50,1.25,0.00,-150.00
13:15 - 13:30,-56.00,-113.00,-0.50,0.96,0.00,-150.00
13:30 - 13:45,-40.00,-28.00,-0.50,0.96,0.00,-100.00
13:45 - 14:00,-62.00,-33.00,-0.50,0.96,0.00,-105.00
14:00 - 14:15,15.37,-11.00,-0.50,0.96,0.00,-115.00
14:15 - 14:30,13.45,-48.00,-0.50,0.96,0.00,-115.00
14:30 - 14:45,-64.00,-49.00,-0.50,0.96,0.00,-115.00
14:45 - 15:00,-60.00,-52.00,-0.50,0.96,0.00,-115.00
15:00 - 15:15,-73.00,-60.00,-0.50,0.96,0.00,-135.00
15:15 - 15:30,-98.00,-40.00,-0.50,0.96,0.00,-135.00
15:30 - 15:45,-135.00,-62.00,-0.50,0.96,0.00,-130.00
15:45 - 16:00,-145.00,-67.00,-0.50,0.96,0.00,-125.00
16:00 - 16:15,-149.00,-69.00,-0.50,2.40,0.00,-125.00
16:15 - 16:30,-142.00,-75.00,-0.50,2.40,0.00,-60.00
16:30 - 16:45,-138.00,-78.00,-0.50,2.40,0.00,-117.00
16:45 - 17:00,-82.00,-74.00,-0.50,2.88,0.00,-113.00
17:00 - 17:15,-135.00,-65.00,-0.50,6.72,0.00,-151.00
17:15 - 17:30,-76.00,-70.00,-0.50,7.69,0.00,-193.00
17:30 - 17:45,-92.00,-62.00,-0.50,8.65,0.00,-245.00
17:45 - 18:00,-59.00,-72.00,-0.50,10.57,0.00,-74.00
18:00 - 18:15,-156.00,-40.00,-0.50,13.45,0.00,-129.00
18:15 - 18:30,-112.00,-106.00,-0.50,14.41,0.00,-38.00
18:30 - 18:45,-85.00,-26.00,-0.50,14.89,0.00,-136.00
18:45 - 19:00,-22.00,-21.00,-0.50,15.37,0.00,-97.00
19:00 - 19:15,18.25,-55.00,-0.50,15.37,0.00,-181.00
19:15 - 19:30,-37.00,-106.00,-0.50,15.37,0.00,-89.00
19:30 - 19:45,-38.00,-103.00,-0.50,15.37,0.00,-74.00
19:45 - 20:00,-62.00,-29.00,-0.50,15.37,0.00,-54.00
20:00 - 20:15,9.61,-35.00,-0.50,15.37,0.00,-142.00
20:15 - 20:30,-19.00,-35.00,-0.50,15.37,0.00,-141.00
20:30 - 20:45,-12.00,-31.00,-0.50,15.37,0.00,-120.00
20:45 - 21:00,-14.00,-28.00,-0.50,14.41,0.00,-76.00
21:00 - 21:15,0.00,-38.00,-0.50,13.83,0.00,-86.00
21:15 - 21:30,0.00,-39.00,-0.50,13.45,0.00,-51.00
21:30 - 21:45,0.00,-21.00,-0.50,12.01,0.00,-48.00
21:45 - 22:00,15.37,-14.00,-0.50,10.57,0.00,-22.00
22:00 - 22:15,15.37,0.00,-0.50,10.09,0.00,-77.00
22:15 - 22:30,14.41,0.00,-0.50,8.65,0.00,-77.00
22:30 - 22:45,7.69,0.00,-0.50,7.68,0.00,-100.00
22:45 - 23:00,4.80,0.00,-0.50,5.48,0.00,-105.00
23:00 - 23:15,42.27,0.00,-0.50,4.80,0.00,-95.00
23:15 - 23:30,34.58,0.00,-0.50,4.52,0.00,-95.00
23:30 - 23:45,12.49,0.00,-0.50,3.84,0.00,-105.00
23:45 - 24:00,-30.00,0.00,-0.50,3.17,0.00,-105.00
