Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),East_Delhi_Waste_Processing_Company_Limited_(EDWPCL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),Northern_Railway_Delhi,Tata_Power_Delhi_Distribution_Limited
00:00 - 00:15,-16.00,-20.00,-1.00,6.72,0.00,-99.00
00:15 - 00:30,-62.00,-15.00,-1.00,6.24,0.00,-98.00
00:30 - 00:45,-59.00,0.00,-1.00,5.76,0.00,-101.00
00:45 - 01:00,-63.00,0.00,-1.00,5.67,0.00,-102.00
01:00 - 01:15,-64.00,0.00,-1.00,5.48,0.00,-105.00
01:15 - 01:30,-74.00,0.00,-1.00,5.38,0.00,-105.00
01:30 - 01:45,-68.00,-12.00,-1.00,5.19,0.00,-103.00
01:45 - 02:00,-69.00,-4.00,-1.00,5.00,0.00,-103.00
02:00 - 02:15,-65.00,-14.00,-1.00,5.00,0.00,-120.00
02:15 - 02:30,-67.00,-13.00,-1.00,5.00,0.00,-120.00
02:30 - 02:45,-58.00,-19.00,-1.00,4.90,0.00,-110.00
02:45 - 03:00,-58.00,-22.00,-1.00,4.80,0.00,-110.00
03:00 - 03:15,-66.00,-26.00,-1.00,4.71,0.00,-110.00
03:15 - 03:30,-65.00,-31.00,-1.00,4.99,0.29,-110.00
03:30 - 03:45,-63.00,-42.00,-1.00,5.19,2.11,-119.00
03:45 - 04:00,-63.00,-42.00,-1.00,5.48,3.07,-119.00
04:00 - 04:15,-73.00,-55.00,-1.00,5.67,4.23,-105.00
04:15 - 04:30,-55.00,-52.00,-1.00,5.95,4.71,-105.00
04:30 - 04:45,-51.00,-54.00,-1.00,6.54,4.80,-115.00
04:45 - 05:00,-46.00,-51.00,-1.00,7.11,4.80,-30.00
05:00 - 05:15,-63.00,-51.00,-1.00,1.34,4.81,-65.00
05:15 - 05:30,-62.00,-52.00,-1.00,2.69,4.80,-65.00
05:30 - 05:45,-70.00,0.00,-1.00,4.03,4.81,-55.00
05:45 - 06:00,-33.00,0.00,-1.00,5.10,4.80,-60.00
06:00 - 06:15,-18.00,-5.00,-1.00,6.54,4.80,-60.00
06:15 - 06:30,21.14,-5.00,-1.00,6.92,4.80,-70.00
06:30 - 06:45,29.79,0.00,-1.00,7.49,0.00,-80.00
06:45 - 07:00,32.67,0.00,-1.00,9.22,0.00,-100.00
07:00 - 07:15,-166.00,0.00,-1.00,10.57,0.00,-200.00
07:15 - 07:30,-99.00,0.00,-1.00,11.05,0.00,-120.00
07:30 - 07:45,-69.00,-25.00,-1.00,11.91,0.00,-220.00
07:45 - 08:00,-105.00,-25.00,-1.00,12.87,0.00,-200.00
