Block,Time,NR/01102023/19072037/LT-05,NR/01102023/31102037/L_NR_2019_11,NR/20122023/29022024/IEX_LDC_231218_00501,NR/01012024/31032024/ ChanjuII,NR/30092023/31122025/SH-07,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01012024/31012024/52,NR/01012024/31012024/HP-27,NR/01102023/05012040/L_NR_2020_02,NR/05012024/05012024/DD20240105NR22085,NR/01012024/31012024/HPX-TAMLDCRA-141223-05419,NR/30092023/26122029/SH-06,NR/01102023/23072042/L_NR_2012_04,NR/01102023/30042040/GNA_LT_36,NR/05012024/05012024/DD20240105NR22086,NR/01102023/06022042/L_NR_2012_02,NR/01102023/06022042/L_NR_2012_07,NR/01012024/31012024/5412UPCL/CE(Comm)/SE/Banking dt. 17.11.2023,NR/05012024/05012024/DD20240105NR22091,NR/01102023/30042040/GNA_LT_35,NR/01012024/31012024/HP-28,NR/20122023/29022024/IEX_LDC_231218_00502,NR/01012024/15012024/IEX_231227_05966,NR/01012024/31012024/HPX-GTAMLDCRA-141223-05424,NR/01102023/22052037/LT-59,NR/01012024/15012024/IEX_231227_05965,NR/01102023/15082037/GNA_NR_2012_01,NR/01012024/31012024/HP-26,NR/01102023/31052040/LT-31,NR/01012024/15012024/HPX-TAMDLY-271223-05546,NR/01012024/31012024/HPX-GTAMLDCRA-141223-05423,WR/01102023/24112044/L_NR_2020_07,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/29112042/L_NR_2019_05,WR/01102023/31032046/L_NR_2020_05,SR/01102023/07102043/L_NR_2018_61,WR/01102023/30052048/L_NR_2022_10,NR/26072023/31072042/L_NR_2023_07,WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2022_09,NR/26072023/25122043/L_NR_2023_10,NR/05012024/31012024/SJVN050124NR1341,NR/05012024/31012024/SJVN050124NR1342,WR/01102023/01102023/L_NR_2020_06,L_NR_2019_19,NR/01102023/02012046/L_NR_2021_17,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/14082046/L_NR_2021_16,NR/01102023/08032047/L_NR_2021_14,NR/22102023/11042047/L_NR_2021_17,NR/01102023/02122045/L_NR_2021_13,NR/01102023/13082046/L_NR_2021_12,NR/22102023/11042047/L_NR_2021_16,NR/01102023/25072045/L_NR_2021_15
6,01:15-01:30,70.280000,1.030000,8.190000,1.660000,5.980000,0.000000,0.000000,0.000000,57.410000,1.570000,0.000000,6.750000,5.980000,149.110000,0.000000,96.400000,100.260000,31.810000,48.200000,0.000000,0.000000,24.570000,11.570000,48.200000,18.320000,0.850000,96.400000,53.020000,152.770000,0.000000,48.200000,5.780000,10.25,0,0,30.75,7.01,16.44,0,9.21,16.44,0,0,0,10.24,0,0,0,0,0,0,0,0,0,0

7,01:30-01:45,70.280000,1.030000,8.190000,1.660000,5.980000,0.000000,23.140000,0.000000,57.410000,1.570000,0.000000,6.750000,5.980000,149.110000,0.000000,96.400000,100.260000,31.810000,48.200000,0.000000,0.000000,24.570000,11.570000,48.200000,18.320000,0.850000,96.400000,53.020000,152.770000,0.000000,48.200000,5.780000,10.68,0,0,32.03,7.01,16.09,0,9.1,16.09,0,0,0,10.67,0,0,0,0,0,0,0,0,0,0

8,01:45-02:00,70.280000,1.030000,8.190000,1.660000,5.980000,0.000000,23.140000,0.000000,57.410000,1.570000,0.000000,6.750000,5.980000,149.110000,0.000000,96.400000,100.260000,31.810000,48.200000,0.000000,0.000000,24.570000,11.570000,48.200000,18.320000,0.850000,96.400000,53.020000,152.770000,0.000000,48.200000,5.780000,11.05,0,0,33.16,7.01,16.06,0,8.94,16.06,0,0,0,11.06,0,0,0,0,0,0,0,0,0,0

9,02:00-02:15,70.280000,0.990000,8.190000,1.660000,5.980000,0.000000,23.140000,0.000000,57.410000,1.530000,0.000000,6.750000,5.980000,149.110000,0.000000,96.400000,100.260000,31.810000,48.200000,0.000000,0.000000,24.570000,11.570000,48.200000,18.320000,0.850000,96.400000,53.020000,152.770000,0.000000,48.200000,5.780000,11.39,0,0,34.15,7.01,16.15,0,8.71,16.15,0,0,0,11.38,0,0,0,0,0,0,0,0,0,0

10,02:15-02:30,70.280000,0.990000,8.190000,1.660000,5.980000,0.000000,23.140000,0.000000,57.410000,1.530000,0.000000,6.750000,5.980000,149.110000,0.000000,96.400000,100.260000,31.810000,48.200000,0.000000,0.000000,24.570000,11.570000,48.200000,18.320000,0.850000,96.400000,53.020000,152.770000,0.000000,48.200000,5.780000,11.72,0,0,35.16,7.01,16.1,0,8.6,16.1,0,0,0,11.72,0,0,0,0,0,0,0,0,0,0

11,02:30-02:45,70.280000,0.990000,8.190000,1.660000,5.980000,0.000000,23.140000,0.000000,57.410000,1.530000,0.000000,6.750000,5.980000,149.110000,0.000000,96.400000,100.260000,31.810000,48.200000,0.000000,0.000000,24.570000,11.570000,48.200000,18.320000,0.850000,96.400000,53.020000,152.770000,0.000000,48.200000,5.780000,11.58,0,0,34.74,7.01,16.15,0,8.42,16.15,0,0,0,11.57,0,0,0,0,0,0,0,0,0,0

12,02:45-03:00,70.280000,0.990000,8.190000,1.660000,5.980000,0.000000,23.140000,0.000000,57.410000,1.530000,0.000000,6.750000,5.980000,149.110000,0.000000,96.400000,100.260000,31.810000,48.200000,0.000000,0.000000,24.570000,11.570000,48.200000,18.320000,0.850000,96.400000,53.020000,152.770000,0.000000,48.200000,5.780000,11.63,0,0,34.89,7.01,16.19,0,8.01,16.19,0,0,0,11.63,0,0,0,0,0,0,0,0,0,0

13,03:00-03:15,70.280000,0.990000,8.190000,1.560000,5.980000,0.000000,23.140000,0.000000,57.410000,1.530000,0.000000,6.750000,5.980000,149.110000,0.000000,96.400000,100.260000,31.810000,48.200000,0.000000,0.000000,24.570000,11.570000,48.200000,18.320000,0.850000,96.400000,53.020000,152.770000,0.000000,48.200000,5.780000,11.67,0,0,35.02,7.01,16.21,0,7.68,16.21,0,0,0,11.68,0,0,0,0,0,0,0,0,0,0

14,03:15-03:30,70.280000,0.990000,8.190000,1.560000,5.980000,0.000000,22.170000,0.000000,57.410000,1.530000,0.000000,6.750000,5.980000,149.110000,0.000000,96.400000,100.260000,31.810000,48.200000,0.000000,0.000000,24.570000,11.570000,48.200000,18.320000,0.850000,96.400000,53.020000,152.770000,0.000000,48.200000,5.780000,11.59,0,0,34.76,7.01,16.46,0,7.58,16.46,0,0,0,11.57,0,0,0,0,0,0,0,0,0,0

15,03:30-03:45,66.120000,0.990000,8.190000,1.560000,5.980000,0.000000,22.170000,0.000000,57.410000,1.530000,0.000000,6.750000,5.980000,149.110000,0.000000,96.400000,105.080000,31.810000,48.200000,0.000000,0.000000,24.570000,11.570000,48.200000,18.320000,0.850000,96.400000,53.020000,152.770000,0.000000,48.200000,5.780000,12.73,0,0,38.2,6.81,16.69,0,7.3,16.69,0,0,0,12.74,0,0,0,0,0,0,0,0,0,0

16,03:45-04:00,66.120000,0.990000,8.190000,1.560000,5.980000,0.000000,22.170000,0.000000,57.410000,1.530000,0.000000,6.750000,5.980000,149.110000,0.000000,96.400000,105.080000,31.810000,48.200000,0.000000,0.000000,24.570000,11.570000,48.200000,18.320000,0.850000,96.400000,53.020000,152.770000,0.000000,48.200000,5.780000,12.73,0,0,38.17,6.81,17.57,0,6.96,17.57,0,0,0,12.72,0,0,0,0,0,0,0,0,0,0

17,04:00-04:15,66.120000,0.990000,8.190000,1.560000,5.980000,0.000000,22.170000,0.000000,57.410000,1.530000,0.000000,6.750000,5.980000,149.110000,0.000000,96.400000,105.080000,31.810000,48.200000,0.000000,0.000000,24.570000,11.570000,48.200000,18.320000,0.850000,96.400000,53.020000,152.770000,0.000000,48.200000,5.780000,10.12,0,0,30.38,6.81,15.52,0,6.93,15.52,0,0,0,10.13,0,0,0,0,0,0,0,0,0,0

18,04:15-04:30,66.120000,0.990000,8.190000,1.560000,5.980000,0.000000,22.170000,0.000000,57.410000,1.530000,0.000000,6.750000,5.980000,149.110000,0.000000,96.400000,105.080000,31.810000,48.200000,0.000000,0.000000,24.570000,11.570000,48.200000,18.320000,0.850000,96.400000,53.020000,152.770000,0.000000,48.200000,5.780000,10.11,0,0,30.33,6.81,15.74,0,6.66,15.74,0,0,0,10.1,0,0,0,0,0,0,0,0,0,0

19,04:30-04:45,66.120000,0.990000,8.190000,1.560000,5.980000,0.000000,22.170000,0.000000,57.410000,1.530000,0.000000,6.750000,5.980000,149.110000,0.000000,96.400000,105.080000,31.810000,48.200000,0.000000,0.000000,24.570000,11.570000,48.200000,18.320000,0.850000,96.400000,53.020000,152.770000,0.000000,48.200000,5.780000,10.1,0,0,30.31,6.81,16.29,0,6.66,16.29,0,0,0,10.11,0,0,0,0,0,0,0,0,0,0

20,04:45-05:00,66.120000,0.990000,8.190000,1.560000,5.980000,0.000000,22.170000,0.000000,57.410000,1.530000,0.000000,6.750000,5.980000,149.110000,0.000000,96.400000,105.080000,31.810000,48.200000,0.000000,0.000000,24.570000,11.570000,48.200000,18.320000,0.850000,96.400000,53.020000,152.770000,0.000000,48.200000,5.780000,9.87,0,0,29.6,6.81,16.15,0,6.66,16.15,0,0,0,9.86,0,0,0,0,0,0,0,0,0,0

21,05:00-05:15,66.120000,0.990000,8.190000,1.660000,5.980000,0.000000,22.170000,0.000000,57.410000,1.530000,0.000000,6.750000,5.980000,149.110000,0.000000,96.400000,129.180000,31.810000,48.200000,0.000000,0.000000,24.570000,11.570000,48.200000,18.320000,0.770000,96.400000,53.020000,152.770000,0.000000,48.200000,5.780000,7.5,0,0,22.5,6.81,16.84,0,6.66,16.84,0,0,0,7.5,0,0,0,0,0,0,0,0,0,0

22,05:15-05:30,66.120000,0.990000,8.190000,1.660000,5.980000,0.000000,22.170000,0.000000,57.410000,1.530000,0.000000,6.750000,5.980000,149.110000,0.000000,96.400000,129.180000,31.810000,48.200000,0.000000,0.000000,24.570000,11.570000,48.200000,18.320000,0.770000,96.400000,53.020000,152.770000,0.000000,48.200000,5.780000,7.5,0,0,22.5,6.81,16.55,0,6.66,16.55,0,0,0,7.5,0,0,0,0,0,0,0,0,0,0

23,05:30-05:45,66.120000,0.990000,8.190000,1.660000,5.980000,0.000000,23.140000,0.000000,57.410000,1.530000,0.000000,6.750000,5.980000,149.110000,0.000000,96.400000,159.100000,31.810000,48.200000,0.000000,0.000000,24.570000,11.570000,48.200000,18.320000,0.690000,96.400000,53.020000,152.770000,0.000000,48.200000,5.780000,7.5,0,0,22.5,6.81,16.55,0,6.66,16.55,0,0,0,7.5,0,0,0,0,0,0,0,0,0,0

24,05:45-06:00,66.120000,0.990000,8.190000,1.660000,5.980000,0.000000,23.140000,0.000000,57.410000,1.530000,0.000000,6.750000,5.980000,192.800000,0.000000,96.400000,203.750000,31.810000,48.200000,0.000000,0.000000,24.570000,11.570000,48.200000,18.320000,0.690000,96.400000,53.020000,152.770000,0.000000,48.200000,5.780000,7.5,0,0,22.5,6.81,16.71,0,6.66,16.71,0,0,0,7.5,0,0,0,0,0,0,0,0,0,0

25,06:00-06:15,66.120000,0.990000,8.190000,1.660000,30.370000,0.000000,23.140000,96.400000,0.000000,1.530000,0.000000,6.750000,30.370000,231.360000,0.000000,96.400000,235.050000,55.550000,48.200000,0.000000,0.000000,0.000000,11.570000,48.200000,18.320000,0.690000,96.400000,81.940000,77.750000,0.000000,48.200000,5.780000,7.5,0,0,22.5,6.81,16.26,0,6.66,16.26,0,0,0,7.5,0,0,0,0,0,0,0,0,0,0

26,06:15-06:30,94.460000,0.990000,8.190000,1.660000,30.370000,0.000000,23.140000,96.400000,0.000000,1.530000,0.000000,6.750000,30.370000,231.360000,0.000000,96.400000,235.050000,55.550000,48.200000,0.000000,0.000000,0.000000,11.570000,48.200000,18.320000,0.690000,96.400000,100.970000,77.750000,0.000000,48.200000,5.780000,7.5,0,0,22.5,6.81,15.68,0,6.66,15.68,0,0,0,7.5,0,0,0,0,0,0,0,0,0,0

27,06:30-06:45,115.250000,0.990000,8.190000,1.660000,30.370000,0.000000,23.140000,96.400000,0.000000,1.530000,0.000000,6.750000,30.370000,271.120000,0.000000,96.400000,235.050000,86.950000,48.200000,99.290000,0.000000,0.000000,11.570000,48.200000,18.320000,0.690000,96.400000,88.690000,77.750000,0.000000,48.200000,5.780000,7.5,1,0,22.5,6.81,15.44,0,6.66,15.44,0,0,0,7.5,0,0,0,0,0,0,0,0,0,0

28,06:45-07:00,115.250000,0.990000,8.190000,1.660000,30.370000,0.000000,23.140000,96.400000,0.000000,1.530000,0.000000,6.750000,30.370000,271.120000,0.000000,96.400000,235.050000,86.950000,48.200000,99.290000,0.000000,0.000000,11.570000,48.200000,18.320000,0.690000,96.400000,100.970000,77.750000,0.000000,48.200000,5.780000,7.5,3.1,0,22.5,6.81,15.92,0,6.66,15.92,0,0,0,7.5,0,0,0,0,0,0,0,0,0,0

29,07:00-07:15,115.250000,0.950000,8.190000,1.660000,30.370000,0.000000,23.140000,96.400000,0.000000,1.530000,38.560000,6.750000,30.370000,271.120000,0.000000,96.400000,240.040000,86.950000,48.200000,99.290000,0.000000,0.000000,11.570000,48.200000,18.320000,0.690000,96.400000,100.970000,77.750000,0.000000,48.200000,5.780000,7.5,10.3,0.95,22.5,6.81,15.77,0,6.66,15.77,0,0,0,7.5,0.116712,0,0.95,0,0,0,0,0,0,0

30,07:15-07:30,115.250000,0.950000,8.190000,1.660000,30.370000,0.000000,23.140000,96.400000,0.000000,1.530000,38.560000,6.750000,30.370000,271.120000,0.000000,96.400000,240.040000,86.950000,48.200000,99.290000,0.000000,0.000000,11.570000,48.200000,18.320000,0.690000,96.400000,100.970000,77.750000,0.000000,48.200000,5.780000,7.5,17.5,2.85,22.5,6.81,15.7,0,6.66,15.7,0,0,0,7.5,0.894792,0,2.85,0,0,0,0,0,1,0

31,07:30-07:45,115.250000,0.950000,8.190000,1.660000,30.370000,0.000000,23.140000,96.400000,0.000000,1.530000,38.560000,6.750000,30.370000,271.120000,0.040000,96.400000,240.040000,86.950000,48.200000,99.290000,0.040000,0.000000,11.570000,48.200000,18.320000,0.690000,96.400000,100.970000,77.750000,0.040000,48.200000,5.780000,7.5,25.8,6.16,22.5,8.46,15.1,2.1,6.66,15.1,0.9,0,0,7.5,2.159172,0,6.16,0,0.33,1,0.01,0.08,3,0

32,07:45:08:00,115.250000,0.950000,8.190000,1.660000,30.370000,0.000000,23.140000,96.400000,0.000000,1.530000,38.560000,6.750000,30.370000,271.120000,0.120000,96.400000,240.040000,86.950000,48.200000,99.290000,0.110000,0.000000,11.570000,48.200000,18.320000,0.690000,96.400000,100.970000,77.750000,0.110000,48.200000,5.780000,7.5,33,20.67,22.5,8.73,14.98,7,6.66,14.98,3,0,0,7.5,3.481908,0,20.67,0,1,3,0.48,2.42,5,2

33,08:00-08:15,115.250000,0.950000,8.190000,1.660000,30.850000,0.000000,23.140000,48.200000,0.000000,1.530000,38.560000,6.750000,30.850000,271.120000,1.390000,96.400000,240.040000,86.950000,48.200000,99.290000,1.370000,0.000000,11.570000,48.200000,18.320000,0.690000,96.400000,100.970000,77.750000,1.370000,48.200000,5.780000,7.5,33,28.99,22.5,8.72,14.94,16,6.66,14.94,7,0,0,7.5,5.076972,0,28.99,0,1.67,3,2.61,13.05,6,5

34,08:15-08:30,115.250000,0.950000,8.190000,1.660000,30.850000,0.000000,23.140000,48.200000,0.000000,1.530000,38.560000,6.750000,30.850000,271.120000,2.650000,96.400000,240.040000,86.950000,48.200000,99.290000,2.580000,0.000000,11.570000,48.200000,18.320000,0.690000,96.400000,100.970000,77.750000,2.580000,48.200000,5.780000,7.23,30.34,30.33,21.7,8.67,14.05,20,6.66,14.05,8,0,0,7.24,7.022172,0,30.33,0,3,4,6.09,30.48,9,7

35,08:30-08:45,115.250000,0.950000,8.190000,1.660000,30.850000,0.000000,23.140000,48.200000,0.000000,1.530000,38.560000,6.750000,30.850000,271.120000,4.020000,96.400000,240.040000,86.950000,48.200000,99.290000,3.930000,0.000000,11.570000,48.200000,18.320000,0.690000,96.400000,100.970000,77.750000,3.930000,48.200000,5.780000,6.77,32,32,20.32,8.62,13.7,26,6.66,13.7,11,0,0,6.78,9.200796,0,32,0,5,6,11.1,55.48,13,11

36,08:45:09:00,115.250000,0.950000,8.190000,1.660000,30.850000,0.000000,23.140000,48.200000,0.000000,1.530000,38.560000,6.750000,30.850000,271.120000,5.510000,96.400000,240.040000,86.950000,48.200000,99.290000,5.380000,0.000000,11.570000,48.200000,18.320000,0.690000,96.400000,100.970000,77.750000,5.380000,48.200000,5.780000,6.67,32,32,20,8.67,13.33,28,6.66,13.33,12,0,0,6.66,11.47668,0,32,0,6.67,7,16.11,80.58,15,16

37,09:00:09:15,115.250000,0.950000,8.190000,1.560000,30.850000,0.000000,24.100000,48.200000,0.000000,1.530000,38.560000,6.750000,30.850000,271.120000,7.080000,96.400000,240.040000,86.950000,48.200000,99.290000,6.900000,0.000000,11.570000,48.200000,18.320000,0.690000,96.400000,100.970000,230.520000,6.900000,48.200000,5.780000,6.74,32,32,20.23,8.51,11.67,31,5.34,11.67,13,0,0,6.74,13.558044,0,32,0,8.03,8,20.98,104.89,16,16.5

38,09:15-09:30,115.250000,0.950000,8.190000,1.560000,30.850000,0.000000,24.100000,48.200000,0.000000,1.530000,38.560000,6.750000,30.850000,271.120000,8.530000,96.400000,240.040000,86.950000,48.200000,99.290000,8.330000,0.000000,11.570000,48.200000,18.320000,0.690000,96.400000,100.970000,230.520000,8.330000,48.200000,5.780000,6.67,32,32,20,8.54,11.67,36,5.34,11.67,16,0,0,6.66,15.833928,0,32,0,10.13,10,25.84,129.23,19,17

39,09:30-09:45,115.250000,0.950000,8.190000,1.560000,30.850000,0.000000,24.100000,48.200000,0.000000,1.530000,38.560000,6.750000,30.850000,271.120000,2.400000,96.400000,240.040000,86.950000,48.200000,99.290000,2.330000,0.000000,11.570000,48.200000,18.320000,0.690000,96.400000,100.970000,230.520000,2.330000,48.200000,5.780000,6.67,32,32,20,8.28,12.69,37.1,5.34,12.69,15.9,0,0,6.66,18.129264,0,32,0,11.89,13,29.84,149.2,27,19

40,09:45-10:00,115.250000,0.950000,8.190000,1.560000,30.850000,0.000000,24.100000,48.200000,0.000000,1.530000,38.560000,6.750000,30.850000,271.120000,2.990000,96.400000,240.040000,86.950000,48.200000,99.290000,2.920000,0.000000,11.570000,48.200000,18.320000,0.690000,96.400000,100.970000,230.520000,2.920000,48.200000,5.780000,6.67,32.5,32.5,20,8.14,12.48,39.9,5.34,12.48,17.1,0,0,6.66,20.502408,0,32.5,0,14.54,18,33.72,168.61,37,22

41,10:00-10:15,115.250000,0.950000,8.190000,1.660000,30.850000,0.000000,24.100000,48.200000,0.000000,1.530000,38.560000,6.750000,30.850000,271.120000,3.820000,96.400000,240.040000,86.950000,48.200000,99.290000,3.720000,0.000000,11.570000,48.200000,18.320000,0.690000,96.400000,100.970000,230.520000,3.720000,48.200000,5.780000,6.67,32.5,32.5,20,7.21,11.67,54,5.34,11.67,23,0,0,6.66,22.836648,0,32.5,0,66.04,21,34.54,172.68,41,31

42,10:15-10:30,115.250000,0.950000,8.190000,1.660000,30.850000,0.000000,24.100000,48.200000,0.000000,1.530000,38.560000,6.750000,30.850000,271.120000,12.980000,96.400000,240.040000,86.950000,48.200000,99.290000,12.660000,0.000000,11.570000,48.200000,18.320000,0.690000,96.400000,100.970000,230.520000,12.660000,48.200000,5.780000,6.67,32.5,32.5,20,7.21,11.67,63,5.34,11.67,27,0,0,6.66,25.024998,0,32.5,0,71.28,23,37.33,186.63,45,34.54

43,10:30-10:45,115.250000,0.950000,8.190000,1.660000,30.850000,0.000000,24.100000,48.200000,0.000000,1.530000,38.560000,6.750000,30.850000,271.120000,13.680000,96.400000,240.040000,86.950000,48.200000,99.290000,13.340000,0.000000,11.570000,48.200000,18.320000,0.690000,96.400000,100.970000,230.520000,13.340000,48.200000,5.780000,6.67,32.5,32.5,20,7.21,11.67,74,5.34,11.67,31,0,0,6.66,18.294606,0,32.5,0,76.31,23,40.03,200.13,45,36.49

44,10:45-11:00,115.250000,0.950000,8.190000,1.660000,30.850000,0.000000,24.100000,48.200000,0.000000,1.530000,38.560000,6.750000,30.850000,271.120000,14.390000,96.400000,240.040000,86.950000,48.200000,99.290000,14.040000,0.000000,11.570000,48.200000,18.320000,0.690000,96.400000,100.970000,230.520000,14.040000,48.200000,5.780000,6.67,32.5,32.5,20,7.21,11.67,84,5.34,11.67,36,0,0,6.66,20.259258,0,32.5,0,80.69,26,42.49,212.47,52,37.72

45,11:00-11:15,115.250000,0.990000,8.190000,1.660000,30.850000,0.000000,0.000000,96.400000,0.000000,1.530000,0.000000,6.750000,30.850000,271.120000,14.880000,96.400000,240.040000,86.950000,48.200000,0.000000,14.520000,0.000000,11.570000,48.200000,18.320000,0.690000,96.400000,100.970000,230.520000,14.520000,48.200000,5.780000,4.17,32.5,32.5,12.5,7.21,11.67,74,5.34,11.67,31,0,0,4.16,22.282266,0,32.5,0,84.09,27,40,200,53,41.1

46,11:15-11:30,115.250000,0.990000,8.190000,1.660000,30.850000,0.000000,0.000000,96.400000,0.000000,1.530000,0.000000,6.750000,30.850000,271.120000,15.380000,96.400000,240.040000,86.950000,48.200000,0.000000,15.000000,0.000000,11.570000,48.200000,18.320000,0.690000,96.400000,100.970000,230.520000,15.000000,48.200000,5.780000,4.17,32.5,32.5,12.5,7.21,11.67,81,5.34,11.67,34,10.6,13.5,4.16,23.97459,0,32.5,0,87.07,28,42.5,212.5,57,42.24

47,11:30-11:45,115.250000,0.990000,8.190000,1.660000,30.850000,0.000000,0.000000,96.400000,0.000000,1.530000,0.000000,6.750000,30.850000,271.120000,15.770000,96.400000,240.040000,86.950000,48.200000,0.000000,15.390000,0.000000,11.570000,48.200000,18.320000,0.690000,96.400000,100.970000,230.520000,15.390000,48.200000,5.780000,4.17,32.5,32.5,12.5,7.21,11.67,88,5.34,11.67,37,13.5,16.68,4.16,25.783626,0,32.5,0,88.9,22,43.33,216.67,43,43

48,11:45-12:00,115.250000,0.990000,8.190000,1.660000,30.850000,0.000000,0.000000,96.400000,0.000000,1.530000,0.000000,6.750000,30.850000,271.120000,15.970000,96.400000,240.040000,86.950000,48.200000,0.000000,15.580000,0.000000,11.570000,48.200000,18.320000,0.690000,96.400000,100.970000,230.520000,15.580000,48.200000,5.780000,4.17,32.5,32.5,12.5,7.21,11.67,95,5.34,11.67,40,15.42,20.05,4.16,27.942798,0,32.5,0,91.4,24,43.33,216.67,48,43

49,12:00-12:15,115.250000,0.990000,8.190000,1.660000,30.850000,0.000000,0.000000,96.400000,0.000000,1.570000,0.000000,6.750000,30.850000,271.120000,16.170000,96.400000,240.040000,86.950000,48.200000,0.000000,15.780000,0.000000,11.570000,48.200000,18.320000,0.770000,96.400000,100.970000,230.520000,15.780000,48.200000,5.780000,4.17,32.5,32.5,12.5,7.21,8.33,147,5.34,8.33,63,19.76,22.65,4.16,30.471558,0,32.5,0,91.37,26,45.42,227.08,52,43

