Time,Block,NR/2023/13908/A,NR/2023/13254/A,NR/2023/16291/F,NR/2023/16799/C,NR/2023/13383/A,NR/2023/16750/D,NR/2023/13519/A,NR/2023/13636/A,NR/2023/13165/A,NR/2023/15770/A,NR/2023/16751/D,NR/2023/13385/A,NR/2023/16520/F,NR/2023/16291/F/II,NR/2023/16077/A,NR/2023/16752/D,NR/2023/13242/A,NR/2023/16795/C,NR/2023/13150/A,NR/2023/16437/F,NR/2023/16185/A,NR/2023/16073/A,NR/2023/16191/A,NR/2023/13387/A,NR/2023/16789/D,NR/2023/13376/A,NR/2023/16796/C,NR/2023/13148/A,NR/2023/13253/A,ER/2023/10609/C,NR/2023/16790/D,Total
8,01:45-02:00,175.050000,19.610000,0.500000,10.430000,30.020000,4.830000,58.430000,25.020000,22.230000,29.000000,67.670000,50.030000,0.000000,0.130000,70.040000,193.340000,29.580000,0.000000,63.030000,193.340000,56.550000,24.170000,194.450000,100.050000,0.000000,20.300000,8.070000,36.470000,48.340000,0.000000,0,1530.68

9,02:00-02:15,175.050000,19.610000,0.630000,10.330000,30.020000,4.830000,58.430000,25.020000,22.230000,29.000000,67.670000,50.030000,0.000000,0.000000,70.040000,193.340000,29.580000,0.000000,63.030000,193.340000,56.550000,24.170000,194.450000,100.050000,0.000000,20.300000,8.070000,36.470000,48.340000,16.000000,0,1546.58

10,02:15-02:30,175.050000,19.610000,0.630000,10.330000,30.020000,4.830000,58.430000,25.020000,22.230000,29.000000,67.670000,50.030000,0.000000,0.000000,70.040000,193.340000,29.580000,0.000000,63.030000,193.340000,56.550000,24.170000,194.450000,100.050000,0.000000,20.300000,8.070000,36.470000,48.340000,16.000000,0,1546.58

11,02:30-02:45,175.050000,19.610000,0.630000,10.330000,30.020000,4.830000,58.430000,25.020000,22.230000,29.000000,67.670000,50.030000,0.000000,0.000000,70.040000,193.340000,29.580000,0.000000,63.030000,193.340000,56.550000,24.170000,194.450000,100.050000,0.000000,20.300000,7.070000,36.470000,48.340000,16.000000,0,1545.58

12,02:45-03:00,175.050000,19.610000,0.630000,10.330000,30.020000,4.830000,58.430000,25.020000,22.230000,29.000000,67.670000,50.030000,0.000000,0.000000,70.040000,193.340000,29.580000,0.000000,63.030000,193.340000,56.550000,24.170000,194.450000,100.050000,0.000000,20.300000,7.070000,36.470000,48.340000,16.000000,0,1545.58

13,03:00-03:15,175.050000,19.610000,0.630000,10.250000,30.020000,4.830000,0.000000,25.020000,22.230000,29.000000,67.670000,50.030000,0.000000,0.000000,70.040000,193.340000,29.580000,0.000000,63.030000,193.340000,56.550000,24.170000,194.450000,100.050000,0.000000,20.300000,7.070000,0.000000,48.340000,16.000000,0,1450.6

14,03:15-03:30,175.050000,19.610000,0.630000,10.250000,30.020000,4.830000,0.000000,25.020000,22.230000,29.000000,67.670000,50.030000,0.000000,0.000000,70.040000,193.340000,29.580000,0.000000,63.030000,193.340000,56.550000,24.170000,194.450000,100.050000,0.000000,20.300000,7.070000,0.000000,48.340000,16.000000,0,1450.6

15,03:30-03:45,175.050000,19.610000,0.630000,10.250000,30.020000,4.830000,0.000000,25.020000,22.230000,29.000000,67.670000,50.030000,0.000000,0.000000,70.040000,193.340000,29.580000,0.000000,63.030000,193.340000,56.550000,24.170000,194.450000,100.050000,0.000000,20.300000,7.070000,0.000000,48.340000,16.000000,0,1450.6

16,03:45-04:00,175.050000,19.610000,0.630000,10.250000,30.020000,4.830000,0.000000,25.020000,22.230000,29.000000,67.670000,50.030000,0.000000,0.000000,70.040000,193.340000,29.580000,0.000000,63.030000,193.340000,56.550000,24.170000,194.450000,100.050000,0.000000,20.300000,7.070000,0.000000,48.340000,16.000000,0,1450.6

17,04:00-04:15,175.050000,19.610000,0.580000,10.150000,30.020000,4.830000,0.000000,25.020000,22.230000,29.000000,67.670000,50.030000,0.000000,0.000000,70.040000,193.340000,29.580000,0.000000,63.030000,193.340000,56.550000,24.170000,194.450000,100.050000,0.000000,20.300000,7.070000,0.000000,48.340000,16.000000,0,1450.45

18,04:15-04:30,175.050000,19.610000,0.580000,10.150000,30.020000,4.830000,0.000000,25.020000,22.230000,29.000000,67.670000,50.030000,0.000000,0.000000,70.040000,193.340000,29.580000,0.000000,63.030000,193.340000,56.550000,24.170000,194.450000,100.050000,0.000000,20.300000,7.070000,0.000000,48.340000,16.000000,0,1450.45

19,04:30-04:45,175.050000,19.610000,0.580000,10.150000,30.020000,4.830000,0.000000,25.020000,22.230000,29.000000,67.670000,50.030000,0.000000,0.000000,70.040000,193.340000,29.580000,0.000000,63.030000,193.340000,56.550000,24.170000,194.450000,100.050000,0.000000,20.300000,7.070000,0.000000,48.340000,16.000000,0,1450.45

20,04:45-05:00,175.050000,19.610000,0.580000,10.150000,30.020000,4.830000,0.000000,25.020000,22.230000,29.000000,67.670000,50.030000,0.000000,0.000000,70.040000,193.340000,29.580000,0.000000,63.030000,193.340000,56.550000,24.170000,194.450000,100.050000,0.000000,20.300000,7.070000,0.000000,48.340000,16.000000,0,1450.45

21,05:00-05:15,175.050000,19.610000,0.580000,10.060000,30.020000,4.830000,0.000000,25.020000,22.230000,29.000000,67.670000,50.030000,0.000000,0.000000,70.040000,193.340000,0.000000,0.000000,63.030000,193.340000,56.550000,24.170000,194.450000,100.050000,0.000000,20.300000,7.070000,0.000000,48.340000,16.000000,0,1420.78

22,05:15-05:30,175.050000,19.610000,0.580000,10.060000,30.020000,4.830000,0.000000,25.020000,22.230000,29.000000,67.670000,50.030000,0.000000,0.000000,70.040000,193.340000,0.000000,0.000000,63.030000,193.340000,56.550000,24.170000,194.450000,100.050000,0.000000,20.300000,7.070000,0.000000,48.340000,16.000000,0,1420.78

23,05:30-05:45,175.050000,19.610000,0.580000,10.060000,30.020000,4.830000,0.000000,25.020000,22.230000,29.000000,67.670000,50.030000,0.000000,0.000000,70.040000,193.340000,0.000000,0.000000,63.030000,193.340000,56.550000,24.170000,194.450000,100.050000,0.000000,20.300000,7.070000,0.000000,48.340000,16.000000,0,1420.78

24,05:45-06:00,175.050000,19.610000,0.580000,10.060000,30.020000,4.830000,0.000000,25.020000,22.230000,29.000000,67.670000,50.030000,0.000000,0.000000,70.040000,193.340000,0.000000,0.000000,63.030000,193.340000,56.550000,24.170000,194.450000,100.050000,0.000000,20.300000,6.050000,0.000000,48.340000,16.000000,0,1419.76

25,06:00-06:15,175.050000,19.610000,0.680000,9.970000,0.000000,4.830000,0.000000,25.020000,22.230000,29.000000,67.670000,50.030000,0.000000,0.000000,0.000000,193.340000,0.000000,0.000000,63.030000,193.340000,56.550000,24.170000,194.450000,100.050000,0.000000,20.300000,6.050000,0.000000,48.340000,16.000000,0,1319.71

26,06:15-06:30,175.050000,19.610000,0.680000,9.970000,0.000000,4.830000,0.000000,25.020000,22.230000,29.000000,67.670000,50.030000,0.000000,0.000000,0.000000,193.340000,0.000000,0.000000,63.030000,193.340000,56.550000,24.170000,194.450000,100.050000,0.000000,20.300000,6.050000,0.000000,48.340000,16.000000,0,1319.71

27,06:30-06:45,175.050000,19.610000,0.680000,9.970000,0.000000,4.830000,0.000000,25.020000,22.230000,29.000000,67.670000,50.030000,0.000000,0.000000,0.000000,193.340000,0.000000,0.000000,63.030000,193.340000,56.550000,24.170000,194.450000,100.050000,0.000000,20.300000,6.050000,0.000000,48.340000,16.000000,0.41,1320.12

28,06:45-07:00,175.050000,19.610000,0.680000,9.970000,0.000000,4.830000,0.000000,25.020000,22.230000,29.000000,67.670000,50.030000,0.000000,0.000000,0.000000,193.340000,0.000000,0.000000,63.030000,193.340000,56.550000,24.170000,194.450000,100.050000,0.000000,20.300000,6.050000,0.000000,48.340000,16.000000,0.69,1320.4

29,07:00-07:15,175.050000,19.610000,0.680000,9.870000,0.000000,4.830000,0.000000,25.020000,22.230000,29.000000,67.670000,50.030000,0.000000,0.000000,0.000000,193.340000,0.000000,0.000000,63.030000,193.340000,56.550000,24.170000,194.450000,100.050000,0.000000,20.300000,6.050000,0.000000,48.340000,0.000000,1.02,1304.63

30,07:15-07:30,175.050000,19.610000,0.680000,9.870000,0.000000,4.830000,0.000000,25.020000,22.230000,29.000000,67.670000,50.030000,0.000000,0.000000,0.000000,193.340000,0.000000,0.000000,63.030000,193.340000,56.550000,24.170000,194.450000,100.050000,0.000000,20.300000,6.050000,0.000000,48.340000,0.000000,1.35,1304.96

31,07:30-07:45,175.050000,19.610000,0.680000,9.870000,0.000000,4.830000,0.000000,25.020000,22.230000,29.000000,67.670000,50.030000,0.000000,0.000000,0.000000,193.340000,0.000000,0.000000,63.030000,193.340000,56.550000,24.170000,194.450000,100.050000,0.000000,20.300000,6.050000,0.000000,48.340000,0.000000,1.99,1305.6

32,07:45:08:00,175.050000,19.610000,0.680000,9.870000,0.000000,4.830000,0.000000,25.020000,22.230000,29.000000,67.670000,50.030000,0.000000,0.000000,0.000000,193.340000,0.000000,0.000000,63.030000,193.340000,56.550000,24.170000,194.450000,100.050000,0.000000,20.300000,6.050000,0.000000,48.340000,0.000000,2.58,1306.19

33,08:00-08:15,175.050000,19.610000,0.970000,9.780000,0.000000,4.830000,0.000000,19.160000,22.230000,29.000000,67.670000,50.030000,0.000000,0.000000,0.000000,193.340000,0.000000,0.000000,63.030000,148.040000,56.550000,24.170000,194.450000,100.050000,0.000000,20.300000,6.050000,0.000000,48.340000,0.000000,2.8,1255.45

34,08:15-08:30,175.050000,19.610000,0.970000,9.780000,0.000000,4.830000,0.000000,19.160000,22.230000,29.000000,67.670000,50.030000,0.000000,0.000000,0.000000,193.340000,0.000000,0.000000,63.030000,148.040000,56.550000,24.170000,194.450000,100.050000,0.000000,20.300000,6.050000,0.000000,48.340000,0.000000,3.38,1256.03

35,08:30-08:45,175.050000,19.610000,0.970000,9.780000,0.000000,4.830000,0.000000,19.160000,22.230000,29.000000,67.670000,50.030000,0.000000,0.000000,0.000000,193.340000,0.000000,0.000000,63.030000,148.040000,56.550000,24.170000,194.450000,100.050000,0.000000,20.300000,6.050000,0.000000,48.340000,0.000000,4.01,1256.66

36,08:45:09:00,175.050000,19.610000,0.970000,9.780000,0.000000,4.830000,0.000000,19.160000,22.230000,29.000000,67.670000,50.030000,0.000000,0.000000,0.000000,193.340000,0.000000,0.000000,63.030000,148.040000,56.550000,24.170000,194.450000,100.050000,0.000000,20.300000,6.050000,0.000000,48.340000,0.000000,4.22,1256.87

37,09:00:09:15,175.050000,19.610000,0.970000,9.690000,0.000000,4.830000,0.000000,19.160000,22.230000,29.000000,67.670000,50.030000,0.000000,0.000000,0.000000,193.340000,0.000000,14.500000,63.030000,148.040000,56.550000,24.170000,194.450000,100.050000,38.670000,20.300000,6.050000,0.000000,48.340000,0.000000,4.35,1310.08

38,09:15-09:30,175.050000,19.610000,0.970000,9.690000,0.000000,4.830000,0.000000,19.160000,22.230000,29.000000,67.670000,50.030000,0.000000,0.000000,0.000000,193.340000,0.000000,14.500000,63.030000,148.040000,56.550000,24.170000,194.450000,100.050000,38.670000,20.300000,6.050000,0.000000,48.340000,0.000000,4.64,1310.37

39,09:30-09:45,175.050000,19.610000,0.970000,9.690000,0.000000,4.830000,0.000000,19.160000,22.230000,29.000000,67.670000,50.030000,0.000000,0.000000,0.000000,193.340000,0.000000,14.500000,63.030000,148.040000,56.550000,24.170000,194.450000,100.050000,38.670000,20.300000,6.050000,0.000000,48.340000,0.000000,4.74,1310.47

40,09:45-10:00,175.050000,19.610000,0.970000,9.690000,0.000000,4.830000,0.000000,19.160000,22.230000,29.000000,67.670000,50.030000,0.000000,0.000000,0.000000,193.340000,0.000000,14.500000,63.030000,148.040000,56.550000,24.170000,194.450000,100.050000,38.670000,20.300000,6.050000,0.000000,48.340000,0.000000,5.03,1310.76

41,10:00-10:15,175.050000,19.610000,0.970000,9.600000,0.000000,4.830000,0.000000,19.160000,22.230000,29.000000,67.670000,50.030000,0.000000,0.000000,0.000000,193.340000,0.000000,14.500000,63.030000,148.040000,56.550000,24.170000,194.450000,100.050000,38.670000,20.300000,10.090000,0.000000,48.340000,0.000000,5.12,1314.8

42,10:15-10:30,175.050000,19.610000,0.970000,9.600000,0.000000,4.830000,0.000000,19.160000,22.230000,29.000000,67.670000,50.030000,0.000000,0.000000,0.000000,193.340000,0.000000,14.500000,63.030000,148.040000,56.550000,24.170000,194.450000,100.050000,38.670000,20.300000,10.090000,0.000000,48.340000,0.000000,5.12,1314.8

43,10:30-10:45,175.050000,19.610000,0.970000,9.600000,0.000000,4.830000,0.000000,19.160000,22.230000,29.000000,67.670000,50.030000,0.000000,0.000000,0.000000,193.340000,0.000000,14.500000,63.030000,148.040000,56.550000,24.170000,194.450000,100.050000,38.670000,20.300000,10.090000,0.000000,48.340000,0.000000,5.22,1314.9

44,10:45-11:00,175.050000,19.610000,0.970000,9.600000,0.000000,4.830000,0.000000,19.160000,22.230000,29.000000,67.670000,50.030000,0.000000,0.000000,0.000000,193.340000,0.000000,14.500000,63.030000,148.040000,56.550000,24.170000,194.450000,100.050000,38.670000,20.300000,10.090000,0.000000,48.340000,0.000000,5.32,1315

45,11:00-11:15,175.050000,19.610000,0.970000,9.600000,0.000000,4.830000,0.000000,19.160000,22.230000,29.000000,67.670000,50.030000,0.000000,0.000000,0.000000,193.340000,0.000000,14.500000,63.030000,148.040000,56.550000,24.170000,194.450000,100.050000,38.670000,20.300000,10.090000,0.000000,48.340000,0.000000,5.51,1315.19

46,11:15-11:30,175.050000,19.610000,0.970000,9.600000,0.000000,4.830000,0.000000,19.160000,22.230000,29.000000,67.670000,50.030000,0.000000,0.000000,0.000000,193.340000,0.000000,14.500000,63.030000,148.040000,56.550000,24.170000,194.450000,100.050000,38.670000,20.300000,10.090000,0.000000,48.340000,0.000000,5.7,1315.38

47,11:30-11:45,175.050000,19.610000,0.970000,9.600000,0.000000,4.830000,0.000000,19.160000,22.230000,29.000000,67.670000,50.030000,0.000000,0.000000,0.000000,193.340000,0.000000,14.500000,63.030000,148.040000,56.550000,24.170000,194.450000,100.050000,38.670000,20.300000,10.090000,0.000000,48.340000,0.000000,5.8,1315.48

48,11:45-12:00,175.050000,19.610000,0.970000,9.600000,0.000000,4.830000,0.000000,19.160000,22.230000,29.000000,67.670000,50.030000,0.000000,0.000000,0.000000,193.340000,0.000000,14.500000,63.030000,148.040000,56.550000,24.170000,194.450000,100.050000,38.670000,20.300000,10.090000,0.000000,48.340000,0.000000,5.9,1315.58

49,12:00-12:15,175.050000,19.610000,0.970000,9.600000,0.000000,4.830000,0.000000,19.160000,22.230000,29.000000,67.670000,50.030000,0.000000,0.000000,0.000000,193.340000,0.000000,14.500000,63.030000,148.040000,56.550000,24.170000,194.450000,100.050000,38.670000,20.300000,10.090000,0.000000,48.340000,0.000000,6.09,1315.77

50,12:15-12:30,175.050000,19.610000,0.970000,9.600000,0.000000,4.830000,0.000000,19.160000,22.230000,29.000000,67.670000,50.030000,0.000000,0.000000,0.000000,193.340000,0.000000,14.500000,63.030000,148.040000,56.550000,24.170000,194.450000,100.050000,38.670000,20.300000,10.090000,0.000000,48.340000,0.000000,6.28,1315.96

51,12:30-12:45,175.050000,19.610000,0.970000,9.600000,0.000000,4.830000,0.000000,19.160000,22.230000,29.000000,67.670000,50.030000,0.000000,0.000000,0.000000,193.340000,0.000000,14.500000,63.030000,148.040000,56.550000,24.170000,194.450000,100.050000,38.670000,20.300000,10.090000,0.000000,48.340000,0.000000,6.48,1316.16

52,12:45-13:00,175.050000,19.610000,0.970000,9.600000,0.000000,4.830000,0.000000,19.160000,22.230000,29.000000,67.670000,50.030000,0.000000,0.000000,0.000000,193.340000,0.000000,14.500000,63.030000,148.040000,56.550000,24.170000,194.450000,100.050000,38.670000,20.300000,10.090000,0.000000,48.340000,0.000000,6.77,1316.45

53,13:00-13:15,175.050000,19.610000,0.970000,9.690000,0.000000,4.830000,0.000000,19.160000,22.230000,29.000000,67.670000,50.030000,0.000000,0.000000,0.000000,193.340000,0.000000,14.500000,63.030000,148.040000,56.550000,24.170000,194.450000,100.050000,38.670000,20.300000,10.090000,0.000000,48.340000,0.000000,7.25,1317.02

54,13:15-13:30,175.050000,19.610000,0.970000,9.690000,0.000000,4.830000,0.000000,19.160000,22.230000,29.000000,67.670000,50.030000,0.000000,0.000000,0.000000,193.340000,0.000000,14.500000,63.030000,148.040000,56.550000,24.170000,194.450000,100.050000,38.670000,20.300000,10.090000,0.000000,48.340000,0.000000,7.93,1317.7

55,13:30-13:45,175.050000,19.610000,0.970000,9.690000,0.000000,4.830000,0.000000,19.160000,22.230000,29.000000,67.670000,30.560000,0.000000,0.000000,0.000000,193.340000,0.000000,14.500000,63.030000,148.040000,56.550000,24.170000,194.450000,100.050000,38.670000,20.300000,10.090000,0.000000,48.340000,0.000000,8.12,1298.42

56,13:45-14:00,175.050000,19.610000,0.970000,9.690000,0.000000,4.830000,0.000000,19.160000,22.230000,29.000000,67.670000,30.560000,0.000000,0.000000,0.000000,193.340000,0.000000,14.500000,63.030000,148.040000,56.550000,24.170000,194.450000,100.050000,38.670000,20.300000,10.090000,0.000000,48.340000,0.000000,7.09,1297.39

57,14:00-14:15,175.050000,19.610000,0.970000,9.690000,0.000000,4.830000,58.430000,25.020000,22.230000,29.000000,67.670000,30.560000,0.000000,0.000000,0.000000,193.340000,0.000000,14.500000,63.030000,193.340000,56.550000,24.170000,194.450000,100.050000,38.670000,20.300000,10.090000,0.000000,48.340000,0.000000,6.28,1406.17

58,14:15-14:30,175.050000,19.610000,0.970000,9.690000,0.000000,4.830000,58.430000,25.020000,22.230000,29.000000,67.670000,30.560000,0.000000,0.000000,0.000000,193.340000,0.000000,14.500000,63.030000,193.340000,56.550000,24.170000,194.450000,100.050000,38.670000,20.300000,10.090000,0.000000,48.340000,0.000000,5.8,1405.69

59,14:30-14:45,175.050000,19.610000,0.970000,9.690000,0.000000,4.830000,58.430000,25.020000,22.230000,29.000000,67.670000,30.560000,0.000000,0.000000,0.000000,193.340000,0.000000,14.500000,63.030000,193.340000,56.550000,24.170000,194.450000,100.050000,38.670000,20.300000,10.090000,0.000000,48.340000,0.000000,5.7,1405.59

60,14:45-15:00,175.050000,19.610000,0.970000,9.690000,0.000000,4.830000,58.430000,25.020000,22.230000,29.000000,67.670000,30.560000,0.000000,0.000000,0.000000,193.340000,0.000000,14.500000,63.030000,193.340000,56.550000,24.170000,194.450000,100.050000,38.670000,20.300000,10.090000,0.000000,48.340000,0.000000,5.32,1405.21

61,15:00-15:15,175.050000,19.610000,0.870000,9.780000,0.000000,4.830000,58.430000,25.020000,22.230000,29.000000,67.670000,30.560000,0.000000,0.000000,0.000000,193.340000,0.000000,0.000000,63.030000,193.340000,56.550000,24.170000,194.450000,100.050000,0.000000,20.300000,10.090000,0.000000,48.340000,0.000000,5.22,1351.93

62,15:15-15:30,175.050000,19.610000,0.870000,9.780000,0.000000,4.830000,58.430000,25.020000,22.230000,29.000000,67.670000,30.560000,0.000000,0.000000,0.000000,193.340000,0.000000,0.000000,63.030000,193.340000,56.550000,24.170000,194.450000,100.050000,0.000000,20.300000,10.090000,0.000000,48.340000,0.000000,4.83,1351.54

63,15:30-15:45,175.050000,19.610000,0.870000,9.780000,0.000000,4.830000,58.430000,25.020000,22.230000,29.000000,67.670000,30.560000,0.000000,0.000000,0.000000,193.340000,0.000000,0.000000,63.030000,193.340000,56.550000,24.170000,194.450000,100.050000,0.000000,20.300000,10.090000,0.000000,48.340000,0.000000,4.06,1350.77

64,15:45-16:00,175.050000,19.610000,0.870000,9.780000,0.000000,4.830000,58.430000,25.020000,22.230000,29.000000,67.670000,30.560000,0.000000,0.000000,0.000000,193.340000,0.000000,0.000000,63.030000,193.340000,56.550000,24.170000,194.450000,100.050000,0.000000,20.300000,10.090000,0.000000,48.340000,0.000000,3.39,1350.1

65,16:00-16:15,175.050000,19.610000,0.820000,9.870000,0.000000,4.830000,58.430000,25.020000,22.230000,29.000000,67.670000,30.560000,0.000000,0.000000,0.000000,193.340000,0.000000,0.000000,63.030000,193.340000,56.550000,24.170000,194.450000,100.050000,0.000000,20.300000,10.090000,0.000000,48.340000,0.000000,2.8,1349.55

66,16:15-16:30,175.050000,19.610000,0.820000,9.870000,0.000000,4.830000,58.430000,25.020000,22.230000,29.000000,67.670000,30.560000,0.000000,0.000000,0.000000,193.340000,0.000000,0.000000,63.030000,193.340000,56.550000,24.170000,194.450000,100.050000,0.000000,20.300000,10.090000,0.000000,48.340000,0.000000,2.51,1349.26

67,16:30-16:45,175.050000,19.610000,0.820000,9.870000,0.000000,4.830000,58.430000,25.020000,22.230000,29.000000,67.670000,30.560000,0.000000,0.000000,0.000000,193.340000,0.000000,0.000000,63.030000,193.340000,56.550000,24.170000,194.450000,100.050000,0.000000,20.300000,10.090000,0.000000,48.340000,0.000000,2.13,1348.88

68,16:45-17:00,175.050000,19.610000,0.820000,9.870000,0.000000,4.830000,58.430000,25.020000,22.230000,29.000000,67.670000,30.560000,0.000000,0.000000,0.000000,193.340000,0.000000,0.000000,63.030000,193.340000,56.550000,24.170000,194.450000,100.050000,0.000000,20.300000,10.090000,0.000000,48.340000,0.000000,1.93,1348.68

69,17:00-17:15,175.050000,19.610000,0.820000,9.870000,0.000000,4.830000,0.000000,25.020000,22.230000,29.000000,67.670000,30.560000,0.000000,0.000000,0.000000,193.340000,0.000000,0.000000,63.030000,193.340000,56.550000,24.170000,194.450000,100.050000,0.000000,20.300000,10.090000,0.000000,48.340000,0.000000,1.74,1290.06

70,17:15-17:30,175.050000,19.610000,0.820000,9.870000,0.000000,4.830000,0.000000,25.020000,22.230000,29.000000,67.670000,30.560000,0.000000,0.000000,0.000000,193.340000,0.000000,0.000000,63.030000,193.340000,56.550000,24.170000,194.450000,100.050000,0.000000,20.300000,10.090000,0.000000,48.340000,0.000000,1.21,1289.53

71,17:30-17:45,175.050000,19.610000,0.820000,9.870000,0.000000,4.830000,0.000000,25.020000,22.230000,29.000000,67.670000,30.560000,0.000000,0.000000,0.000000,193.340000,0.000000,0.000000,63.030000,193.340000,56.550000,24.170000,194.450000,100.050000,0.000000,20.300000,10.090000,0.000000,48.340000,0.000000,0.87,1289.19

