Block,Time,SALAL,TEHRI,RIHAND1,RAPPC,DADRT2,DHAULIGNGA,RIHAND3,CHAMERA3,ANTA_RF,NAPP,RIHAND2,BSIUL,DADRI_GF,ANTA_LF,AURY_RF,AURY_GF,TANDA2,KISHANGANGA,PARBATI3,AURY_CRF,ANTA_GF,SINGRAULI_HYDRO,UNCHAHAR1,URI2,UNCHAHAR4,CHAMERA1,URI,TANAKPUR,RAMPUR,DADRI_RF,DADRI_CRF,UNCHAHAR3,ANTA_CRF,KOTESHWR,SEWA2,RAPPB,DADRI_LF,AURY_LF,CHAMERA2,SINGRAULI,DULHASTI,JHAJJAR,KOLDAM,UNCHAHAR2,NJPC,SASAN,KHSTPP-II,TALA,KHSTPP-I,BRBCL,FSTPP I & II,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
10,02:15-02:30,51.618596,22.930576,75.020404,32.748337,664.797537,0.000000,60.868071,22.401763,0.000000,49.329991,120.113766,0.000000,0.000000,0.000000,0.000000,0.000000,5.174307,5.369711,0.000000,0.000000,0.000000,0.752926,21.854080,33.949023,2.984013,27.134934,33.583183,0.618531,0.907221,0.000000,0.000000,26.682291,0.000000,10.019445,18.682542,0.000000,0.000000,0.000000,31.224190,144.835783,38.097125,630.804897,0.000000,43.359930,23.674144,404.406189,143.213310,0.000000,44.807592,14.779447,13.809510,0,0,0,0,0

11,02:30-02:45,51.618596,22.930576,87.463739,32.748337,579.845487,0.000000,60.868071,22.401763,0.000000,49.329991,120.113766,0.000000,0.000000,0.000000,0.000000,0.000000,5.174307,5.369711,0.000000,0.000000,0.000000,0.752926,21.854080,33.949023,2.984013,27.134934,33.583183,0.618531,0.907221,0.000000,0.000000,26.682291,0.000000,20.038889,18.682542,0.000000,0.000000,0.000000,31.224190,144.835783,38.097125,630.804897,0.000000,43.359930,23.674144,404.406189,143.213310,0.000000,44.807592,16.677491,13.809510,0,0,0,0,0

12,02:45-03:00,51.618596,34.395864,90.187843,32.748337,558.967053,0.000000,60.868071,11.200881,0.000000,49.329991,120.113766,0.000000,0.000000,0.000000,0.000000,0.000000,5.174307,5.369711,0.000000,0.000000,0.000000,0.752926,21.854080,33.949023,2.984013,27.134934,33.583183,0.618531,0.907221,0.000000,0.000000,26.682291,0.000000,20.038889,18.682542,0.000000,0.000000,0.000000,31.224190,144.835783,38.097125,630.804897,0.000000,43.359930,23.674144,404.406189,143.213310,0.000000,44.807592,18.088444,13.809510,0,0,0,0,0

13,03:00-03:15,51.618596,34.395864,90.432107,32.748337,547.784247,0.000000,60.868071,11.200881,0.000000,49.329991,120.113766,0.000000,0.000000,0.000000,0.000000,0.000000,5.174307,5.369711,0.000000,0.000000,0.000000,0.752926,21.854080,33.949023,2.984013,27.134934,33.583183,0.618531,0.907221,0.000000,0.000000,26.682291,0.000000,20.038889,18.682542,0.000000,0.000000,0.000000,31.224190,144.835783,38.097125,630.804897,0.000000,43.359930,23.674144,404.406189,143.213310,0.000000,44.807592,17.879589,13.809510,0,0,0,0,0

14,03:15-03:30,51.618596,34.395864,92.322002,32.748337,532.864182,0.000000,60.868071,11.200881,0.000000,49.329991,120.113766,0.000000,0.000000,0.000000,0.000000,0.000000,5.174307,5.369711,0.000000,0.000000,0.000000,0.752926,21.854080,33.949023,2.984013,27.134934,33.583183,0.618531,0.907221,0.000000,0.000000,26.682291,0.000000,20.038889,18.682542,0.000000,0.000000,0.000000,31.224190,144.835783,38.097125,630.804897,0.000000,43.359930,23.674144,404.406189,143.213310,0.000000,44.807592,18.047499,13.809510,0,0,0,0,0

15,03:30-03:45,62.840030,34.395864,92.414013,32.748337,457.523455,0.000000,60.876729,11.200881,0.000000,49.329991,120.113766,0.000000,0.000000,0.000000,0.000000,0.000000,5.174307,5.369711,0.000000,0.000000,0.000000,0.752926,21.854080,33.949023,2.984013,27.134934,33.583183,0.618531,1.769824,0.000000,0.000000,26.690964,0.000000,20.038889,18.682542,0.000000,0.000000,0.000000,31.224190,144.844329,38.097125,630.812457,0.000000,43.366328,45.734142,404.406189,143.213310,0.000000,44.807592,19.081283,13.809510,0,0,0,0,0

16,03:45-04:00,76.653616,34.395864,92.414013,32.748337,454.732582,0.000000,60.876730,11.200881,0.000000,49.329991,120.113766,0.000000,0.000000,0.000000,0.000000,0.000000,5.174307,5.369711,0.000000,0.000000,0.000000,0.752926,21.854080,33.949023,2.984013,27.134934,33.583183,0.618531,1.769824,0.000000,0.000000,26.690964,0.000000,20.038889,18.682542,0.000000,0.000000,0.000000,31.224190,144.844329,38.097125,630.812457,0.000000,43.366328,45.734142,404.406189,143.213310,0.000000,44.807592,19.314000,13.809510,0,0,0,0,0

17,04:00-04:15,76.653616,34.395864,92.414013,32.748337,455.659654,0.000000,60.876730,11.200881,0.000000,49.329991,120.113766,0.000000,0.000000,0.000000,0.000000,0.000000,5.174307,5.369711,0.000000,0.000000,0.000000,0.752926,21.854080,33.949023,2.984013,27.134934,33.583183,0.618531,1.769824,0.000000,0.000000,26.690964,0.000000,20.038889,18.682542,0.000000,0.000000,0.000000,31.224190,144.844329,38.097125,630.812457,0.000000,43.366328,45.734142,404.406189,143.213310,0.000000,44.807592,19.314000,13.809510,0,0,0,0,0

18,04:15-04:30,76.653616,34.395864,92.414013,32.748337,461.260714,0.000000,60.876730,11.200881,0.000000,49.329991,120.113766,0.000000,0.000000,0.000000,0.000000,0.000000,5.174307,5.369711,0.000000,0.000000,0.000000,0.752926,21.854080,33.949023,2.984013,27.134934,33.583183,0.618531,1.769824,0.000000,0.000000,26.690964,0.000000,20.038889,18.682542,0.000000,0.000000,0.000000,31.224190,144.844329,38.097125,630.812457,0.000000,43.366328,45.734142,404.406189,143.213310,0.000000,44.807592,19.314000,13.809510,0,0,0,0,0

19,04:30-04:45,76.653616,34.395864,85.576757,32.748337,421.290391,0.000000,60.876730,11.200881,0.000000,49.329991,120.113766,0.000000,0.000000,0.000000,0.000000,0.000000,5.174307,5.369711,0.000000,0.000000,0.000000,0.752926,21.854080,33.949023,2.984013,27.134934,33.583183,0.618531,1.769824,0.000000,0.000000,26.690964,0.000000,20.038889,18.682542,0.000000,0.000000,0.000000,31.224190,144.844329,38.097125,630.812457,0.000000,43.366328,45.734142,404.406189,143.213310,0.000000,44.807592,19.314000,13.809510,0,0,0,0,0

20,04:45-05:00,52.740740,34.395864,85.576757,32.748337,423.743269,0.000000,60.876730,11.200881,0.000000,49.329991,120.113766,0.000000,0.000000,0.000000,0.000000,0.000000,5.174307,5.369711,0.000000,0.000000,0.000000,0.752926,21.854080,33.949023,2.984013,27.134934,33.583183,0.618531,1.769824,0.000000,0.000000,26.690964,0.000000,20.038889,18.682542,0.000000,0.000000,0.000000,31.224190,144.844329,38.097125,630.812457,0.000000,43.366328,45.734142,404.406189,143.213310,0.000000,44.807592,19.314000,13.809510,0,0,0,0,0

21,05:00-05:15,51.618596,34.395864,85.576757,32.748337,451.130521,0.000000,60.876730,11.200881,0.000000,49.329991,120.113766,0.000000,0.000000,0.000000,0.000000,0.000000,5.174307,5.369711,0.000000,0.000000,0.000000,0.752926,21.854080,33.949023,2.984013,27.134934,33.583183,0.618531,1.769824,0.000000,0.000000,26.690964,0.000000,20.038889,18.682542,0.000000,0.000000,0.000000,31.224190,144.844329,38.097125,630.812457,0.000000,43.366328,45.734142,404.406189,143.213310,0.000000,44.807592,19.314018,13.809510,0,0,0,0,0

22,05:15-05:30,51.618596,34.395864,85.576757,32.748337,473.747215,0.000000,60.876730,11.200881,0.000000,49.329991,120.113766,0.000000,0.000000,0.000000,0.000000,0.000000,5.174307,5.369711,0.000000,0.000000,0.000000,0.752926,21.854080,33.949023,2.984013,27.134934,33.583183,0.618531,1.769824,0.000000,0.000000,26.690964,0.000000,20.038889,18.682542,0.000000,0.000000,0.000000,31.224190,144.844329,38.097125,630.812457,0.000000,43.366328,45.734142,404.406189,143.213310,0.000000,44.807592,19.314031,13.809510,0,0,0,0,0

23,05:30-05:45,51.618596,34.395864,85.576757,32.748337,524.291953,10.486395,60.876730,11.200881,0.000000,49.329991,120.113766,0.000000,0.000000,0.000000,0.000000,0.000000,5.174307,5.369711,0.000000,0.000000,0.000000,0.752926,21.854080,33.949023,2.984013,27.134934,33.583183,0.618531,1.769824,0.000000,0.000000,26.690964,0.000000,20.038889,18.682542,0.000000,0.000000,0.000000,31.224190,144.844329,38.097125,630.812457,0.000000,43.366328,45.734142,404.406189,143.213310,0.000000,44.807592,19.314000,13.809510,0,0,0,0,0

24,05:45-06:00,51.618596,34.395864,85.576757,32.748337,549.458095,10.486395,60.876730,11.200881,0.000000,49.329991,120.113766,0.000000,0.000000,0.000000,0.000000,0.000000,5.174307,5.369711,0.000000,0.000000,0.000000,0.752926,21.854080,33.949023,2.984013,27.134934,33.583183,0.618531,1.769824,0.000000,0.000000,26.690964,0.000000,20.038889,18.682542,0.000000,0.000000,0.000000,31.224190,144.844329,38.097125,630.812457,0.000000,43.366328,45.734142,404.406189,143.213310,0.000000,44.807592,19.314000,13.809510,0,0,0,0,0

25,06:00-06:15,51.618596,34.395864,84.495467,32.748337,664.215046,10.486395,60.876730,11.200881,0.000000,49.329991,120.113766,0.000000,0.000000,0.000000,0.000000,0.000000,5.174307,5.369711,3.683535,0.000000,0.000000,0.752926,21.854080,33.949023,2.984013,13.567467,33.583183,0.000000,1.769824,0.000000,0.000000,26.690964,0.000000,20.038889,18.682542,0.000000,0.000000,0.000000,31.224190,144.844329,38.097125,630.812457,0.000000,43.366328,45.734142,404.406189,143.213310,0.000000,44.807592,19.314000,13.809510,0,0,0,0,0

26,06:15-06:30,51.618596,34.395864,84.495467,32.748337,664.803280,10.486395,60.876730,11.200881,0.000000,49.329991,120.113766,0.000000,0.000000,0.000000,0.000000,0.000000,5.174307,5.369711,5.893656,0.000000,0.000000,0.752926,21.854080,33.949023,2.984013,13.567467,33.583183,0.000000,1.769824,0.000000,0.000000,26.690964,0.000000,20.038889,18.682542,0.000000,0.000000,0.000000,15.612094,144.844329,38.097125,630.812457,0.000000,43.366328,45.734142,404.406189,143.213310,0.000000,44.807592,19.314000,13.809510,0,0,0,0,0

27,06:30-06:45,51.618596,34.395864,84.495467,32.748337,664.803280,10.486395,60.876730,11.200881,0.000000,49.329991,120.113766,0.000000,0.000000,0.000000,0.000000,0.000000,5.174307,5.369711,37.849056,0.000000,0.000000,0.752926,21.854080,33.949023,2.984013,13.567467,33.583183,0.000000,1.769824,0.000000,0.000000,26.690964,0.000000,20.038889,18.682542,0.000000,0.000000,0.000000,15.612094,144.844329,38.097125,630.812457,0.000000,43.366328,45.734142,404.406189,143.213310,0.000000,44.807592,19.314000,13.809510,0,0,0,0,0

28,06:45-07:00,51.618596,22.930576,84.495467,32.748337,664.803280,10.486395,60.876730,11.200881,0.000000,49.329991,120.113766,0.000000,0.000000,0.000000,0.000000,0.000000,5.174307,5.369711,37.849056,0.000000,0.000000,0.752926,21.854080,33.949023,2.984013,13.567467,33.583183,0.000000,1.769824,0.000000,0.000000,26.690964,0.000000,20.038889,18.682542,0.000000,0.000000,0.000000,15.612094,144.844329,38.097125,630.812457,0.000000,43.366328,45.734142,404.406189,143.213310,0.000000,44.807592,19.314000,13.809510,0,0,0,0,0

29,07:00-07:15,51.618596,11.465288,84.495467,32.748337,575.807509,10.486395,60.876730,11.200881,0.000000,49.329991,120.113766,0.000000,0.000000,0.000000,0.000000,0.000000,5.174307,5.369711,37.849056,0.000000,0.000000,0.752926,21.854080,33.949023,2.984013,13.567467,33.583183,0.000000,0.907221,0.000000,0.000000,26.690964,0.000000,20.038889,18.682542,0.000000,0.000000,0.000000,15.612094,144.844329,38.097125,651.671577,0.000000,43.366328,23.674144,404.406189,143.213310,0.000000,44.807592,19.314000,13.809510,0,0,0,0,0

30,07:15-07:30,51.618596,0.000000,84.495467,32.748337,566.150509,10.486395,60.876730,11.200881,0.000000,49.329991,120.113766,0.000000,0.000000,0.000000,0.000000,0.000000,5.174307,5.369711,37.849056,0.000000,0.000000,0.752926,21.854080,33.949023,2.984013,13.567467,39.446914,0.000000,0.907221,0.000000,0.000000,26.690964,0.000000,8.906173,18.682542,0.000000,0.000000,0.000000,15.612094,144.844329,38.097125,651.671577,0.000000,43.366328,23.674144,404.406189,143.213310,0.000000,44.807592,19.314000,13.809510,0,0,0,0,0

31,07:30-07:45,51.618596,0.000000,84.495467,32.748337,510.453318,10.486395,60.876730,22.401763,0.000000,49.329991,120.113766,0.000000,0.000000,0.000000,0.000000,0.000000,5.174307,5.369711,37.849056,0.000000,0.000000,0.752926,21.854080,33.949023,2.984013,13.567467,39.446914,6.680133,0.907221,0.000000,0.000000,22.736731,0.000000,8.906173,18.682542,0.000000,0.000000,0.000000,15.612094,144.844329,38.097125,599.612035,0.000000,43.366328,23.674144,404.406189,143.213310,0.000000,44.807592,19.314000,13.809510,0,0,0,0,0

32,07:45:08:00,51.618596,0.000000,84.495467,32.748337,410.318784,10.486395,60.876730,22.401763,0.000000,49.329991,120.113766,0.000000,0.000000,0.000000,0.000000,0.000000,5.174307,5.369711,37.849056,0.000000,0.000000,0.752926,21.854080,33.949023,2.984013,13.567467,39.446914,6.680133,0.907221,0.000000,0.000000,22.736731,0.000000,8.906173,18.682542,0.000000,0.000000,0.000000,31.224190,144.844329,38.097125,495.321750,0.000000,43.366328,23.674144,404.406189,143.213310,0.000000,44.807592,19.314000,13.809510,0,0,0,0,0

33,08:00-08:15,51.618596,0.000000,84.495467,32.748337,402.593184,10.486395,60.876730,22.401763,0.000000,49.329991,120.113766,0.000000,0.000000,0.000000,0.000000,0.000000,5.174307,5.369711,5.893656,0.000000,0.000000,0.752926,11.559912,33.949023,2.984013,13.567467,33.583183,6.680133,0.000000,0.000000,0.000000,22.736731,0.000000,8.906173,18.682542,0.000000,0.000000,0.000000,31.224190,144.844329,38.097125,416.861498,0.000000,43.366328,0.000000,404.406189,143.213310,0.000000,44.807592,19.314000,13.809510,0,0,0,0,0

34,08:15-08:30,51.618596,0.000000,84.495467,32.748337,368.793684,10.486395,60.876730,22.401763,0.000000,49.329991,120.113766,0.000000,0.000000,0.000000,0.000000,0.000000,5.174307,5.369711,3.683535,0.000000,0.000000,0.752926,11.559912,33.949023,2.984013,13.567467,33.583183,6.680133,0.000000,0.000000,0.000000,22.736731,0.000000,8.906173,18.682542,0.000000,0.000000,0.000000,31.224190,144.844329,38.097125,368.576498,0.000000,43.366328,0.000000,404.406189,143.213310,0.000000,44.807592,19.314000,13.809510,0,0,0,0,0

35,08:30-08:45,51.618596,0.000000,84.495467,32.748337,366.000300,10.486395,60.876730,22.401763,0.000000,49.329991,120.113766,0.000000,0.000000,0.000000,0.000000,0.000000,5.174307,5.369711,0.000000,0.000000,0.000000,0.752926,12.691616,33.949023,2.984013,13.567467,33.583183,0.865943,0.000000,0.000000,0.000000,22.736731,0.000000,8.906173,18.682542,0.000000,0.000000,0.000000,31.224190,144.844329,38.097125,368.576498,0.000000,43.366328,0.000000,404.406189,143.213310,0.000000,44.807592,19.314000,13.809510,0,0,0,0,0

36,08:45:09:00,51.618596,0.000000,84.495467,32.748337,366.000300,10.486395,60.876730,22.401763,0.000000,49.329991,120.113766,0.000000,0.000000,0.000000,0.000000,0.000000,5.174307,5.369711,0.000000,0.000000,0.000000,0.752926,12.691616,33.949023,2.984013,27.134934,33.583183,0.865943,0.000000,0.000000,0.000000,22.736731,0.000000,8.906173,18.682542,0.000000,0.000000,0.000000,31.224190,144.844329,38.097125,368.576498,0.000000,43.366328,0.000000,404.406189,143.213310,0.000000,44.807592,19.314000,13.809510,0,0,0,0,0

37,09:00:09:15,51.618596,0.000000,84.495467,32.748337,366.000300,10.486395,60.876730,11.200881,0.000000,49.329991,120.113766,0.000000,0.000000,0.000000,0.000000,0.000000,5.174307,5.369711,0.000000,0.000000,0.000000,0.752926,12.739225,27.776474,2.984013,27.134934,33.583183,0.865943,0.000000,0.000000,0.000000,18.856953,0.000000,8.906173,18.682542,0.000000,0.000000,0.000000,31.224190,144.844329,38.097125,360.413726,0.000000,32.963880,0.000000,404.406189,143.213310,0.000000,44.807592,19.314000,13.809510,0,0,0,0,0

38,09:15-09:30,51.618596,0.000000,84.495467,32.748337,366.000300,10.486395,60.876730,11.200881,0.000000,49.329991,120.113766,0.000000,0.000000,0.000000,0.000000,0.000000,5.174307,5.369711,0.000000,0.000000,0.000000,0.752926,12.739225,27.776474,2.984013,27.134934,33.583183,0.865943,0.000000,0.000000,0.000000,17.534987,0.000000,8.906173,18.682542,0.000000,0.000000,0.000000,31.224190,144.844329,38.097125,360.413726,0.000000,32.963880,0.000000,404.406189,143.213310,0.000000,44.807592,19.314000,13.809510,0,0,0,0,0

39,09:30-09:45,51.618596,0.000000,84.495467,32.748337,366.000300,10.486395,60.876730,11.200881,0.000000,49.329991,120.113766,0.000000,0.000000,0.000000,0.000000,0.000000,5.174307,5.369711,0.000000,0.000000,0.000000,0.752926,13.018312,27.776474,2.984013,27.134934,33.583183,0.865943,0.000000,0.000000,0.000000,17.534987,0.000000,8.906173,18.682542,0.000000,0.000000,0.000000,15.612094,144.844329,38.097125,360.413726,0.000000,32.963880,0.000000,404.406189,143.213310,0.000000,44.807592,19.314000,13.809510,0,0,0,0,0

40,09:45-10:00,51.618596,0.000000,84.495467,32.748337,366.000300,10.486395,60.876730,11.200881,0.000000,49.329991,120.113766,0.000000,0.000000,0.000000,0.000000,0.000000,5.174307,5.369711,0.000000,0.000000,0.000000,0.752926,13.018312,27.776474,2.984013,27.134934,33.583183,0.865943,0.000000,0.000000,0.000000,17.534987,0.000000,8.906173,18.682542,0.000000,0.000000,0.000000,15.612094,144.844329,38.097125,360.413726,0.000000,32.963880,0.000000,404.406189,143.213310,0.000000,44.807592,19.314000,13.809510,0,0,0,0,0

41,10:00-10:15,51.618596,0.000000,84.495467,32.748337,366.000300,10.486395,60.876730,11.200881,0.000000,49.329991,120.113766,0.000000,0.000000,0.000000,0.000000,0.000000,5.174307,5.369711,0.000000,0.000000,0.000000,0.752926,13.501162,33.949023,2.984013,27.134934,33.583183,0.865943,0.000000,0.000000,0.000000,17.728127,0.000000,8.906173,18.682542,0.000000,0.000000,0.000000,15.612094,144.844329,38.097125,360.703436,0.000000,32.963880,0.000000,404.406189,143.213310,0.000000,44.807592,19.314000,13.809510,0,0,0,0,0

42,10:15-10:30,51.618596,0.000000,84.495467,32.748337,366.000300,10.486395,60.876730,11.200881,0.000000,49.329991,120.113766,0.000000,0.000000,0.000000,0.000000,0.000000,5.174307,5.369711,0.000000,0.000000,0.000000,0.752926,12.758539,33.949023,2.984013,27.134934,39.446914,0.865943,0.000000,0.000000,0.000000,15.115426,0.000000,8.906173,18.682542,0.000000,0.000000,0.000000,15.612094,144.844329,38.097125,360.703436,0.000000,32.761083,0.000000,404.406189,143.213310,0.000000,44.807592,19.314000,13.809510,0,0,0,0,0

43,10:30-10:45,38.152876,0.000000,84.495467,32.748337,368.793684,10.486395,60.876730,11.200881,0.000000,49.329991,120.113766,0.000000,0.000000,0.000000,0.000000,0.000000,5.174307,5.369711,0.000000,0.000000,0.000000,0.752926,12.758539,33.949023,2.528685,27.134934,39.446914,0.865943,0.000000,0.000000,0.000000,15.115426,0.000000,8.906173,18.682542,0.000000,0.000000,0.000000,15.612094,144.844329,38.097125,360.703436,0.000000,24.244768,0.000000,404.406189,143.213310,0.000000,44.807592,19.268152,13.809510,0,0,0,0,0

44,10:45-11:00,38.152876,0.000000,84.495467,32.748337,368.793684,0.000000,60.876730,11.200881,0.000000,49.329991,120.113766,0.000000,0.000000,0.000000,0.000000,0.000000,5.174307,5.369711,0.000000,0.000000,0.000000,0.752926,12.758539,33.949023,2.528685,27.134934,39.446914,0.865943,0.000000,0.000000,0.000000,15.115426,0.000000,8.906173,18.682542,0.000000,0.000000,0.000000,15.612094,144.844329,38.097125,360.703436,0.000000,24.244768,0.000000,404.406189,143.213310,0.000000,44.807592,17.570594,13.809510,0,0,0,0,0

45,11:00-11:15,38.152876,0.000000,84.495467,32.748337,368.793684,0.000000,60.876730,11.200881,0.000000,49.329991,120.113766,0.000000,0.000000,0.000000,0.000000,0.000000,5.174307,5.369711,0.000000,0.000000,0.000000,0.752926,12.758539,33.949023,2.528685,27.134934,33.583183,0.865943,0.000000,0.000000,0.000000,15.115426,0.000000,8.906173,18.682542,0.000000,0.000000,0.000000,15.612094,144.844329,38.097125,360.703436,0.000000,24.244768,0.000000,404.406189,143.213310,0.000000,44.807592,19.092275,13.809510,0,0,0,0,0

46,11:15-11:30,38.152876,0.000000,84.495467,32.748337,368.793684,0.000000,60.876730,11.200881,0.000000,49.329991,120.113766,0.000000,0.000000,0.000000,0.000000,0.000000,5.174307,5.369711,0.000000,0.000000,0.000000,0.752926,12.758539,33.949023,2.528685,27.134934,33.583183,0.865943,0.000000,0.000000,0.000000,15.115426,0.000000,8.906173,18.682542,0.000000,0.000000,0.000000,15.612094,144.844329,38.097125,360.703436,0.000000,24.244768,0.000000,404.406189,143.213310,0.000000,44.807592,16.341066,13.809510,0,0,0,0,0

47,11:30-11:45,38.152876,0.000000,84.495467,32.748337,368.793684,0.000000,60.876730,11.200881,0.000000,49.329991,120.113766,0.000000,0.000000,0.000000,0.000000,0.000000,5.174307,5.369711,0.000000,0.000000,0.000000,0.752926,12.449515,36.590874,2.528685,27.134934,33.583183,0.989649,0.000000,0.000000,0.000000,15.598276,0.000000,8.906173,18.682542,0.000000,0.000000,0.000000,15.612094,144.844329,38.097125,360.703436,0.000000,24.437908,0.000000,404.406189,142.732005,0.000000,44.807592,19.113453,13.809510,0,0,0,0,0

