Block,Time Block,DADRI_LF,ANTA_RF,AURY_LF,DADRI_GF,ANTA_LF,AURY_GF,DADRI_CRF,DADRI_RF,ANTA_GF,AURY_CRF,ANTA_CRF,AURY_RF,UNCHAHAR3,VALLURNTECL,TEHRI,TelanganaSTPP,UNCHAHAR2,URI2,TANDA2,URI,UNCHAHAR1,UNCHAHAR4,TALST2,TANAKPUR,TEHRIPSP,SINGRAULI_HYDRO,SINGRAULI,TALA,NNTPP,PARBATI3,NLCEXP,MAPS,NTPL,NLCIIST1,PARBATI2,NJPC,NLCIIST2,NLCTS2EXP,NAPP,KUDGI,KKNP,KISHANGANGA,KOTESHWR,KKNPPU2,KOLDAM,RAMPUR,RAPPB,RIHAND3,RSTPSU1TO6,RIHAND1,RAPPD,RIHAND2,RAPPC,RSTPSU7,SEWA2,SIMHST1,SALAL,SASAN,SIMHST2,DHAULIGNGA,CHAMERA2,BRBCL,DULHASTI,DADRT2,CHAMERA1,BSIUL,CHAMERA3,KGSU3AND4,KHSTPP-II,JHAJJAR,KHSTPP-I,KGSU1AND2,FSTPP I & II,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
6,01:15-01:30,0,0,0,0,0,0,0,0,0,0,0,0,22.51,0,72.8,0,36.39,24.03,2.94,34.04,17.68,1.46,0,12.58,0,0,108.68,24.5,0,54.43,0,0,0,0,47.46,169.37,0,0,23.72,0,0,4.47,39.09,0,8.31,5.46,0,126.06,0,45.55,23.63,120.7,63.2,0,17.67,0,81.73,403.48,0,40.91,45.4,11.19,51.91,371.09,40.61,12.56,32.7,0,93.98,240.5,43.87,0,17.28,0,0,0,0,0

7,01:30-01:45,0,0,0,0,0,0,0,0,0,0,0,0,22.51,0,72.8,0,36.39,36.05,2.94,34.04,17.68,1.46,0,12.58,0,0,108.68,24.72,0,54.43,0,0,0,0,47.46,169.37,0,0,23.72,0,0,4.47,39.09,0,8.31,5.46,0,126.06,0,45.55,23.63,120.7,63.2,0,17.67,0,81.73,403.48,0,40.91,45.4,10.99,51.91,351.82,40.61,12.56,32.7,0,93.98,240.5,43.87,0,17.28,0,0,0,0,0

8,01:45-02:00,0,0,0,0,0,0,0,0,0,0,0,0,22.51,0,72.8,0,36.39,36.05,2.94,34.04,17.68,1.46,0,12.58,0,0,108.68,24.72,0,54.43,0,0,0,0,47.46,169.37,0,0,23.72,0,0,4.47,39.09,0,8.31,5.46,0,126.06,0,45.55,23.63,120.7,63.2,0,17.67,0,81.73,403.48,0,40.91,45.4,9.65,51.91,351.82,40.61,12.56,32.7,0,93.98,240.5,43.87,0,17.28,0,0,0,0,0

9,02:00-02:15,0,0,0,0,0,0,0,0,0,0,0,0,25.6,0,72.8,0,40.92,24.03,2.94,34.04,17.53,1.46,0,12.58,0,0,108.68,24.93,0,54.43,0,0,0,0,47.46,169.37,0,0,23.72,0,0,4.47,39.09,0,8.31,5.46,0,126.06,0,45.55,23.63,120.7,63.2,0,17.67,0,81.73,403.48,0,40.91,45.4,11.75,51.91,332.55,40.61,12.56,32.7,0,93.98,240.5,43.87,0,18.41,0,0,0,0,0

10,02:15-02:30,0,0,0,0,0,0,0,0,0,0,0,0,25.6,0,72.8,0,40.92,24.03,2.94,34.04,17.36,1.46,0,12.58,0,0,108.68,24.93,0,54.43,0,0,0,0,47.46,169.37,0,0,23.72,0,0,4.47,39.09,0,8.31,5.46,0,126.06,0,45.55,23.63,120.7,63.2,0,17.67,0,81.73,403.48,0,40.91,45.4,12.75,51.91,332.55,40.61,12.56,32.7,0,93.98,240.5,43.87,0,18.41,0,0,0,0,0

11,02:30-02:45,0,0,0,0,0,0,0,0,0,0,0,0,19.87,0,72.8,0,30.66,24.03,2.94,29.78,14.43,1.46,0,12.58,0,0,95.45,24.93,0,54.43,0,0,0,0,47.46,169.37,0,0,23.72,0,0,4.47,39.09,0,8.31,5.46,0,126.06,0,44.31,23.63,120.7,63.2,0,17.67,0,81.73,403.48,0,40.91,45.4,14.52,51.91,265.11,40.61,12.56,32.7,0,81.45,240.5,37.81,0,14.12,0,0,0,0,0

12,02:45-03:00,0,0,0,0,0,0,0,0,0,0,0,0,18.94,0,72.8,0,30.66,24.03,2.94,29.78,14.43,1.46,0,12.58,0,0,108.53,24.93,0,54.43,0,0,0,0,47.46,169.37,0,0,23.72,0,0,4.47,39.09,0,8.31,5.46,0,126.06,0,45.55,23.63,120.7,63.2,0,17.67,0,81.73,403.48,0,40.91,45.4,15.2,51.91,255.47,40.61,12.56,32.7,0,93.98,240.5,37.81,0,14.12,0,0,0,0,0

13,03:00-03:15,0,0,0,0,0,0,0,0,0,0,0,0,22.45,0,72.8,0,36.3,24.03,2.94,25.52,17.21,1.46,0,11.48,0,0,108.68,24.93,0,54.43,0,0,0,0,47.46,169.37,0,0,23.72,0,0,4.47,39.09,0,8.31,5.46,0,126.06,0,45.55,23.63,120.7,63.2,0,17.67,0,79.49,403.48,0,40.91,45.4,13.42,51.91,245.84,40.61,12.56,32.7,0,93.98,240.5,43.87,0,18.41,0,0,0,0,0

14,03:15-03:30,0,0,0,0,0,0,0,0,0,0,0,0,22.45,0,72.8,0,33.68,24.03,2.94,25.52,14.43,1.46,0,11.48,0,0,108.68,24.93,0,54.43,0,0,0,0,47.46,169.37,0,0,23.72,0,0,4.47,39.09,0,8.31,5.46,0,126.06,0,45.55,23.63,120.7,63.2,0,17.67,0,79.49,403.48,0,40.91,45.4,14.9,51.91,226.57,40.61,12.56,32.7,0,93.98,240.5,43.87,0,18.41,0,0,0,0,0

15,03:30-03:45,0,0,0,0,0,0,0,0,0,0,0,0,18.94,0,72.8,0,30.66,24.03,2.94,25.52,14.43,1.46,0,11.48,0,0,108.68,24.93,0,54.43,0,0,0,0,47.46,169.37,0,0,23.72,0,0,4.47,29.32,0,8.31,5.46,0,126.06,0,45.55,23.63,120.7,63.2,0,17.67,0,79.49,403.48,0,40.91,45.4,14.23,51.91,216.93,40.61,12.56,32.7,0,93.98,240.5,43.87,0,14.12,0,0,0,0,0

16,03:45-04:00,0,0,0,0,0,0,0,0,0,0,0,0,18.94,0,72.8,0,30.66,24.03,2.94,25.52,14.43,1.46,0,11.48,0,0,95.45,24.93,0,54.43,0,0,0,0,47.46,169.37,0,0,23.72,0,0,4.47,19.55,0,8.31,5.46,0,126.06,0,41.05,23.63,120.7,63.2,0,17.67,0,79.49,403.48,0,40.91,45.4,15.15,51.91,207.3,40.61,12.56,32.7,0,81.45,240.5,37.81,0,14.12,0,0,0,0,0

17,04:00-04:15,0,0,0,0,0,0,0,0,0,0,0,0,18.94,0,72.8,0,30.66,24.03,2.94,29.78,14.43,1.46,0,11.48,0,0,108.53,24.93,0,54.43,0,0,0,0,47.46,169.37,0,0,23.72,0,0,4.47,19.55,0,8.31,5.46,0,126.06,0,45.55,23.63,120.7,63.2,0,17.67,0,79.49,403.48,0,40.91,45.4,15.56,51.91,183.21,40.61,12.56,32.7,0,93.98,240.5,43.87,0,14.12,0,0,0,0,0

18,04:15-04:30,0,0,0,0,0,0,0,0,0,0,0,0,18.94,0,72.8,0,30.66,24.03,2.94,29.78,14.43,1.46,0,11.48,0,0,108.68,24.95,0,54.43,0,0,0,0,47.46,169.37,0,0,23.72,0,0,4.47,19.55,0,8.31,5.46,0,126.06,0,45.55,23.63,120.7,63.2,0,17.67,0,79.49,403.48,0,40.91,45.4,18.87,51.91,183.21,40.61,12.56,32.7,0,93.98,240.5,43.87,0,14.12,0,0,0,0,0

19,04:30-04:45,0,0,0,0,0,0,0,0,0,0,0,0,18.94,0,72.8,0,30.66,24.03,2.94,29.78,14.43,1.46,0,11.48,0,0,108.68,24.56,0,54.43,0,0,0,0,47.46,169.37,0,0,23.72,0,0,4.47,19.55,0,8.31,5.46,0,126.06,0,45.55,23.63,120.7,63.2,0,17.67,0,79.49,403.48,0,40.91,45.4,17.53,51.91,183.21,40.61,12.56,32.7,0,93.98,240.5,43.87,0,14.12,0,0,0,0,0

20,04:45-05:00,0,0,0,0,0,0,0,0,0,0,0,0,18.94,0,72.8,0,30.66,24.03,2.94,29.78,14.43,1.46,0,11.48,0,0,108.68,24.56,0,54.43,0,0,0,0,47.46,169.37,0,0,23.72,0,0,4.47,19.55,0,8.31,5.46,0,126.06,0,45.55,23.63,120.7,63.2,0,17.67,0,79.49,403.48,0,40.91,45.4,19.8,51.91,168.76,40.61,12.56,32.7,0,93.98,240.5,37.81,0,14.12,0,0,0,0,0

21,05:00-05:15,0,0,0,0,0,0,0,0,0,0,0,0,18.94,0,72.8,0,30.66,24.03,2.94,29.78,14.43,1.46,0,11.48,0,0,108.68,24.53,0,54.43,0,0,0,0,47.46,169.37,0,0,23.72,0,0,4.47,19.55,0,8.31,5.46,0,126.06,0,45.55,23.63,120.7,63.2,0,17.67,0,79.49,403.48,0,40.91,45.4,24.08,51.91,154.3,40.61,12.56,32.7,0,93.98,240.5,43.87,0,14.12,0,0,0,0,0

22,05:15-05:30,0,0,0,0,0,0,0,0,0,0,0,0,18.94,0,72.8,0,30.66,24.03,2.94,29.78,14.43,1.46,0,11.48,0,0,108.68,24.53,0,54.43,0,0,0,0,47.46,169.37,0,0,23.72,0,0,4.47,19.55,0,8.31,5.46,0,126.06,0,45.55,23.63,120.7,63.2,0,17.67,0,79.49,403.48,0,40.91,45.4,22.16,51.91,144.67,40.61,12.56,32.7,0,93.98,240.5,43.87,0,14.12,0,0,0,0,0

23,05:30-05:45,0,0,0,0,0,0,0,0,0,0,0,0,18.94,0,72.8,0,30.66,24.03,2.94,25.52,14.43,1.46,0,11.48,0,0,108.68,23.74,0,54.43,0,0,0,0,47.46,169.37,0,0,23.72,0,0,4.47,19.55,0,8.31,5.46,0,126.06,0,45.55,23.63,120.7,63.2,0,17.67,0,79.49,403.48,0,40.91,45.4,23.12,51.91,130.22,40.61,12.56,32.7,0,93.98,240.5,43.87,0,14.12,0,0,0,0,0

24,05:45-06:00,0,0,0,0,0,0,0,0,0,0,0,0,18.94,0,72.8,0,30.66,24.03,2.94,25.52,14.43,1.46,0,11.48,0,0,108.68,23.57,0,54.43,0,0,0,0,47.46,169.37,0,0,23.72,0,0,4.47,19.55,0,8.31,5.46,0,126.06,0,45.55,23.63,120.7,63.2,0,17.67,0,79.49,403.48,0,40.91,45.4,19.45,51.91,130.22,40.61,12.56,32.7,0,93.98,240.5,43.87,0,14.12,0,0,0,0,0

25,06:00-06:15,0,0,0,0,0,0,0,0,0,0,0,0,18.94,0,72.8,0,30.66,36.05,2.94,50.45,14.43,1.46,0,11.48,0,0,108.68,23.51,0,54.43,0,0,0,0,47.46,169.37,0,0,23.72,0,0,4.47,19.55,0,8.31,5.46,0,126.06,0,45.55,23.63,120.7,63.2,0,17.67,0,79.49,403.48,0,40.91,45.4,18.55,51.91,62.77,40.61,12.56,32.7,0,93.98,240.5,43.87,0,15.67,0,0,0,0,0

26,06:15-06:30,0,0,0,0,0,0,0,0,0,0,0,0,18.94,0,72.8,0,30.66,36.05,2.94,50.45,14.43,1.46,0,11.48,0,0,108.68,23.48,0,54.43,0,0,0,0,47.46,169.37,0,0,23.72,0,0,4.47,19.55,0,8.31,5.46,0,126.06,0,45.55,23.63,120.7,63.2,0,17.67,0,79.49,403.48,0,40.91,45.4,24.08,51.91,53.14,40.61,12.56,32.7,0,93.98,240.5,43.87,0,13.39,0,0,0,0,0

27,06:30-06:45,0,0,0,0,0,0,0,0,0,0,0,0,22.45,0,72.8,0,36.3,24.03,2.94,29.78,14.83,1.46,0,11.48,0,0,108.68,23.48,0,54.43,0,0,0,0,47.46,169.37,0,0,23.72,0,0,4.47,19.55,0,8.31,5.46,0,126.06,0,45.55,23.63,120.7,63.2,0,17.67,0,79.49,403.48,0,40.91,45.4,24.08,51.91,4.96,40.61,12.56,32.7,0,93.98,240.5,43.87,0,15.67,0,0,0,0,0

28,06:45-07:00,0,0,0,0,0,0,0,0,0,0,0,0,18.94,0,72.8,0,30.66,24.03,2.94,29.78,14.43,1.46,0,11.48,0,0,95.87,23.48,0,54.43,0,0,0,0,47.46,169.37,0,0,23.72,0,0,4.47,19.55,0,8.31,5.46,0,126.06,0,45.55,23.63,120.7,63.2,0,17.67,0,79.49,403.48,0,40.91,45.4,21.2,51.91,4.96,40.61,12.56,32.7,0,81.45,240.5,37.81,0,13.39,0,0,0,0,0

29,07:00-07:15,0,0,0,0,0,0,0,0,0,0,0,0,14.67,0,72.8,0,24.44,24.03,2.94,36.16,11.88,0.59,0,11.48,0,0,108.59,23.48,0,54.43,0,0,0,0,47.46,169.37,0,0,23.72,0,0,4.47,19.55,0,8.31,5.46,0,126.06,0,45.55,23.63,120.7,63.2,0,17.67,0,79.49,403.48,0,40.91,45.4,18.75,51.91,4.96,40.61,12.56,32.7,0,93.98,231.24,37.81,0,10.19,0,0,0,0,0

30,07:15-07:30,0,0,0,0,0,0,0,0,0,0,0,0,14.67,0,72.8,0,24.94,24.03,2.94,50.45,11.88,0.59,0,11.48,0,0,108.68,23.48,0,54.43,0,0,0,0,47.46,169.37,0,0,23.72,0,0,4.47,19.55,0,8.31,5.46,0,126.06,0,45.55,23.63,120.7,63.2,0,17.67,0,79.49,403.48,0,40.91,45.4,22.16,51.91,4.96,40.61,12.56,32.7,0,93.98,231.24,39.69,0,10.19,0,0,0,0,0

31,07:30-07:45,0,0,0,0,0,0,0,0,0,0,0,0,15.5,0,72.8,0,25.76,36.05,2.94,50.45,11.88,0.59,0,11.48,0,0,92.2,22.91,0,54.43,0,0,0,0,47.46,169.37,0,0,23.72,0,0,4.47,19.55,0,8.31,5.46,0,126.06,0,45.55,23.63,120.7,63.2,0,17.67,0,79.49,403.48,0,40.91,45.4,19.13,51.91,4.96,40.61,12.56,32.7,0,73.33,231.24,34.23,0,10.19,0,0,0,0,0

32,07:45-08:00,0,0,0,0,0,0,0,0,0,0,0,0,15.5,0,72.8,0,28.3,36.05,2.94,50.45,11.91,0.59,0,11.48,0,0,92.2,22.91,0,54.43,0,0,0,0,47.46,169.37,0,0,23.72,0,0,4.47,19.55,0,8.31,5.46,0,126.06,0,45.55,23.63,120.7,63.2,0,17.67,0,79.49,403.48,0,40.91,45.4,19.24,51.91,4.96,40.61,12.56,32.7,0,73.33,231.24,34.23,0,10.19,0,0,0,0,0

33,08:00-08:15,0,0,0,0,0,0,0,0,0,0,0,0,15.5,0,72.8,0,28.9,36.05,3.76,36.16,12.91,0.59,0,11.48,0,0,92.2,23.06,0,54.43,0,0,0,0,44.75,169.37,0,0,23.72,0,0,4.47,19.55,0,8.31,5.46,0,126.06,0,45.55,23.63,120.7,63.2,0,17.67,0,79.49,403.48,0,40.91,45.4,20.91,51.91,4.96,40.61,12.56,32.7,0,73.33,231.24,34.23,0,10.19,0,0,0,0,0

34,08:15-08:30,0,0,0,0,0,0,0,0,0,0,0,0,15.5,0,72.8,0,28.9,24.03,3.76,36.16,12.91,0.59,0,11.48,0,0,92.2,23.45,0,54.43,0,0,0,0,44.75,169.37,0,0,23.72,0,0,4.47,19.55,0,8.31,5.46,0,126.06,0,45.55,23.63,120.7,63.2,0,17.67,0,79.49,403.48,0,40.91,45.4,19.75,51.91,4.96,40.61,12.56,32.7,0,73.33,231.24,34.23,0,10.19,0,0,0,0,0

35,08:30-08:45,0,0,0,0,0,0,0,0,0,0,0,0,15.5,0,72.8,0,28.9,24.03,3.76,31.91,12.55,0.59,0,11.48,0,0,78.97,24.02,0,54.43,0,0,0,0,37.29,169.37,0,0,23.72,0,0,4.47,19.55,0,8.31,5.46,0,126.06,0,28.56,23.63,120.7,63.2,0,17.67,0,79.49,403.48,0,40.91,45.4,20.96,51.91,4.96,40.61,12.56,32.7,0,55.84,231.24,27.9,0,10.19,0,0,0,0,0

36,08:45-09:00,0,0,0,0,0,0,0,0,0,0,0,0,15.5,0,54.6,0,28.9,24.03,3.76,31.91,12.55,0.59,0,11.48,0,0,78.97,24.02,0,54.43,0,0,0,0,37.29,169.37,0,0,23.72,0,0,4.47,19.55,0,8.31,5.46,0,126.06,0,28.56,23.63,120.7,63.2,0,17.67,0,79.49,403.48,0,40.91,45.4,16.95,51.91,4.96,40.61,12.56,32.7,0,55.84,231.24,28.62,0,10.19,0,0,0,0,0

37,09:00-09:15,0,0,0,0,0,0,0,0,0,0,0,0,15.5,0,36.4,0,28.9,24.03,3.76,50.45,12.24,0.59,0,11.48,0,0,78.97,24.05,0,54.43,0,0,0,0,37.29,169.37,0,0,23.72,0,0,2.24,9.77,0,8.31,5.46,0,126.06,0,28.56,23.63,120.7,63.2,0,17.67,0,79.49,403.48,0,40.91,45.4,18.58,36.63,4.96,40.61,18.85,32.7,0,60.81,231.24,28.17,0,10.19,0,0,0,0,0

38,09:15-09:30,0,0,0,0,0,0,0,0,0,0,0,0,15.5,0,18.2,0,28.9,36.05,3.76,50.45,12.24,0.59,0,11.48,0,0,78.97,24.05,0,54.43,0,0,0,0,37.29,169.37,0,0,23.72,0,0,2.24,9.77,0,8.31,5.46,0,126.06,0,28.56,23.63,120.7,63.2,0,17.67,0,79.49,403.48,0,40.91,45.4,18.02,36.63,4.96,40.61,18.85,32.7,0,60.81,231.24,28.17,0,10.19,0,0,0,0,0

39,09:30-09:45,0,0,0,0,0,0,0,0,0,0,0,0,15.5,0,0,0,28.9,24.03,3.76,31.91,12.24,0.59,0,11.48,0,0,95.45,25.51,0,54.43,0,0,0,0,37.29,169.37,0,0,23.72,0,0,2.24,9.77,0,8.31,5.46,0,126.06,0,43.99,23.63,120.7,63.2,0,17.67,0,79.49,403.48,0,40.91,45.4,15.88,36.63,4.96,40.61,18.85,32.7,0,81.45,231.24,37.81,0,10.19,0,0,0,0,0

40,09:45-10:00,0,0,0,0,0,0,0,0,0,0,0,0,15.5,0,0,0,28.9,24.03,3.76,31.91,12.24,0.59,0,11.48,0,0,108.68,24.05,0,54.43,0,0,0,0,37.29,169.37,0,0,23.72,0,0,2.24,9.77,0,8.31,5.46,0,126.06,0,45.55,23.63,120.7,63.2,0,17.67,0,79.49,403.48,0,40.91,45.4,19.31,36.63,4.96,40.61,18.85,32.7,0,93.98,231.24,43.87,0,10.19,0,0,0,0,0

41,10:00-10:15,0,0,0,0,0,0,0,0,0,0,0,0,15.5,0,0,0,28.9,24.03,3.76,36.16,12.91,0.59,0,11.48,0,0,108.68,29.29,0,54.43,0,0,0,0,37.29,169.37,0,0,23.72,0,0,2.24,9.77,0,8.31,5.46,0,126.06,0,45.55,23.63,120.7,63.2,0,17.67,0,79.49,403.48,0,40.91,45.4,19.15,36.63,4.96,40.61,18.85,32.7,0,81.34,231.24,38.51,0,10.19,0,0,0,0,0

42,10:15-10:30,0,0,0,0,0,0,0,0,0,0,0,0,15.5,0,0,0,28.9,24.03,3.76,36.16,12.91,0.59,0,11.48,0,0,108.68,29.32,0,54.43,0,0,0,0,37.29,169.37,0,0,23.72,0,0,2.24,9.77,0,8.31,5.46,0,126.06,0,45.55,23.63,120.7,63.2,0,17.67,0,79.49,403.48,0,40.91,45.4,18.43,36.63,4.96,40.61,18.85,32.7,0,81.34,231.24,38.51,0,10.19,0,0,0,0,0

43,10:30-10:45,0,0,0,0,0,0,0,0,0,0,0,0,15.5,0,0,0,28.9,24.03,3.76,36.16,12.91,0.59,0,11.48,0,0,108.68,29.35,0,54.43,0,0,0,0,37.29,169.37,0,0,23.72,0,0,2.24,9.77,0,8.31,5.46,0,126.06,0,45.55,23.63,120.7,63.2,0,17.67,0,79.49,403.48,0,40.91,45.4,16.14,36.63,4.96,40.61,18.85,32.7,0,81.34,231.24,38.51,0,10.19,0,0,0,0,0

44,10:45-11:00,0,0,0,0,0,0,0,0,0,0,0,0,15.5,0,0,0,28.9,24.03,3.76,36.16,12.91,0.59,0,11.48,0,0,108.68,29.41,0,54.43,0,0,0,0,37.29,169.37,0,0,23.72,0,0,2.24,9.77,0,8.31,5.46,0,126.06,0,45.55,23.63,120.7,63.2,0,17.67,0,79.49,403.48,0,40.91,45.4,14.89,36.63,4.96,40.61,18.85,32.7,0,81.34,231.24,38.51,0,10.19,0,0,0,0,0

45,11:00-11:15,0,0,0,0,0,0,0,0,0,0,0,0,15.5,0,0,0,28.9,24.03,3.76,31.91,12.91,0.59,0,11.48,0,0,108.68,29.41,0,54.43,0,0,0,0,37.29,169.37,0,0,23.72,0,0,2.24,9.77,0,8.31,5.46,0,126.06,0,45.55,23.63,120.7,63.2,0,17.67,0,79.49,403.48,0,40.91,45.4,14.61,36.63,4.96,40.61,18.85,32.7,0,81.34,231.24,38.51,0,10.19,0,0,0,0,0

46,11:15-11:30,0,0,0,0,0,0,0,0,0,0,0,0,15.5,0,0,0,28.9,24.03,5.35,31.91,12.91,1.46,0,11.48,0,0,108.68,29.43,0,54.43,0,0,0,0,37.29,169.37,0,0,23.72,0,0,2.24,9.77,0,8.31,5.46,0,126.06,0,45.55,23.63,120.7,63.2,0,17.67,0,79.49,403.48,0,40.91,45.4,15.44,36.63,4.96,40.61,18.85,32.7,0,81.34,231.24,38.51,0,13.84,0,0,0,0,0

47,11:30-11:45,0,0,0,0,0,0,0,0,0,0,0,0,16.17,0,0,0,30.24,24.03,5.35,36.16,13.32,3.1,0,11.48,0,0,108.68,29.51,0,54.43,0,0,0,0,37.29,169.37,0,0,23.72,0,0,2.24,9.77,0,8.31,5.46,0,126.06,0,45.55,23.63,120.7,63.2,0,17.67,0,79.49,403.48,0,40.91,45.4,15.36,36.63,8.15,40.61,18.85,32.7,0,93.98,239.02,38.51,0,13.84,0,0,0,0,0

48,11:45-12:00,0,0,0,0,0,0,0,0,0,0,0,0,16.17,0,0,0,30.24,24.03,5.35,36.16,13.32,3.1,0,11.48,0,0,108.68,29.51,0,54.43,0,0,0,0,37.29,169.37,0,0,23.72,0,0,2.24,9.77,0,8.31,5.46,0,126.06,0,45.55,23.63,120.7,63.2,0,17.67,0,79.49,403.48,0,40.91,45.4,16.28,36.63,8.15,40.61,18.85,32.7,0,93.98,239.02,38.51,0,16.41,0,0,0,0,0

49,12:00-12:15,0,0,0,0,0,0,0,0,0,0,0,0,16.17,0,0,0,30.24,27.04,5.35,28.72,13.32,3.1,0,11.48,0,0,108.68,29.94,0,54.43,0,0,0,0,37.29,169.37,0,0,23.72,0,0,2.24,9.77,0,8.31,5.46,0,126.06,0,45.55,23.63,120.7,63.2,0,17.67,0,79.49,403.48,0,40.91,45.4,23.42,36.63,8.15,40.61,12.56,32.7,0,93.98,239.02,38.51,0,16.41,0,0,0,0,0

50,12:15-12:30,0,0,0,0,0,0,0,0,0,0,0,0,16.17,0,0,0,30.24,27.04,5.35,28.72,13.32,3.1,0,11.48,0,0,108.68,29.94,0,54.43,0,0,0,0,37.29,169.37,0,0,23.72,0,0,2.24,9.77,0,8.31,5.46,0,126.06,0,45.55,23.63,120.7,63.2,0,17.67,0,79.49,403.48,0,40.91,45.4,19.4,36.63,8.15,40.61,12.56,32.7,0,93.98,239.02,38.51,0,16.41,0,0,0,0,0

51,12:30-12:45,0,0,0,0,0,0,0,0,0,0,0,0,16.17,0,0,0,30.24,27.04,5.35,31.91,13.32,3.1,0,11.48,0,0,108.68,29.94,0,54.43,0,0,0,0,37.29,169.37,0,0,23.72,0,0,2.24,9.77,0,8.31,5.46,0,126.06,0,45.55,23.63,120.7,63.2,0,17.67,0,79.49,403.48,0,40.91,45.4,22.16,36.63,8.15,40.61,12.56,32.7,0,93.98,239.02,38.51,0,16.41,0,0,0,0,0

52,12:45-13:00,0,0,0,0,0,0,0,0,0,0,0,0,16.17,0,0,0,30.24,27.04,5.35,31.91,13.32,3.1,0,11.48,0,0,108.68,29.94,0,54.43,0,0,0,0,37.29,169.37,0,0,23.72,0,0,2.24,9.77,0,8.31,5.46,0,126.06,0,45.55,23.63,120.7,63.2,0,17.67,0,79.49,403.48,0,40.91,45.4,23.12,36.63,8.15,40.61,12.56,32.7,0,93.98,239.02,38.51,0,13.84,0,0,0,0,0

