Block,Time,CHAMERA1,KKNP,KOLDAM,UNCHAHAR2,UNCHAHAR3,UNCHAHAR4,ANTA_RF,AURY_RF,DADRT2,NNTPP,PARBATI2,RIHAND2,SINGRAULI_HYDRO,TANDA2,DADRI_GF,KGSU1AND2,KISHANGANGA,KOTESHWR,MAPS,NLCTS2EXP,SASAN,SIMHST1,SINGRAULI,TEHRI,AURY_CRF,AURY_GF,DADRI_RF,DHAULIGNGA,DULHASTI,KUDGI,RIHAND3,TALST2,RAPPB,TALA,UNCHAHAR1,URI,CHAMERA3,JHAJJAR,RAMPUR,RAPPC,RSTPSU7,SALAL,ANTA_GF,AURY_LF,BSIUL,CHAMERA2,FSTPP I & II,KHSTPP-II,KKNPPU2,NTPL,RIHAND1,SIMHST2,URI2,VALLURNTECL,ANTA_CRF,DADRI_CRF,DADRI_LF,BRBCL,KGSU3AND4,KHSTPP-I,NAPP,NJPC,NLCEXP,NLCIIST1,NLCIIST2,PARBATI3,RAPPD,RSTPSU1TO6,SEWA2,TANAKPUR,TelanganaSTPP,ANTA_LF
55,13:30-13:45,18.33,0,2.4,45,27.68,3.2,49.2,80.77,688.92,0,5.26,124.58,1.13,5.7,0,0,8.63,0,0,0,340.88,0,150.34,0,0,0,98.41,21.88,58.69,0,130.79,0,0,16.96,21.64,50.79,35.03,670.67,6.98,68.05,0,40.09,0,0,6.52,48.81,20.8,148.3,0,0,97.23,0,38.1,0,0,0,0,20,0,45.53,25.64,180.89,0,0,0,7.67,19.14,0,0,7.05,0,0

56,13:45-14:00,18.96,0,2.4,45,27.68,3.2,49.2,80.77,688.92,0,5.26,124.58,1.13,5.7,0,0,8.63,0,0,0,340.88,0,150.34,0,0,0,98.41,21.88,58.69,0,130.79,0,0,16.96,21.64,50.79,35.03,670.67,6.98,68.05,0,40.09,0,0,6.52,48.81,20.8,148.3,0,0,97.23,0,38.1,0,0,0,0,20,0,45.53,25.64,180.89,0,0,0,7.67,19.14,0,0,7.05,0,0

57,14:00-14:15,28.1,0,2.4,45,27.68,3.2,48.55,80.77,688.92,0,5.26,124.58,1.13,5.7,0,0,8.63,0,0,0,340.88,0,150.34,10.11,0,0,98.41,21.88,58.69,0,130.79,0,0,16.96,21.64,50.79,35.03,670.67,6.98,68.05,0,40.09,0,0,6.52,48.81,20.8,148.3,0,0,97.23,0,38.1,0,0,0,0,20,0,45.53,25.64,180.89,0,0,0,7.67,19.14,0,0,7.43,0,0

58,14:15-14:30,28.1,0,2.4,45,27.68,3.2,48.55,80.77,688.92,0,5.26,124.58,1.13,5.7,0,0,8.63,0,0,0,340.88,0,150.34,20.06,0,0,98.41,21.88,58.69,0,130.79,0,0,16.96,21.64,50.79,35.03,670.67,6.98,68.05,0,40.09,0,0,6.52,48.81,20.8,148.3,0,0,97.23,0,38.1,0,0,0,0,20,0,45.53,25.64,180.89,0,0,0,7.67,19.14,0,0,7.43,0,0

59,14:30-14:45,28.1,0,2.4,45,27.68,3.2,48.55,80.77,688.92,0,14.28,124.58,1.13,5.7,0,0,8.63,10.43,0,0,340.88,0,150.34,29.61,0,0,98.41,21.88,58.69,0,130.79,0,0,16.96,21.64,50.79,35.03,670.67,6.98,68.05,0,84.24,0,0,6.52,48.81,20.8,148.3,0,0,97.23,0,38.1,0,0,0,0,20,0,45.53,25.64,180.89,0,0,0,39.28,19.14,0,0,7.43,0,0

60,14:45-15:00,28.1,0,2.4,45,27.68,3.2,48.55,80.77,688.92,0,27.8,124.58,1.13,5.7,0,0,8.63,20.85,0,0,340.88,0,150.34,29.61,0,0,98.41,21.88,58.69,0,130.79,0,0,16.96,21.64,50.79,35.03,670.67,6.98,68.05,0,84.24,0,0,6.52,48.81,20.8,148.3,0,0,97.23,0,38.1,0,0,0,0,20,0,45.53,25.64,180.89,0,0,0,39.28,19.14,0,0,7.43,0,0

61,15:00-15:15,28.1,0,2.4,45,27.68,3.2,48.55,80.77,688.92,0,27.8,124.58,1.13,5.7,0,0,8.63,20.85,0,0,340.88,0,150.34,29.61,0,0,98.41,21.88,58.69,0,130.79,0,0,16.96,21.64,50.79,35.03,670.67,6.98,68.05,0,84.24,0,0,6.52,48.81,20.8,148.3,0,0,97.23,0,38.1,0,0,0,0,20,0,45.53,25.64,180.89,0,0,0,39.28,19.14,0,0,7.43,0,0

62,15:15-15:30,28.1,0,2.4,45,27.68,3.2,48.55,80.77,688.92,0,27.8,124.58,1.13,5.7,0,0,8.63,20.85,0,0,340.88,0,150.34,29.61,0,0,98.41,21.88,58.69,0,130.79,0,0,16.96,21.64,50.79,35.03,670.67,6.98,68.05,0,84.24,0,0,6.52,48.81,20.8,148.3,0,0,97.23,0,38.1,0,0,0,0,20,0,45.53,25.64,180.89,0,0,0,39.28,19.14,0,0,7.43,0,0

63,15:30-15:45,42.22,0,2.4,45,27.68,3.2,48.55,80.77,573.92,0,27.8,124.58,1.13,5.7,0,0,8.63,20.85,0,0,340.88,0,150.34,29.61,0,0,98.41,21.88,39.61,0,130.79,0,0,16.96,21.64,50.79,35.03,670.67,6.98,68.05,0,84.24,0,0,6.52,48.81,20.8,148.3,0,0,97.23,0,38.1,0,0,0,0,20,0,45.53,25.64,180.89,0,0,0,8.44,19.14,0,0,7.43,0,0

64,15:45-16:00,42.22,0,2.4,45,27.68,3.2,48.55,80.77,573.92,0,27.8,124.58,1.13,5.7,0,0,8.63,20.85,0,0,340.88,0,150.34,29.61,0,0,98.41,21.88,39.61,0,130.79,0,0,16.96,21.64,50.79,35.03,670.67,6.98,68.05,0,84.24,0,0,6.52,48.81,20.8,148.3,0,0,97.23,0,38.1,0,0,0,0,20,0,45.53,25.64,180.89,0,0,0,8.44,19.14,0,0,7.43,0,0

65,16:00-16:15,42.22,0,4.79,45,27.68,3.2,47.89,80.77,573.92,0,27.8,124.58,1.13,5.7,0,0,8.63,20.85,0,0,340.88,0,143.24,29.61,0,0,98.41,21.88,39.61,0,130.79,0,0,16.96,21.64,50.79,35.03,670.67,6.98,68.05,0,84.24,0,0,6.52,48.81,20.8,148.3,0,0,97.23,0,38.1,0,0,0,0,20,0,45.53,25.64,180.89,0,0,0,8.44,19.14,0,0,7.43,0,0

66,16:15-16:30,42.22,0,4.79,45,27.68,3.2,47.89,80.77,573.92,0,27.8,124.58,1.13,5.7,0,0,8.63,20.85,0,0,340.88,0,150.34,29.61,0,0,98.41,21.88,39.61,0,130.79,0,0,16.96,21.64,50.79,35.03,670.67,6.98,68.05,0,84.24,0,0,6.52,48.81,20.8,148.3,0,0,97.23,0,38.1,0,0,0,0,20,0,45.53,25.64,180.89,0,0,0,33.76,19.14,0,0,7.43,0,0

67,16:30-16:45,42.22,0,4.79,45,27.68,3.2,47.24,80.77,573.92,0,27.8,124.58,1.13,5.7,0,0,8.63,20.85,0,0,340.88,0,150.34,29.61,0,0,98.41,21.88,39.61,0,130.79,0,0,16.96,21.64,50.79,35.03,670.67,6.98,68.05,0,84.24,0,0,13.04,48.81,20.8,148.3,0,0,97.23,0,38.1,0,0,0,0,20,0,45.53,25.64,180.89,0,0,0,33.76,19.14,0,0,7.43,0,0

68,16:45-17:00,42.22,0,4.79,45,27.68,3.2,47.24,80.77,573.92,0,27.8,124.58,1.13,5.7,0,0,8.63,20.85,0,0,340.88,0,150.34,29.61,0,0,98.41,21.88,39.61,0,130.79,0,0,16.96,21.64,50.79,35.03,670.67,6.98,68.05,0,79.6,0,0,13.04,48.81,20.8,148.3,0,0,97.23,0,38.1,0,0,0,0,20,0,45.53,25.64,180.89,0,0,0,33.76,19.14,0,6.3,7.43,0,0

69,17:00-17:15,42.22,0,4.79,45,27.68,3.2,47.24,80.77,573.92,0,27.8,124.58,1.13,5.7,0,0,8.63,20.85,0,0,340.88,0,150.34,29.61,0,0,98.41,21.88,39.61,0,95.79,0,0,11.08,21.64,50.79,35.03,625.67,6.98,68.05,0,79.6,0,0,13.04,48.81,20.8,148.3,0,0,97.23,0,38.1,0,0,0,0,20,0,45.53,25.64,180.89,0,0,0,23.02,19.14,0,6.3,7.43,0,0

70,17:15-17:30,42.22,0,7.19,45,27.68,3.2,47.24,80.77,573.92,0,27.8,124.58,1.13,5.7,0,0,8.63,20.85,0,0,340.88,0,150.34,29.61,0,0,98.41,21.88,39.61,0,95.79,0,0,11.08,21.64,50.79,35.03,625.67,6.98,68.05,0,79.6,0,0,13.04,48.81,20.8,148.3,0,0,97.23,0,38.1,0,0,0,0,20,0,45.53,25.64,180.89,0,0,0,23.02,19.14,0,12.61,7.43,0,0

71,17:30-17:45,42.22,0,7.19,45,27.68,3.2,47.24,80.77,573.92,0,27.8,124.58,1.13,5.7,0,0,8.63,20.85,0,0,340.88,0,150.34,29.61,0,0,98.41,43.78,39.61,0,95.79,0,0,11.08,21.64,50.79,35.03,625.67,6.98,68.05,0,79.6,0,0,13.04,48.81,20.8,148.3,0,0,97.23,0,38.1,0,0,0,0,20,0,45.53,25.64,180.89,0,0,0,23.02,19.14,0,12.61,6.15,0,0

72,17:45-18:00,42.22,0,7.19,45,27.68,3.2,47.24,80.77,573.92,0,27.8,124.58,1.13,5.7,0,0,8.63,20.85,0,0,340.88,0,150.34,29.61,0,0,98.41,43.78,39.61,0,95.79,0,0,11.08,21.64,50.79,35.03,625.67,6.98,68.05,0,79.6,0,0,13.04,48.81,20.8,148.3,0,0,97.23,0,38.1,0,0,0,0,20,0,45.53,25.64,180.89,0,0,0,33.76,19.14,0,12.61,6.15,0,0

73,18:00-18:15,42.22,0,7.19,45,27.68,3.2,47.24,80.77,573.92,0,39.07,124.58,1.13,5.7,0,0,8.63,20.85,0,0,340.88,0,150.34,29.61,0,0,98.41,43.78,39.61,0,95.79,0,0,7.97,21.64,52.99,35.03,625.67,6.98,68.05,0,79.01,0,0,13.04,48.81,20.8,148.3,0,0,97.23,0,38.1,0,0,0,0,20,0,45.53,25.64,180.89,0,0,0,33.76,19.14,0,18.9,6.15,0,0

74,18:15-18:30,42.22,0,7.19,45,27.68,3.2,47.24,80.77,573.92,0,39.07,124.58,1.13,5.7,0,0,8.63,20.85,0,0,340.88,0,150.34,29.61,0,0,98.41,43.78,39.61,0,95.79,0,0,7.97,21.64,52.99,35.03,625.67,6.98,68.05,0,79.01,0,0,13.04,48.81,20.8,148.3,0,0,97.23,0,38.1,0,0,0,0,20,0,45.53,25.64,180.89,0,0,0,33.76,19.14,0,18.9,6.15,0,0

75,18:30-18:45,42.22,0,7.19,45,27.68,3.2,47.24,80.77,573.92,0,39.07,124.58,1.13,5.7,0,0,8.63,31.28,0,0,369,0,150.34,29.61,0,0,98.41,43.78,39.61,0,95.79,0,0,7.97,21.64,52.99,35,625.67,6.98,68.05,0,79.01,0,0,13.04,48.81,20.8,148.3,0,0,97.23,0,38.1,0,0,0,0,20,0,45.53,25.64,180.89,0,0,0,15.35,19.14,0,18.9,6.15,0,0

76,18:45-19:00,42.97,0,9.59,45,27.68,3.2,47.24,80.77,573.92,0,39.07,124.58,1.13,5.7,0,0,8.68,34.76,0,0,374.62,0,150.34,29.61,0,0,98.41,43.78,39.61,0,95.79,0,0,7.97,21.64,52.99,36.84,625.67,7.15,68.05,0,79.01,0,0,20.46,51.05,20.8,148.3,0,0,97.23,0,40.16,0,0,0,0,20,0,45.53,25.64,182.59,0,0,0,78.83,19.14,0,20.09,6.15,0,0

77,19:00-19:15,42.97,0,9.59,44.5,27.68,2.3,47.5,80.77,573.92,0,39.07,124.58,1.13,5.7,0,0,8.68,34.76,0,0,380.25,0,150.34,29.61,0,0,98.41,43.78,39.61,0,95.79,0,0,3.86,21.64,52.99,36.84,625.67,7.15,68.05,0,79.01,0,0,20.46,51.05,20.8,148.3,0,0,97.23,0,40.16,0,0,0,0,20,0,45.53,25.64,182.59,0,0,0,78.83,19.14,0,20.09,6.15,0,0

78,19:15-19:30,42.97,0,9.59,44.5,27.68,2.3,47.5,80.77,573.92,0,39.07,124.58,1.13,5.7,0,0,8.68,34.76,0,0,391.5,0,150.34,29.61,0,0,98.41,43.78,39.61,0,95.79,0,0,3.86,21.64,52.99,36.84,625.67,7.15,68.05,0,79.01,0,0,20.46,51.05,20.8,148.3,0,0,97.23,0,40.16,0,0,0,0,20,0,45.53,25.64,182.59,0,0,0,78.83,19.14,0,20.09,5.13,0,0

79,19:30-19:45,42.97,0,9.59,44.5,27.68,2.3,47.89,80.77,573.92,0,45.08,124.58,0,5.7,0,0,8.68,34.76,0,0,402.75,0,150.34,29.61,0,0,98.41,43.78,39.61,0,95.79,0,0,3.86,21.64,50.79,36.84,625.67,7.15,68.05,0,78.44,0,0,20.46,51.05,20.8,148.3,0,0,97.23,0,40.16,0,0,0,0,20,0,45.53,25.64,182.59,0,0,0,78.83,19.14,0,20.09,6.02,0,0

80,19:45-20:00,42.97,0,9.59,44.5,27.68,2.3,47.89,80.77,573.92,0,45.08,124.58,0,5.7,0,0,8.68,34.76,0,0,410.62,0,150.34,29.61,0,0,98.41,43.78,39.61,0,95.79,0,0,3.86,21.64,50.79,36.84,625.67,7.15,68.05,0,78.44,0,0,20.46,51.05,20.8,148.3,0,0,97.23,0,40.16,0,0,0,0,20,0,45.53,25.64,182.59,0,0,0,78.83,19.14,0,20.09,6.02,0,0

81,20:00-20:15,42.97,0,9.59,44.5,27.68,2.3,47.89,80.77,573.92,0,45.08,124.58,0,5.7,0,0,8.68,34.76,0,0,410.62,0,150.34,29.61,0,0,98.41,43.78,59.5,0,95.79,0,0,3.86,21.64,50.79,36.84,605.67,7.15,68.05,0,78.44,0,0,20.46,51.05,20.8,148.3,0,0,97.23,0,40.16,0,0,0,0,20,0,45.53,25.64,182.59,0,0,0,78.83,19.14,0,20.09,6.02,0,0

82,20:15-20:30,42.97,0,9.59,44.5,27.68,2.3,47.89,80.77,573.92,0,45.08,124.58,0,5.7,0,0,8.68,34.76,0,0,410.62,0,150.34,29.61,0,0,98.41,43.78,59.5,0,95.79,0,0,3.86,21.64,50.79,36.84,605.67,7.15,68.05,0,78.44,0,0,20.46,51.05,20.8,148.3,0,0,97.23,0,40.16,0,0,0,0,20,0,45.53,25.64,182.59,0,0,0,78.83,19.14,0,20.09,7.05,0,0

83,20:30-20:45,42.22,0,9.59,44.5,27.68,2.3,47.89,80.77,573.92,0,45.08,124.58,0,5.7,0,0,8.63,31.28,0,0,410.62,0,150.34,29.61,0,0,98.41,43.78,58.69,0,95.79,0,0,3.86,21.64,50.79,35.03,605.67,6.98,68.05,0,78.44,0,0,13.04,48.81,20.8,148.3,0,0,97.23,0,38.1,0,0,0,0,20,0,45.53,25.64,180.89,0,0,0,13.81,19.14,0,18.9,7.05,0,0

84,20:45-21:00,42.22,0,9.59,44.5,27.68,2.3,47.89,80.77,573.92,0,45.08,124.58,0,5.7,0,0,8.63,31.28,0,0,410.62,0,150.34,29.61,0,0,98.41,43.78,58.69,0,95.79,0,0,3.86,21.64,50.79,35.03,605.67,6.98,68.05,0,78.44,0,0,13.04,48.81,20.8,148.3,0,0,97.23,0,38.1,0,0,0,0,20,0,45.53,25.64,180.89,0,0,0,12.28,19.14,0,18.9,7.05,0,0

85,21:00-21:15,42.22,0,9.59,44.5,27.68,2.3,48.55,80.77,573.92,0,45.08,124.58,0,5.7,0,0,8.63,31.28,0,0,410.62,0,150.34,29.61,0,0,98.41,43.78,58.69,0,95.79,0,0,3.86,21.64,50.79,35.03,605.67,6.98,68.05,0,78.44,0,0,13.04,48.81,20.8,148.3,0,0,97.23,0,38.1,0,0,0,0,20,0,45.53,25.64,180.89,0,0,0,15.35,19.14,0,18.9,7.05,0,0

86,21:15-21:30,42.97,0,9.59,44.5,27.68,2.3,48.55,80.77,573.92,0,45.08,124.58,0,5.7,0,0,8.68,34.76,0,0,410.62,0,137.54,29.61,0,0,98.41,43.78,59.5,0,95.79,0,0,3.86,21.64,50.79,36.84,605.67,7.15,68.05,0,78.44,0,0,20.46,51.05,20.8,148.3,0,0,97.23,0,40.16,0,0,0,0,20,0,45.53,25.64,182.59,0,0,0,78.83,19.14,0,20.09,7.05,0,0

87,21:30-21:45,42.97,0,9.59,44.5,27.68,2.3,48.55,80.77,573.92,0,45.08,124.58,1.13,5.7,0,0,8.68,34.76,0,0,410.62,0,137.54,29.61,0,0,98.41,43.78,59.5,0,95.79,0,0,7.64,21.64,50.79,36.84,605.67,7.15,68.05,0,76.69,0,0,20.46,51.05,20.8,148.3,0,0,97.23,0,40.16,0,0,0,0,20,0,45.53,25.64,182.59,0,0,0,78.83,19.14,0,20.09,7.05,0,0

88,21:45-22:00,42.97,0,9.59,44.5,27.68,2.3,48.55,80.77,573.92,0,45.08,124.58,1.13,5.7,0,0,8.68,34.76,0,0,410.62,0,137.54,29.61,0,0,98.41,43.78,59.5,0,95.79,0,0,7.64,21.64,50.79,36.84,605.67,7.15,68.05,0,76.69,0,0,20.46,51.05,20.8,148.3,0,0,97.23,0,40.16,0,0,0,0,20,0,45.53,25.64,182.59,0,0,0,78.83,19.14,0,20.09,7.05,0,0

89,22:00-22:15,42.97,0,9.59,44.5,27.68,2.3,48.81,80.77,573.92,0,45.08,124.58,1.13,5.7,0,0,8.68,34.76,0,0,410.62,0,137.54,29.61,0,0,98.41,43.78,59.5,0,95.79,0,0,19.11,21.64,50.79,36.84,605.67,7.15,68.05,0,76.69,0,0,20.46,51.05,20.8,148.3,0,0,97.23,0,40.16,0,0,0,0,20,0,45.53,25.64,182.59,0,0,0,78.83,19.14,0,20.09,5.13,0,0

90,22:15-22:30,42.97,0,9.59,44.5,27.68,2.3,48.81,80.77,573.92,0,45.08,124.58,1.13,5.7,0,0,8.68,34.76,0,0,410.62,0,137.54,29.61,0,0,98.41,43.78,59.5,0,95.79,0,0,19.11,21.64,50.79,36.84,605.67,7.15,68.05,0,76.69,0,0,20.46,51.05,20.8,148.3,0,0,97.23,0,40.16,0,0,0,0,20,0,45.53,25.64,182.59,0,0,0,78.83,19.14,0,20.09,5.13,0,0

91,22:30-22:45,42.22,0,9.59,44.5,27.68,2.3,48.81,80.77,573.92,0,45.08,124.58,1.13,5.7,0,0,8.63,23.17,0,0,410.62,0,150.34,29.61,0,0,98.41,43.78,58.69,0,95.79,0,0,19.11,21.64,50.79,35.03,605.67,6.98,68.05,0,76.69,0,0,19.56,48.81,20.8,148.3,0,0,97.23,0,38.1,0,0,0,0,20,0,45.53,25.64,180.89,0,0,0,53.7,19.14,0,18.9,5.13,0,0

92,22:45-23:00,42.22,0,9.59,44.5,27.68,2.3,48.81,80.77,573.92,0,45.08,124.58,1.13,5.7,0,0,8.63,10.43,0,0,410.62,0,150.34,29.61,0,0,98.41,43.78,58.69,0,95.79,0,0,19.11,21.64,50.79,35.03,605.67,6.98,68.05,0,76.69,0,0,19.56,48.81,20.8,148.3,0,0,97.23,0,38.1,0,0,0,0,20,0,45.53,25.64,180.89,0,0,0,53.7,19.14,0,18.9,5.13,0,0

93,23:00-23:15,42.22,0,9.18,44.5,27.68,2.3,49.2,80.77,573.92,0,45.08,124.58,1.13,5.7,0,0,8.63,10.43,0,0,410.62,0,143.68,29.61,0,0,98.41,43.78,58.69,0,95.79,0,0,19.11,21.64,50.79,35.03,605.67,6.98,68.05,0,76.69,0,0,19.56,48.81,20.8,148.3,0,0,97.23,0,38.1,0,0,0,0,20,0,45.53,25.64,180.89,0,0,0,61.38,19.14,0,18.9,5.13,0,0

94,23:15-23:30,42.22,0,7.19,44.5,27.68,2.3,49.2,80.77,573.92,0,45.08,124.58,1.13,5.7,0,0,8.63,10.43,0,0,410.62,0,143.68,29.61,0,0,98.41,43.78,58.69,0,95.79,0,0,19.11,21.64,50.79,35.03,605.67,6.98,68.05,0,76.69,0,0,19.56,48.81,20.8,148.3,0,0,97.23,0,38.1,0,0,0,0,20,0,45.53,25.64,180.89,0,0,0,61.38,19.14,0,18.9,5.13,0,0

95,23:30-23:45,42.22,0,7.19,44.5,27.68,2.3,49.2,80.77,573.92,0,45.08,124.58,1.13,5.7,0,0,8.63,10.43,0,0,410.62,0,143.68,29.61,0,0,98.41,43.78,58.69,0,95.79,0,0,19.11,21.64,50.79,35.03,605.67,6.98,68.05,0,76.69,0,0,13.04,48.81,20.8,148.3,0,0,97.23,0,38.1,0,0,0,0,20,0,45.53,25.64,180.89,0,0,0,61.38,19.14,0,18.9,5.13,0,0

96,23:45-24:00,42.22,0,7.19,44.5,27.68,2.3,49.2,80.77,573.92,0,45.08,124.58,1.13,5.7,0,0,8.63,10.43,0,0,410.62,0,143.68,29.61,0,0,98.41,43.78,58.69,0,95.79,0,0,19.11,21.64,50.79,35.03,605.67,6.98,68.05,0,76.69,0,0,13.04,48.81,20.8,148.3,0,0,97.23,0,38.1,0,0,0,0,20,0,45.53,25.64,180.89,0,0,0,61.38,19.14,0,18.9,5.13,0,0

