Block,Time Block,UNCHAHAR2,ANTA_LF,URI,TEHRIPSP,UNCHAHAR1,ANTA_GF,UNCHAHAR4,VALLURNTECL,TEHRI,URI2,TelanganaSTPP,UNCHAHAR3,ANTA_CRF,AURY_GF,DADRI_CRF,DADRI_RF,AURY_CRF,AURY_RF,DADRI_LF,ANTA_RF,AURY_LF,DADRI_GF,SINGRAULI_HYDRO,RIHAND1,SIMHST1,RAPPB,RSTPSU1TO6,SIMHST2,RSTPSU7,RIHAND2,SALAL,SEWA2,SINGRAULI,RAPPD,RIHAND3,RAPPC,SASAN,TANDA2,TALST2,TANAKPUR,TALA,NJPC,NLCIIST2,RAMPUR,NLCTS2EXP,NAPP,NNTPP,NTPL,PARBATI3,PARBATI2,NLCEXP,NLCIIST1,JHAJJAR,DULHASTI,KGSU1AND2,FSTPP I & II,KGSU3AND4,DHAULIGNGA,KISHANGANGA,KHSTPP-I,KUDGI,MAPS,KOTESHWR,KHSTPP-II,KKNP,KKNPPU2,KOLDAM,BSIUL,CHAMERA3,CHAMERA2,BRBCL,DADRT2,CHAMERA1,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
54,13:15-13:30,24.42,0,30.26,0,11.46,0,2.22,0,0,17.25,0,13.6,0,0,0,0,0,0,0,0,0,0,0.92,94.56,0,0,0,0,0,120.48,78.79,0,143.39,23.58,125.84,62.92,331.1,4.41,0,11.46,24.72,169.07,0,5.48,0,23.3,0,0,17.87,0,0,0,112.6,53.26,0,12.39,0,40.84,6.78,29.84,0,0,9.75,96.47,0,0,8.29,0,32.64,45.32,19.16,8.14,40.54,0,0,0,0,0

55,13:30-13:45,26.94,0,30.26,0,13.77,0,2.22,0,0,37.48,0,13.6,0,0,0,0,0,0,0,0,0,0,0.92,94.56,0,0,0,0,0,120.48,78.79,0,143.39,23.58,125.84,62.92,331.1,4.41,0,11.46,24.75,169.07,0,5.48,0,23.3,0,0,17.87,0,0,0,112.6,53.26,0,12.39,0,40.84,6.78,29.84,0,0,9.75,96.47,0,0,8.29,0,32.64,45.32,21.28,8.14,40.54,0,0,0,0,0

56,13:45-14:00,26.35,0,30.26,0,13.77,0,2.22,0,0,37.48,0,13.6,0,0,0,0,0,0,0,0,0,0,0.92,94.56,0,0,0,0,0,120.48,78.79,0,143.39,23.58,125.84,62.92,331.1,4.41,0,11.46,24.8,169.07,0,5.48,0,23.3,0,0,17.87,0,0,0,112.6,53.26,0,12.39,0,40.84,6.78,29.84,0,0,9.75,96.47,0,0,8.29,0,32.64,45.32,20.86,8.14,40.54,0,0,0,0,0

57,14:00-14:15,24.42,0,28.14,0,11,0,2.22,0,13.12,22.49,0,13.6,0,0,0,0,0,0,0,0,0,0,0.92,82.35,0,0,0,0,0,109.12,78.79,0,127.87,23.58,125.84,62.92,331.1,4.41,0,11.46,24.8,169.07,0,5.48,0,23.3,0,0,17.87,0,0,0,112.6,53.26,0,10.7,0,40.84,6.78,29.84,0,0,9.75,93.96,0,0,8.29,0,32.64,45.32,19.1,0,40.54,0,0,0,0,0

58,14:15-14:30,24.42,0,28.14,0,11,0,2.22,0,39.38,22.49,0,13.6,0,0,0,0,0,0,0,0,0,0,0.92,94.56,0,0,0,0,0,120.48,78.79,0,143.39,23.58,125.84,62.92,331.1,4.41,0,11.46,24.8,169.07,0,5.48,0,23.3,0,0,17.87,0,0,0,112.6,53.26,0,10.7,0,40.84,6.78,29.84,0,0,9.75,113.66,0,0,8.29,0,32.64,45.32,20.83,8.11,40.54,0,0,0,0,0

59,14:30-14:45,24.42,0,28.14,0,11,0,2.22,0,52.5,22.49,0,13.6,0,0,0,0,0,0,0,0,0,0,0.92,94.56,0,0,0,0,0,120.48,78.23,0,143.39,23.58,125.84,62.92,331.1,4.41,0,11.46,3.4,169.07,0,5.48,0,23.3,0,0,17.87,0,0,0,112.6,53.26,0,10.7,0,40.84,6.78,29.84,0,0,9.75,113.66,0,0,8.29,6.27,32.64,45.32,19.67,8.11,40.54,0,0,0,0,0

60,14:45-15:00,24.42,0,28.14,0,11,0,2.22,0,52.5,22.49,0,13.6,0,0,0,0,0,0,0,0,0,0,0.92,94.56,0,0,0,0,0,120.48,78.23,0,143.39,23.58,125.84,62.92,331.1,4.41,0,11.46,3.4,169.07,0,5.48,0,23.3,0,0,17.87,0,0,0,112.6,53.26,0,12.78,0,40.84,6.78,29.84,0,0,9.75,113.66,0,0,8.29,6.27,32.64,45.32,20.39,8.11,40.54,0,0,0,0,0

61,15:00-15:15,24.42,0,28.14,0,11,0,3.1,0,52.5,22.49,0,13.6,0,0,0,0,0,0,0,0,0,0,0.92,94.56,0,0,0,0,0,120.48,77.67,0,143.39,23.58,125.84,62.92,331.1,5.34,0,11.46,3.4,169.07,0,5.48,0,23.3,0,0,17.87,0,0,0,112.6,53.26,0,17.25,0,40.84,6.78,37.74,0,0,9.75,142.63,0,0,8.29,12.54,22.03,45.32,20.94,8.11,40.54,0,0,0,0,0

62,15:15-15:30,24.42,0,28.14,0,11,0,3.1,0,52.5,22.49,0,13.6,0,0,0,0,0,0,0,0,0,0,0.92,94.56,0,0,0,0,0,120.48,77.67,0,143.39,23.58,125.84,62.92,331.1,5.34,0,11.46,3.11,169.07,0,5.48,0,23.3,0,0,17.87,0,0,0,112.6,53.26,0,17.25,0,40.84,6.78,38.82,0,0,19.51,142.63,0,0,8.29,18.81,22.03,45.32,22.03,8.11,40.54,0,0,0,0,0

63,15:30-15:45,24.42,0,28.14,0,11,0,3.1,0,52.5,37.48,0,13.6,0,0,0,0,0,0,0,0,0,0,0.92,94.56,0,0,0,0,0,120.48,78.79,0,143.39,23.58,125.84,62.92,331.1,5.34,0,11.46,3.26,169.07,0,5.48,0,23.3,0,0,17.87,0,0,0,112.6,53.26,0,19.34,0,40.84,6.78,42.74,0,0,19.51,142.63,0,0,8.29,18.81,22.03,45.32,22.19,8.11,40.54,0,0,0,0,0

64,15:45-16:00,24.42,0,28.14,0,11,0,3.1,0,52.5,37.48,0,13.6,0,0,0,0,0,0,0,0,0,0,0.92,94.56,0,0,0,0,0,120.48,78.79,0,143.39,23.58,125.84,62.92,331.1,5.34,0,11.46,3.26,169.07,0,5.48,0,23.3,0,0,17.87,0,0,0,112.6,53.26,0,20.01,0,40.84,6.78,43.79,0,0,19.51,142.63,0,0,8.29,18.81,22.03,45.32,19.41,8.11,40.54,0,0,0,0,0

65,16:00-16:15,30.24,0,21.24,0,11.86,0,3.1,0,52.5,22.49,0,16.43,0,0,0,0,0,0,0,0,0,0,0.92,94.56,0,0,0,0,0,120.48,78.79,0,143.39,23.58,125.84,62.92,331.1,5.34,0,11.46,0.43,169.07,0,5.48,0,23.3,0,0,31.46,0,0,0,112.6,53.26,0,20.01,0,40.84,6.78,43.79,0,0,19.51,142.63,0,0,8.29,18.81,22.03,45.32,17.62,8.11,40.54,0,0,0,0,0

66,16:15-16:30,30.24,0,21.24,0,11.86,0,3.1,0,52.5,22.49,0,16.43,0,0,0,0,0,0,0,0,0,0,0.92,94.56,0,0,0,0,0,120.48,78.79,0,143.39,23.58,125.84,62.92,331.1,5.34,0,11.46,0.13,169.07,0,5.48,0,23.3,0,0,31.46,0,0,0,112.6,53.26,0,20.01,0,40.84,6.78,43.79,0,0,19.51,142.63,0,0,8.29,18.81,22.03,45.32,19.18,8.11,40.54,0,0,0,0,0

67,16:30-16:45,33.82,0,29.73,0,15.99,0,3.1,0,52.5,12,0,20.66,0,0,0,0,0,0,0,0,0,0,0.92,94.56,0,0,0,0,0,120.48,78.79,0,143.39,23.58,125.84,62.92,331.1,5.34,0,11.46,0.13,169.07,0,5.48,0,23.3,0,0,31.46,0,0,0,123.61,53.26,0,20.01,0,40.84,6.78,43.79,0,0,19.51,142.63,0,0,8.29,18.81,22.03,45.32,18.57,8.11,40.54,0,0,0,0,0

68,16:45-17:00,33.82,0,29.73,0,15.99,0,3.1,0,52.5,12,0,20.66,0,0,0,0,0,0,0,0,0,0,0.92,94.56,0,0,0,0,0,120.48,78.79,0,143.39,23.58,125.84,62.92,331.1,5.34,0,11.46,0.13,169.07,0,5.48,0,23.3,0,0,31.46,0,0,0,123.61,53.26,0,20.01,0,40.84,6.78,43.79,0,0,19.51,142.63,0,0,8.29,18.81,32.64,45.32,17.38,8.11,40.54,0,0,0,0,0

69,17:00-17:15,40.45,0,29.73,0,20.82,0,3.1,0,52.5,12,0,23.13,0,0,0,0,0,0,0,0,0,0,0.92,94.56,0,0,0,0,0,120.48,78.79,0,143.39,23.58,125.84,62.92,331.1,5.34,0,11.46,0.57,169.07,0,5.48,0,23.3,0,0,20.02,0,0,0,127.46,53.26,0,20.01,0,40.84,6.78,43.79,0,0,29.27,142.63,0,0,8.29,18.81,32.64,45.32,20.92,56.2,40.54,0,0,0,0,0

70,17:15-17:30,37.66,0,29.73,0,20.82,0,3.1,0,52.5,12,0,23.13,0,0,0,0,0,0,0,0,0,0,0.92,94.56,0,0,0,0,0,120.48,78.79,0,143.39,23.58,125.84,62.92,331.1,5.34,0,11.46,0.57,169.07,0,5.48,0,23.3,0,0,20.02,0,0,0,127.46,53.26,0,20.01,0,40.84,6.78,43.79,0,0,29.27,142.63,0,0,8.29,18.81,32.64,45.32,22.21,104.29,40.54,0,0,0,0,0

71,17:30-17:45,41.49,0,29.73,0,20.82,0,3.1,0,53.1,18,0,26.63,0,0,0,0,0,0,0,0,0,0,0.92,94.56,0,0,0,0,0,120.48,78.79,5.89,143.39,23.58,125.84,62.92,331.1,5.34,0,11.46,0,169.07,0,5.48,0,23.3,0,0,20.02,0,0,0,127.46,53.26,0,20.01,0,40.84,6.78,43.79,0,0,29.27,142.63,0,0,8.29,18.81,32.64,45.32,21.85,176.42,40.54,0,0,0,0,0

72,17:45-18:00,43.28,0,29.73,0,20.82,0,3.1,0,53.1,18,0,26.63,0,0,0,0,0,0,0,0,0,0,0.92,94.56,0,0,0,0,0,120.48,78.79,11.75,143.39,23.58,125.84,62.92,331.1,5.34,0,11.46,0,169.07,0,5.48,0,23.3,0,0,20.02,0,0,0,127.46,53.26,0,20.01,0,40.84,6.78,43.79,0,0,29.27,142.63,0,0,8.29,18.81,32.64,45.32,21.06,205.28,40.54,0,0,0,0,0

73,18:00-18:15,43.28,0,29.73,0,20.82,0,3.1,0,53.1,15.74,0,26.63,0,0,0,0,0,0,0,0,0,0,0.92,94.56,0,0,0,0,0,120.48,78.79,17.64,143.39,23.58,125.84,62.92,331.1,5.34,0,11.46,0,169.07,0,5.48,0,23.3,0,0,7.15,0,0,0,155.35,53.26,0,20.01,0,40.84,6.78,43.79,0,0,29.27,142.63,0,0,8.29,18.81,32.64,45.32,24.04,238.94,40.54,0,0,0,0,0

74,18:15-18:30,43.28,0,29.73,0,20.82,0,3.1,0,53.1,15.74,0,26.63,0,0,0,0,0,0,0,0,0,0,0.92,94.56,0,0,0,0,0,120.48,78.79,17.64,143.39,23.58,125.84,62.92,331.1,5.34,0,11.46,0,169.07,0,5.48,0,23.3,0,0,7.15,0,0,0,184.2,53.26,0,20.01,0,40.84,6.78,43.79,0,0,29.27,142.63,0,0,8.29,12.54,32.64,45.32,18.76,238.94,40.54,0,0,0,0,0

75,18:30-18:45,43.28,0,50.36,0,20.82,0,3.1,0,53.1,37.48,0,26.63,0,0,0,0,0,0,0,0,0,0,0.92,94.56,0,0,0,0,0,120.48,78.79,17.64,143.39,23.58,125.84,62.92,331.1,5.34,0,11.46,19.23,169.07,0,5.48,0,23.3,0,0,31.46,0,0,0,222.68,53.26,0,20.01,0,40.84,6.78,43.79,0,0,29.27,142.63,0,0,8.29,12.54,32.64,45.32,21.69,282.03,40.54,0,0,0,0,0

76,18:45-19:00,43.28,0,50.36,0,20.82,0,3.1,0,53.1,37.48,0,26.63,0,0,0,0,0,0,0,0,0,0,0.92,94.56,0,0,0,0,0,120.48,78.79,17.64,143.39,23.58,125.84,62.92,331.1,5.34,0,11.46,19.14,169.07,0,5.48,0,23.3,0,0,20.02,0,0,0,222.68,53.26,0,20.01,0,40.84,6.78,43.79,0,0,39.02,142.63,0,0,8.29,12.54,32.64,45.32,17.23,308.83,40.54,0,0,0,0,0

77,19:00-19:15,43.28,0,27.61,72.01,20.82,0,3.1,0,53.1,37.48,0,26.63,0,0,0,0,0,0,0,0,0,0,0.92,94.56,0,0,0,0,0,120.48,78.79,17.64,143.39,23.58,125.84,62.92,331.1,5.34,0,11.46,19.14,169.07,0,5.48,0,23.3,0,0,20.02,0,0,0,222.68,53.26,0,20.01,0,40.84,6.78,43.79,0,0,39.02,142.63,0,0,8.29,18.81,32.64,45.32,18.28,308.83,40.54,0,0,0,0,0

78,19:15-19:30,43.28,0,27.61,72.01,20.82,0,3.1,0,53.7,20.99,0,26.63,0,0,0,0,0,0,0,0,0,0,0.92,94.56,0,0,0,0,0,120.48,78.79,18.75,143.39,23.58,125.84,62.92,331.1,5.34,0,11.46,19.14,170.66,0,5.62,0,23.3,0,0,37.17,0,0,0,222.68,55.47,0,20.01,0,42.88,6.91,43.79,0,0,42.93,142.63,0,0,8.29,19.68,34.33,47.7,20.63,308.83,40.66,0,0,0,0,0

79,19:30-19:45,43.28,0,27.61,72.01,20.82,0,3.1,0,53.7,20.99,0,26.63,0,0,0,0,0,0,0,0,0,0,0.92,94.56,0,0,0,0,0,120.48,78.79,18.75,143.39,23.58,125.84,62.92,331.1,5.34,0,11.46,19.36,170.66,0,5.62,0,23.3,0,0,37.17,0,0,0,222.68,55.47,0,20.01,0,42.88,6.91,43.79,0,0,42.93,142.63,0,0,8.29,19.68,34.33,47.7,24.04,361.11,40.66,0,0,0,0,0

80,19:45-20:00,43.28,0,27.61,72.01,20.82,0,3.1,0,53.7,20.99,0,26.63,0,0,0,0,0,0,0,0,0,0,0.92,94.56,0,0,0,0,0,120.48,78.79,18.75,143.39,23.58,125.84,62.92,331.1,5.34,0,11.46,19.51,170.66,0,5.62,0,23.3,0,0,37.17,0,0,0,222.68,55.47,0,20.01,0,42.88,6.91,43.79,0,0,42.93,142.63,0,0,8.29,19.68,34.33,47.7,24.04,409.2,40.66,0,0,0,0,0

81,20:00-20:15,43.28,0,50.36,72.01,20.82,0,3.1,0,53.7,20.99,0,26.63,0,0,0,0,0,18.84,0,11.46,0,0,0.92,94.56,0,0,0,0,0,120.48,78.79,18.75,143.39,23.58,125.84,62.92,331.1,5.34,0,11.46,19.56,170.66,0,5.62,0,23.3,0,0,37.17,0,0,0,222.68,55.47,0,20.01,0,42.88,6.91,43.79,0,0,42.93,142.63,0,0,8.29,19.68,34.33,47.7,22.88,457.29,40.66,0,0,0,0,0

82,20:15-20:30,43.28,0,50.36,72.01,20.82,0,3.1,0,53.7,20.99,0,26.63,0,0,0,0,0,18.84,0,11.46,0,0,0.92,94.56,0,0,0,0,0,120.48,78.79,18.75,143.39,23.58,125.84,62.92,331.1,5.34,0,11.46,19.68,170.66,0,5.62,0,23.3,0,0,37.17,0,0,0,222.68,55.47,0,20.01,0,42.88,6.91,43.79,0,0,42.93,142.63,0,0,8.29,19.68,34.33,47.7,24.04,505.38,40.66,0,0,0,0,0

83,20:30-20:45,43.28,0,29.73,72.01,20.82,0,3.1,0,53.7,37.48,0,26.63,0,0,0,19.42,0,18.84,0,11.46,0,0,0.92,94.56,0,0,0,0,0,120.48,78.79,18.75,143.39,23.58,125.84,62.92,331.1,5.34,0,3.7,19.71,170.66,0,5.62,0,23.3,0,0,37.17,0,0,0,222.68,55.47,0,18.45,0,42.88,6.91,43.79,0,0,42.93,142.63,0,0,8.29,19.68,34.33,47.7,22.34,528.39,40.66,0,0,0,0,0

84,20:45-21:00,43.28,0,29.73,72.01,20.82,0,3.1,0,53.7,37.48,0,26.63,0,0,0,19.42,0,18.84,0,11.46,0,0,0.92,94.56,0,0,0,0,0,120.48,78.79,18.75,143.39,23.58,125.84,62.92,331.1,5.34,0,3.7,19.81,170.66,0,5.62,0,23.3,0,0,37.17,0,0,0,222.68,55.47,0,18.45,0,42.88,6.91,43.79,0,0,42.93,142.63,0,0,8.29,19.68,34.33,47.7,24.04,528.39,40.66,0,0,0,0,0

85,21:00-21:15,43.28,0,33.98,72.01,20.82,0,3.1,0,53.7,37.48,0,26.63,0,0,0,19.42,0,18.84,0,11.62,0,0,0.92,94.56,0,0,0,0,0,120.48,78.79,18.75,143.39,23.58,125.84,62.92,331.1,5.34,0,3.7,19.14,170.66,0,5.62,0,23.3,0,0,37.17,0,0,0,222.68,55.47,0,18.45,0,42.88,6.91,43.79,0,0,42.93,142.63,0,0,8.29,19.68,34.33,47.7,21.28,528.39,40.66,0,0,0,0,0

86,21:15-21:30,43.28,0,33.98,72.01,20.82,0,3.1,0,53.7,20.99,0,26.63,0,0,0,19.42,0,18.84,0,11.62,0,0,0.92,94.56,0,0,0,0,0,120.48,78.79,17.64,143.39,23.58,125.84,62.92,331.1,5.34,0,11.46,19.23,169.07,0,5.48,0,23.3,0,0,8.58,0,0,0,222.68,53.26,0,18.45,0,40.84,6.78,43.79,0,0,39.02,142.63,0,0,8.29,3.17,32.64,45.32,21.76,528.39,40.54,0,0,0,0,0

87,21:30-21:45,43.28,0,36.1,72.01,20.82,0,3.1,0,53.7,20.99,0,26.63,0,0,0,19.42,0,18.84,0,30.85,0,0,0.92,94.56,0,0,0,0,0,120.48,78.79,17.64,143.39,23.58,125.84,62.92,331.1,5.34,0,11.46,19.36,169.07,0,5.48,0,23.3,0,0,8.58,0,0,0,222.68,53.26,0,18.45,0,40.84,6.78,43.79,0,0,39.02,142.63,0,0,8.29,3.17,32.64,45.32,19.93,528.39,40.54,0,0,0,0,0

88,21:45-22:00,43.28,0,36.1,72.01,20.82,0,3.1,0,53.7,20.99,0,26.63,0,0,0,19.42,0,18.84,0,31.89,0,0,0.92,94.56,0,0,0,0,0,120.48,78.79,18.75,143.39,23.58,125.84,62.92,331.1,5.34,0,11.46,19.51,170.66,0,5.62,0,23.3,0,0,37.17,0,0,0,222.68,55.47,0,18.45,0,42.88,6.91,43.79,0,0,42.93,142.63,0,0,8.29,19.68,34.33,47.7,20.4,528.39,40.66,0,0,0,0,0

89,22:00-22:15,43.28,0,36.1,72.01,20.82,0,3.1,0,53.7,20.99,0,26.63,0,0,0,53.2,0,18.84,0,33.17,0,0,0.92,94.56,0,0,0,0,0,120.48,78.79,18.75,143.39,23.58,125.84,62.92,331.1,5.34,0,11.46,19.66,170.66,0,5.62,0,23.3,0,0,37.17,0,0,0,222.68,55.47,0,18.45,0,42.88,6.91,43.79,0,0,42.93,142.63,0,0,8.29,19.68,34.33,47.7,20.91,528.39,40.66,0,0,0,0,0

90,22:15-22:30,43.28,0,36.1,72.01,20.82,0,3.1,0,53.7,20.99,0,26.63,0,0,0,53.2,0,18.84,0,33.17,0,0,0.92,94.56,0,0,0,0,0,120.48,78.79,18.75,143.39,23.58,125.84,62.92,331.1,5.34,0,11.46,19.79,170.66,0,5.62,0,23.3,0,0,37.17,0,0,0,222.68,55.47,0,18.45,0,42.88,6.91,43.79,0,0,42.93,142.63,0,0,8.29,19.68,34.33,47.7,21.22,528.39,40.66,0,0,0,0,0

91,22:30-22:45,43.28,0,36.1,72.01,20.82,0,3.1,0,53.7,37.48,0,26.63,0,0,0,53.2,0,18.84,0,33.17,0,0,0.92,94.56,0,0,0,0,0,120.48,78.79,18.75,143.39,23.58,125.84,62.92,331.1,5.34,0,11.46,19.93,170.66,0,5.62,0,23.3,0,0,37.17,0,0,0,222.68,55.47,0,18.45,0,42.88,6.91,43.79,0,0,42.93,142.63,0,0,8.29,19.68,34.33,47.7,20.04,528.39,40.66,0,0,0,0,0

92,22:45-23:00,43.28,0,36.1,72.01,20.82,0,3.1,0,53.7,37.48,0,26.63,0,0,0,53.2,0,18.84,0,33.17,0,0,0.92,94.56,0,0,0,0,0,120.48,78.79,17.64,143.39,23.58,125.84,62.92,331.1,5.34,0,11.46,20.02,169.07,0,5.48,0,23.3,0,0,18.58,0,0,0,222.68,53.26,0,18.45,0,40.84,6.78,43.79,0,0,39.24,142.63,0,0,8.29,12.54,32.64,45.32,20.18,528.39,40.54,0,0,0,0,0

93,23:00-23:15,43.28,0,33.98,72.01,20.82,0,3.1,0,53.7,20.99,0,26.63,0,0,0,53.2,0,51.48,0,34.02,0,0,0.92,94.56,0,0,0,0,0,120.48,78.79,17.64,143.39,23.58,125.84,62.92,331.1,5.34,0,11.46,20.07,169.07,0,5.48,0,23.3,0,0,7.15,0,0,0,222.68,53.26,0,18.45,0,40.84,6.78,43.79,0,0,39.02,142.63,0,0,8.29,12.54,32.64,45.32,22.26,528.39,40.54,0,0,0,0,0

94,23:15-23:30,43.28,0,33.98,0,20.82,0,3.1,0,53.7,20.99,0,26.63,0,0,0,53.2,0,51.48,0,34.02,0,0,0.92,94.56,0,0,0,0,0,120.48,78.79,17.64,143.39,23.58,125.84,62.92,331.1,5.34,0,11.46,20.13,169.07,0,5.48,0,23.3,0,0,7.15,0,0,0,222.68,53.26,0,18.45,0,40.84,6.78,43.79,0,0,39.02,142.63,0,0,8.29,12.54,32.64,45.32,16.41,528.39,40.54,0,0,0,0,0

95,23:30-23:45,43.28,0,33.98,0,20.82,0,3.1,0,53.7,20.99,0,26.63,0,0,0,53.2,0,51.48,0,34.02,0,0,0.92,94.56,0,0,0,0,0,120.48,78.79,17.64,143.39,23.58,125.84,62.92,331.1,5.34,0,11.46,20.23,169.07,0,5.48,0,23.3,0,0,18.58,0,0,0,222.68,53.26,0,18.45,0,40.84,6.78,43.79,0,0,39.02,142.63,0,0,8.29,12.54,32.64,45.32,17.7,528.39,40.54,0,0,0,0,0

96,23:45-24:00,43.28,0,33.98,0,20.82,0,3.1,0,53.7,20.99,0,26.63,0,0,0,53.2,0,51.48,0,34.02,0,0,0.92,94.56,0,0,0,0,0,120.48,78.79,17.64,143.39,23.58,125.84,62.92,331.1,5.34,0,11.46,20.36,169.07,0,5.48,0,23.3,0,0,18.58,0,0,0,222.68,53.26,0,18.45,0,40.84,6.78,43.79,0,0,39.02,142.63,0,0,8.29,12.54,32.64,45.32,15.79,528.39,40.54,0,0,0,0,0

