Block,Time,BSIUL,KHSTPP-II,KOTESHWR,KUDGI,NAPP,RAPPC,SINGRAULI,TANDA2,UNCHAHAR1,UNCHAHAR2,DADRI_CRF,DADRI_GF,DHAULIGNGA,KKNPPU2,NJPC,TALA,UNCHAHAR4,VALLURNTECL,ANTA_RF,CHAMERA2,KGSU1AND2,KGSU3AND4,KHSTPP-I,NLCIIST2,NTPL,PARBATI2,RAPPB,RIHAND2,SINGRAULI_HYDRO,UNCHAHAR3,CHAMERA1,PARBATI3,ANTA_GF,AURY_CRF,CHAMERA3,JHAJJAR,KISHANGANGA,KKNP,NLCEXP,NNTPP,RSTPSU1TO6,SEWA2,SIMHST2,TEHRI,DULHASTI,NLCIIST1,RIHAND3,SASAN,TANAKPUR,URI2,AURY_RF,DADRI_RF,BRBCL,FSTPP I & II,KOLDAM,MAPS,RAMPUR,SALAL,SIMHST1,TALST2,TelanganaSTPP,URI,ANTA_CRF,ANTA_LF,DADRI_LF,DADRT2,NLCTS2EXP,RAPPD,RIHAND1,RSTPSU7,AURY_GF,AURY_LF
57,14:00-14:15,13.04,148.3,10.43,0,26.43,69.23,150.34,5.7,21.94,45,0,0,0,0,110.67,0,3.2,0,47.24,48.81,0,0,45.53,0,0,0,0,124.58,0.98,27.68,0,0,0,0,23.33,608.67,8.63,0,0,0,0,0,0,0,59.5,0,130.79,345.38,0,38.1,80.77,98.41,15,20.8,0,0,4.4,66.82,0,0,0,51.67,0,0,0,548.92,0,22.02,97.23,0,0,0

58,14:15-14:30,13.04,148.3,10.43,0,26.43,69.23,150.34,5.7,21.94,45,0,0,0,0,110.67,0,3.2,0,47.24,48.81,0,0,45.53,0,0,0,0,124.58,0.98,27.68,0,0,0,0,23.33,608.67,8.63,0,0,0,0,0,0,0,59.5,0,130.79,345.38,0,38.1,80.77,98.41,15,20.8,0,0,4.4,66.82,0,0,0,51.67,0,0,0,548.92,0,22.02,97.23,0,0,0

59,14:30-14:45,13.04,148.3,10.43,0,26.43,69.23,150.34,5.7,21.94,45,0,0,0,0,82.99,0,3.2,0,47.24,48.81,0,0,45.53,0,0,0,0,124.58,0.98,27.68,0,0,0,0,23.33,608.67,8.63,0,0,0,0,0,0,0,59.5,0,130.79,345.38,0,38.1,80.77,98.41,15,20.8,0,0,3.3,66.82,0,0,0,51.67,0,0,0,548.92,0,22.02,97.23,0,0,0

60,14:45-15:00,13.04,148.3,10.43,0,26.43,69.23,150.34,5.7,21.94,45,0,0,0,0,82.99,0,3.2,0,47.24,48.81,0,0,45.53,0,0,0,0,124.58,0.98,27.68,0,0,0,0,23.33,608.67,8.63,0,0,0,0,0,0,0,59.5,0,130.79,345.38,0,38.1,80.77,98.41,15,20.8,0,0,3.3,66.82,0,0,0,51.67,0,0,0,548.92,0,22.02,97.23,0,0,0

61,15:00-15:15,13.04,148.3,10.43,0,26.43,69.23,150.34,5.7,21.94,45,0,0,0,0,82.99,0,3.2,0,47.24,48.81,0,0,45.53,0,0,0,0,124.58,0.98,27.68,0,0,0,0,23.33,658.67,8.63,0,0,0,0,0,0,0,59.5,0,130.79,345.38,0,38.1,80.77,98.41,15,20.8,0,0,3.3,66.82,0,0,0,51.67,0,0,0,548.92,0,22.02,97.23,0,0,0

62,15:15-15:30,13.04,148.3,10.43,0,26.43,69.23,150.34,5.7,21.94,45,0,0,0,0,82.99,0,3.2,0,47.24,48.81,0,0,45.53,0,0,0,0,124.58,0.98,27.68,0,0,0,0,23.33,658.67,8.63,0,0,0,0,0,0,11.24,59.5,0,130.79,345.38,0,38.1,80.77,98.41,15,20.8,0,0,3.3,66.82,0,0,0,51.67,0,0,0,548.92,0,22.02,97.23,0,0,0

63,15:30-15:45,13.04,148.3,10.43,0,26.43,69.23,150.34,5.7,21.94,45,0,0,0,0,83.11,0,3.2,0,47.24,48.81,0,0,45.53,0,0,0,0,124.58,0.98,27.68,0,0,0,0,23.33,670.67,8.63,0,0,0,0,0,0,11.24,59.5,0,130.79,345.38,0,38.1,80.77,98.41,15,20.8,0,0,3.3,66.82,0,0,0,51.67,0,0,0,548.92,0,22.02,97.23,0,0,0

64,15:45-16:00,13.04,148.3,10.43,0,26.43,69.23,150.34,5.7,21.94,45,0,0,0,0,82.99,0,3.2,0,47.24,48.81,0,0,45.53,0,0,0,0,124.58,0.98,27.68,0,0,0,0,23.33,670.67,8.63,0,0,0,0,0,0,22.47,59.5,0,130.79,345.38,0,38.1,80.77,98.41,15,20.8,0,0,3.3,66.82,0,0,0,51.67,0,0,0,548.92,0,22.02,97.23,0,0,0

65,16:00-16:15,13.04,148.3,10.43,0,26.43,69.23,150.34,5.7,21.94,45,0,0,0,0,82.99,0,3.2,0,47.24,48.81,0,0,45.53,0,0,0,0,124.58,0.98,27.68,0,0,0,0,23.33,670.67,8.63,0,0,0,0,0,0,33.71,59.5,0,130.79,345.38,0,38.1,80.77,98.41,15,20.8,0,0,4.4,66.82,0,0,0,51.67,0,0,0,548.92,0,22.02,97.23,0,0,0

66,16:15-16:30,13.04,148.3,10.43,0,26.43,69.23,150.34,5.7,21.94,45,0,0,0,0,110.67,0,3.2,0,47.24,48.81,0,0,45.53,0,0,0,0,124.58,0.98,27.68,12.64,0,0,0,23.33,670.67,8.63,0,0,0,0,0,0,33.71,59.5,0,130.79,345.38,0,38.1,80.77,98.41,15,20.8,0,0,5.42,66.82,0,0,0,51.67,0,0,0,548.92,0,22.02,97.23,0,0,0

67,16:30-16:45,13.04,148.3,10.43,0,26.43,69.23,150.34,5.7,21.94,45,0,0,0,0,110.67,0,3.2,0,47.24,48.81,0,0,45.53,0,0,0,0,124.58,0.98,27.68,12.64,4.29,0,0,23.33,670.67,8.63,0,0,0,0,6.3,0,33.71,59.5,0,130.79,345.38,0,38.1,80.77,98.41,15,20.8,0,0,5.42,66.82,0,0,0,51.67,0,0,0,548.92,0,22.02,97.23,0,0,0

68,16:45-17:00,13.04,148.3,10.43,0,26.43,69.23,150.34,5.7,21.94,45,0,0,0,0,110.67,0,3.2,0,47.24,48.81,0,0,45.53,0,0,0,0,124.58,0.98,27.68,12.64,18.41,0,0,23.33,670.67,8.63,0,0,0,0,6.3,0,33.71,59.5,0,130.79,345.38,0,38.1,80.77,98.41,15,20.8,0,0,5.42,66.82,0,0,0,51.67,0,0,0,548.92,0,22.02,97.23,0,0,0

69,17:00-17:15,13.04,148.3,10.43,0,26.43,69.23,150.34,5.7,21.94,45,0,0,0,0,110.67,0,3.2,0,47.24,48.81,0,0,45.53,0,0,6.02,0,124.58,0.98,27.68,12.64,18.41,0,0,23.33,670.67,8.63,0,0,0,0,6.3,0,33.71,59.5,0,130.79,345.38,0,38.1,80.77,98.41,15,20.8,2.18,0,5.42,66.82,0,0,0,51.67,0,0,0,548.92,0,22.02,97.23,0,0,0

70,17:15-17:30,13.04,148.3,10.43,0,26.43,69.23,150.34,5.7,21.94,45,0,0,0,0,110.67,0,3.2,0,47.89,48.81,0,0,45.53,0,0,15.02,0,124.58,0.98,27.68,13.12,18.41,0,0,23.33,670.67,8.63,0,0,0,0,12.61,0,33.71,59.5,0,130.79,345.38,0,38.1,80.77,98.41,15,20.8,4.36,0,5.42,66.82,0,0,0,51.67,0,0,0,548.92,0,22.02,97.23,0,0,0

71,17:30-17:45,13.04,148.3,10.43,0,26.43,69.23,150.34,5.7,21.94,45,0,0,0,0,138.33,0,3.2,0,47.89,48.81,0,0,45.53,0,0,22.54,0,124.58,0.98,27.68,14.05,18.41,0,0,23.33,635.67,8.63,0,0,0,0,12.61,0,33.71,59.5,0,130.79,345.38,0,38.1,80.77,98.41,15,20.8,4.51,0,5.42,66.82,0,0,0,51.67,0,0,0,548.92,0,22.02,97.23,0,0,0

72,17:45-18:00,13.04,148.3,10.43,0,26.43,69.23,150.34,5.7,21.94,45,0,0,10.95,0,138.33,0,3.2,0,47.89,48.81,0,0,45.53,0,0,22.54,0,124.58,0.98,27.68,25.28,18.41,0,0,23.33,635.67,8.63,0,0,0,0,18.9,0,33.71,59.5,0,130.79,345.38,0,38.1,80.77,98.41,15,20.8,7.19,0,5.42,66.82,0,0,0,51.67,0,0,0,548.92,0,22.02,97.23,0,0,0

73,18:00-18:15,13.04,148.3,10.43,0,26.43,69.23,150.34,5.7,21.94,45,0,0,21.88,0,138.33,0,3.2,0,47.89,48.81,0,0,45.53,0,0,30.06,0,124.58,0.98,27.68,26.07,19.64,0,0,23.33,635.67,8.63,0,0,0,0,18.9,0,33.71,59.5,0,130.79,345.38,0,38.1,80.77,98.41,15,20.8,7.19,0,5.42,66.82,0,0,0,51.67,0,0,0,548.92,0,22.02,97.23,0,0,0

74,18:15-18:30,13.04,148.3,10.43,0,26.43,69.23,150.34,3.7,21.65,43.9,0,0,21.88,0,138.33,0,1.9,0,47.89,48.81,0,0,45.53,0,0,37.57,0,124.58,0.98,27.18,28.1,19.64,0,0,23.33,635.67,8.63,0,0,0,0,18.9,0,33.71,59.5,0,130.79,345.38,0,38.1,80.77,98.41,15,20.8,9.59,0,5.42,66.82,0,0,0,51.67,0,0,0,548.92,0,22.02,97.23,0,0,0

75,18:30-18:45,13.04,148.3,20.85,0,26.43,69.23,150.34,5.7,21.94,44.5,0,0,43.78,0,138.33,0,2.3,0,47.89,48.81,0,0,45.53,0,0,37.57,0,124.58,0.98,27.68,42.15,27.62,0,0,35,635.67,8.63,0,0,0,0,18.9,0,33.71,59.5,0,130.79,345.38,0,38.1,80.77,98.41,15,20.8,9.59,0,5.42,66.82,0,0,0,51.67,0,0,0,548.92,0,22.02,97.23,0,0,0

76,18:45-19:00,20.46,148.3,34.76,0,26.43,69.23,150.34,5.7,21.94,44.5,0,0,43.78,0,138.33,0,2.3,0,47.89,50.39,0,0,45.53,0,0,44.33,0,124.58,0.98,27.68,43.05,59.84,0,0,36.84,635.67,8.68,0,0,0,0,20.09,0,33.71,60.23,0,130.79,345.38,0,40.16,80.77,98.41,15,20.8,9.59,0,5.42,79.38,0,0,0,51.67,0,0,0,548.92,0,22.02,97.23,0,0,0

77,19:00-19:15,20.46,148.3,34.76,0,26.43,69.23,150.34,5.7,21.94,44.5,0,0,43.78,0,138.33,0,2.3,0,48.55,50.39,0,0,45.53,0,0,44.33,0,124.58,0.98,27.68,43.05,59.84,0,0,36.84,635.67,8.68,0,0,0,0,20.09,0,33.71,60.23,0,130.79,345.38,0,40.16,80.77,98.41,15,20.8,9.59,0,5.42,79.38,0,0,0,51.67,0,0,0,299.59,0,22.02,97.23,0,0,0

78,19:15-19:30,20.46,148.3,34.76,0,26.43,69.23,150.34,5.7,21.94,44.5,0,0,43.78,0,138.33,0,2.3,0,48.55,50.39,0,0,45.53,0,0,44.33,0,124.58,0.98,27.68,43.05,59.84,0,0,36.84,424.07,8.68,0,0,0,0,20.09,0,33.71,60.23,0,130.79,345.38,0,40.16,80.77,98.41,15,20.8,9.59,0,5.42,79.38,0,0,0,51.67,0,0,0,208.53,0,22.02,97.23,0,0,0

79,19:30-19:45,20.46,148.3,34.76,0,26.43,69.23,150.34,5.7,21.94,44.5,0,0,43.78,0,138.33,0,2.3,0,48.55,50.39,0,0,45.53,0,0,44.33,0,124.58,0.98,27.68,43.05,59.84,0,0,36.84,424.07,8.68,0,0,0,0,20.09,0,33.71,60.23,0,130.79,345.38,0,40.16,80.77,98.41,15,20.8,9.59,0,5.42,79.38,0,0,0,51.67,0,0,0,208.53,0,22.02,97.23,0,0,0

80,19:45-20:00,20.46,148.3,34.76,0,26.43,69.23,150.34,5.7,21.94,44.5,0,0,43.78,0,138.33,0,2.3,0,48.55,50.39,0,0,45.53,0,0,44.33,0,124.58,0.98,27.68,43.05,59.84,0,0,36.84,487.18,8.68,0,0,0,0,20.09,0,33.71,60.23,0,130.79,345.38,0,40.16,80.77,98.41,15,20.8,9.59,0,5.42,79.38,0,0,0,51.67,0,0,0,208.53,0,22.02,97.23,0,0,0

81,20:00-20:15,20.46,148.3,34.76,0,26.43,69.23,150.34,5.7,21.94,44.5,0,0,43.78,0,138.33,0,2.3,0,48.55,50.39,0,0,45.53,0,0,44.33,0,124.58,0.98,27.68,43.05,59.84,0,0,36.84,635.67,8.68,0,0,0,0,20.09,0,33.71,60.23,0,130.79,345.38,0,40.16,80.77,98.41,15,20.8,9.59,0,5.42,79.38,0,0,0,51.67,0,0,0,208.53,0,22.02,97.23,0,0,0

82,20:15-20:30,20.46,148.3,34.76,0,26.43,69.23,150.34,5.7,21.94,44.5,0,0,43.78,0,138.33,0,2.3,0,48.55,50.39,0,0,45.53,0,0,44.33,0,124.58,0.98,27.68,43.05,59.84,0,0,36.84,635.67,8.68,0,0,0,0,20.09,0,33.71,60.23,0,130.79,345.38,0,40.16,80.77,98.41,15,20.8,9.59,0,5.42,53.45,0,0,0,51.67,0,0,0,208.53,0,22.02,97.23,0,0,0

83,20:30-20:45,13.04,148.3,31.28,0,26.43,69.23,150.34,5.7,21.94,44.5,0,0,21.88,0,138.33,0,2.3,0,48.55,48.81,0,0,45.53,0,0,30.06,0,124.58,0.98,27.68,42.15,42.96,0,0,35.03,572.07,8.63,0,0,0,0,18.9,0,33.71,59.5,0,130.79,345.38,0,38.1,80.77,98.41,15,20.8,9.59,0,5.42,53.45,0,0,0,51.67,0,0,0,208.53,0,22.02,97.23,0,0,0

84,20:45-21:00,13.04,148.3,31.28,0,26.43,69.23,150.34,5.7,21.94,44.5,0,0,21.88,0,138.33,0,2.3,0,48.55,48.81,0,0,45.53,0,0,30.06,0,124.58,0.98,27.68,42.15,42.96,0,0,35.03,651.64,8.63,0,0,0,0,18.9,0,33.71,59.5,0,130.79,345.38,0,38.1,80.77,98.41,15,20.8,9.59,0,5.42,53.45,0,0,0,51.67,0,0,0,208.53,0,22.02,97.23,0,0,0

85,21:00-21:15,13.04,148.3,31.28,0,26.43,69.23,150.34,5.7,21.94,44.5,0,0,21.88,0,138.33,0,2.3,0,49.2,48.81,0,0,45.53,0,0,30.06,0,124.58,0.98,27.68,42.15,42.96,0,0,35.03,459.07,8.63,0,0,0,0,18.9,0,33.71,59.5,0,130.79,345.38,0,38.1,80.77,98.41,15,20.8,9.59,0,5.42,53.45,0,0,0,51.67,0,0,0,208.53,0,22.02,97.23,0,0,0

86,21:15-21:30,20.46,148.3,34.76,0,26.43,69.23,150.34,5.7,21.94,44.5,0,0,32.83,0,138.33,0,2.3,0,49.2,50.39,0,0,45.53,0,0,44.33,0,124.58,0.98,27.68,43.05,59.84,0,0,36.84,459.07,8.68,0,0,0,0,20.09,0,33.71,60.23,0,130.79,345.38,0,40.16,80.77,98.41,15,20.8,9.59,0,5.42,53.45,0,0,0,51.67,0,0,0,208.53,0,22.02,97.23,0,0,0

87,21:30-21:45,20.46,148.3,34.76,0,26.43,69.23,150.34,5.7,21.94,44.5,0,0,43.78,0,138.33,0,2.3,0,49.2,50.39,0,0,45.53,0,0,44.33,0,124.58,0.98,27.68,43.05,59.84,0,0,36.84,459.07,8.68,0,0,0,0,20.09,0,33.71,60.23,0,130.79,345.38,0,40.16,80.77,98.41,15,20.8,9.59,0,5.42,53.45,0,0,0,51.67,0,0,0,208.53,0,22.02,97.23,0,0,0

88,21:45-22:00,20.46,148.3,34.76,0,26.43,69.23,150.34,5.7,21.94,44.5,0,0,43.78,0,138.33,0,2.3,0,49.2,50.39,0,0,45.53,0,0,44.33,0,124.58,0.98,27.68,43.05,59.84,0,0,36.84,459.07,8.68,0,0,0,0,20.09,0,33.71,60.23,0,130.79,345.38,0,40.16,80.77,98.41,15,20.8,9.59,0,5.42,53.45,0,0,0,51.67,0,0,0,208.53,0,22.02,97.23,0,0,0

89,22:00-22:15,20.46,148.3,34.76,0,26.43,69.23,150.34,5.7,21.94,44.5,0,0,43.78,0,138.33,0,2.3,0,49.2,50.39,0,0,45.53,0,0,44.33,0,124.58,0.98,27.68,43.05,59.84,0,0,36.84,459.07,8.68,0,0,0,0,20.09,0,33.71,60.23,0,130.79,345.38,0,40.16,80.77,98.41,15,20.8,9.59,0,5.42,66.82,0,0,0,51.67,0,0,0,208.53,0,22.02,97.23,0,0,0

90,22:15-22:30,20.46,148.3,34.76,0,26.43,69.23,150.34,5.7,21.94,44.5,0,0,21.88,0,138.33,0,2.3,0,49.2,50.39,0,0,45.53,0,0,44.33,0,124.58,0.98,27.68,43.05,59.84,0,0,36.84,459.07,8.68,0,0,0,0,20.09,0,33.71,60.23,0,130.79,345.38,0,40.16,80.77,98.41,15,20.8,9.59,0,5.42,66.82,0,0,0,51.67,0,0,0,208.53,0,22.02,97.23,0,0,0

91,22:30-22:45,13.04,148.3,20.85,0,26.43,69.23,150.34,5.7,21.94,44.5,0,0,43.78,0,138.33,0,2.3,0,49.2,48.81,0,0,45.53,0,0,30.06,0,124.58,0.98,27.68,42.15,36.83,0,0,35.03,459.07,8.63,0,0,0,0,18.9,0,33.71,59.5,0,130.79,345.38,0,38.1,80.77,98.41,15,20.8,9.59,0,5.42,66.82,0,0,0,51.67,0,0,0,208.53,0,22.02,97.23,0,0,0

92,22:45-23:00,13.04,148.3,10.43,0,26.43,69.23,150.34,5.7,21.94,44.5,0,0,43.78,0,138.33,0,2.3,0,49.2,48.81,0,0,45.53,0,0,22.54,0,124.58,0.98,27.68,42.15,36.83,0,0,35.03,459.07,8.63,0,0,0,0,18.9,0,33.71,59.5,0,130.79,345.38,0,38.1,80.77,98.41,15,20.8,9.59,0,5.42,66.82,0,0,0,51.67,0,0,0,208.53,0,22.02,97.23,0,0,0

93,23:00-23:15,13.04,148.3,10.43,0,26.43,69.23,150.34,5.7,21.94,44.5,0,0,10.95,0,138.33,0,2.3,0,49.86,48.81,0,0,45.53,0,0,22.54,0,124.58,0.98,27.68,42.15,36.83,0,0,35.03,459.07,8.63,0,0,0,0,18.9,0,33.71,59.5,0,130.79,345.38,0,38.1,80.77,98.41,15,20.8,9.59,0,5.42,66.82,0,0,0,51.67,0,0,0,208.53,0,22.02,97.23,0,0,0

94,23:15-23:30,13.04,148.3,10.43,0,26.43,69.23,150.34,5.7,21.94,44.5,0,0,10.95,0,138.33,0,2.3,0,49.86,48.81,0,0,45.53,0,0,22.54,0,124.58,0.98,27.68,42.15,36.83,0,0,35.03,459.07,8.63,0,0,0,0,18.9,0,33.71,59.5,0,130.79,345.38,0,38.1,80.77,98.41,15,20.8,9.59,0,5.42,66.82,0,0,0,51.67,0,0,0,208.53,0,22.02,97.23,0,0,0

95,23:30-23:45,13.04,148.3,10.43,0,26.43,69.23,150.34,5.7,21.94,44.5,0,0,10.95,0,138.33,0,2.3,0,49.86,48.81,0,0,45.53,0,0,22.54,0,124.58,0.98,27.68,42.15,36.83,0,0,35.03,459.07,8.63,0,0,0,0,18.9,0,33.71,59.5,0,130.79,345.38,0,38.1,80.77,98.41,15,20.8,9.59,0,5.42,66.82,0,0,0,51.67,0,0,0,208.53,0,22.02,97.23,0,0,0

96,23:45-24:00,13.04,148.3,10.43,0,26.43,69.23,150.34,5.7,21.94,44.5,0,0,10.95,0,138.33,0,2.3,0,49.86,48.81,0,0,45.53,0,0,22.54,0,124.58,0.98,27.68,42.15,36.83,0,0,35.03,459.07,8.63,0,0,0,0,18.9,0,33.71,59.5,0,130.79,345.38,0,38.1,80.77,98.41,15,20.8,9.59,0,5.42,66.82,0,0,0,51.67,0,0,0,208.53,0,22.02,97.23,0,0,0

