Block,Time,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01062024/15062024/1000011005-GOHP-BRPL,NR/01062024/30062024/1000011017-PPGCL-BRPL,NR/01042024/30062024/NOC/HPSLDC/NR/2024/41758,NR/01062024/30062024/APPCPL/180/F25/GNA/12300,NR/01102023/06022042/L_NR_2012_02,NR/01062024/30062024/R2,NR/01102023/30042040/GNA_LT_35,NR/01062024/30062024/IEPL01,NR/01102023/23072042/L_NR_2012_04,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01102023/19072037/LT-05,NR/01062024/30062024/IIPL/(JPL(TM)-BRPL)/BRPLT-169/24-25/1,NR/01062024/30062024/JPL-BRPL(PTC)GNA,NR/01062024/30062024/8588/OAN/GMRETL/GPHHPPL-BRPL,NR/01062024/15062024/1000011003-KWHPS-BRPL(DISCOM),NR/01102023/31052040/LT-31,NR/01042024/31072024/LT_MEJA_DELHI,NR/30092023/31122025/SH-07,NR/01062024/30062024/1000011034-ACBL-BRPL,NR/01102023/06022042/L_NR_2012_07,NR/01102023/15082037/GNA_NR_2012_01,NR/30092023/26122029/SH-06,NR/01062024/30062024/1000011195-SIEL-BRPL(DISCOM),NR/01102023/05012040/L_NR_2020_02,NR/01062024/30062024/NDMC/D-46/EE(Power)/2024,NR/01102023/30042040/GNA_LT_36,NR/01102023/22052037/LT-59,NR/01102023/31102037/L_NR_2019_11,NR/01102023/27052033/DIAPL(L_NR_2023_04),L_NR_2019_19,SR/01102023/07102043/L_NR_2018_61,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/31032046/L_NR_2020_05,WR/01102023/24112044/L_NR_2020_07,WR/01102023/29112042/L_NR_2019_05,WR/01102023/01102023/L_NR_2020_06,WR/01102023/01102023/L_NR_2022_09,WR/01102023/30052048/L_NR_2022_10,WR/01102023/16072048/L_NR_2022_08,NR/01102023/25072045/L_NR_2021_15,NR/26072023/25122043/L_NR_2023_10,NR/22102023/11042047/L_NR_2021_17,NR/01102023/08032047/L_NR_2021_14,NR/01102023/02122045/L_NR_2021_13,NR/26072023/31072042/L_NR_2023_07,NR/01102023/02012046/L_NR_2021_17,NR/01102023/14082046/L_NR_2021_16,NR/22102023/11042047/L_NR_2021_16,NR/01102023/13082046/L_NR_2021_12
27,06:30-06:45,272.830000,48.240000,24.120000,12.160000,0.000000,178.520000,24.120000,0.630000,38.600000,0.000000,0.000000,66.190000,24.120000,48.240000,24.120000,24.120000,0.630000,7.660000,15.390000,24.120000,57.600000,100.520000,30.880000,48.240000,6.130000,24.660000,0.650000,4.970000,5.370000,27.260000,14.390411,29.82,27.37,5,46,15.33,14.55,15.34,31.67,31.67,11.34,5,3,3,6.57,1.84,7,0,0,5,9.18

28,06:45-07:00,272.830000,48.240000,24.120000,12.160000,0.000000,168.870000,24.120000,0.990000,38.600000,0.000000,0.000000,66.190000,24.120000,48.240000,24.120000,24.120000,0.990000,7.660000,15.390000,24.120000,57.600000,100.520000,30.880000,48.240000,6.130000,24.660000,1.010000,4.970000,5.370000,27.260000,20.002379,28.61,32.64,10,47.5,15.83,20.72,15.84,31.67,31.67,11.34,6,6,4,9.55,2.87,14,0,0,8,14.35

29,07:00-07:15,272.830000,48.240000,24.120000,12.070000,0.000000,168.870000,24.120000,1.420000,38.600000,0.000000,0.000000,66.190000,24.120000,48.240000,24.120000,24.120000,1.420000,7.660000,15.390000,24.120000,87.030000,81.050000,30.880000,48.240000,5.980000,24.660000,1.460000,4.970000,5.370000,27.260000,26.130726,26.61,31.18,18,62.5,20.83,31.17,20.84,45,45,14.34,8,9,5,13.94,4.13,21,0,0,11,20.66

30,07:15-07:30,231.580000,48.240000,24.120000,12.070000,0.000000,125.000000,24.120000,1.940000,38.600000,0.000000,0.000000,66.190000,24.120000,48.240000,24.120000,24.120000,1.940000,7.660000,15.390000,24.120000,87.030000,84.910000,30.880000,48.240000,5.980000,24.660000,1.990000,4.970000,5.370000,27.260000,32.395475,24.61,26.98,26.98,63.5,21.17,26.99,21.16,45.67,45.67,15,12.86,15,8,18.06,6.78,35,0,0,16,33.89

31,07:30-07:45,192.980000,48.240000,24.120000,12.070000,0.000000,125.000000,24.120000,2.540000,38.600000,0.000000,0.000000,66.190000,24.120000,48.240000,24.120000,24.120000,2.540000,7.660000,15.390000,24.120000,63.280000,84.910000,30.880000,48.240000,5.980000,24.660000,2.600000,4.970000,5.370000,27.260000,36.682395,16.4,28.65,28.65,64.5,21.5,28.65,21.5,46.33,46.33,15.34,16.18,21,10,23.11,9.22,49,0,0,20,46.1

32,07:45:08:00,150.050000,48.240000,24.120000,12.070000,0.000000,125.000000,24.120000,3.670000,38.600000,0.000000,0.000000,70.350000,24.120000,48.240000,24.120000,24.120000,3.670000,7.660000,15.390000,24.120000,63.280000,73.330000,30.880000,48.240000,5.980000,24.660000,3.750000,4.810000,5.370000,27.260000,41.670811,16.6,29.82,29.82,65.5,21.83,29.81,21.84,47.33,47.33,16,19.59,27,14,27.79,12.44,63,0,0,27,62.22

33,08:00-08:15,150.050000,48.240000,24.120000,12.070000,0.000000,122.990000,24.120000,4.790000,38.600000,0.000000,0.000000,70.350000,24.120000,48.240000,24.120000,24.120000,4.790000,7.660000,15.390000,24.120000,57.600000,53.070000,23.130000,48.240000,5.850000,24.660000,4.910000,5.360000,5.530000,26.250000,46.444881,16.6,30.48,30.48,52,17.33,30.49,17.34,36.67,36.67,12.66,22.69,30,17,33.82,15.6,70,0,0,33,77.98

34,08:15-08:30,150.050000,48.240000,24.120000,12.070000,0.000000,122.990000,24.120000,5.950000,38.600000,0.000000,0.000000,70.350000,24.120000,48.240000,24.120000,24.120000,5.950000,7.660000,15.390000,24.120000,57.600000,53.070000,23.130000,48.240000,5.850000,24.660000,6.100000,5.360000,5.530000,26.250000,50.985119,16.6,32,32,53,17.67,32,17.66,37.33,37.33,13.34,25.41,36,20,39.51,19.96,84,0,0,40,99.8

35,08:30-08:45,150.050000,48.240000,24.120000,12.070000,0.000000,101.310000,24.120000,7.020000,38.600000,0.000000,0.000000,70.350000,24.120000,48.240000,24.120000,24.120000,7.020000,7.660000,23.130000,24.120000,57.600000,53.070000,23.130000,48.240000,5.850000,24.660000,7.200000,5.360000,5.530000,26.250000,56.012507,16.6,32,32,40,13.33,32,13.34,31,31,11.66,28.39,42,23,48.26,23.16,98,0,0,47,115.81

36,08:45:09:00,150.050000,48.240000,24.120000,12.070000,0.000000,101.310000,24.120000,8.060000,38.600000,0.000000,0.000000,70.350000,24.120000,48.240000,24.120000,24.120000,8.060000,7.660000,23.130000,24.120000,57.600000,53.070000,23.130000,48.240000,5.850000,24.660000,8.260000,5.360000,5.530000,27.250000,60.913236,16.6,32,32,41.5,13.83,32,13.84,32.33,32.33,12,30.9,48,27,55.62,26.78,112,0,0,53,133.88

37,09:00:09:15,150.050000,48.240000,24.120000,11.970000,0.000000,101.310000,24.120000,9.070000,0.000000,0.000000,0.000000,66.190000,0.000000,0.000000,24.120000,24.120000,9.070000,7.660000,23.130000,24.120000,57.600000,53.070000,23.130000,0.000000,5.700000,29.010000,9.300000,5.200000,5.530000,27.250000,65.453474,17,32,32,43,14.33,32,14.34,34.33,34.33,12.34,33.38,54,30,62.55,30.26,126,0,0,59,151.32

38,09:15-09:30,150.050000,48.240000,24.120000,11.970000,0.000000,101.310000,24.120000,9.980000,0.000000,0.000000,0.000000,66.190000,0.000000,0.000000,24.120000,24.120000,9.980000,7.660000,23.130000,24.120000,57.600000,53.070000,23.130000,0.000000,5.700000,29.010000,10.230000,5.200000,5.530000,28.260000,69.399389,17,32,32,45,15,32,15,37.67,37.67,12.66,36.28,60,32,69.02,32.7,140,0,0,65,163.53

39,09:30-09:45,150.050000,48.240000,24.120000,11.970000,0.000000,120.610000,24.120000,10.820000,0.000000,0.000000,0.000000,66.190000,0.000000,0.000000,24.120000,24.120000,10.820000,7.660000,23.130000,24.120000,57.600000,53.070000,23.130000,0.000000,5.700000,29.010000,11.090000,5.200000,5.530000,28.260000,73.218645,17.4,32,32,70,23.33,32,23.34,51,51,17.34,38.16,64,35,75.03,35.39,151,0,0,70,176.95

40,09:45-10:00,150.050000,48.240000,24.120000,11.970000,0.000000,122.540000,24.120000,11.610000,0.000000,0.000000,0.000000,66.190000,0.000000,0.000000,24.120000,24.120000,11.610000,7.660000,23.130000,24.120000,57.600000,53.070000,23.130000,0.000000,5.700000,29.010000,11.910000,5.200000,5.530000,29.780000,76.735868,17.8,31.9,31.9,72.5,24.17,31.9,24.16,55.33,55.33,18.34,40.08,69,37,80.37,38.6,161,0,0,75,193

41,10:00-10:15,150.050000,48.240000,24.120000,11.970000,0.000000,117.720000,24.120000,12.340000,0.000000,0.000000,0.000000,66.190000,0.000000,0.000000,24.120000,24.120000,12.340000,7.660000,23.130000,24.120000,57.600000,53.070000,23.130000,0.000000,5.700000,29.010000,12.650000,5.200000,5.530000,26.250000,79.463908,21.01,31.9,31.9,75,25,31.9,25,68.33,68.33,19,41.66,73,41,85,41.15,172,0,0,81,205.75

42,10:15-10:30,150.050000,48.240000,24.120000,11.970000,0.000000,122.990000,24.120000,12.970000,0.000000,0.000000,0.000000,66.190000,0.000000,0.000000,24.120000,24.120000,12.970000,7.660000,23.130000,24.120000,57.600000,53.070000,23.130000,0.000000,5.700000,29.010000,13.290000,5.200000,5.530000,26.250000,81.295592,23.01,31.9,31.9,77.5,25.83,31.9,25.84,69,69,19.66,43.5,76,43,89.2,43.53,179,0,0,85,217.66

43,10:30-10:45,150.050000,48.240000,24.120000,11.970000,0.000000,122.990000,24.120000,13.610000,0.000000,0.000000,0.000000,66.190000,0.000000,0.000000,24.120000,24.120000,13.610000,16.090000,23.130000,24.120000,57.600000,53.070000,23.130000,0.000000,5.700000,29.010000,13.940000,5.200000,5.530000,25.740000,82.435523,25.01,31.9,31.9,80,26.67,31.9,26.66,69.67,69.67,20,44,79,44,91.54,45.91,186,0,0,89,229.57

44,10:45-11:00,150.050000,48.240000,24.120000,11.970000,0.000000,122.990000,24.120000,14.050000,0.000000,0.000000,0.000000,66.190000,0.000000,0.000000,24.120000,24.120000,14.050000,16.090000,23.130000,24.120000,57.600000,53.070000,23.130000,0.000000,5.700000,29.010000,14.400000,5.200000,5.530000,25.740000,84.627698,26.01,31.9,31.9,82.5,27.5,31.9,27.5,70,70,20.34,44.5,81,45,92.38,46.33,189,0,0,91,231.67

45,11:00-11:15,192.980000,48.240000,24.120000,11.890000,0.000000,101.310000,24.120000,14.420000,0.000000,0.000000,0.000000,66.190000,0.000000,0.000000,24.120000,24.120000,14.420000,16.090000,23.130000,24.120000,57.600000,53.070000,23.130000,0.000000,5.570000,29.010000,14.770000,5.050000,5.530000,25.740000,86.059919,27.01,31.57,31.57,85,28.33,31.56,28.34,70.67,70.67,21.66,44.5,82,47,92.49,46.33,193,0,0,93,231.67

46,11:15-11:30,231.580000,48.240000,24.120000,11.890000,0.000000,101.310000,24.120000,14.690000,0.000000,0.000000,0.000000,66.190000,0.000000,0.000000,24.120000,24.120000,14.690000,16.090000,23.130000,24.120000,57.600000,53.070000,23.130000,0.000000,5.570000,29.010000,15.050000,5.050000,5.530000,25.740000,86.829616,28.01,31.4,31.4,90,30,31.4,30,73.33,73.33,22.66,44.5,82,47,92.45,46.33,193,0,0,93,231.67

47,11:30-11:45,231.580000,48.240000,24.120000,11.890000,0.000000,101.310000,24.120000,15.020000,0.000000,0.000000,0.000000,66.190000,0.000000,0.000000,24.120000,24.120000,15.020000,16.090000,23.130000,24.120000,57.600000,53.070000,23.130000,0.000000,5.570000,29.010000,15.400000,5.050000,5.530000,25.740000,86.040433,29.01,31.4,31.4,90,30,31.4,30,74,74,24.34,44.5,82,47,78.33,46.33,193,0,0,93,231.67

48,11:45-12:00,272.830000,48.240000,24.120000,11.890000,0.000000,101.310000,24.120000,15.210000,0.000000,0.000000,0.000000,66.190000,0.000000,0.000000,24.120000,24.120000,15.210000,16.090000,23.130000,24.120000,57.600000,53.070000,23.130000,0.000000,5.570000,29.010000,15.600000,5.050000,5.530000,25.740000,84.95896,30.02,31.4,31.4,90,30,31.4,30,74.67,74.67,25,44.5,82,47,81.67,46.33,193,0,0,93,231.67

49,12:00-12:15,272.830000,48.240000,24.120000,11.890000,0.000000,100.350000,24.120000,15.400000,0.000000,0.000000,0.000000,66.190000,0.000000,0.000000,24.120000,24.120000,15.400000,16.090000,23.130000,24.120000,57.600000,53.070000,23.130000,0.000000,5.570000,29.010000,15.790000,5.050000,5.530000,25.740000,79.376221,31.02,31.4,31.4,90,30,31.4,30,75.33,75.33,26,44.5,82,47,92,46.33,193,0,0,93,231.67

50,12:15-12:30,272.830000,48.240000,24.120000,11.890000,0.000000,148.590000,24.120000,15.380000,0.000000,0.000000,0.000000,66.190000,0.000000,0.000000,24.120000,24.120000,15.380000,16.090000,23.130000,24.120000,57.600000,53.070000,23.130000,0.000000,5.570000,29.010000,15.770000,5.050000,5.530000,25.740000,78.606524,32.82,31.4,31.4,90,30,31.4,30,76,76,27,44.5,82,47,92.32,46.33,193,0,0,93,231.67

51,12:30-12:45,272.830000,48.240000,24.120000,11.890000,0.000000,156.270000,24.120000,15.340000,0.000000,0.000000,0.000000,66.190000,0.000000,0.000000,24.120000,24.120000,15.340000,16.090000,23.130000,24.120000,57.600000,53.070000,23.130000,0.000000,5.570000,29.010000,15.720000,5.050000,5.530000,25.740000,78.830613,35.22,31.4,31.4,90,30,31.4,30,76.67,76.67,28.34,44.5,84,47,92.27,46.33,196,0,0,93,231.67

52,12:45-13:00,272.830000,48.240000,24.120000,11.890000,0.000000,156.270000,24.120000,15.290000,0.000000,0.000000,0.000000,66.190000,0.000000,0.000000,24.120000,24.120000,15.290000,16.090000,23.130000,24.120000,57.600000,53.070000,23.130000,0.000000,5.570000,29.010000,15.670000,5.050000,5.530000,25.740000,78.177832,37.81,31.4,31.4,90,30,31.4,30,78.33,78.33,29,44.5,84,47,92.22,46.33,196,0,0,93,231.67

