Block,Time,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01062024/15062024/1000011005-GOHP-BRPL,NR/01062024/30062024/1000011017-PPGCL-BRPL,NR/01042024/30062024/NOC/HPSLDC/NR/2024/41758,NR/01062024/30062024/APPCPL/180/F25/GNA/12300,NR/01102023/06022042/L_NR_2012_02,NR/01062024/30062024/R2,NR/01102023/30042040/GNA_LT_35,NR/01062024/30062024/IEPL01,NR/01102023/23072042/L_NR_2012_04,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01102023/19072037/LT-05,NR/01062024/30062024/IIPL/(JPL(TM)-BRPL)/BRPLT-169/24-25/1,NR/01062024/30062024/JPL-BRPL(PTC)GNA,NR/01062024/30062024/8588/OAN/GMRETL/GPHHPPL-BRPL,NR/01062024/15062024/1000011003-KWHPS-BRPL(DISCOM),NR/01102023/31052040/LT-31,NR/01042024/31072024/LT_MEJA_DELHI,NR/30092023/31122025/SH-07,NR/01062024/30062024/1000011034-ACBL-BRPL,NR/01102023/06022042/L_NR_2012_07,NR/01102023/15082037/GNA_NR_2012_01,NR/30092023/26122029/SH-06,NR/01062024/30062024/1000011195-SIEL-BRPL(DISCOM),NR/01102023/05012040/L_NR_2020_02,NR/01062024/30062024/NDMC/D-46/EE(Power)/2024,NR/01102023/30042040/GNA_LT_36,NR/01102023/22052037/LT-59,NR/01102023/31102037/L_NR_2019_11,NR/01102023/27052033/DIAPL(L_NR_2023_04),L_NR_2019_19,SR/01102023/07102043/L_NR_2018_61,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/31032046/L_NR_2020_05,WR/01102023/24112044/L_NR_2020_07,WR/01102023/29112042/L_NR_2019_05,WR/01102023/01102023/L_NR_2020_06,WR/01102023/01102023/L_NR_2022_09,WR/01102023/30052048/L_NR_2022_10,WR/01102023/16072048/L_NR_2022_08,NR/01102023/25072045/L_NR_2021_15,NR/26072023/25122043/L_NR_2023_10,NR/22102023/11042047/L_NR_2021_17,NR/01102023/08032047/L_NR_2021_14,NR/01102023/02122045/L_NR_2021_13,NR/26072023/31072042/L_NR_2023_07,NR/01102023/02012046/L_NR_2021_17,NR/01102023/14082046/L_NR_2021_16,NR/22102023/11042047/L_NR_2021_16,NR/01102023/13082046/L_NR_2021_12
1,00:00-00:15,272.830000,48.240000,24.120000,12.710000,38.600000,220.000000,24.120000,0.000000,38.600000,0.000000,0.000000,115.360000,24.120000,48.240000,24.120000,24.120000,0.000000,16.090000,30.880000,24.120000,87.030000,100.520000,30.880000,48.240000,7.050000,29.010000,0.000000,5.630000,6.140000,28.260000,0,21.81,0,0,79,26.33,0,26.34,60.67,60.67,18.66,0,0,0,0,0,0,0,0,0,0

2,00:15-00:30,272.830000,48.240000,24.120000,12.710000,38.600000,220.000000,24.120000,0.000000,38.600000,0.000000,0.000000,115.360000,24.120000,48.240000,24.120000,24.120000,0.000000,16.090000,30.880000,24.120000,87.030000,100.520000,30.880000,48.240000,7.050000,29.010000,0.000000,5.630000,6.140000,28.260000,0,21.61,0,0,80,26.67,0,26.66,61.67,61.67,19,0,0,0,0,0,0,0,0,0,0

3,00:30-00:45,272.830000,48.240000,24.120000,12.710000,38.600000,220.000000,24.120000,0.000000,38.600000,0.000000,0.000000,115.360000,24.120000,48.240000,24.120000,24.120000,0.000000,16.090000,30.880000,24.120000,87.030000,100.520000,30.880000,48.240000,7.050000,29.010000,0.000000,5.630000,6.140000,28.260000,0,21.41,0,0,81.5,27.17,0,27.16,61.67,61.67,19,0,0,0,0,0,0,0,0,0,0

4,00:45-01:00,272.830000,48.240000,24.120000,12.710000,38.600000,220.000000,24.120000,0.000000,38.600000,0.000000,0.000000,115.360000,24.120000,48.240000,24.120000,24.120000,0.000000,16.090000,30.880000,24.120000,87.030000,100.520000,30.880000,48.240000,7.050000,29.010000,0.000000,5.630000,6.140000,28.260000,0,21.21,0,0,72,24,0,24,56.33,56.33,19.34,0,0,0,0,0,0,0,0,0,0

5,01:00-01:15,272.830000,48.240000,24.120000,12.620000,38.600000,220.000000,24.120000,0.000000,38.600000,0.000000,0.000000,115.360000,24.120000,48.240000,24.120000,24.120000,0.000000,16.090000,30.880000,24.120000,87.030000,100.520000,30.880000,48.240000,6.870000,29.010000,0.000000,5.630000,5.830000,28.260000,0,21.01,0,0,73,24.33,0,24.34,56.67,56.67,15,0,0,0,0,0,0,0,0,0,0

6,01:15-01:30,272.830000,48.240000,24.120000,12.620000,38.600000,220.000000,24.120000,0.000000,38.600000,0.000000,0.000000,115.360000,24.120000,48.240000,24.120000,24.120000,0.000000,16.090000,30.880000,24.120000,87.030000,100.520000,30.880000,48.240000,6.870000,29.010000,0.000000,5.630000,5.830000,28.260000,0,20.6,0,0,73,24.33,0,24.34,58,58,15.34,0,0,0,0,0,0,0,0,0,0

7,01:30-01:45,272.830000,48.240000,24.120000,12.620000,38.600000,220.000000,24.120000,0.000000,38.600000,0.000000,0.000000,115.360000,24.120000,48.240000,24.120000,24.120000,0.000000,16.090000,30.880000,24.120000,87.030000,100.520000,30.880000,48.240000,6.870000,29.010000,0.000000,5.630000,5.830000,28.260000,0,22.61,0,0,48,16,0,16,41,41,12.66,0,0,0,0,0,0,0,0,0,0

8,01:45-02:00,272.830000,48.240000,24.120000,12.620000,38.600000,220.000000,24.120000,0.000000,38.600000,0.000000,0.000000,115.360000,24.120000,48.240000,24.120000,24.120000,0.000000,16.090000,30.880000,24.120000,87.030000,100.520000,30.880000,48.240000,6.870000,29.010000,0.000000,5.630000,5.830000,28.260000,0,23.61,0,0,49,16.33,0,16.34,41.67,41.67,12.66,0,0,0,0,0,0,0,0,0,0

9,02:00-02:15,272.830000,48.240000,24.120000,12.520000,38.600000,220.000000,24.120000,0.000000,38.600000,0.000000,0.000000,115.360000,24.120000,48.240000,24.120000,24.120000,0.000000,16.090000,16.080000,24.120000,87.030000,100.520000,16.080000,48.240000,6.730000,24.660000,0.000000,5.630000,5.830000,28.260000,0,26.21,0,0,50,16.67,0,16.66,42.33,42.33,13.34,0,0,0,0,0,0,0,0,0,0

10,02:15-02:30,272.830000,48.240000,24.120000,12.520000,38.600000,220.000000,24.120000,0.000000,38.600000,0.000000,0.000000,115.360000,24.120000,48.240000,24.120000,24.120000,0.000000,16.090000,22.160000,24.120000,87.030000,100.520000,22.160000,48.240000,6.730000,24.660000,0.000000,5.630000,5.830000,28.260000,0,24.41,0,0,51,17,0,17,43.33,43.33,13.34,0,0,0,0,0,0,0,0,0,0

11,02:30-02:45,272.830000,48.240000,24.120000,12.520000,38.600000,220.000000,24.120000,0.000000,38.600000,0.000000,0.000000,115.360000,24.120000,48.240000,24.120000,24.120000,0.000000,16.090000,22.160000,24.120000,87.030000,100.520000,22.160000,48.240000,6.730000,24.660000,0.000000,5.630000,5.830000,27.260000,0,21.61,0,0,52.5,17.5,0,17.5,45,45,14,0,0,0,0,0,0,0,0,0,0

12,02:45-03:00,272.830000,48.240000,24.120000,12.520000,38.600000,220.000000,24.120000,0.000000,38.600000,0.000000,0.000000,115.360000,24.120000,48.240000,24.120000,24.120000,0.000000,16.090000,22.160000,24.120000,87.030000,100.520000,22.160000,48.240000,6.730000,24.660000,0.000000,5.630000,5.830000,27.260000,0,19.8,0,0,56,18.67,0,18.66,46.67,46.67,14.66,0,0,0,0,0,0,0,0,0,0

13,03:00-03:15,272.830000,48.240000,24.120000,12.440000,0.000000,220.000000,24.120000,0.000000,38.600000,0.000000,0.000000,115.360000,24.120000,48.240000,24.120000,24.120000,0.000000,7.660000,23.130000,24.120000,87.030000,100.520000,23.130000,48.240000,6.590000,24.660000,0.000000,4.660000,5.830000,27.260000,0,18.2,0,0,57.5,19.17,0,19.16,48.33,48.33,15.34,0,0,0,0,0,0,0,0,0,0

14,03:15-03:30,272.830000,48.240000,24.120000,12.440000,0.000000,220.000000,24.120000,0.000000,38.600000,0.000000,0.000000,115.360000,24.120000,48.240000,24.120000,24.120000,0.000000,7.660000,23.130000,24.120000,87.030000,100.520000,23.130000,48.240000,6.590000,24.660000,0.000000,4.660000,5.830000,27.260000,0,17.4,0,0,56.5,18.83,0,18.84,48.33,48.33,16,0,0,0,0,0,0,0,0,0,0

15,03:30-03:45,272.830000,48.240000,24.120000,12.440000,0.000000,220.000000,24.120000,0.000000,38.600000,0.000000,0.000000,115.360000,24.120000,48.240000,24.120000,24.120000,0.000000,7.660000,23.130000,24.120000,87.030000,100.520000,23.130000,48.240000,6.590000,24.660000,0.000000,5.050000,5.830000,27.260000,0,22.01,0,0,75,25,0,25,52.33,52.33,19.66,0,0,0,0,0,0,0,0,0,0

16,03:45-04:00,272.830000,48.240000,24.120000,12.440000,0.000000,220.000000,24.120000,0.000000,38.600000,0.000000,0.000000,66.190000,24.120000,48.240000,24.120000,24.120000,0.000000,7.660000,23.130000,24.120000,87.030000,100.520000,23.130000,48.240000,6.590000,24.660000,0.000000,5.050000,5.830000,27.260000,0,21.61,0,0,75.5,25.17,0,25.16,52.33,52.33,19.66,0,0,0,0,0,0,0,0,0,0

17,04:00-04:15,272.830000,48.240000,24.120000,12.340000,0.000000,220.000000,24.120000,0.000000,38.600000,0.000000,0.000000,66.190000,24.120000,48.240000,24.120000,24.120000,0.000000,7.660000,23.130000,24.120000,76.510000,100.520000,23.130000,48.240000,6.410000,24.660000,0.000000,5.050000,5.530000,27.260000,0,21.21,0,0,76,25.33,0,25.34,58.33,58.33,19.66,0,0,0,0,0,0,0,0,0,0

18,04:15-04:30,272.830000,48.240000,24.120000,12.340000,0.000000,220.000000,24.120000,0.000000,38.600000,0.000000,0.000000,66.190000,24.120000,48.240000,24.120000,24.120000,0.000000,7.660000,23.130000,24.120000,57.600000,100.520000,23.130000,48.240000,6.410000,24.660000,0.000000,5.050000,5.530000,27.260000,0,20.8,0,0,76.5,25.5,0,25.5,58.33,58.33,19.66,0,0,0,0,0,0,0,0,0,0

19,04:30-04:45,272.830000,48.240000,24.120000,12.340000,0.000000,176.130000,24.120000,0.000000,38.600000,0.000000,0.000000,66.190000,24.120000,48.240000,24.120000,24.120000,0.000000,7.660000,23.130000,24.120000,57.600000,86.840000,23.130000,48.240000,6.410000,24.660000,0.000000,5.050000,5.530000,27.260000,0,20.2,0,0,45,15,0,15,33.33,33.33,10,0,0,0,0,0,0,0,0,0,0

20,04:45-05:00,272.830000,48.240000,24.120000,12.340000,0.000000,176.130000,24.120000,0.000000,38.600000,0.000000,0.000000,66.190000,24.120000,48.240000,24.120000,24.120000,0.000000,7.660000,23.130000,24.120000,57.600000,48.240000,23.130000,48.240000,6.410000,24.660000,0.000000,5.050000,5.530000,27.260000,0,19.2,0,0,45,15,0,15,34,34,10,0,0,0,0,0,0,0,0,0,0

21,05:00-05:15,272.830000,48.240000,24.120000,12.250000,0.000000,176.130000,24.120000,0.000000,38.600000,0.000000,0.000000,66.190000,24.120000,48.240000,24.120000,24.120000,0.000000,7.660000,23.130000,24.120000,57.600000,69.470000,23.130000,48.240000,6.260000,24.660000,0.000000,4.970000,5.530000,27.260000,0,18.4,0,0,45,15,0,15,34.67,34.67,10,0,0,0,0,0,0,0,0,0,0

22,05:15-05:30,272.830000,48.240000,24.120000,12.250000,0.000000,176.130000,24.120000,0.000000,38.600000,0.000000,0.000000,66.190000,24.120000,48.240000,24.120000,24.120000,0.000000,7.660000,23.130000,24.120000,57.600000,69.470000,23.130000,48.240000,6.260000,24.660000,0.000000,4.970000,5.530000,27.260000,0,17,0,0,45,15,0,15,35.33,35.33,10,0,0,0,0,0,0,0,0,0,0

23,05:30-05:45,272.830000,48.240000,24.120000,12.250000,0.000000,220.000000,24.120000,0.000000,38.600000,0.000000,0.000000,66.190000,24.120000,48.240000,24.120000,24.120000,0.000000,7.660000,15.390000,24.120000,76.510000,76.230000,30.880000,48.240000,6.260000,24.660000,0.000000,4.970000,5.530000,27.260000,0.38972,16,0,0,45,15,0,15,34,34,11.66,0,0,0,0,0,0,0,0,0,0

24,05:45-06:00,272.830000,48.240000,24.120000,12.250000,0.000000,220.000000,24.120000,0.000000,38.600000,0.000000,0.000000,66.190000,24.120000,48.240000,24.120000,24.120000,0.000000,7.660000,15.390000,24.120000,76.510000,76.230000,30.880000,48.240000,6.260000,24.660000,0.000000,4.970000,5.530000,27.260000,1.208132,15,0,0,45,15,0,15,33.33,33.33,12.34,0.2,0,0,0.18,0.11,0,0,0,0,0.58

25,06:00-06:15,272.830000,48.240000,24.120000,12.160000,0.000000,220.000000,24.120000,0.000000,38.600000,0.000000,0.000000,66.190000,24.120000,48.240000,24.120000,24.120000,0.000000,7.660000,15.390000,24.120000,87.030000,100.520000,30.880000,48.240000,6.130000,24.660000,0.000000,4.970000,5.370000,27.260000,5.280706,30.42,9.66,0,45,15,6.94,15,32.67,32.67,12.66,1,1,0,1.67,0.46,1,0,0,1,2.29

26,06:15-06:30,272.830000,48.240000,24.120000,12.160000,0.000000,220.000000,24.120000,0.140000,38.600000,0.000000,0.000000,66.190000,24.120000,48.240000,24.120000,24.120000,0.140000,7.660000,15.390000,24.120000,87.030000,100.520000,30.880000,48.240000,6.130000,24.660000,0.150000,4.970000,5.370000,27.260000,9.626084,30.02,20.16,2,46,15.33,10.1,15.34,31.67,31.67,12,2,1,1,3.82,1.03,4,0,0,2,5.17

