Block,Time,L_NR_2012_01,SH-06,L_NR_2012_02,L_NR_2020_07,L_NR_2019_06,L_NR_2021_14,L_NR_2021_17,L_NR_2018_61,LT-59,L_NR_2023_04,LT-05,L_NR_2012_07,SH-07,LT-31,L_NR_2019_05,L_NR_2020_02,L_NR_2020_06,L_NR_2012_04,L_NR_2019_07,L_NR_2022_08,L_NR_2021_16,LT-35,L_NR_2019_11,L_NR_2020_05,L_NR_2021_12,LT-36,L_NR_2022_10,L_NR_2021_13,L_NR_2021_15,L_NR_2022_09,L_NR_2019_19
17,04:00-04:15,53.050000,0.000000,115.750000,22.63,0,0,0,25.14,0.000000,0.000000,33.110000,33.740000,0.000000,0.000000,0,0.000000,22.62,149.200000,0,24.29,0,0.000000,0.000000,67.86,0,0.000000,52.72,0,0,52.72,0

18,04:15-04:30,53.050000,0.000000,115.750000,22.27,0,0,0,25.18,0.000000,0.000000,33.110000,33.740000,0.000000,0.000000,0,0.000000,22.29,149.200000,0,23.26,0,0.000000,0.000000,66.86,0,0.000000,52.13,0,0,52.13,0

19,04:30-04:45,53.050000,0.000000,115.750000,21.79,0,0,0,25.03,0.000000,0.000000,33.110000,33.740000,0.000000,0.000000,0,0.000000,21.77,149.200000,0,22.44,0,0.000000,0.000000,65.32,0,0.000000,52.25,0,0,52.25,0

20,04:45-05:00,53.050000,0.000000,115.750000,21.37,0,0,0,17.74,0.000000,0.000000,33.110000,33.740000,0.000000,0.000000,0,0.000000,21.36,149.200000,0,21.59,0,0.000000,0.000000,64.08,0,0.000000,52.09,0,0,52.09,0

21,05:00-05:15,53.050000,0.000000,115.750000,17.72,0,0,0,18.47,0.000000,0.000000,33.110000,33.740000,0.000000,0.000000,0,0.000000,17.73,192.920000,0,19.08,0,0.000000,0.000000,53.17,0,0.000000,42.78,0,0,42.78,0

22,05:15-05:30,53.050000,0.000000,115.750000,17.63,0,0,0,18.93,0.000000,0.000000,33.110000,33.740000,0.000000,0.000000,0,0.000000,17.62,231.500000,0,17.86,0,0.000000,0.000000,52.88,0,0.000000,42.13,0,0,42.13,0

23,05:30-05:45,53.050000,0.000000,115.750000,18,0,0,0,18.24,0.000000,0.000000,33.110000,33.740000,0.000000,0.000000,0,0.000000,17.99,271.290000,0,17.86,0,0.000000,0.000000,53.98,0,0.000000,41.53,0,0,41.53,0.165852

24,05:45-06:00,53.050000,0.000000,115.750000,17.81,0,0,1,17.75,0.000000,0.000000,33.110000,33.740000,0.000000,0.000000,0,0.000000,17.81,271.290000,0,18.83,2,0.000000,0.000000,53.43,0.13,0.000000,39.75,0.03,0,39.75,1.629252

25,06:00-06:15,81.990000,0.000000,148.190000,17.75,5.8,0.03,2.33,10.71,0.000000,0.000000,33.110000,33.740000,0.000000,0.000000,4.45,0.000000,17.76,271.290000,1.26,19.08,4.67,0.000000,0.000000,53.27,1.84,0.000000,37.88,0.37,0.51,37.88,6.009696

26,06:15-06:30,101.040000,0.000000,148.190000,16.6,14.49,0.03,2.33,10.31,0.000000,0.000000,33.110000,33.740000,0.000000,0.280000,7.37,0.000000,16.6,271.290000,1.93,19.9,4.67,0.280000,0.000000,49.8,6.07,0.280000,36.48,1.21,1.3,36.48,9.434052

27,06:30-06:45,101.040000,0.000000,148.190000,14.38,24.15,0.32,2.67,9.92,0.000000,0.000000,33.110000,33.740000,0.000000,0.530000,10.96,0.000000,14.39,271.290000,5.47,18.92,5.33,0.530000,0.000000,43.15,11.63,0.530000,35.24,2.33,2.5,35.24,12.87792

28,06:45-07:00,101.040000,0.000000,148.190000,14.23,33,0.95,3.33,9.57,0.000000,0.000000,33.110000,33.740000,0.000000,0.840000,16.26,0.000000,14.25,271.290000,10.02,18.83,6.67,0.840000,0.000000,42.74,18.29,0.860000,35.59,3.66,4.01,35.59,16.994952

29,07:00-07:15,101.040000,0.000000,148.190000,14.62,33,3.8,4.33,9.17,0.000000,0.000000,33.110000,33.740000,0.000000,1.120000,22.7,0.000000,14.62,271.290000,15.49,19.65,8.67,1.120000,0.000000,43.85,26.03,1.150000,36.23,5.2,6.03,36.23,21.687588

30,07:15-07:30,101.040000,0.000000,115.750000,15.09,32.23,7.92,5.33,8.81,0.000000,0.000000,33.110000,33.740000,0.000000,1.460000,30.87,0.000000,15.1,271.290000,22.78,20.52,10.67,1.460000,0.000000,45.29,35.23,1.500000,37.02,7.04,8.58,37.02,26.526564

31,07:30-07:45,72.100000,0.000000,115.750000,15.55,30.67,12.79,7.67,5.16,0.000000,0.000000,33.110000,33.740000,0.000000,1.850000,30.66,0.000000,15.56,231.500000,30.67,20.5,15.33,1.850000,0.000000,46.67,47.14,1.900000,39.65,9.43,10.74,39.65,31.277736

32,07:45:08:00,53.050000,0.000000,115.750000,15.3,31,19.16,11.67,5,0.000000,0.000000,33.110000,33.740000,0.000000,2.480000,31,0.000000,15.31,192.920000,31,16.95,23.33,2.480000,0.000000,45.92,59.92,2.550000,41.48,11.98,12.84,41.48,35.472816

33,08:00-08:15,53.050000,0.000000,115.750000,16.24,32.33,28.06,10.67,5.1,0.000000,0.000000,33.110000,33.740000,0.000000,3.010000,32.34,0.000000,16.23,231.500000,32.33,17.31,21.33,3.010000,0.000000,48.7,76.19,3.080000,41.91,15.24,15.67,41.91,39.502044

34,08:15-08:30,53.050000,0.000000,115.750000,16.81,32.33,35.05,11.33,5.02,0.000000,0.000000,33.110000,33.740000,0.000000,4.640000,32.34,0.000000,16.79,231.500000,32.33,18.43,22.67,4.640000,0.000000,50.38,93.9,4.760000,42.75,18.78,18.3,42.75,43.423956

35,08:30-08:45,53.050000,0.000000,115.750000,17,32.33,43,12.67,5.2,0.000000,0.000000,33.110000,33.740000,0.000000,5.410000,32.34,0.000000,16.99,271.290000,32.33,18.89,25.33,5.410000,0.000000,50.98,108.92,5.540000,41.89,21.78,21.16,41.89,47.501964

36,08:45:09:00,53.050000,0.000000,115.750000,17.04,32.33,50.22,15,4.97,0.000000,0.000000,33.110000,33.740000,0.000000,6.540000,32.34,0.000000,17.05,271.290000,32.33,19.4,30,6.540000,0.000000,51.15,124.72,6.700000,40.75,24.94,24.07,40.75,51.85314

37,09:00:09:15,53.050000,0.000000,115.750000,12.76,32.33,56.27,16.66,4.88,0.000000,0.000000,33.110000,33.740000,0.000000,7.480000,32.34,0.000000,12.78,271.290000,32.33,14.22,33.34,7.480000,0.000000,38.33,139.03,7.660000,29.54,27.81,26.88,29.54,56.106756

38,09:15-09:30,53.050000,0.000000,115.750000,12.9,32.33,60.99,25.33,4.93,0.000000,0.000000,33.110000,33.740000,0.000000,8.180000,32.34,0.000000,12.91,271.290000,32.33,14.4,50.67,8.180000,0.000000,38.73,153.58,8.380000,30.07,30.72,29.49,30.07,59.745744

39,09:30-09:45,53.050000,0.000000,163.980000,13.05,32.33,72.68,28,7.23,0.000000,0.000000,33.110000,33.740000,0.000000,9.230000,32.34,0.000000,13.04,271.290000,32.33,14.86,56,9.230000,0.000000,39.12,188.79,9.460000,30.61,37.76,31.46,30.61,62.604252

40,09:45-10:00,53.050000,0.000000,164.010000,13.24,32.33,78.28,31.33,7.35,0.000000,0.000000,33.110000,33.740000,0.000000,9.690000,32.34,0.000000,13.25,271.290000,32.33,14.88,62.67,9.690000,0.000000,39.74,200,9.940000,31.35,40,33.29,31.35,65.335932

41,10:00-10:15,53.050000,0.000000,164.010000,13.39,32.33,83,35.66,7.27,0.000000,0.000000,33.110000,33.740000,0.000000,9.760000,32.34,0.000000,13.38,271.290000,32.33,15.89,71.34,9.760000,0.000000,40.15,208.54,10.010000,32.12,41.71,34.75,32.12,68.965164

42,10:15-10:30,53.050000,0.000000,164.010000,13.53,32.33,87.45,36.33,7.24,0.000000,0.000000,33.110000,33.740000,0.000000,9.970000,32.34,0.000000,13.53,271.290000,32.33,16.28,72.67,9.970000,0.000000,40.58,216.88,10.230000,33.22,43.37,35.78,33.22,73.101708

43,10:30-10:45,53.050000,0.000000,164.010000,13.66,32.33,90.49,37.33,7.29,0.000000,0.000000,33.110000,46.810000,0.000000,10.260000,32.34,0.000000,13.67,271.290000,32.33,16.39,74.67,10.260000,0.000000,41,225.24,10.510000,34.13,45.05,37.04,34.13,77.501664

44,10:45-11:00,53.050000,0.000000,164.010000,13.79,32.33,91.96,36.33,7.25,0.000000,0.000000,33.110000,46.810000,0.000000,10.260000,32.34,0.000000,13.81,271.290000,32.33,15.98,72.67,10.260000,0.000000,41.42,229.88,10.510000,34.72,45.97,38.15,34.72,82.350396

45,11:00-11:15,53.050000,0.000000,202.540000,13.96,32.67,93.02,37.66,7.3,0.000000,0.000000,33.110000,46.810000,0.000000,10.260000,32.66,0.000000,13.95,271.290000,32.67,15.73,75.34,10.260000,0.000000,41.86,191.88,10.510000,42.42,38.37,39.11,42.42,84.994272

46,11:15-11:30,53.050000,0.000000,202.540000,14.11,32.67,93.57,38.33,7.23,0.000000,0.000000,33.110000,46.810000,0.000000,10.260000,32.66,0.000000,14.09,271.290000,32.67,15.27,76.67,10.260000,0.000000,42.28,191.88,10.510000,43.16,38.37,39.92,43.16,85.257684

47,11:30-11:45,81.990000,0.000000,234.980000,14.33,32.67,93.64,38.33,7.31,0.000000,0.000000,33.110000,64.820000,0.000000,10.260000,32.66,0.000000,14.34,271.290000,32.67,15.45,76.67,10.260000,0.000000,43.01,191.88,10.510000,43.97,38.37,38.83,43.97,84.516228

48,11:45-12:00,101.040000,0.000000,234.980000,14.63,32.67,93.64,39,7.31,0.000000,0.000000,33.110000,64.820000,0.000000,10.260000,32.66,0.000000,14.62,271.290000,32.67,15.79,78,10.260000,0.000000,43.88,191.88,10.510000,44.66,38.37,37.48,44.66,83.1699

49,12:00-12:15,101.040000,0.000000,234.980000,14.95,32.67,93.64,40.33,7.36,0.000000,0.000000,57.900000,64.820000,0.000000,10.260000,32.66,0.000000,14.95,271.290000,32.67,17.54,80.67,10.260000,0.000000,44.86,191.88,10.510000,44.88,38.37,43.65,44.88,88.789356

50,12:15-12:30,101.040000,0.000000,234.980000,15.34,32.67,93.64,40.33,7.25,0.000000,0.000000,57.900000,64.820000,0.000000,10.260000,32.66,0.000000,15.32,271.290000,32.67,15.55,80.67,10.260000,0.000000,45.97,183.54,10.510000,45.22,36.71,43.71,45.22,92.106396

51,12:30-12:45,101.040000,0.000000,234.980000,19.26,32.67,93.64,40.33,7.37,0.000000,0.000000,57.900000,64.820000,0.000000,10.260000,32.66,0.000000,19.28,271.290000,32.67,15.63,80.67,10.260000,0.000000,57.83,200.21,10.510000,54.07,40.04,43.37,54.07,91.774692

52,12:45-13:00,101.040000,0.000000,234.980000,19.52,32.67,93.6,40.33,7.3,0.000000,0.000000,57.900000,64.820000,0.000000,9.770000,32.66,0.000000,19.51,271.290000,32.67,15.72,80.67,9.770000,0.000000,58.54,200.21,10.020000,54.14,40.04,42.92,54.14,93.033216

53,13:00-13:15,101.040000,0.000000,234.980000,19.84,32.67,93.5,40.33,7.38,0.000000,0.000000,57.900000,64.820000,0.000000,9.770000,32.66,0.000000,19.82,271.290000,32.67,15.86,80.67,9.770000,0.000000,59.47,225.21,10.020000,54.54,45.04,42.2,54.54,92.818584

54,13:15-13:30,101.040000,0.000000,234.980000,20.13,32.67,93.47,40.33,7.37,0.000000,0.000000,57.900000,64.820000,0.000000,9.770000,32.66,0.000000,20.13,271.290000,32.67,16.26,80.67,9.770000,0.000000,60.39,225.21,10.020000,55.11,45.04,41.11,55.11,90.077148

55,13:30-13:45,101.040000,0.000000,234.980000,20.45,32.67,93.5,40.33,7.23,0.000000,0.000000,57.900000,64.820000,0.000000,9.770000,32.66,0.000000,20.46,271.290000,32.67,16.75,80.67,9.770000,0.000000,61.38,225.12,10.020000,56.01,45.02,40.79,56.01,94.82832

56,13:45-14:00,101.040000,0.000000,234.980000,20.79,32.67,93.26,40.33,8.43,0.000000,0.000000,57.900000,64.820000,0.000000,9.770000,32.66,0.000000,20.8,271.290000,32.67,17.55,80.67,9.770000,0.000000,62.38,225.21,10.020000,56.73,45.04,37.48,56.73,86.564988

57,14:00-14:15,101.040000,0.000000,234.980000,21.12,32.67,84.95,39.66,9.15,0.000000,0.000000,57.900000,64.820000,0.000000,9.770000,32.66,0.000000,21.12,271.290000,32.67,19.24,79.34,9.770000,0.000000,63.35,225.21,10.020000,51.12,45.04,36.29,51.12,80.838216

58,14:15-14:30,101.040000,0.000000,234.980000,21.47,32.67,84.42,37.66,9.98,0.000000,0.000000,57.900000,64.820000,0.000000,9.770000,32.66,0.000000,21.48,271.290000,32.67,19.44,75.34,9.770000,0.000000,64.43,221.04,10.020000,51.88,44.21,34.91,51.88,77.238252

59,14:30-14:45,101.040000,0.000000,261.020000,21.84,32.67,83.41,36,10.63,0.000000,0.000000,57.900000,64.820000,0.000000,9.770000,32.66,0.000000,21.84,271.290000,32.67,19.82,72,9.770000,0.000000,65.52,216.88,10.020000,52.55,43.37,33.25,52.55,73.784628

60,14:45-15:00,101.040000,0.000000,261.020000,22.2,32.67,73.54,34.33,11.31,0.000000,0.000000,57.900000,64.820000,0.000000,9.550000,32.66,0.000000,22.2,271.290000,32.67,20.18,68.67,9.550000,0.000000,66.6,208.92,9.790000,53.52,41.78,31.64,53.52,70.09686

61,15:00-15:15,72.100000,0.000000,225.640000,22.49,32.67,70.06,32.33,11.77,0.000000,0.000000,57.900000,64.820000,0.000000,9.270000,32.66,0.000000,22.5,271.290000,32.67,20.33,64.67,9.270000,0.000000,67.5,167.13,9.500000,53.11,33.43,30.2,53.11,63.433512

62,15:15-15:30,48.230000,0.000000,225.640000,22.82,32.67,65.3,29,12.56,0.000000,0.000000,57.900000,64.820000,0.000000,9.010000,32.66,0.000000,22.83,271.290000,32.67,24.61,58,9.010000,0.000000,68.48,158.8,9.230000,52.73,31.76,28.46,52.73,58.077468

63,15:30-15:45,48.230000,0.000000,225.640000,24.32,32.67,61.62,27.33,18.13,0.000000,0.000000,57.900000,64.820000,0.000000,8.700000,32.66,0.000000,24.32,271.290000,32.67,24.5,54.67,8.700000,0.000000,72.96,146.3,8.920000,62.88,29.26,29.63,62.88,52.48728

64,15:45-16:00,48.230000,0.000000,225.640000,24.31,32.67,56.78,25,18.73,0.000000,0.000000,57.900000,64.820000,0.000000,8.330000,32.66,0.000000,24.32,271.290000,32.67,24.33,50,8.330000,0.000000,72.95,137.97,8.540000,62.54,27.59,28.67,62.54,46.692216

65,16:00-16:15,48.230000,0.000000,225.640000,24.33,32.67,51.71,21,19.54,0.000000,0.000000,57.900000,64.820000,0.000000,7.870000,32.66,0.000000,24.31,271.290000,32.67,24.23,42,7.870000,0.000000,72.94,130.63,8.070000,62.54,26.13,27.42,62.54,41.589828

66,16:15-16:30,48.230000,0.000000,225.640000,24.12,32.67,39.43,19.66,20.12,0.000000,0.000000,57.900000,64.820000,0.000000,7.250000,32.66,0.000000,24.13,271.290000,32.67,24.22,39.34,7.250000,0.000000,72.39,112.97,7.430000,62.44,22.59,25.75,62.44,37.326456

67,16:30-16:45,48.230000,0.000000,225.640000,23.98,33,34.83,17,21.5,0.000000,0.000000,57.900000,64.820000,0.000000,6.260000,33,0.000000,23.98,271.290000,30.65,23.79,34,6.260000,0.000000,71.94,92.13,6.410000,62.29,18.43,23.58,62.29,32.741136

68,16:45-17:00,48.230000,0.000000,225.640000,23.89,33,30.25,13,22.75,0.000000,0.000000,57.900000,64.820000,0.000000,5.220000,33,0.000000,23.88,271.290000,16.82,22.89,26,5.220000,0.000000,71.64,76.17,5.360000,62.22,15.23,21.29,62.22,27.589968

69,17:00-17:15,48.230000,0.000000,225.640000,23.68,33,24.26,11.67,23.14,0.000000,0.000000,57.900000,64.820000,0.000000,4.710000,33,0.000000,23.67,271.290000,7.77,22.51,23.33,4.710000,0.000000,71.02,78.72,4.820000,63.42,15.74,14.64,63.42,22.82904

70,17:15-17:30,48.230000,0.000000,225.640000,23.56,32.84,19.9,8.67,23.8,0.000000,0.000000,57.900000,64.820000,0.000000,3.990000,33,0.000000,23.55,271.290000,2.22,22.11,17.33,3.990000,0.000000,70.65,87.88,4.090000,62.75,17.57,12.92,62.75,18.760788

71,17:30-17:45,48.230000,0.000000,225.640000,23.45,19.32,14.59,3.67,24.11,0.000000,0.000000,57.900000,64.820000,0.000000,3.340000,33,0.000000,23.45,271.290000,0.66,21.74,7.33,3.340000,0.000000,70.36,72.09,3.420000,62.77,14.42,10.79,62.77,15.131556

72,17:45-18:00,48.230000,0.000000,225.640000,23.15,11.59,8.09,3,9.73,0.000000,0.000000,57.900000,64.820000,0.000000,2.570000,32.05,0.000000,23.13,271.290000,0,21.37,6,2.570000,0.000000,69.4,53.97,2.640000,61.7,10.79,8.79,61.7,11.775492

73,18:00-18:15,48.230000,0.000000,225.640000,23,0,5.39,4.67,9.87,0.000000,0.000000,57.900000,64.820000,0.000000,2.040000,0,0.000000,23,271.290000,0,20.78,9.33,2.040000,0.000000,69,42.68,2.090000,58.87,8.54,7.84,58.87,8.73162

74,18:15-18:30,77.170000,0.000000,225.640000,22.44,0,1.44,3.67,9.94,0.000000,0.000000,57.900000,64.820000,0.000000,1.560000,0,0.000000,22.44,271.290000,0,23.41,7.33,1.560000,0.000000,67.32,35.12,1.590000,60.19,7.02,5.74,60.19,5.453604

75,18:30-18:45,101.040000,0.000000,261.020000,24.43,0,0.72,3,10.05,0.000000,0.000000,57.900000,73.970000,0.000000,0.960000,0,0.000000,24.44,271.290000,0,22.88,6,0.960000,0.000000,73.32,26.09,0.980000,59.38,5.22,4.03,59.38,2.73168

76,18:45-19:00,101.040000,0.000000,261.020000,24.11,0,0.24,1.67,10.53,0.000000,0.000000,57.900000,73.970000,0.000000,0.620000,0,0.000000,24.11,271.290000,0,22.54,3.33,0.620000,0.000000,72.33,15.98,0.640000,58.2,3.19,2.59,58.2,1.209744

77,19:00-19:15,101.040000,0.000000,261.020000,23.71,0,0.03,1,10.93,0.000000,0.000000,57.900000,73.970000,0.000000,0.400000,0,0.000000,23.73,271.290000,0,22.22,2,0.400000,0.000000,71.18,10.03,0.410000,57.58,2.01,1.4,57.58,0.360972

78,19:15-19:30,101.040000,0.000000,261.020000,23.27,0,0,0,11.25,0.000000,0.000000,57.900000,73.970000,0.000000,0.190000,0,0.000000,23.29,271.290000,0,21.7,0,0.190000,0.000000,69.86,4.69,0.200000,56.81,0.94,0.41,56.81,0

79,19:30-19:45,101.040000,0.000000,261.020000,22.86,0,0,0.67,11.53,0.000000,0.000000,57.900000,73.970000,0.000000,0.090000,0,0.000000,22.87,271.290000,0,21.88,1.33,0.090000,0.000000,68.61,0.86,0.090000,56.04,0.17,0,56.04,0

80,19:45-20:00,101.040000,0.000000,261.020000,22.51,0,0,0,11.71,0.000000,0.000000,57.900000,73.970000,0.000000,0.000000,0,0.000000,22.5,271.290000,0,22.49,0,0.000000,0.000000,67.51,0,0.000000,55.17,0,0,55.17,0

81,20:00-20:15,101.040000,0.000000,261.020000,22.1,0,0,0,11.71,0.000000,0.000000,57.900000,73.970000,0.000000,0.000000,0,0.000000,22.12,271.290000,0,20.76,0,0.000000,0.000000,66.35,0,0.000000,49.88,0,0,49.88,0

82,20:15-20:30,101.040000,0.000000,261.020000,21.72,0,0,0,11.98,0.000000,0.000000,57.900000,73.970000,0.000000,0.000000,0,0.000000,21.71,271.290000,0,20.23,0,0.000000,0.000000,65.14,0,0.000000,49.54,0,0,49.54,0

83,20:30-20:45,101.040000,0.000000,261.020000,21.52,0,0,0,12.03,0.000000,0.000000,57.900000,73.970000,0.000000,0.000000,0,0.000000,21.51,271.290000,0,20.09,0,0.000000,0.000000,64.54,0,0.000000,49,0,0,49,0

84,20:45-21:00,101.040000,0.000000,261.020000,21.41,0,0,0,13.25,0.000000,0.000000,57.900000,73.970000,0.000000,0.000000,0,0.000000,21.41,271.290000,0,19.98,0,0.000000,0.000000,64.24,0,0.000000,48.95,0,0,48.95,0

85,21:00-21:15,101.040000,0.000000,261.020000,21.23,0,0,0,11.54,0.000000,0.000000,57.900000,73.970000,0.000000,0.000000,0,0.000000,21.22,271.290000,0,19.94,0,0.000000,0.000000,63.67,0,0.000000,48.41,0,0,48.41,0

86,21:15-21:30,101.040000,0.000000,261.020000,21.05,0,0,0,11.94,0.000000,0.000000,57.900000,73.970000,0.000000,0.000000,0,0.000000,21.04,271.290000,0,19.54,0,0.000000,0.000000,63.13,0,0.000000,47.88,0,0,47.88,0

87,21:30-21:45,101.040000,0.000000,261.020000,18.75,0,0,0,12.35,0.000000,0.000000,57.900000,73.970000,0.000000,0.000000,0,0.000000,18.76,271.290000,0,18.21,0,0.000000,0.000000,56.28,0,0.000000,46.06,0,0,46.06,0

88,21:45-22:00,101.040000,0.000000,261.020000,18.57,0,0,0,12.76,0.000000,0.000000,57.900000,73.970000,0.000000,0.000000,0,0.000000,18.56,271.290000,0,18.42,0,0.000000,0.000000,55.69,0,0.000000,45.51,0,0,45.51,0

89,22:00-22:15,101.040000,0.000000,261.020000,18.62,0,0,0,13.16,0.000000,0.000000,57.900000,73.970000,0.000000,0.000000,0,0.000000,18.62,271.290000,0,18.43,0,0.000000,0.000000,55.87,0,0.000000,45.73,0,0,45.73,0

90,22:15-22:30,101.040000,0.000000,261.020000,18.69,0,0,0,13.57,0.000000,0.000000,57.900000,73.970000,0.000000,0.000000,0,0.000000,18.68,271.290000,0,18.23,0,0.000000,0.000000,56.05,0,0.000000,46.19,0,0,46.19,0

91,22:30-22:45,101.040000,0.000000,261.020000,20.08,0,0,0,14.13,0.000000,0.000000,57.900000,73.970000,0.000000,0.000000,0,0.000000,20.09,271.290000,0,17.66,0,0.000000,0.000000,60.26,0,0.000000,46.35,0,0,46.35,0

92,22:45-23:00,101.040000,0.000000,261.020000,20.14,0,0,0,8.13,0.000000,0.000000,57.900000,73.970000,0.000000,0.000000,0,0.000000,20.14,271.290000,0,18.3,0,0.000000,0.000000,60.42,0,0.000000,46.42,0,0,46.42,0

93,23:00-23:15,101.040000,0.000000,261.020000,20.2,0,0,0,8.53,0.000000,0.000000,57.900000,73.970000,0.000000,0.000000,0,0.000000,20.2,271.290000,0,18.54,0,0.000000,0.000000,60.6,0,0.000000,46.62,0,0,46.62,0

94,23:15-23:30,101.040000,0.000000,261.020000,20.27,0,0,0,9.13,0.000000,0.000000,57.900000,73.970000,0.000000,0.000000,0,0.000000,20.26,271.290000,0,18.51,0,0.000000,0.000000,60.79,0,0.000000,47.24,0,0,47.24,0

95,23:30-23:45,101.040000,0.000000,261.020000,20.39,0,0,0,9.53,0.000000,0.000000,57.900000,73.970000,0.000000,0.000000,0,0.000000,20.4,271.290000,0,18.44,0,0.000000,0.000000,61.19,0,0.000000,48.17,0,0,48.17,0

96,23:45-24:00,101.040000,0.000000,261.020000,20.59,0,0,0,9.93,0.000000,0.000000,57.900000,73.970000,0.000000,0.000000,0,0.000000,20.57,271.290000,0,18.55,0,0.000000,0.000000,61.72,0,0.000000,49.75,0,0,49.75,0

