Block,Time,WR/01102023/01102023/L_NR_2020_06,WR/01102023/29112042/L_NR_2019_05,SR/01122023/31122023/BYPL_KSEB_DEC23,WR/01102023/16072048/L_NR_2022_08,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/06022042/L_NR_2012_02,WR/01102023/30052048/L_NR_2022_10,WR/01102023/31032046/L_NR_2020_05,NR/01122023/31122023/5412UPCL/CE(Comm)/SE/Banking dt. 17.11.2023,WR/01102023/24112044/L_NR_2020_07,NR/22102023/11042047/L_NR_2021_16,NR/30092023/31122025/SH-07,NR/16122023/22122023/HP-16,NR/01102023/15082037/GNA_NR_2012_01,NR/22102023/11042047/L_NR_2021_17,NR/01102023/02122045/L_NR_2021_13,NR/19122023/19122023/SJVN191223NR1302,NR/01102023/31102037/L_NR_2019_11,NR/01102023/05012040/L_NR_2020_02,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/06022042/L_NR_2012_07,NR/01102023/23072042/L_NR_2012_04,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/30092023/26122029/SH-06,WR/01102023/01102023/L_NR_2022_09,NR/01102023/31052040/LT-31,L_NR_2019_19,SR/01102023/07102043/L_NR_2018_61,NR/01102023/30042040/GNA_LT_35,NR/01102023/22052037/LT-59,NR/01102023/19072037/LT-05,NR/01102023/30042040/GNA_LT_36,NR/01102023/25122043/GNA_MEJA_DELHI,NR/16122023/22122023/HP-20,NR/01102023/08032047/L_NR_2021_14,NR/01102023/13082046/L_NR_2021_12,NR/26072023/31072042/L_NR_2023_07,NR/26072023/25122043/L_NR_2023_10,NR/01102023/25072045/L_NR_2021_15,NR/19122023/19122023/SJVN191223NR1301
6,01:15-01:30,26.27,0,48.02,20.36,0,119.090000,55.8,78.78,96.040000,26.26,0,25.920000,133.760000,48.020000,0,0,0,1.070000,1.660000,23.050000,31.690000,192.080000,0,25.920000,55.8,0.000000,0,24.41,0.000000,1.010000,70.020000,0.000000,0.000000,127.710000,0,0,0,0,0,0

7,01:30-01:45,21.77,0,48.02,15.31,0,119.090000,38.53,65.33,96.040000,21.78,0,25.920000,133.760000,48.020000,0,0,0,1.070000,1.660000,23.050000,31.690000,192.080000,0,25.920000,38.53,0.000000,0,19.62,0.000000,1.010000,70.020000,0.000000,0.000000,127.710000,0,0,0,0,0,0

8,01:45-02:00,21.78,0,48.02,15.54,0,119.090000,39.07,65.33,96.040000,21.78,0,25.920000,133.760000,48.020000,0,0,0,1.070000,1.660000,23.050000,31.690000,192.080000,0,25.920000,39.07,0.000000,0,20.31,0.000000,1.010000,70.020000,0.000000,0.000000,127.710000,0,0,0,0,0,0

9,02:00-02:15,17.28,0,48.02,11.1,0,119.090000,39.06,51.81,96.040000,17.27,0,25.920000,133.760000,48.020000,0,0,0,1.070000,1.660000,23.050000,31.690000,192.080000,0,25.920000,39.06,0.000000,0,20.75,0.000000,1.010000,70.020000,0.000000,0.000000,127.710000,0,0,0,0,0,0

10,02:15-02:30,17.62,0,48.02,11.6,0,119.090000,39.15,52.85,96.040000,17.62,0,25.920000,133.760000,48.020000,0,0,0,1.070000,1.660000,23.050000,31.690000,192.080000,0,25.920000,39.15,0.000000,0,21.34,0.000000,1.010000,70.020000,0.000000,0.000000,127.710000,0,0,0,0,0,0

11,02:30-02:45,14.28,0,48.02,12.27,0,119.090000,33.63,42.85,96.040000,14.28,0,25.920000,133.760000,48.020000,0,0,0,1.070000,1.660000,23.050000,31.690000,192.080000,0,25.920000,33.63,0.000000,0,22.06,0.000000,1.010000,70.020000,0.000000,0.000000,127.710000,0,0,0,0,0,0

12,02:45-03:00,14.82,0,48.02,13,0,119.090000,33.95,44.46,96.040000,14.82,0,25.920000,133.760000,48.020000,0,0,0,1.070000,1.660000,23.050000,31.690000,192.080000,0,25.920000,33.95,0.000000,0,22.94,0.000000,1.010000,70.020000,0.000000,0.000000,127.710000,0,0,0,0,0,0

13,03:00-03:15,11.72,0,48.02,8.32,0,119.090000,34.43,35.16,96.040000,11.72,0,25.920000,133.760000,48.020000,0,0,0,1.070000,1.660000,23.050000,31.690000,192.080000,0,25.920000,34.43,0.000000,0,20.1,0.000000,0.930000,70.020000,0.000000,0.000000,127.710000,0,0,0,0,0,0

14,03:15-03:30,12.22,0,48.02,8.54,0,119.090000,35.11,36.63,96.040000,12.21,0,25.920000,133.760000,48.020000,0,0,0,1.070000,1.660000,23.050000,31.690000,192.080000,0,25.920000,35.11,0.000000,0,20.39,0.000000,0.930000,70.020000,0.000000,0.000000,127.710000,0,0,0,0,0,0

15,03:30-03:45,12.65,0,48.02,8.68,0,119.090000,35.77,37.94,96.040000,12.65,0,25.920000,133.760000,48.020000,0,0,0,1.070000,1.660000,22.090000,31.690000,192.080000,0,25.920000,35.77,0.000000,0,25.01,0.000000,0.930000,70.020000,0.000000,0.000000,127.710000,0,0,0,0,0,0

16,03:45-04:00,13.28,0,48.02,8.67,0,119.090000,36.77,39.79,96.040000,13.26,0,25.920000,133.760000,48.020000,0,0,0,1.070000,1.660000,22.090000,31.690000,192.080000,0,25.920000,36.77,0.000000,0,25.21,0.000000,0.930000,70.020000,0.000000,0.000000,127.710000,0,0,0,0,0,0

17,04:00-04:15,11.82,0,48.02,9.62,0,119.090000,31.87,35.47,96.040000,11.82,0,25.920000,133.760000,48.020000,0,0,0,1.070000,1.660000,22.090000,31.690000,192.080000,0,25.920000,31.87,0.000000,0,27.93,0.000000,0.930000,70.020000,0.000000,0.000000,127.710000,0,0,0,0,0,0

18,04:15-04:30,12.11,0,48.02,10.23,0,119.090000,32.06,36.31,96.040000,12.1,0,25.920000,133.760000,48.020000,0,0,0,1.070000,1.660000,22.090000,31.690000,192.080000,0,25.920000,32.06,0.000000,0,27.8,0.000000,0.930000,70.020000,0.000000,0.000000,127.710000,0,0,0,0,0,0

19,04:30-04:45,12.5,0,48.02,8.55,0,119.090000,32.99,37.47,96.040000,12.49,0,25.920000,133.760000,48.020000,0,0,0,1.070000,1.660000,22.090000,31.690000,192.080000,0,25.920000,32.99,0.000000,0,27.54,0.000000,0.930000,70.020000,0.000000,0.000000,127.710000,0,0,0,0,0,0

20,04:45-05:00,12.61,0,48.02,8.4,0,119.090000,33.92,37.81,96.040000,12.6,0,25.920000,133.760000,48.020000,0,0,0,1.070000,1.660000,22.090000,31.690000,192.080000,0,25.920000,33.92,0.000000,0,27.33,0.000000,0.930000,70.020000,0.000000,0.000000,127.710000,0,0,0,0,0,0

21,05:00-05:15,18.43,0,48.02,7.77,0,147.900000,48.87,55.31,96.040000,18.44,0,25.920000,133.760000,48.020000,0,0,0,1.070000,1.660000,22.090000,31.690000,192.080000,0,25.920000,48.87,0.000000,0,21.05,0.000000,0.930000,70.020000,0.000000,0.000000,127.710000,0,0,0,0,0,0

22,05:15-05:30,18.72,0,48.02,7.96,0,178.860000,49.25,56.16,96.040000,18.72,0,25.920000,133.760000,48.020000,0,0,0,1.070000,1.660000,22.090000,55.340000,192.080000,0,25.920000,49.25,0.000000,0,21.53,0.000000,0.930000,70.020000,0.000000,0.000000,127.710000,0,0,0,0,0,0

23,05:30-05:45,19.27,0,48.02,9.77,0,178.860000,48.89,57.81,96.040000,19.27,0,25.920000,133.760000,48.020000,0,0,0,1.070000,1.660000,22.090000,55.340000,192.080000,0,25.920000,48.89,0.000000,0,21.94,0.000000,0.930000,65.880000,0.000000,0.000000,127.710000,0,0,0,0,0,0

24,05:45-06:00,19.56,0,48.02,10.44,0,205.750000,46.99,58.66,96.040000,19.55,0,25.920000,133.760000,48.020000,0,0,0,1.070000,1.660000,22.090000,55.340000,230.500000,0,25.920000,46.99,0.000000,0,22.34,0.000000,0.930000,65.880000,0.000000,0.000000,127.710000,0,0,0,0,0,0

25,06:00-06:15,19.7,0,48.02,9.31,0,253.770000,35.11,59.09,96.040000,19.69,0,25.370000,0.000000,48.020000,0,0,0,0.990000,1.660000,22.090000,55.340000,270.110000,0,30.730000,35.11,0.000000,0,23.08,0.000000,0.930000,65.880000,0.000000,0.000000,257.150000,0,0,0,0,0,0

26,06:15-06:30,20.1,0,48.02,9.75,0,259.880000,34.86,60.33,96.040000,20.11,0,25.370000,0.000000,76.830000,0,0,0,0.990000,1.660000,22.090000,55.340000,270.110000,0,30.730000,34.86,0.000000,0,24.08,0.000000,0.930000,65.880000,0.000000,0.000000,257.150000,0,0,0,0,0,0

27,06:30-06:45,16.01,0,48.02,9.12,1.2,259.880000,34.6,48.08,96.040000,16.03,0,30.730000,0.000000,100.590000,0,0,0,0.990000,1.660000,22.090000,67.740000,270.110000,0,30.730000,34.6,0.000000,0,25.16,0.000000,0.930000,65.880000,0.000000,0.000000,257.150000,0,0,0,0,0,0

28,06:45-07:00,15.91,0,48.02,8.53,4.3,259.880000,34.5,47.78,96.040000,15.93,0,30.730000,0.000000,100.590000,0,0,0,0.990000,1.660000,22.090000,86.630000,270.110000,0,30.730000,34.5,0.000000,0,26.08,0.000000,0.930000,65.880000,0.000000,0.000000,257.150000,0,0,0,0,0,0

29,07:00-07:15,15.78,1,48.02,8.41,12.1,259.880000,34.24,47.31,96.040000,15.77,0,30.730000,0.000000,100.590000,0,0,0,0.990000,1.610000,21.130000,86.630000,270.110000,1,30.730000,34.24,0.000000,1.061224,26.48,0.000000,0.930000,108.610000,0.000000,0.000000,257.150000,0,0,0,0,0,0

30,07:15-07:30,15.57,1.58,48.02,8.13,21.1,259.880000,33.98,46.71,96.040000,15.57,1,30.730000,0.000000,100.590000,0,0,0,0.990000,1.610000,21.130000,86.630000,270.110000,8.34,30.730000,33.98,0.060000,5.218496,26.96,0.060000,0.930000,108.610000,0.060000,0.000000,257.150000,0,0,1,0,0,0

31,07:30-07:45,15.49,14.37,48.02,7.4,32.4,259.880000,33.71,46.47,96.040000,15.49,3,30.730000,0.000000,100.590000,1,0.69,0,0.990000,1.610000,21.130000,86.630000,270.110000,28.71,30.730000,33.71,0.260000,10.7096,27.23,0.260000,0.930000,108.610000,0.260000,0.000000,257.150000,0.33,3.47,3,1,1,0

32,07:45:08:00,15.22,29.76,48.02,6.94,30.37,259.880000,33.46,45.66,96.040000,15.22,5,30.730000,0.000000,100.590000,3,2.62,0,0.990000,1.610000,21.130000,86.630000,270.110000,30.37,30.730000,33.46,0.690000,16.960112,28.48,0.690000,0.930000,108.610000,0.700000,0.000000,257.150000,1,13.12,8,4,3,0

33,08:00-08:15,15.03,30.33,48.02,6.94,30.34,259.880000,33.33,45.08,96.040000,15.03,10,30.730000,0.000000,100.590000,5,5.57,0,0.990000,1.610000,21.130000,86.630000,270.110000,30.33,30.730000,33.33,1.380000,24.651552,21.71,1.380000,0.930000,108.610000,1.410000,0.000000,257.150000,6.14,27.83,21,9,6,0

34,08:15-08:30,14.9,30.33,48.02,6.94,30.34,259.880000,33.73,44.71,96.040000,14.9,17,30.730000,0.000000,100.590000,8,9.56,0,0.990000,1.610000,21.130000,86.630000,270.110000,30.33,30.730000,33.73,2.250000,33.530784,21.88,2.250000,0.930000,108.610000,2.310000,0.000000,257.150000,14.53,47.78,39,16,9,0

35,08:30-08:45,17.56,32,48.02,10.79,32,259.880000,29.17,52.67,96.040000,17.56,27,30.730000,0.000000,100.590000,13,12.35,0,0.990000,1.610000,21.130000,86.630000,270.110000,32,30.730000,29.17,3.360000,42.565792,22.11,3.360000,0.930000,108.610000,3.450000,0.000000,257.150000,22.85,61.74,60,25,14,0

36,08:45:09:00,17.25,32,48.02,10.55,32,259.880000,28.3,51.75,96.040000,17.25,33,30.730000,0.000000,100.590000,17,16.58,0,0.990000,1.610000,21.130000,86.630000,270.110000,32,30.730000,28.3,4.630000,50.666144,22.28,4.630000,0.930000,108.610000,4.760000,0.000000,257.150000,29.72,82.88,74,31,19,0

37,09:00:09:15,16.78,32,48.02,9.79,32,259.880000,28.15,50.33,96.040000,16.77,41,30.730000,0.000000,100.590000,21,20.15,0,0.990000,1.610000,21.130000,86.630000,270.110000,32,30.730000,28.15,6.020000,59.1462,18.13,6.020000,0.930000,108.610000,6.170000,0.000000,257.150000,37.17,100.77,88,37,24.1,0

38,09:15-09:30,15.48,32,48.02,9.21,32,259.880000,27.41,46.46,96.040000,15.49,49,30.730000,0.000000,100.590000,24,23.87,0,0.990000,1.610000,21.130000,86.630000,270.110000,32,30.730000,27.41,7.350000,66.243744,18.33,7.350000,0.930000,108.610000,7.530000,0.000000,257.150000,45.36,119.34,102,43,26.54,0

39,09:30-09:45,13.95,32,48.02,8.53,32,259.880000,25.78,41.83,96.040000,13.94,61,30.730000,0.000000,100.590000,31,27.26,0,0.990000,1.610000,21.130000,86.630000,270.110000,32,30.730000,25.78,8.560000,73.058944,23.08,8.560000,0.930000,108.610000,8.770000,0.000000,257.150000,52.56,136.31,119,51,29.63,0

40,09:45-10:00,12.49,32.5,48.02,7.77,32.5,259.880000,24.81,37.42,96.040000,12.47,67,30.730000,0.000000,100.590000,34,30.43,0,0.990000,1.610000,21.130000,86.630000,270.110000,32.5,30.730000,24.81,9.660000,79.922824,23.54,9.660000,0.930000,108.610000,9.890000,0.000000,257.150000,58.43,152.13,133,57,31.94,0

41,10:00-10:15,11.75,32.5,48.02,7.69,32.5,259.880000,24.51,35.23,96.040000,11.74,75,30.730000,0.000000,100.590000,38,33.3,28.81,0.990000,1.610000,21.130000,74.230000,270.110000,32.5,30.730000,24.51,10.640000,86.884064,18.73,10.640000,0.930000,108.610000,10.900000,0.000000,257.150000,64.11,166.48,154,66,34.53,24.01

42,10:15-10:30,11.73,32.5,48.02,7.52,32.5,259.880000,24.16,35.19,96.040000,11.73,81,30.730000,0.000000,91.240000,40,36.06,28.81,0.990000,1.610000,20.170000,74.230000,270.110000,32.5,30.730000,24.16,11.470000,93.494808,19.47,11.470000,0.930000,108.610000,11.760000,0.000000,257.150000,69.2,180.28,165,70,36.74,24.01

43,10:30-10:45,11.84,32.5,48.02,6.66,32.5,259.880000,20.78,35.54,96.040000,11.85,83,30.730000,0.000000,62.430000,42,42.2,28.81,0.990000,1.610000,20.170000,74.230000,270.110000,32.5,30.730000,20.78,12.170000,109.607888,19.73,12.170000,0.930000,108.610000,12.470000,0.000000,257.150000,74.09,211.02,172,73,38.93,24.01

44,10:45-11:00,12.13,32.5,48.02,6.66,32.5,259.880000,19.81,36.41,96.040000,12.14,85,30.730000,0.000000,52.820000,43,44.58,28.81,0.990000,1.610000,20.170000,74.230000,270.110000,32.5,30.730000,19.81,12.740000,115.089256,19.67,12.740000,0.930000,108.610000,13.060000,0.000000,257.150000,78.34,222.91,179,76,39.88,24.01

45,11:00-11:15,12.5,32.5,48.02,6.66,32.5,259.880000,21.5,37.51,96.040000,12.5,88,30.730000,0.000000,81.630000,44,46.56,28.81,1.070000,1.660000,20.170000,74.230000,270.110000,32.5,30.730000,21.5,13.290000,119.70412,19.48,13.290000,0.930000,108.610000,13.630000,0.000000,257.150000,81.64,232.82,186,79,41.49,24.01

46,11:15-11:30,12.85,32.5,48.02,6.66,32.5,259.880000,21.8,38.53,96.040000,12.84,90,30.730000,0.000000,88.360000,45,46.67,28.81,1.070000,1.660000,21.130000,74.230000,270.110000,32.5,30.730000,21.8,13.740000,123.627728,19.57,13.740000,0.930000,108.610000,14.090000,0.000000,257.150000,84.54,233.33,189,81,42.64,24.01

47,11:30-11:45,10,32.5,48.02,6.66,32.5,259.880000,18.08,30,96.040000,10,90,30.730000,0.000000,81.630000,45,46.67,28.81,1.070000,1.660000,21.130000,74.230000,270.110000,32.5,30.730000,18.08,14.150000,126.490112,19.64,14.150000,0.930000,108.610000,14.510000,0.000000,257.150000,86.31,233.33,189,81,42.5,24.01

48,11:45-12:00,10,32.5,48.02,6.66,32.5,259.880000,18.41,30,96.040000,10,90,30.730000,0.000000,76.830000,45,46.67,28.81,1.070000,1.660000,21.130000,74.230000,270.110000,32.5,30.730000,18.41,14.400000,128.826752,19.8,14.400000,0.930000,108.610000,14.750000,0.000000,257.150000,88.73,233.33,189,81,42.75,24.01

49,12:00-12:15,10.58,32.5,48.02,8.51,32.5,259.880000,18.83,31.76,96.040000,10.59,90,30.730000,0.000000,62.430000,45,46.67,28.81,1.140000,1.660000,22.090000,74.230000,270.110000,32.5,25.370000,18.83,14.540000,134.89228,20.05,14.540000,0.930000,108.610000,14.900000,0.000000,257.150000,88.71,233.33,189,81,44,24.01

50,12:15-12:30,11.26,32.5,48.02,9.84,32.5,259.880000,19.32,33.76,96.040000,11.25,90,30.730000,0.000000,52.820000,45,46.67,28.81,1.140000,1.660000,22.090000,74.230000,270.110000,32.5,25.370000,19.32,14.540000,134.609936,20.46,14.540000,0.930000,108.610000,14.900000,0.000000,257.150000,90.41,233.33,189,81,44,24.01

51,12:30-12:45,11.92,32.5,48.02,11.18,32.5,249.630000,19.92,35.76,96.040000,11.92,90,25.920000,0.000000,48.020000,45,46.67,28.81,1.140000,1.660000,21.130000,74.230000,270.110000,32.5,25.370000,19.92,14.540000,133.743432,19.95,14.540000,0.930000,108.610000,14.900000,0.000000,257.150000,90.7,233.33,189,81,44,24.01

52,12:45-13:00,12.58,32.5,48.02,12.18,32.5,259.880000,20.06,37.76,96.040000,12.59,90,25.920000,0.000000,48.020000,45,46.67,28.81,1.140000,1.660000,20.170000,74.230000,270.110000,32.5,25.370000,20.06,14.540000,131.805968,19.73,14.540000,0.930000,108.610000,14.900000,0.000000,257.150000,89.16,233.33,189,81,43.56,24.01

53,13:00-13:15,14.78,32.5,48.02,18.84,32.5,259.880000,19.69,44.36,96.040000,14.79,88,25.920000,0.000000,48.020000,44,45.87,28.81,1.140000,1.660000,20.170000,55.340000,230.500000,32.5,25.920000,19.69,14.510000,128.817016,19.73,14.510000,1.010000,65.880000,14.870000,0.000000,257.150000,88.06,229.38,186,79,42.63,24.01

54,13:15-13:30,16.17,32.5,48.02,20.84,32.5,259.880000,19.29,48.56,96.040000,16.19,87,25.920000,0.000000,48.020000,43,45.87,28.81,1.140000,1.660000,20.170000,55.340000,192.080000,32.5,25.920000,19.29,14.420000,124.922616,19.53,14.420000,1.010000,65.880000,14.780000,0.000000,257.150000,86.58,229.38,182,78,42,24.01

55,13:30-13:45,21.76,32.5,48.02,22.51,32.5,249.630000,26.96,65.26,96.040000,21.75,85,25.920000,0.000000,48.020000,42,45.87,28.81,1.140000,1.660000,19.210000,55.340000,230.500000,32.5,25.920000,26.96,14.050000,122.994888,19.53,14.050000,1.010000,65.880000,14.400000,0.000000,257.150000,83.67,229.38,182,78,42,24.01

56,13:45-14:00,22.92,32.5,48.02,23.84,32.5,249.630000,28.35,68.76,96.040000,22.92,82,25.920000,0.000000,48.020000,41,45.03,28.81,1.140000,1.660000,19.210000,55.340000,270.110000,32.5,25.920000,28.35,13.570000,118.73052,19.95,13.570000,1.010000,65.880000,13.900000,0.000000,257.150000,81.52,225.16,175,75,40.5,24.01

57,14:00-14:15,20,32.5,48.02,25.18,32.5,257.200000,20.3,60,96.040000,20,79,25.920000,0.000000,52.820000,39,42.92,28.81,1.220000,1.710000,19.210000,74.230000,270.110000,32.5,25.920000,20.3,12.940000,113.774896,17.67,12.940000,1.010000,65.880000,13.260000,0.000000,257.150000,79.55,214.62,168,72,38.15,24.01

58,14:15-14:30,20,32.5,48.02,26,32.5,251.550000,21.69,60,96.040000,20,75,25.920000,0.000000,48.020000,37,40.61,28.81,1.220000,1.710000,20.170000,74.230000,270.110000,32.5,25.920000,21.69,12.290000,107.251776,17.47,12.290000,1.010000,65.880000,12.600000,0.000000,257.150000,75.77,203.08,161,69,36.18,24.01

59,14:30-14:45,20,32.5,48.02,26,32.5,247.710000,23.04,60,96.040000,20,70,25.920000,0.000000,48.020000,35,34.48,28.81,1.220000,1.710000,20.170000,74.230000,270.110000,32.5,25.920000,23.04,11.500000,100.105552,17.33,11.500000,1.010000,75.300000,11.780000,0.000000,257.150000,71,172.38,158,67,34.3,24.01

60,14:45-15:00,20,32.5,48.02,26,32.5,259.880000,24.05,60,96.040000,20,65,25.920000,0.000000,48.020000,33,32.4,28.81,1.220000,1.710000,20.170000,74.230000,270.110000,32.5,25.920000,24.05,10.630000,92.268072,17.07,10.630000,1.010000,108.610000,10.890000,0.000000,257.150000,65.82,162,147,63,32.09,24.01

61,15:00-15:15,20,32.5,48.02,19.38,32.5,259.880000,24.98,60,96.040000,20,67,25.920000,0.000000,48.020000,33,27,28.81,1.220000,1.710000,20.170000,74.230000,270.110000,32.5,25.920000,24.98,9.660000,83.82696,15.67,9.660000,1.090000,108.610000,9.900000,0.000000,257.150000,56.75,135.02,140,60,30,24.01

62,15:15-15:30,20,32.5,48.02,19.36,32.5,259.880000,25.5,60,96.040000,20,60,25.920000,0.000000,48.020000,30,24.85,28.81,1.220000,1.710000,21.130000,74.230000,270.110000,32.5,25.920000,25.5,8.620000,74.256472,15.67,8.620000,1.090000,108.610000,8.830000,0.000000,257.150000,51.88,124.23,126,54,27.02,24.01

63,15:30-15:45,20,32.5,48.02,19.39,32.5,259.880000,40.12,60,96.040000,20,50,25.920000,0.000000,48.020000,25,22.69,28.81,1.220000,1.710000,21.130000,74.230000,270.110000,32.5,25.920000,40.12,7.520000,63.946048,15.53,7.520000,1.090000,108.610000,7.710000,0.000000,257.150000,46.3,113.44,112,48,22.91,24.01

64,15:45-16:00,20,32.5,48.02,19.06,32.5,259.880000,40.45,60,96.040000,20,43,25.920000,0.000000,48.020000,22,20.53,28.81,1.220000,1.710000,22.090000,74.230000,270.110000,32.5,25.920000,40.45,6.410000,52.8178,15.52,6.410000,1.090000,108.610000,6.570000,0.000000,257.150000,39.8,102.66,97,41,19.55,24.01

65,16:00-16:15,20,25.95,48.02,18.64,26,259.880000,62.56,60,96.040000,20,37,25.580000,0.000000,67.230000,18,17.36,22.47,1.300000,1.710000,22.090000,74.230000,270.110000,33,25.580000,62.56,5.270000,41.543512,9.29,5.270000,1.090000,108.610000,5.410000,0.000000,257.150000,32.68,86.81,81,34,15.01,18.25

66,16:15-16:30,20,13.51,48.02,18.18,12.7,259.880000,61.84,60,96.040000,20,29,24.930000,0.000000,76.830000,14,14.19,18.15,1.300000,1.710000,22.090000,74.230000,270.110000,24.58,30.730000,61.84,4.010000,28.779616,9.28,4.010000,1.090000,108.610000,4.120000,0.000000,257.150000,25.17,70.94,63,27,11.7,13.45

67,16:30-16:45,25,2.05,48.02,21.14,4.3,259.880000,52.12,75.03,96.040000,25.01,18,24.930000,0.000000,100.590000,9,11.02,0,1.300000,1.710000,23.050000,74.230000,270.110000,10,30.730000,52.12,2.760000,17.47612,9.37,2.760000,1.090000,108.610000,2.830000,0.000000,257.150000,17.15,55.09,46,19,8.2,0

68,16:45-17:00,25.17,1,48.02,20.71,0.7,259.880000,51.48,75.53,96.040000,25.18,13,19.580000,0.000000,100.590000,6,7.84,0,1.300000,1.710000,23.050000,86.630000,270.110000,1,30.730000,51.48,1.650000,9.375768,9.52,1.650000,1.090000,108.610000,1.700000,0.000000,257.150000,9.11,39.23,28,12,5.2,0

69,17:00-17:15,24.55,0,48.02,20.38,0,259.880000,50.85,73.65,96.040000,24.55,9,30.730000,0.000000,100.590000,4,6.26,0,1.300000,1.760000,23.050000,86.630000,270.110000,0,30.730000,50.85,0.860000,4.488296,9.57,0.860000,1.160000,108.610000,0.890000,0.000000,257.150000,1.64,31.31,14,6,4,0

70,17:15-17:30,23.93,0,48.02,20.1,0,259.880000,50.21,71.79,96.040000,23.93,3,30.730000,0.000000,100.590000,1,3.26,0,1.300000,1.760000,24.010000,86.630000,270.110000,0,30.730000,50.21,0.360000,1.061224,9.67,0.360000,1.160000,108.610000,0.370000,0.000000,257.150000,0.31,16.28,5,2,2,0

71,17:30-17:45,23.08,0,48.02,19.68,0,259.880000,49.75,69.19,96.040000,23.06,1,30.620000,0.000000,100.590000,1,1.19,0,1.300000,1.760000,24.010000,86.630000,270.110000,0,30.620000,49.75,0.110000,0,9.8,0.110000,1.160000,108.610000,0.110000,0.000000,257.150000,0,5.97,1,1,0,0

72,17:45-18:00,22.28,0,48.02,19.44,0,259.880000,49.58,66.84,96.040000,22.28,0,30.620000,0.000000,100.590000,0,0.16,0,1.300000,1.760000,24.970000,86.630000,270.110000,0,30.620000,49.58,0.010000,0,9.98,0.010000,1.160000,108.610000,0.010000,0.000000,257.150000,0,0.79,0,0,0,0

