Block,Time Block,MAPS,KUDGI,KOLDAM,KKNP,KKNPPU2,KISHANGANGA,KOTESHWR,KHSTPP-II,KGSU1AND2,KHSTPP-I,KGSU3AND4,AURY_RF,DADRI_LF,ANTA_CRF,ANTA_RF,AURY_LF,DADRI_GF,ANTA_LF,AURY_GF,DADRI_CRF,DADRI_RF,ANTA_GF,AURY_CRF,URI2,TEHRIPSP,UNCHAHAR2,URI,TEHRI,TelanganaSTPP,UNCHAHAR1,UNCHAHAR4,VALLURNTECL,UNCHAHAR3,TANDA2,TALST2,TANAKPUR,TALA,SINGRAULI_HYDRO,SIMHST1,SIMHST2,SINGRAULI,NJPC,NAPP,CHAMERA2,DHAULIGNGA,FSTPP I & II,BRBCL,DULHASTI,DADRT2,CHAMERA1,BSIUL,CHAMERA3,JHAJJAR,SEWA2,RAPPD,RSTPSU1TO6,RAMPUR,RAPPC,SALAL,RIHAND1,SASAN,RAPPB,RIHAND2,RSTPSU7,RIHAND3,PARBATI3,PARBATI2,NTPL,NNTPP,NLCIIST2,NLCTS2EXP,NLCEXP,NLCIIST1,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
55,13:30-13:45,0,0,8.31,0,0,0,9.77,95.26,0,44.16,0,0,0,0,0,0,0,0,0,0,0,0,0,16.52,0,30.24,12.77,0,0,11.88,2.23,0,16.17,2.94,0,11.48,27.54,0,0,0,109.6,0,23.47,45.4,40.91,16.34,23.12,36.91,8.15,40.61,0,0,237.18,8.94,23.63,0,0,63.03,79.49,46.33,403.48,0,120.7,0,126.06,36.53,37.29,0,0,0,0,0,0,0,0,0,0,0

56,13:45-14:00,0,0,8.31,0,0,0,9.77,95.26,0,44.16,0,0,0,0,0,0,0,0,0,0,0,0,0,16.52,0,30.24,12.77,0,0,11.88,2.23,0,16.17,2.94,0,11.48,27.56,0,0,0,109.6,0,23.47,45.4,40.91,16.34,21.2,36.91,8.15,40.61,0,0,237.18,8.94,23.63,0,0,63.03,79.49,46.33,403.48,0,120.7,0,126.06,36.53,37.29,0,0,0,0,0,0,0,0,0,0,0

57,14:00-14:15,0,0,8.31,0,0,0,9.77,95.26,0,44.16,0,0,0,0,0,0,0,0,0,0,0,0,0,10.52,0,31.8,25.52,0,0,15.71,2.23,0,18.94,2.94,0,11.48,27.56,0,0,0,109.6,0,23.47,15.13,40.91,14.08,21.2,36.91,8.15,40.61,0,0,242.43,8.94,23.63,0,0,63.03,79.49,46.33,403.48,0,120.7,0,126.06,36.53,37.29,0,0,0,0,0,0,0,0,0,0,0

58,14:15-14:30,0,0,8.31,0,0,0,9.77,95.26,0,44.16,0,0,0,0,0,0,0,0,0,0,0,0,0,10.52,0,37.43,25.52,0,0,18.49,2.23,0,22.45,2.94,0,11.48,27.56,0,0,0,109.6,0,23.47,3.06,40.91,16.65,22.16,36.91,8.15,40.61,0,0,242.43,8.94,23.63,0,0,63.03,79.49,46.33,403.48,0,120.7,0,126.06,36.53,37.29,0,0,0,0,0,0,0,0,0,0,0

59,14:30-14:45,0,0,8.31,0,0,0,9.77,95.26,0,44.16,0,0,0,0,0,0,0,0,0,0,0,0,0,16.52,0,37.43,10.64,0,0,18.49,2.23,0,22.45,2.94,0,11.48,22.27,0,0,0,109.6,0,23.47,3.06,40.91,16.65,24.08,36.91,8.15,40.61,0,0,242.43,8.94,23.63,0,0,63.03,79.49,46.33,403.48,0,120.7,0,126.06,55.15,37.29,0,0,0,0,0,0,0,0,0,0,0

60,14:45-15:00,0,0,8.31,0,0,0,9.77,95.26,0,44.16,0,0,0,0,0,0,0,0,0,0,0,0,0,16.52,0,37.43,10.64,18.35,0,18.49,2.23,0,22.45,2.94,0,11.48,22.27,0,0,0,109.6,0,23.47,3.06,40.91,16.62,22.16,36.91,8.15,40.61,0,0,242.43,8.94,23.63,0,0,63.03,79.49,46.33,403.48,0,120.7,0,126.06,55.15,37.29,0,0,0,0,0,0,0,0,0,0,0

61,15:00-15:15,0,0,8.31,0,0,0,19.55,95.26,0,44.16,0,0,0,0,0,0,0,0,0,0,0,0,0,16.52,0,37.43,10.64,36.7,0,18.49,2.23,0,22.45,2.94,0,11.48,19.74,0,0,0,109.6,0,23.47,15.13,40.91,16.62,23.12,36.91,8.15,40.61,0,10.9,242.43,8.94,23.63,0,0,63.03,79.49,46.33,403.48,0,120.7,0,126.06,55.15,37.29,0,0,0,0,0,0,0,0,0,0,0

62,15:15-15:30,0,0,8.31,0,0,0,29.32,95.26,0,44.16,0,0,0,0,0,0,0,0,0,0,0,0,0,16.52,0,37.43,10.64,55.05,0,18.49,2.23,0,22.45,2.94,0,11.48,19.74,0,0,0,109.6,0,23.47,15.13,40.91,16.62,24.08,36.91,8.15,40.61,0,10.9,242.43,8.94,23.63,0,0,63.03,79.49,46.33,403.48,0,120.7,0,126.06,55.15,37.29,0,0,0,0,0,0,0,0,0,0,0

63,15:30-15:45,0,0,8.31,0,0,0,39.09,95.26,0,44.16,0,0,0,0,0,0,0,0,0,0,0,0,0,16.52,0,37.43,31.91,73.4,0,18.14,2.23,0,22.45,2.94,0,0,19.74,0,0,0,109.6,0,23.47,30.25,40.91,16.62,24.08,36.91,8.15,40.61,0,10.9,242.43,8.94,23.63,0,0,63.03,79.49,46.33,403.48,0,120.7,0,126.06,55.15,37.29,0,0,0,0,0,0,0,0,0,0,0

64,15:45-16:00,0,0,8.31,0,0,0,39.09,95.26,0,44.16,0,0,0,0,0,0,0,0,0,0,0,0,0,16.52,0,37.43,31.91,73.4,0,17.72,2.23,0,22.37,2.94,0,0,19.74,0,0,0,109.6,0,23.47,30.25,40.91,16.62,23.12,36.91,8.15,40.61,0,10.9,242.43,8.94,23.63,0,0,63.03,79.49,46.33,403.48,0,120.7,0,126.06,55.15,37.29,0,0,0,0,0,0,0,0,0,0,0

65,16:00-16:15,0,0,8.31,0,0,2.24,39.09,95.26,0,44.16,0,0,0,0,0,0,0,0,0,0,0,0,0,16.52,0,35.96,19.14,73.4,0,18.14,1.71,0,22.15,2.94,0,0,19.74,0,0,0,109.6,0,23.47,45.4,40.91,16.62,21.2,36.91,8.15,40.61,0,10.9,242.43,8.94,23.63,0,0,63.03,79.49,46.33,403.48,0,120.7,0,126.06,55.15,37.29,0,0,0,0,0,0,0,0,0,0,0

66,16:15-16:30,0,0,8.31,0,0,2.24,39.09,95.26,0,44.16,0,0,0,0,0,0,0,0,0,0,0,0,0,16.52,0,35.96,19.14,73.4,0,17.72,1.71,0,22.15,2.94,0,0,19.74,0,0,0,109.6,0,23.47,45.4,40.91,16.62,24.08,36.91,8.15,40.61,0,10.9,242.43,8.94,23.63,0,0,63.03,79.49,46.33,403.48,0,120.7,0,126.06,55.15,37.29,0,0,0,0,0,0,0,0,0,0,0

67,16:30-16:45,0,0,8.31,0,0,2.24,39.09,95.26,0,44.16,0,0,0,0,0,0,0,0,0,0,0,0,0,16.52,0,35.96,50.45,73.4,0,17.63,1.71,0,22.15,2.94,0,0,19.74,0,0,0,109.6,0,23.47,45.4,40.91,19.85,22.16,36.91,8.15,40.61,0,21.78,242.43,8.94,23.63,0,0,63.03,79.49,46.33,403.48,0,120.7,0,126.06,55.15,37.29,0,0,0,0,0,0,0,0,0,0,0

68,16:45-17:00,0,0,8.31,0,0,2.24,39.09,95.26,0,44.16,0,0,0,0,0,0,0,0,0,0,0,0,0,16.52,0,35.8,50.45,73.4,0,17.63,1.71,0,22.05,2.94,0,0,19.71,0,0,0,109.6,0,23.47,45.4,40.91,19.85,19.05,36.91,8.15,40.61,0,21.78,242.43,8.94,23.63,0,0,63.03,79.49,46.33,403.48,0,120.7,0,126.06,55.15,37.29,0,0,0,0,0,0,0,0,0,0,0

69,17:00-17:15,0,0,8.31,0,0,2.24,39.09,95.26,0,44.16,0,0,0,0,0,0,0,0,0,0,0,0,0,22.53,0,42.02,29.78,73.4,0,20.36,1.71,0,26.01,2.94,0,0,24.22,0,0,0,109.6,0,23.47,45.4,40.91,19.41,21.65,36.91,46.25,40.61,0,21.78,242.43,8.94,23.63,0,0,63.03,78.37,46.33,403.48,0,120.7,0,126.06,55.15,37.29,0,0,0,0,0,0,0,0,0,0,0

70,17:15-17:30,0,0,8.31,0,0,4.47,39.09,95.26,0,44.16,0,0,0,0,0,0,0,0,0,0,0,0,0,22.53,0,42.02,29.78,73.4,0,20.46,1.71,0,26.01,2.94,0,0,24,0,0,0,109.6,0,23.47,45.4,40.91,19.41,24.08,36.91,91.53,40.61,0,21.78,242.43,8.94,23.63,0,0,63.03,78.37,46.33,403.48,0,120.7,0,126.06,55.15,37.29,0,0,0,0,0,0,0,0,0,0,0

71,17:30-17:45,0,0,8.31,0,0,4.47,39.09,95.26,0,44.16,0,0,0,0,0,0,0,0,0,0,0,0,0,22.53,0,42.02,29.78,73.4,0,20.46,1.71,0,26.01,2.94,0,0,23.51,0,0,0,109.6,0,23.47,45.4,40.91,19.41,23.12,36.91,91.53,40.61,0,21.78,242.43,8.94,23.63,0,0,63.03,67.18,46.33,403.48,0,120.7,0,126.06,55.15,40.68,0,0,0,0,0,0,0,0,0,0,0

72,17:45-18:00,0,0,8.31,0,0,4.47,39.09,95.26,0,44.16,0,0,0,0,0,0,0,0,0,0,0,0,0,22.53,0,42.02,29.78,73.4,0,20.46,1.71,0,26.01,2.94,0,0,23.43,0,0,0,109.6,0,23.47,45.4,40.91,19.41,24.08,36.91,91.53,40.61,0,21.78,242.43,8.94,23.63,0,0,63.03,67.18,46.33,403.48,0,120.7,0,126.06,55.15,44.07,0,0,0,0,0,0,0,0,0,0,0

73,18:00-18:15,0,0,8.31,0,0,4.47,39.09,95.26,0,44.16,0,0,0,0,0,0,0,0,0,0,0,0,0,36.05,0,42.02,29.78,73.4,0,20.46,1.71,0,26.01,2.94,0,0,23.11,0,0,0,109.6,0,23.47,45.4,40.91,19.41,24.08,36.91,139.71,40.61,0,21.78,242.43,8.94,23.63,0,0,63.03,67.18,46.33,403.48,0,120.7,0,126.06,55.15,47.46,0,0,0,0,0,0,0,0,0,0,0

74,18:15-18:30,0,0,8.31,0,0,6.71,39.09,95.26,0,44.16,0,0,0,0,0,0,0,0,0,0,0,0,0,36.05,0,42.02,29.78,73.4,0,20.46,1.71,0,26.01,2.94,0,0,22.94,0,0,0,109.6,0,23.47,45.4,40.91,19.41,20.63,36.91,139.71,40.61,0,21.78,242.43,8.94,23.63,0,0,63.03,67.18,46.33,403.48,0,120.7,0,126.06,55.15,47.46,0,0,0,0,0,0,0,0,0,0,0

75,18:30-18:45,0,0,8.31,0,0,6.71,39.09,95.26,0,44.16,0,0,0,0,0,0,0,0,0,0,0,0,0,22.53,0,42.02,50.45,73.4,0,20.46,1.71,0,26.01,2.94,0,0,22.72,0,0,0,109.6,0,23.47,45.4,40.91,19.41,20.72,36.91,209.36,40.61,0,21.78,277.56,8.94,23.63,0,0,63.03,50.37,46.33,403.48,0,120.7,0,126.06,55.15,47.46,0,0,0,0,0,0,0,0,0,0,0

76,18:45-19:00,0,0,8.31,0,0,6.92,43.01,95.26,0,44.16,0,0,0,0,0,0,0,0,0,0,0,0,0,22.53,0,42.02,50.45,73.4,0,20.46,1.71,0,26.01,2.94,0,0,22.64,0,0,0,109.6,0,23.47,47.78,43.17,19.41,19.54,37.04,318.86,40.8,0,34.39,163.37,17.67,23.63,0,0,63.03,50.37,46.33,403.48,0,120.7,0,126.06,55.86,53.71,0,0,0,0,0,0,0,0,0,0,0

77,19:00-19:15,0,0,8.31,0,0,6.92,43.01,95.26,0,44.16,0,0,0,0,0,0,0,0,0,0,0,0,0,22.53,0,42.02,29.78,73.4,0,20.46,1.71,0,26.01,2.94,0,0,22.64,0,0,0,109.6,0,23.47,47.78,43.17,19.41,21.18,37.04,426.98,40.8,0,34.39,236.49,17.67,23.63,0,0,63.03,0,46.33,403.48,0,120.7,0,126.06,55.86,53.71,0,0,0,0,0,0,0,0,0,0,0

78,19:15-19:30,0,0,8.31,0,0,6.92,43.01,95.26,0,44.16,0,0,0,0,0,0,0,0,0,0,0,0,0,22.53,0,42.02,29.78,73.4,0,20.46,1.71,0,26.01,2.94,0,0,22.68,0,0,0,109.6,0,23.47,47.78,43.17,19.41,23.12,37.04,535.57,40.8,0,34.39,310.5,17.67,23.63,0,0,63.03,0,46.33,403.48,0,120.7,0,126.06,55.86,53.71,0,0,0,0,0,0,0,0,0,0,0

79,19:30-19:45,0,0,8.31,0,0,6.92,43.01,95.26,0,44.16,0,0,0,0,0,0,0,0,0,0,0,0,0,31.54,100.18,42.02,29.78,73.4,0,20.46,1.71,0,26.01,2.94,0,0,23.25,0,0,0,109.6,0,23.47,47.78,43.17,19.41,24.08,37.04,639.21,40.8,0,34.39,401.61,17.67,23.63,0,0,63.03,0,46.33,403.48,0,120.7,0,126.06,55.86,53.71,0,0,0,0,0,0,0,0,0,0,0

80,19:45-20:00,0,0,8.31,0,0,6.92,43.01,95.26,0,44.16,0,0,0,0,0,0,0,0,0,0,0,0,0,31.54,185.54,42.02,29.78,73.4,0,20.46,1.71,0,26.01,2.94,0,0,23.39,0,0,0,109.6,0,23.47,47.78,43.17,19.41,24.08,37.04,660.66,40.8,0,34.39,457.23,17.67,23.63,0,0,63.03,0,46.33,403.48,0,120.7,0,126.06,55.86,53.71,0,0,0,0,0,0,0,0,0,0,0

81,20:00-20:15,0,0,8.31,0,0,6.92,43.01,95.26,0,44.16,0,0,0,0,0,0,0,0,0,0,0,0,0,31.54,185.54,42.02,29.78,73.4,0,20.46,1.71,0,26.01,2.94,0,0,23.45,0,0,0,109.6,0,23.47,47.78,43.17,19.41,24.08,37.04,660.66,40.8,0,34.39,455.45,17.67,23.63,0,0,63.03,0,46.33,403.48,0,120.7,0,126.06,55.86,53.71,0,0,0,0,0,0,0,0,0,0,0

82,20:15-20:30,0,0,8.31,0,0,6.92,43.01,95.26,0,44.16,0,0,0,0,0,0,0,0,0,0,0,0,0,31.54,185.54,42.02,29.78,73.4,0,20.46,1.71,0,26.01,2.94,0,0,23.57,0,0,0,109.6,0,23.47,47.78,43.17,19.41,24.08,37.04,660.66,40.8,0,34.39,455.45,17.67,23.63,0,0,63.03,0,46.33,403.48,0,120.7,0,126.06,55.86,53.71,0,0,0,0,0,0,0,0,0,0,0

83,20:30-20:45,0,0,8.31,0,0,6.92,43.01,95.26,0,44.16,0,0,0,0,0,0,0,0,0,0,0,0,0,31.54,185.54,42.02,36.16,73.4,0,19.14,1.71,0,26.01,2.94,0,0,23.45,0,0,0,109.6,0,23.47,47.78,43.17,19.41,24.08,37.04,660.66,40.8,0,34.39,455.45,17.67,23.63,0,0,63.03,0,46.33,403.48,0,120.7,0,126.06,55.86,53.71,0,0,0,0,0,0,0,0,0,0,0

84,20:45-21:00,0,0,8.31,0,0,6.71,41.27,95.26,0,44.16,0,0,0,0,0,0,0,0,0,0,0,0,0,31.54,185.54,42.02,36.16,73.4,0,19.14,1.71,0,26.01,2.94,0,0,23.45,0,0,0,109.6,0,23.47,45.4,40.91,19.41,24.08,36.91,660.66,40.61,0,32.7,455.45,17.67,23.63,0,0,63.03,0,46.33,403.48,0,120.7,0,126.06,55.15,48.81,0,0,0,0,0,0,0,0,0,0,0

85,21:00-21:15,0,0,8.31,0,0,6.71,41.27,95.26,0,44.16,0,0,0,0,0,0,0,0,0,0,0,0,0,31.54,185.54,42.02,36.16,73.4,0,18.77,1.71,0,26.01,2.94,0,0,23.45,0,0,0,109.6,0,23.47,45.4,40.91,19.41,24.08,36.91,660.66,40.61,0,32.7,451.88,17.67,23.63,0,0,63.03,0,46.33,403.48,0,120.7,0,126.06,0,48.81,0,0,0,0,0,0,0,0,0,0,0

86,21:15-21:30,0,0,8.31,0,0,6.71,41.27,95.26,0,44.16,0,0,0,0,0,0,0,0,0,0,0,0,0,31.54,185.54,42.02,36.16,73.4,0,18.77,1.71,0,26.01,2.94,0,0,23.6,0,0,0,109.6,0,23.47,45.4,40.91,19.41,24.08,36.91,660.66,40.61,0,32.7,451.88,17.67,23.63,0,0,63.03,0,46.33,403.48,0,120.7,0,126.06,0,48.81,0,0,0,0,0,0,0,0,0,0,0

87,21:30-21:45,0,0,8.31,0,0,6.92,43.01,95.26,0,44.16,0,0,0,0,0,0,0,0,0,0,0,0,0,31.54,185.54,42.02,36.16,73.4,0,18.77,1.71,0,26.01,2.94,0,0,23.48,0,0,0,109.6,0,23.47,47.78,43.17,19.41,24.08,37.04,660.66,40.8,0,34.39,430.68,17.67,23.63,0,0,63.03,0,46.33,403.48,0,120.7,0,126.06,0,53.71,0,0,0,0,0,0,0,0,0,0,0

88,21:45-22:00,0,0,8.31,0,0,6.92,43.01,95.26,0,44.16,0,0,0,0,0,0,0,0,0,0,0,0,0,31.54,185.54,42.02,36.16,73.4,0,18.77,1.71,0,26.01,2.94,0,0,23.62,0,0,0,109.6,0,23.47,47.78,43.17,19.41,21.2,37.04,660.66,40.8,0,34.39,430.68,17.67,23.63,0,0,63.03,0,46.33,403.48,0,120.7,0,126.06,0,53.71,0,0,0,0,0,0,0,0,0,0,0

89,22:00-22:15,0,0,8.31,0,0,6.92,43.01,95.26,0,44.16,0,0,0,0,0,0,0,0,0,0,0,0,0,31.54,185.54,42.02,36.16,73.4,0,18.77,1.71,0,26.01,2.94,0,1.72,23.62,0,0,0,109.6,0,23.47,47.78,43.17,18.75,24.08,37.04,600.67,40.8,0,34.39,430.68,17.67,23.63,0,0,63.03,0,46.33,403.48,0,120.7,0,126.06,0,53.71,0,0,0,0,0,0,0,0,0,0,0

90,22:15-22:30,0,0,8.31,0,0,6.92,43.01,95.26,0,44.16,0,0,0,0,0,0,0,0,0,0,0,0,0,31.54,185.54,42.02,36.16,73.4,0,18.77,1.71,0,26.01,2.94,0,1.72,23.76,0,0,0,109.6,0,23.47,47.78,43.17,18.75,21.2,37.04,533.22,40.8,0,34.39,430.68,17.67,23.63,0,0,63.03,0,46.33,403.48,0,120.7,0,126.06,0,53.71,0,0,0,0,0,0,0,0,0,0,0

91,22:30-22:45,0,0,8.31,0,0,6.71,41.27,95.26,0,44.16,0,0,0,0,0,0,0,0,0,0,0,0,0,31.54,100.18,42.02,36.16,73.4,0,18.77,1.71,0,26.01,2.94,0,9.5,23.76,0,0,0,109.6,0,23.47,45.4,40.91,18.75,20.23,36.91,446.51,40.61,0,32.7,430.68,17.67,23.63,0,0,63.03,0,46.33,403.48,0,120.7,0,126.06,0,47.46,0,0,0,0,0,0,0,0,0,0,0

92,22:45-23:00,0,0,8.31,0,0,6.71,41.27,95.26,0,44.16,0,0,0,0,0,0,0,0,0,0,0,0,0,31.54,0,42.02,36.16,73.4,0,18.77,1.71,0,26.01,2.94,0,9.5,23.9,0,0,0,109.6,0,23.47,45.4,40.91,18.75,21.2,36.91,369.43,40.61,0,32.7,430.68,17.67,23.63,0,0,63.03,0,46.33,403.48,0,120.7,0,126.06,0,47.46,0,0,0,0,0,0,0,0,0,0,0

93,23:00-23:15,0,0,8.31,0,0,6.71,41.27,95.26,0,44.16,0,0,0,0,0,0,0,0,0,0,0,0,0,31.54,0,42.02,25.52,73.4,0,20.46,1.71,0,26.01,2.94,0,9.5,23.9,0,0,0,109.6,0,23.47,45.4,40.91,18.75,24.08,36.91,359.79,40.61,0,32.7,430.68,17.67,23.63,0,0,63.03,0,46.33,403.48,0,120.7,0,126.06,0,47.46,0,0,0,0,0,0,0,0,0,0,0

94,23:15-23:30,0,0,8.31,0,0,6.71,41.27,95.26,0,44.16,0,0,0,0,0,0,0,0,0,0,0,0,0,31.54,0,42.02,25.52,73.4,0,20.46,1.71,0,26.01,2.94,0,9.5,24.05,0,0,0,109.6,0,23.47,45.4,40.91,18.75,21.2,36.91,359.79,40.61,0,32.7,430.68,17.67,23.63,0,0,63.03,0,46.33,403.48,0,120.7,0,126.06,0,47.46,0,0,0,0,0,0,0,0,0,0,0

95,23:30-23:45,0,0,8.31,0,0,6.71,41.27,95.26,0,44.16,0,0,0,0,0,0,0,0,0,0,0,0,0,31.54,0,42.02,25.52,73.4,0,20.46,1.71,0,26.01,2.94,0,9.5,24.18,0,0,0,109.6,0,23.47,45.4,40.91,18.75,18.35,36.91,427.24,40.61,0,32.7,430.68,17.67,23.63,0,0,63.03,0,46.33,403.48,0,120.7,0,126.06,0,47.46,0,0,0,0,0,0,0,0,0,0,0

96,23:45-24:00,0,0,8.31,0,0,6.71,41.27,95.26,0,44.16,0,0,0,0,0,0,0,0,0,0,0,0,0,31.54,0,42.02,25.52,73.4,0,20.46,1.71,0,26.01,2.94,0,9.5,24.33,0,0,0,109.6,0,23.47,45.4,40.91,18.75,17.32,36.91,457.06,40.61,0,32.7,564.94,17.67,23.63,0,0,63.03,0,46.33,403.48,0,120.7,0,126.06,0,47.46,0,0,0,0,0,0,0,0,0,0,0

