Block,Time Block,CHAMERA3,CHAMERA2,DADRT2,DADRI_LF,AURY_LF,DADRI_GF,DADRI_CRF,DADRI_RF,AURY_RF,BRBCL,CHAMERA1,BSIUL,TEHRI,TANDA2,SASAN,TALST2,SIMHST1,SINGRAULI_HYDRO,RSTPSU1TO6,TANAKPUR,SIMHST2,TelanganaSTPP,RSTPSU7,TALA,SALAL,SEWA2,SINGRAULI,RIHAND3,UNCHAHAR1,VALLURNTECL,ANTA_CRF,UNCHAHAR4,ANTA_RF,URI2,UNCHAHAR3,ANTA_LF,AURY_GF,UNCHAHAR2,ANTA_GF,URI,AURY_CRF,RAPPB,RIHAND1,RAMPUR,RIHAND2,RAPPC,NLCEXP,NJPC,NLCIIST1,NLCIIST2,NLCTS2EXP,NAPP,NNTPP,PARBATI3,NTPL,PARBATI2,JHAJJAR,KHSTPP-I,KGSU1AND2,KGSU3AND4,KOLDAM,KISHANGANGA,KOTESHWR,KUDGI,MAPS,KHSTPP-II,KKNP,KKNPPU2,DHAULIGNGA,FSTPP I & II,DULHASTI,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
59,14:30-14:45,0,0,360.9,0,0,0,0,0,0,19.24,0,6.27,0,5.26,402.81,0,0,0.9,0,0.24,0,0,0,0,12.85,0,117.03,100.99,12.92,0,0,1.04,0,34.72,16.97,0,0,28.39,0,34.51,0,0,82.4,0,95.7,67.28,0,0,0,0,0,50.27,0,0,0,0,347.9,30.83,0,0,0,8.13,10.01,0,0,97.44,0,0,0,9.87,0,0,0,0,0,0

60,14:45-15:00,0,0,360.9,0,0,0,0,0,0,19.24,0,6.27,0,5.11,402.81,0,0,0.9,0,0.24,0,0,0,0,12.85,0,117.03,100.99,12.92,0,0,1.04,0,34.72,16.97,0,0,28.39,0,34.51,0,0,82.4,0,95.7,67.28,0,0,0,0,0,50.27,0,0,0,0,347.9,30.83,0,0,0,8.13,10.01,0,0,97.44,0,0,0,9.87,0,0,0,0,0,0

61,15:00-15:15,0,0,360.9,0,0,0,0,0,0,19.24,0,6.27,0,5.11,402.81,0,0,0.9,0,0.24,0,0,0,0,12.85,0,117.03,99.21,12.92,0,0,1.04,0,34.72,16.97,0,0,28.39,0,34.51,0,0,81.87,0,95.7,67.28,0,0,0,0,0,50.27,0,0,0,0,347.9,31.28,0,0,0,8.13,10.01,0,0,97.44,0,0,0,9.87,0,0,0,0,0,0

62,15:15-15:30,0,0,360.9,0,0,0,0,0,0,19.24,0,6.27,0,5.11,402.81,0,0,0.9,0,0.24,0,0,0,0,12.85,0,117.03,99.21,12.92,0,0,1.75,0,34.72,16.97,0,0,28.39,0,34.51,0,0,81.87,0,95.7,67.28,0,0,0,0,0,50.27,0,0,0,0,347.9,31.22,0,0,0,8.13,10.01,0,0,97.44,0,0,0,9.87,0,0,0,0,0,0

63,15:30-15:45,0,0,360.9,0,0,0,0,0,0,19.24,0,6.27,0,5.11,402.81,0,0,0.9,0,0.24,0,0,0,0,12.85,0,135.46,125.57,12.92,0,0,1.75,0,34.72,16.97,0,0,28.39,0,34.51,0,0,93.4,0,119.7,67.28,0,0,0,0,0,50.27,0,0,0,0,347.9,31.87,0,0,0,8.13,10.01,0,0,103.05,0,0,0,9.87,0,0,0,0,0,0

64,15:45-16:00,0,0,360.9,0,0,0,0,0,0,19.24,0,6.27,0,5.11,402.81,0,0,0.9,0,0.24,0,0,0,0,12.85,18.16,135.46,125.57,12.92,0,0,1.75,0,34.72,16.97,0,0,28.39,0,34.51,0,0,93.4,0,119.7,67.28,0,0,0,0,0,50.27,0,0,0,0,347.9,31.87,0,0,0,5.42,10.01,0,0,103.05,0,0,0,9.87,0,0,0,0,0,0

65,16:00-16:15,0,0,359.93,0,0,0,0,0,0,19.24,0,6.27,12.56,3.01,402.81,0,0,0.9,0,0.24,0,0,0,0,12.85,18.16,135.46,125.57,12.49,0,0,1.75,0,34.72,17.62,0,0,26.31,0,34.51,0,0,93.4,0,119.7,67.28,0,0,0,0,0,50.27,0,0,0,0,347.9,31.87,0,0,0,5.42,10.01,0,0,119.62,0,0,0,9.87,19.06,0,0,0,0,0

66,16:15-16:30,0,0,359.93,0,0,0,0,0,0,19.24,13.07,6.27,12.56,3.01,402.81,0,0,0.9,0,0.24,0,0,0,0,12.85,18.16,135.46,125.57,12.49,0,0,1.75,0,34.72,17.62,0,0,26.31,0,34.51,0,0,93.4,0,119.7,67.28,0,0,0,0,0,50.27,0,0,0,0,347.9,31.87,0,0,0,5.42,10.01,0,0,120.05,0,0,0,9.87,19.06,0,0,0,0,0

67,16:30-16:45,0,0,359.93,0,0,0,0,0,0,19.24,13.51,6.27,12.56,3.01,402.81,0,0,0.9,0,0.24,0,0,0,0,12.85,18.16,135.46,125.57,13.09,0,0,1.75,0,34.72,17.62,0,0,28.94,0,34.51,0,0,93.4,0,119.7,67.28,0,0,0,0,0,50.27,0,0,0,0,347.9,31.87,0,0,0,5.42,10.01,0,0,120.05,0,0,0,9.87,19.06,0,0,0,0,0

68,16:45-17:00,0,3.95,359.93,0,0,0,0,0,0,19.24,13.51,6.27,24.81,3.01,402.81,0,0,0.9,0,0.24,0,0,0,0,12.85,18.16,135.46,125.57,13.09,0,0,1.75,0,34.72,17.62,0,0,28.94,0,34.51,0,0,85.49,0,119.7,67.28,0,0,0,0,0,50.27,0,0,0,0,347.9,44.08,0,0,0,5.42,10.01,0,0,142.65,0,0,0,11.9,19.06,0,0,0,0,0

69,17:00-17:15,0,15.63,359.93,0,0,0,0,0,0,19.24,27.03,6.27,25.12,3.01,402.81,0,0,0.9,0,0.24,0,0,0,0,12.85,18.16,135.46,125.57,14.05,0,0,1.75,0,36.6,17.62,0,0,29.91,0,34.51,0,0,89.34,0,119.7,67.28,0,0,0,0,0,50.27,0,4.13,0,0,347.9,44.08,0,0,0,5.42,10.01,0,0,142.65,0,0,10.51,13.37,19.06,0,0,0,0,0

70,17:15-17:30,0,15.63,359.93,0,0,0,0,0,0,19.24,27.03,6.27,37.69,3.01,402.81,0,0,0.9,0,0.24,0,0,0,0,25.71,18.16,135.46,125.57,14.05,0,0,1.75,0,36.6,17.62,0,0,29.91,0,34.51,0,0,93.4,0,119.7,67.28,0,0,0,0,0,50.27,0,16.22,0,0,347.9,44.08,0,0,0,5.42,10.01,0,0,142.65,0,0,10.51,13.37,19.06,0,0,0,0,0

71,17:30-17:45,0,15.63,427.27,0,0,0,0,0,0,19.24,27.03,6.27,37.69,3.01,402.81,0,0,0.9,0,0.24,0,0,0,0,25.71,18.16,135.46,125.57,20.37,0,0,1.75,0,36.6,26.09,0,0,35.65,0,34.51,0,0,93.4,0.97,119.7,67.28,0,24.75,0,0,0,50.27,0,16.22,0,7.2,354.73,44.08,0,0,1.85,8.13,10.01,0,0,142.65,0,0,10.51,13.37,19.06,0,0,0,0,0

72,17:45-18:00,11.21,31.25,494.6,0,0,0,0,0,0,19.24,40.54,6.27,37.69,2.95,402.81,0,0,0.9,0,0.24,0,0,0,0,25.71,18.16,135.46,125.57,20.48,0,0,1.75,0,36.6,26.09,0,0,41.96,0,34.51,0,0,93.4,1.69,119.7,67.28,0,43.04,0,0,0,50.27,0,16.22,0,14.41,142.36,44.08,0,0,3.7,8.13,10.01,0,0,142.65,0,0,21.03,13.37,19.06,0,0,0,0,0

73,18:00-18:15,11.21,31.25,632.3,0,0,0,0,0,0,19.24,40.54,12.54,37.69,2.95,402.81,0,0,0.9,0,0.24,0,0,0,0,25.71,18.16,135.46,125.57,20.48,0,0,1.81,0,36.6,26.09,0,0,42.19,0,34.51,0,0,93.4,3.14,119.7,67.28,0,79.4,0,0,0,50.27,0,22.11,0,21.61,232.6,44.08,0,0,5.54,8.13,10.01,0,0,142.65,0,0,21.03,13.37,38.11,0,0,0,0,0

74,18:15-18:30,22.41,46.88,657.18,0,0,0,0,0,0,19.24,40.54,12.54,37.69,2.95,402.81,0,0,0.9,0,0.24,0,0,0,0,25.71,18.16,135.46,125.57,20.48,0,0,1.81,0,36.6,26.09,0,0,42.19,0,38.24,0,0,93.4,4.19,119.7,67.28,0,106.32,0,0,0,50.27,0,23.58,0,28.84,353,44.08,0,0,7.4,8.13,10.01,0,0,142.65,0,0,21.03,13.37,38.11,0,0,0,0,0

75,18:30-18:45,33.65,46.88,657.13,0,0,0,0,0,0,19.24,40.54,18.81,37.69,2.95,402.81,0,0,0.9,0,0.74,0,0,0,0,25.71,19.31,135.46,125.57,20.47,0,0,1.81,0,36.6,26.09,0,0,42.15,0,38.24,0,0,93.4,5.17,108.22,67.28,0,132.89,0,0,0,50.27,0,38.32,0,28.84,390.69,44.08,0,0,7.4,5.37,22.26,0,0,142.65,0,0,42.05,13.37,57.17,0,0,0,0,0

76,18:45-19:00,33.65,46.88,657.13,0,0,0,0,0,0,19.24,40.54,18.81,37.69,2.95,402.81,0,0,0.9,0,0.74,0,0,0,0,25.71,19.31,135.46,125.57,20.47,0,0,1.81,0,36.6,26.09,0,0,42.15,0,38.24,0,0,93.4,5.17,108.22,67.28,0,132.89,0,0,0,50.27,0,38.32,0,28.84,391.49,44.08,0,0,7.4,5.37,22.26,0,0,142.65,0,0,42.05,13.37,57.17,0,0,0,0,0

77,19:00-19:15,33.65,46.88,615.94,0,0,0,0,0,0,19.24,40.54,18.81,37.69,2.95,402.81,0,0,0.9,0,0.74,0,0,0,0,25.71,19.31,135.46,125.57,20.47,0,0,1.81,0,36.6,26.09,0,0,42.15,0,38.24,0,0,93.4,5.17,107.26,67.28,0,132.89,0,0,0,50.27,0,38.32,0,28.84,391.49,44.08,0,0,7.4,5.37,22.26,0,0,142.65,0,0,42.05,13.37,57.17,0,0,0,0,0

78,19:15-19:30,33.65,46.88,567.85,0,0,0,0,0,0,19.24,40.54,18.81,37.69,2.95,402.81,0,0,0.9,0,0.74,0,0,0,0,25.71,19.31,135.46,125.57,20.47,0,0,1.81,0,36.6,26.09,0,0,42.15,0,33.98,0,0,93.4,5.17,108.22,67.28,0,132.89,0,0,0,50.27,0,38.32,0,28.84,391.49,44.08,0,0,7.4,5.37,22.26,0,0,142.65,0,0,42.05,13.37,57.17,0,0,0,0,0

79,19:30-19:45,33.65,46.88,500.52,0,0,0,0,0,0,19.24,40.54,18.81,37.69,2.95,402.81,0,0,0.9,0,0.74,0,0,0,0,25.71,19.31,135.46,125.57,20.47,0,0,1.81,0,36.6,26.09,0,0,42.15,0,33.98,0,0,87.42,5.17,102.45,67.28,0,132.89,0,0,0,50.27,0,38.32,0,28.84,412.12,44.08,0,0,7.4,5.37,22.26,0,0,142.65,0,0,42.05,13.37,57.17,0,0,0,0,0

80,19:45-20:00,33.65,46.88,500.52,0,0,0,0,0,0,19.24,40.54,18.81,37.69,2.95,402.81,0,0,0.9,0,0.74,0,0,0,0,25.71,19.31,135.46,125.57,20.47,0,0,1.81,0,36.6,26.09,0,0,42.15,0,33.98,0,0,87.42,5.17,102.45,67.28,0,132.89,0,0,0,50.27,0,38.32,0,28.84,404,44.08,0,0,7.4,5.37,22.26,0,0,142.65,0,0,42.05,13.37,57.17,0,0,0,0,0

81,20:00-20:15,33.65,46.88,500.52,0,0,0,0,0,0,19.24,40.54,18.81,37.69,2.95,402.81,0,0,0.9,0,0.74,0,0,0,0,12.85,19.31,139.83,125.57,20.47,0,0,1.81,0,36.6,26.09,0,0,42.19,0,33.98,0,0,93.4,5.17,117.87,67.28,0,132.89,0,0,0,50.27,0,38.32,0,28.84,390.69,44.08,0,0,5.54,5.37,22.26,0,0,142.65,0,0,42.05,13.37,57.17,0,0,0,0,0

82,20:15-20:30,33.65,46.88,500.52,0,0,0,0,0,0,19.24,40.54,18.81,37.69,2.95,402.81,0,0,0.9,0,0.74,0,0,0,0,12.85,19.31,139.83,125.57,20.48,0,0,1.81,0,36.6,26.09,0,0,42.19,0,33.98,0,0,93.4,4.19,102.45,67.28,0,106.32,0,0,0,50.27,0,38.32,0,28.84,390.69,44.08,0,0,5.54,5.37,22.26,0,0,142.65,0,0,42.05,13.37,57.17,0,0,0,0,0

83,20:30-20:45,33.65,46.88,500.52,0,0,0,0,0,0,19.24,40.54,3.17,37.69,2.95,402.81,0,0,0.9,0,0.74,0,0,0,0,12.85,18.16,139.83,125.57,20.48,0,0,1.81,0,36.6,26.09,0,0,42.19,0,33.98,0,0,93.4,3.57,102.45,67.28,0,90.39,0,0,0,50.27,0,22.85,0,21.61,404,44.08,0,0,5.54,5.37,10.01,0,0,142.65,0,0,31.54,13.37,57.17,0,0,0,0,0

84,20:45-21:00,33.65,46.88,500.52,0,0,0,0,0,0,19.24,40.54,3.17,37.69,2.95,402.81,0,0,0.9,0,0.74,0,0,0,0,12.85,18.16,139.83,125.57,20.48,0,0,1.81,0,36.6,26.09,0,0,42.19,0,33.98,0,0,87.42,3.57,119.7,67.28,0,90.39,0,0,0,50.27,0,22.85,0,21.61,390.69,44.08,0,0,5.54,5.37,10.01,0,0,142.65,0,0,21.03,13.37,57.17,0,0,0,0,0

85,21:00-21:15,33.65,46.88,476.48,0,0,0,0,0,0,19.24,40.54,3.17,37.69,2.95,402.81,0,0,0.9,0,0.24,0,0,0,0,12.85,18.16,139.83,125.57,19.95,0,0,1.81,0,36.6,26.09,0,0,42.19,0,33.98,0,0,93.4,3.57,119.7,67.28,0,90.39,0,0,0,50.27,0,22.85,0,21.61,390.69,44.08,0,0,5.54,5.37,10.01,0,0,142.65,0,0,21.03,13.37,57.17,0,0,0,0,0

86,21:15-21:30,33.65,46.88,433.19,0,0,0,0,0,0,19.24,40.54,3.17,37.69,2.95,402.81,0,0,0.9,0,0.24,0,0,0,0,12.85,18.16,139.83,125.57,19.95,0,0,1.81,0,36.6,26.09,0,0,42.19,0,33.98,0,0,93.4,3.57,119.7,67.28,0,90.39,0,0,0,50.27,0,22.85,0,21.61,390.69,44.08,0,0,5.54,5.37,10.01,0,0,142.65,0,0,21.03,13.37,57.17,0,0,0,0,0

87,21:30-21:45,33.65,46.88,433.19,0,0,0,0,0,0,19.24,40.54,18.81,37.69,2.95,402.81,0,0,0.9,0,0.24,0,0,0,0,12.85,19.31,139.83,125.57,19.95,0,0,1.81,0,36.6,26.09,0,0,42.19,0,33.98,0,0,93.4,4.19,119.7,67.28,0,106.32,0,0,0,50.27,0,38.32,0,28.84,390.69,44.08,0,0,7.4,5.37,11.13,0,0,142.65,0,0,21.03,13.37,57.17,0,0,0,0,0

88,21:45-22:00,33.65,46.88,433.19,0,0,0,0,0,0,19.24,40.54,18.81,37.69,2.95,402.81,0,0,0.9,0,0.24,0,0,0,0,12.85,19.31,139.83,125.57,19.95,0,0,1.81,0,36.6,26.09,0,0,42.19,0,33.98,0,0,93.4,5.17,119.7,67.28,0,132.89,0,0,0,50.27,0,38.32,0,28.84,390.69,44.08,0,0,7.4,5.37,11.13,0,0,142.65,0,0,31.54,13.37,57.17,0,0,0,0,0

89,22:00-22:15,33.65,46.88,433.19,0,0,0,0,0,0,19.24,40.54,18.81,37.69,2.95,402.81,0,0,0.9,0,0.24,0,0,0,0,12.85,19.31,139.83,125.57,19.95,0,0,1.81,0,36.6,26.09,0,0,42.19,0,33.98,0,0,93.4,5.17,119.7,67.28,0,132.89,0,0,0,50.27,0,38.32,0,28.84,390.69,44.08,0,0,7.4,5.37,11.13,0,0,142.65,0,0,31.54,13.37,57.17,0,0,0,0,0

90,22:15-22:30,33.65,46.88,433.19,0,0,0,0,0,0,19.24,40.54,18.81,37.69,2.95,402.81,0,0,0.9,0,0.24,0,0,0,0,12.85,19.31,139.83,125.57,19.95,0,0,1.81,0,36.6,26.09,0,0,42.19,0,33.98,0,0,93.4,4.19,119.7,67.28,0,106.32,0,0,0,50.27,0,38.32,0,28.84,390.69,44.08,0,0,7.4,5.37,11.13,0,0,142.65,0,0,31.54,13.37,57.17,0,0,0,0,0

91,22:30-22:45,22.41,46.88,433.19,0,0,0,0,0,0,19.24,40.54,6.27,37.69,2.95,402.81,0,0,0.9,0,0.24,0,0,0,0,25.71,18.16,139.83,125.57,19.63,0,0,1.81,0,36.6,26.09,0,0,42.19,0,33.98,0,0,93.4,3.08,119.7,67.28,0,78.12,0,0,0,50.27,0,32.43,0,21.61,432.39,44.08,0,0,5.54,5.37,10.01,0,0,142.65,0,0,21.03,13.37,38.11,0,0,0,0,0

92,22:45-23:00,11.21,31.25,433.19,0,0,0,0,0,0,19.24,40.54,6.27,37.69,2.95,402.81,0,0,0.9,0,0.24,0,0,0,0,25.71,18.16,139.83,125.57,19.63,0,0,1.81,0,36.6,26.09,0,0,42.19,0,33.98,0,0,93.4,1.97,119.7,67.28,0,50.03,0,0,0,50.27,0,22.11,0,7.2,432.39,44.08,0,0,3.7,5.37,10.01,0,0,142.65,0,0,10.51,13.37,19.06,0,0,0,0,0

93,23:00-23:15,11.21,31.25,433.19,0,0,0,0,0,0,19.24,40.54,6.27,37.69,2.95,402.81,0,0,0.9,0,0.24,0,0,0,0,25.71,18.16,139.83,125.57,19.63,0,0,1.81,0,36.6,26.09,0,0,42.19,0,33.98,0,0,93.4,1.05,119.7,67.28,0,26.47,0,0,0,50.27,0,16.22,0,3.61,446.32,44.08,0,0,1.85,5.37,10.01,0,0,142.65,0,0,0,13.37,19.06,0,0,0,0,0

94,23:15-23:30,11.21,15.63,433.19,0,0,0,0,0,0,19.24,40.54,6.27,25.12,2.95,402.81,0,0,0.9,0,0.24,0,0,0,0,25.71,18.16,139.83,125.57,19.63,0,0,1.81,0,36.6,26.09,0,0,42.19,0,33.98,0,0,93.4,0,119.7,67.28,0,0,0,0,0,50.27,0,4.13,0,0,446.32,44.08,0,0,1.85,5.37,10.01,0,0,142.65,0,0,0,13.37,19.06,0,0,0,0,0

95,23:30-23:45,11.21,15.63,433.19,0,0,0,0,0,0,19.24,27.03,6.27,25.12,2.95,402.81,0,0,0.9,0,0,0,0,0,0,38.56,18.16,139.83,125.57,19.63,0,0,1.81,0,36.6,26.09,0,0,42.19,0,33.98,0,0,93.4,0,108.22,67.28,0,0,0,0,0,50.27,0,4.13,0,0,487.06,44.08,0,0,0,5.37,10.01,0,0,142.65,0,0,0,13.37,19.06,0,0,0,0,0

96,23:45-24:00,11.21,15.63,433.19,0,0,0,0,0,0,19.24,13.51,6.27,25.12,2.95,402.81,0,0,0.9,0,0,0,0,0,0,38.56,18.16,139.83,125.57,19.63,0,0,1.81,0,36.6,26.09,0,0,42.19,0,33.98,0,0,93.4,0,108.22,67.28,0,0,0,0,0,50.27,0,4.13,0,0,487.06,44.08,0,0,0,5.37,10.01,0,0,142.65,0,0,0,13.37,19.06,0,0,0,0,0

