Column1,Time,GNA/NR/2024/11/01/4503,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2024/11/01/9061,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/30092023/31122025/SH-07,NR/01102023/19072037/LT-05,GNA/NR/2024/11/01/5474,GNA/NR/2024/11/01/3646,NR/01102023/31102037/L_NR_2019_11,NR/01102023/22052037/LT-59,L_NR_2019_19,NR/01102023/13082046/L_NR_2021_12,WR/01102023/24112044/L_NR_2020_07,NR/26072023/25122043/L_NR_2023_10,WR/01102023/16072048/L_NR_2022_08,NR/01102023/02122045/L_NR_2021_13,WR/01102023/31032046/L_NR_2020_05,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/08032047/L_NR_2021_14,WR/01102023/01102023/L_NR_2020_06,NR/26072023/31072042/L_NR_2023_07,NR/22102023/11042047/L_NR_2021_16,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/25072045/L_NR_2021_15,WR/01102023/01102023/L_NR_2022_09,NR/22102023/11042047/L_NR_2021_17,SR/01102023/07102043/L_NR_2018_61,WR/01102023/29112042/L_NR_2019_05,WR/01102023/30052048/L_NR_2022_10,NR/01102023/06022042/L_NR_2012_02,NR/30092023/26122029/SH-06,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/31052040/LT-31,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2024/11/01/9042,GNA/WR/2024/11/01/4200,NR/01102023/30042040/GNA_LT_35,GNA/WR/2024/10/15/7089,NR/01102023/06022042/L_NR_2012_07,NR/01102023/30042040/GNA_LT_36,GNA/NR/2024/11/01/5428,GNA/NR/2024/11/01/1868,GNA/NR/2024/11/01/5444
1,00:00-00:15,8.68,2,26.03,3.22,24.08,70.29,261.61,87.2,2.23,0.77,0,0,6.67,0,6.66,0,20,0,0,6.66,0,0,0,0,13.33,0,7.2,0,13.33,171.26,24.08,53.03,0,272.6,30.28,17.35,0,0,0,57.56,0,26.03,8.68,26.03

2,00:15-00:30,8.68,2,26.03,3.22,24.08,70.29,261.61,87.2,2.23,0.77,0,0,6.67,0,6.66,0,20,0,0,6.66,0,0,0,0,13.33,0,7.2,0,13.33,171.26,24.08,53.03,0,272.6,30.28,17.35,0,0,0,57.56,0,26.03,8.68,26.03

3,00:30-00:45,8.68,2,26.03,3.22,24.08,70.29,261.61,87.2,2.23,1.63,0,0,6.67,0,6.66,0,20,0,0,6.66,0,0,0,0,13.33,0,7.2,0,13.33,171.26,24.08,53.03,0,272.6,30.28,17.35,0,0,0,57.56,0,26.03,8.68,26.03

4,00:45-01:00,8.68,2,26.03,3.22,24.08,70.29,261.61,87.2,2.23,1.63,0,0,6.67,0,6.66,0,20,0,0,6.66,0,0,0,0,13.33,0,7.2,0,13.33,171.26,24.08,53.03,0,272.6,31.29,17.35,0,0,0,57.56,0,26.03,8.68,26.03

5,01:00-01:15,8.68,2,26.03,3.22,26.91,70.29,261.61,87.2,2.15,1.63,0,0,6.67,0,6.66,0,20,0,0,6.66,0,0,0,0,13.33,0,7.2,0,13.33,171.26,26.91,53.03,0,250.67,31.29,17.35,0,0,0,57.56,0,26.03,8.68,26.03

6,01:15-01:30,8.68,2,26.03,3.22,26.91,70.29,261.61,87.2,2.15,1.63,0,0,6.67,0,6.66,0,20,0,0,6.66,0,0,0,0,13.33,0,7.2,0,13.33,171.26,26.91,53.03,0,231.38,31.29,17.35,0,0,0,57.56,0,26.03,8.68,26.03

7,01:30-01:45,8.68,2,26.03,3.22,26.91,70.29,261.61,87.2,2.15,1.63,0,0,6.67,0,6.66,0,20,0,0,6.66,0,0,0,0,13.33,0,7.2,0,13.33,171.26,26.91,53.03,0,231.38,31.29,17.35,0,0,0,57.56,0,26.03,8.68,26.03

8,01:45-02:00,8.68,2,26.03,3.22,26.91,70.29,261.61,87.2,2.15,1.63,0,0,6.67,0,6.66,0,20,0,0,6.66,0,0,0,0,13.33,0,7.2,0,13.33,171.26,26.91,53.03,0,231.38,30.78,17.35,0,0,0,57.56,0,26.03,8.68,26.03

9,02:00-02:15,8.68,2,26.03,3.22,26.91,70.29,261.61,87.2,2.15,1.63,0,0,6.67,0,6.66,0,20,0,0,6.66,0,0,0,0,13.33,0,7.2,0,13.33,171.26,26.91,53.03,0,192.82,30.78,17.35,0,0,0,57.56,0,26.03,8.68,26.03

10,02:15-02:30,8.68,2,26.03,3.22,26.91,70.29,261.61,87.2,2.15,1.63,0,0,6.67,0,6.66,0,20,0,0,6.66,0,0,0,0,13.33,0,7.2,0,13.33,171.26,26.91,53.03,0,192.82,30.28,17.35,0,0,0,57.56,0,26.03,8.68,26.03

11,02:30-02:45,8.68,2,26.03,3.22,26.91,70.29,261.61,87.2,2.15,1.63,0,0,6.67,0,6.66,0,20,0,0,6.66,0,0,0,0,13.33,0,7.2,0,13.33,171.26,26.91,53.03,0,173.54,30.28,17.35,0,0,0,57.56,0,26.03,8.68,26.03

12,02:45-03:00,8.68,2,26.03,3.22,26.91,70.29,261.61,87.2,2.15,1.63,0,0,6.67,0,6.66,0,20,0,0,6.66,0,0,0,0,13.33,0,7.2,0,13.33,171.26,26.91,53.03,0,149.93,30.28,17.35,0,0,0,57.56,0,26.03,8.68,26.03

13,03:00-03:15,8.68,1.95,26.03,3.22,26.91,70.29,261.61,87.2,2.15,1.55,0,0,6.67,0,6.66,0,20,0,0,6.66,0,0,0,0,13.33,0,7.2,0,13.33,171.26,26.91,53.03,0,149.93,30.28,17.35,0,0,0,57.56,0,26.03,8.68,26.03

14,03:15-03:30,8.68,1.95,26.03,3.22,26.91,70.29,261.61,87.2,2.15,1.55,0,0,6.67,0,6.66,0,20,0,0,6.66,0,0,0,0,13.33,0,7.2,0,13.33,171.26,26.91,53.03,0,149.93,30.28,17.35,0,0,0,57.56,0,26.03,8.68,26.03

15,03:30-03:45,8.68,1.95,26.03,3.22,26.91,70.29,261.61,87.2,2.15,1.55,0,0,6.67,0,6.66,0,20,0,0,6.66,0,0,0,0,13.33,0,7.2,0,13.33,171.26,26.91,53.03,0,149.93,31.29,17.35,0,0,0,57.56,0,26.03,8.68,26.03

16,03:45-04:00,8.68,1.95,26.03,3.22,26.91,70.29,261.61,87.2,2.15,1.55,0,0,6.67,0,6.66,0,20,0,0,6.66,0,0,0,0,13.33,0,7.2,0,13.33,171.26,26.91,53.03,0,149.93,31.29,17.35,0,0,0,57.56,0,26.03,8.68,26.03

17,04:00-04:15,8.68,1.95,26.03,3.22,26.91,70.29,261.61,87.2,2.07,1.48,0,0,6.67,0,6.66,0,20,0,0,6.66,0,0,0,0,13.33,0,7.2,0,13.33,171.26,26.91,53.03,0,149.93,31.29,17.35,0,0,0,57.56,0,26.03,8.68,26.03

18,04:15-04:30,8.68,1.95,26.03,3.22,26.91,70.29,261.61,87.2,2.07,1.48,0,0,6.67,0,6.66,0,20,0,0,6.66,0,0,0,0,13.33,0,7.2,0,13.33,171.26,26.91,53.03,0,149.93,31.29,17.35,0,0,0,57.56,0,26.03,8.68,26.03

19,04:30-04:45,8.68,1.95,26.03,3.22,26.91,70.29,261.61,87.2,2.07,1.48,0,0,6.67,0,6.66,0,20,0,0,6.66,0,0,0,0,13.33,0,7.2,0,13.33,171.26,26.91,53.03,0,149.93,31.29,17.35,0,0,0,57.56,0,26.03,8.68,26.03

20,04:45-05:00,8.68,1.95,26.03,3.22,26.91,70.29,261.61,87.2,2.07,1.48,0,0,6.67,0,6.66,0,20,0,0,6.66,0,0,0,0,13.33,0,7.2,0,13.33,171.26,26.91,53.03,0,149.93,31.29,17.35,0,0,0,57.56,0,26.03,8.68,26.03

21,05:00-05:15,8.68,1.95,26.03,3.22,24.08,70.29,261.61,87.2,2.07,1.48,0,0,6.67,0,6.66,0,20,0,0,6.66,0,0,0,0,13.33,0,7.2,0,13.33,171.26,24.08,53.03,0,192.82,31.29,17.35,0,0,0,57.56,0,26.03,8.68,26.03

22,05:15-05:30,8.68,1.95,26.03,3.22,24.08,70.29,261.61,87.2,2.07,1.48,0,0,6.67,0,6.66,0,20,0,0,6.66,0,0,0,0,13.33,0,7.2,0,13.33,171.26,24.08,53.03,0,231.38,31.29,17.35,0,0,0,57.56,0,26.03,8.68,26.03

23,05:30-05:45,8.68,1.95,26.03,3.22,24.08,70.29,261.61,87.2,2.07,1.48,0,0,6.67,0,6.66,0,20,0,0,6.66,0,0,0,0,13.33,0,7.2,0,13.33,171.26,24.08,53.03,0,272.6,30.28,17.35,0,0,0,57.56,0,26.03,8.68,26.03

24,05:45-06:00,8.68,1.95,26.03,3.22,24.08,70.29,261.61,87.2,2.07,1.48,0,0,6.67,0,6.66,0,20,0,0,6.66,0,0,0,0,13.33,0,7.2,0,13.33,171.26,24.08,53.03,0,272.6,29.77,17.35,0,0,0,57.56,0,26.03,8.68,26.03

25,06:00-06:15,8.68,1.95,26.03,3.13,24.08,70.29,0,0,2.07,1.48,0,0,6.67,0,6.66,0,20,0.81,0,6.66,0,1,2,0,13.33,0,7.2,0.79,13.33,200.19,24.08,53.03,0,272.6,29.77,17.35,0,0,0,57.56,0,26.03,8.68,26.03

26,06:15-06:30,8.68,1.95,26.03,3.13,24.08,70.29,0,0,2.07,1.48,0,0,6.67,0,6.66,0,20,5.23,0,6.66,0,2,4,0,13.33,1,7.2,2.38,13.33,200.19,24.08,53.03,0,272.6,29.77,17.35,0,0,0,57.56,0,26.03,8.68,26.03

27,06:30-06:45,8.68,1.95,26.03,3.13,24.08,70.29,0,0,2.07,1.71,0,0.01,6.67,0,6.66,0,20,10.87,0,6.66,0,5,8,0,13.33,3,7.2,9.83,13.33,227.12,24.08,53.03,0.31,272.6,29.27,17.35,0,0.31,0,57.56,0.32,26.03,8.68,26.03

28,06:45-07:00,8.68,1.95,26.03,3.13,24.08,70.29,0,0,2.07,1.71,3.62,0.2,6.67,0,6.66,0.04,20,19.33,1,6.66,1,7,15,0,13.33,3,7.2,19.14,13.33,261.75,24.08,53.03,0.7,272.6,28.26,17.35,0,0.7,0,57.56,0.72,26.03,8.68,26.03

29,07:00-07:15,8.68,1.95,26.03,3.13,24.08,70.29,0,0,2,1.71,10.32,2.88,6.67,1,6.66,0.57,20,28.75,2,6.66,4,8,25,2,13.33,4,7.2,28.75,13.33,261.75,24.08,53.03,1.3,272.6,28.26,17.35,0,1.3,0,57.56,1.33,26.03,8.68,26.03

30,07:15-07:30,8.68,1.95,26.03,3.13,24.08,70.29,0,0,2,1.71,18.45,11.51,6.67,4,6.66,2.3,20,29.76,5,6.66,11,12,29.77,5,13.33,5,7.2,29.77,13.33,227.12,24.08,53.03,2.17,272.6,28.26,17.35,0,2.17,0,57.56,2.22,26.03,8.68,26.03

31,07:30-07:45,8.68,1.95,34.71,3.13,24.08,70.29,0,0,2,1.71,26.8,26.73,6.67,9,6.66,5.34,20,31.84,10,6.66,21,14,31.83,7,13.33,6,7.2,31.83,13.33,261.75,24.08,59.77,3.01,272.6,28.26,17.35,0,3.01,0,68,3.08,34.71,8.68,34.71

32,07:45-08:00,8.68,1.95,34.71,3.13,24.08,70.29,0,0,2,1.71,35.98,47,6.67,13,6.66,9.4,20,32.66,15,6.66,32,17,32.67,8,13.33,8,7.2,32.67,13.33,227.12,24.08,53.03,3.93,272.6,28.26,17.35,0,3.93,0,57.56,4.02,34.71,8.68,34.71

33,08:00-08:15,8.68,1.9,34.71,3.13,26.91,70.29,0,0,2,1.71,44.99,67.98,6.67,15,6.66,13.6,20,33,21,6.66,35,20,33,13,13.33,10,7.2,33,13.33,171.26,26.91,53.03,4.97,272.6,28.77,17.35,0,4.97,0,57.56,5.09,34.71,8.68,34.71

34,08:15-08:30,8.68,1.9,34.71,3.13,26.91,70.29,0,0,2,1.71,54.08,89.27,6.67,21,6.66,17.85,20,33,29,6.66,49,28,33,17,13.33,14,7.2,33,13.33,171.26,26.91,53.03,6.03,272.6,29.27,17.35,0,6.03,0,57.56,6.18,34.71,8.68,34.71

35,08:30-08:45,8.68,1.9,36.64,3.13,26.91,70.29,0,0,2,1.71,62.62,110.18,6.67,30,6.66,22.03,20,33,37,6.66,70,34,33,22,13.33,16,7.2,33,13.33,171.26,26.91,53.03,7.29,250.67,29.77,17.35,0,7.29,0,57.56,7.47,36.64,8.68,36.64

36,08:45-09:00,8.68,1.9,36.64,3.13,26.91,70.29,0,0,2,1.71,70.98,129.6,6.67,36,6.66,25.92,20,33,45,6.66,84,43,33,26,13.33,20,7.2,33,13.33,171.26,26.91,53.03,8.32,250.67,30.28,17.35,0,8.32,0,57.56,8.53,36.64,8.68,36.64

37,09:00-09:15,8.68,1.9,28.92,3.13,26.91,70.29,0,0,2,1.78,68.78,147.9,6.67,42,6.66,29.58,20,33,53,6.66,98,49,33,27,11.67,23,7.2,33,11.66,171.26,26.91,53.03,9.4,212.1,30.78,17.35,0,9.4,0,57.56,9.63,28.92,8.68,28.92

38,09:15-09:30,8.68,1.9,28.92,3.13,26.91,70.29,0,0,2,1.78,76.6,165.23,6.67,48,6.66,33.04,20,33,58,6.66,112,55,33,30,11.67,27,7.2,33,11.66,171.26,26.91,53.03,10.48,250.67,31.29,17.35,0,10.48,0,57.56,10.73,28.92,8.68,28.92

39,09:30-09:45,8.68,1.9,28.92,3.13,26.91,70.29,0,0,2,1.78,84.15,181.62,6.67,52,6.66,36.32,20,33,65,6.66,123,47,33,33,11.67,23,7.2,33,11.66,171.26,26.91,53.03,11.41,250.67,31.29,17.35,0,11.41,0,57.56,11.7,28.92,8.68,28.92

40,09:45-10:00,8.68,1.9,28.92,3.13,26.91,70.29,0,0,2,1.78,91.59,196.49,6.67,58,6.66,39.3,20,33,71,6.66,137,58,33,35,11.67,27,7.2,33,11.66,171.26,26.91,53.03,12.38,250.67,31.29,17.35,0,12.38,0,57.56,12.68,28.92,8.68,28.92

41,10:00-10:15,8.68,1.9,36.64,3.13,26.91,70.29,0,0,0,1.86,98.29,209.73,6.67,61,6.66,41.95,20,33,76,6.66,144,64,33,36,11.67,31,7.2,33,11.66,171.26,26.91,53.03,13.01,250.67,31.29,17.35,0,13.01,0,57.56,13.33,36.64,8.68,36.64

42,10:15-10:30,8.68,1.9,36.64,3.13,26.91,70.29,0,0,0,1.86,104.11,221.29,6.67,66,6.66,44.26,20,33,80,6.66,154,70,33,38,11.67,33,7.2,33,11.66,171.26,26.91,53.03,13.95,250.67,31.29,17.35,0,13.95,0,57.56,14.31,36.64,8.68,36.64

43,10:30-10:45,8.68,1.9,36.64,3.13,26.91,70.29,0,0,0,1.48,98.42,231.63,6.67,69,6.66,46.32,20,33,84,6.66,161,76,33,41,11.67,37,7.2,33,11.66,171.26,26.91,53.03,14.59,250.67,31.29,17.35,0,14.59,0,57.56,14.96,36.64,8.68,36.64

44,10:45-11:00,8.68,1.9,35.67,3.13,26.91,70.29,0,0,0,1.48,101.69,240.43,6.67,72,6.66,48.08,20,33,88,6.66,168,81,33,42,11.67,39,7.2,33,11.66,171.26,26.91,53.03,14.97,250.67,31.29,17.35,0,14.97,0,57.56,15.35,35.67,8.68,35.67

45,11:00-11:15,8.68,1.95,35.67,3.13,26.91,70.29,0,0,2.15,1.48,105.55,243.33,6.67,75,6.66,48.67,20,33,89,6.66,175,88,33,43,11.67,42,7.2,33,11.66,171.26,26.91,53.03,15.38,250.67,31.29,17.35,0,15.38,0,57.56,15.76,35.67,8.68,35.67

46,11:15-11:30,8.68,1.95,35.67,3.13,26.91,70.29,0,0,2.15,1.48,109.14,245.83,6.67,78,6.66,49.17,20,33,90,6.66,182,91,33,43,11.67,44,7.2,33,11.66,171.26,26.91,53.03,15.38,250.67,31.29,17.35,0,15.38,0,57.56,15.76,35.67,8.68,35.67

47,11:30-11:45,8.68,1.95,35.67,3.13,26.91,70.29,0,0,2.15,1.48,112.18,245.83,6.67,81,6.66,49.17,20,33,90,6.66,190,91,33,44,11.67,44,7.2,33,11.66,171.26,26.91,53.03,15.38,250.67,31.29,17.35,0,15.38,0,57.56,15.76,35.67,8.68,35.67

48,11:45-12:00,8.68,1.95,34.71,3.13,26.91,70.29,0,0,2.15,1.48,115.09,245.83,6.67,81,6.66,49.17,20,33,90,6.66,190,91,33,44,11.67,44,7.2,33,11.66,171.26,26.91,53.03,15.38,250.67,30.78,17.35,0,15.38,0,57.56,15.76,34.71,8.68,34.71

49,12:00-12:15,8.68,1.95,34.71,3.13,26.91,70.29,0,0,2.15,1.55,114.67,245.83,6.67,81,6.66,49.17,20,33,90,6.66,190,91,33,44,11.67,44,7.2,33,11.66,171.26,26.91,53.03,15.38,250.67,30.78,17.35,0,15.38,0,57.56,15.76,34.71,8.68,34.71

50,12:15-12:30,8.68,1.95,34.71,3.13,26.91,70.29,0,0,2.15,1.55,114.89,245.83,6.67,81,6.66,49.17,20,33,90,6.66,190,91,33,44,11.67,44,7.2,33,11.66,171.26,26.91,53.03,15.38,250.67,30.78,17.35,0,15.38,0,57.56,15.76,34.71,8.68,34.71

51,12:30-12:45,8.68,1.95,34.71,3.13,26.91,70.29,0,0,2.15,1.55,115.05,245.83,6.67,81,6.66,49.17,20,33,90,6.66,190,91,33,44,11.67,44,7.2,33,11.66,171.26,26.91,53.03,15.38,250.67,30.78,17.35,0,15.38,0,57.56,15.76,34.71,8.68,34.71

52,12:45-13:00,8.68,1.95,34.71,3.13,26.91,70.29,0,0,2.15,1.55,114.68,245.83,6.67,81,6.66,49.17,20,33,90,6.66,190,91,33,44,11.67,44,7.2,33,11.66,171.26,26.91,53.03,15.38,250.67,30.28,17.35,0,15.38,0,57.56,15.76,34.71,8.68,34.71

53,13:00-13:15,8.68,2,34.71,3.13,26.91,70.29,0,0,2.3,1.55,113.16,245.83,6.67,81,6.66,49.17,20,33,90,6.66,190,88,33,43,11.67,42,7.2,33,11.66,149.44,26.91,53.03,15.26,212.1,30.28,17.35,0,15.26,0,57.56,15.64,34.71,8.68,34.71

54,13:15-13:30,8.68,2,34.71,3.13,26.91,70.29,0,0,2.3,1.55,110.43,245.83,6.67,81,6.66,49.17,20,33,90,6.66,190,85,33,42,11.67,40,7.2,33,11.66,110.87,26.91,53.03,14.62,173.54,30.28,17.35,0,14.62,0,57.56,14.98,34.71,8.68,34.71

55,13:30-13:45,8.68,2,34.71,3.13,26.91,70.29,0,0,2.3,1.55,108.12,245.83,6.67,78,6.66,49.17,20,33,90,6.66,182,81,33,41,11.67,39,7.2,33,11.66,110.87,26.91,53.03,14.39,173.54,30.78,17.35,0,14.39,0,57.56,14.75,34.71,8.68,34.71

56,13:45-14:00,8.68,2,34.71,3.13,26.91,70.29,0,0,2.3,1.55,103.13,240.42,6.67,75,6.66,48.08,20,33,90,6.66,175,80,33,41,11.67,38,7.2,33,11.66,149.44,26.91,53.03,14.07,173.54,30.78,17.35,0,14.07,0,57.56,14.42,34.71,8.68,34.71

57,14:00-14:15,8.68,2,34.71,3.04,26.91,70.29,0,0,2.38,1.63,97.78,232.02,6.67,72,6.66,46.4,20,33,88,6.66,168,78,33,38,11.67,37,7.2,33,11.66,171.26,26.91,53.03,13.68,173.54,30.78,17.35,0,13.68,0,57.56,14.01,34.71,8.68,34.71

58,14:15-14:30,8.68,2,34.71,3.04,26.91,70.29,0,0,2.38,1.63,92.13,222.9,6.67,67,6.66,44.58,20,33,83,6.66,158,75,33,37,11.67,36,7.2,33,11.66,171.26,26.91,53.03,13.11,212.1,30.78,17.35,0,13.11,0,57.56,13.45,34.71,8.68,34.71

59,14:30-14:45,8.68,2,34.71,3.04,26.91,70.29,0,0,2.38,1.63,85.95,211.73,6.67,63,6.66,42.34,20,33,77,6.66,147,69,33,35,11.67,33,7.2,33,11.66,171.26,26.91,53.03,12.5,250.67,30.28,17.35,0,12.5,0,57.56,12.82,34.71,8.68,34.71

60,14:45-15:00,8.68,2,34.71,3.04,26.91,70.29,0,0,2.38,1.63,79.5,200.32,6.67,58,6.66,40.06,20,33,72,6.66,137,64,33,34,11.67,30,7.2,33,11.66,171.26,26.91,53.03,11.69,250.67,30.28,17.35,0,11.69,0,57.56,11.98,34.71,8.68,34.71

61,15:00-15:15,8.68,2.04,34.71,3.04,26.91,70.29,0,0,2.53,1.63,73.5,186.85,6.67,52,6.66,37.37,20,33,60,6.66,123,57,33,30,11.67,27,7.2,33,11.66,171.26,26.91,53.03,10.76,250.67,30.78,17.35,0,10.76,0,57.56,11.03,34.71,8.68,34.71

62,15:15-15:30,8.68,2.04,34.71,3.04,26.91,70.29,0,0,2.53,1.63,66.11,171.39,6.67,46,6.66,34.28,20,33,55,6.66,109,50,33,27,11.67,24,7.2,33,11.66,171.26,26.91,53.03,9.68,250.67,30.78,17.35,0,9.68,0,57.56,9.92,34.71,8.68,34.71

63,15:30-15:45,8.68,2.04,34.71,3.04,26.91,66.14,0,0,2.53,1.63,58.18,155.64,6.67,40,6.66,31.13,20,33,47,6.66,93,41,33,24,11.67,19,7.6,33,11.66,227.12,26.91,53.03,8.69,272.6,30.78,17.35,0,8.69,0,76.44,8.9,34.71,8.68,34.71

64,15:45-16:00,8.68,2.04,34.71,3.04,26.91,66.14,0,0,2.53,1.63,50.02,138.48,6.67,34,6.66,27.7,20,33,40,6.66,81,32,33,22,11.67,16,8,33,11.66,227.12,26.91,53.03,7.76,272.6,30.78,17.35,0,7.76,0,76.44,7.96,34.71,8.68,34.71

65,16:00-16:15,8.68,2.04,36.64,3.04,23.13,66.14,0,0,2.46,1.71,40.66,111.93,6.67,28,6.66,22.38,20,33,33,6.66,67,26,30,17,13.33,12,8.6,33,13.33,227.12,23.13,53.03,6.93,272.6,30.78,17.35,0,6.93,0,76.44,7.11,36.64,8.68,36.64

