Block,Time,BSIUL,ANTA_RF,AURY_GF,URI,ANTA_GF,TEHRI,CHAMERA2,TANAKPUR,RIHAND1,DADRI_LF,KISHANGANGA,RIHAND3,RAPPB,URI2,KOLDAM,SINGRAULI,AURY_LF,UNCHAHAR3,RAPPC,UNCHAHAR2,RIHAND2,AURY_CRF,PARBATI3,DULHASTI,KOTESHWR,ANTA_CRF,DADRI_CRF,NJPC,SALAL,DADRT2,DADRI_GF,NAPP,TANDA2,DADRI_RF,UNCHAHAR4,DHAULIGNGA,ANTA_LF,CHAMERA3,CHAMERA1,UNCHAHAR1,JHAJJAR,SEWA2,AURY_RF,RAMPUR,SINGRAULI_HYDRO,BRBCL,TALA,SASAN,KHSTPP-I,FSTPP I & II,KHSTPP-II,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
7,01:30-01:45,18.924666,0.000000,0.000000,33.642302,0.000000,0.000000,46.918734,1.363163,93.891919,0.000000,5.379164,126.226352,0.000000,34.008786,0.000000,145.002570,0.000000,26.737950,66.748813,21.718130,120.325212,0.000000,0.000000,57.246285,8.921851,0.000000,0.000000,53.252796,76.788555,595.837087,0.000000,49.035723,5.183415,0.000000,2.989266,0.000000,0.000000,33.695754,27.182702,21.892262,505.408456,18.187717,0.000000,2.056015,0.754252,14.814744,0.000000,405.118098,44.886470,13.581329,143.465420,0,0,0,0,0

8,01:45-02:00,18.924666,0.000000,0.000000,33.642302,0.000000,0.000000,46.918734,1.363163,93.891919,0.000000,5.379164,126.226352,0.000000,34.008786,0.000000,145.002570,0.000000,23.545530,66.748813,21.718130,120.325212,0.000000,0.000000,57.246285,8.921851,0.000000,0.000000,53.252796,76.788555,580.499108,0.000000,49.035723,5.183415,0.000000,2.989266,0.000000,0.000000,33.695754,27.182702,19.280379,534.430456,18.187717,0.000000,2.056015,0.754252,14.703712,0.000000,405.118098,44.886470,13.581329,143.465420,0,0,0,0,0

9,02:00-02:15,18.924666,0.000000,0.000000,33.642302,0.000000,0.000000,46.918734,1.363163,93.891919,0.000000,5.379164,126.226352,0.000000,34.008786,0.000000,145.002570,0.000000,26.737950,66.748813,21.718130,120.325212,0.000000,0.000000,57.246285,8.921851,0.000000,0.000000,53.252796,76.788555,604.936986,0.000000,49.035723,5.183415,0.000000,2.989266,0.000000,0.000000,33.695754,27.182702,21.892262,487.079477,18.187717,0.000000,2.056015,0.754252,15.925474,0.000000,405.118098,44.886470,13.581329,143.465420,0,0,0,0,0

10,02:15-02:30,18.924666,0.000000,0.000000,33.642302,0.000000,0.000000,46.918734,1.363163,93.891919,0.000000,5.379164,126.226352,0.000000,34.008786,0.000000,145.002570,0.000000,26.737950,66.748813,21.718130,120.325212,0.000000,0.000000,57.246285,8.921851,0.000000,0.000000,53.252796,76.788555,600.099986,0.000000,49.035723,5.183415,0.000000,2.989266,0.000000,0.000000,33.695754,27.182702,21.892262,425.123737,18.187717,0.000000,2.056015,0.754252,17.600948,0.000000,405.118098,44.886470,13.581329,143.465420,0,0,0,0,0

11,02:30-02:45,18.924666,0.000000,0.000000,33.642302,0.000000,0.000000,46.918734,1.363163,92.344079,0.000000,5.379164,124.194812,0.000000,34.008786,0.000000,140.939490,0.000000,26.737950,66.748813,21.718130,120.325212,0.000000,0.000000,57.246285,8.921851,0.000000,0.000000,53.252796,76.788555,539.860085,0.000000,49.035723,5.183415,0.000000,2.989266,0.000000,0.000000,33.695754,27.182702,21.892262,405.775737,18.187717,0.000000,2.056015,0.754252,16.455829,0.000000,400.503600,44.886470,13.581329,143.465420,0,0,0,0,0

12,02:45-03:00,18.924666,0.000000,0.000000,33.642302,0.000000,0.000000,46.918734,1.363163,92.344079,0.000000,5.379164,124.194812,0.000000,34.008786,0.000000,140.939490,0.000000,26.737950,66.748813,21.718130,120.325212,0.000000,0.000000,57.246285,8.921851,0.000000,0.000000,53.252796,76.788555,501.164085,0.000000,49.035723,5.183415,0.000000,2.989266,0.000000,0.000000,33.695754,27.182702,19.433034,366.730312,18.187717,0.000000,2.056015,0.754252,15.273195,0.000000,400.503600,44.886470,13.581329,143.465420,0,0,0,0,0

13,03:00-03:15,18.924666,0.000000,0.000000,33.642302,0.000000,0.000000,46.918734,1.363163,92.344079,0.000000,5.379164,124.194812,0.000000,34.008786,0.000000,140.939490,0.000000,26.737950,66.748813,21.718130,120.325212,0.000000,0.000000,57.246285,8.921851,0.000000,0.000000,53.252796,76.788555,501.164085,0.000000,49.035723,5.183415,0.000000,2.989266,0.000000,0.000000,33.695754,27.182702,19.433034,342.545312,18.187717,0.000000,2.056015,0.754252,13.550222,0.000000,400.503600,39.565770,12.420449,143.465420,0,0,0,0,0

14,03:15-03:30,18.924666,0.000000,0.000000,33.642302,0.000000,0.000000,46.918734,1.363163,92.344079,0.000000,5.379164,124.194812,0.000000,34.008786,0.000000,140.939490,0.000000,26.737950,66.748813,21.718130,120.325212,0.000000,0.000000,57.246285,8.921851,0.000000,0.000000,53.252796,76.788555,472.142085,0.000000,49.035723,5.183415,0.000000,2.989266,0.000000,0.000000,33.695754,27.182702,19.433034,323.197312,18.187717,0.000000,2.056015,0.754252,13.076039,0.000000,400.503600,44.886470,13.059900,143.465420,0,0,0,0,0

15,03:30-03:45,18.924666,0.000000,0.000000,33.642302,0.000000,0.000000,46.918734,1.363163,92.344079,0.000000,5.379164,124.194812,0.000000,34.008786,0.000000,140.939490,0.000000,26.737950,66.748813,21.718130,120.325212,0.000000,0.000000,57.246285,8.921851,0.000000,0.000000,53.252796,76.788555,481.816085,0.000000,49.035723,5.183415,0.000000,2.989266,0.000000,0.000000,33.695754,27.182702,19.433034,299.012312,18.187717,0.000000,2.056015,0.754252,10.784893,0.000000,400.503600,44.886470,13.581329,143.465420,0,0,0,0,0

16,03:45-04:00,18.924666,0.000000,0.000000,33.642302,0.000000,0.000000,46.918734,1.363163,92.344079,0.000000,5.379164,124.194812,0.000000,34.008786,0.000000,140.939490,0.000000,26.737950,66.748813,21.718130,120.325212,0.000000,0.000000,57.246285,8.921851,0.000000,0.000000,53.252796,76.788555,472.142085,0.000000,49.035723,5.183415,0.000000,2.989266,0.000000,0.000000,33.695754,27.182702,19.433034,289.338312,18.187717,0.000000,2.056015,0.754252,12.139270,0.000000,400.503600,39.565770,13.581329,126.826140,0,0,0,0,0

17,04:00-04:15,18.924666,0.000000,0.000000,33.642302,0.000000,0.000000,46.918734,1.363163,92.344079,0.000000,5.379164,124.194812,0.000000,34.008786,0.000000,140.939490,0.000000,24.121732,66.748813,21.550286,120.325212,0.000000,0.000000,57.246285,8.921851,0.000000,0.000000,53.252796,76.788555,452.794085,0.000000,49.035723,5.183415,0.000000,2.989266,10.504855,0.000000,33.695754,27.182702,19.336294,245.805312,18.187717,0.000000,2.056015,0.754252,13.731444,0.000000,400.503600,44.886470,13.581329,143.465420,0,0,0,0,0

18,04:15-04:30,18.924666,0.000000,0.000000,33.642302,0.000000,0.000000,46.918734,1.363163,92.344079,0.000000,5.379164,124.194812,0.000000,34.008786,0.000000,140.939490,0.000000,24.121732,66.748813,19.315592,120.325212,0.000000,0.000000,57.246285,8.921851,0.000000,0.000000,53.252796,76.788555,423.772085,0.000000,49.035723,5.183415,0.000000,2.989266,10.504855,0.000000,33.695754,27.182702,19.336294,245.805312,18.187717,0.000000,2.056015,0.754252,15.947358,0.000000,400.503600,44.886470,13.581329,143.465420,0,0,0,0,0

19,04:30-04:45,18.924666,0.000000,0.000000,33.642302,0.000000,0.000000,46.918734,1.982783,92.344079,0.000000,5.379164,124.194812,0.000000,34.008786,0.000000,140.939490,0.000000,24.121732,66.748813,19.315592,120.325212,0.000000,0.000000,57.246285,8.921851,0.000000,0.000000,53.252796,76.788555,404.424085,0.000000,49.035723,5.183415,0.000000,2.989266,10.504855,0.000000,33.695754,27.182702,19.336294,245.805312,18.187717,0.000000,2.056015,0.754252,18.783582,0.000000,400.503600,44.886470,13.581329,143.465420,0,0,0,0,0

20,04:45-05:00,18.924666,0.000000,0.000000,33.642302,0.000000,0.000000,46.918734,1.982783,92.344079,0.000000,5.379164,124.194812,0.000000,34.008786,0.000000,140.939490,0.000000,24.121732,66.748813,19.315592,120.325212,0.000000,0.000000,57.246285,8.921851,0.000000,0.000000,53.252796,76.788555,367.295273,0.000000,49.035723,5.183415,0.000000,2.989266,10.504855,0.000000,33.695754,27.182702,19.336294,245.805312,18.187717,0.000000,2.056015,0.754252,17.185459,0.000000,400.503600,44.886470,13.581329,143.465420,0,0,0,0,0

21,05:00-05:15,18.924666,0.000000,0.000000,33.642302,0.000000,0.000000,46.918734,1.982783,92.344079,0.000000,5.379164,124.194812,0.000000,34.008786,0.000000,140.939490,0.000000,15.296819,66.748813,21.215379,120.325212,0.000000,0.000000,57.246285,8.921851,0.000000,0.000000,53.252796,76.788555,367.295273,0.000000,49.035723,5.183415,0.000000,2.989266,21.009712,0.000000,22.441199,40.774053,12.085922,241.850000,18.187717,0.000000,2.056015,0.754252,19.348002,0.000000,400.503600,44.886470,13.581329,143.465420,0,0,0,0,0

22,05:15-05:30,18.924666,0.000000,0.000000,33.642302,0.000000,0.000000,46.918734,1.982783,92.344079,0.000000,5.379164,124.194812,0.000000,34.008786,0.000000,140.939490,0.000000,15.232234,66.748813,19.412332,120.325212,0.000000,0.000000,57.246285,8.921851,0.000000,0.000000,53.252796,76.788555,367.295273,0.000000,49.035723,5.183415,0.000000,2.989266,31.514567,0.000000,22.441199,40.774053,12.044130,241.850000,18.187717,0.000000,2.056015,0.754252,19.348002,0.000000,400.503600,44.886470,13.581329,143.465420,0,0,0,0,0

23,05:30-05:45,18.924666,0.000000,0.000000,33.642302,0.000000,0.000000,46.918734,1.982783,92.344079,0.000000,5.379164,124.194812,0.000000,34.008786,0.000000,140.939490,0.000000,15.083991,66.748813,17.682998,120.325212,0.000000,0.000000,57.246285,8.921851,0.000000,0.000000,53.252796,76.788555,367.295273,0.000000,49.035723,5.183415,0.000000,2.349331,31.514567,0.000000,22.441199,40.774053,12.044130,294.244384,18.187717,0.000000,2.056015,0.754252,19.348002,0.000000,400.503600,44.886470,13.581329,143.465420,0,0,0,0,0

24,05:45-06:00,18.924666,0.000000,0.000000,33.642302,0.000000,0.000000,46.918734,1.982783,92.344079,0.000000,5.379164,124.194812,0.000000,34.008786,1.812615,140.939490,0.000000,15.083991,66.748813,12.193593,120.325212,0.000000,0.000000,57.246285,8.921851,0.000000,0.000000,53.252796,76.788555,367.295273,0.000000,49.035723,5.183415,0.000000,2.349331,31.514567,0.000000,22.441199,40.774053,12.044130,390.984384,18.187717,0.000000,2.056015,0.754252,19.348002,0.000000,400.503600,44.886470,13.581329,143.465420,0,0,0,0,0

25,06:00-06:15,18.924666,0.000000,0.000000,33.642302,0.000000,0.000000,46.918734,1.982783,92.344079,0.000000,5.379164,123.847419,0.000000,34.008786,2.129823,140.939490,0.000000,23.899230,66.748813,19.412332,120.325212,0.000000,3.690020,57.246285,8.921851,0.000000,0.000000,53.252796,74.191841,418.935085,0.000000,49.035723,5.183415,0.000000,2.989266,31.514567,0.000000,22.441199,40.774053,19.258902,496.854125,18.187717,0.000000,2.056015,0.754252,19.348002,0.000000,400.503600,44.886470,13.581329,143.465420,0,0,0,0,0

26,06:15-06:30,18.924666,0.000000,0.000000,33.642302,0.000000,0.000000,46.918734,1.982783,92.344079,0.000000,5.379164,123.847419,0.000000,34.008786,6.729333,140.939490,0.000000,23.899230,66.748813,19.412332,120.325212,0.000000,7.380038,57.246285,8.921851,0.000000,0.000000,53.252796,74.191841,433.318485,0.000000,49.035723,5.183415,0.000000,2.989266,31.514567,0.000000,22.441199,40.774053,19.258902,496.854125,18.187717,0.000000,2.056015,0.754252,19.348002,0.000000,400.503600,44.886470,13.581329,143.465420,0,0,0,0,0

27,06:30-06:45,18.924666,0.000000,0.000000,33.642302,0.000000,0.000000,46.918734,1.982783,92.344079,0.000000,5.379164,123.847419,0.000000,34.008786,6.729333,140.939490,0.000000,20.391631,66.748813,16.586073,120.325212,0.000000,37.915685,57.246285,8.921851,0.000000,0.000000,53.252796,74.191841,439.617792,0.000000,49.035723,5.183415,0.000000,2.989266,31.514567,0.000000,22.441199,40.774053,16.360379,419.937312,18.187717,0.000000,2.056015,0.754252,19.348002,0.000000,400.503600,44.886470,13.581329,143.465420,0,0,0,0,0

28,06:45-07:00,18.924666,0.000000,0.000000,33.642302,0.000000,0.000000,46.918734,1.363163,92.344079,0.000000,5.379164,123.847419,0.000000,34.008786,6.729333,140.939490,0.000000,14.871163,66.748813,12.090372,120.325212,0.000000,56.873526,57.246285,8.921851,0.000000,0.000000,79.879193,74.191841,367.295273,0.000000,49.035723,5.183415,0.000000,2.533137,31.514567,0.000000,22.441199,40.774053,12.092500,340.419854,18.187717,0.000000,3.084022,0.754252,19.348002,0.000000,400.503600,44.886470,13.581329,143.465420,0,0,0,0,0

29,07:00-07:15,18.924666,0.000000,0.000000,33.642302,0.000000,0.000000,46.918734,1.363163,92.344079,0.000000,5.379164,123.847419,0.000000,34.008786,6.729333,140.939490,0.000000,18.601264,66.748813,17.054585,120.325212,0.000000,56.873526,57.246285,8.921851,0.000000,0.000000,106.505591,64.636831,372.248361,0.000000,49.035723,5.183415,0.000000,2.533137,42.116859,0.000000,22.441199,27.182702,14.752270,247.379028,18.187717,0.000000,4.112029,0.754252,19.348002,0.000000,400.503600,44.886470,12.454017,143.465420,0,0,0,0,0

30,07:15-07:30,18.924666,0.000000,0.000000,39.516355,0.000000,0.000000,46.918734,1.363163,92.344079,0.000000,5.379164,123.847419,0.000000,34.008786,6.729333,140.939490,0.000000,18.601264,66.748813,17.054585,120.325212,0.000000,56.873526,57.246285,8.921851,0.000000,0.000000,106.505591,64.636831,367.295273,0.000000,49.035723,5.183415,0.000000,2.533137,42.116859,0.000000,22.441199,27.182702,14.752270,246.185306,18.187717,0.000000,4.112029,0.754252,19.348002,0.000000,400.503600,44.886470,12.454017,143.465420,0,0,0,0,0

31,07:30-07:45,18.924666,0.000000,0.000000,39.516355,0.000000,0.000000,46.918734,0.000000,92.344079,0.000000,5.379164,123.847419,0.000000,34.008786,4.486223,140.939490,0.000000,18.601264,66.748813,17.054585,120.325212,0.000000,56.873526,57.246285,8.921851,0.000000,0.000000,106.505591,64.636831,367.295273,0.000000,49.035723,5.183415,0.000000,2.533137,42.116859,0.000000,22.441199,27.182702,14.752270,246.185306,18.187717,0.000000,4.112029,0.754252,19.348010,0.000000,400.503600,32.830364,12.454017,104.983119,0,0,0,0,0

32,07:45:08:00,18.924666,0.000000,0.000000,39.516355,0.000000,0.000000,46.918734,0.000000,92.344079,0.000000,5.379164,123.847419,0.000000,34.008786,4.486223,140.939490,0.000000,14.871163,66.748813,11.993632,120.325212,0.000000,37.915685,57.246285,8.921851,0.000000,0.000000,106.505591,64.636831,367.295273,0.000000,49.035723,5.183415,0.000000,2.533137,42.116859,0.000000,22.441199,27.182702,12.114944,246.185306,18.187717,0.000000,4.112029,0.754252,19.348000,0.000000,400.503600,28.266074,10.579680,90.286862,0,0,0,0,0

33,08:00-08:15,18.924666,0.000000,0.000000,33.642302,0.000000,0.000000,46.918734,0.619620,92.344079,0.000000,5.379164,123.847419,0.000000,34.008786,2.243111,140.939490,0.000000,14.871163,66.748813,11.993632,120.325212,0.000000,5.904031,57.246285,8.921851,0.000000,0.000000,106.505591,50.585346,367.295273,0.000000,49.035723,5.183415,0.000000,2.533137,42.116859,0.000000,22.441199,27.182702,12.114944,246.185306,12.149689,0.000000,4.112029,0.754252,19.348000,0.000000,400.503600,28.266074,10.579680,113.283604,0,0,0,0,0

34,08:15-08:30,18.924666,0.000000,0.000000,33.642302,0.000000,0.000000,46.918734,0.619620,93.891919,0.000000,5.379164,124.686445,0.000000,34.008786,0.000000,145.002570,0.000000,14.871163,66.748813,11.993632,120.325212,0.000000,3.690020,57.246285,8.921851,0.000000,0.000000,106.505591,50.585346,367.295273,0.000000,49.035723,5.183415,0.000000,2.533137,42.116859,0.000000,22.441199,13.591351,12.114944,246.185306,12.149689,0.000000,4.112029,0.754252,19.348024,0.000000,400.503600,29.617531,10.579680,94.513239,0,0,0,0,0

35,08:30-08:45,18.924666,0.000000,0.000000,33.642302,0.000000,0.000000,46.918734,0.619620,93.891919,0.000000,5.379164,124.686445,0.000000,34.008786,0.000000,145.002570,0.000000,14.871163,66.748813,11.993632,120.325212,0.000000,0.000000,57.246285,8.921851,0.000000,0.000000,106.505591,62.950653,367.295273,0.000000,49.035723,5.183415,0.000000,2.533137,42.116859,0.000000,22.441199,13.591351,12.114944,246.185306,12.149689,0.000000,4.112029,0.754252,19.348024,0.000000,400.503600,29.617531,10.579680,94.513239,0,0,0,0,0

36,08:45:09:00,18.924666,0.000000,0.000000,33.642302,0.000000,0.000000,46.918734,0.619620,93.891919,0.000000,5.379164,124.686445,0.000000,34.008786,0.000000,145.002570,0.000000,14.871163,66.748813,11.993632,120.325212,0.000000,0.000000,57.246285,8.921851,0.000000,0.000000,106.505591,62.950653,367.295273,0.000000,49.035723,5.183415,0.000000,2.533137,42.116859,0.000000,22.441199,13.591351,12.114944,246.185306,12.149689,0.000000,4.112029,0.754252,19.348024,0.000000,400.503600,29.617531,10.579680,94.513239,0,0,0,0,0

37,09:00:09:15,18.924666,0.000000,0.000000,33.642302,0.000000,0.000000,46.918734,0.619620,93.891919,0.000000,5.379164,124.686445,0.000000,34.008786,0.000000,145.002570,0.000000,14.871163,66.748813,11.993632,120.325212,0.000000,0.000000,57.246285,8.921851,0.000000,0.000000,79.879193,62.950653,367.295273,0.000000,49.035723,5.183415,0.000000,2.533137,31.514567,0.000000,22.441199,13.591351,12.114944,246.185306,12.149689,0.000000,3.084022,0.754252,19.348024,0.000000,400.503600,29.617531,11.708055,94.513239,0,0,0,0,0

38,09:15-09:30,18.924666,0.000000,0.000000,33.642302,0.000000,0.000000,46.918734,0.619620,93.891919,0.000000,5.379164,124.686445,0.000000,34.008786,0.000000,145.002570,0.000000,14.871163,66.748813,11.993632,120.325212,0.000000,0.000000,57.246285,8.921851,0.000000,0.000000,79.879193,62.950653,367.295273,0.000000,49.035723,5.183415,0.000000,2.533137,31.514567,0.000000,11.220599,13.591351,12.114944,246.185306,12.149689,0.000000,3.084022,0.754252,19.348024,0.000000,400.503600,35.814212,11.708055,114.314369,0,0,0,0,0

39,09:30-09:45,18.924666,0.000000,0.000000,33.642302,0.000000,0.000000,46.918734,0.619620,93.891919,0.000000,5.379164,124.686445,0.000000,34.008786,0.000000,145.002570,0.000000,14.871163,66.748813,11.993632,120.325212,0.000000,0.000000,57.246285,8.921851,0.000000,0.000000,53.252796,62.950653,367.295273,0.000000,49.035723,5.183415,0.000000,2.533137,31.514567,0.000000,22.441199,13.591351,12.114944,246.185306,12.149689,0.000000,2.056015,0.754252,19.348024,0.000000,400.503600,35.814212,11.708055,114.314369,0,0,0,0,0

40,09:45-10:00,18.924666,0.000000,0.000000,33.642302,0.000000,0.000000,46.918734,0.619620,93.891919,0.000000,5.379164,124.686445,0.000000,34.008786,0.000000,145.002570,0.000000,14.871163,66.748813,11.993632,120.325212,0.000000,0.000000,57.246285,8.921851,0.000000,0.000000,53.252796,62.950653,367.295273,0.000000,49.035723,5.183415,0.000000,2.533137,31.514567,0.000000,22.441199,12.227936,12.114944,246.185306,12.149689,0.000000,2.056015,0.754252,19.348024,0.000000,400.503600,44.249940,11.708055,141.411243,0,0,0,0,0

41,10:00-10:15,12.616444,0.000000,0.000000,33.642302,0.000000,0.000000,46.918734,0.619620,63.727185,0.000000,5.379164,124.686445,0.000000,34.008786,0.000000,145.002570,0.000000,14.871163,66.748813,11.993632,120.325212,0.000000,0.000000,57.246285,0.000000,0.000000,0.000000,25.871804,62.950653,367.295273,0.000000,49.035723,5.183415,0.000000,2.533137,21.009712,0.000000,22.441199,12.227936,12.114944,246.185306,12.149689,0.000000,0.998210,0.754252,19.348024,0.000000,400.503600,44.249940,11.825401,141.411243,0,0,0,0,0

42,10:15-10:30,12.616444,0.000000,0.000000,39.516355,0.000000,0.000000,46.918734,9.294296,67.596785,0.000000,5.379164,124.686445,0.000000,34.008786,0.000000,145.002570,0.000000,14.871163,66.748813,14.819891,120.325212,0.000000,0.000000,57.246285,0.000000,0.000000,0.000000,23.715820,62.950653,367.295273,0.000000,49.035723,5.183415,0.000000,2.533137,21.009712,0.000000,22.441199,12.227936,12.114944,246.185306,12.149689,0.000000,0.908818,0.754252,19.348024,0.000000,400.503600,44.249940,11.825401,141.411243,0,0,0,0,0

43,10:30-10:45,12.616444,0.000000,0.000000,39.516355,0.000000,0.000000,46.918734,9.294296,69.531585,0.000000,5.379164,124.686445,0.000000,34.008786,0.000000,145.002570,0.000000,18.378762,66.748813,14.819891,120.325212,0.000000,0.000000,57.246285,0.000000,0.000000,0.000000,23.715820,62.950653,367.295273,0.000000,49.035723,5.183415,0.000000,2.533137,21.009712,0.000000,22.441199,12.227936,14.752270,246.185306,12.149689,0.000000,0.908818,0.754252,19.348024,0.000000,400.503600,44.249940,11.825401,141.411243,0,0,0,0,0

44,10:45-11:00,12.616444,0.000000,0.000000,39.516355,0.000000,0.000000,46.918734,9.294296,72.433785,0.000000,5.379164,124.686445,0.000000,34.008786,0.000000,145.002570,0.000000,18.378762,66.748813,14.819891,120.325212,0.000000,0.000000,57.246285,0.000000,0.000000,0.000000,23.715820,62.950653,367.295273,0.000000,49.035723,5.183415,0.000000,2.533137,21.009712,0.000000,22.441199,12.227936,14.752270,246.185306,12.149689,0.000000,0.908818,0.754252,18.097217,0.000000,400.503600,44.249940,11.825401,141.411243,0,0,0,0,0

45,11:00-11:15,12.616444,0.000000,0.000000,33.642302,0.000000,0.000000,46.918734,9.294296,87.912185,0.000000,5.379164,124.686445,0.000000,34.008786,0.000000,145.002570,0.000000,18.378762,66.748813,14.819891,120.325212,0.000000,0.000000,57.246285,0.000000,0.000000,0.000000,23.715820,39.344158,367.295273,0.000000,49.035723,5.183415,0.000000,2.533137,10.504855,0.000000,22.441199,12.610059,14.752270,246.185306,12.149689,0.000000,0.908818,0.754252,17.670937,0.000000,400.503600,38.652951,11.825401,124.319026,0,0,0,0,0

46,11:15-11:30,12.616444,0.000000,0.000000,33.642302,0.000000,0.000000,46.918734,0.000000,88.879585,0.000000,5.379164,124.686445,0.000000,34.008786,0.000000,145.002570,0.000000,18.378762,66.748813,14.819891,120.325212,0.000000,0.000000,57.246285,0.000000,0.000000,0.000000,23.715820,39.344158,367.295273,0.000000,49.035723,5.183415,0.000000,2.533137,10.504855,0.000000,22.441199,13.591351,14.752270,280.044306,12.149689,0.000000,0.908818,0.754252,18.532977,0.000000,400.503600,38.652951,11.825401,124.319026,0,0,0,0,0

47,11:30-11:45,12.616444,0.000000,0.000000,33.642302,0.000000,0.000000,46.918734,0.000000,93.815109,0.000000,5.379164,124.686445,0.000000,34.008786,0.000000,145.002570,0.000000,18.378762,66.748813,14.819891,120.325212,0.000000,0.000000,57.246285,0.000000,0.000000,0.000000,23.715820,39.344158,366.451120,0.000000,49.035723,5.183415,0.000000,2.533137,10.504855,0.000000,22.441199,13.591351,14.752270,294.555306,12.149689,0.000000,0.908818,0.754252,19.348024,0.000000,400.503600,38.652951,11.825401,124.319026,0,0,0,0,0

