Column1,Time,GNA/NR/2025/04/01/8964,GNA/NR/2025/04/01/7960,NR/01102023/30042040/GNA_LT_35,GNA/NR/2025/04/01/5285,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2025/04/01/6490,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/22052037/LT-59,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2025/04/01/9334,GNA/NR/2025/04/01/4565,NR/01102023/06022042/L_NR_2012_02,GNA/NR/2025/04/01/7459,GNA/WR/2025/04/01/4420,NR/01102023/30042040/GNA_LT_36,GNA/NR/2025/04/01/1831,GNA/NR/2025/04/01/1333,GNA/NR/2025/04/01/6216,GNA/SR/2025/04/01/2597,NR/01102023/31102037/L_NR_2019_11,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNARE/SR/2025/01/13/4532,L_NR_2019_19,NR/01102023/08032047/L_NR_2021_14,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/13082046/L_NR_2021_12,WR/01102023/30052048/L_NR_2022_10,WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2020_06,WR/01102023/01102023/L_NR_2022_09,WR/01102023/24112044/L_NR_2020_07,WR/01102023/31032046/L_NR_2020_05,WR/01102023/29112042/L_NR_2019_05,NR/01102023/19072037/LT-05,GNA/NR/2025/04/01/8510,NR/01102023/31052040/LT-31,GNA/NR/2025/04/01/8456,NR/30092023/31122025/SH-07,NR/01102023/06022042/L_NR_2012_07,NR/30092023/26122029/SH-06,NR/22102023/11042047/L_NR_2021_17,GNARE/NR/2024/12/20/3668,NR/26072023/31072042/L_NR_2023_07,NR/26072023/25122043/L_NR_2023_10,NR/01102023/25072045/L_NR_2021_15,NR/01102023/02122045/L_NR_2021_13,NR/22102023/11042047/L_NR_2021_16
6,01:15-01:30,0,22.14,0,2.89,2.8,9.62,8.75,100.27,4.81,31.29,2.89,48.12,260.45,9.62,0,0,1.92,2.89,9.62,52.5,4.99,272.15,2.6,0,0,0,0,0,80,27.66,33.17,80,33.17,99.49,0,115.09,7.68,0,7.06,30.5,86.82,23.81,0,0,0,0,0,0,0

7,01:30-01:45,0,22.14,0,2.89,2.8,9.62,8.75,100.27,4.81,31.29,2.89,48.12,260.45,9.62,0,0,1.92,2.89,9.62,52.5,4.99,272.15,2.6,0,0,0,0,0,82,26.34,33.17,82,33.17,99.49,0,115.09,7.68,0,7.06,30.5,86.82,23.81,0,0,0,0,0,0,0

8,01:45-02:00,0,22.14,0,2.89,2.8,9.62,8.75,100.27,4.81,31.29,2.89,48.12,260.45,9.62,0,0,1.92,2.89,9.62,52.5,4.99,272.15,2.6,0,0,0,0,0,82,25.34,33.17,82,33.17,99.49,0,115.09,7.68,0,7.06,30.5,86.82,25.98,0,0,0,0,0,0,0

9,02:00-02:15,0,22.14,0,2.89,2.8,9.62,8.66,100.27,4.81,31.29,2.89,48.12,260.45,9.62,0,0,1.92,2.89,9.62,0,4.75,272.15,17.21,0,0,0,0,0,82,24.66,33.17,82,33.17,99.49,0,94.33,7.68,0,7.06,30.5,86.82,25.98,0,0,0,0,0,0,0

10,02:15-02:30,0,22.14,0,2.89,2.8,9.62,8.66,100.27,4.81,31.29,2.89,48.12,260.45,9.62,0,0,1.92,2.89,9.62,0,4.75,272.15,17.21,0,0,0,0,0,82,24,33.17,82,33.17,99.49,0,94.33,7.68,0,7.06,30.5,86.82,25.98,0,0,0,0,0,0,0

11,02:30-02:45,0,22.14,0,2.89,2.8,9.62,8.66,100.27,1.55,31.29,2.89,48.12,260.45,9.62,0,0,1.92,2.89,9.62,0,4.75,272.15,23.41,0,0,0,0,0,77,23,27.5,77,27.5,82.5,0,66.04,7.68,0,7.06,30.5,86.82,25.98,0,0,0,0,0,0,0

12,02:45-03:00,0,22.14,0,2.89,2.8,9.62,8.66,100.27,1.55,31.29,2.89,48.12,260.45,9.62,0,0,1.92,2.89,9.62,0,4.75,272.15,23.01,0,0,0,0,0,77,21.34,26.67,77,26.67,79.99,0,66.04,7.68,0,7.06,30.5,86.82,25.98,0,0,0,0,0,0,0

13,03:00-03:15,0,22.14,0,2.89,2.8,9.62,8.57,100.27,4.11,31.29,2.89,48.12,260.45,9.62,0,0,1.92,2.89,9.62,0,4.6,272.15,35.22,0,0,0,0,0,77,30.34,31,77,31,93,0,66.04,7.68,0,7.06,26.95,86.82,26.95,0,0,0,0,0,0,0

14,03:15-03:30,0,22.14,0,2.89,2.8,9.62,8.57,100.27,4.11,31.29,2.89,48.12,260.45,9.62,0,0,1.92,2.89,9.62,0,4.6,272.15,34.62,0,0,0,0,0,77,29.34,30.17,77,30.17,90.49,0,66.04,7.68,0,7.06,26.95,86.82,26.95,0,0,0,0,0,0,0

15,03:30-03:45,0,22.14,0,2.89,2.8,9.62,8.57,100.27,4.11,31.29,2.89,48.12,260.45,9.62,0,0,1.92,2.89,9.62,0,4.6,272.15,34.42,0,0,0,0,0,77,28.34,29.5,77,29.5,88.5,0,66.04,7.68,0,7.06,26.95,86.82,26.95,0,0,0,0,0,0,0

16,03:45-04:00,0,22.14,0,2.89,2.8,9.62,8.57,100.27,4.11,31.29,2.89,48.12,260.45,9.62,0,0,1.92,2.89,9.62,0,4.6,272.15,32.22,0,0,0,0,0,75.67,26.66,28.5,75.67,28.5,85.5,0,66.04,7.68,0,7.06,26.95,86.82,26.95,0,0,0,0,0,0,0

17,04:00-04:15,0,22.14,0,2.89,2.61,9.62,8.47,100.27,4.11,31.29,2.89,48.12,260.45,9.62,0,0,1.92,2.89,9.62,0,4.23,272.15,34.82,0,0,0,0,0,74.33,31.66,31.34,74.33,31.33,94,0,66.04,7.68,0,7.06,26.95,86.82,26.95,0,0,0,0,0,0,0

18,04:15-04:30,0,22.14,0,2.89,2.61,9.62,8.47,100.27,4.11,31.29,2.89,48.12,228.99,9.62,0,0,1.92,2.89,9.62,0,4.23,272.15,31.02,0,0,0,0,0,72.67,31,30.66,72.67,30.67,92,0,66.04,7.68,0,7.06,26.95,74.62,26.95,0,0,0,0,0,0,0

19,04:30-04:45,0,22.14,0,2.89,2.61,9.62,8.47,100.27,3.88,31.29,2.89,48.12,260.45,9.62,0,0,1.92,2.89,9.62,0,4.23,272.15,29.82,0,0,0,0,0,77,30.34,30.17,77,30.17,90.49,0,74.53,7.68,0,7.06,26.95,86.82,26.95,0,0,0,0,0,0,0

20,04:45-05:00,0,22.14,0,2.89,2.61,9.62,8.47,100.27,3.88,31.29,2.89,48.12,260.45,9.62,0,0,1.92,2.89,9.62,0,4.23,272.15,27.01,0,0,0,0,0,76.67,29.66,29.83,76.67,29.83,89.51,0,83.02,7.68,0,7.06,26.95,86.82,26.95,0,0,0,0,0,0,0

21,05:00-05:15,0,22.14,0,2.89,2.61,9.62,8.38,100.27,3.88,31.29,2.89,48.12,260.45,9.62,0,0,1.92,2.89,9.62,0,4.15,272.15,14.21,0,0,0,0,0,76,28.34,33.17,76,33.17,99.49,0,91.5,7.68,0,7.06,26.95,86.82,26.95,0,0,0,0,0,0,0

22,05:15-05:30,0,22.14,0,2.89,2.61,9.62,8.38,100.27,3.88,31.29,2.89,48.12,260.45,9.62,0,0,1.92,2.89,9.62,0,4.15,272.15,13.01,0,0,0,0,0,75,27.66,33.17,75,33.17,99.49,0,115.09,7.68,0,7.06,30.5,86.82,9.26,0,0,0,0,0,0,0

23,05:30-05:45,0,22.14,0,2.89,2.61,9.62,8.38,100.27,3.88,31.29,2.89,48.12,260.45,9.62,0,0,1.92,2.89,9.62,0,4.15,272.15,7.81,0,0,0,0,0,80.67,31.66,34.17,80.67,34.17,102.49,0,115.09,7.68,0,7.06,30.5,86.82,9.26,0,0,0,0,0,0,0

24,05:45-06:00,0,22.14,0,2.89,2.61,9.62,8.38,100.27,3.88,31.29,2.89,48.12,260.45,9.62,0,0,1.92,2.89,9.62,0,4.15,272.15,6.81,0,0,0,0,0,79.67,31,34.17,79.67,34.17,102.49,0,115.09,7.68,0,7.06,30.5,86.82,9.26,0,0,0,0,0,0,0

25,06:00-06:15,0,22.14,0,2.89,2.61,9.62,8.2,100.27,3.88,30.28,2.89,48.12,260.45,9.62,0,0,1.92,2.89,9.62,0,0,272.15,6.01,0,0,3.5,0,0,78.67,30.34,33.83,78.67,33.83,101.51,3.5,115.09,7.68,0,7.06,30.5,86.82,30.5,0,0,0,0,0,0,0

26,06:15-06:30,0,22.14,0,2.89,2.61,9.62,8.2,100.27,3.88,30.28,2.89,48.12,260.45,9.62,0,0,1.92,2.89,9.62,0,0,272.15,5.21,1.81,0,10.6,0,1.17,78,30.34,33.67,78,33.67,100.99,10.6,115.09,7.68,0,7.06,30.5,86.82,30.5,0,0.39,0,0,0,0.23,0

27,06:30-06:45,0,22.14,0,2.89,2.61,9.62,8.2,100.27,3.88,29.27,2.89,48.12,260.45,9.62,0,0,1.92,2.89,9.62,0,0,272.15,4.41,5.35,1,19.5,1,1.86,77.33,29.66,33.5,77.33,33.5,100.5,23.1,66.04,7.68,0,7.06,30.5,86.82,30.5,0,0.16,1,0,1,0.37,0

28,06:45-07:00,0,22.14,0,2.89,2.61,9.62,8.2,100.27,3.88,28.77,2.89,48.12,260.45,9.62,0,0,1.92,2.89,9.62,0,0,272.15,3.8,10.72,2,28.43,4,7.65,76,29.66,32.5,76,32.5,97.5,31.41,66.04,7.68,0,7.06,25.98,86.82,30.5,1,1.4,4,1,3,1.53,1

29,07:00-07:15,0,22.14,0.11,2.89,2.43,9.62,8.02,100.27,1.55,28.26,2.89,48.12,228.99,9.62,0,0.1,1.92,2.89,9.62,0,0,272.15,3.2,18.28,3,32.35,9,16.2,74.33,24,28,74.33,28,84,32.35,66.04,7.68,0.11,7.06,25.98,74.62,30.5,3,4.41,14,6,5,3.24,7

30,07:15-07:30,0,22.14,0.26,2.89,2.43,9.62,8.02,100.27,0.78,28.26,2.89,48.12,260.45,9.62,0,0.26,1.92,2.89,9.62,0,0,272.15,2.8,27.12,8,32.66,14,28.01,70,23,26.67,70,26.67,79.99,32.66,66.04,7.68,0.26,7.06,25.98,74.62,30.5,5,8.39,28,12,7,5.6,10

31,07:30-07:45,0,22.14,1.09,2.89,2.43,9.62,8.02,100.27,0.78,27.76,2.89,48.12,225.15,9.62,0,1.09,1.92,2.89,9.62,0,0,272.15,2.6,36.59,13,31.91,22,43.78,68.33,27.34,30.5,68.33,30.5,91.5,31.91,66.04,7.68,1.09,7.06,25.98,76.32,30.5,8,13.74,28,12,12,8.76,17

32,07:45-08:00,0,22.14,2.25,2.89,2.43,9.62,8.02,100.27,0.78,27.25,2.89,48.12,225.15,9.62,0,2.26,1.92,2.89,9.62,0,0,272.15,2.6,46.36,19,30.5,28,59.41,64.67,25.66,28.83,64.67,28.83,86.51,30.5,66.04,7.68,2.25,7.06,25.98,59.11,30.5,12,20.64,32,13,16,11.88,23

33,08:00-08:15,0,22.14,3.58,2.89,2.43,9.62,7.92,52.94,3.88,27.25,2.89,48.12,161.7,9.62,0,3.58,1.92,2.89,9.62,0,0,231,2.6,56.1,30,32.07,32.07,85.06,69.67,24.34,27.17,69.67,27.17,81.49,32.06,70.19,7.68,3.58,7.06,25.98,46.91,30.5,17,28.4,56,24,21,17.01,33

34,08:15-08:30,0,22.14,4.91,2.89,2.43,9.62,7.92,52.94,3.88,27.25,2.89,48.12,128.98,9.62,0,4.9,1.92,2.89,9.62,0,0,192.5,2.6,65.79,39,32.67,32.67,106.04,67.67,23.34,25.5,67.67,25.5,76.5,32.66,70.19,7.68,4.91,7.06,25.98,46.91,30.5,22,36.23,70,30,25,21.21,43

35,08:30-08:45,0,22.14,6.3,2.89,2.43,9.62,7.92,52.94,3.88,28.26,2.89,48.12,128.98,9.62,0,6.3,1.92,2.89,9.62,0,0,149.68,2.6,74.99,44,32.67,32.67,123.8,71.67,21,25,71.67,25,75,32.66,70.19,7.68,6.3,7.06,26.95,46.91,26.95,26,44.45,84,36,28,24.76,51

36,08:45-09:00,0,22.14,7.75,2.89,2.43,9.62,7.92,52.94,3.88,29.27,2.89,48.12,128.98,9.62,0,7.75,1.92,2.89,9.62,0,0,149.68,2.6,88.75,52,32.67,32.67,144.08,69.33,20.66,24.17,69.33,24.17,72.49,32.66,70.19,7.68,7.75,7.06,26.95,46.91,26.95,29,52.56,91,39,31,28.81,59

37,09:00-09:15,0,22.14,9.11,2.89,2.43,9.62,7.74,52.94,3.88,29.27,2.89,48.12,128.98,9.62,0,9.12,1.92,2.89,9.62,0,0,149.68,2.6,96.99,59,32.67,32.67,163.55,66.67,19.34,23.33,66.67,23.33,70.01,32.66,70.19,7.68,9.11,7.06,26.95,46.91,26.95,33,60.54,98,42,35,32.71,67

38,09:15-09:30,0,22.14,10.36,2.89,2.43,9.62,7.74,52.94,3.88,29.27,2.89,48.12,128.98,9.62,0,10.36,1.92,2.89,9.62,0,0,149.68,2.6,104.65,66,32.67,32.67,182.06,63.33,19,22.5,63.33,22.5,67.5,32.66,70.19,7.68,10.36,7.06,26.95,46.91,26.95,37,67.96,105,45,37,36.41,73

39,09:30-09:45,0,22.14,11.5,2.89,2.43,9.62,7.74,52.94,3.88,29.77,2.89,48.12,128.98,9.62,0,11.51,1.92,2.89,9.62,0,0,149.68,2.6,111.88,73,32.67,32.67,199.23,58.33,19,22.5,58.33,22.5,67.5,32.66,70.19,7.68,11.5,7.06,26.95,46.91,26.95,40,74.99,109,46,39,39.84,80

40,09:45-10:00,0,22.14,12.5,2.89,2.43,9.62,7.74,52.94,3.88,30.28,2.89,48.12,128.98,9.62,0,12.49,1.92,2.89,9.62,0,0,149.68,2.6,118.53,79,32.67,32.67,215.04,58.33,20.66,22.5,58.33,22.5,67.5,32.66,70.19,7.68,12.5,7.06,26.95,46.91,26.95,42,81.54,109,46,41,43.01,85

41,10:00-10:15,0,22.14,14.16,2.89,2.24,9.62,7.64,52.94,4.03,30.28,2.89,48.12,128.98,9.62,0,14.16,1.92,2.89,9.62,0,0,149.68,2.6,124.3,83,32.67,32.67,228.85,58.33,22.34,22.5,58.33,22.5,67.5,32.66,70.19,7.68,14.16,7.06,26.95,46.91,26.95,45,87.33,109,46,43,45.77,90

42,10:15-10:30,0,22.14,14.88,2.89,2.24,9.62,7.64,52.94,4.03,31.29,2.89,48.12,128.98,9.62,0,14.88,1.92,2.89,9.62,0,0,149.68,2.6,129.16,87,32.67,32.67,241.44,58.33,24,22.5,58.33,22.5,67.5,32.66,70.19,7.68,14.88,7.06,26.95,46.91,26.95,47,92.94,109,46,45,48.29,93

43,10:30-10:45,0,22.14,15.48,2.89,2.24,9.62,7.64,52.94,3.11,31.29,2.89,48.12,128.98,9.62,0,15.48,1.92,2.89,9.62,0,0,149.68,2.6,133.3,93,32.67,32.67,245.83,58.33,25,23,58.33,23,69,32.66,70.19,7.68,15.48,7.06,26.95,46.91,26.95,49,97.33,109,46,48,49.17,98

44,10:45-11:00,0,22.14,16.01,2.89,2.24,9.62,7.64,52.94,3.11,31.29,2.89,48.12,128.98,9.62,0,16.01,1.92,2.89,9.62,0,0,149.68,2.6,136.48,95,32.67,32.67,245.83,58.33,26,24.83,58.33,24.83,74.51,32.66,70.19,7.68,16.01,7.06,26.95,46.91,26.95,50,100,109,46,48,49.17,100

45,11:00-11:15,0,22.14,16.51,2.89,2.24,9.62,7.56,52.94,3.49,30.78,2.89,48.12,128.98,9.62,0,16.51,1.92,2.89,9.62,0,0,149.68,2.6,139.14,98,32.67,32.67,245.83,61,26.66,26,61,26,78,32.66,70.19,7.68,16.51,7.06,26.95,46.91,26.95,50,100,109,46,49,49.17,100

46,11:15-11:30,0,22.14,16.82,2.89,2.24,9.62,7.56,52.94,3.49,30.78,2.89,48.12,128.98,9.62,0,16.82,1.92,2.89,9.62,0,0,149.68,2.6,141.26,98,32.67,32.67,245.83,64,30,27.17,64,27.17,81.49,32.66,70.19,7.68,16.82,7.06,26.95,46.91,26.95,50,100,109,46,49,49.17,100

47,11:30-11:45,0,22.14,16.82,2.89,2.24,9.62,7.56,52.94,3.49,30.78,2.89,48.12,128.98,9.62,0,16.82,1.92,2.89,9.62,0,0,149.68,2.6,142.89,98,32.67,32.67,245.83,64.33,30,28.33,64.33,28.33,85.01,32.66,70.19,7.68,16.82,7.06,26.95,46.91,26.95,50,100,0,0,49,49.17,100

48,11:45-12:00,0,22.14,16.82,2.89,2.24,9.62,7.56,52.94,3.49,30.78,2.89,48.12,128.98,9.62,0,16.82,1.92,2.89,9.62,0,0,149.68,2.6,144.22,98,32.67,32.67,245.83,65.67,30,29.5,65.67,29.5,88.5,32.66,70.19,7.68,16.82,7.06,26.95,46.91,26.95,50,100,0,0,50,49.17,100

49,12:00-12:15,0,22.14,16.82,2.89,2.24,9.62,7.46,52.94,3.49,31.29,2.89,48.12,128.98,9.62,0,16.82,1.92,2.89,9.62,0,0,149.68,2.6,145.44,98,32.67,32.67,245.83,66.67,30,29.67,66.67,29.67,88.99,32.66,70.19,7.68,16.82,7.66,26.95,46.91,26.95,50,100,0,0,50,49.17,100

50,12:15-12:30,0,22.14,16.82,2.89,2.24,9.62,7.46,52.94,3.49,31.29,2.89,48.12,128.98,9.62,0,16.82,1.92,2.89,9.62,0,0,149.68,2.6,145.93,98,32.5,32.5,245.83,67,30,30,67,30,90,32.5,70.19,7.68,16.82,7.66,26.95,46.91,26.95,50,100,0,0,50,49.17,100

51,12:30-12:45,0,22.14,16.82,2.89,2.24,9.62,7.46,52.94,3.49,31.29,2.89,48.12,128.98,9.62,0,16.82,1.92,2.89,9.62,0,0,149.68,5,145.63,98,32.5,32.5,245.83,69,30,33.33,69,33.33,100.01,32.5,70.19,7.68,16.82,10.35,26.95,46.91,26.95,50,100,0,0,50,49.17,100

52,12:45-13:00,0,22.14,16.82,2.89,2.24,9.62,7.46,52.94,3.49,31.29,2.89,48.12,128.98,9.62,0,16.82,1.92,2.89,9.62,0,0,149.68,5.2,144.57,98,32.5,32.5,245.83,67.67,30,33.33,67.67,33.33,100.01,32.5,70.19,7.68,16.82,10.35,26.95,46.91,26.95,50,100,0,0,50,49.17,100

53,13:00-13:15,0,22.14,16.82,2.89,2.33,9.62,7.37,52.94,3.49,31.29,2.89,48.12,188.87,9.62,0,16.82,1.92,2.89,9.62,0,0,149.68,5.6,143.28,98,32.5,32.5,245.83,68.67,30,33.33,68.67,33.33,100.01,32.5,70.19,7.68,16.82,10.35,26.95,64.12,26.95,50,100,105,45,50,49.17,100

54,13:15-13:30,0,22.14,16.82,2.89,2.33,9.62,7.37,52.94,3.49,31.29,2.89,48.12,188.87,9.62,0,16.82,1.92,2.89,9.62,0,0,149.68,5.6,141.54,98,32.5,32.5,245.83,69.33,30,33.33,69.33,33.33,100.01,32.5,70.19,7.68,16.82,10.35,26.95,64.12,26.95,50,100,105,45,50,49.17,100

55,13:30-13:45,0,22.14,16.82,2.89,2.52,9.62,7.37,52.94,3.49,31.29,2.89,48.12,188.87,9.62,0,16.82,1.92,2.89,9.62,0,0,149.68,5.6,138.71,97,32.5,32.5,245.83,76,30,33.33,76,33.33,100.01,32.5,70.19,7.68,16.82,10.35,26.95,64.12,26.95,50,100,105,45,50,49.17,100

56,13:45-14:00,0,22.14,16.82,2.89,2.52,9.62,7.37,52.94,3.49,31.29,2.89,48.12,188.87,9.62,0,16.82,1.92,2.89,9.62,0,0,149.68,5.6,134.97,97,32.5,32.5,245.83,76,30,33.33,76,33.33,100.01,32.5,70.19,7.68,16.82,10.35,26.95,64.12,26.95,50,100,105,45,49,49.17,100

57,14:00-14:15,0,22.14,16.29,2.89,2.52,9.62,7.28,52.94,3.65,31.29,2.89,48.12,188.87,9.62,0,16.29,1.92,2.89,9.62,0,0,192.5,5.6,130.69,92,32.5,32.5,245.83,76,30,33.33,76,33.33,100.01,32.5,70.19,7.68,16.29,10.35,26.95,64.12,26.95,49,100,105,45,48,49.17,99

58,14:15-14:30,0,22.14,15.8,2.89,2.52,9.62,7.28,52.94,3.65,31.29,2.89,48.12,188.87,9.62,0,15.8,1.92,2.89,9.62,0,0,231,5.6,126.04,91,32.5,32.5,245.83,74.67,30,33.33,74.67,33.33,100.01,32.5,70.19,7.68,15.8,10.35,26.95,64.12,26.95,48,100,105,45,48,49.17,95

59,14:30-14:45,0,22.14,15.27,2.89,2.52,9.62,7.28,52.94,3.65,31.29,2.89,48.12,188.87,9.62,0,15.27,1.92,2.89,9.62,0,0,272.15,6.6,120.8,90,32.67,32.67,245.83,78.33,30,32,78.33,32,96,32.66,70.19,7.68,15.27,10.35,26.95,64.12,26.95,46,100,105,45,47,49.17,93

60,14:45-15:00,0,22.14,14.69,2.89,2.52,9.62,7.28,52.94,3.65,31.29,2.89,48.12,188.87,9.62,0,14.69,1.92,2.89,9.62,0,0,272.15,6.8,115.04,88,32.67,32.67,245.83,78.33,29.34,32,78.33,32,96,32.66,70.19,7.68,14.69,10.35,26.95,64.12,26.95,45,100,105,45,45,49.17,90

61,15:00-15:15,0,22.14,13.97,2.89,2.8,9.62,7.28,52.94,3.72,31.29,2.89,48.12,188.87,9.62,0,13.97,1.92,2.89,9.62,0,0,272.15,6.8,108.84,80,32.67,32.67,241.67,78.33,28,31.5,78.33,31.5,94.5,32.66,70.19,7.68,13.97,10.35,26.95,64.12,26.95,44,100,105,45,39,48.34,87

62,15:15-15:30,0,22.14,13.26,2.89,2.8,9.62,7.28,52.94,3.72,31.29,2.89,48.12,188.87,9.62,0,13.26,1.92,2.89,9.62,0,0,272.15,6.8,102.24,77,32.67,32.67,227.91,78.33,27.34,31.33,78.33,31.33,94.01,32.66,70.19,7.68,13.26,10.35,26.95,64.12,26.95,41,95.97,105,45,37,45.58,82

63,15:30-15:45,0,22.14,12.41,2.89,2.8,9.62,7.28,52.94,3.72,31.29,2.89,48.12,225.15,9.62,0,12.41,1.92,2.89,9.62,0,0,272.15,6.8,94.85,72,32.67,32.67,212.84,77.67,26.34,26.67,77.67,26.67,79.99,32.66,70.19,7.68,12.41,10.35,26.95,64.12,26.95,38,90.18,105,45,35,42.57,77

64,15:45-16:00,0,22.14,11.66,2.89,2.8,9.62,7.28,52.94,3.72,31.29,2.89,48.12,225.15,9.62,0,11.66,1.92,2.89,9.62,0,0,272.15,6.8,86.97,65,32.67,32.67,198.39,76.33,24.66,26.33,76.33,26.33,79.01,32.66,70.19,7.68,11.66,10.35,26.95,76.32,26.95,35,84.22,105,45,32,39.68,70

65,16:00-16:15,0,22.14,10.56,2.89,3.08,9.62,7.37,52.94,4.35,31.28,2.89,48.12,225.15,9.62,50,10.56,1.92,2.89,9.62,0,0,272.15,6.8,78.47,58,32.67,32.67,181.43,75,24.34,25.83,75,25.83,77.51,32.66,70.19,7.68,10.56,10.35,26.95,76.32,26.95,32,76.31,105,45,30,36.29,63

66,16:15-16:30,0,22.14,9.65,2.89,3.08,9.62,7.37,52.94,4.35,31.28,2.89,48.12,225.15,9.62,50,9.65,1.92,2.89,9.62,0,0,272.15,6.8,69.22,52,32.67,32.67,163.93,72.67,23.66,25,72.67,25,75,32.66,70.19,7.68,9.65,10.35,26.95,76.32,26.95,28,70.13,105,45,26,32.79,57

67,16:30-16:45,0,22.14,8.67,2.89,3.08,9.62,7.37,100.27,4.35,31.28,2.89,48.12,225.15,9.62,50,8.67,1.92,2.89,9.62,0,0,272.15,6.8,54.71,43,32.67,32.67,140.97,70.67,21,24.67,70.67,24.67,73.99,32.66,70.19,7.68,8.67,10.35,26.95,76.32,26.95,25,62.82,105,45,22,28.2,50

68,16:45-17:00,0,22.14,7.22,2.89,3.08,9.62,7.37,100.27,4.35,31.28,2.89,48.12,225.15,9.62,50,7.22,1.92,2.89,9.62,0,0,272.15,6.8,45.03,37,32.67,32.67,122.19,69,20.34,24.33,69,24.33,73.01,32.66,70.19,7.68,7.22,10.35,26.95,76.32,26.95,21,55.45,88,37,18,24.44,43

