Time,Block,NR/2023/18071/C,NR/2023/17901/A/1211,NR/2023/16187/A,NR/2023/17905/A/1214,NR/2023/17064/A,NR/2023/18075/C,WR/2023/18560/A,WR/2023/18560/A/II,NR/2023/18072/C,WR/2023/20254/A/1271,WR/2023/20256/A/1273,Total
,,TPDDL,ITCLH,APPCPL,IEXL,GMRETL,SJVNL,MANIKARAN,MANIKARAN,NVVNL,APPCPL,MANIKARAN,Total

,,HIMACHAL PRADESH,ANDHRA PRADESH,DELHI,HIMACHAL PRADESH,DELHI,NA,DELHI,DELHI,NA,DELHI,DELHI,
,,CHANJUII,ITCWIND,BYPL,BSHP,BYPL,RSRPL_BKN,BYPL,BYPL,SOLAPUR_SOLAR,BRPL,BRPL,
,,DELHI,DELHI,HIMACHAL PRADESH,DELHI,RAJASTHAN,DELHI,MAHARASHTRA,MAHARASHTRA,DELHI,GOA,GOA,
,,TPDDL,ITCLH,HP,MES (Delhi),RUVNL,NDMC,AEML,AEML,MES (Delhi),GOA_Beneficiary,GOA_Beneficiary,
,,North-North,South-West-North,North-North,North-North,North-North,North-North,North-West,North-East-West,West-North,North-West,North-West,
1,00:00-00:15,2.670000,0.480000,34.170000,1.930000,0.000000,0,100.000000,0.000000,0,0.000000,0.000000,139.25

2,00:15-00:30,2.670000,0.480000,34.170000,1.930000,0.000000,0,100.000000,0.000000,0,0.000000,0.000000,139.25

3,00:30-00:45,2.670000,0.480000,34.170000,1.930000,0.000000,0,100.000000,0.000000,0,0.000000,0.000000,139.25

4,00:45-01:00,2.670000,0.480000,34.170000,1.930000,0.000000,0,100.000000,0.000000,0,0.000000,0.000000,139.25

5,01:00-01:15,2.570000,0.480000,34.170000,1.930000,0.000000,0,100.000000,0.000000,0,0.000000,0.000000,139.15

6,01:15-01:30,2.570000,0.480000,34.170000,1.930000,0.000000,0,100.000000,0.000000,0,0.000000,0.000000,139.15

7,01:30-01:45,2.570000,0.480000,34.170000,1.930000,0.000000,0,100.000000,0.000000,0,0.000000,0.000000,139.15

8,01:45-02:00,2.570000,0.480000,34.170000,1.930000,0.000000,0,100.000000,0.000000,0,0.000000,0.000000,139.15

9,02:00-02:15,2.570000,0.430000,34.170000,1.930000,0.000000,0,100.000000,0.000000,0,0.000000,0.000000,139.1

10,02:15-02:30,2.570000,0.430000,34.170000,1.930000,0.000000,0,100.000000,0.000000,0,0.000000,0.000000,139.1

11,02:30-02:45,2.570000,0.430000,34.170000,1.930000,0.000000,0,100.000000,0.000000,0,0.000000,0.000000,139.1

12,02:45-03:00,2.570000,0.430000,34.170000,1.930000,0.000000,0,100.000000,0.000000,0,0.000000,0.000000,139.1

13,03:00-03:15,2.570000,0.430000,34.170000,1.930000,0.000000,0,100.000000,0.000000,0,0.000000,0.000000,139.1

14,03:15-03:30,2.570000,0.430000,34.170000,1.930000,0.000000,0,100.000000,0.000000,0,0.000000,0.000000,139.1

15,03:30-03:45,2.570000,0.430000,34.170000,1.930000,0.000000,0,100.000000,0.000000,0,0.000000,0.000000,139.1

16,03:45-04:00,2.570000,0.430000,34.170000,1.930000,0.000000,0,100.000000,0.000000,0,0.000000,0.000000,139.1

17,04:00-04:15,2.570000,0.430000,34.170000,1.930000,0.000000,0,100.000000,0.000000,0,0.000000,0.000000,139.1

18,04:15-04:30,2.570000,0.430000,34.170000,1.930000,0.000000,0,100.000000,0.000000,0,0.000000,0.000000,139.1

19,04:30-04:45,2.570000,0.430000,34.170000,1.930000,0.000000,0,100.000000,0.000000,0,0.000000,0.000000,139.1

20,04:45-05:00,2.570000,0.430000,34.170000,1.930000,0.000000,0,100.000000,0.000000,0,0.000000,0.000000,139.1

21,05:00-05:15,2.570000,0.430000,34.170000,1.930000,0.000000,0,100.000000,0.000000,0,0.000000,0.000000,139.1

22,05:15-05:30,2.570000,0.430000,34.170000,1.930000,0.000000,0,100.000000,0.000000,0,0.000000,0.000000,139.1

23,05:30-05:45,2.570000,0.430000,34.170000,1.930000,0.000000,0,100.000000,0.000000,0,0.000000,0.000000,139.1

24,05:45-06:00,2.570000,0.430000,34.170000,1.930000,0.000000,0,100.000000,0.000000,0,0.000000,0.000000,139.1

25,06:00-06:15,2.570000,0.430000,0.000000,1.930000,100.000000,0,0.000000,100.000000,0,0.000000,0.000000,204.93

26,06:15-06:30,2.570000,0.430000,0.000000,1.930000,100.000000,0,0.000000,100.000000,0,0.000000,0.000000,204.93

27,06:30-06:45,2.570000,0.430000,0.000000,1.930000,100.000000,0,0.000000,100.000000,0,0.000000,0.000000,204.93

28,06:45-07:00,2.570000,0.430000,0.000000,1.930000,100.000000,0,0.000000,100.000000,0,0.000000,0.000000,204.93

29,07:00-07:15,2.570000,0.580000,0.000000,1.930000,100.000000,0,0.000000,100.000000,0,0.000000,0.000000,205.08

30,07:15-07:30,2.570000,0.580000,0.000000,1.930000,100.000000,0,0.000000,100.000000,0.14,0.000000,0.000000,205.22

31,07:30-07:45,2.570000,0.580000,0.000000,1.930000,100.000000,0,0.000000,100.000000,0.19,0.000000,0.000000,205.27

32,07:45:08:00,2.570000,0.580000,0.000000,1.930000,100.000000,0,0.000000,100.000000,0.29,0.000000,0.000000,205.37

33,08:00-08:15,2.570000,0.960000,0.000000,1.930000,50.000000,0,0.000000,100.000000,0.58,0.000000,0.000000,156.04

34,08:15-08:30,2.570000,0.960000,0.000000,1.930000,50.000000,0,0.000000,100.000000,0.87,0.000000,0.000000,156.33

35,08:30-08:45,2.570000,0.960000,0.000000,1.930000,50.000000,0,0.000000,100.000000,1.16,0.000000,0.000000,156.62

36,08:45:09:00,2.570000,0.960000,0.000000,1.930000,50.000000,0,0.000000,100.000000,1.35,0.000000,0.000000,156.81

37,09:00:09:15,2.570000,0.960000,0.000000,1.930000,50.000000,24.1,0.000000,100.000000,1.45,0.000000,0.000000,181.01

38,09:15-09:30,2.570000,0.960000,0.000000,1.930000,50.000000,24.1,0.000000,100.000000,1.74,0.000000,0.000000,181.3

39,09:30-09:45,2.570000,0.960000,0.000000,1.930000,50.000000,24.1,0.000000,100.000000,2.12,0.000000,0.000000,181.68

40,09:45-10:00,2.570000,0.960000,0.000000,1.930000,50.000000,24.1,0.000000,100.000000,2.22,0.000000,0.000000,181.78

41,10:00-10:15,2.570000,0.960000,0.000000,1.930000,50.000000,24.1,0.000000,100.000000,2.51,0.000000,0.000000,182.07

42,10:15-10:30,2.570000,0.960000,0.000000,1.930000,50.000000,24.1,0.000000,100.000000,2.89,0.000000,0.000000,182.45

43,10:30-10:45,2.570000,0.960000,0.000000,1.930000,50.000000,24.1,0.000000,100.000000,3.37,0.000000,0.000000,182.93

44,10:45-11:00,2.570000,0.960000,0.000000,1.930000,50.000000,24.1,0.000000,100.000000,3.66,0.000000,0.000000,183.22

45,11:00-11:15,2.570000,0.960000,0.000000,1.930000,100.000000,24.1,0.000000,100.000000,3.86,0.000000,0.000000,233.42

46,11:15-11:30,2.570000,0.960000,0.000000,1.930000,100.000000,24.1,0.000000,100.000000,3.95,0.000000,0.000000,233.51

47,11:30-11:45,2.570000,0.960000,0.000000,1.930000,100.000000,24.1,0.000000,100.000000,4.05,0.000000,0.000000,233.61

48,11:45-12:00,2.570000,0.960000,0.000000,1.930000,100.000000,24.1,0.000000,100.000000,4.43,0.000000,0.000000,233.99

49,12:00-12:15,2.570000,0.960000,0.000000,1.930000,100.000000,24.1,0.000000,100.000000,5.4,0.000000,0.000000,234.96

50,12:15-12:30,2.570000,0.960000,0.000000,1.930000,100.000000,24.1,0.000000,100.000000,5.59,0.000000,0.000000,235.15

51,12:30-12:45,2.570000,0.960000,0.000000,1.930000,100.000000,24.1,0.000000,100.000000,5.78,0.000000,0.000000,235.34

52,12:45-13:00,2.570000,0.960000,0.000000,1.930000,100.000000,24.1,0.000000,100.000000,6.27,0.000000,0.000000,235.83

53,13:00-13:15,2.570000,0.960000,0.000000,1.930000,100.000000,24.1,0.000000,100.000000,7.52,0.000000,0.000000,237.08

54,13:15-13:30,2.570000,0.960000,0.000000,1.930000,100.000000,24.1,0.000000,100.000000,7.71,0.000000,0.000000,237.27

55,13:30-13:45,2.570000,0.960000,0.000000,1.930000,100.000000,24.1,0.000000,100.000000,8.1,0.000000,0.000000,237.66

56,13:45-14:00,2.570000,0.960000,0.000000,1.930000,100.000000,24.1,0.000000,100.000000,7.91,0.000000,0.000000,237.47

57,14:00-14:15,2.570000,0.960000,0.000000,1.930000,100.000000,24.1,0.000000,100.000000,7.81,0.000000,0.000000,237.37

58,14:15-14:30,2.570000,0.960000,0.000000,1.930000,100.000000,24.1,0.000000,100.000000,7.23,0.000000,0.000000,236.79

59,14:30-14:45,2.570000,0.960000,0.000000,1.930000,100.000000,24.1,0.000000,100.000000,6.94,0.000000,0.000000,236.5

60,14:45-15:00,2.570000,0.960000,0.000000,1.930000,100.000000,24.1,0.000000,100.000000,6.75,0.000000,0.000000,236.31

61,15:00-15:15,2.570000,0.960000,0.000000,1.930000,100.000000,24.1,0.000000,100.000000,6.27,0.000000,0.000000,235.83

62,15:15-15:30,2.570000,0.960000,0.000000,1.930000,100.000000,24.1,0.000000,100.000000,5.78,0.000000,0.000000,235.34

63,15:30-15:45,2.570000,0.960000,0.000000,1.930000,100.000000,24.1,0.000000,100.000000,5.3,0.000000,0.000000,234.86

64,15:45-16:00,2.570000,0.960000,0.000000,1.930000,100.000000,24.1,0.000000,100.000000,4.82,0.000000,0.000000,234.38

65,16:00-16:15,2.570000,0.630000,0.000000,1.930000,100.000000,0,0.000000,100.000000,4.63,0.000000,0.000000,209.76

66,16:15-16:30,2.570000,0.630000,0.000000,1.930000,100.000000,0,0.000000,100.000000,4.05,0.000000,0.000000,209.18

67,16:30-16:45,2.570000,0.630000,0.000000,1.930000,100.000000,0,0.000000,100.000000,3.09,0.000000,0.000000,208.22

68,16:45-17:00,2.570000,0.630000,0.000000,1.930000,100.000000,0,0.000000,100.000000,1.93,0.000000,0.000000,207.06

69,17:00-17:15,2.570000,0.580000,0.000000,1.930000,100.000000,0,0.000000,100.000000,1.45,0.000000,0.000000,206.53

70,17:15-17:30,2.570000,0.580000,0.000000,1.930000,100.000000,0,0.000000,100.000000,0.96,0.000000,0.000000,206.04

71,17:30-17:45,2.570000,0.580000,0.000000,1.930000,100.000000,0,0.000000,100.000000,0,0.000000,0.000000,205.08

72,17:45-18:00,2.570000,0.580000,0.000000,1.930000,100.000000,0,0.000000,100.000000,0,0.000000,0.000000,205.08

73,18:00-18:15,2.570000,0.630000,0.000000,1.930000,100.000000,0,100.000000,0.000000,0,55.000000,25.000000,285.13

74,18:15-18:30,2.570000,0.630000,0.000000,1.930000,100.000000,0,100.000000,0.000000,0,55.000000,25.000000,285.13

75,18:30-18:45,2.570000,0.630000,0.000000,1.930000,100.000000,0,100.000000,0.000000,0,55.000000,25.000000,285.13

76,18:45-19:00,2.570000,0.630000,0.000000,1.930000,100.000000,0,100.000000,0.000000,0,55.000000,25.000000,285.13

77,19:00-19:15,2.570000,0.630000,0.000000,1.930000,100.000000,0,100.000000,0.000000,0,55.000000,25.000000,285.13

78,19:15-19:30,2.570000,0.630000,0.000000,1.930000,100.000000,0,100.000000,0.000000,0,55.000000,25.000000,285.13

79,19:30-19:45,2.570000,0.630000,0.000000,1.930000,100.000000,0,100.000000,0.000000,0,55.000000,25.000000,285.13

80,19:45-20:00,2.570000,0.630000,0.000000,1.930000,100.000000,0,100.000000,0.000000,0,55.000000,25.000000,285.13

81,20:00-20:15,2.570000,0.580000,0.000000,1.930000,0.000000,0,100.000000,0.000000,0,55.000000,25.000000,185.08

82,20:15-20:30,2.570000,0.580000,0.000000,1.930000,0.000000,0,100.000000,0.000000,0,55.000000,25.000000,185.08

83,20:30-20:45,2.570000,0.580000,0.000000,1.930000,0.000000,0,100.000000,0.000000,0,55.000000,25.000000,185.08

84,20:45-21:00,2.570000,0.580000,0.000000,1.930000,0.000000,0,100.000000,0.000000,0,55.000000,25.000000,185.08

85,21:00-21:15,2.570000,0.580000,0.000000,1.930000,0.000000,0,100.000000,0.000000,0,55.000000,25.000000,185.08

86,21:15-21:30,2.570000,0.580000,0.000000,1.930000,0.000000,0,100.000000,0.000000,0,55.000000,25.000000,185.08

87,21:30-21:45,2.570000,0.580000,0.000000,1.930000,0.000000,0,100.000000,0.000000,0,55.000000,25.000000,185.08

88,21:45-22:00,2.570000,0.580000,0.000000,1.930000,0.000000,0,100.000000,0.000000,0,55.000000,25.000000,185.08

89,22:00-22:15,2.570000,0.580000,34.170000,1.930000,0.000000,0,100.000000,0.000000,0,55.000000,0.000000,194.25

90,22:15-22:30,2.570000,0.580000,34.170000,1.930000,0.000000,0,100.000000,0.000000,0,55.000000,0.000000,194.25

91,22:30-22:45,2.570000,0.580000,34.170000,1.930000,0.000000,0,100.000000,0.000000,0,55.000000,0.000000,194.25

92,22:45-23:00,2.570000,0.580000,34.170000,1.930000,0.000000,0,100.000000,0.000000,0,55.000000,0.000000,194.25

