Block,Time,LT-35,L_NR_2012_01,LT-05,LT_MEJA_Delhi,L_NR_2012_04,SH-06,L_NR_2012_07,L_NR_2019_11,LT-31,L_NR_2019_19,L_NR_2020_02,LT-59,L_NR_2012_02,LT-36,SH-07,L_NR_2020_05,L_NR_2019_06,L_NR_2021_14,L_NR_2020_06,L_NR_2018_61,L_NR_2020_07,L_NR_2021_13,L_NR_2022_10,L_NR_2019_05,L_NR_2022_09,L_NR_2022_08,L_NR_2021_17,L_NR_2021_16,L_NR_2019_07,L_NR_2021_15,L_NR_2021_12
32,07:45:08:00,4.800000,101.270000,107.930000,5.430000,271.910000,29.490000,56.070000,9.080000,4.800000,60.580000,7.150000,7.920000,201.450000,4.920000,29.490000,117.39,26.48,24.55,39.13,7.2,39.13,10.43,71.87,26.48,71.87,20.02,14.33,28.67,26.49,15.84,52.13

33,08:00-08:15,5.880000,72.270000,107.930000,5.220000,271.910000,29.490000,46.600000,8.920000,5.880000,67.940000,6.970000,7.920000,201.450000,6.020000,29.490000,118.43,32,28.8,39.48,7.14,39.47,13.56,72.74,32,72.74,20.09,19,38,32,17.34,67.81

34,08:15-08:30,4.910000,53.170000,107.930000,5.220000,271.910000,29.490000,33.820000,8.920000,4.910000,76.000000,6.970000,7.920000,159.060000,5.020000,29.490000,120.5,32,36.1,40.17,7.3,40.15,16.71,73.38,32,73.38,20.26,22.66,45.34,32,20.24,83.56

35,08:30-08:45,5.730000,53.170000,107.930000,5.220000,271.910000,29.490000,46.600000,8.920000,5.730000,84.430000,6.970000,7.920000,211.120000,5.870000,29.490000,120.69,32,42.83,40.23,7.1,40.24,27.81,73.55,32,73.55,20.86,26,52,32,22.91,139.08

36,08:45:09:00,6.370000,53.170000,107.930000,5.220000,271.910000,29.490000,46.600000,8.920000,6.370000,92.840000,6.970000,7.920000,221.750000,6.530000,29.490000,120.61,32,49.43,40.2,7.26,40.21,31.22,73.61,32,73.61,21.18,29.66,59.34,32,25.6,156.08

37,09:00:09:15,7.460000,53.170000,66.390000,5.150000,271.910000,25.910000,33.820000,8.920000,7.460000,100.870000,6.790000,7.920000,197.730000,7.640000,29.490000,120.28,32,54.8,40.09,7.15,40.1,34.35,73.77,32,73.77,21.75,32,64,32,28.35,171.76

38,09:15-09:30,8.170000,53.170000,107.930000,5.150000,271.910000,25.910000,46.600000,8.920000,8.170000,107.800000,6.790000,7.920000,245.920000,8.370000,29.490000,117.78,32,60.47,39.26,7.26,39.25,37.42,73.57,32,73.57,23.61,34.33,68.67,32,30.94,187.1

39,09:30-09:45,9.390000,53.170000,107.930000,5.150000,271.910000,25.910000,33.820000,8.920000,9.390000,113.820000,6.790000,8.170000,250.760000,9.620000,29.490000,117.52,32,70.44,39.17,7.1,39.18,40.41,73.62,32,73.62,23.48,36.66,73.34,32,36.02,202.03

40,09:45-10:00,10.060000,53.170000,107.930000,5.150000,271.910000,25.910000,33.820000,8.920000,10.060000,119.550000,6.790000,8.170000,240.120000,10.310000,29.490000,117.59,32,75.16,39.2,7.11,39.19,43.16,73.62,32,73.62,23.4,39.33,78.67,32,38.11,215.81

41,10:00-10:15,12.600000,53.170000,107.930000,5.220000,271.910000,25.910000,46.920000,8.920000,12.600000,124.220000,6.600000,8.170000,201.450000,12.910000,29.490000,117.69,32,79.71,39.23,7.12,39.23,45.89,73.57,32,73.57,23.42,41,82,32,39.81,229.47

42,10:15-10:30,13.240000,53.170000,107.930000,5.220000,271.910000,25.910000,46.920000,8.920000,13.240000,127.020000,6.600000,8.170000,201.450000,13.560000,29.490000,117.82,32,83.98,39.27,7.06,39.28,45.89,73.75,32,73.75,23.44,44,88,32,41.13,229.47

43,10:30-10:45,13.760000,53.170000,107.930000,5.220000,271.910000,25.910000,46.600000,8.920000,13.760000,129.760000,6.600000,8.170000,201.450000,14.090000,29.490000,117.99,32,86.89,39.33,7.14,39.32,45.89,73.67,32,73.67,23.47,47,94,32,42.19,229.47

44,10:45-11:00,14.330000,53.170000,107.930000,5.220000,271.910000,25.910000,46.600000,8.920000,14.330000,132.740000,6.600000,8.170000,201.450000,14.690000,29.490000,117.89,32,88.31,39.3,7.11,39.3,45.89,73.7,32,73.7,23.56,47,94,32,43.02,229.47

45,11:00-11:15,14.780000,53.170000,107.930000,5.220000,271.910000,28.520000,46.600000,8.770000,14.780000,134.950000,6.510000,7.930000,201.450000,15.140000,28.520000,117.86,32,89.33,39.29,7.13,39.28,45.89,73.63,32,73.63,23.52,46.66,93.34,32,49,229.47

46,11:15-11:30,15.090000,53.170000,107.930000,5.220000,271.910000,28.520000,46.600000,8.770000,15.090000,134.980000,6.510000,7.930000,201.450000,15.470000,28.520000,117.93,32,90.19,39.31,7.05,39.3,45.89,73.58,32,73.58,23.63,46.66,93.34,32,49.69,229.47

47,11:30-11:45,15.340000,53.460000,107.930000,6.640000,271.910000,26.360000,64.650000,8.770000,15.340000,135.340000,6.510000,7.930000,261.620000,15.730000,28.520000,117.74,32,90.26,39.25,7.08,39.24,45.89,73.71,32,73.71,23.56,44.33,88.67,32,50,229.47

48,11:45-12:00,15.490000,70.380000,107.930000,6.640000,271.910000,26.360000,64.650000,8.770000,15.490000,133.640000,6.510000,7.930000,261.620000,15.870000,28.520000,117.67,32,90.24,39.22,7.01,39.22,45.89,73.77,32,73.77,23.57,44.33,88.67,32,50,229.47

49,12:00-12:15,15.520000,70.380000,107.930000,6.640000,271.910000,26.360000,64.650000,8.770000,15.520000,136.370000,6.690000,7.930000,261.620000,15.910000,28.520000,117.86,32,90.23,39.29,7.13,39.29,48.39,73.77,32,73.77,23.46,44,88,32,50,241.97

50,12:15-12:30,16.840000,70.380000,107.930000,6.640000,271.910000,25.230000,64.650000,8.770000,16.840000,127.460000,6.690000,7.930000,261.620000,17.260000,28.520000,117.66,32,90.25,39.22,7.16,39.22,48.39,70.94,32,70.94,23.48,44,88,32,49.43,241.97

51,12:30-12:45,16.760000,70.380000,107.930000,6.640000,271.910000,26.360000,64.650000,8.770000,16.760000,125.810000,6.690000,7.930000,261.620000,17.170000,28.520000,117.81,32,90.26,39.27,7.19,39.27,48.39,70.99,32,70.99,23.37,44.33,88.67,32,50,241.97

52,12:45-13:00,16.730000,70.380000,107.930000,6.640000,271.910000,26.360000,64.650000,8.770000,16.730000,124.920000,6.690000,7.930000,261.620000,17.140000,28.520000,117.72,32,90.27,39.24,7.16,39.24,48.39,70.89,32,70.89,23.57,44.66,89.34,32,50,241.97

53,13:00-13:15,16.580000,53.460000,94.840000,6.640000,271.910000,26.360000,49.650000,8.920000,16.580000,123.770000,6.970000,8.250000,261.620000,16.990000,28.520000,117.82,32,90.28,39.27,7.19,39.29,48.39,70.86,32,70.86,23.35,45,90,32,50,241.97

54,13:15-13:30,16.250000,53.460000,94.840000,6.640000,271.910000,26.360000,64.650000,8.920000,16.250000,123.190000,6.970000,8.250000,261.620000,16.650000,28.520000,117.61,32,90.29,39.2,7.31,39.21,48.39,70.8,32,70.8,23.51,45,90,32,49.16,241.97

55,13:30-13:45,15.940000,53.460000,107.930000,6.640000,271.910000,27.860000,64.650000,8.920000,15.940000,118.970000,6.970000,7.620000,261.620000,16.330000,28.520000,117.7,32,83.08,39.23,9.79,39.24,48.39,70.98,32,70.98,23.5,45.33,90.67,32,47.77,241.97

56,13:45-14:00,15.480000,82.470000,107.930000,6.640000,271.910000,27.860000,64.650000,8.920000,15.480000,113.190000,6.970000,7.620000,261.620000,15.860000,28.520000,117.59,32,82.38,39.19,12.85,39.2,47.59,70.71,32,70.71,23.55,46,92,32,46.24,237.97

57,14:00-14:15,14.820000,101.270000,107.930000,6.640000,271.910000,14.990000,64.650000,8.920000,14.820000,107.380000,7.430000,7.770000,261.620000,15.190000,28.520000,117.93,32,81.56,39.31,16.46,39.3,46.72,70.9,32,70.9,24.32,45.29,90.59,32,32.51,233.63

58,14:15-14:30,12.970000,101.270000,107.930000,6.640000,271.910000,14.990000,64.650000,8.920000,12.970000,101.530000,7.430000,7.770000,261.620000,13.290000,28.520000,117.94,32,81.06,39.31,20.55,39.33,45.89,70.8,32,70.8,24.13,42.47,84.96,32,31.71,229.47

59,14:30-14:45,12.440000,101.270000,107.930000,6.640000,271.910000,14.990000,74.130000,8.920000,12.440000,95.540000,7.430000,7.770000,261.620000,12.750000,28.520000,117.86,32,80.08,39.29,23.74,39.29,45.59,70.72,32,70.72,24.08,39.31,78.63,32,30.75,227.97

60,14:45-15:00,11.780000,101.270000,107.930000,6.640000,271.910000,14.990000,74.130000,8.920000,11.780000,89.840000,7.430000,7.770000,261.620000,12.070000,28.520000,117.84,32,78.45,39.28,23.53,39.27,45.42,70.71,32,70.71,24.09,35.91,71.83,32,30.18,227.12

61,15:00-15:15,11.280000,101.270000,107.930000,6.640000,271.910000,0.000000,74.130000,9.220000,11.280000,85.200000,8.090000,8.090000,261.620000,11.560000,27.630000,117.59,32,74.73,39.19,20.86,39.2,41.73,70.92,32,70.92,24.32,32.69,65.39,32,29.98,208.63

62,15:15-15:30,10.430000,101.270000,107.930000,6.640000,271.910000,0.000000,74.130000,9.220000,10.430000,78.630000,8.090000,8.090000,261.620000,10.690000,27.630000,112.97,32,70.45,37.66,18.54,37.66,39.77,70.79,32,70.79,25.65,34.33,68.67,32,29.5,198.84

63,15:30-15:45,9.530000,101.270000,107.930000,6.640000,271.910000,0.000000,74.130000,9.220000,9.530000,72.120000,8.090000,8.090000,261.620000,9.770000,27.400000,112.59,32,66.47,37.53,21.13,37.53,37.12,71.79,32,71.79,25.45,31.66,63.34,32,29.08,185.62

64,15:45-16:00,8.700000,101.270000,107.930000,6.640000,271.910000,0.000000,74.130000,9.220000,8.700000,65.720000,8.090000,8.090000,261.620000,8.920000,27.400000,112.67,32,61.31,37.56,20.47,37.55,34.46,71.69,32,71.69,25.5,29.33,58.67,32,27.27,172.29

65,16:00-16:15,7.750000,101.270000,107.930000,6.640000,271.910000,0.000000,74.130000,9.840000,7.750000,59.260000,8.640000,8.400000,261.620000,7.950000,27.400000,112.96,32,56.13,37.65,19.13,37.66,30.69,71.8,32,71.8,25.63,27,54,32,25.42,153.46

66,16:15-16:30,6.740000,101.270000,107.930000,6.640000,271.910000,0.000000,74.130000,9.840000,6.740000,52.000000,8.640000,8.400000,261.620000,6.920000,27.400000,112.57,32,50.92,37.52,18.34,37.54,30.03,71.88,32,71.88,25.45,24.66,49.34,32,23.48,150.15

67,16:30-16:45,5.520000,101.270000,107.930000,6.640000,271.910000,0.000000,74.130000,9.840000,5.520000,43.610000,8.640000,10.110000,261.620000,5.670000,27.400000,112.68,32,45.18,37.56,26.12,37.56,26.46,71.77,32,71.77,25.38,22.66,45.34,32,21.27,132.32

68,16:45-17:00,4.550000,101.270000,107.930000,6.640000,271.910000,0.000000,74.130000,9.840000,4.550000,34.920000,8.640000,10.110000,261.620000,4.660000,27.400000,112.9,32,39,37.63,25.74,37.64,22.95,71.9,32,71.9,25.59,19,38,32,18.9,114.75

69,17:00-17:15,3.780000,101.270000,107.930000,6.640000,271.910000,0.000000,74.130000,10.380000,3.780000,27.260000,9.760000,10.110000,261.620000,3.880000,27.400000,112.64,33,32.52,37.55,25.63,37.53,19.26,71.99,33,71.99,25.49,13.67,27.33,24.26,20.41,96.28

70,17:15-17:30,3.110000,101.270000,107.930000,6.640000,271.910000,0.000000,74.130000,10.380000,3.110000,20.870000,9.760000,10.110000,261.620000,3.180000,27.400000,112.54,33,26.34,37.51,25.54,37.51,15.48,71.93,33,71.93,25.47,11.67,23.33,14.55,17.05,77.4

71,17:30-17:45,2.320000,101.270000,107.930000,6.640000,271.910000,0.000000,74.130000,10.380000,2.320000,15.580000,9.760000,10.110000,261.620000,2.380000,27.590000,112.88,26.22,20.07,37.63,26.33,37.62,12.38,71.95,21.31,71.95,25.63,9.67,19.33,8.48,13.69,61.93

72,17:45-18:00,1.500000,101.270000,107.930000,6.640000,271.910000,0.000000,74.130000,10.380000,1.500000,10.940000,9.760000,10.110000,261.620000,1.540000,27.590000,112.64,16.59,14.13,37.55,33.03,37.54,9.54,71.82,12.2,71.82,24.83,7.33,14.67,2.62,10.4,47.69

73,18:00-18:15,0.680000,101.270000,107.930000,6.640000,271.910000,0.000000,74.130000,10.770000,0.680000,6.900000,10.230000,10.110000,261.620000,0.700000,27.680000,112.94,0,9.06,37.65,31.91,37.65,7.48,71.71,0,71.71,24.13,5,10,0,7.47,37.39

74,18:15-18:30,0.230000,101.270000,107.930000,6.640000,271.910000,0.000000,74.130000,10.770000,0.230000,3.800000,10.230000,10.110000,261.620000,0.230000,27.680000,112.64,0,5.23,37.55,30.59,37.55,5.5,71.92,0,71.92,25.89,4,8,0,5,27.53

75,18:30-18:45,0.000000,101.270000,107.930000,6.640000,271.910000,0.000000,74.130000,10.770000,0.000000,1.890000,10.230000,10.110000,261.620000,0.000000,28.520000,119.47,0,2.61,39.82,28.9,39.84,3.47,72.86,0,72.86,25.65,2.67,5.33,0,2.48,17.34

76,18:45-19:00,0.000000,101.270000,107.930000,6.640000,271.910000,0.000000,74.130000,10.770000,0.000000,0.660000,10.230000,10.110000,261.620000,0.000000,28.520000,118.18,0,0.8,39.39,26.07,39.39,1.63,72.8,0,72.8,25.45,1.67,3.33,0,0.93,8.16

77,19:00-19:15,0.000000,101.270000,107.930000,6.640000,271.910000,0.000000,74.130000,10.770000,0.000000,0.000000,9.850000,10.110000,261.620000,0.000000,27.620000,117.9,0,0.03,39.3,24.54,39.31,0.81,72.92,0,72.92,25.65,0.67,1.33,0,0.06,4.06

78,19:15-19:30,0.000000,101.270000,107.930000,6.640000,271.910000,0.000000,74.130000,10.770000,0.000000,0.000000,9.850000,10.110000,261.620000,0.000000,27.620000,117.59,0,0,39.2,21.87,39.19,0.28,72.83,0,72.83,25.57,0.06,0.12,0,0,1.39

79,19:30-19:45,0.000000,101.270000,107.930000,6.640000,271.910000,0.000000,74.130000,10.770000,0.000000,0.000000,9.850000,10.110000,261.620000,0.000000,0.000000,117.61,0,0,39.2,21.64,39.2,0.05,72.83,0,72.83,25.37,0,0,0,0,0.23

80,19:45-20:00,0.000000,101.270000,107.930000,6.640000,271.910000,0.000000,74.130000,10.770000,0.000000,0.000000,9.850000,10.110000,261.620000,0.000000,0.000000,116.54,0,0,38.85,21.48,38.84,0,72.73,0,72.73,25.58,0,0,0,0,0

81,20:00-20:15,0.000000,101.270000,107.930000,6.640000,271.910000,0.000000,74.130000,10.770000,0.000000,0.000000,9.670000,10.110000,261.620000,0.000000,0.000000,116.28,0,0,38.76,19.81,38.75,0,72.85,0,72.85,23.58,0,0,0,0,0

82,20:15-20:30,0.000000,101.270000,107.930000,6.640000,271.910000,0.000000,74.130000,10.770000,0.000000,0.000000,9.670000,10.110000,261.620000,0.000000,0.000000,115.19,0,0,38.4,17.51,38.4,0,72.94,0,72.94,23.07,0,0,0,0,0

83,20:30-20:45,0.000000,101.270000,107.930000,6.640000,271.910000,28.640000,74.130000,10.770000,0.000000,0.000000,9.670000,10.110000,261.620000,0.000000,0.000000,114.74,0,0,38.25,16.24,38.24,0,72.83,0,72.83,22.78,0,0,0,0,0

84,20:45-21:00,0.000000,101.270000,107.930000,6.640000,271.910000,28.100000,74.130000,10.770000,0.000000,0.000000,9.670000,10.110000,261.620000,0.000000,0.000000,115.22,0,0,38.41,15.12,38.4,0,72.82,0,72.82,22.81,0,0,0,0,0

85,21:00-21:15,0.000000,101.270000,107.930000,6.640000,271.910000,0.000000,74.130000,10.770000,0.000000,0.000000,9.670000,8.560000,261.620000,0.000000,0.000000,112.6,0,0,37.53,14.39,37.55,0,73,0,73,22.37,0,0,0,0,0

86,21:15-21:30,0.000000,101.270000,107.930000,6.640000,271.910000,0.000000,74.130000,10.770000,0.000000,0.000000,9.670000,9.560000,261.620000,0.000000,0.000000,107.73,0,0,35.91,13.19,35.91,0,72.98,0,72.98,21.56,0,0,0,0,0

87,21:30-21:45,0.000000,101.270000,107.930000,6.640000,271.910000,0.000000,74.130000,10.770000,0.000000,0.000000,9.670000,9.560000,261.620000,0.000000,0.000000,103.79,0,0,34.6,11.97,34.6,0,72.9,0,72.9,20.72,0,0,0,0,0

88,21:45-22:00,0.000000,101.270000,107.930000,6.640000,271.910000,0.000000,74.130000,10.770000,0.000000,0.000000,9.670000,9.560000,261.620000,0.000000,0.000000,99.01,0,0,33,10.74,33.01,0,70.41,0,70.41,19.16,0,0,0,0,0

89,22:00-22:15,0.000000,101.270000,107.930000,6.640000,271.910000,20.730000,74.130000,10.770000,0.000000,0.000000,9.300000,9.560000,261.620000,0.000000,20.730000,97.61,0,0,32.54,10.34,32.53,0,69.03,0,69.03,19.67,0,0,0,0,0

90,22:15-22:30,0.000000,101.270000,107.930000,6.640000,271.910000,20.730000,74.130000,10.770000,0.000000,0.000000,9.300000,9.560000,261.620000,0.000000,20.730000,95.6,0,0,31.87,9.84,31.85,0,66.51,0,66.51,20.21,0,0,0,0,0

91,22:30-22:45,0.000000,101.270000,107.930000,6.640000,271.910000,20.730000,74.130000,10.770000,0.000000,0.000000,9.300000,9.560000,261.620000,0.000000,20.730000,102.68,0,0,34.23,9.28,34.22,0,65.6,0,65.6,19.95,0,0,0,0,0

92,22:45-23:00,0.000000,101.270000,107.930000,6.640000,271.910000,20.730000,74.130000,10.770000,0.000000,0.000000,9.300000,9.560000,261.620000,0.000000,20.730000,104.53,0,0,34.84,8.57,34.85,0,65.96,0,65.96,20.07,0,0,0,0,0

93,23:00-23:15,0.000000,101.270000,107.930000,6.640000,271.910000,12.840000,74.130000,10.770000,0.000000,0.000000,9.300000,9.330000,261.620000,0.000000,12.840000,104.27,0,0,34.76,10.32,34.76,0,66.48,0,66.48,17.97,0,0,0,0,0

94,23:15-23:30,0.000000,101.270000,107.930000,6.640000,271.910000,12.840000,74.130000,10.770000,0.000000,0.000000,9.300000,9.330000,261.620000,0.000000,12.840000,104.82,0,0,34.94,10.02,34.95,0,65.17,0,65.17,17.92,0,0,0,0,0

95,23:30-23:45,0.000000,101.270000,107.930000,6.640000,271.910000,0.000000,74.130000,10.770000,0.000000,0.000000,9.300000,9.330000,261.620000,0.000000,29.490000,105.18,0,0,35.06,9.5,35.05,0,64.47,0,64.47,17.77,0,0,0,0,0

96,23:45-24:00,0.000000,101.270000,107.930000,6.640000,271.910000,0.000000,74.130000,10.770000,0.000000,0.000000,9.300000,9.330000,261.620000,0.000000,29.490000,106.24,0,0,35.41,9.29,35.42,0,64.3,0,64.3,17.45,0,0,0,0,0

