Block,Time,L_NR_2012_04,L_NR_2023_04,LT-36,SH-06,L_NR_2012_01,LT-31,LT-35,LT-05,L_NR_2012_02,SH-07,L_NR_2020_02,LT-59,L_NR_2019_11,L_NR_2012_07,L_NR_2022_09,L_NR_2021_14,L_NR_2019_07,L_NR_2022_08,L_NR_2021_17,L_NR_2020_05,L_NR_2020_07,L_NR_2021_12,L_NR_2019_06,L_NR_2019_19,L_NR_2021_16,L_NR_2022_10,L_NR_2023_07,L_NR_2019_05,L_NR_2021_13,L_NR_2020_06,L_NR_2021_15,L_NR_2018_61,L_NR_2023_10
1,00:00-00:15,271.690000,30.740000,0.000000,30.910000,101.190000,0.000000,0.000000,115.960000,261.400000,30.910000,11.890000,10.410000,0.000000,74.070000,24.08,0,0,9.11,0,34.81,11.61,0,0,0,0,24.08,0,0,0,11.6,0,43.02,0

2,00:15-00:30,271.690000,30.740000,0.000000,30.910000,101.190000,0.000000,0.000000,115.960000,261.400000,30.910000,11.890000,10.410000,0.000000,74.070000,24.17,0,0,9.22,0,35.38,11.79,0,0,0,0,24.17,0,0,0,11.79,0,43.02,0

3,00:30-00:45,271.690000,30.740000,0.000000,0.000000,101.190000,0.000000,0.000000,115.960000,261.400000,30.910000,11.890000,10.410000,0.000000,74.070000,29.34,0,0,11.95,0,40.17,13.4,0,0,0,0,29.34,0,0,0,13.39,0,43.02,0

4,00:45-01:00,271.690000,30.740000,0.000000,0.000000,101.190000,0.000000,0.000000,115.960000,261.400000,30.910000,11.890000,10.410000,0.000000,74.070000,29.11,0,0,11.42,0,39.5,13.16,0,0,0,0,29.11,0,0,0,13.17,0,43.02,0

5,01:00-01:15,271.690000,31.700000,0.000000,0.000000,101.190000,0.000000,0.000000,115.960000,261.400000,30.910000,11.890000,10.410000,0.000000,74.070000,28.99,0,0,11.09,0,39.26,13.08,0,0,0,0,28.99,0,0,0,13.09,0,43.02,0

6,01:15-01:30,271.690000,30.740000,0.000000,0.000000,101.190000,0.000000,0.000000,115.960000,261.400000,30.910000,11.890000,10.410000,0.000000,74.070000,28.75,0,0,11.31,0,39.74,13.25,0,0,0,0,28.75,0,0,0,13.25,0,35.44,0

7,01:30-01:45,271.690000,29.730000,0.000000,0.000000,101.190000,0.000000,0.000000,115.960000,261.400000,30.910000,11.890000,10.410000,0.000000,74.070000,28.65,0,0,11.74,0,40.4,13.46,0,0,0,0,28.65,0,0,0,13.47,0,35.74,0

8,01:45-02:00,271.690000,29.730000,0.000000,0.000000,101.190000,0.000000,0.000000,115.960000,261.400000,30.910000,11.890000,10.410000,0.000000,74.070000,37.33,0,0,11.72,0,40.55,13.5,0,0,0,0,37.33,0,0,0,13.52,0,35.54,0

9,02:00-02:15,271.690000,29.730000,0.000000,19.750000,101.190000,0.000000,0.000000,115.960000,261.400000,19.750000,11.890000,10.410000,0.000000,74.070000,36.9,0,0,12.33,0,42,14,0,0,0,0,36.9,0,0,0,14,0,35.08,0

10,02:15-02:30,271.690000,30.700000,0.000000,23.830000,101.190000,0.000000,0.000000,115.960000,261.400000,23.830000,11.890000,10.410000,0.000000,74.070000,36.66,0,0,12.2,0,41.44,13.82,0,0,0,0,36.66,0,0,0,13.81,0,35.54,0

11,02:30-02:45,271.690000,29.730000,0.000000,26.070000,101.190000,0.000000,0.000000,115.960000,261.400000,26.070000,11.890000,10.410000,0.000000,74.070000,37.04,0,0,12.29,0,41.68,13.89,0,0,0,0,37.04,0,0,0,13.89,0,35.94,0

12,02:45-03:00,271.690000,29.730000,0.000000,26.070000,101.190000,0.000000,0.000000,115.960000,261.400000,26.070000,11.890000,10.410000,0.000000,74.070000,37.09,0,0,12.56,0,41.97,13.98,0,0,0,0,37.09,0,0,0,13.99,0,36.34,0

13,03:00-03:15,271.690000,29.730000,0.000000,26.070000,101.190000,0.000000,0.000000,115.960000,261.400000,26.070000,11.890000,10.410000,0.000000,74.070000,36.64,0,0,12.42,0,41.33,13.78,0,0,0,0,36.64,0,0,0,13.78,0,36.67,0

14,03:15-03:30,271.690000,29.730000,0.000000,26.070000,101.190000,0.000000,0.000000,115.960000,261.400000,26.070000,11.890000,10.410000,0.000000,74.070000,36.46,0,0,11.99,0,39.94,13.33,0,0,0,0,36.46,0,0,0,13.31,0,43.02,0

15,03:30-03:45,271.690000,29.730000,0.000000,26.070000,101.190000,0.000000,0.000000,115.960000,261.400000,26.070000,11.890000,10.410000,0.000000,74.070000,29.54,0,0,11.43,0,40.51,13.51,0,0,0,0,29.54,0,0,0,13.5,0,43.02,0

16,03:45-04:00,271.690000,29.730000,0.000000,26.070000,101.190000,0.000000,0.000000,115.960000,261.400000,26.070000,11.890000,10.410000,0.000000,74.070000,28.83,0,0,11.17,0,40.27,13.43,0,0,0,0,28.83,0,0,0,13.42,0,43.02,0

17,04:00-04:15,271.690000,29.730000,0.000000,26.070000,101.190000,0.000000,0.000000,94.740000,261.400000,26.070000,11.890000,10.410000,0.000000,74.070000,27.88,0,0,11.03,0,38.6,12.87,0,0,0,0,27.88,0,0,0,12.87,0,43.02,0

18,04:15-04:30,271.690000,29.730000,0.000000,26.070000,101.190000,0.000000,0.000000,94.740000,261.400000,26.070000,11.890000,10.410000,0.000000,74.070000,26.75,0,0,10.81,0,37.47,12.5,0,0,0,0,26.75,0,0,0,12.49,0,43.02,0

19,04:30-04:45,271.690000,29.730000,0.000000,26.070000,101.190000,0.000000,0.000000,94.740000,261.400000,26.070000,11.890000,10.410000,0.000000,74.070000,36.67,0,0,10.4,0,35.92,11.97,0,0,0,0,36.67,0,0,0,11.98,0,43.02,0

20,04:45-05:00,271.690000,29.730000,0.000000,26.070000,101.190000,0.000000,0.000000,70.480000,261.400000,26.070000,11.890000,10.410000,0.000000,74.070000,36.48,0,0,12.68,0,34.16,11.38,0,0,0,0,36.48,0,0,0,11.39,0,43.02,0

21,05:00-05:15,271.690000,30.700000,0.000000,26.070000,101.190000,0.000000,0.000000,70.480000,261.400000,26.070000,11.890000,10.410000,0.000000,74.070000,35.95,0,0,12.44,0,33.47,11.16,0,0,0,0,35.95,0,0,0,11.16,0,43.02,0

22,05:15-05:30,271.690000,30.700000,0.000000,26.070000,101.190000,0.000000,0.000000,70.480000,261.400000,26.070000,11.890000,10.410000,0.000000,65.300000,34.86,0,0,12.35,0,32.62,10.88,0,0,0,0,34.86,0,0,0,10.87,0,43.02,0

23,05:30-05:45,271.690000,29.730000,0.000000,26.070000,101.190000,0.000000,0.000000,70.480000,261.400000,26.070000,11.890000,10.410000,0.000000,65.300000,33.67,0.03,0,12.17,0,31.82,10.6,0,0,0,0,33.67,0,0,0,10.61,0,43.02,0

24,05:45-06:00,271.690000,29.770000,0.000000,26.070000,101.190000,0.000000,0.000000,70.480000,261.400000,26.070000,11.890000,10.410000,0.000000,65.300000,32.83,0.1,0,12.01,0.33,31.18,10.39,0.06,0,0.4878,0.67,32.83,0,0,0.01,10.39,0,43.02,0

25,06:00-06:15,271.690000,29.770000,0.000000,26.070000,101.190000,0.000000,0.000000,85.260000,261.400000,26.070000,11.890000,10.410000,0.000000,74.070000,32.12,1.27,1.44,11.95,1,32.42,10.8,0.57,4.6,2.078028,2,32.12,1.4,5,0.11,10.81,0.12,43.02,0.6

26,06:15-06:30,271.690000,29.770000,0.390000,26.070000,101.190000,0.380000,0.380000,85.260000,261.400000,26.070000,11.890000,10.410000,0.000000,74.070000,30.12,3,2.97,11.75,1.33,34.1,11.37,4.42,10,5.395068,2.67,30.12,6.3,10,0.88,11.36,0.53,43.02,2.7

27,06:30-06:45,271.690000,30.740000,0.810000,26.070000,101.190000,0.790000,0.790000,70.480000,261.400000,26.070000,11.890000,10.410000,0.000000,74.070000,29.85,4.93,7.92,9.82,2,32.67,10.9,10.28,17,9.629172,4,29.85,10.5,18,2.05,10.89,1.67,43.02,4.5

28,06:45-07:00,271.690000,29.770000,1.320000,26.070000,101.190000,1.280000,1.280000,70.480000,261.400000,26.070000,11.890000,10.410000,0.000000,74.070000,29.55,7.23,14.85,10.07,3.67,32.28,10.76,16.99,32,14.643756,7.33,29.55,17.5,28,3.4,10.76,2.97,43.02,7.5

29,07:00-07:15,271.690000,29.650000,1.950000,26.070000,72.210000,1.900000,1.900000,70.480000,261.400000,26.070000,11.890000,10.410000,0.000000,50.310000,28.15,10.33,21.78,9.91,4.67,31.63,10.55,24.86,32.56,20.136384,9.33,28.15,31.5,32.56,4.97,10.54,4.56,43.02,13.5

30,07:15-07:30,271.690000,29.650000,2.710000,26.070000,70.320000,2.650000,2.650000,70.480000,261.400000,26.070000,11.890000,10.410000,0.000000,50.310000,26.84,14.43,29.69,9.62,5,31.48,10.49,34.94,30.63,25.687548,11,26.84,38.5,30.63,6.99,10.49,6.39,43.02,16.5

31,07:30-07:45,271.690000,29.650000,3.570000,26.070000,70.320000,3.490000,3.490000,70.480000,261.400000,26.070000,11.890000,10.410000,0.000000,50.310000,26.45,19.43,30.5,9.33,5,30.5,10.17,44.99,30.5,31.824072,9,26.45,38.5,30.5,9,10.17,8.39,43.02,16.5

32,07:45:08:00,271.690000,29.650000,4.460000,26.070000,50.230000,4.350000,4.350000,70.480000,261.400000,26.070000,11.890000,10.410000,0.000000,50.360000,23.11,24.93,30.66,7.33,3,29.6,9.87,54.61,30.67,37.41426,7,23.11,45.5,30.67,10.92,9.87,10.78,43.02,19.5

33,08:00-08:15,271.690000,29.650000,5.340000,26.070000,50.230000,5.200000,5.200000,70.480000,261.400000,26.070000,11.890000,10.410000,0.000000,33.790000,23.41,18.33,32.16,7.33,6,25.16,8.38,64.22,32.17,43.02396,11,23.41,45.5,32.17,12.84,8.39,12.62,43.02,19.5

34,08:15-08:30,271.690000,29.650000,5.000000,26.070000,50.230000,4.880000,4.880000,70.480000,261.400000,26.070000,11.890000,10.410000,0.000000,33.790000,25.43,20,32.34,7.33,6,25.44,8.49,73.83,32.33,48.672684,12,25.43,49,32.33,14.77,8.48,15.38,43.02,21

35,08:30-08:45,271.690000,29.600000,5.590000,26.070000,50.230000,5.450000,5.450000,70.480000,261.400000,26.070000,11.890000,10.410000,0.000000,33.790000,25.98,21.33,32.34,7.78,7,25.67,8.56,81.17,32.33,52.848252,15,25.98,56,32.33,16.23,8.56,17.67,43.02,24

36,08:45:09:00,271.690000,30.560000,6.370000,26.070000,50.230000,6.220000,6.220000,70.480000,261.400000,26.070000,11.890000,10.410000,0.000000,33.790000,16.77,23.33,32.34,6.99,7,26.5,8.83,88.5,32.33,56.643336,15,16.77,61.6,32.33,17.7,8.83,19.97,43.02,26.4

37,09:00:09:15,271.690000,31.530000,6.760000,26.070000,79.210000,6.600000,6.600000,70.480000,220.160000,26.070000,11.890000,10.410000,0.000000,33.790000,17.02,53.87,32.5,6.86,7,20.12,6.69,95.83,32.5,74.184624,13,17.02,64.4,32.5,19.17,6.71,22.25,43.62,27.6

38,09:15-09:30,271.690000,30.560000,7.540000,26.070000,90.420000,7.360000,7.360000,70.480000,220.160000,26.070000,11.890000,10.410000,0.000000,33.790000,17.35,59.2,32.5,6.76,16.33,20.44,6.82,103.17,32.5,75.667536,32.67,17.35,70,32.5,20.63,6.81,24.39,43.62,30

39,09:30-09:45,271.690000,31.490000,8.130000,26.070000,70.320000,7.930000,7.930000,70.480000,261.400000,26.070000,11.890000,10.410000,0.000000,33.790000,17.12,64.2,32.5,6.78,19.33,20.41,6.8,87.92,32.5,79.569936,38.67,17.12,108.26,32.5,17.58,6.8,31.02,43.62,46.4

40,09:45-10:00,271.690000,31.490000,9.520000,26.070000,70.320000,9.290000,9.290000,70.480000,261.400000,26.070000,11.890000,10.410000,0.000000,33.790000,17.51,68.57,32.5,6.78,22,20.08,6.7,92.27,32.5,83.101608,44,17.51,116.36,32.5,18.45,6.69,32.41,43.62,49.87

