Block,Time Block,DADRI_GF,DADRI_CRF,DADRI_RF,AURY_RF,DADRI_LF,AURY_GF,ANTA_LF,ANTA_GF,AURY_CRF,AURY_LF,ANTA_RF,ANTA_CRF,UNCHAHAR3,TelanganaSTPP,URI2,UNCHAHAR2,TANDA2,TEHRI,URI,UNCHAHAR1,TALST2,TANAKPUR,UNCHAHAR4,TALA,VALLURNTECL,MAPS,RAPPB,RIHAND2,NLCEXP,NLCIIST1,RIHAND1,NJPC,NLCIIST2,RAMPUR,NLCTS2EXP,RAPPC,NNTPP,NAPP,NTPL,RIHAND3,PARBATI3,RSTPSU1TO6,SIMHST2,RSTPSU7,SALAL,SEWA2,SINGRAULI,SASAN,SIMHST1,SINGRAULI_HYDRO,FSTPP I & II,JHAJJAR,KOLDAM,KISHANGANGA,KUDGI,KHSTPP-I,KGSU1AND2,KOTESHWR,KGSU3AND4,KKNP,KHSTPP-II,KKNPPU2,DHAULIGNGA,CHAMERA3,DADRT2,BRBCL,CHAMERA2,BSIUL,CHAMERA1,DULHASTI,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
56,13:45-14:00,0,0,0,0,0,0,0,0,0,0,0,0,19.36,0,28.55,30.69,1.49,0,39.45,14.97,0,0,0,11.64,0,0,0,117.54,0,0,75.5,161.37,0,3.42,0,58.16,0,43.55,0,123.22,16.96,0,0,0,76.3,5.59,120.92,363.95,0,0,14.99,111.15,5.17,2.78,0,42.79,0,9.84,0,0,95.48,0,39.01,24.44,403.79,19.31,42.7,12.59,40.7,51.95,0,0,0,0,0

57,14:00-14:15,0,0,0,0,0,0,0,0,0,0,0,0,19.36,0,28.55,30.69,1.49,0,39.45,14.97,0,3.72,0,10.65,0,0,0,117.54,0,0,75.5,161.37,0,3.42,0,58.16,0,43.55,0,123.22,16.96,0,0,0,76.3,5.59,120.92,363.95,0,0,14.99,111.15,5.17,2.78,0,42.79,0,9.84,0,0,95.48,0,39.01,24.44,432.76,19.31,42.7,12.59,38.91,51.95,0,0,0,0,0

58,14:15-14:30,0,0,0,0,0,0,0,0,0,0,0,0,19.36,0,28.55,30.69,1.49,0,39.45,14.97,0,3.72,0,10.65,0,0,0,117.54,0,0,75.5,161.37,0,3.42,0,58.16,0,43.55,0,123.22,16.96,0,0,0,76.3,5.59,120.92,363.95,0,0,14.99,111.15,5.17,2.78,0,42.79,0,9.84,0,0,95.48,0,39.01,24.44,474.28,19.31,42.7,12.59,38.91,51.95,0,0,0,0,0

59,14:30-14:45,0,0,0,0,0,0,0,0,0,0,0,0,19.36,0,31.39,30.69,1.49,0,44.78,14.97,0,7.42,0,11.64,0,0,0,117.54,0,0,75.5,161.37,0,3.42,0,58.16,0,43.55,0,123.22,16.96,0,0,0,76.3,5.59,120.92,363.95,0,0,14.99,111.15,5.17,2.78,0,42.79,0,9.84,0,0,95.48,0,39.01,24.44,506.15,19.31,42.7,12.59,38.91,51.95,0,0,0,0,0

60,14:45-15:00,0,0,0,0,0,0,0,0,0,0,0,0,19.36,0,31.39,30.69,1.49,0,44.78,14.97,0,7.42,0,8.95,0,0,0,117.54,0,0,75.5,161.37,0,3.42,0,58.16,0,43.55,0,123.22,16.96,0,0,0,76.3,5.59,120.92,363.95,0,0,14.99,111.15,5.17,2.78,0,42.79,0,9.84,0,0,95.48,0,39.01,24.44,540.92,19.31,42.7,12.59,38.91,51.95,0,0,0,0,0

61,15:00-15:15,0,0,0,0,0,0,0,0,0,0,0,0,19.36,0,31.39,30.69,1.49,0,39.45,14.97,0,11.13,0,8.95,0,0,0,117.54,0,0,75.5,161.37,0,3.42,0,58.16,0,43.55,0,123.22,16.96,0,0,0,76.3,5.59,120.92,363.95,0,0,16.56,111.15,5.17,2.78,0,42.79,0,9.84,0,0,95.48,0,39.01,24.44,565.06,19.31,42.7,12.59,39.67,51.95,0,0,0,0,0

62,15:15-15:30,0,0,0,0,0,0,0,0,0,0,0,0,19.36,0,31.39,30.69,1.49,16.42,39.45,14.97,0,12.5,0,8.95,0,0,0,117.54,0,0,75.5,161.37,0,3.42,0,58.16,0,43.55,0,123.22,16.96,0,0,0,76.3,5.59,120.92,363.95,0,0,16.56,111.15,5.17,2.78,0,42.79,0,9.84,0,0,95.48,0,39.01,24.44,555.4,19.31,42.7,12.59,40.7,51.95,0,0,0,0,0

63,15:30-15:45,0,0,0,0,0,0,0,0,0,0,0,0,19.36,0,31.39,30.69,1.49,16.42,39.45,14.97,0,12.5,0,8.95,0,0,0,117.54,0,0,75.5,161.37,0,3.42,0,58.16,0,43.55,0,123.22,16.96,0,0,0,76.3,5.59,120.92,363.95,0,0,16.56,111.15,5.17,2.78,0,42.79,0,9.84,0,0,95.48,0,39.01,24.44,565.06,19.31,30.26,12.59,40.7,51.95,0,0,0,0,0

64,15:45-16:00,0,0,0,0,0,0,0,0,0,0,0,0,19.36,0,31.39,30.69,1.49,32.84,39.45,14.97,0,12.5,0,8.95,0,0,0,117.54,0,0,75.5,161.37,0,3.42,0,58.16,0,43.55,0,123.22,16.96,0,0,0,76.3,5.59,120.92,363.95,0,0,16.56,111.15,5.17,2.78,0,42.79,0,9.84,0,0,95.48,0,39.01,24.44,565.06,19.31,30.26,12.59,40.7,51.95,0,0,0,0,0

65,16:00-16:15,0,0,0,0,0,0,0,0,0,0,0,0,19.36,0,31.39,30.69,1.49,32.84,39.45,14.97,0,12.5,0,8.65,0,0,0,117.54,0,0,75.5,161.37,0,3.42,0,58.16,0,43.55,0,123.22,16.96,0,0,0,76.3,5.59,120.92,363.95,0,0,16.56,111.15,5.17,2.78,0,42.79,0,9.84,0,0,95.48,0,39.01,24.44,584,19.31,30.26,12.59,40.7,51.95,0,0,0,0,0

66,16:15-16:30,0,0,0,0,0,0,0,0,0,0,0,0,19.36,0,31.39,30.69,1.49,32.84,39.45,14.97,0,11.13,0,8.65,0,0,0,117.54,0,0,75.5,161.37,0,3.42,0,58.16,0,43.55,0,123.22,16.96,0,0,0,76.3,5.59,120.92,363.95,0,0,16.56,111.15,5.17,2.78,0,42.79,0,9.84,0,0,95.48,0,39.01,24.44,584,19.31,30.26,12.59,40.7,51.95,0,0,0,0,0

67,16:30-16:45,0,0,0,0,0,0,0,0,0,0,0,0,19.36,0,31.39,30.69,1.49,32.84,39.45,14.97,0,11.13,0,9.51,0,0,0,117.54,0,0,75.5,161.37,0,3.42,0,58.16,0,43.55,0,123.22,16.96,0,0,0,76.3,5.59,120.92,363.95,0,0,16.56,111.15,5.17,2.78,0,42.79,0,9.84,0,0,95.48,0,39.01,24.44,584,19.31,30.26,12.59,40.7,51.95,0,0,0,0,0

68,16:45-17:00,0,0,0,0,0,0,0,0,0,0,0,0,19.36,0,31.39,30.69,1.49,32.84,39.45,14.97,0,11.13,0,9.17,0,0,0,117.54,0,0,75.5,161.37,0,3.42,0,58.16,0,43.55,0,123.22,16.96,0,0,0,76.3,5.59,120.92,363.95,0,0,16.56,111.15,5.17,2.78,0,42.79,0,9.84,0,0,95.48,0,39.01,24.44,584,19.31,30.26,12.59,40.7,51.95,0,0,0,0,0

69,17:00-17:15,0,0,0,0,0,0,0,0,0,0,0,0,23.74,0,31.39,40.94,1.49,32.84,39.45,18.72,0,12.5,0,9.06,0,0,0,117.54,0,0,75.5,161.37,0,3.42,0,58.16,0,43.55,0,123.22,16.96,0,0,0,76.3,5.59,120.92,363.95,0,0,16.56,229.8,5.17,2.78,0,42.79,0,9.84,0,0,95.48,0,39.01,24.44,588.05,19.31,30.26,12.59,40.7,51.95,0,0,0,0,0

70,17:15-17:30,0,0,0,0,0,0,0,0,0,0,0,0,25.49,0,31.39,40.94,1.49,32.84,39.45,19.85,0,12.5,0,8.95,0,0,0,117.54,0,0,75.5,161.37,0,3.42,0,58.16,0,43.55,0,123.22,16.96,0,0,0,76.3,5.59,120.92,363.95,0,0,16.56,332.05,5.17,2.78,0,42.79,0,9.84,0,0,95.48,0,39.01,24.44,588.05,19.31,30.26,6.3,40.7,51.95,0,0,0,0,0

71,17:30-17:45,0,0,0,0,0,0,0,0,0,0,0,0,25.49,0,31.39,40.94,1.49,32.84,39.45,19.85,0,11.38,0,8.77,0,0,0,117.54,0,0,75.5,161.37,0,3.42,0,58.16,0,43.55,0,123.22,3.8,0,0,0,76.3,5.59,120.92,363.95,0,0,16.56,389.99,5.17,2.78,0,42.79,0,9.84,0,0,95.48,0,39.01,24.44,617.02,19.31,30.26,6.3,40.7,51.95,0,0,0,0,0

72,17:45-18:00,0,0,0,0,0,0,0,0,0,0,0,0,25.49,0,31.39,40.94,1.49,49.26,39.45,19.85,0,11.38,0,8.43,0,0,0,117.54,0,0,75.5,161.37,0,3.42,0,58.16,0,43.55,0,123.22,16.29,0,0,0,76.3,5.59,120.92,363.95,0,0,16.56,389.99,5.17,2.78,0,42.79,0,9.84,0,0,95.48,0,39.01,24.44,617.02,19.31,30.26,6.3,40.7,51.95,0,0,0,0,0

73,18:00-18:15,0,0,0,0,0,0,0,0,0,0,0,0,25.49,0,31.39,41.57,1.86,49.26,39.45,19.85,0,11.38,0,8.34,0,0,0,117.54,0,0,75.5,161.37,0,3.42,0,58.16,0,43.55,0,123.22,17.64,0,0,0,76.3,9.48,120.92,363.95,0,0,16.56,389.99,5.17,2.78,0,42.79,0,18.66,0,0,95.48,0,39.01,24.44,636.34,19.31,30.26,6.3,40.7,51.95,0,0,0,0,0

74,18:15-18:30,0,0,0,0,0,0,0,0,0,0,0,0,25.49,0,31.39,41.57,2.42,51.34,39.45,19.85,0,11.38,0,8.18,0,0,0,117.54,0,0,75.5,161.37,0,3.42,0,58.16,0,43.55,0,123.22,35.29,0,0,0,76.3,11.18,120.92,363.95,0,0,16.56,389.99,5.17,2.78,0,42.79,0,27.99,0,0,95.48,0,39.01,24.44,636.34,19.31,30.26,6.3,40.7,51.95,0,0,0,0,0

75,18:30-18:45,0,0,0,0,0,0,0,0,0,0,0,0,25.49,0,31.39,41.57,2.7,51.34,39.45,19.85,0,11.38,0,7.81,0,0,0,117.54,0,0,75.5,161.37,0,3.42,0,58.16,0,43.55,0,123.22,35.29,0,0,0,76.3,16.77,120.92,363.95,0,0,16.56,389.99,5.17,2.78,0,42.79,0,37.31,0,0,95.48,0,39.01,24.44,659.69,19.31,30.26,12.59,40.7,51.95,0,0,0,0,0

76,18:45-19:00,0,0,0,0,0,0,0,0,0,0,0,0,25.49,0,31.39,41.57,2.7,68.44,39.45,19.85,0,12.25,0,7.81,0,0,0,117.54,0,0,75.5,162.87,0,3.5,0,58.16,0,43.55,0,123.22,35.29,0,0,0,76.3,16.77,120.92,363.95,0,0,16.56,389.99,5.17,4.17,0,42.79,0,41.05,0,0,95.48,0,40,32.58,659.69,19.31,44.08,19.52,40.7,52.66,0,0,0,0,0

77,19:00-19:15,0,0,0,0,0,0,0,0,0,0,0,0,24.9,0,31.39,40.96,2.7,68.44,39.45,19.49,0,12.25,0,7.81,0,0,0,117.54,0,0,75.5,162.87,0,3.5,0,58.16,0,43.55,0,123.22,35.29,0,0,0,76.3,16.77,124.13,363.95,0,0,16.56,383.53,5.17,4.17,0,42.79,0,41.05,0,0,95.48,0,40,32.58,656.57,19.31,44.08,19.52,40.7,52.66,0,0,0,0,0

78,19:15-19:30,0,0,0,0,0,0,0,0,0,0,0,0,24.9,0,31.39,40.96,2.7,68.44,39.45,19.49,0,12.25,0,7.89,0,0,0,117.54,0,0,75.5,162.87,0,3.5,0,58.16,0,43.55,0,123.22,35.29,0,0,0,76.3,16.77,124.13,363.95,0,0,16.56,383.53,5.17,4.17,0,42.79,0,41.05,0,0,95.48,0,40,32.58,656.57,19.31,44.08,19.52,40.7,52.66,0,0,0,0,0

79,19:30-19:45,0,0,0,0,0,0,0,0,0,0,0,0,24.9,0,31.39,40.96,2.7,68.44,39.45,19.49,0,12.25,0,8.08,0,0,0,117.54,0,0,75.5,162.87,0,3.5,0,58.16,0,43.55,0,123.22,35.29,0,0,0,76.3,16.77,124.13,363.95,0,0,16.56,383.53,5.17,4.17,0,42.79,0,41.05,0,0,95.48,0,40,32.58,656.57,19.31,44.08,19.52,40.7,52.66,0,0,0,0,0

80,19:45-20:00,0,0,0,0,0,0,0,0,0,0,0,0,24.9,0,31.39,40.96,2.7,68.44,39.45,19.49,0,12.25,0,8.24,0,0,0,117.54,0,0,75.5,162.87,0,3.5,0,58.16,0,43.55,0,123.22,29.86,0,0,0,76.3,16.77,124.13,363.95,0,0,16.56,383.53,5.17,4.17,0,42.79,0,41.05,0,0,95.48,0,40,32.58,656.57,19.31,44.08,19.52,40.7,52.66,0,0,0,0,0

81,20:00-20:15,0,0,0,0,0,0,0,0,0,0,0,0,24.9,0,31.39,40.96,2.7,68.44,39.45,19.49,0,12.25,0,8.38,0,0,0,117.54,0,0,75.5,162.87,0,3.5,0,58.16,0,43.55,0,123.22,29.86,0,0,0,76.3,16.77,124.13,363.95,0,0,16.56,383.53,5.17,4.17,0,42.79,0,41.05,0,0,95.48,0,40,32.58,656.57,19.31,44.08,19.52,40.7,52.66,0,0,0,0,0

82,20:15-20:30,0,0,0,0,0,0,0,0,0,0,0,0,24.9,0,31.39,40.96,2.7,68.44,39.45,19.49,0,12.25,0,8.52,0,0,0,117.54,0,0,75.5,162.87,0,3.5,0,58.16,0,43.55,0,123.22,29.86,0,0,0,76.3,16.77,124.13,363.95,0,0,16.56,383.53,5.17,4.17,0,42.79,0,41.05,0,0,95.48,0,40,32.58,656.57,19.31,44.08,19.52,40.7,52.66,0,0,0,0,0

83,20:30-20:45,0,0,0,0,0,0,0,0,0,0,0,0,24.9,0,31.39,40.96,2.7,68.44,39.45,19.49,0,12.25,0,8.63,0,0,0,117.54,0,0,75.5,162.87,0,3.5,0,58.16,0,43.55,0,123.22,29.86,0,0,0,76.3,16.77,124.13,373.73,0,0,16.56,383.53,5.17,4.17,0,42.79,0,41.05,0,0,95.48,0,40,32.58,656.57,19.31,44.08,19.52,40.7,52.66,0,0,0,0,0

84,20:45-21:00,0,0,0,0,0,0,0,0,0,0,0,0,24.9,0,31.39,40.96,2.7,68.44,39.45,19.49,0,11.38,0,8.77,0,0,0,117.54,0,0,75.5,161.37,0,3.42,0,58.16,0,43.55,0,123.22,29.86,0,0,0,76.3,16.77,124.13,393.28,0,0,16.56,383.53,5.17,4.17,0,42.79,0,37.31,0,0,95.48,0,39.01,30.98,656.57,19.31,42.7,6.3,40.7,51.95,0,0,0,0,0

85,21:00-21:15,0,0,0,0,0,0,0,0,0,0,0,0,24.9,0,31.39,40.96,2.7,68.44,39.45,19.49,0,11.38,0,8.84,0,0,0,117.54,0,0,75.5,161.37,0,3.42,0,58.16,0,43.55,0,123.22,20.36,0,0,0,76.3,16.77,124.13,331.35,0,0,16.56,383.53,5.17,4.17,0,42.79,0,37.31,0,0,95.48,0,39.01,30.98,656.57,19.31,42.7,6.3,27.14,51.95,0,0,0,0,0

86,21:15-21:30,0,0,0,0,0,0,0,0,0,0,0,0,24.9,0,31.39,40.96,2.7,68.44,39.45,19.49,0,11.38,0,8.91,0,0,0,117.54,0,0,75.5,161.37,0,3.42,0,58.16,0,43.55,0,123.22,20.36,0,0,0,76.3,16.77,124.13,331.35,0,0,16.56,383.53,5.17,4.17,0,42.79,0,37.31,0,0,95.48,0,39.01,30.98,656.57,19.31,42.7,6.3,27.14,51.95,0,0,0,0,0

87,21:30-21:45,0,0,48.28,23.35,0,0,0,0,0,0,29.59,0,24.9,0,31.39,40.96,2.7,68.44,39.45,19.49,0,11.38,0,9.25,0,0,0,117.54,0,0,75.5,161.37,0,3.42,0,58.16,0,43.55,0,123.22,20.36,0,0,0,76.3,16.77,124.13,331.35,0,0,16.56,383.53,5.17,4.17,0,42.79,0,37.31,0,0,95.48,0,39.01,30.98,656.57,19.31,42.7,6.3,27.14,51.95,0,0,0,0,0

88,21:45-22:00,0,0,48.28,37.63,0,0,0,0,0,0,45.22,0,24.9,0,31.39,40.96,2.7,68.44,39.45,19.49,0,12.25,0,9.41,0,0,0,117.54,0,0,75.5,162.87,0,3.5,0,58.16,0,43.55,0,123.22,20.36,0,0,0,76.3,16.77,124.13,331.35,0,0,16.56,383.53,5.17,4.17,0,42.79,0,41.05,0,0,95.48,0,40,32.58,656.57,19.31,44.08,19.52,27.14,52.66,0,0,0,0,0

89,22:00-22:15,0,0,48.28,37.63,0,0,0,0,0,0,45.22,0,24.9,0,31.39,40.96,2.7,51.34,39.45,19.49,0,12.25,0,9.54,0,0,0,117.54,0,0,75.5,162.87,0,3.5,0,58.16,0,43.55,0,123.22,20.36,0,0,0,76.3,16.77,124.13,331.35,0,0,16.56,383.53,5.17,4.17,0,42.79,0,41.05,0,0,95.48,0,40,32.58,656.57,19.31,44.08,19.52,27.14,52.66,0,0,0,0,0

90,22:15-22:30,0,0,48.28,37.63,0,0,0,0,0,0,45.22,0,24.9,0,31.39,40.96,2.7,51.34,39.45,19.49,0,12.25,0,9.71,0,0,0,117.54,0,0,75.5,162.87,0,3.5,0,58.16,0,43.55,0,123.22,20.36,0,0,0,76.3,16.77,124.13,331.35,0,0,16.56,383.53,5.17,4.17,0,42.79,0,41.05,0,0,95.48,0,40,32.58,656.57,19.31,44.08,19.52,27.14,52.66,0,0,0,0,0

91,22:30-22:45,0,0,10.56,15.16,0,0,0,0,0,0,17.28,0,24.9,0,31.39,40.96,2.7,51.34,39.45,19.49,0,12.25,0,9.86,0,0,0,117.54,0,0,75.5,162.87,0,3.5,0,58.16,0,43.55,0,123.22,20.36,0,0,0,76.3,16.77,124.13,331.35,0,0,16.56,383.53,5.17,4.17,0,42.79,0,41.05,0,0,95.48,0,40,32.58,656.57,19.31,44.08,19.52,27.14,52.66,0,0,0,0,0

92,22:45-23:00,0,0,0,0,0,0,0,0,0,0,0,0,24.9,0,31.39,40.96,2.7,51.34,39.45,19.49,0,11.13,0,9.91,0,0,0,117.54,0,0,75.5,161.37,0,3.42,0,58.16,0,43.55,0,123.22,20.36,0,0,0,76.3,16.77,124.13,331.35,0,0,16.56,383.53,5.17,2.78,0,42.79,0,37.31,0,0,95.48,0,39.01,30.98,656.57,19.31,42.7,12.59,27.14,51.95,0,0,0,0,0

93,23:00-23:15,0,0,0,0,0,0,0,0,0,0,0,0,24.9,0,31.39,40.96,2.7,51.34,39.45,19.49,0,11.13,0,10.01,0,0,0,117.54,0,0,75.5,161.37,0,3.42,0,58.16,0,43.55,0,123.22,20.36,0,0,0,76.3,16.77,124.13,331.35,0,0,16.56,383.53,5.17,2.78,0,42.79,0,27.99,0,0,95.48,0,39.01,30.98,656.57,19.31,42.7,18.89,27.14,51.95,0,0,0,0,0

94,23:15-23:30,0,0,0,0,0,0,0,0,0,0,0,0,24.9,0,31.39,40.96,2.7,51.34,39.45,19.49,0,11.13,0,10.11,0,0,0,117.54,0,0,75.5,161.37,0,3.42,0,58.16,0,43.55,0,123.22,20.36,0,0,0,76.3,16.77,124.13,331.35,0,0,16.56,383.53,5.17,2.78,0,42.79,0,27.99,0,0,95.48,0,39.01,30.98,656.57,19.31,42.7,18.89,27.14,51.95,0,0,0,0,0

95,23:30-23:45,0,0,0,0,0,0,0,0,0,0,0,0,24.9,0,31.39,40.96,2.7,51.34,39.45,19.49,0,11.13,0,10.17,0,0,0,117.54,0,0,75.5,161.37,0,3.42,0,58.16,0,43.55,0,123.22,20.36,0,0,0,76.3,16.77,124.13,331.35,0,0,16.56,383.53,5.17,2.78,0,42.79,0,27.99,0,0,95.48,0,39.01,30.98,656.57,19.31,42.7,12.59,27.14,51.95,0,0,0,0,0

96,23:45-24:00,0,0,0,0,0,0,0,0,0,0,0,0,24.9,0,31.39,40.96,2.7,51.34,39.45,19.49,0,11.13,0,10.22,0,0,0,117.54,0,0,75.5,161.37,0,3.42,0,58.16,0,43.55,0,123.22,20.36,0,0,0,76.3,16.77,124.13,331.35,0,0,16.56,383.53,5.17,2.78,0,42.79,0,27.99,0,0,95.48,0,39.01,30.98,656.57,19.31,42.7,12.59,27.14,51.95,0,0,0,0,0

