Block,Time,CHAMERA2,NLCEXP,NLCIIST1,NLCIIST2,NLCTS2EXP,RAPPC,SASAN,SIMHST2,TALA,TANDA2,TelanganaSTPP,URI,URI2,VALLURNTECL,AURY_CRF,DADRT2,KHSTPP-II,NJPC,NNTPP,RIHAND1,SIMHST1,SINGRAULI_HYDRO,UNCHAHAR3,FSTPP I & II,KKNPPU2,PARBATI3,RIHAND2,JHAJJAR,KOTESHWR,TEHRI,ANTA_CRF,AURY_RF,DADRI_LF,DADRI_RF,CHAMERA1,KKNP,KOLDAM,MAPS,SINGRAULI,BSIUL,KGSU3AND4,KISHANGANGA,NAPP,RAMPUR,RAPPB,RIHAND3,SALAL,ANTA_LF,ANTA_RF,AURY_LF,CHAMERA3,KGSU1AND2,KUDGI,NTPL,RSTPSU1TO6,RSTPSU7,TALST2,TANAKPUR,UNCHAHAR4,ANTA_GF,DADRI_GF,BRBCL,DHAULIGNGA,DULHASTI,KHSTPP-I,SEWA2,UNCHAHAR1,UNCHAHAR2,AURY_GF,DADRI_CRF
21,05:00-05:15,0,0,0,0,0,25.51,267.75,0,0,0,0,35.33,24.21,0,0,449.08,148.3,20.84,0,92,0,0.73,26.4,20.8,0,0,118.76,434.65,8.87,24.19,0,70.81,0,59.73,0,0,0,0,139.69,13.04,0,0,20.83,0,0,62.16,13.36,0,44.52,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,45.53,16.53,20.55,42.39,0,0

22,05:15-05:30,0,0,0,0,0,25.51,284.62,0,0,0,0,35.33,24.21,0,0,573.18,148.3,20.84,0,92,0,0.73,26.4,20.8,0,0,118.76,434.65,8.87,36.29,0,70.81,0,59.73,0,0,0,0,139.69,13.04,0,0,20.83,0,0,62.16,13.36,0,44.52,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,45.53,16.53,20.55,42.39,0,0

23,05:30-05:45,0,0,0,0,0,25.51,301.5,0,0,0,0,35.33,24.21,0,0,653.18,148.3,45.46,0,92,0,0.73,26.4,20.8,0,0,118.76,434.65,8.87,36.29,0,70.81,0,59.73,13.99,0,0,0,139.69,13.04,0,0,20.83,0,0,62.16,13.36,0,44.73,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,45.53,16.53,20.55,42.39,0,0

24,05:45-06:00,2.66,0,0,0,0,25.51,318.38,0,0,0,0,35.33,24.21,0,0,682.78,148.3,45.46,0,92,0,0.73,26.4,20.8,0,0,118.76,434.65,8.87,36.29,0,70.81,0,59.73,28.05,0,0,0,139.69,13.04,0,0,20.83,0,0,62.16,13.36,0,44.73,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,45.53,16.53,20.55,42.39,0,0

25,06:00-06:15,13.17,0,0,0,0,25.51,335.25,0,0,0,0,39.75,24.21,0,0,682.78,148.3,45.46,0,92,0,0.73,26.4,20.8,0,3.82,118.76,434.65,8.87,36.29,0,70.81,0,59.73,42.15,0,0,0,139.69,13.04,0,0,20.83,0,0,62.16,13.36,0,44.73,0,9.68,0,0,0,0,0,0,0,0,0,0,20,0,16.48,45.53,16.53,20.55,42.39,0,0

26,06:15-06:30,16,0,0,0,0,25.51,348.98,0,0,0,0,39.75,24.21,0,0,682.78,148.3,61.55,0,92,0,0.73,26.4,20.8,0,16.54,118.76,434.65,17.75,48.38,0,70.81,0,59.73,42.15,0,0,0,139.69,13.04,0,0,20.83,0,0,62.16,13.36,0,44.73,0,19.35,0,0,0,0,0,0,0,0,0,0,20,8.06,32.96,45.53,16.53,20.55,42.39,0,0

27,06:30-06:45,39.51,0,0,0,0,25.51,348.98,0,0,0,0,39.75,24.21,0,0,682.84,148.3,89.97,0,92,0,0.73,26.4,20.8,0,16.54,118.76,434.65,39.05,49.39,0,70.81,0,59.73,42.15,0,0,0,139.69,19.56,0,0,20.83,0,0,62.16,13.36,0,44.73,0,29.06,0,0,0,0,0,0,0,0,0,0,20,27.41,49.43,45.53,16.93,20.55,42.39,0,0

28,06:45-07:00,39.51,0,0,0,0,25.51,348.98,0,0,0,0,39.75,24.21,0,0,682.84,148.3,116.95,0,92,0,0.73,26.4,20.8,0,16.54,118.76,434.65,39.05,49.39,0,70.81,0,59.73,42.15,0,0,0,139.69,19.56,0,0,20.83,0,0,62.16,13.36,0,44.73,0,29.06,0,0,0,0,0,0,0,0,0,0,20,27.41,49.43,45.53,16.93,20.55,42.39,0,0

29,07:00-07:15,39.51,0,0,0,0,25.51,348.98,0,0,0,0,35.33,24.21,0,0,682.84,148.3,116.95,0,92,0,0.73,26.4,20.8,0,16.54,118.76,434.65,39.05,49.39,0,70.81,0,59.73,42.15,0,0,0,139.69,19.56,0,0,20.83,0,0,62.16,13.36,0,44.73,0,29.06,0,0,0,0,0,0,5.76,0,0,0,20,27.41,49.43,45.53,16.93,20.55,42.39,0,0

30,07:15-07:30,39.51,0,0,0,0,25.51,348.98,0,0,0,0,35.33,24.21,0,0,682.84,148.3,116.95,0,92,0,0.73,26.4,20.8,0,16.54,118.76,434.65,39.05,49.39,0,70.81,0,59.73,42.15,0,0,0,139.69,19.56,0,0,20.83,0,0,62.16,13.36,0,44.73,0,29.06,0,0,0,0,0,0,5.76,0,0,0,20,27.41,49.43,45.53,16.93,20.55,42.39,0,0

31,07:30-07:45,39.51,0,0,0,0,25.51,348.98,0,0,0,0,35.33,28.25,0,0,682.84,148.3,116.95,0,92,0,0.73,26.4,20.8,0,16.54,118.76,434.65,39.05,49.39,0,70.81,0,59.73,42.15,0,0,0,139.69,19.56,0,0,20.83,0,0,62.16,13.36,0,44.73,0,29.06,0,0,0,0,0,0,5.76,0,0,0,20,27.41,49.43,45.53,16.93,20.55,42.39,0,0

32,07:45-08:00,39.51,0,0,0,0,25.51,348.98,0,0,0,0,35.33,28.25,0,0,682.84,148.3,116.95,0,92,0,0.73,26.4,20.8,0,3.57,118.76,434.65,39.05,49.39,0,70.81,0,59.73,42.15,0,0,0,139.69,19.56,0,0,20.83,0,0,62.16,13.36,0,44.73,0,29.06,0,0,0,0,0,0,5.76,0,0,0,20,27.41,49.43,45.53,16.93,20.55,42.39,0,0

33,08:00-08:15,26.34,0,0,0,0,25.51,333,0,0,0,0,35.33,29.6,0,0,682.84,148.3,83.33,0,92,0,0.73,26.4,20.8,0,0,118.76,434.65,17.75,48.63,0,70.81,0,59.73,42.15,0,0,0,139.69,6.52,0,0,20.83,0,0,62.16,13.36,0,44.52,0,19.35,0,0,0,0,0,0,2.44,0,0,0,20,15.85,32.96,45.53,16.53,20.55,42.39,0,0

34,08:15-08:30,26.34,0,0,0,0,25.51,333,0,0,0,0,39.75,29.6,0,0,682.84,148.3,62.51,0,92,0,0.73,26.4,20.8,0,0,118.76,434.65,8.87,48.63,0,70.81,0,59.73,42.15,0,0,0,139.69,6.52,0,0,20.83,0,0,62.16,13.36,0,44.42,0,9.68,0,0,0,0,0,0,2.44,0,0,0,20,8.06,16.48,45.53,16.53,20.55,42.39,0,0

35,08:30-08:45,13.17,0,0,0,0,25.51,333,0,0,0,0,39.75,29.6,0,0,682.84,148.3,41.67,0,92,0,0.73,26.4,20.8,0,0,118.76,434.65,8.87,48.63,0,70.81,0,59.73,42.15,0,0,0,139.69,6.52,0,0,20.83,0,0,62.16,13.36,0,44.42,0,9.68,0,0,0,0,0,0,1.54,0,0,0,20,1.32,16.48,45.53,16.53,20.55,42.39,0,0

36,08:45-09:00,13.17,0,0,0,0,25.51,333,0,0,0,0,39.75,29.6,0,0,683.14,148.3,41.67,0,92,0,0.73,26.4,20.8,0,0,118.76,434.65,8.87,36.29,0,70.81,0,59.73,42.15,0,0,0,139.69,6.52,0,0,20.83,0,0,62.16,13.36,0,44.42,0,9.68,0,0,0,0,0,0,1.54,0,0,0,20,0,16.48,45.53,16.53,20.55,42.39,0,0

37,09:00-09:15,13.17,0,0,0,0,25.51,333,0,0,0,0,39.75,29.6,0,0,682.84,148.3,20.84,0,92,0,0.73,26.4,20.8,0,0,118.76,434.65,8.87,36.29,0,70.81,0,59.73,42.15,0,0,0,139.69,6.52,0,0,20.83,0,0,62.16,13.36,0,44.21,0,9.68,0,0,0,0,0,0,1.54,0,0,0,20,0,32.96,45.53,16.53,20.55,42.39,0,0

38,09:15-09:30,13.17,0,0,0,0,25.51,333,0,0,0,0,35.33,29.6,0,0,683.14,148.3,20.84,0,92,0,0.73,26.4,20.8,0,0,118.76,434.65,8.87,36.29,0,70.81,0,59.73,42.15,0,0,0,139.69,6.52,0,0,20.83,0,0,62.16,13.36,0,43.99,0,9.68,0,0,0,0,0,0,1.54,0,0,0,20,0,32.96,45.53,16.53,20.55,42.39,0,0

39,09:30-09:45,13.17,0,0,0,0,25.51,333,0,0,0,0,35.33,29.6,0,0,683.14,148.3,0,0,92,0,0.73,26.4,20.8,0,0,118.76,434.65,8.87,36.29,0,70.81,0,59.73,42.15,0,0,0,139.69,6.52,0,0,20.83,0,0,62.16,69.72,0,43.57,0,9.68,0,0,0,0,0,0,1.54,0,0,0,20,0,32.96,45.53,16.53,20.55,42.39,0,0

40,09:45-10:00,13.17,0,0,0,0,25.51,333,0,0,0,0,35.33,29.6,0,0,683.14,148.3,0,0,92,0,0.73,26.4,20.8,0,0,118.76,434.65,8.87,36.29,0,70.81,0,59.73,42.15,0,0,0,139.69,6.52,0,0,20.83,0,0,62.16,69.72,0,43.57,0,9.68,0,0,0,0,0,0,1.54,0,0,0,20,0,32.96,45.53,16.53,20.55,42.39,0,0

41,10:00-10:15,13.17,0,0,0,0,25.51,333,0,0,0,0,36.43,29.6,0,0,683.14,148.3,0,0,92,0,0.73,26.4,20.8,0,0,118.76,434.65,8.87,36.29,0,70.81,0,59.73,28.05,0,0,0,139.69,6.52,0,0,20.83,0,0,62.16,69.72,0,43.47,0,9.68,0,0,0,0,0,0,1.54,0,0,0,20,0,32.96,45.53,16.53,20.55,42.39,0,0

42,10:15-10:30,13.17,0,0,0,0,25.51,333,0,0,0,0,36.43,29.6,0,0,683.14,148.3,0,0,92,0,0.73,26.4,20.8,0,0,118.76,434.65,8.87,24.83,0,70.81,0,59.73,28.05,0,0,0,139.69,6.52,0,0,20.83,0,0,62.16,69.72,0,43.26,0,9.68,0,0,0,0,0,0,1.54,0,0,0,20,0,32.96,45.53,16.53,20.55,42.39,0,0

43,10:30-10:45,13.17,0,0,0,0,25.51,333,0,0,0,0,35.88,29.6,0,0,683.14,148.3,0,0,92,0,0.73,26.4,20.8,0,0,118.76,434.65,8.87,24.83,0,70.81,0,59.73,13.99,0,0,0,139.69,13.04,0,0,20.83,0,0,62.16,13.36,0,43.05,0,0,0,0,0,0,0,0,1.54,0,0,0,20,0,32.96,45.53,16.53,20.55,42.39,0,0

44,10:45-11:00,13.17,0,0,0,0,25.51,333,0,0,0,0,35.88,29.6,0,0,683.14,148.3,0,0,92,0,0.73,26.4,20.8,0,0,118.76,434.65,8.87,24.83,0,70.81,0,59.73,13.99,0,0,0,139.69,13.04,0,0,20.83,0,0,62.16,13.36,0,42.84,0,0,0,0,0,0,0,0,1.54,0,0,0,20,0,32.96,45.53,16.53,20.55,42.39,0,0

45,11:00-11:15,13.17,0,0,0,0,25.51,333,0,0,0,0,35.88,29.6,0,0,683.14,148.3,0,0,92,0,0.73,26.4,20.8,0,0,118.76,434.65,8.87,24.83,0,70.81,0,59.73,0,0,0,0,139.69,13.04,0,0,20.83,0,0,62.16,13.36,0,42.73,0,0,0,0,0,0,0,0,1.54,0,0,0,20,0,32.96,45.53,16.53,20.55,42.39,0,0

46,11:15-11:30,13.17,0,0,0,0,25.51,333,0,0,0,0,35.88,29.6,0,0,683.14,148.3,0,0,92,0,0.73,26.4,20.8,0,0,118.76,434.65,8.87,24.83,0,70.81,0,59.73,0,0,0,0,139.69,13.04,0,0,20.83,0,0,62.16,13.36,0,42.52,0,0,0,0,0,0,0,0,0.77,0,0,0,20,0,32.96,45.53,16.53,20.55,42.39,0,0

47,11:30-11:45,13.17,0,0,0,0,25.51,333,0,0,0,0,35.88,29.6,0,0,683.14,148.3,0,0,92,0,0.73,26.4,20.8,0,0,118.76,434.65,8.87,24.83,0,70.81,0,59.73,0,0,0,0,139.69,13.04,0,0,20.83,0,0,62.16,13.36,0,42.52,0,0,0,0,0,0,0,0,0.77,0,0,0,20,0,32.96,45.53,16.53,20.55,42.39,0,0

48,11:45-12:00,13.17,0,0,0,0,25.51,333,0,0,0,0,35.88,29.6,0,0,683.14,148.3,0,0,92,0,0.73,26.4,20.8,0,0,118.76,434.65,8.87,24.83,0,70.81,0,59.73,0,0,0,0,139.69,13.04,0,0,20.83,0,0,62.16,13.36,0,42.32,0,0,0,0,0,0,0,0,0.77,0,0,0,20,0,32.96,45.53,16.53,20.55,42.39,0,0

49,12:00-12:15,13.17,0,0,0,0,25.51,333,0,0,0,0,35.88,29.6,0,0,683.14,148.3,0,0,92,0,0.73,26.4,20.8,0,0,118.76,434.65,8.87,12.41,0,70.81,0,59.73,0,0,0,0,139.69,13.04,0,0,20.83,0,0,62.16,13.36,0,42.32,0,0,0,0,0,0,0,0,0.77,0,0,0,20,0,32.96,45.53,16.53,20.55,42.39,0,0

50,12:15-12:30,13.17,0,0,0,0,25.51,333,0,0,0,0,35.88,29.6,0,0,683.14,148.3,0,0,92,0,0.73,26.4,20.8,0,0,118.76,434.65,8.87,12.41,0,70.81,0,59.73,0,0,0,0,139.69,6.52,0,0,20.83,0,0,62.16,13.36,0,42,0,0,0,0,0,0,0,0,0.77,0,0,0,20,0,32.96,45.53,16.53,20.55,42.39,0,0

51,12:30-12:45,0,0,0,0,0,25.51,333,0,0,0,0,35.88,29.6,0,0,683.14,148.3,0,0,92,0,0.73,26.4,20.8,0,0,118.76,434.65,8.87,0,0,70.81,0,59.73,0,0,0,0,139.69,6.52,0,0,20.83,0,0,62.16,13.36,0,41.9,0,0,0,0,0,0,0,0,0.77,0,0,0,20,0,32.96,45.53,16.53,20.55,42.39,0,0

52,12:45-13:00,0,0,0,0,0,25.51,333,0,0,0,0,35.88,29.6,0,0,683.14,148.3,0,0,92,0,0.73,26.4,20.8,0,0,118.76,434.65,8.87,0,0,70.81,0,59.73,0,0,0,0,139.69,6.52,0,0,20.83,0,0,62.16,13.36,0,41.9,0,0,0,0,0,0,0,0,0.77,0,0,0,20,0,32.96,45.53,16.53,20.55,42.39,0,0

53,13:00-13:15,0,0,0,0,0,25.51,333,0,0,0,0,35.88,29.6,0,0,683.14,148.3,0,0,92,0,0.73,26.4,20.8,0,0,118.76,434.65,8.87,0,0,70.81,0,59.73,0,0,0,0,139.69,6.52,0,0,20.83,0,0,62.16,13.36,0,41.9,0,0,0,0,0,0,0,0,0.77,0,0,0,20,0,32.96,45.53,16.53,20.55,42.39,0,0

54,13:15-13:30,0,0,0,0,0,25.51,333,0,0,0,0,35.88,29.6,0,0,683.14,148.3,0,0,92,0,0.73,26.4,20.8,0,0,118.76,434.65,8.87,0,0,70.81,0,59.73,0,0,0,0,139.69,6.52,0,0,20.83,0,0,62.16,13.36,0,41.68,0,0,0,0,0,0,0,0,0.77,0,0,0,20,0,32.96,45.53,16.53,20.55,42.39,0,0

55,13:30-13:45,0,0,0,0,0,25.51,333,0,0,0,0,35.88,29.6,0,0,683.14,148.3,0,0,92,0,0.73,26.4,20.8,0,0,118.76,434.65,8.87,0,0,70.81,0,59.73,0,0,0,0,139.69,6.52,0,0,20.83,0,0,62.16,13.36,0,41.68,0,0,0,0,0,0,0,0,0.77,0,0,0,20,0,32.96,45.53,16.53,20.55,42.39,0,0

56,13:45-14:00,0,0,0,0,0,25.51,333,0,0,0,0,35.88,29.6,0,0,683.14,148.3,0,0,92,0,0.73,26.4,20.8,0,0,118.76,434.65,8.87,0,0,70.81,0,59.73,0,0,0,0,139.69,6.52,0,0,20.83,0,0,62.16,13.36,0,41.48,0,0,0,0,0,0,0,0,0.77,0,0,0,20,0,32.96,45.53,16.53,20.55,42.39,0,0

57,14:00-14:15,0,0,0,0,0,25.51,355.5,0,0,0,0,28.71,29.6,0,0,683.14,148.3,0,0,92,0,0.73,26.4,20.8,0,0,118.76,434.65,8.87,12.41,0,70.81,0,59.73,0,0,0,0,139.69,6.52,0,0,20.83,0,0,62.16,13.36,0,41.48,0,0,0,0,0,0,0,0,0.77,0,0,0,20,0,32.96,45.53,16.53,20.55,42.39,0,0

58,14:15-14:30,0,0,0,0,0,25.51,366.75,0,0,0,0,28.71,29.6,0,0,683.14,148.3,0,0,92,0,0.73,26.4,20.8,0,0,118.76,434.65,8.87,12.41,0,70.81,0,59.73,0,0,0,0,139.69,6.52,0,0,20.83,0,0,62.16,13.36,0,41.48,0,0,0,0,0,0,0,0,0.77,0,0,0,20,0,32.96,45.53,16.53,20.55,42.39,0,0

59,14:30-14:45,0,0,0,0,0,25.51,372.38,0,0,0,0,28.71,29.6,0,0,683.14,148.3,0,0,92,0,0.73,26.4,20.8,0,0,118.76,434.65,8.87,12.41,0,70.81,0,59.73,0,0,0,0,139.69,6.52,0,0,20.83,0,0,62.16,13.36,0,41.48,0,0,0,0,0,0,0,0,0.77,0,0,0,20,0,32.96,45.53,16.53,20.55,42.39,0,0

60,14:45-15:00,0,0,0,0,0,25.51,378,0,0,0,0,28.71,29.6,0,0,683.14,148.3,0,0,92,0,0.73,26.4,20.8,0,0,118.76,434.65,8.87,24.83,0,70.81,0,59.73,0,0,0,0,139.69,6.52,0,0,20.83,0,0,62.16,13.36,0,41.48,0,0,0,0,0,0,0,0,0.77,0,0,0,20,0,32.96,45.53,16.53,20.55,42.39,0,0

61,15:00-15:15,0,0,0,0,0,25.51,383.62,0,0,0,0,35.88,29.6,0,0,683.14,148.3,2.75,0,92,0,0.73,26.4,20.8,0,0,118.76,434.65,8.87,24.83,0,70.81,0,59.73,0,0,0,0,139.69,6.52,0,0,20.83,0,0,62.16,17.44,0,41.48,0,0,0,0,0,0,0,0,0.77,0,0,0,20,0,32.96,45.53,16.53,20.55,42.39,0,0

62,15:15-15:30,0,0,0,0,0,25.51,389.25,0,0,0,0,35.88,29.6,0,0,683.14,148.3,20.84,0,92,0,0.73,26.4,20.8,0,0,118.76,434.65,8.87,24.83,0,70.81,0,59.73,0,0,0,0,139.69,6.52,0,0,20.83,0,0,62.16,69.72,0,41.48,0,0,0,0,0,0,0,0,0.77,0,0,0,20,0,16.48,45.53,16.53,20.55,42.39,0,0

63,15:30-15:45,0,0,0,0,0,25.51,393.75,0,0,0,0,35.88,29.6,0,0,683.14,148.3,20.84,0,92,0,0.73,26.4,20.8,0,0,118.76,434.65,8.87,24.83,0,70.81,0,59.73,13.99,0,0,0,139.69,6.52,0,0,20.83,0,0,62.16,69.72,0,41.48,0,0,0,0,0,0,0,0,0.77,0,0,0,20,0,16.48,45.53,16.53,20.55,42.39,0,0

