Block,Time Block,BRBCL,CHAMERA2,DHAULIGNGA,BSIUL,DADRT2,FSTPP I & II,DULHASTI,CHAMERA1,CHAMERA3,JHAJJAR,KGSU1AND2,KGSU3AND4,KHSTPP-I,KKNPPU2,KOLDAM,KHSTPP-II,KKNP,KOTESHWR,KISHANGANGA,KUDGI,MAPS,RAMPUR,NNTPP,NAPP,NTPL,PARBATI3,NLCEXP,NLCIIST1,NJPC,NLCIIST2,NLCTS2EXP,RAPPB,RSTPSU1TO6,RIHAND3,RAPPC,RIHAND2,RIHAND1,SASAN,RSTPSU7,SALAL,SEWA2,SIMHST1,SIMHST2,SINGRAULI_HYDRO,SINGRAULI,TALST2,TANAKPUR,TALA,TANDA2,TelanganaSTPP,TEHRI,ANTA_GF,URI2,UNCHAHAR3,ANTA_CRF,ANTA_RF,UNCHAHAR2,URI,ANTA_LF,UNCHAHAR1,VALLURNTECL,UNCHAHAR4,AURY_LF,DADRI_GF,AURY_GF,DADRI_CRF,DADRI_RF,AURY_CRF,AURY_RF,DADRI_LF,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
55,13:30-13:45,19.23,42.53,38.85,12.54,581.58,10.69,34.97,40.54,30.85,110.69,0,0,30.94,0,5.15,123.71,0,18.58,2.77,0,0,3.4,0,43.37,0,16.89,0,0,160.7,0,0,0,0,122.71,58.21,117.05,42.04,394.89,0,80.47,10.57,0,0,0.39,94.9,0,11.33,8.57,2.69,0,17.04,0,26.29,18.98,0,0,29.82,31.85,0,12.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

56,13:45-14:00,19.23,42.53,38.85,12.54,581.58,10.69,34.97,40.54,30.85,110.69,0,0,30.94,0,5.15,123.71,0,18.58,2.77,0,0,3.4,0,43.37,0,16.89,0,0,160.7,0,0,0,0,122.71,58.21,117.05,42.04,394.89,0,80.47,10.57,0,0,0.39,94.9,0,11.33,8.57,2.69,0,17.04,0,26.29,18.98,0,0,29.82,31.85,0,12.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

57,14:00-14:15,19.23,42.53,38.85,12.54,581.58,10.69,34.97,40.54,30.85,110.69,0,0,30.94,0,5.15,123.71,0,18.58,2.77,0,0,3.4,0,43.37,0,16.89,0,0,160.7,0,0,0,0,122.71,58.21,117.05,42.04,394.89,0,80.47,10.57,0,0,0.39,94.9,0,11.33,9.42,2.69,0,32.43,0,26.29,18.98,0,0,29.82,28.67,0,12.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

58,14:15-14:30,19.23,42.53,38.85,12.54,648.9,10.69,34.97,40.54,30.85,110.69,0,0,30.94,0,5.15,123.71,0,18.58,2.77,0,0,3.4,0,43.37,0,16.89,0,0,160.7,0,0,0,0,122.71,58.21,117.05,42.04,394.89,0,80.47,10.57,0,0,0.39,94.9,0,11.33,9.42,2.69,0,32.43,0,26.29,26.01,0,0,39.44,28.67,0,20.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

59,14:30-14:45,19.23,42.53,38.85,12.54,648.9,10.69,34.97,40.54,30.85,140.4,0,0,30.94,0,5.15,123.71,0,18.58,2.77,0,0,3.4,0,43.37,0,16.89,0,0,160.7,0,0,0,0,122.71,58.21,117.05,42.04,394.89,0,80.47,10.57,0,0,0.39,94.9,0,11.33,9.42,2.69,0,32.43,0,26.29,26.01,0,0,42.04,28.67,0,20.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

60,14:45-15:00,19.23,42.53,38.85,12.54,648.9,10.69,34.97,40.54,30.85,140.4,0,0,30.94,0,5.15,123.71,0,18.58,2.77,0,0,3.4,0,43.37,0,16.89,0,0,160.7,0,0,0,0,122.71,58.21,117.05,42.04,394.89,0,80.47,11,0,0,0.39,94.9,0,11.33,9.42,2.69,0,32.43,0,26.29,26.01,0,0,42.04,28.67,0,20.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

61,15:00-15:15,19.23,42.53,38.85,12.54,648.9,10.69,34.97,40.54,30.85,170.92,0,0,30.94,0,5.15,123.71,0,18.58,2.77,0,0,3.4,0,43.37,0,16.89,0,0,160.7,0,0,0,0,122.71,58.21,117.05,42.04,394.89,0,80.47,11.14,0,0,0.39,94.9,0,11.33,9.27,2.69,0,32.43,0,26.29,26.01,0,0,42.04,28.67,0,20.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

62,15:15-15:30,19.23,42.53,38.85,12.54,648.9,10.69,34.97,40.54,30.85,170.92,0,0,30.94,0,5.15,123.71,0,18.58,2.77,0,0,3.4,0,43.37,0,16.89,0,0,160.7,0,0,0,0,122.71,58.21,117.05,42.04,394.89,0,80.47,11.14,0,0,0.39,94.9,0,11.33,9.27,2.69,0,32.43,0,26.29,26.01,0,0,42.04,28.67,0,20.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

63,15:30-15:45,19.23,42.53,38.85,12.54,659.79,10.69,34.97,40.54,30.85,170.92,0,0,30.94,0,5.15,123.71,0,18.58,2.77,0,0,3.4,0,43.37,0,20.27,0,0,160.7,0,0,0,0,122.71,58.21,117.05,42.04,394.89,0,75.98,11.14,0,0,0.39,94.9,0,11.33,8.8,2.69,0,32.43,0,26.29,26.01,0,0,42.04,28.67,0,20.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

64,15:45-16:00,19.23,42.53,38.85,12.54,659.79,10.69,34.97,40.54,30.85,170.92,0,0,30.94,0,5.15,123.71,0,18.58,2.77,0,0,3.4,0,43.37,0,20.27,0,0,160.7,0,0,0,0,122.71,58.21,117.05,42.04,394.89,0,75.98,16.7,0,0,0.39,94.9,0,11.33,8.8,2.69,0,33.8,0,25.58,26.01,0,0,42.04,28.67,0,20.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

65,16:00-16:15,19.23,42.53,38.85,6.27,659.79,10.69,34.97,40.54,30.85,170.92,0,0,30.94,0,5.15,123.76,0,18.58,2.77,0,0,3.4,0,43.37,0,29.74,0,0,160.7,0,0,0,0,122.71,58.21,117.05,42.04,394.89,0,75.98,16.7,0,0,0.39,94.9,0,11.33,8.37,2.69,0,51.12,0,23.45,26.01,0,0,42.04,28.67,0,20.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

66,16:15-16:30,19.23,42.53,38.85,6.27,659.79,10.69,34.97,40.54,30.85,170.92,0,0,30.94,0,5.15,123.76,0,18.58,2.77,0,0,3.4,0,43.37,0,29.74,0,0,160.7,0,0,0,0,122.71,58.21,117.05,42.04,394.89,0,75.98,16.7,0,0,0.39,94.9,0,11.33,8.37,2.69,0,68.16,0,23.45,26.01,0,0,42.04,28.67,0,20.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

67,16:30-16:45,19.23,42.53,38.85,6.27,659.79,10.69,34.97,40.54,30.85,191.12,0,0,30.94,0,5.15,123.73,0,18.58,2.77,0,0,3.4,0,43.37,0,29.74,0,0,160.7,0,0,0,0,122.71,58.21,117.05,42.04,394.89,0,75.98,16.7,0,0,0.39,94.9,0,11.33,7.75,2.69,0,68.16,0,23.45,26.01,0,0,35.36,28.67,0,17.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

68,16:45-17:00,19.23,42.53,38.85,6.27,652.92,10.69,34.97,40.54,30.85,291.14,0,0,30.94,0,5.15,123.73,0,18.58,2.77,0,0,3.4,0,43.37,0,29.74,0,0,160.7,0,0,0,0,122.71,58.21,117.05,42.04,394.89,0,75.98,16.7,0,0,0.39,94.9,0,11.33,7.75,2.69,0,68.16,0,23.45,26.01,0,0,33.13,28.67,0,17.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

69,17:00-17:15,19.23,42.53,38.85,6.27,652.92,10.69,34.97,40.54,30.85,388.96,0,0,30.94,0,5.15,123.72,0,18.58,2.77,0,0,3.4,0,43.37,0,29.74,0,0,160.7,0,0,0,0,122.71,58.21,117.05,42.04,394.89,0,75.98,16.7,0,0,0.39,94.9,0,11.33,7.64,2.69,0,68.16,0,23.45,26.01,0,0,33.13,37.16,0,17.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

70,17:15-17:30,19.23,42.53,38.85,6.27,652.92,10.69,34.97,40.54,30.85,371.91,0,0,30.94,0,5.15,123.73,0,18.58,2.77,0,0,3.4,0,43.37,0,29.74,0,0,160.7,0,0,0,0,122.71,58.21,117.05,42.04,394.89,0,75.98,16.7,0,0,0.39,94.9,0,11.33,7.3,2.69,0,68.16,0,23.45,26.01,0,0,34.39,37.16,0,17.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

71,17:30-17:45,19.23,42.53,38.85,6.27,652.92,10.69,34.97,40.54,30.85,258.72,0,0,30.94,0,5.15,123.73,0,18.58,2.77,0,0,3.4,0,43.37,0,29.74,0,0,160.7,0,0,0,0,122.71,58.21,117.05,42.04,394.89,0,75.98,16.7,0,0,0.39,94.9,0,11.33,7.18,2.69,0,68.16,0,21.31,26.01,0,0,34.39,33.98,0,17.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

72,17:45-18:00,19.23,42.53,38.85,6.27,652.92,10.69,34.97,40.54,30.85,186.31,0,0,30.94,0,5.15,123.73,0,27.87,2.77,0,0,3.4,0,43.37,0,29.74,0,0,160.7,0,0,0,0,122.71,58.21,117.05,42.04,394.89,0,75.98,16.7,0,0,0.39,94.9,0,11.33,7.13,2.69,0,68.16,0,21.31,26.01,0,0,34.39,33.98,0,17.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

73,18:00-18:15,19.23,42.53,38.85,6.27,659.44,10.69,34.97,40.54,30.85,189.21,0,0,30.94,0,5.15,123.73,0,27.87,2.77,0,0,3.4,0,43.37,0,20.27,0,0,160.7,0,0,0,0,122.71,58.21,117.05,42.04,394.89,0,75.98,16.7,0,0,0.39,94.9,0,9.37,6.95,2.69,0,68.16,0,21.31,26.01,0,0,33.76,33.98,0,17.36,0,1.56,0,0,0,0,0,0,0,0,0,0,0,0,0

74,18:15-18:30,19.23,42.53,38.85,6.27,655.41,10.69,34.97,40.54,30.85,308.29,0,0,30.94,0,5.15,123.73,0,27.87,2.77,0,0,3.4,0,43.37,0,35.14,0,0,160.7,0,0,0,0,122.71,58.21,117.05,42.04,394.89,0,75.98,16.7,0,0,0.39,94.9,0,9.37,6.73,2.69,0,68.16,0,21.31,26.01,0,0,33.76,33.98,0,17.36,0,1.56,0,0,0,0,0,0,0,0,0,0,0,0,0

75,18:30-18:45,19.23,42.53,38.85,12.54,659.46,10.69,34.97,40.54,30.85,366.5,0,0,30.94,0,5.15,123.73,0,37.16,2.77,0,0,3.4,0,43.37,0,35.14,0,0,160.7,0,0,0,0,122.71,58.21,117.05,42.04,394.89,0,75.98,16.7,0,0,0.39,94.9,0,9.37,8.09,2.69,0,68.16,0,21.31,26.01,0,0,33.76,31.85,0,17.36,0,1.56,0,0,0,0,0,0,0,0,0,0,0,0,0

76,18:45-19:00,19.23,43.9,39.83,19.44,659.46,10.69,35.39,40.54,32.45,366.5,0,0,30.94,0,5.15,123.73,0,40.88,2.77,0,0,3.48,0,43.37,0,35.14,0,0,162.2,0,0,0,0,122.71,58.21,117.05,42.04,394.89,0,75.98,16.7,0,0,0.39,94.9,0,10.22,8.09,2.69,0,68.16,0,21.31,25.44,0,0,32.56,31.85,0,16.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

77,19:00-19:15,19.23,43.9,39.83,19.44,659.46,10.69,35.39,40.54,32.45,366.4,0,0,30.94,0,5.15,123.73,0,40.88,2.77,0,0,3.48,0,43.37,0,35.14,0,0,162.2,0,0,0,0,122.71,58.21,117.05,42.04,394.89,0,75.98,16.7,0,0,0.39,94.9,0,10.22,8.35,2.69,0,68.16,0,23.45,25.44,0,0,32.56,31.85,0,16.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

78,19:15-19:30,19.23,43.9,39.83,19.44,659.46,10.69,35.39,40.54,32.45,369.3,0,0,30.94,0,5.15,123.73,0,40.88,2.77,0,0,3.48,0,43.37,0,35.14,0,0,162.2,0,0,0,0,122.71,58.21,117.05,42.04,394.89,0,75.98,16.7,0,0,0.39,94.9,0,10.22,8.48,2.69,0,68.16,0,23.45,25.44,0,0,32.56,31.85,0,16.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

79,19:30-19:45,19.23,43.9,39.83,19.44,659.46,10.69,35.39,40.54,32.45,369.3,0,0,30.94,0,5.15,123.73,0,40.88,2.77,0,0,3.48,0,43.37,0,35.14,0,0,162.2,0,0,0,0,122.71,58.21,117.05,42.04,394.89,0,75.98,16.7,0,0,0.39,94.9,0,10.22,8.76,2.69,0,68.16,0,23.45,25.44,0,0,32.56,31.85,0,16.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

80,19:45-20:00,19.23,43.9,39.83,19.44,659.46,10.69,35.39,40.54,32.45,369.3,0,0,30.94,0,5.15,123.73,0,40.88,2.77,0,0,3.48,0,43.37,0,20.27,0,0,162.2,0,0,0,0,122.71,58.21,117.05,42.04,394.89,0,75.98,16.7,0,0,0.39,94.9,0,10.22,8.73,2.69,0,68.16,0,23.45,25.44,0,0,32.56,31.85,0,16.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

81,20:00-20:15,19.23,43.9,39.83,19.44,659.46,10.69,35.39,40.54,32.45,369.3,0,0,30.94,0,5.15,123.73,0,40.88,2.77,0,0,3.48,0,43.37,0,29.74,0,0,162.2,0,0,0,0,122.71,58.21,117.05,42.04,394.89,0,75.98,16.7,0,0,0.39,94.9,0,10.22,9.21,1.48,0,68.16,0,23.45,25.44,0,0,32.56,37.16,0,16.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

82,20:15-20:30,19.23,43.9,39.83,19.44,659.46,10.69,35.39,40.54,32.45,369.3,0,0,30.94,0,5.15,123.73,0,40.88,2.77,0,0,3.48,0,43.37,0,29.74,0,0,162.2,0,0,0,0,122.71,58.21,117.05,42.04,394.89,0,75.98,16.7,0,0,0.39,94.9,0,10.22,9.42,1.48,0,68.16,0,23.45,25.44,0,0,32.56,37.16,0,16.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

83,20:30-20:45,19.23,43.9,39.83,19.44,659.46,10.69,35.39,40.54,32.45,369.3,0,0,30.94,0,5.15,123.73,0,40.88,2.77,0,0,3.48,0,43.37,0,29.74,0,0,162.2,0,0,0,0,122.71,58.21,117.05,42.04,394.89,0,75.98,16.7,0,0,0.39,94.9,0,10.22,9.14,1.48,0,68.16,0,23.45,25.44,0,0,32.56,44.59,0,16.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

84,20:45-21:00,19.23,42.53,38.85,6.27,659.46,10.69,34.97,40.54,30.85,369.3,0,0,30.94,0,5.15,123.73,0,37.16,2.77,0,0,3.4,0,43.37,0,29.74,0,0,160.7,0,0,0,0,122.71,58.21,117.05,42.04,394.89,0,75.98,16.7,0,0,0.39,94.9,0,9.37,9.25,1.48,0,68.16,0,23.45,25.44,0,0,32.56,44.59,0,16.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

85,21:00-21:15,19.23,42.53,38.85,6.27,659.46,10.69,34.97,40.54,30.85,369.3,0,0,30.94,0,5.15,123.73,0,37.16,2.77,0,0,3.4,0,43.37,0,29.74,0,0,160.7,0,0,0,0,122.71,58.21,117.05,42.04,394.89,0,75.98,16.7,0,0,0.39,94.9,0,9.37,9.33,1.48,0,68.16,0,24.86,25.44,0,0,32.56,37.16,0,16.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

86,21:15-21:30,19.23,42.53,38.85,6.27,659.46,10.69,34.97,40.54,30.85,369.3,0,0,30.94,0,5.15,123.73,0,37.16,2.77,0,0,3.4,0,43.37,0,29.74,0,0,160.7,0,0,0,0,122.71,58.21,117.05,42.04,394.89,0,75.98,16.7,0,0,0.39,94.9,0,9.37,9.44,1.48,0,68.16,0,24.86,25.44,0,0,32.56,37.16,0,16.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

87,21:30-21:45,19.23,42.53,38.85,6.27,659.46,10.69,34.97,40.54,30.85,369.3,0,0,30.94,0,5.15,123.73,0,37.16,2.77,0,0,3.4,0,43.37,0,29.74,0,0,160.7,0,0,0,0,122.71,58.21,117.05,42.04,394.89,0,75.98,16.7,0,0,0.39,94.9,0,9.37,9.62,1.48,0,68.16,0,24.86,25.44,0,0,32.56,37.16,0,16.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

88,21:45-22:00,19.23,43.9,39.83,19.44,659.46,10.69,35.39,40.54,32.45,369.3,0,0,30.94,0,5.15,123.73,0,40.88,2.77,0,0,3.48,0,43.37,0,29.74,0,0,162.2,0,0,0,0,122.71,58.21,117.05,42.04,394.89,0,75.98,16.7,0,0,0.39,94.9,0,10.22,9.67,1.48,0,68.16,0,24.86,25.44,0,0,32.56,37.16,0,16.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

89,22:00-22:15,19.23,43.9,39.83,19.44,659.46,10.69,35.39,40.54,32.45,369.3,0,0,30.94,0,5.15,123.73,0,40.88,2.77,0,0,3.48,0,43.37,0,33.79,0,0,162.2,0,0,0,0,122.71,58.21,117.05,42.04,394.89,0,75.98,16.7,0,0,0.39,94.9,0,10.22,9.78,1.48,0,68.16,0,24.86,25.44,0,0,32.56,37.16,0,16.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

90,22:15-22:30,19.23,43.9,39.83,19.44,659.46,10.69,35.39,40.54,32.45,369.3,0,0,30.94,0,5.15,123.73,0,40.88,2.77,0,0,3.48,0,43.37,0,33.79,0,0,162.2,0,0,0,0,122.71,58.21,117.05,42.04,394.89,0,75.98,16.7,0,0,0.39,94.9,0,10.22,9.84,1.48,0,68.16,0,24.86,25.44,0,0,32.56,37.16,0,16.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

91,22:30-22:45,19.23,43.9,39.83,19.44,659.46,10.69,35.39,40.54,32.45,369.3,0,0,30.94,0,5.15,123.73,0,40.88,2.77,0,0,3.48,0,43.37,0,47.31,0,0,162.2,0,0,0,0,122.71,58.21,117.05,42.04,394.89,0,75.98,16.7,0,0,0.39,94.9,0,10.22,9.84,1.48,0,68.16,0,24.86,25.44,0,0,32.56,37.16,0,16.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

92,22:45-23:00,19.23,42.53,38.85,12.54,659.46,10.69,34.97,40.54,30.85,369.3,0,0,30.94,0,5.15,123.73,0,37.16,2.77,0,0,3.4,0,43.37,0,47.31,0,0,160.7,0,0,0,0,122.71,58.21,117.05,42.04,394.89,0,75.98,16.7,0,0,0.39,94.9,0,9.37,9.95,1.48,0,68.16,0,24.86,25.44,0,0,32.56,37.16,0,16.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

93,23:00-23:15,19.23,42.53,38.85,12.54,659.46,10.69,34.97,40.54,30.85,369.3,0,0,30.94,0,5.15,123.73,0,37.16,2.77,0,0,3.4,0,43.37,0,47.31,0,0,160.7,0,0,0,0,122.71,58.21,117.05,42.04,394.89,0,75.98,16.7,0,0,0.39,94.9,0,9.37,9.95,1.48,0,68.16,0,24.86,25.53,0,0,32.56,37.16,0,17.08,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0

94,23:15-23:30,19.23,42.53,38.85,12.54,659.46,10.69,34.97,40.54,30.85,369.3,0,0,30.94,0,5.15,123.73,0,37.16,2.77,0,0,3.4,0,43.37,0,47.31,0,0,160.7,0,0,0,0,122.71,58.21,117.05,42.04,394.89,0,75.98,16.7,0,0,0.39,94.9,0,9.37,9.95,1.48,0,68.16,0,24.86,25.53,0,0,32.56,37.16,0,17.08,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0

95,23:30-23:45,19.23,42.53,38.85,12.54,659.46,10.69,34.97,40.54,30.85,369.3,0,0,30.94,0,5.15,123.73,0,37.16,2.77,0,0,3.4,0,43.37,0,36.5,0,0,160.7,0,0,0,0,122.71,58.21,117.05,42.04,394.89,0,75.98,16.7,0,0,0.39,94.9,0,9.37,9.95,1.48,0,68.16,0,24.86,25.53,0,0,32.56,37.16,0,17.08,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0

96,23:45-24:00,19.21,42.53,38.85,12.54,659.46,10.69,34.97,40.54,30.85,369.3,0,0,30.94,0,5.15,123.73,0,37.16,2.77,0,0,3.4,0,43.37,0,36.5,0,0,160.7,0,0,0,0,122.71,58.21,117.05,42.04,394.89,0,75.98,16.7,0,0,0.39,94.9,0,9.37,9.95,1.48,0,68.16,0,24.86,25.53,0,0,32.56,37.16,0,17.08,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0

