Block,Time,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/02122045/L_NR_2021_13,NR/01102023/25122043/GNA_MEJA_DELHI,WR/01102023/16072048/L_NR_2022_08,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/27052033/DIAPL(L_NR_2023_04),WR/01102023/31032046/L_NR_2020_05,L_NR_2019_19,NR/04042024/30042024/SJVN040424NR1694,NR/01102023/13082046/L_NR_2021_12,NR/01102023/02012046/L_NR_2021_17,NR/01102023/30042040/GNA_LT_35,NR/01102023/05012040/L_NR_2020_02,NR/01102023/23072042/L_NR_2012_04,NR/22102023/11042047/L_NR_2021_16,NR/01102023/14082046/L_NR_2021_16,NR/01042024/30062024/NOC/HPSLDC/NR/2024/41758,NR/01102023/06022042/L_NR_2012_02,WR/01102023/24112044/L_NR_2020_07,WR/01102023/30052048/L_NR_2022_10,SR/01102023/07102043/L_NR_2018_61,NR/01042024/30042024/PTC/OA/32001,NR/26072023/31072042/L_NR_2023_07,NR/01102023/31052040/LT-31,NR/01102023/31102037/L_NR_2019_11,NR/01102023/06022042/L_NR_2012_07,NR/01102023/08032047/L_NR_2021_14,NR/01102023/22052037/LT-59,NR/30092023/31122025/SH-07,NR/30092023/26122029/SH-06,NR/01102023/30042040/GNA_LT_36,NR/01042024/31072024/LT_MEJA_DELHI,WR/01102023/01102023/L_NR_2022_09,NR/01102023/25072045/L_NR_2021_15,NR/26072023/25122043/L_NR_2023_10,NR/22102023/11042047/L_NR_2021_17,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/19072037/LT-05,WR/01102023/01102023/L_NR_2020_06,WR/01102023/29112042/L_NR_2019_05
6,01:15-01:30,272.660000,0,0.000000,15,0,100.460000,28.930000,64,0,0,0,0,0.000000,2.040000,0.000000,0,0,7.180000,261.810000,21.33,33.67,6.41,40.980000,0,0.000000,2.460000,86.980000,0,2.320000,30.860000,24.430000,0.000000,16.080000,33.67,0,0,0,0,66.140000,21.34,0

7,01:30-01:45,272.660000,0,0.000000,11.66,0,100.460000,28.930000,50,0,0,0,0,0.000000,2.040000,0.000000,0,0,7.180000,261.810000,16.67,32.67,6.41,40.980000,0,0.000000,2.460000,86.980000,0,2.320000,25.500000,25.500000,0.000000,16.080000,32.67,0,0,0,0,66.140000,16.66,0

8,01:45-02:00,272.660000,0,0.000000,11.34,0,100.460000,28.930000,50.5,0,0,0,0,0.000000,2.040000,0.000000,0,0,7.180000,261.810000,16.83,32.33,6.41,40.980000,0,0.000000,2.460000,75.500000,0,2.320000,25.500000,25.500000,0.000000,16.080000,32.33,0,0,0,0,66.140000,16.84,0

9,02:00-02:15,272.660000,0,0.000000,11,0,100.460000,28.930000,49,0,0,0,0,0.000000,2.040000,0.000000,0,0,7.180000,261.810000,16.33,30.67,6.41,40.980000,0,0.000000,2.460000,75.500000,0,2.630000,25.500000,25.500000,0.000000,16.080000,30.67,0,0,0,0,66.140000,16.34,0

10,02:15-02:30,272.660000,0,0.000000,11,0,100.460000,27.960000,48,0,0,0,0,0.000000,2.040000,0.000000,0,0,7.180000,261.810000,16,30.33,6.41,40.980000,0,0.000000,2.460000,75.500000,0,2.630000,25.500000,25.500000,0.000000,16.080000,30.33,0,0,0,0,66.140000,16,0

11,02:30-02:45,272.660000,0,0.000000,11,0,53.040000,27.960000,46.5,0,0,0,0,0.000000,2.040000,0.000000,0,0,7.180000,261.810000,15.5,25.67,6.41,40.980000,0,0.000000,2.460000,75.500000,0,2.630000,25.500000,25.500000,0.000000,16.080000,25.67,0,0,0,0,70.300000,15.5,0

12,02:45-03:00,272.660000,0,0.000000,10.66,0,53.040000,27.960000,44.5,0,0,0,0,0.000000,2.040000,0.000000,0,0,7.180000,261.810000,14.83,25.67,6.41,40.980000,0,0.000000,2.460000,75.500000,0,2.630000,25.500000,25.500000,0.000000,16.080000,25.67,0,0,0,0,70.300000,14.84,0

13,03:00-03:15,272.660000,0,0.000000,10.66,0,53.040000,27.960000,43.5,0,0,0,0,0.000000,1.950000,0.000000,0,0,7.090000,261.810000,14.5,25.33,6.41,40.980000,0,0.000000,2.460000,75.500000,0,2.560000,25.500000,25.500000,0.000000,16.080000,25.33,0,0,0,0,70.300000,14.5,0

14,03:15-03:30,272.660000,0,0.000000,10.66,0,53.040000,27.960000,42.5,0,0,0,0,0.000000,1.950000,0.000000,0,0,7.090000,261.810000,14.17,24.67,6.41,40.980000,0,0.000000,2.460000,75.500000,0,2.560000,25.500000,25.500000,0.000000,16.080000,24.67,0,0,0,0,70.300000,14.16,0

15,03:30-03:45,272.660000,0,0.000000,8.34,0,53.040000,27.960000,36,0,0,0,0,0.000000,1.950000,0.000000,0,0,7.090000,261.810000,12,24,6.41,40.980000,0,0.000000,2.460000,75.500000,0,2.560000,25.500000,25.500000,0.000000,16.080000,24,0,0,0,0,70.300000,12,0

16,03:45-04:00,272.660000,0,0.000000,8.34,0,53.040000,27.960000,36,0,0,0,0,0.000000,1.950000,0.000000,0,0,7.090000,261.810000,12,23.67,6.41,40.980000,0,0.000000,2.460000,75.500000,0,2.560000,25.500000,25.500000,0.000000,16.080000,23.67,0,0,0,0,70.300000,12,0

17,04:00-04:15,272.660000,0,0.000000,7.34,0,53.040000,28.930000,28.5,0,0,0,0,0.000000,1.950000,0.000000,0,0,7.000000,261.810000,9.5,22.33,6.41,40.980000,0,0.000000,2.380000,75.500000,0,2.560000,25.500000,25.500000,0.000000,16.080000,22.33,0,0,0,0,70.300000,9.5,0

18,04:15-04:30,272.660000,0,0.000000,7.34,0,53.040000,28.930000,27.5,0,0,0,0,0.000000,1.950000,0.000000,0,0,7.000000,261.810000,9.17,20.67,6.41,40.980000,0,0.000000,2.380000,75.500000,0,2.560000,25.500000,25.500000,0.000000,16.080000,20.67,0,0,0,0,70.300000,9.16,0

19,04:30-04:45,272.660000,0,0.000000,7.34,0,53.040000,28.930000,27,0,0,0,0,0.000000,1.950000,0.000000,0,0,7.000000,261.810000,9,29.67,6.41,40.980000,0,0.000000,2.380000,75.500000,0,2.560000,25.500000,25.500000,0.000000,16.080000,29.67,0,0,0,0,70.300000,9,0

20,04:45-05:00,272.660000,0,0.000000,7.34,0,53.040000,28.930000,27,0,0,0,0,0.000000,1.950000,0.000000,0,0,7.000000,261.810000,9,29,6.41,40.980000,0,0.000000,2.380000,75.500000,0,2.560000,25.500000,25.500000,0.000000,16.080000,29,0,0,0,0,66.140000,9,0

21,05:00-05:15,272.660000,0,0.000000,10,0,100.460000,28.930000,31,0,0,0,0,0.000000,1.950000,0.000000,0,0,6.900000,261.810000,10.33,28.33,6.41,40.980000,0,0.000000,2.380000,75.500000,0,2.400000,24.430000,30.860000,0.000000,16.080000,28.33,0,0,0,0,66.140000,10.34,0

22,05:15-05:30,272.660000,0,0.000000,9.34,0,100.460000,28.930000,29,0,0,0,0,0.000000,1.950000,0.000000,0,0,6.900000,261.810000,9.67,27,6.41,40.980000,0,0.000000,2.380000,86.980000,0,2.400000,24.430000,30.860000,0.000000,16.080000,27,0,0,0,0,66.140000,9.66,0

23,05:30-05:45,272.660000,0,0.000000,9,0,100.460000,28.930000,27.5,0,0,0,0,0.000000,1.950000,0.000000,0,0,6.900000,261.810000,9.17,19.67,6.41,40.980000,0,0.000000,2.380000,86.980000,0,2.400000,24.430000,30.860000,0.000000,16.080000,19.67,0,0,0,0,66.140000,9.16,0

24,05:45-06:00,272.660000,0,0.000000,8.66,0,100.460000,27.960000,26,0,0,0,0,0.000000,1.950000,0.000000,0,0,6.900000,261.810000,8.67,19,6.41,40.980000,0,0.000000,2.380000,86.980000,0,2.400000,24.430000,30.860000,0.000000,16.080000,19,0,0,0,0,83.130000,8.66,0

25,06:00-06:15,272.660000,0,0.000000,8.34,2.31,100.460000,27.960000,24.5,0.866771,0,0,0,0.000000,1.950000,0.000000,0,0,6.900000,261.810000,8.17,18.33,6.41,40.980000,0,0.000000,2.380000,86.980000,0,2.400000,10.980000,30.860000,0.000000,16.080000,18.33,0,0,0,0,115.280000,8.16,0

26,06:15-06:30,272.660000,0,0.000000,7.66,6.65,100.460000,27.000000,22.5,4.402028,0,0,0,0.000000,1.950000,0.000000,0,0,6.900000,261.810000,7.5,17.33,6.41,40.980000,0,0.000000,2.380000,86.980000,0,2.400000,10.980000,30.860000,0.000000,16.080000,17.33,0,0,0,0.5,115.280000,7.5,2.72

27,06:30-06:45,272.660000,0.53,0.000000,7.34,15.18,100.460000,26.040000,22,9.466308,0,2.66,0,0.000000,1.950000,0.000000,0,0,6.900000,261.810000,7.33,17,6.41,40.980000,2,0.000000,2.380000,86.980000,1.83,2.400000,10.980000,30.860000,0.000000,16.080000,17,0.5,1,0,5,115.280000,7.34,6.72

28,06:45-07:00,272.660000,1.76,0.000000,7.34,25.68,100.460000,26.040000,21.5,15.786919,0,8.81,0,0.160000,1.950000,0.000000,0,0,6.900000,261.810000,7.17,16,6.41,40.980000,6,0.160000,2.380000,86.980000,3.3,2.400000,10.980000,30.860000,0.170000,16.080000,16,1,2,0,15,115.280000,7.16,12.48

29,07:00-07:15,272.660000,3.48,0.000000,7.34,33,100.460000,25.070000,21,23.539163,0,17.38,0,0.620000,1.850000,0.000000,2,0,6.810000,261.810000,7,15,6.41,40.980000,11,0.620000,2.300000,75.500000,5.39,2.400000,24.430000,30.860000,0.640000,16.080000,15,3.5,4,1,25,106.780000,7,20.16

30,07:15-07:30,272.660000,5.89,0.000000,7.34,29.17,100.460000,25.070000,20.5,33.424248,0,29.46,0,1.170000,1.850000,0.000000,6,0,6.810000,261.810000,6.83,14.67,6.41,40.980000,21,1.170000,2.300000,75.500000,10.41,2.400000,24.430000,30.860000,1.200000,16.080000,14.67,7,9,3,29.16,98.270000,6.84,29.17

31,07:30-07:45,272.660000,9.15,0.000000,7.34,30.67,53.040000,25.070000,20,44.818878,0,45.77,0,1.860000,1.850000,0.000000,18,0,6.810000,261.810000,6.67,14,6.41,40.980000,32,1.860000,2.300000,75.500000,16.79,2.400000,24.430000,30.860000,1.910000,16.080000,14,10,13,9,30.66,89.770000,6.66,30.67

32,07:45:08:00,272.660000,12.92,0.000000,7.34,30.67,53.040000,25.070000,20,56.554373,0,64.59,0,3.020000,1.850000,0.000000,27,0,6.810000,215.570000,6.67,14,6.41,40.980000,46,3.020000,2.300000,56.530000,24.19,2.400000,24.430000,30.860000,3.090000,16.080000,14,14,19,13,30.66,81.260000,6.66,30.67

33,08:00-08:15,272.660000,16.9,0.000000,6.66,30.67,87.750000,25.070000,20,67.695789,0,84.49,0,4.850000,1.850000,0.000000,35,0,6.810000,215.570000,6.67,13.33,6.41,40.980000,67,4.850000,2.300000,56.530000,32.21,2.400000,24.430000,30.860000,4.980000,16.080000,13.33,20.35,28,18,30.66,72.760000,6.66,30.67

34,08:15-08:30,272.660000,21.07,0.000000,6.66,30.67,87.750000,26.040000,20,77.970434,0,105.35,0,6.140000,1.850000,0.000000,43,0,6.810000,215.570000,6.67,13.33,6.41,40.980000,84,6.140000,2.300000,56.530000,40.36,2.400000,24.430000,30.860000,6.290000,16.080000,13.33,24.52,36,22,30.66,70.300000,6.66,30.67

35,08:30-08:45,272.660000,25.03,0.000000,6.66,31.67,53.040000,26.040000,30,87.797085,0,125.16,0,7.440000,1.850000,0.000000,51,0,6.810000,215.570000,10,13.33,6.41,40.980000,102,7.440000,2.300000,32.790000,48.05,2.400000,25.500000,25.500000,7.620000,16.080000,13.33,28.13,43,25,31.66,70.300000,10,31.67

36,08:45:09:00,272.660000,28.95,0.000000,6.66,31.67,53.040000,26.040000,28.5,97.253654,0,144.78,0,8.700000,1.850000,0.000000,57,0,6.810000,215.570000,9.5,13.33,6.41,40.980000,119,8.700000,2.300000,32.790000,55.38,2.400000,25.500000,25.500000,8.910000,16.080000,13.33,31.44,51,29,31.66,70.300000,9.5,31.67

37,09:00:09:15,272.660000,32.67,0.000000,6.66,31.67,100.460000,26.040000,26.5,85.849285,53.04,163.38,0,9.910000,1.850000,0.000000,67,0,6.720000,215.570000,8.83,13.33,6.41,40.980000,137,9.910000,2.300000,32.790000,62.28,2.400000,25.500000,25.500000,10.160000,16.080000,13.33,34.52,58,33,31.66,70.300000,8.84,31.67

38,09:15-09:30,272.660000,36.26,0.000000,6.66,31.67,100.460000,26.040000,25.5,92.257547,53.04,181.3,0,11.060000,1.850000,0.000000,71,0,6.720000,215.570000,8.5,13.33,6.41,40.980000,151,11.060000,2.300000,32.790000,68.72,2.400000,25.500000,25.500000,11.340000,16.080000,13.33,37.21,64,36,31.66,70.300000,8.5,31.67

39,09:30-09:45,272.660000,39.7,0.000000,6.66,31.67,100.460000,26.040000,24,97.312088,53.04,198.53,0,12.130000,1.850000,0.000000,79,0,6.720000,215.570000,8,13.33,4,40.980000,165,12.130000,2.300000,44.270000,74.7,2.400000,25.500000,25.500000,12.430000,16.080000,13.33,39.84,70,39,31.66,70.300000,8,31.67

40,09:45-10:00,272.660000,42.92,0.000000,6.66,32,100.460000,26.040000,22.5,101.402468,53.04,214.61,0,13.090000,1.850000,0.000000,85,0,6.720000,234.860000,7.5,13.33,4,40.980000,175,13.090000,2.300000,44.270000,80.01,2.400000,25.500000,25.500000,13.420000,16.080000,13.33,42.04,75,42,32,70.300000,7.5,32

41,10:00-10:15,272.660000,45.39,0.000000,6.66,32,100.460000,25.070000,22.5,104.392341,53.04,226.97,0,13.960000,1.850000,0.000000,91,0,6.720000,234.860000,7.5,16,4,40.980000,186,13.960000,2.300000,44.270000,84.62,2.320000,25.500000,25.500000,14.320000,16.080000,16,43.96,79,46,32,70.300000,7.5,32

42,10:15-10:30,272.660000,48.13,0.000000,6.66,32,100.460000,25.070000,22.5,107.849686,53.04,240.68,0,14.750000,1.850000,0.000000,94,0,6.720000,261.810000,7.5,15.67,4,40.980000,193,14.750000,2.300000,44.270000,88.8,2.320000,25.500000,25.500000,15.110000,16.080000,15.67,45.8,82,47,32,70.300000,7.5,32

43,10:30-10:45,272.660000,48.33,0.000000,6.66,32,83.890000,25.070000,22.5,131.564151,53.04,241.67,0,15.430000,1.850000,0.000000,95,0,6.720000,261.810000,7.5,13.33,4,40.980000,196,15.430000,2.300000,32.410000,91.13,2.320000,25.500000,25.500000,15.810000,16.080000,13.33,47,84,47,32,70.300000,7.5,32

44,10:45-11:00,272.660000,48.33,0.000000,6.66,32,79.070000,25.070000,22.5,135.070191,53.04,241.67,0,16.020000,1.850000,0.000000,95,0,6.720000,261.810000,7.5,13.33,4,40.980000,200,16.020000,2.300000,32.410000,91.96,2.320000,25.500000,25.500000,16.430000,16.080000,13.33,47.5,85,47,32,70.300000,7.5,32

45,11:00-11:15,272.660000,48.33,0.000000,6.66,32,53.040000,25.070000,22.5,137.797111,53.04,241.67,0,16.480000,1.900000,0.000000,95,0,6.720000,226.210000,7.5,13.33,4,40.980000,200,16.480000,2.300000,51.380000,92.08,2.480000,25.500000,25.500000,16.890000,16.080000,13.33,48,85,47,32,70.300000,7.5,32

46,11:15-11:30,272.660000,48.33,0.000000,6.66,32,53.040000,25.070000,22.5,140.114993,53.04,241.67,0,16.790000,1.900000,0.000000,95,0,6.720000,226.210000,7.5,13.33,4,40.980000,200,16.790000,2.300000,51.380000,92.04,2.480000,25.500000,25.500000,17.210000,16.080000,13.33,48,85,47,32,70.300000,7.5,32

47,11:30-11:45,272.660000,48.33,0.000000,10,32,53.040000,25.070000,22.5,141.926447,53.04,241.67,0,16.970000,1.900000,0.000000,95,0,6.720000,226.210000,7.5,13.33,4,40.980000,200,16.970000,2.300000,51.380000,92.12,2.480000,25.500000,25.500000,17.390000,16.080000,13.33,48,85,47,32,70.300000,7.5,32

48,11:45-12:00,272.660000,48.33,0.000000,9.66,32,53.040000,25.070000,21.5,143.689206,53.04,241.67,0,16.990000,1.900000,0.000000,95,0,6.720000,226.210000,7.17,13.33,4,40.980000,200,16.990000,2.300000,51.380000,92.3,2.480000,25.500000,25.500000,17.420000,16.080000,13.33,48,85,47,32,70.300000,7.16,32

49,12:00-12:15,272.660000,48.33,0.000000,9.34,32,53.040000,26.040000,30,153.798288,53.04,241.67,0,16.990000,1.900000,0.000000,95,0,6.720000,226.210000,10,13.33,4,40.980000,200,16.990000,2.380000,51.380000,92.4,2.480000,25.500000,25.500000,17.420000,16.080000,13.33,48,85,47,32,70.300000,10,32

50,12:15-12:30,272.660000,48.33,0.000000,9,32,53.040000,27.000000,29,153.554813,53.04,241.67,0,16.990000,1.900000,0.000000,95,0,6.720000,226.210000,9.67,13.33,5.41,40.980000,200,16.990000,2.380000,51.380000,92.36,2.480000,25.500000,25.500000,17.420000,16.080000,13.33,48,85,47,32,70.300000,9.66,32

51,12:30-12:45,272.660000,48.33,0.000000,9,32,53.040000,27.000000,28,152.171875,53.04,241.67,0,16.990000,1.900000,0.000000,95,0,6.720000,178.950000,9.33,20,7.21,40.980000,200,16.990000,2.380000,51.380000,92.31,2.480000,26.030000,26.030000,17.420000,16.080000,20,48,85,47,32,70.300000,9.34,32

52,12:45-13:00,272.660000,48.33,0.000000,9,32,53.040000,27.000000,27,150.428594,53.04,241.67,0,16.990000,1.900000,0.000000,95,0,6.720000,139.820000,9,19.33,7.61,40.980000,200,16.990000,2.380000,51.380000,92.25,2.480000,26.030000,26.030000,17.420000,16.080000,19.33,48,85,47,32,70.300000,9,32

53,13:00-13:15,231.430000,48.33,0.000000,9,32,53.040000,27.000000,26,148.743747,53.04,241.67,0,16.990000,2.000000,0.000000,95,0,6.720000,110.890000,8.67,19,8.01,40.980000,200,16.990000,2.460000,32.410000,92.15,2.560000,25.500000,25.500000,17.420000,16.080000,19,48,85,47,32,70.300000,8.66,32

54,13:15-13:30,192.860000,48.33,0.000000,9,32,53.040000,27.000000,25,146.893337,53.04,241.67,0,16.990000,2.000000,0.000000,95,0,6.720000,110.890000,8.33,18.67,8.81,40.980000,200,16.990000,2.460000,32.410000,92.15,2.560000,25.500000,25.500000,17.420000,16.080000,18.67,48,85,47,32,70.300000,8.34,32

55,13:30-13:45,231.430000,48.33,0.000000,7.34,32,53.040000,27.000000,24,136.511563,53.04,241.67,0,16.990000,2.000000,0.000000,95,0,6.720000,110.890000,8,18.33,12.01,40.980000,193,16.990000,2.460000,32.410000,92.05,2.560000,11.090000,11.090000,17.420000,16.080000,18.33,48,82,47,32,70.300000,8,32

56,13:45-14:00,272.660000,48.33,0.000000,7.34,32,53.040000,27.000000,23,132.216664,53.04,241.67,0,16.970000,2.000000,0.000000,95,0,6.720000,120.540000,7.67,18.33,13,40.980000,193,16.970000,2.460000,32.410000,92.1,2.560000,17.840000,17.840000,17.390000,16.080000,18.33,48,82,47,32,70.300000,7.66,32

57,14:00-14:15,272.660000,48.33,0.000000,7.34,32,53.040000,26.040000,22,127.064733,53.04,241.67,0,16.740000,2.130000,0.000000,95,0,6.810000,166.780000,7.33,18.33,18,40.980000,193,16.740000,2.460000,32.410000,91.95,2.630000,23.330000,23.330000,17.160000,16.080000,18.33,48,82,47,32,70.300000,7.34,32

58,14:15-14:30,272.660000,48.33,0.000000,7.34,32,53.040000,26.040000,22,120.812295,53.04,241.67,0,16.370000,2.130000,0.000000,95,0,6.810000,166.780000,7.33,18.33,18.4,40.980000,193,16.370000,2.460000,51.380000,91.59,2.630000,25.820000,25.820000,16.780000,16.080000,18.33,46.9,82,47,32,70.300000,7.34,32

59,14:30-14:45,272.660000,48.33,0.000000,7.34,32,53.040000,27.000000,22,113.780737,53.04,241.67,0,15.860000,2.130000,0.000000,95,0,6.810000,214.990000,7.33,26.67,18.8,40.980000,189,15.860000,2.460000,51.380000,90.9,2.630000,27.250000,27.250000,16.250000,16.080000,26.67,45,81,47,32,70.300000,7.34,32

60,14:45-15:00,272.660000,48.33,0.000000,7.34,32,53.040000,27.000000,22,106.44727,53.04,241.67,0,15.210000,2.130000,0.000000,92,0,6.810000,261.810000,7.33,26,19.2,40.980000,186,15.210000,2.460000,51.380000,89.01,2.630000,28.600000,28.600000,15.600000,16.080000,26,43.48,79,46,32,94.490000,7.34,32

61,15:00-15:15,272.660000,47.5,0.000000,7.34,32,77.140000,27.000000,22,110.459738,53.04,237.5,0,14.500000,2.130000,0.000000,85,0,7.000000,261.810000,7.33,25.33,19.6,40.980000,179,14.500000,2.530000,51.380000,85.21,2.720000,29.850000,29.850000,14.860000,16.080000,25.33,41.56,76,43,32,115.280000,7.34,32

62,15:15-15:30,272.660000,43.9,0.000000,7.34,32,86.790000,27.000000,22,102.765928,53.04,219.5,0,13.620000,2.130000,0.000000,78,0,7.000000,261.810000,7.33,24.67,20,40.980000,168,13.620000,2.530000,75.120000,80.21,2.720000,25.500000,25.500000,13.960000,16.080000,24.67,38.94,72,39,32,115.280000,7.34,32

63,15:30-15:45,272.660000,41.71,0.000000,7.34,32,86.790000,27.960000,22,94.263781,53.04,208.53,0,12.560000,2.130000,0.000000,73,0,7.000000,261.810000,7.33,34,20.6,40.980000,158,12.560000,2.530000,75.120000,74.82,2.720000,25.500000,25.500000,12.870000,16.080000,34,36.6,67,37,32,115.280000,7.34,32

64,15:45-16:00,272.660000,38.65,0.000000,7.34,32,100.460000,27.960000,22,84.904602,53.04,193.26,0,11.430000,2.130000,0.000000,67,0,7.000000,261.810000,7.33,34.33,21.21,40.980000,144,11.430000,2.530000,86.980000,69.15,2.720000,25.500000,25.500000,11.720000,16.080000,34.33,33.92,61,33,32,115.280000,7.34,32

65,16:00-16:15,272.660000,35.05,0.000000,7.34,32,100.460000,27.960000,30,74.552045,53.04,175.27,0,10.260000,2.310000,0.000000,60,0,7.180000,261.810000,10,32.33,26.01,40.980000,126,10.260000,2.600000,86.980000,63.23,2.870000,25.500000,25.500000,10.510000,16.080000,32.33,30.86,54,30,32,115.280000,10,32

66,16:15-16:30,272.660000,31.76,0.000000,7.34,32,100.460000,28.930000,30,64.08262,53.04,158.79,0,9.190000,2.310000,0.000000,53,0,7.180000,261.810000,10,33,26.01,40.980000,111,9.190000,2.600000,86.980000,57.01,2.870000,22.500000,22.500000,9.420000,16.080000,33,27.67,47,27,32,115.280000,10,32

67,16:30-16:45,272.660000,26.92,0.000000,7.34,32,100.460000,28.930000,30,45.987558,53.04,134.58,0,7.760000,2.310000,0.000000,47,0,7.180000,261.810000,10,33.67,28.01,40.980000,96,7.760000,2.600000,86.980000,50.49,2.870000,30.860000,14.130000,7.960000,16.080000,33.67,24.15,41,23,32,115.280000,10,32

68,16:45-17:00,272.660000,24.03,0.000000,7.34,32,100.460000,28.930000,30,37.59254,53.04,120.17,0,6.150000,2.310000,0.000000,40,0,7.180000,261.810000,10,34.33,27.41,40.980000,78,6.150000,2.600000,86.980000,43.21,2.870000,30.860000,0.000000,6.300000,16.080000,34.33,20.74,34,20,32,115.280000,10,32

69,17:00-17:15,272.660000,21.41,0.000000,8,33,100.460000,28.930000,25,29.723428,0,107.07,0,4.360000,2.310000,0.000000,33,0,7.370000,261.810000,8.33,32,27.01,40.980000,60,4.360000,2.680000,86.980000,35.84,1.940000,30.860000,0.000000,4.480000,16.080000,32,16.54,25,17,33,115.280000,8.34,25.01

70,17:15-17:30,272.660000,16.59,0.000000,8.66,24.75,100.460000,29.890000,26.5,21.367366,0,82.95,0,3.070000,2.310000,0.000000,27,0,7.370000,261.810000,8.83,32.33,26.41,40.980000,49,3.070000,2.680000,86.980000,29.07,1.940000,29.410000,0.000000,3.140000,16.080000,32.33,13,21,13,22,115.280000,8.84,16.83

71,17:30-17:45,272.660000,11.57,0.000000,8,14.83,100.460000,29.890000,29,14.365025,0,57.85,0,2.170000,2.310000,0.000000,20,0,7.370000,261.810000,9.67,33.67,29.44,40.980000,35,2.170000,2.680000,86.980000,22.31,2.720000,29.410000,0.000000,2.220000,16.080000,33.67,9,15,10,7,115.280000,9.66,9.41

72,17:45-18:00,272.660000,8.24,0.000000,8.66,7.82,100.460000,29.890000,34,8.86249,0,41.21,0,1.610000,2.310000,0.000000,13,0,7.370000,261.810000,11.33,34.33,29.05,40.980000,21,1.610000,2.680000,86.980000,15.78,2.720000,29.410000,0.000000,1.660000,16.080000,34.33,6,9,6,1,115.280000,11.34,3.84

