Block,Time,KISHANGANGA,KOLDAM,MAPS,NAPP,NTPL,RAMPUR,RIHAND2,UNCHAHAR2,URI2,AURY_CRF,AURY_RF,FSTPP I & II,NLCEXP,SIMHST2,SINGRAULI,TANDA2,UNCHAHAR1,VALLURNTECL,AURY_LF,BSIUL,DADRT2,JHAJJAR,KHSTPP-I,KKNP,RIHAND1,RIHAND3,RSTPSU7,SINGRAULI_HYDRO,UNCHAHAR4,ANTA_GF,ANTA_LF,DADRI_CRF,KGSU1AND2,KOTESHWR,KUDGI,DHAULIGNGA,KHSTPP-II,NLCIIST2,NLCTS2EXP,NNTPP,RAPPB,TANAKPUR,TEHRI,CHAMERA1,CHAMERA3,NLCIIST1,RAPPC,RSTPSU1TO6,SASAN,TALA,TALST2,TelanganaSTPP,UNCHAHAR3,CHAMERA2,DULHASTI,KKNPPU2,SALAL,SEWA2,SIMHST1,URI,ANTA_CRF,DADRI_LF,BRBCL,KGSU3AND4,NJPC,PARBATI3,ANTA_RF,AURY_GF,DADRI_GF,DADRI_RF
58,14:15-14:30,1.44,3.64,0,44.75,0,3.54,58.1,43.71,33.98,0,77.58,14.3,0,0,141.78,1.41,20.96,0,0,6.52,686.07,413.81,33.69,0,0,127.6,0,0,1.62,0,0,0,0,28.98,0,40.4,98.87,0,0,0,0,11.78,76.9,0,21.37,0,60.23,0,416.25,11.29,0,0,27.05,28.34,53.79,0,76.69,0,0,48.57,0,0,20.01,0,167.1,17.56,46.37,0,0,96.19

59,14:30-14:45,1.44,3.64,0,44.75,0,3.54,58.1,43.71,33.98,0,77.58,14.3,0,0,141.78,1.41,20.96,0,0,6.52,686.07,413.81,33.69,0,0,127.6,0,0,1.62,0,0,0,0,28.98,0,40.4,98.87,0,0,0,0,11.91,76.9,0,21.37,0,60.23,0,416.25,11.29,0,0,27.05,28.34,53.79,0,76.69,0,0,48.57,0,0,20.01,0,167.1,17.56,46.37,0,0,96.19

60,14:45-15:00,1.44,3.64,0,44.75,0,3.54,58.1,43.71,33.98,0,77.58,14.3,0,0,141.78,1.41,20.96,0,0,6.52,686.07,413.81,33.69,0,0,127.6,0,0,1.62,0,0,0,0,28.98,0,40.4,98.87,0,0,0,0,11.91,76.9,0,21.37,0,60.23,0,416.25,11.29,0,0,27.05,28.34,53.79,0,76.69,0,0,48.57,0,0,20.01,0,167.1,17.56,46.37,0,0,96.19

61,15:00-15:15,1.44,3.64,0,44.75,0,3.54,58.1,43.71,33.98,0,77.58,14.3,0,0,141.78,1.41,20.96,0,0,6.52,686.07,413.81,33.69,0,0,127.6,0,0,1.62,0,0,0,0,28.98,0,40.4,98.87,0,0,0,0,11.91,76.9,0,21.37,0,60.23,0,416.25,8.35,0,0,27.05,28.34,53.79,0,76.69,0,0,48.57,0,0,20.01,0,167.1,17.56,46.37,0,0,96.19

62,15:15-15:30,1.44,3.64,0,44.75,0,3.54,58.1,43.71,33.98,0,77.58,14.3,0,0,141.78,1.41,20.96,0,0,6.52,686.07,413.81,33.69,0,0,127.6,0,0,1.62,0,0,0,0,28.98,0,40.4,98.87,0,0,0,0,11.91,76.9,0,21.37,0,60.23,0,416.25,8.35,0,0,27.05,28.34,53.79,0,76.69,0,0,48.57,0,0,20.01,0,167.1,17.56,46.37,0,0,96.19

63,15:30-15:45,1.44,3.64,0,44.75,0,3.54,58.1,43.71,33.98,0,77.58,14.3,0,0,141.78,1.41,20.96,0,0,6.52,686.07,413.81,33.69,0,0,127.6,0,0,1.62,0,0,0,0,28.98,0,40.4,98.87,0,0,0,0,11.91,76.9,12.64,21.37,0,60.23,0,416.25,8.35,0,0,27.05,28.34,53.79,0,76.69,0,0,48.57,0,0,20.01,0,167.1,3.51,46.37,0,0,96.19

64,15:45-16:00,1.44,3.64,0,44.75,0,3.54,58.1,43.71,33.98,0,77.58,14.3,0,0,141.78,1.41,20.96,0,0,6.52,686.07,413.81,33.69,0,0,127.6,0,0,1.62,0,0,0,0,28.98,0,40.4,98.87,0,0,0,0,11.91,76.9,12.64,21.37,0,60.23,0,416.25,8.35,0,0,27.05,28.34,53.79,0,76.69,0,0,48.57,0,0,20.01,0,167.1,3.51,46.37,0,0,96.19

65,16:00-16:15,1.44,3.64,0,44.75,0,3.54,58.1,43.71,33.98,0,77.58,14.3,0,0,141.78,1.41,20.96,0,0,0,686.07,413.81,33.69,0,0,127.6,0,0,1.62,0,0,0,0,28.98,0,40.4,98.87,0,0,0,0,11.91,76.9,12.64,21.37,0,60.23,0,416.25,8.11,0,0,27.05,28.34,53.79,0,76.69,0,0,48.57,0,0,20.01,0,167.1,3.51,45.18,0,0,96.19

66,16:15-16:30,1.44,3.64,0,44.75,0,3.54,58.1,43.71,33.98,0,77.58,14.3,0,0,141.78,1.41,20.96,0,0,0,686.07,413.81,33.69,0,0,127.6,0,0,1.62,0,0,0,0,28.98,0,40.4,98.87,0,0,0,0,11.91,76.9,12.64,21.37,0,60.23,0,416.25,8.11,0,0,27.05,28.34,53.79,0,76.69,0,0,48.57,0,0,20.01,0,167.1,3.51,45.18,0,0,96.19

67,16:30-16:45,1.44,3.64,0,44.75,0,3.54,58.1,43.71,33.98,0,77.58,14.3,0,0,141.78,1.41,20.96,0,0,0,686.07,413.81,33.69,0,0,127.6,0,0,1.62,0,0,0,0,28.98,0,40.4,98.87,0,0,0,0,11.91,76.9,12.64,21.37,0,60.23,0,416.25,8.56,0,0,27.05,28.34,53.79,0,76.69,5.79,0,44.16,0,0,20.01,0,167.1,3.51,45.18,0,0,96.19

68,16:45-17:00,1.44,3.64,0,44.75,0,3.07,58.1,43.71,33.98,0,77.58,14.3,0,0,141.78,1.41,20.96,0,0,0,686.07,413.81,33.69,0,0,127.6,0,0,1.62,0,0,0,0,28.98,0,40.4,98.87,0,0,0,0,11.91,76.9,12.64,21.37,0,60.23,0,416.25,8.56,0,0,27.05,28.34,53.79,0,76.69,5.79,0,44.16,0,0,20.01,0,140.71,17.56,45.18,0,0,96.19

69,17:00-17:15,1.44,3.64,0,44.75,0,3.07,58.1,43.71,33.98,0,77.58,14.3,0,0,141.78,1.41,20.96,0,0,0,686.07,413.81,33.69,0,0,127.6,0,0,1.62,0,0,0,0,28.98,0,40.4,98.87,0,0,0,0,11.91,76.9,28.1,16.87,0,60.23,0,416.25,8.56,0,0,27.05,28.34,53.79,0,76.69,5.12,0,44.16,0,0,20.01,0,140.71,17.56,45.18,0,0,96.19

70,17:15-17:30,1.44,3.64,0,44.75,0,3.07,58.1,43.71,33.98,0,77.58,14.3,0,0,141.78,1.41,20.96,0,0,0,686.07,413.81,33.69,0,0,127.6,0,0,1.62,0,0,0,0,28.98,0,40.4,98.87,0,0,0,0,11.91,76.9,28.1,16.87,0,60.23,0,416.25,8.49,0,0,27.05,22.38,53.79,0,76.69,5.79,0,44.16,0,0,20.01,0,140.71,17.56,45.18,0,0,4.94

71,17:30-17:45,1.44,3.57,0,44.75,0,3.07,58.1,43.71,33.98,0,77.58,14.3,0,0,141.78,1.41,20.96,0,0,0,686.07,413.81,33.69,0,0,127.6,0,0,1.62,0,0,0,0,28.98,0,40.4,98.87,0,0,0,0,11.91,76.9,42.15,16.87,0,60.23,0,416.25,8.23,0,0,27.05,22.38,53.79,0,76.69,10.99,0,44.16,0,0,20.01,0,140.71,3.51,45.18,0,0,12.33

72,17:45-18:00,1.44,5.35,0,44.75,0,3.07,58.1,43.71,33.98,0,77.58,14.3,0,0,141.78,1.41,20.96,0,0,6.52,686.07,413.81,33.69,0,0,127.6,0,0,1.62,0,0,0,0,28.98,0,40.4,98.87,0,0,0,0,11.91,76.9,42.15,16.87,0,60.23,0,416.25,8.09,0,0,27.05,22.38,53.79,0,76.69,10.99,0,44.16,0,0,20.01,0,140.71,3.51,2.36,0,0,29.59

73,18:00-18:15,1.44,5.35,0,44.75,0,3.07,77.48,43.71,33.98,0,77.58,14.3,0,0,141.78,1.41,20.96,0,0,6.52,686.07,413.81,33.69,0,0,127.6,0,0,1.62,0,0,0,0,28.98,0,40.4,98.87,0,0,0,0,11.91,76.9,42.15,16.87,0,60.23,0,416.25,7.94,0,0,27.05,22.38,53.79,0,76.69,16.12,0,44.16,0,0,20,0,140.71,8.43,8.28,0,0,44.4

74,18:15-18:30,2.88,5.35,0,44.75,0,3.07,83.93,42.4,33.98,0,77.58,14.3,0,0,141.78,1.41,20.96,0,0,6.52,686.07,413.81,33.69,0,0,127.6,0,0,1.62,0,0,0,0,38.64,0,40.4,98.87,0,0,0,0,11.91,76.9,42.15,16.87,0,60.23,0,416.25,7.85,0,0,27.05,22.38,53.79,0,76.69,16.12,0,44.16,0,0,20,0,140.71,54.11,15.38,0,0,59.19

75,18:30-18:45,4.32,5.35,0,44.75,0,3.62,83.93,42.4,33.98,0,77.58,14.3,0,0,141.78,1.41,20.96,0,0,19.56,686.07,413.81,33.69,0,0,127.6,0,0,0,0,0,0,0,42.94,0,41.42,98.87,0,0,0,0,12.43,76.9,42.15,33.74,0,60.23,0,416.25,7.76,0,0,27.05,45.65,55.08,0,76.69,17.37,0,44.16,0,0,20,0,168.66,54.11,22.47,0,0,59.19

76,18:45-19:00,4.32,5.35,0,44.75,0,3.62,90.39,42.4,33.98,0,77.58,14.3,0,0,141.78,1.41,20.96,0,0,19.56,686.07,413.81,33.69,0,0,127.6,0,0,0,0,0,0,0,42.94,0,41.42,98.87,0,0,0,0,12.43,76.9,42.15,33.74,0,60.23,0,416.25,7.96,0,0,27.05,45.65,55.08,0,76.69,17.37,0,44.16,0,0,20,0,168.66,54.11,28.39,0,0,59.19

77,19:00-19:15,4.32,5.35,0,44.75,0,3.62,90.39,42.4,33.98,0,77.58,14.3,0,0,141.78,1.41,20.57,0,0,19.56,682.8,406.41,33.69,0,0,127.6,0,0,0,0,0,0,0,42.94,0,41.42,94.41,0,0,0,0,12.43,76.9,42.15,33.74,0,60.23,0,416.25,7.96,0,0,26.42,45.65,55.08,0,76.69,17.37,0,44.16,0,0,20,0,168.66,54.11,29.21,0,0,59.19

78,19:15-19:30,4.32,5.35,0,44.75,0,3.62,96.85,42.4,33.98,0,77.58,14.3,0,0,141.78,1.41,20.57,0,0,19.56,682.8,406.41,33.69,0,0,127.6,0,0,0,0,0,0,0,42.94,0,41.42,94.41,0,0,0,0,12.43,76.9,42.15,33.74,0,60.23,0,416.25,8.01,0,0,26.42,45.65,55.08,0,76.69,17.37,0,44.16,0,0,20,0,168.66,54.11,29.21,0,0,59.19

79,19:30-19:45,4.32,5.35,0,44.75,0,3.62,96.85,42.4,33.98,0,77.58,14.3,0,0,141.78,1.41,20.57,0,0,19.56,682.8,406.41,33.69,0,0,127.6,0,0,0,0,0,0,0,42.94,0,41.42,94.41,0,0,0,0,12.43,76.9,42.15,33.74,0,60.23,0,416.25,8.13,0,0,26.42,45.65,55.08,0,76.69,17.37,0,44.16,0,0,20,0,168.66,54.11,29.21,0,0,59.19

80,19:45-20:00,4.32,5.35,0,44.75,0,3.62,103.3,42.4,33.98,0,77.58,14.3,0,0,141.78,1.41,20.57,0,0,19.56,682.8,406.41,33.69,0,0,127.6,0,0,0,0,0,0,0,42.94,0,41.42,94.41,0,0,0,0,10.37,76.9,42.15,33.74,0,60.23,0,416.25,8.5,0,0,26.42,45.65,55.08,0,76.69,17.37,0,44.16,0,0,20,0,168.66,7.03,29.21,0,0,59.19

81,20:00-20:15,4.32,5.35,0,44.75,0,3.62,109.76,42.4,33.98,0,77.58,14.3,0,0,141.78,1.41,20.57,0,0,19.56,682.8,406.41,33.69,0,0,127.6,0,0,0,0,0,0,0,42.94,0,41.42,94.41,0,0,0,0,12.43,76.9,42.15,33.74,0,60.23,0,416.25,8.65,0,0,26.42,45.65,55.08,0,76.69,17.37,0,44.16,0,0,20,0,168.66,7.03,29.21,0,0,59.19

82,20:15-20:30,4.32,5.35,0,44.75,0,3.62,116.22,42.4,33.98,0,77.58,14.3,0,0,141.78,1.41,20.57,0,0,19.56,682.8,406.41,33.69,0,0,127.6,0,0,0,0,0,0,0,42.94,0,41.42,94.41,0,0,0,0,12.43,76.9,42.15,33.74,0,60.23,0,416.25,8.88,0,0,26.42,45.65,55.08,0,76.69,17.37,0,44.16,0,0,20,0,168.66,7.03,29.21,0,0,59.19

83,20:30-20:45,3.28,5.35,0,44.75,0,3.54,121.71,42.4,33.98,0,77.58,14.3,0,0,141.78,1.41,20.57,0,0,3.3,682.8,406.41,33.69,0,0,127.6,0,0,0,0,0,0,0,38.64,0,40.4,94.41,0,0,0,0,11.91,76.9,42.15,25.31,0,60.23,0,416.25,9.13,0,0,26.42,31.33,53.79,0,76.69,17.37,0,44.16,0,0,20,0,167.1,21.08,29.21,0,0,59.19

84,20:45-21:00,3.28,5.35,0,44.75,0,3.54,121.71,42.4,33.98,0,77.58,14.3,0,0,141.78,1.41,20.57,0,0,3.3,682.8,406.41,33.69,0,0,127.6,0,0,0,0,0,0,0,38.64,0,40.4,94.41,0,0,0,0,11.91,76.9,42.15,25.31,0,60.23,0,416.25,9.17,0,0,26.42,31.33,53.79,0,76.69,17.37,0,44.16,0,0,20,0,167.1,21.08,29.21,0,0,59.19

85,21:00-21:15,3.28,5.35,0,44.75,0,3.54,121.71,42.4,33.98,0,77.58,14.3,0,0,141.78,1.41,20.57,0,0,3.3,682.8,406.41,33.69,0,0,127.6,0,0,0,0,0,0,0,38.64,0,40.4,94.41,0,0,0,0,11.91,76.9,42.15,25.31,0,60.23,0,416.25,9.27,0,0,26.42,31.33,53.79,0,76.69,17.37,0,44.16,0,0,20,0,167.1,21.08,29.21,0,0,59.19

86,21:15-21:30,3.28,5.35,0,44.75,0,3.54,121.71,42.4,33.98,0,77.58,14.3,0,0,141.78,1.41,20.57,0,0,3.3,682.8,406.41,33.69,0,0,127.6,0,0,0,0,0,0,0,38.64,0,40.4,94.41,0,0,0,0,11.91,76.9,42.15,25.31,0,60.23,0,416.25,9.3,0,0,26.42,31.33,53.79,0,76.69,17.37,0,44.16,0,0,20,0,167.1,21.08,29.21,0,0,59.19

87,21:30-21:45,3.28,5.35,0,44.75,0,3.54,121.71,42.4,33.98,0,77.58,14.3,0,0,141.78,1.41,20.57,0,0,3.3,682.8,406.41,33.69,0,0,127.6,0,0,0,0,0,0,0,38.64,0,40.4,94.41,0,0,0,0,11.91,76.9,42.15,25.31,0,60.23,0,416.25,9.43,0,0,26.42,31.33,53.79,0,76.69,17.37,0,44.16,0,0,20,0,167.1,21.08,29.21,0,0,59.19

88,21:45-22:00,3.28,5.35,0,44.75,0,3.54,121.71,42.4,33.98,0,77.58,14.3,0,0,141.78,1.41,20.57,0,0,13.04,682.8,406.41,33.69,0,0,127.6,0,0,0,0,0,0,0,38.64,0,40.4,94.41,0,0,0,0,11.91,76.9,42.15,25.31,0,60.23,0,416.25,9.7,0,0,26.42,31.33,53.79,0,76.69,17.37,0,44.16,0,0,20,0,167.1,21.08,29.21,0,0,59.19

89,22:00-22:15,4.32,5.35,0,44.75,0,3.62,121.71,42.4,33.98,0,77.58,14.3,0,0,141.78,1.41,20.57,0,0,19.56,682.8,406.41,33.69,0,0,127.6,0,0,0,0,0,0,0,42.94,0,41.42,94.41,0,0,0,0,12.43,76.9,42.15,33.74,0,60.23,0,416.25,9.82,0,0,26.42,45.65,55.08,0,76.69,17.37,0,44.16,0,0,20,0,168.66,21.08,29.21,0,0,59.19

90,22:15-22:30,4.32,5.35,0,44.75,0,3.62,121.71,42.4,33.98,0,77.58,14.3,0,0,141.78,1.41,20.57,0,0,19.56,682.8,406.41,33.69,0,0,127.6,0,0,0,0,0,0,0,42.94,0,41.42,94.41,0,0,0,0,12.43,76.9,42.15,33.74,0,60.23,0,416.25,10.05,0,0,26.42,45.65,55.08,0,76.69,17.37,0,44.16,0,0,20,0,168.66,21.08,29.21,0,0,59.19

91,22:30-22:45,4.32,5.35,0,44.75,0,3.62,121.71,42.4,33.98,0,77.58,14.3,0,0,141.78,1.41,20.57,0,0,19.56,682.8,406.41,33.69,0,0,127.6,0,0,0,0,0,0,0,42.94,0,41.42,94.41,0,0,0,0,12.43,76.9,42.15,33.74,0,60.23,0,416.25,10.02,0,0,26.42,45.65,55.08,0,76.69,17.37,0,44.16,0,0,20,0,168.66,17.56,29.21,0,0,59.19

92,22:45-23:00,4.32,5.35,0,44.75,0,3.62,121.71,42.4,33.98,0,77.58,14.3,0,0,141.78,1.41,20.57,0,0,19.56,682.8,406.41,33.69,0,0,127.6,0,0,0,0,0,0,0,42.94,0,41.42,94.41,0,0,0,0,12.43,76.9,42.15,33.74,0,60.23,0,416.25,10.05,0,0,26.42,45.65,55.08,0,76.69,17.37,0,44.16,0,0,20,0,168.66,17.56,46.96,0,0,59.19

93,23:00-23:15,2.88,5.35,0,44.75,0,3.54,121.71,42.4,33.98,0,77.58,14.3,0,0,141.78,1.41,20.57,0,0,6.52,686.07,413.81,33.69,0,0,127.6,0,0,0,0,0,0,0,38.64,0,40.4,94.41,0,0,0,0,11.78,76.9,42.15,32.08,0,60.23,0,416.25,10.26,0,0,26.42,44.22,53.79,0,76.69,17.37,0,44.16,0,0,20,0,167.1,17.56,48.13,0,0,96.19

94,23:15-23:30,2.88,5.35,0,44.75,0,3.54,121.71,42.4,33.98,0,77.58,14.3,0,0,141.78,1.41,20.96,0,0,6.52,686.07,413.81,33.69,0,0,127.6,0,0,0,0,0,0,0,38.64,0,40.4,94.41,0,0,0,0,11.78,76.9,42.15,32.08,0,60.23,0,416.25,10.26,0,0,27.05,44.22,53.79,0,76.69,17.37,0,44.16,0,0,20,0,167.1,17.56,48.13,0,0,96.19

95,23:30-23:45,2.88,5.35,0,44.75,0,3.54,121.71,42.4,33.98,0,77.58,14.3,0,0,141.78,1.41,20.96,0,0,6.52,686.07,413.81,33.69,0,0,127.6,0,0,0,0,0,0,0,38.64,0,40.4,94.41,0,0,0,0,11.78,76.9,42.15,32.08,0,60.23,0,416.25,10.35,0,0,27.05,44.22,53.79,0,76.69,17.37,0,44.16,0,0,20,0,167.1,17.56,48.13,0,0,96.19

96,23:45-24:00,2.88,5.35,0,44.75,0,3.54,121.71,43.71,33.98,0,77.58,14.3,0,0,141.78,1.41,20.96,0,0,6.52,686.07,413.81,33.69,0,0,127.6,0,0,1.62,0,0,0,0,38.64,0,40.4,94.41,0,0,0,0,11.78,76.9,42.15,32.08,0,60.23,0,416.25,10.32,0,0,27.05,44.22,53.79,0,76.69,17.37,0,44.16,0,0,20,0,167.1,17.56,48.13,0,0,96.19

