Block,Time,CHAMERA1,NJPC,NLCEXP,PARBATI2,RAPPD,RIHAND3,SEWA2,UNCHAHAR4,ANTA_GF,DADRI_GF,CHAMERA3,DULHASTI,KHSTPP-I,KISHANGANGA,KOLDAM,NLCIIST1,NLCIIST2,RAPPB,RIHAND1,RSTPSU1TO6,SALAL,DHAULIGNGA,KGSU1AND2,MAPS,RAMPUR,SASAN,AURY_RF,DADRI_LF,CHAMERA2,FSTPP I & II,NAPP,NTPL,SIMHST2,SINGRAULI,URI,TALST2,TANDA2,TEHRI,TelanganaSTPP,ANTA_LF,ANTA_RF,DADRI_CRF,BRBCL,JHAJJAR,KKNP,KKNPPU2,KOTESHWR,KUDGI,RSTPSU7,SINGRAULI_HYDRO,UNCHAHAR2,AURY_CRF,DADRT2,KGSU3AND4,KHSTPP-II,RIHAND2,TALA,TANAKPUR,UNCHAHAR3,VALLURNTECL,ANTA_CRF,BSIUL,NLCTS2EXP,NNTPP,PARBATI3,RAPPC,SIMHST1,UNCHAHAR1,URI2,AURY_GF,AURY_LF,DADRI_RF
56,13:45-14:00,0,147.85,0,0,21.66,130.79,0,3.2,0,0,11.67,59.5,45.53,8.63,0,0,0,0,97.23,0,76.69,0,0,0,5.87,416.25,80.77,0,16.27,14.3,25.64,0,0,150.34,51.34,0,5.7,0,0,0,31.49,0,20,670.67,0,0,10.43,0,0,1.06,45,0,688.92,0,98.87,124.58,0,0.77,27.68,0,0,13.04,0,0,0,69.07,0,21.94,38.1,0,0,98.41

57,14:00-14:15,0,147.85,0,0,21.66,130.79,0,3.2,0,0,11.67,59.5,45.53,8.63,0,0,0,0,97.23,0,76.69,0,0,0,5.87,416.25,80.77,0,16.27,14.3,25.64,0,0,150.34,51.34,0,5.7,0,0,0,31.49,0,20,670.67,0,0,10.43,0,0,1.06,45,0,688.92,0,98.87,124.58,0,0.77,27.68,0,0,13.04,0,0,0,69.07,0,21.94,38.1,0,0,98.41

58,14:15-14:30,0,147.85,0,0,21.66,130.79,0,3.2,0,0,11.67,59.5,45.53,8.63,0,0,0,0,97.23,0,76.69,0,0,0,5.87,416.25,80.77,0,16.27,14.3,25.64,0,0,150.34,51.34,0,5.7,0,0,0,31.49,0,20,670.67,0,0,10.43,0,0,1.06,45,0,688.92,0,98.87,124.58,0,0.77,27.68,0,0,13.04,0,0,0,69.07,0,21.94,38.1,0,0,98.41

59,14:30-14:45,0,147.85,0,0,21.66,130.79,0,3.2,0,0,11.67,59.5,45.53,8.63,0,0,0,0,97.23,0,66.82,0,0,0,5.87,409.5,80.77,0,16.27,14.3,25.64,0,0,150.34,51.34,0,5.7,0,0,0,31.49,0,20,670.67,0,0,10.43,0,0,1.06,45,0,688.92,0,98.87,124.58,0,2.44,27.68,0,0,13.04,0,0,0,69.07,0,21.94,38.1,0,0,98.41

60,14:45-15:00,0,147.85,0,0,21.66,130.79,0,3.2,0,0,11.67,59.5,45.53,8.63,0,0,0,0,97.23,0,66.82,0,0,0,5.87,409.5,80.77,0,16.27,14.3,25.64,0,0,150.34,51.34,0,5.7,0,0,0,31.49,0,20,670.67,0,0,10.43,0,0,1.06,45,0,688.92,0,98.87,124.58,0,2.44,27.68,0,0,13.04,0,0,0,69.07,0,21.94,38.1,0,0,98.41

61,15:00-15:15,0,147.85,0,0,21.66,130.79,0,3.2,0,0,0,59.5,45.53,8.63,0,0,0,0,97.23,0,66.82,0,0,0,5.87,409.5,80.77,0,11.85,14.3,25.64,0,0,150.34,51.34,0,5.7,0,0,0,31.49,0,20,670.67,0,0,10.43,0,0,1.06,45,0,688.92,0,98.87,124.58,0,2.44,27.68,0,0,13.04,0,0,0,69.07,0,21.94,38.1,0,0,98.41

62,15:15-15:30,0,147.85,0,0,21.66,130.79,0,3.2,0,0,0,59.5,45.53,8.63,0,0,0,0,97.23,0,66.82,0,0,0,5.87,409.5,80.77,0,11.85,14.3,25.64,0,0,150.34,51.34,0,5.7,0,0,0,31.49,0,20,670.67,0,0,10.43,0,0,1.06,45,0,688.92,0,98.87,124.58,0,2.44,27.68,0,0,13.04,0,0,0,69.07,0,21.94,38.1,0,0,98.41

63,15:30-15:45,0,147.85,0,0,21.66,130.79,0,3.2,0,0,0,59.5,45.53,8.63,0,0,0,0,97.23,0,63.92,0,0,0,5.87,409.5,80.77,0,11.85,14.3,25.64,0,0,150.34,51.34,0,5.7,0,0,0,31.49,0,20,670.67,0,0,10.43,0,0,1.06,45,0,548.92,0,98.87,124.58,0,3.72,27.68,0,0,13.04,0,0,0,69.07,0,21.94,38.1,0,0,98.41

64,15:45-16:00,0,147.85,0,0,21.66,130.79,0,3.2,0,0,0,59.5,45.53,8.63,0,0,0,0,97.23,0,63.92,0,0,0,5.87,409.5,80.77,0,11.85,14.3,25.64,0,0,150.34,51.34,0,5.7,0,0,0,31.49,0,20,670.67,0,0,10.43,0,0,1.06,45,0,548.92,0,98.87,124.58,0,3.72,27.68,0,0,13.04,0,0,0,69.07,0,21.94,38.1,0,0,98.41

65,16:00-16:15,14.05,147.85,0,0,21.66,130.79,0,3.2,0,0,0,59.5,45.53,8.63,0,0,0,0,97.23,0,63.92,0,0,0,5.87,409.5,80.77,0,11.85,14.3,25.64,0,0,150.34,51.34,0,5.7,0,0,0,30.84,0,20,670.67,0,0,10.43,0,0,1.06,45,0,548.92,0,98.87,124.58,0,5.64,27.68,0,0,6.52,0,0,0,69.07,0,21.94,38.1,0,0,98.41

66,16:15-16:30,14.05,147.85,0,0,21.66,130.79,0,3.2,0,0,0,59.5,45.53,8.63,2.05,0,0,0,97.23,0,63.92,0,0,0,5.87,409.5,80.77,0,11.85,14.3,25.64,0,0,150.34,51.34,0,5.7,0,0,0,30.84,0,20,670.67,0,0,10.43,0,0,1.06,45,0,548.92,0,98.87,124.58,0,5.64,27.68,0,0,6.52,0,0,0,69.07,0,21.94,38.1,0,0,98.41

67,16:30-16:45,28.1,147.85,0,0,21.66,130.79,0,3.2,0,0,0,59.5,45.53,8.63,2.18,0,0,0,97.23,0,63.92,0,0,0,5.87,409.5,80.77,0,11.85,14.3,25.64,0,0,150.34,51.34,0,5.7,0,0,0,30.84,0,20,670.67,0,0,10.43,0,0,1.06,45,0,548.92,0,98.87,124.58,0,5.64,27.68,0,0,6.52,0,0,0,69.07,0,21.94,38.1,0,0,98.41

68,16:45-17:00,28.1,147.85,0,0,21.66,130.79,0,3.2,0,0,0,59.5,45.53,8.63,4.36,0,0,0,97.23,0,63.92,0,0,0,5.87,409.5,80.77,0,4.61,14.3,25.64,0,0,150.34,51.34,0,5.7,10.43,0,0,30.84,0,20,670.67,0,0,10.43,0,0,1.06,45,0,548.92,0,98.87,124.58,0,5.64,27.68,0,0,6.52,0,0,0,69.07,0,21.94,38.1,0,0,98.41

69,17:00-17:15,28.1,147.85,0,3.76,21.66,130.79,6.3,3.2,0,0,0,59.5,45.53,8.63,4.36,0,0,0,97.23,0,76.69,0,0,0,5.87,409.5,80.77,0,4.61,14.3,25.64,0,0,150.34,51.34,0,5.7,10.43,0,0,30.84,0,20,670.67,0,0,10.43,0,0,1.06,45,0,548.92,0,98.87,124.58,0,5.64,27.68,0,0,6.52,0,0,0,69.07,0,21.94,38.1,0,0,98.41

70,17:15-17:30,42.15,147.85,0,7.52,21.66,130.79,12.61,3.2,0,0,0,59.5,45.53,8.63,7.19,0,0,0,97.23,0,76.69,0,0,0,5.87,409.5,80.77,0,4.61,14.3,25.64,0,0,150.34,51.34,0,5.7,10.43,0,0,30.84,0,20,670.67,0,0,10.43,0,0,1.06,45,0,548.92,0,98.87,124.58,0,5.64,27.68,0,0,6.52,0,0,0,69.07,0,21.94,38.1,0,0,98.41

71,17:30-17:45,42.15,147.85,0,15.02,21.66,130.79,18.9,2.3,0,0,11.67,59.5,45.53,8.63,9.59,0,0,0,97.23,0,76.69,0,0,0,5.87,409.5,80.77,0,4.61,14.3,25.64,0,0,150.34,51.34,0,5.7,20.87,0,0,30.84,0,20,670.67,0,0,10.43,0,0,1.06,45,0,548.92,0,98.87,124.58,0,5.64,27.68,0,0,13.04,0,0,0,69.07,0,21.94,38.1,0,0,98.41

72,17:45-18:00,42.15,147.85,0,22.54,21.66,130.79,18.9,2.3,0,0,11.67,59.5,45.53,8.63,9.59,0,0,0,97.23,0,76.69,10.95,0,0,5.87,409.5,80.77,0,4.61,14.3,25.64,0,0,150.34,51.34,0,5.7,30.82,0,0,30.84,0,20,670.67,0,0,10.43,0,0,1.06,44.5,0,548.92,0,98.87,124.58,0,5.64,27.68,0,0,13.04,0,0,0,69.07,0,21.94,38.1,0,0,98.41

73,18:00-18:15,42.15,147.85,0,30.06,21.66,130.79,18.9,2.3,0,0,11.67,59.5,45.53,8.63,9.59,0,0,0,97.23,0,76.69,10.95,0,0,5.87,409.5,80.77,0,16.27,14.3,25.64,0,0,150.34,51.34,0,5.7,32.26,0,0,31.23,0,20,670.67,0,0,10.43,0,0,1.06,44.5,0,548.92,0,98.87,124.58,0,4.35,27.68,0,0,13.04,0,0,0,69.07,0,21.94,40.16,0,0,98.41

74,18:15-18:30,42.15,147.85,0,37.57,21.66,130.79,18.9,2.3,0,0,11.67,59.5,45.53,8.63,9.59,0,0,0,97.23,0,76.69,21.88,0,0,5.87,409.5,80.77,0,16.27,14.3,25.64,0,0,150.34,51.34,0,5.7,32.26,0,0,48.55,0,20,670.67,0,0,10.43,0,0,1.06,44.5,0,548.92,0,98.87,124.58,0,4.35,27.68,0,0,13.04,0,0,3.83,69.07,0,21.94,40.16,0,0,98.41

75,18:30-18:45,42.15,147.85,0,37.57,21.66,130.79,18.9,2.3,0,0,23.33,59.5,45.53,8.63,9.59,0,0,0,97.23,0,76.69,43.78,0,0,5.87,409.5,80.77,0,32.53,14.3,25.64,0,0,150.34,51.34,0,5.7,32.26,0,0,48.55,0,20,670.67,0,0,20.85,0,0,1.06,44.5,0,548.92,0,98.87,124.58,0,3.72,27.68,0,0,13.04,0,0,12.28,69.07,0,21.94,40.16,0,0,98.41

76,18:45-19:00,43.14,165.99,0,45.08,21.66,130.79,20.09,2.3,0,0,36.84,60.23,45.53,8.68,9.59,0,0,0,97.23,0,76.69,43.78,0,0,6.5,409.5,80.78,0,50.39,14.3,25.64,0,0,150.34,51.34,0,5.7,41.41,0,0,48.55,0,20,458.07,0,0,34.76,0,0,1.06,44.5,0,548.92,0,98.87,124.58,0,3.72,27.68,0,0,20.46,0,0,78.83,69.07,0,21.94,40.16,0,0,98.41

77,19:00-19:15,43.14,165.99,0,45.08,21.66,130.79,20.09,2.3,0,0,36.84,60.23,45.53,8.68,9.59,0,0,0,97.23,0,76.69,43.78,0,0,6.5,409.5,74.05,0,50.39,14.3,25.64,0,0,150.34,51.34,0,5.7,41.41,0,0,49.2,0,20,458.07,0,0,34.76,0,0,1.06,44.5,0,548.92,0,98.87,124.58,0,3.72,27.68,0,0,20.46,0,0,78.83,69.07,0,21.94,40.16,0,0,98.41

78,19:15-19:30,43.14,165.99,0,45.08,21.66,130.79,20.09,2.3,0,0,36.84,60.23,45.53,8.68,9.59,0,0,0,97.23,0,76.69,43.78,0,0,6.5,409.5,74.05,0,50.39,14.3,25.64,0,0,150.34,51.34,0,5.7,41.41,0,0,49.2,0,20,458.07,0,0,34.76,0,0,1.06,44.5,0,548.92,0,98.87,124.58,0,3.72,27.68,0,0,20.46,0,0,78.83,69.07,0,21.94,40.16,0,0,98.41

79,19:30-19:45,43.14,165.99,0,45.08,21.66,130.79,20.09,2.3,0,0,36.84,60.23,45.53,8.68,9.59,0,0,0,97.23,0,76.69,43.78,0,0,6.5,409.5,74.05,0,50.39,14.3,25.64,0,0,150.34,51.34,0,5.7,41.41,0,0,49.2,0,20,458.07,0,0,34.76,0,0,1.06,44.5,0,548.92,0,98.87,124.58,0,3.07,27.68,0,0,20.46,0,0,78.83,69.07,0,21.94,40.16,0,0,98.4

80,19:45-20:00,43.14,165.99,0,45.08,21.66,130.79,20.09,2.3,0,0,36.84,60.23,45.53,8.68,9.59,0,0,0,97.23,0,76.69,43.78,0,0,6.5,409.5,74.05,0,50.39,14.3,25.64,0,0,150.34,51.34,0,5.7,41.41,0,0,49.2,0,20,458.07,0,0,34.76,0,0,1.06,44.5,0,548.92,0,98.87,124.58,0,3.07,27.68,0,0,20.46,0,0,78.83,69.07,0,21.94,40.16,0,0,98.4

81,20:00-20:15,43.14,165.99,0,45.08,21.66,130.79,20.09,2.3,0,0,36.84,60.23,45.53,8.68,9.59,0,0,0,97.23,0,76.69,43.78,0,0,6.5,409.5,74.05,0,50.39,14.3,25.64,0,0,150.34,51.34,0,5.7,41.41,0,0,41.730000000000004,0,20,458.08,0,0,34.76,0,0,1.06,44.5,0,548.92,0,98.87,124.58,0,3.07,27.68,0,0,20.46,0,0,78.83,69.07,0,21.94,40.16,0,0,98.4

82,20:15-20:30,43.14,165.99,0,45.08,21.66,130.79,20.09,2.3,0,0,36.84,60.23,45.53,8.68,9.59,0,0,0,97.23,0,76.69,43.78,0,0,6.5,409.5,74.03999999999999,0,50.39,14.3,25.64,0,0,150.34,51.34,0,5.7,41.41,0,0,46.84,0,20,458.07,0,0,34.76,0,0,1.06,44.5,0,548.92,0,98.87,124.58,0,3.07,27.68,0,0,20.46,0,0,78.83,69.07,0,21.94,40.16,0,0,98.4

83,20:30-20:45,42.15,162.41,0,30.06,21.66,130.79,18.9,2.3,0,0,35.03,59.5,45.53,8.63,9.59,0,0,0,97.23,0,76.69,43.78,0,0,6.45,337.5,74.05,0,48.81,14.3,25.64,0,0,150.34,51.34,0,5.7,20.7,0,0,46.84,0,20,458.07,0,0,31.28,0,0,1.06,44.5,0,548.92,0,98.87,124.58,0,1.79,27.68,0,0,13.04,0,0,13.81,69.07,0,21.94,40.16,0,0,98.4

84,20:45-21:00,42.15,162.41,0,30.06,21.66,130.79,18.9,2.3,0,0,35.03,59.5,45.53,8.63,9.59,0,0,0,97.23,0,76.69,43.78,0,0,6.45,337.5,74.05,0,48.81,14.3,25.64,0,0,150.34,51.34,0,5.7,20.7,0,0,46.84,0,20,458.07,0,0,31.28,0,0,1.06,44.5,0,548.92,0,98.87,124.58,0,1.79,27.68,0,0,13.04,0,0,12.28,69.07,0,21.94,40.16,0,0,98.4

85,21:00-21:15,42.15,162.41,0,30.06,21.66,130.79,18.9,2.3,0,0,35.03,59.5,45.53,8.63,9.59,0,0,0,97.23,0,76.69,43.78,0,0,6.45,337.5,74.05,0,48.81,14.3,25.64,0,0,150.34,51.34,0,5.7,20.7,0,0,46.84,0,20,458.07,0,0,31.28,0,0,1.06,44.5,0,548.92,0,98.87,124.58,0,0.77,27.68,0,0,13.04,0,0,12.28,69.07,0,21.94,38.1,0,0,98.4

86,21:15-21:30,43.14,165.99,0,45.08,21.66,130.79,20.09,2.3,0,0,36.84,60.23,45.53,8.68,9.59,0,0,0,97.23,0,76.69,43.78,0,0,6.5,337.5,74.05,0,50.39,14.3,25.64,0,0,150.34,51.34,0,5.7,41.41,0,0,46.84,0,20,458.07,0,0,34.76,0,0,1.06,44.5,0,548.92,0,98.87,124.58,0,0.77,27.68,0,0,20.46,0,0,78.83,69.07,0,21.94,38.1,0,0,98.41

87,21:30-21:45,43.14,165.99,0,45.08,21.66,130.79,20.09,2.3,0,0,36.84,60.23,45.53,8.68,9.59,0,0,0,97.23,0,76.69,43.78,0,0,6.5,337.5,74.03999999999999,0,50.39,14.3,25.64,0,0,150.34,51.34,0,5.7,41.41,0,0,46.84,0,20,458.07,0,0,34.76,0,0,1.06,44.5,0,548.92,0,98.87,124.58,0,0.77,27.68,0,0,20.46,0,0,78.83,69.07,0,21.94,38.1,0,0,98.41

88,21:45-22:00,43.14,165.99,0,45.08,21.66,130.79,20.09,2.3,0,0,36.84,60.23,45.53,8.68,9.59,0,0,0,97.23,0,76.69,43.78,0,0,6.5,337.5,74.04,0,50.39,14.3,25.64,0,0,150.34,51.34,0,5.7,41.41,0,0,46.84,0,20,458.07,0,0,34.76,0,0,1.06,44.5,0,548.92,0,98.87,124.58,0,0.77,27.68,0,0,20.46,0,0,59.84,69.07,0,21.94,38.1,0,0,98.41

89,22:00-22:15,43.14,165.99,0,45.08,21.66,130.79,20.09,2.3,0,0,36.84,60.23,45.53,8.68,9.59,0,0,0,97.23,0,76.69,43.78,0,0,6.5,337.5,74.04,0,50.39,14.3,25.64,0,0,150.34,51.34,0,5.7,41.41,0,0,46.84,0,20,458.07,0,0,34.76,0,0,1.06,44.5,0,548.92,0,98.87,124.58,0,0.25,27.68,0,0,20.46,0,0,59.84,69.07,0,21.94,38.1,0,0,98.41

90,22:15-22:30,43.14,165.99,0,45.08,21.66,130.79,20.09,2.3,0,0,36.84,60.23,45.53,8.68,9.59,0,0,0,97.23,0,76.69,43.78,0,0,6.5,337.5,74.04,0,50.39,14.3,25.64,0,0,150.34,51.34,0,5.7,41.41,0,0,46.84,0,20,458.08,0,0,34.76,0,0,1.06,44.5,0,548.92,0,98.87,124.58,0,0.25,27.68,0,0,20.46,0,0,59.84,69.07,0,21.94,38.1,0,0,98.41

91,22:30-22:45,42.15,156.81,0,30.06,21.66,130.79,18.9,2.3,0,0,35.03,59.5,45.53,8.63,9.59,0,0,0,97.23,0,76.69,32.83,0,0,6.23,337.5,74.04,0,48.81,14.3,25.64,0,0,150.34,51.34,0,5.7,20.7,0,0,46.84,0,20,458.08,0,0,20.85,0,0,1.06,44.5,0,548.92,0,98.87,124.58,0,0.25,27.68,0,0,13.04,0,0,21.48,69.07,0,21.94,38.1,0,0,98.41

92,22:45-23:00,42.15,156.81,0,22.54,21.66,130.79,18.9,2.3,0,0,35.03,59.5,45.53,8.63,9.59,0,0,0,97.23,0,76.69,21.88,0,0,6.23,337.5,74.04,0,48.81,14.3,25.64,0,0,150.34,51.34,0,5.7,20.06,0,0,46.84,0,20,458.07,0,0,20.85,0,0,1.06,44.5,0,548.92,0,98.87,124.58,0,0.25,27.68,0,0,13.04,0,0,23.02,69.07,0,21.94,38.1,0,0,98.41

93,23:00-23:15,42.15,156.81,0,22.54,21.66,130.79,18.9,2.3,0,0,35.03,59.5,45.53,8.63,9.59,0,0,0,97.23,0,76.69,10.95,0,0,6.23,337.5,74.04,0,48.81,14.3,25.64,0,0,150.34,51.34,0,5.7,19.42,0,0,47.24,0,20,458.07,0,0,20.85,0,0,1.06,44.5,0,548.92,0,98.87,124.58,0,1.15,27.68,0,0,13.04,0,0,23.02,69.07,0,21.94,38.1,0,0,98.41

94,23:15-23:30,42.15,156.81,0,22.54,21.66,130.79,18.9,2.3,0,0,23.33,59.5,45.53,8.63,9.59,0,0,0,97.23,0,76.69,10.95,0,0,6.23,337.5,74.04,0,48.81,14.3,25.64,0,0,150.34,51.34,0,5.7,19.42,0,0,47.24,0,20,458.08,0,0,20.85,0,0,1.06,44.5,0,548.92,0,98.87,124.58,0,1.15,27.68,0,0,13.04,0,0,23.02,69.07,0,21.94,38.1,0,0,98.41

95,23:30-23:45,42.15,156.81,0,22.54,21.66,130.79,18.9,2.3,0,0,23.33,59.5,45.53,8.63,9.59,0,0,0,97.23,0,76.69,10.95,0,0,6.23,337.5,74.04,0,48.81,14.3,25.64,0,0,150.34,51.34,0,5.7,19.42,0,0,47.24,0,20,458.07,0,0,20.85,0,0,1.06,44.5,0,548.92,0,98.87,124.58,0,0.77,27.68,0,0,13.04,0,0,23.02,69.07,0,21.94,38.1,0,0,98.41

96,23:45-24:00,42.15,156.81,0,22.54,21.66,130.79,18.9,2.3,0,0,23.33,59.5,45.53,8.63,9.59,0,0,0,97.23,0,76.69,10.95,0,0,6.23,337.5,74.04,0,48.81,14.3,25.64,0,0,150.34,51.34,0,5.7,19.42,0,0,47.24,0,20,458.07,0,0,21.08,0,0,1.06,44.5,0,548.92,0,98.87,124.58,0,0.77,27.68,0,0,13.04,0,0,23.02,69.07,0,21.94,38.1,0,0,98.41

