Block,Time,CHAMERA1,CHAMERA2,KKNPPU2,NTPL,PARBATI3,RAMPUR,RAPPC,RIHAND3,SEWA2,TALA,UNCHAHAR2,URI2,DULHASTI,FSTPP I & II,NLCTS2EXP,SASAN,TALST2,ANTA_GF,NJPC,RIHAND1,SINGRAULI_HYDRO,TANDA2,TEHRI,UNCHAHAR1,UNCHAHAR3,CHAMERA3,JHAJJAR,KGSU3AND4,KHSTPP-II,RIHAND2,RSTPSU7,SIMHST1,URI,ANTA_CRF,AURY_LF,BSIUL,DADRT2,KGSU1AND2,NLCEXP,RSTPSU1TO6,SIMHST2,SINGRAULI,VALLURNTECL,ANTA_LF,DADRI_GF,DADRI_RF,BRBCL,KHSTPP-I,KISHANGANGA,KOTESHWR,MAPS,NNTPP,TANAKPUR,TelanganaSTPP,AURY_CRF,AURY_GF,DHAULIGNGA,KKNP,KOLDAM,NLCIIST1,NLCIIST2,ANTA_RF,AURY_RF,DADRI_CRF,KUDGI,NAPP,RAPPB,SALAL,UNCHAHAR4,DADRI_LF
65,16:00-16:15,0,0,0,0,0,0,54.06,124.32,0,0,42.4,4.44,0,11.7,0,365.62,0,0,0,92,0,0,62.24,20.56,26.39,0,654.31,0,98.87,118.76,0,0,1.11,0,0,0,683.14,0,0,0,0,125.97,0,0,0,44.93,20,45.22,0,8.87,0,0,1.79,0,0,0,0,0,0,0,0,28.77,70.59,0,0,41.76,0,1.4,0,23.56

66,16:15-16:30,0,0,0,0,0,0,54.06,124.32,0,0,42.4,4.44,0,11.7,0,365.62,0,0,0,92,0,0,62.24,20.56,26.39,0,654.31,0,98.87,118.76,0,0,1.11,0,0,0,683.14,0,0,0,0,125.97,0,0,0,44.93,20,45.22,0,8.87,0,0,1.79,0,0,0,0,0,0,0,0,28.77,70.59,0,0,41.76,0,1.4,0,23.56

67,16:30-16:45,0,0,0,0,0,0,54.06,124.32,0,0,42.4,4.44,16.48,11.7,0,365.62,0,0,23.39,92,0,0,62.24,20.56,26.39,0,654.31,0,98.87,118.76,0,0,1.11,0,0,0,683.14,0,0,0,0,125.97,0,0,0,44.93,20,45.22,0,8.87,0,0,1.79,0,0,0,0,0,0,0,0,28.77,70.59,0,0,41.76,0,1.4,0,23.56

68,16:45-17:00,0,3.33,0,0,0,0,54.06,124.32,0,0,42.4,4.44,16.48,11.7,0,365.62,0,0,46.78,92,0,0,62.24,20.56,26.39,0,459.81,0,98.87,118.76,0,0,1.11,0,0,0,678.92,0,0,0,0,125.97,0,0,0,44.93,20,45.22,0,8.87,0,0,1.79,0,0,0,0,0,0,0,0,28.77,70.59,0,0,41.76,0,1.4,0,23.56

69,17:00-17:15,0,13.17,0,0,0,0,54.06,124.32,5.27,0,42.4,4.44,16.48,11.7,0,365.62,0,0,61.56,92,0,0,62.24,20.56,26.39,0,459.81,0,98.87,118.76,0,0,1.11,0,0,0,678.92,0,0,0,0,125.97,0,0,0,44.93,20,45.22,0,8.87,0,0,1.79,0,0,0,8.06,0,0,0,0,28.77,70.59,0,0,41.76,0,1.4,0,23.56

70,17:15-17:30,11.85,13.17,0,0,0,0,54.06,124.32,5.27,0,42.4,4.44,16.48,11.7,0,365.62,0,0,79.08,92,0,0,62.24,20.56,26.39,0,459.81,0,98.87,118.76,0,0,1.11,0,0,1.1,678.92,0,0,0,0,125.97,0,0,0,44.93,20,45.22,0,8.87,0,0,1.79,0,0,0,16.16,0,0,0,0,29.09,70.59,0,0,41.76,0,1.4,0,23.56

71,17:30-17:45,11.85,26.34,0,0,0,0,54.06,124.32,5.27,0,42.4,4.44,32.96,11.7,0,365.62,0,0,99.43,92,0,0,62.24,20.56,26.39,9.68,459.81,0,98.87,118.76,0,0,1.11,0,0,6.52,678.92,0,0,0,0,125.97,0,0,0,44.93,20,45.22,0,26.62,0,0,1.79,0,0,0,16.41,0,0,0,0,29.09,70.59,0,0,41.76,0,1.4,0,23.56

72,17:45-18:00,28.1,26.34,0,0,0,0,54.06,124.32,5.27,0,42.4,4.44,49.43,11.7,0,365.62,0,0,140.34,92,0,0,62.24,20.56,26.39,29.06,459.81,0,98.87,118.76,0,0,1.11,0,0,13.04,678.92,0,0,0,0,125.97,0,0,0,44.93,20,45.22,0,39.83,0,0,1.79,0,0,0,36.55,0,0,0,0,29.09,70.59,0,0,41.76,0,1.4,0,23.56

73,18:00-18:15,28.1,26.34,0,0,0,0,54.06,124.32,5.27,0,42.4,4.44,49.43,11.7,0,365.62,0,0,140.34,92,0,0,62.24,20.56,26.39,29.06,459.81,0,98.87,118.76,0,0,1.11,0,0,13.04,678.92,0,0,0,0,125.97,0,0,0,44.93,20,45.22,0,39.83,0,0,1.79,0,0,0,36.55,0,0,0,0,29.09,70.59,0,0,41.76,0,1.4,0,23.56

74,18:15-18:30,28.1,26.34,0,0,0,0,54.06,124.32,5.27,0,42.4,4.44,49.43,11.7,0,365.62,0,0,140.34,92,0,0,62.24,20.56,26.39,29.06,437.61,0,98.87,118.76,0,0,4.41,0,0,13.04,678.92,0,0,0,0,125.97,0,0,0,44.93,20,45.22,0,39.83,0,0,1.79,0,0,0,36.55,0,0,0,0,29.09,70.59,0,0,41.76,0,1.4,0,23.56

75,18:30-18:45,28.1,26.34,0,0,0,0,54.06,124.32,5.27,0,42.4,4.44,49.43,11.7,0,365.62,0,0,140.34,92,0,0,62.24,20.56,26.39,29.06,459.81,0,98.87,118.76,0,0,26.49,0,0,13.04,678.92,0,0,0,0,125.97,0,0,0,44.93,20,45.22,0,39.83,0,0,1.79,0,0,0,36.55,0,0,0,0,29.71,70.59,0,0,41.76,0,1.4,0,23.56

76,18:45-19:00,28.1,26.34,0,0,0,0,54.06,124.32,5.27,0,42.4,4.44,49.43,11.7,0,365.62,0,0,140.34,92,0,0,62.24,20.56,26.39,29.06,459.81,0,98.87,118.76,0,0,26.49,0,0,13.04,678.92,0,0,0,0,125.97,0,0,0,44.93,20,45.22,0,39.83,0,0,1.79,0,0,0,36.55,0,0,0,0,29.71,70.59,0,0,41.76,0,1.4,0,23.56

77,19:00-19:15,28.1,26.34,0,0,3.82,0,54.06,124.32,5.27,0,42.4,4.44,49.43,11.7,0,365.62,0,0,116.95,92,0,0,62.24,20.56,26.39,29.06,459.81,0,98.87,118.76,0,0,26.49,0,0,13.04,678.92,0,0,0,0,125.97,0,0,0,45.49,20,45.22,0,39.83,0,0,0.51,0,0,0,24.57,0,0,0,0,29.71,70.59,0,0,41.76,0,1.4,0,23.56

78,19:15-19:30,26.95,26.34,0,0,16.55,0,54.06,124.32,5.27,0,42.4,4.44,32.96,11.7,0,365.62,0,0,93.56,92,0,0,62.24,20.56,26.39,6.36,459.81,0,98.87,118.76,0,0,6.63,0,0,6.52,678.92,0,0,0,0,125.97,0,0,0,45.49,20,45.22,0,19.72,0,0,0.51,0,0,0,16.12,0,0,0,0,29.71,70.59,0,0,41.76,0,1.4,0,23.56

79,19:30-19:45,11.85,26.34,0,0,16.55,0,54.06,124.32,5.27,0,42.4,4.44,16.48,11.7,0,365.62,0,0,70.17,92,0,0,62.24,20.56,26.39,0,459.81,0,98.87,118.76,0,0,4.41,0,0,1.1,678.92,0,0,0,0,125.97,0,0,0,45.49,20,45.22,0,8.87,0,0,0.51,0,0,0,8.06,0,0,0,0,29.71,70.59,0,0,41.76,0,1.4,0,23.56

80,19:45-20:00,11.85,13.17,0,0,16.55,0,54.06,124.32,5.27,0,42.4,4.44,16.48,11.7,0,365.62,0,0,43.56,92,0,0,62.24,20.56,26.39,0,654.31,0,98.87,118.76,0,0,4.41,0,0,0,678.92,0,0,0,0,125.97,0,0,0,45.49,20,45.22,0,8.87,0,0,0.51,0,0,0,0,0,0,0,0,29.71,70.59,0,0,41.76,0,1.4,0,23.56

81,20:00-20:15,0,0,0,0,16.55,0,54.06,124.32,0,0,42.4,4.44,16.48,11.7,0,365.62,0,0,0,92,0,0,62.24,20.56,26.39,0,654.31,0,98.87,118.76,0,0,4.41,0,0,0,683.14,0,0,0,0,125.97,0,0,0,45.49,20,45.22,0,8.87,0,0,2.56,0,0,0,0,0,0,0,0,29.71,70.59,0,0,41.76,0,1.4,0,23.56

82,20:15-20:30,0,0,0,0,16.55,0,54.06,124.32,0,0,42.4,4.44,16.48,11.7,0,365.62,0,0,0,92,0,0,62.24,20.56,26.39,0,654.31,0,98.87,118.76,0,0,11.04,0,0,0,683.14,0,0,0,0,125.97,0,0,0,45.49,20,45.22,0,8.87,0,0,2.56,0,0,0,0,0,0,0,0,29.71,70.59,0,0,41.76,0,1.4,0,23.56

83,20:30-20:45,0,0,0,0,16.55,0,54.06,124.32,0,0,42.4,4.44,16.48,11.7,0,365.62,0,0,0,92,0,0,62.24,20.56,26.39,0,654.31,0,98.87,118.76,0,0,11.04,0,0,0,683.14,0,0,0,0,125.97,0,0,0,45.49,20,45.22,0,8.87,0,0,2.56,0,0,0,0,0,0,0,0,29.71,70.59,0,0,41.76,0,1.4,0,23.56

84,20:45-21:00,0,0,0,0,3.18,0,54.06,124.32,0,0,42.4,4.44,16.48,11.7,0,365.62,0,0,0,92,0,0,62.24,20.56,26.39,0,654.31,0,98.87,118.76,0,0,11.04,0,0,0,683.14,0,0,0,0,125.97,0,0,0,45.49,20,45.22,0,8.87,0,0,2.56,0,0,0,0,0,0,0,0,29.71,70.59,0,0,41.76,0,1.4,0,23.56

85,21:00-21:15,0,0,0,0,0,0,54.06,124.32,0,0,42.4,4.44,16.48,11.7,0,365.62,0,0,0,92,0,0,62.24,20.56,26.39,0,654.31,0,98.87,118.76,0,0,11.04,0,0,0,683.14,0,0,0,0,125.97,0,0,0,45.49,20,45.22,0,8.87,0,0,2.56,0,0,0,0,0,0,0,0,29.93,70.59,0,0,41.76,0,9.29,0,24.11

86,21:15-21:30,0,0,0,0,0,0,54.06,124.32,0,0,42.4,4.44,16.48,11.7,0,365.62,0,0,0,92,0,0,62.24,20.56,26.39,0,654.31,0,98.87,118.76,0,0,11.04,0,0,0,683.14,0,0,0,0,125.97,0,0,0,45.49,20,45.22,0,8.87,0,0,2.56,0,0,0,0,0,0,0,0,29.93,70.59,0,0,41.76,0,41.83,0,24.11

87,21:30-21:45,0,0,0,0,0,0,54.06,124.32,0,0,42.4,4.44,16.48,11.7,0,365.62,0,0,0,92,0,0,46.69,20.56,26.39,0,654.31,0,98.87,118.76,0,0,11.04,0,0,0,683.14,0,0,0,0,125.97,0,0,0,45.49,20,45.22,0,8.87,0,0,2.05,0,0,0,0,0,0,0,0,29.93,70.59,0,0,41.76,0,41.83,0,24.11

88,21:45-22:00,0,0,0,0,0,0,54.06,124.32,0,0,42.4,4.44,16.48,11.7,0,365.62,0,0,0,92,0,0,46.69,20.56,26.39,0,654.31,0,98.87,118.76,0,0,11.04,0,0,0,683.14,0,0,0,0,125.97,0,0,0,45.49,20,45.22,0,8.87,0,0,2.05,0,0,0,0,0,0,0,0,29.93,70.59,0,0,41.76,0,41.83,0,24.11

89,22:00-22:15,0,0,0,0,0,0,54.06,124.32,0,0,42.4,4.44,16.48,11.7,0,365.62,0,0,0,92,0,0,46.69,20.56,26.39,0,654.31,0,98.87,118.76,0,0,11.04,0,0,0,683.14,0,0,0,0,125.97,0,0,0,45.49,20,45.22,0,8.87,0,0,1.66,0,0,0,0,0,0,0,0,29.93,70.59,0,0,41.76,0,41.83,0,24.11

90,22:15-22:30,0,0,0,0,0,0,54.06,124.32,0,0,42.4,4.44,16.48,11.7,0,365.62,0,0,0,92,0,0,46.69,20.56,26.39,0,654.31,0,98.87,118.76,0,0,11.04,0,0,0,683.14,0,0,0,0,125.97,0,0,0,45.49,20,45.22,0,8.87,0,0,1.66,0,0,0,0,0,0,0,0,29.93,70.59,0,0,41.76,0,41.83,0,24.11

91,22:30-22:45,0,0,0,0,0,0,54.06,124.32,0,0,42.4,4.44,16.48,11.7,0,365.62,0,0,0,92,0,0,31.13,20.56,26.39,0,654.31,0,98.87,118.76,0,0,11.04,0,0,0,683.14,0,0,0,0,125.97,0,0,0,45.49,20,45.22,0,8.87,0,0,1.66,0,0,0,0,0,0,0,0,29.93,70.59,0,0,41.76,0,41.83,0,24.11

92,22:45-23:00,0,0,0,0,0,0,54.06,124.32,0,0,42.4,4.44,16.48,11.7,0,365.62,0,0,0,92,0,0,31.13,20.56,26.39,0,654.31,0,98.87,118.76,0,0,11.04,0,0,0,683.14,0,0,0,0,125.97,0,0,0,45.49,20,45.22,0,8.87,0,0,1.66,0,0,0,0,0,0,0,0,30.13,70.59,0,0,41.76,0,9.29,0,24.11

93,23:00-23:15,0,0,0,0,0,0,54.06,124.32,0,0,42.4,4.44,16.48,11.7,0,365.62,0,0,0,92,0,0,31.13,20.56,26.39,0,654.31,0,98.87,118.76,0,0,6.63,0,0,0,683.14,0,0,0,0,125.97,0,0,0,45.49,20,45.22,0,8.87,0,0,1.66,0,0,0,0,0,0,0,0,30.13,70.59,0,0,41.76,0,1.4,0,24.11

94,23:15-23:30,0,0,0,0,0,0,54.06,124.32,0,0,42.4,4.44,16.48,11.7,0,365.62,0,0,0,92,0,0,31.13,20.56,26.39,0,654.31,0,98.87,118.76,0,0,6.63,0,0,0,683.14,0,0,0,0,125.97,0,0,0,45.49,20,45.22,0,8.87,0,0,1.66,0,0,0,0,0,0,0,0,30.13,70.59,0,0,41.76,0,1.4,0,24.11

95,23:30-23:45,0,0,0,0,0,0,54.06,124.32,0,0,42.4,4.44,16.48,11.7,0,365.62,0,0,0,92,0,0,10.39,20.56,26.39,0,654.31,0,98.87,118.76,0,0,6.63,0,0,0,683.14,0,0,0,0,125.97,0,0,0,45.49,20,45.22,0,8.87,0,0,1.03,0,0,0,0,0,0,0,0,30.13,70.59,0,0,41.76,0,1.4,0,24.11

96,23:45-24:00,0,0,0,0,0,0,54.06,124.32,0,0,42.4,4.44,16.48,11.7,0,365.62,0,0,0,92,0,0,0,20.56,26.39,0,654.31,0,98.87,118.76,0,0,6.63,0,0,0,683.14,0,0,0,0,125.97,0,0,0,45.49,20,45.22,0,8.87,0,0,1.03,0,0,0,0,0,0,0,0,30.13,70.59,0,0,41.76,0,1.4,0,24.11

