Block,Time,RAPPC,RIHAND3,RIHAND2,PARBATI3,RAMPUR,RIHAND1,UNCHAHAR1,UNCHAHAR4,SINGRAULI_HYDRO,TEHRI,URI2,UNCHAHAR3,SINGRAULI,TANDA2,UNCHAHAR2,SEWA2,DADRT2,NJPC,DULHASTI,KOLDAM,CHAMERA3,DHAULIGNGA,NAPP,KISHANGANGA,CHAMERA2,JHAJJAR,KOTESHWR,SALAL,RAPPB,TANAKPUR,URI,CHAMERA1,BSIUL,DADRI_GF,DADRI_RF,DADRI_LF,DADRI_CRF,AURY_GF,AURY_RF,AURY_LF,AURY_CRF,ANTA_GF,ANTA_RF,ANTA_LF,ANTA_CRF,RSTPSU1TO6,RSTPSU7,TALST2,SIMHST1,SIMHST2,KUDGI,TelanganaSTPP,VALLURNTECL,NLCIIST1,NLCIIST2,NLCEXP,NLCTS2EXP,NNTPP,KGSU1AND2,NTPL,MAPS,KGSU3AND4,KKNP,KKNPPU2,KHSTPP-II,KHSTPP-I,FSTPP I & II,TALA,BRBCL,SASAN
1,00:00-00:15,68.830275,127.380717,121.484996,0,2.1253,23.773897,22.230299,1.494586,0.779669,9.960164,35.154834,27.038981,125.060188,5.534073,21.853313,18.800617,685.515947,55.047339,59.175403,6.956102,34.831253,21.717709,50.031575,5.560434,48.499828,71.220879,9.222505,79.37622,0,12.1695,34.776,42.14808,19.5624,0,101.83845,0,0,0,80.254056,0,0,0,48.878288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.86825,46.39908,20.801072,0,20.0018,399.375

2,00:15-00:30,68.830275,127.380717,121.484996,0,2.1253,23.773897,22.230299,1.494586,0.779669,9.960164,35.154834,27.038981,126.670807,5.534073,21.853313,18.800617,685.515947,55.047339,59.175403,4.637402,34.831253,21.717709,50.031575,5.560434,48.499828,71.220879,9.222505,79.37622,0,12.1695,34.776,42.14808,19.5624,0,101.83845,0,0,0,80.254056,0,0,0,48.878288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.86825,46.39908,20.801072,0,20.0018,399.375

3,00:30-00:45,68.830275,127.380717,121.484996,0,2.1253,23.773897,22.230299,1.494586,0.779669,0,35.154834,27.038981,128.281427,5.534073,21.853313,18.800617,685.515947,55.047339,59.175403,4.637402,34.831253,21.717709,50.031575,5.560434,48.499828,71.220879,9.222505,79.37622,0,12.1695,34.776,42.14808,19.5624,0,101.83845,0,0,0,80.254056,0,0,0,48.878288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.86825,46.39908,20.801072,0,20.0018,399.375

4,00:45-01:00,68.830275,127.380717,121.484996,0,2.1253,23.773897,22.230299,1.494586,0.779669,0,35.154834,27.038981,128.281427,5.534073,21.853313,18.800617,685.515947,55.047339,59.175403,2.318701,34.831253,21.717709,50.031575,5.560434,48.499828,71.220879,9.222505,79.37622,0,2.6901,34.776,42.14808,19.5624,0,101.83845,0,0,0,80.254056,0,0,0,48.878288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.86825,46.39908,20.801072,0,20.0018,399.375

5,01:00-01:15,68.830275,127.380717,121.484996,0,2.1253,23.773897,22.230299,1.494586,0.779669,0,35.154834,27.038981,128.281427,5.534073,21.853313,18.800617,685.515947,55.047339,59.175403,0,34.831253,21.717709,50.031575,5.560434,48.499828,71.220879,9.222505,79.37622,0,2.6901,34.776,42.14808,19.5624,0,104.554142,0,0,0,80.254056,0,0,0,48.878288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.86825,46.39908,20.801072,0,20.0018,399.375

6,01:15-01:30,68.830275,127.380717,121.484996,4.272091,2.1253,23.773897,22.230299,1.494586,0.779669,0,35.154834,27.038981,128.281427,5.534073,21.853313,18.800617,685.515947,55.047339,59.175403,0,34.831253,21.717709,50.031575,5.560434,48.499828,71.220879,9.222505,79.37622,0,2.6901,34.776,42.14808,19.5624,0,104.554142,0,0,0,80.254056,0,0,0,48.878288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.86825,46.39908,20.801072,0,20.0018,399.375

7,01:30-01:45,68.830275,127.380717,121.484996,4.272091,2.1253,23.773897,22.230299,1.494586,0.779669,0,35.154834,27.038981,128.281427,5.534073,21.853313,18.800617,685.515947,55.047339,59.175403,0,34.831253,21.717709,50.031575,5.560434,48.499828,71.220879,9.222505,79.37622,0,2.6901,34.776,42.14808,19.5624,0,104.554142,0,0,0,80.254056,0,0,0,48.878288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.86825,46.39908,20.801072,0,20.0018,399.375

8,01:45-02:00,68.830275,127.380717,121.484996,4.272091,2.1253,23.773897,22.630299,1.494586,0.779669,0,35.154834,27.038981,128.281427,5.534073,21.853313,18.800617,688.715947,55.047339,59.175403,0,34.831253,21.717709,50.031575,5.560434,48.499828,71.220879,9.222505,79.37622,0,2.6901,34.776,42.14808,19.5624,0,104.554142,0,0,0,80.254056,0,0,0,48.878288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.86825,46.39908,20.801072,0,20.0018,399.375

