Block,Time,NR/26072023/25122043/L_NR_2023_10,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/24112044/L_NR_2020_07,NR/01102023/02122045/L_NR_2021_13,WR/01102023/01102023/L_NR_2022_09,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/13082046/L_NR_2021_12,SR/01032024/31032024/SWAP ARRANGEMENT LOA D.NO.366 DT.31-08-2023,SR/01102023/07102043/L_NR_2018_61,NR/01032024/31032024/SJVN010324NR1589,WR/01102023/16072048/L_NR_2022_08,WR/01102023/29112042/L_NR_2019_05,SR/01032024/15032024/SWAP ARRANGEMENT LOA.NO.365 DT.31-08-2023,WR/01102023/31032046/L_NR_2020_05,NR/01102023/02012046/L_NR_2021_17,NR/22102023/11042047/L_NR_2021_16,NR/01102023/08032047/L_NR_2021_14,WR/01102023/01102023/L_NR_2020_06,L_NR_2019_19,NR/26072023/31072042/L_NR_2023_07,WR/01032024/15032024/TPDDL/PMG/MSEDCL/Banking/12112023,SR/01032024/15032024/BYPL-APPCPL-KSEB,SR/01032024/31032024/SJVN010324NR1590,NR/01102023/25072045/L_NR_2021_15,NR/01032024/31032024/SJVN010324NR1588,WR/01102023/30052048/L_NR_2022_10,NR/01102023/14082046/L_NR_2021_16,NR/22102023/11042047/L_NR_2021_17,NR/01032024/15032024/HP-62,NR/01102023/31102037/L_NR_2019_11,NR/01102023/06022042/L_NR_2012_07,NR/01032024/01032024/DD20240301NR23091,NR/01102023/31052040/LT-31,NR/01102023/06022042/L_NR_2012_02,NR/01102023/30042040/GNA_LT_36,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/30092023/26122029/SH-06,NR/01032024/22032024/HP-56,NR/01102023/23072042/L_NR_2012_04,NR/01032024/22032024/HP-59,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/19072037/LT-05,NR/01012024/31032024/ ChanjuII,NR/01032024/31032024/NVVN/OA/16997,NR/01102023/05012040/L_NR_2020_02,NR/01102023/22052037/LT-59,NR/01102023/25122043/GNA_MEJA_DELHI,NR/30092023/31122025/SH-07,NR/01102023/30042040/GNA_LT_35
60,14:45-15:00,60,32.22,25.33,25.62,29.81,32.22,128.08,48.23,20.99,0,21,32.21,96.46,76,0,67,69.1,25.34,114.46448,140,144.690000,96.46,18.04,29,0,29.81,0,33,0.000000,1.110000,52.730000,0.000000,10.890000,125.510000,11.160000,0.000000,25.690000,0.000000,271.290000,0.000000,50.160000,59.030000,1.750000,48.230000,1.250000,0.620000,0.000000,25.690000,10.890000

61,15:00-15:15,57,32.22,29.17,26.55,45,32.22,132.75,48.23,21.01,0,21.34,32.21,96.46,87.5,0,63,56.67,29.16,104.28618,133,144.690000,96.46,18.04,25,0,45,0,32,0.000000,1.110000,52.730000,0.000000,10.890000,160.940000,11.160000,0.000000,25.690000,0.000000,271.290000,0.000000,50.160000,59.030000,1.660000,48.230000,1.300000,0.620000,0.000000,25.690000,10.890000

62,15:15-15:30,54,32.22,30.33,24.24,45,32.22,121.21,48.23,21.21,0,21,32.21,96.46,91,0,60,53.33,30.34,95.97796,126,144.690000,96.46,18.04,23,0,45,0,30,0.000000,1.110000,52.730000,0.000000,6.730000,185.200000,6.900000,0.000000,25.690000,0.000000,271.290000,0.000000,57.880000,59.030000,1.660000,48.230000,1.300000,0.620000,0.000000,25.690000,6.730000

63,15:30-15:45,40,32.22,22.67,23.95,44.33,32.22,119.73,48.23,23.01,0,14.66,32.21,96.46,68,0,48,50,22.66,86.9782,95,144.690000,96.46,18.04,22,0,44.33,0,24,0.000000,1.110000,76.480000,0.000000,6.470000,185.200000,6.640000,0.000000,25.690000,0.000000,271.290000,0.000000,57.880000,59.030000,1.660000,48.230000,1.300000,0.620000,0.000000,25.690000,6.470000

64,15:45-16:00,37,32.22,23,21.07,44,32.22,105.33,48.23,24.61,0,15.34,32.21,96.46,69,0,43,46.67,23,77.41352,88,144.690000,96.46,18.04,20,0,44,0,22,0.000000,1.110000,76.480000,0.000000,6.280000,185.200000,6.440000,0.000000,25.690000,0.000000,271.290000,0.000000,57.880000,59.030000,1.660000,48.230000,1.300000,0.620000,0.000000,25.690000,6.280000

65,16:00-16:15,30,32.22,23.83,18,33.67,32.22,90,48.23,24.41,0,16,32.21,96.46,71.5,0,33,36.67,23.84,67.43976,70,144.690000,96.46,18.04,15,0,33.67,0,17,0.000000,1.110000,76.480000,0.000000,5.900000,185.200000,6.050000,22.190000,25.690000,0.000000,271.290000,0.000000,57.880000,59.030000,1.660000,48.230000,1.300000,0.620000,0.000000,25.690000,5.900000

66,16:15-16:30,27,32.22,24.33,14.93,35.67,32.22,74.68,48.23,25.21,0,16.66,32.21,96.46,73,0,30,33.33,24.34,57.92378,63,144.690000,96.46,18.04,14,0,35.67,0,15,0.000000,1.110000,76.480000,0.000000,4.940000,185.200000,5.060000,23.150000,25.690000,0.000000,271.290000,0.000000,57.880000,59.030000,1.660000,48.230000,1.300000,0.620000,0.000000,25.690000,4.940000

67,16:30-16:45,20,33,25,11.87,37.33,33,59.34,48.23,25.61,0,18,20.87,96.46,75,0,23,26.67,25,46.57668,48,144.690000,96.46,18.04,9,0,37.33,0,12,0.000000,1.110000,76.480000,0.000000,4.010000,185.200000,4.120000,23.150000,25.690000,0.000000,271.290000,0.000000,57.880000,59.030000,1.660000,48.230000,1.300000,0.620000,0.000000,25.690000,4.010000

68,16:45-17:00,16,33,25,8.8,35.67,33,44.01,48.23,25.81,0,18.66,10.97,96.46,75,0,20,23.33,25,37.00226,39,144.690000,96.46,18.04,8,0,35.67,0,10,0.000000,1.110000,76.480000,0.000000,3.600000,185.200000,3.690000,23.150000,17.070000,0.000000,271.290000,0.000000,77.170000,59.030000,1.660000,48.230000,1.300000,0.620000,0.000000,17.070000,3.600000

69,17:00-17:15,13,19,24.33,7.25,35.67,33,36.23,48.23,19.13,0,19.34,4.08,96.46,73,0,17,18.33,24.34,26.87266,32,144.690000,96.46,0,7,0,35.67,0,8,0.000000,1.150000,87.010000,0.000000,2.590000,185.200000,2.650000,24.120000,22.500000,0.000000,271.290000,0.000000,99.950000,57.860000,1.750000,48.230000,1.300000,0.620000,0.000000,22.500000,2.590000

70,17:15-17:30,10,7,23.83,5.69,35,19.27,28.46,48.23,18.93,0,18.34,0.58,96.46,71.5,0,15,13.33,23.84,17.76576,25,144.690000,96.46,0,5,0,35,0,7,0.000000,1.150000,87.010000,0.000000,1.800000,185.200000,1.840000,24.120000,22.500000,0.000000,271.290000,0.000000,99.950000,57.860000,1.750000,48.230000,1.300000,0.620000,0.000000,22.500000,1.800000

71,17:30-17:45,9,1,23.5,4.14,42.67,9.01,20.68,48.23,18.72,0,17.34,0,96.46,70.5,0,10,11.74,23.5,10.5679,21,144.690000,96.46,0,4,0,42.67,0,5,0.000000,1.150000,87.010000,0.000000,1.150000,185.200000,1.170000,25.080000,22.500000,0.000000,271.290000,0.000000,99.950000,57.860000,1.750000,48.230000,1.300000,0.620000,0.000000,22.500000,1.150000

72,17:45-18:00,6,0,23.17,2.58,41.33,2.22,12.91,48.23,18.4,0,15.66,0,96.46,69.5,0,5,8.35,23.16,5.9901,14,144.690000,96.46,0,3,0,41.33,0,2,0.000000,1.150000,87.010000,0.000000,0.650000,185.200000,0.660000,25.080000,22.500000,0.000000,271.290000,0.000000,99.950000,57.860000,1.750000,48.230000,1.300000,0.620000,0.000000,22.500000,0.650000

73,18:00-18:15,3,0,24.67,1.96,51,0,9.8,96.46,16.2,0,20.27,0,96.46,74,0,1,3.13,24.66,2.435,7,144.690000,96.46,0,1,0,51,0,0,0.000000,1.150000,87.010000,96.460000,0.290000,185.200000,0.300000,25.080000,22.500000,0.000000,271.290000,0.000000,99.950000,57.860000,1.660000,48.230000,1.300000,0.620000,0.000000,22.500000,0.290000

74,18:15-18:30,1,0,24.17,1.34,49.67,0,6.69,96.46,16,0,19.16,0,96.46,72.5,0,0,0,24.16,0.30194,1,144.690000,96.46,0,1,0,49.67,0,0,0.000000,1.150000,87.010000,96.460000,0.000000,185.200000,0.000000,26.040000,22.500000,0.000000,271.290000,0.000000,99.950000,57.860000,1.660000,48.230000,1.300000,0.620000,0.000000,22.500000,0.000000

75,18:30-18:45,0,0,23.67,0.72,48.33,0,3.58,96.46,13,0,18.05,0,96.46,71,0,0,0,23.66,0,1,144.690000,96.46,0,0,0,48.33,0,0,0.000000,1.150000,87.010000,192.920000,0.000000,185.200000,0.000000,26.040000,13.400000,0.000000,271.290000,0.000000,99.950000,57.860000,1.660000,48.230000,1.300000,0.620000,0.000000,13.400000,0.000000

76,18:45-19:00,0,0,23.17,0.09,47,0,0.48,96.46,12.6,0,16.7,0,96.46,69.5,0,0,0,23.16,0,0,144.690000,96.46,0,0,0,47,0,0,0.000000,1.150000,87.010000,192.920000,0.000000,185.200000,0.000000,26.040000,8.580000,0.000000,271.290000,0.000000,99.950000,57.860000,1.660000,48.230000,1.300000,0.620000,0.000000,8.580000,0.000000

77,19:00-19:15,0,0,22.67,0.05,38.67,0,0.27,96.46,12.6,0,15.27,0,96.46,68,0,0,0,22.66,0,0,144.690000,96.46,0,0,0,38.67,0,0,0.000000,1.110000,87.010000,192.920000,0.000000,185.200000,0.000000,26.040000,23.470000,0.000000,271.290000,0.000000,99.950000,57.860000,1.660000,48.230000,1.250000,0.620000,0.000000,23.470000,0.000000

78,19:15-19:30,0,0,22,0.02,37,0,0.12,96.46,12.6,0,13.9,0,96.46,66,0,0,0,22,0,0,144.690000,96.46,0,0,0,37,0,0,0.000000,1.110000,87.010000,192.920000,0.000000,185.200000,0.000000,26.040000,23.470000,0.000000,271.290000,0.000000,99.950000,57.860000,1.660000,48.230000,1.250000,0.620000,0.000000,23.470000,0.000000

79,19:30-19:45,0,0,17.67,0.01,26,0,0.03,96.46,12.41,0,13.34,0,96.46,53,0,0,0,17.66,0,0,144.690000,96.46,0,0,0,26,0,0,0.000000,1.110000,87.010000,192.920000,0.000000,185.200000,0.000000,25.080000,23.470000,0.000000,271.290000,0.000000,99.950000,57.860000,1.660000,48.230000,1.250000,0.850000,0.000000,23.470000,0.000000

80,19:45-20:00,0,0,17.33,0,26,0,0,96.46,12.21,0,12.66,0,96.46,52,0,0,0,17.34,0,0,144.690000,96.46,0,0,0,26,0,0,0.000000,1.110000,87.010000,192.920000,0.000000,185.200000,0.000000,25.080000,23.470000,0.000000,271.290000,0.000000,99.950000,57.860000,1.660000,48.230000,1.250000,0.850000,0.000000,23.470000,0.000000

81,20:00-20:15,0,0,10.83,0,19.67,0,0,96.46,13.6,0,7,0,96.46,32.5,0,0,0,10.84,0,0,144.690000,96.46,0,0,0,19.67,0,0,0.000000,1.110000,87.010000,192.920000,0.000000,185.200000,0.000000,25.080000,25.690000,0.000000,271.290000,0.000000,99.950000,57.860000,1.750000,48.230000,1.250000,0.850000,0.000000,25.690000,0.000000

82,20:15-20:30,0,0,10.5,0,18.67,0,0,96.46,13.6,0,7,0,96.46,31.5,0,0,0,10.5,0,0,144.690000,96.46,0,0,0,18.67,0,0,0.000000,1.110000,87.010000,192.920000,0.000000,185.200000,0.000000,25.080000,25.690000,0.000000,271.290000,0.000000,99.950000,57.860000,1.750000,48.230000,1.250000,0.850000,0.000000,25.690000,0.000000

83,20:30-20:45,0,0,10.17,0,17.67,0,0,96.46,13.8,0,7,0,96.46,30.5,0,0,0,10.16,0,0,144.690000,96.46,0,0,0,17.67,0,0,0.000000,1.110000,87.010000,192.920000,0.000000,185.200000,0.000000,25.080000,25.690000,0.000000,271.290000,0.000000,99.950000,57.860000,1.750000,48.230000,1.250000,0.850000,0.000000,25.690000,0.000000

84,20:45-21:00,0,0,9.83,0,17,0,0,96.46,13.4,0,7,0,96.46,29.5,0,0,0,9.84,0,0,144.690000,96.46,0,0,0,17,0,0,0.000000,1.110000,87.010000,192.920000,0.000000,185.200000,0.000000,25.080000,25.690000,0.000000,271.290000,0.000000,99.950000,57.860000,1.750000,48.230000,1.250000,0.850000,0.000000,25.690000,0.000000

85,21:00-21:15,0,0,9.33,0,26.33,0,0,96.46,13.4,0,7,0,96.46,28,0,0,0,9.34,0,0,144.690000,96.46,0,0,0,26.33,0,0,0.000000,1.070000,87.010000,192.920000,0.000000,185.200000,0.000000,25.080000,25.690000,0.000000,271.290000,0.000000,99.950000,57.860000,1.660000,48.230000,1.250000,0.770000,0.000000,25.690000,0.000000

86,21:15-21:30,0,0,8.83,0,25.33,0,0,96.46,13.8,0,7,0,96.46,26.5,0,0,0,8.84,0,0,144.690000,96.46,0,0,0,25.33,0,0,0.000000,1.070000,87.010000,192.920000,0.000000,185.200000,0.000000,25.080000,25.690000,0.000000,271.290000,0.000000,99.950000,57.860000,1.660000,48.230000,1.250000,0.770000,0.000000,25.690000,0.000000

87,21:30-21:45,0,0,8.5,0,24.33,0,0,96.46,16.4,0,9.34,0,96.46,25.5,0,0,0,8.5,0,0,144.690000,96.46,0,0,0,24.33,0,0,0.000000,1.070000,76.480000,96.460000,0.000000,185.200000,0.000000,25.080000,25.690000,0.000000,271.290000,0.000000,86.810000,57.860000,1.660000,48.230000,1.250000,0.770000,0.000000,25.690000,0.000000

88,21:45-22:00,0,0,8.17,0,22.67,0,0,96.46,16.4,0,9,0,96.46,24.5,0,0,0,8.16,0,0,144.690000,96.46,0,0,0,22.67,0,0,0.000000,1.070000,76.480000,96.460000,0.000000,185.200000,0.000000,25.080000,25.690000,0.000000,271.290000,0.000000,60.770000,57.860000,1.660000,48.230000,1.250000,0.770000,0.000000,25.690000,0.000000

89,22:00-22:15,0,0,10.83,0,20.67,0,0,96.46,16.2,0,8.66,0,96.46,32.5,0,0,0,10.84,0,0,144.690000,96.46,0,0,0,20.67,0,0,98.400000,1.070000,76.480000,96.460000,0.000000,185.200000,0.000000,25.080000,25.690000,76.680000,271.290000,32.830000,86.810000,57.860000,1.750000,48.230000,1.250000,0.770000,0.000000,25.690000,0.000000

90,22:15-22:30,0,0,10.5,0,19.33,0,0,96.46,16,0,8,0,96.46,31.5,0,0,0,10.5,0,0,144.690000,96.46,0,0,0,19.33,0,0,98.400000,1.070000,76.480000,96.460000,0.000000,185.200000,0.000000,25.080000,25.690000,76.680000,271.290000,32.830000,86.810000,35.170000,1.750000,48.230000,1.250000,0.770000,0.000000,25.690000,0.000000

91,22:30-22:45,0,0,7.33,0,15,0,0,96.46,19.8,0,7,0,96.46,22,0,0,0,7.34,0,0,144.690000,96.46,0,0,0,15,0,0,98.400000,1.070000,57.510000,0.000000,0.000000,151.330000,0.000000,25.080000,25.690000,76.680000,271.290000,32.830000,86.810000,35.170000,1.750000,48.230000,1.250000,0.770000,0.000000,25.690000,0.000000

92,22:45-23:00,0,0,7.33,0,15,0,0,96.46,19.4,0,7,0,96.46,22,0,0,0,7.34,0,0,144.690000,96.46,0,0,0,15,0,0,98.400000,1.070000,57.510000,0.000000,0.000000,151.330000,0.000000,25.080000,25.690000,76.680000,271.290000,32.830000,72.340000,35.170000,1.750000,48.230000,1.250000,0.770000,0.000000,25.690000,0.000000

93,23:00-23:15,0,0,7.33,0,15,0,0,96.46,18.8,0,7,0,96.46,22,0,0,0,7.34,0,0,144.690000,96.46,0,0,0,15,0,0,98.400000,1.030000,57.510000,0.000000,0.000000,151.330000,0.000000,25.080000,25.690000,76.680000,231.500000,32.830000,50.160000,35.170000,1.660000,48.230000,0.930000,0.770000,0.000000,25.690000,0.000000

94,23:15-23:30,0,0,7.33,0,15,0,0,96.46,18.2,0,7,0,96.46,22,0,0,0,7.34,0,0,144.690000,96.46,0,0,0,15,0,0,98.400000,1.030000,57.510000,0.000000,0.000000,151.330000,0.000000,25.080000,25.690000,76.680000,231.500000,32.830000,50.160000,35.170000,1.660000,48.230000,0.930000,0.770000,0.000000,25.690000,0.000000

95,23:30-23:45,0,0,7.33,0,16,0,0,96.46,18,0,7,0,96.46,22,0,0,0,7.34,0,0,144.690000,96.46,0,0,0,16,0,0,98.400000,1.030000,57.510000,0.000000,0.000000,151.330000,0.000000,25.080000,25.690000,76.680000,231.500000,32.830000,50.160000,35.170000,1.660000,48.230000,0.930000,0.770000,0.000000,25.690000,0.000000

96,23:45-24:00,0,0,7.33,0,16.67,0,0,96.46,17.8,0,7,0,96.46,22,0,0,0,7.34,0,0,144.690000,96.46,0,0,0,16.67,0,0,98.400000,1.030000,57.510000,0.000000,0.000000,151.330000,0.000000,25.080000,25.690000,76.680000,231.500000,32.830000,50.160000,35.170000,1.660000,48.230000,0.930000,0.770000,0.000000,25.690000,0.000000

