Block,Time Block,KGSU1AND2,KGSU3AND4,KKNP,KKNPPU2,KHSTPP-I,KISHANGANGA,KHSTPP-II,JHAJJAR,CHAMERA2,CHAMERA3,DADRT2,FSTPP I & II,DHAULIGNGA,DULHASTI,BRBCL,CHAMERA1,BSIUL,NNTPP,NTPL,NLCTS2EXP,NLCEXP,NLCIIST1,NJPC,NLCIIST2,NAPP,UNCHAHAR4,TALST2,UNCHAHAR3,TANAKPUR,VALLURNTECL,TelanganaSTPP,TALA,UNCHAHAR2,URI,URI2,TEHRI,TANDA2,UNCHAHAR1,ANTA_CRF,ANTA_RF,AURY_LF,DADRI_GF,ANTA_LF,AURY_GF,DADRI_CRF,DADRI_RF,ANTA_GF,AURY_CRF,AURY_RF,DADRI_LF,KUDGI,MAPS,SIMHST1,SINGRAULI_HYDRO,RAMPUR,RSTPSU1TO6,SIMHST2,RAPPC,RSTPSU7,SINGRAULI,SALAL,SEWA2,RIHAND3,PARBATI3,RAPPB,RIHAND2,SASAN,RIHAND1,KOTESHWR,KOLDAM,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
69,17:00-17:15,0,0,0,0,34.08,1.39,75.98,191.38,13.01,10.35,366.23,15.17,39.13,52.1,14.53,0,6.31,0,0,0,0,0,120.25,0,44.84,0,0,0,11.53,0,0,9.66,13.4,42.77,31.49,74.48,0,11.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.59,0,0,58.48,0,122.12,50.63,5.61,123.58,3.4,0,117.88,217.91,45.84,37.42,3.88,0,0,0,0,0

70,17:15-17:30,0,0,0,0,43.51,1.39,95.76,180.14,13.01,10.35,366.23,20.14,39.13,52.1,14.53,0,6.31,0,0,0,0,0,120.25,0,44.84,0,0,0,11.53,0,0,9.54,13.4,42.77,31.49,74.48,0,11.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.59,0,0,58.48,0,132.27,50.63,11.22,123.58,3.4,0,117.88,217.91,45.84,37.42,3.88,0,0,0,0,0

71,17:30-17:45,0,0,0,0,43.51,1.39,95.76,185.37,13.01,10.35,365.45,20.14,39.13,52.1,14.53,13.01,6.31,0,0,0,0,0,120.25,0,44.84,0,0,0,11.53,0,0,9.32,14.88,42.77,25.76,74.48,0,14.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.59,0,0,58.48,0,132.27,63.02,11.22,123.58,3.4,0,117.88,217.91,45.84,37.42,3.88,0,0,0,0,0

72,17:45-18:00,0,0,0,0,43.51,1.39,95.76,185.37,13.01,20.7,365.45,20.14,39.13,52.1,14.53,13.61,6.31,0,0,0,0,0,120.25,0,44.84,0,0,0,11.53,0,0,8.82,14.88,42.77,25.76,74.48,0,14.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.59,0,0,58.48,0,132.27,63.02,11.22,123.58,3.4,0,117.88,217.91,45.84,37.42,3.88,0,0,0,0,0

73,18:00-18:15,0,0,0,0,43.51,1.39,95.76,185.37,27.45,20.7,365.45,20.14,39.13,52.1,14.53,27.21,6.31,0,0,0,0,0,120.25,0,44.84,0,0,0,11.53,0,0,8.77,14.88,42.77,25.76,74.48,0,14.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.59,0,0,58.48,0,132.27,63.02,16.82,123.58,10.89,0,117.88,217.91,45.84,37.42,3.88,0,0,0,0,0

74,18:15-18:30,0,0,0,0,43.51,2.79,95.76,185.37,27.45,31.07,365.45,20.14,39.13,52.1,14.53,40.82,6.31,0,0,0,0,0,161.84,0,44.84,0,0,0,11.53,0,0,8.77,14.88,42.77,25.76,74.48,0,14.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.43,0,0,58.48,0,132.27,63.02,16.82,123.58,52.41,0,117.88,217.91,45.84,37.42,3.88,0,0,0,0,0

75,18:30-18:45,0,0,0,0,43.51,4.18,95.76,226.05,44.21,32.68,366.23,20.14,40.12,53.34,14.52,40.82,18.94,0,0,0,0,0,163.35,0,44.84,0,0,0,11.53,0,0,8.77,14.88,42.77,31.49,74.48,0,14.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.51,0,0,58.48,0,132.27,63.02,16.82,123.58,52.41,0,117.88,217.91,45.84,41.59,3.88,0,0,0,0,0

76,18:45-19:00,0,0,0,0,43.51,4.18,95.76,293.84,44.21,32.68,373.01,20.14,40.12,53.34,14.52,40.82,18.94,0,0,0,0,0,163.35,0,44.84,0,0,0,11.53,0,0,8.77,16.66,42.77,31.49,74.48,0,14.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.51,0,0,58.48,0,132.27,63.02,16.82,123.58,52.41,0,117.88,217.91,45.84,41.59,3.88,0,0,0,0,0

77,19:00-19:15,0,0,0,0,43.51,4.18,95.76,352.92,44.21,32.68,450.34,20.14,40.12,53.34,14.52,40.82,18.94,0,0,0,0,0,163.35,0,44.84,0,0,0,11.53,0,0,8.37,17.15,42.77,25.76,74.48,0,16.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.51,0,0,58.48,0,132.27,63.02,16.82,123.58,52.41,0,117.88,217.91,45.84,41.59,3.88,0,0,0,0,0

78,19:15-19:30,0,0,0,0,43.51,4.18,95.76,352.92,44.21,32.68,498.91,20.14,40.12,53.34,14.52,40.82,18.94,0,0,0,0,0,163.35,0,44.84,0,0,0,11.53,0,0,8.72,17.2,42.77,25.76,74.48,0,16.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.51,0,0,58.48,0,132.27,63.02,16.82,123.58,52.41,0,117.88,217.91,45.84,41.59,3.88,0,0,0,0,0

79,19:30-19:45,0,0,0,0,43.51,4.18,95.76,352.92,44.21,32.68,537.65,20.14,40.12,53.34,14.52,40.82,18.94,0,0,0,0,0,163.35,0,44.84,0,0,0,11.53,0,0,8.26,17.2,42.77,25.76,74.48,0,16.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.51,0,0,58.48,0,132.27,63.02,16.82,123.58,52.41,0,117.88,217.91,45.84,41.59,3.88,0,0,0,0,0

80,19:45-20:00,0,0,0,0,43.51,4.18,95.76,352.92,44.21,32.68,557.02,20.14,40.12,53.34,14.52,40.82,18.94,0,0,0,0,0,163.35,0,44.84,0,0,0,11.53,0,0,8.31,17.2,42.77,25.76,74.48,0,16.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.51,0,0,58.48,0,132.27,63.02,16.82,123.58,20.42,0,117.88,217.91,45.84,41.59,3.88,0,0,0,0,0

81,20:00-20:15,0,0,0,0,43.51,4.18,95.76,352.92,44.21,32.68,566.71,20.14,40.12,53.34,14.52,40.82,18.94,0,0,0,0,0,163.35,0,44.84,0,0,0,11.53,0,0,8.37,17.2,42.77,25.76,74.48,0,16.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.51,0,0,58.48,0,132.27,63.02,16.82,123.58,3.82,0,117.88,217.91,45.84,41.59,3.88,0,0,0,0,0

82,20:15-20:30,0,0,0,0,43.51,4.18,95.76,352.92,44.21,32.68,561.87,20.14,40.12,53.34,14.52,40.82,18.94,0,0,0,0,0,163.35,0,44.84,0,0,0,11.53,0,0,8.43,17.2,42.77,25.76,74.48,0,16.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.51,0,0,58.48,0,132.27,63.02,16.82,123.58,3.82,0,117.88,217.91,45.84,41.59,3.88,0,0,0,0,0

83,20:30-20:45,0,0,0,0,43.51,4.18,95.76,352.92,42.83,31.07,605.07,20.14,39.13,52.1,14.52,40.82,1.07,0,0,0,0,0,161.84,0,44.84,0,0,0,11.53,0,0,8.56,17.2,42.77,31.49,74.48,0,16.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.43,0,0,58.48,0,132.27,63.02,15.61,123.58,14.97,0,117.88,217.91,45.84,37.42,3.88,0,0,0,0,0

84,20:45-21:00,0,0,0,0,43.51,4.18,95.76,352.92,42.83,31.07,605.07,20.14,39.13,52.1,14.52,40.82,1.07,0,0,0,0,0,161.84,0,44.84,0,0,0,11.53,0,0,8.68,17.2,42.77,31.49,74.48,0,16.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.43,0,0,58.48,0,132.27,63.02,15.61,123.58,14.97,0,117.88,217.91,45.84,37.42,3.88,0,0,0,0,0

85,21:00-21:15,0,0,0,0,43.51,4.18,95.76,293.84,42.83,31.07,605.07,20.14,39.13,52.1,14.52,40.82,1.07,0,0,0,0,0,161.84,0,44.84,1.24,0,0,11.53,0,0,8.75,15.8,42.77,31.49,74.48,0,16.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.43,0,0,58.48,0,132.27,63.02,15.61,123.58,14.97,0,117.88,217.91,45.84,37.42,3.88,0,0,0,0,0

86,21:15-21:30,0,0,0,0,43.51,4.18,95.76,245.42,42.83,31.07,600.23,20.14,39.13,52.1,14.52,40.82,1.07,0,0,0,0,0,161.84,0,44.84,0.45,0,0,11.53,0,0,8.77,15.8,42.77,31.49,74.48,0,16.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.43,0,0,58.48,0,132.27,63.02,15.61,123.58,14.97,0,117.88,217.91,45.84,37.42,3.88,0,0,0,0,0

87,21:30-21:45,0,0,0,0,43.51,4.18,95.76,245.42,42.83,31.07,657.54,20.14,39.13,52.1,14.52,40.82,1.07,0,0,0,0,0,161.84,0,44.84,0,0,0,11.53,0,0,9.59,15.8,41.16,31.49,74.48,0,16.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.43,0,0,58.48,0,132.27,63.02,16.76,123.58,17.01,0,117.88,217.91,45.84,37.42,3.88,0,0,0,0,0

88,21:45-22:00,0,0,0,0,43.51,4.18,95.76,245.42,42.83,31.07,657.54,20.14,39.13,52.1,14.52,40.82,2.13,0,0,0,0,0,161.84,0,44.84,0,0,0,11.53,0,0,9.57,15.8,41.16,31.49,74.48,0,16.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.43,0,0,58.48,0,132.27,63.02,16.82,123.58,17.01,0,117.88,217.91,45.84,37.42,3.88,0,0,0,0,0

89,22:00-22:15,0,0,0,0,43.51,4.18,95.76,245.42,44.21,32.68,587.33,20.14,40.12,53.34,14.52,40.82,18.94,0,0,0,0,0,163.35,0,44.84,0,0,0,11.53,0,0,9.68,15.02,40.63,28.63,74.48,0,14.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.51,0,0,58.48,0,132.27,63.02,16.82,123.58,17.01,0,117.88,217.91,45.84,41.59,3.88,0,0,0,0,0

90,22:15-22:30,0,0,0,0,43.51,4.18,95.76,245.42,44.21,32.68,585.7,20.14,40.12,53.34,14.52,40.82,18.94,0,0,0,0,0,163.35,0,44.84,0,0,0,11.53,0,0,9.82,14.88,40.63,28.63,74.48,0,14.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.51,0,0,58.48,0,132.27,63.02,16.82,123.58,17.01,0,117.88,217.91,45.84,41.59,3.88,0,0,0,0,0

91,22:30-22:45,0,0,0,0,43.51,4.18,95.76,185.37,44.21,32.68,585.7,20.14,40.12,53.34,14.52,40.82,18.94,0,0,0,0,0,163.35,0,44.84,0,0,0,11.53,0,0,9.91,14.88,40.63,25.76,74.48,0,14.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.51,0,0,58.48,0,132.27,63.02,16.82,123.58,17.01,0,117.88,217.91,45.84,41.59,3.88,0,0,0,0,0

92,22:45-23:00,0,0,0,0,43.51,4.18,95.76,185.37,44.21,32.68,585.7,20.14,40.12,53.34,14.52,40.82,18.94,0,0,0,0,0,163.35,0,44.84,0,0,0,11.53,0,0,9.97,14.88,40.63,25.76,74.48,0,14.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.51,0,0,58.48,0,132.27,63.02,16.82,123.58,17.01,0,117.88,217.91,45.84,41.59,3.88,0,0,0,0,0

93,23:00-23:15,0,0,0,0,43.51,2.79,95.76,180.14,42.83,31.07,515.48,20.14,39.13,52.1,14.52,40.82,6.31,0,0,0,0,0,135.28,0,44.84,0,0,0,11.53,0,0,9.94,14.88,42.24,25.76,74.48,0,14.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.91,0,0,58.48,0,132.27,63.02,11.22,123.58,17.01,0,117.88,217.91,45.84,37.42,3.88,0,0,0,0,0

94,23:15-23:30,0,0,0,0,43.51,1.39,95.76,180.14,42.83,31.07,499.47,20.14,39.13,52.1,14.52,40.82,6.31,0,0,0,0,0,135.28,0,44.84,0,0,0,11.53,0,0,9.82,14.88,42.24,25.76,74.48,0,14.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.91,0,0,58.48,0,132.27,63.02,11.22,123.58,17.01,0,117.88,217.91,45.84,37.42,3.88,0,0,0,0,0

95,23:30-23:45,0,0,0,0,43.51,1.39,95.76,180.14,42.83,31.07,476.22,20.14,39.13,52.1,14.52,40.82,6.31,0,0,0,0,0,135.28,0,44.84,0,0,0,11.53,0,0,9.68,14.88,42.24,25.76,74.48,0,14.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.91,0,0,58.48,0,132.27,63.02,11.22,123.58,17.01,0,117.88,217.91,45.84,37.42,3.88,0,0,0,0,0

96,23:45-24:00,0,0,0,0,43.51,1.39,95.76,180.14,42.83,31.07,450.07,20.14,39.13,52.1,14.52,40.82,6.31,0,0,0,0,0,135.28,0,44.84,0,0,0,11.53,0,0,9.68,14.88,42.24,25.76,74.48,0,14.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.91,0,0,58.48,0,132.27,63.02,11.22,123.58,17.01,0,117.88,217.91,45.84,37.42,3.88,0,0,0,0,0

