Block,Time,KKNPPU2,NLCIIST2,PARBATI3,RAPPC,RSTPSU1TO6,SALAL,UNCHAHAR1,UNCHAHAR2,UNCHAHAR3,FSTPP I & II,NJPC,NLCIIST1,NLCTS2EXP,RAMPUR,TANDA2,ANTA_CRF,ANTA_RF,CHAMERA1,DULHASTI,KKNP,RAPPB,BSIUL,KHSTPP-II,NAPP,NLCEXP,RIHAND2,TALST2,UNCHAHAR4,VALLURNTECL,ANTA_GF,DHAULIGNGA,KHSTPP-I,KOLDAM,KUDGI,SIMHST2,TANAKPUR,TelanganaSTPP,AURY_CRF,AURY_RF,JHAJJAR,KISHANGANGA,MAPS,SASAN,SINGRAULI_HYDRO,AURY_GF,DADRI_CRF,DADRI_GF,DADRI_LF,BRBCL,CHAMERA2,DADRT2,KGSU1AND2,KGSU3AND4,NTPL,RIHAND3,RSTPSU7,SEWA2,SIMHST1,TALA,TEHRI,URI,ANTA_LF,CHAMERA3,KOTESHWR,NNTPP,RIHAND1,SINGRAULI,URI2,AURY_LF,DADRI_RF
65,16:00-16:15,0,0,0,53.93,0,1.4,20.56,31.33,26.39,18.2,0,0,0,0,0,0,28.77,0,0,0,0,0,98.87,43.46,0,118.76,0,0,0,0,0,45.22,0,0,0,1.79,0,0,70.59,654.31,0,0,407.81,0,0,0,0,22.47,20,0,683.14,0,0,0,124.32,0,0,0,0,30.87,1.11,0,0,8.87,0,92,112.24,4.44,0,67.95

66,16:15-16:30,0,0,0,53.93,0,1.4,20.56,31.33,26.39,18.2,0,0,0,0,0,0,28.77,0,0,0,0,0,98.87,43.46,0,118.76,0,0,0,0,0,45.22,0,0,0,1.79,0,0,70.59,654.31,0,0,407.81,0,0,0,0,22.47,20,0,683.14,0,0,0,124.32,0,0,0,0,31.13,1.11,0,0,8.87,0,92,112.24,4.44,0,67.95

67,16:30-16:45,0,0,0,53.93,0,1.4,20.56,31.33,26.39,18.2,0,0,0,0,0,0,28.77,0,0,0,0,0,98.87,43.46,0,118.76,0,0,0,0,0,45.22,0,0,0,4.35,0,0,70.59,654.31,0,0,407.81,0,0,0,0,22.47,20,0,683.14,0,0,0,124.32,0,0,0,0,46.69,1.11,0,0,8.87,0,92,112.24,4.44,0,67.95

68,16:45-17:00,0,0,0,53.93,0,1.4,20.56,31.33,26.39,18.2,23.39,0,0,0,0,0,28.77,0,0,0,0,0,98.87,43.46,0,118.76,0,0,0,0,0,45.22,0,0,0,4.35,0,0,70.59,459.81,0,0,407.81,0,0,0,0,22.47,20,0,682.78,0,0,0,124.32,0,0,0,0,62.24,1.11,0,0,8.87,0,92,112.24,4.44,0,67.95

69,17:00-17:15,0,0,0,53.93,0,1.4,20.56,31.33,26.39,18.2,46.78,0,0,0,0,0,28.77,0,0,0,0,0,98.87,43.46,0,118.76,0,0,0,0,8.06,45.22,0,0,0,4.35,0,0,70.59,459.81,0,0,407.81,0,0,0,0,22.47,20,0,682.78,0,0,0,124.32,0,0,0,0,62.24,1.11,0,0,8.87,0,92,112.24,4.44,0,67.95

70,17:15-17:30,0,0,0,53.93,0,1.4,20.56,31.33,26.39,18.2,70.74,0,0,0,0,0,29.09,12.01,16.48,0,0,1.1,98.87,43.46,0,118.76,0,0,0,0,16.16,45.22,0,0,0,1.79,0,0,70.59,459.81,0,0,407.81,0,0,0,0,22.47,20,3.33,682.78,0,0,0,124.32,0,0,0,0,62.24,1.11,0,0,17.75,0,92,112.24,4.44,0,67.95

71,17:30-17:45,0,0,0,53.93,0,1.4,20.56,31.33,26.39,18.2,93.56,0,0,0,0,0,29.09,24.49,32.96,0,0,6.52,98.87,43.46,0,118.76,0,0,0,0,16.41,45.22,0,0,0,1.79,0,0,70.59,459.81,0,0,407.81,0,0,0,0,22.47,20,12,682.78,0,0,0,124.32,0,4.66,0,0,62.24,1.11,0,9.68,26.62,0,92,112.24,4.44,0,67.95

72,17:45-18:00,0,0,0,53.93,0,1.4,20.56,31.33,26.39,18.2,140.34,0,0,0,0,0,29.09,42.15,49.43,0,0,13.04,98.87,43.46,0,118.76,0,0,0,0,36.55,45.22,0,0,0,1.79,0,0,70.59,459.81,0,0,407.81,0,0,0,0,22.47,20,26.34,682.78,0,0,0,124.32,0,4.66,0,0,62.24,1.11,0,29.06,39.83,0,92,112.24,4.44,0,67.95

73,18:00-18:15,0,0,0,53.93,0,1.4,20.56,31.33,26.39,18.2,140.34,0,0,0,0,0,29.09,42.15,49.43,0,0,13.04,98.87,43.46,0,118.76,0,0,0,0,36.55,45.22,0,0,0,1.15,0,0,70.59,459.81,0,0,407.81,0,0,0,0,22.47,20,26.34,682.78,0,0,0,124.32,0,4.66,0,0,62.24,26.49,0,29.06,39.83,0,92,112.24,4.44,0,67.95

74,18:15-18:30,0,0,0,53.93,0,1.4,20.56,31.33,26.39,18.2,140.34,0,0,0,0,0,29.09,42.15,49.43,0,0,13.04,98.87,43.46,0,118.76,0,0,0,0,36.55,45.22,0,0,0,1.15,0,0,70.59,459.81,0,0,407.81,0,0,0,0,22.47,20,26.34,682.78,0,0,0,124.32,0,4.66,0,0,62.24,26.49,0,29.06,39.83,0,92,112.24,4.44,0,67.95

75,18:30-18:45,0,0,0,53.93,0,1.4,20.56,31.33,26.39,18.2,140.34,0,0,0,0,0,29.71,42.15,49.43,0,0,13.04,98.87,43.46,0,118.76,0,0,0,0,36.55,45.22,0,0,0,1.15,0,0,70.59,459.81,0,0,407.81,0,0,0,0,22.47,20,26.34,682.78,0,0,0,124.32,0,4.66,0,0,62.24,26.49,0,29.06,39.83,0,92,112.24,4.44,0,67.95

76,18:45-19:00,0,0,0,53.93,0,1.4,20.56,31.33,26.39,18.2,140.34,0,0,0,0,0,29.71,42.15,49.43,0,0,13.04,98.87,43.46,0,118.76,0,0,0,0,36.55,45.22,0,0,0,1.15,0,0,70.59,459.81,0,0,407.81,0,0,0,0,22.47,20,26.34,682.78,0,0,0,124.32,0,4.26,0,0,62.24,3.31,0,29.06,39.83,0,92,112.24,4.44,0,67.95

77,19:00-19:15,0,0,3.82,53.93,0,1.4,20.56,31.33,26.39,18.2,116.95,0,0,0,0,0,29.71,42.15,49.43,0,0,13.04,98.87,43.46,0,118.76,0,0,0,0,24.57,45.22,0,0,0,1.15,0,0,70.59,459.81,0,0,407.81,0,0,0,0,22.47,20,26.34,682.78,0,0,0,124.32,0,4,0,0,62.24,3.31,0,29.06,39.83,0,92,112.24,4.44,0,67.95

78,19:15-19:30,0,0,16.55,53.93,0,1.4,20.56,31.33,26.39,18.2,93.56,0,0,0,0,0,29.71,24.49,32.96,0,0,6.52,98.87,43.46,0,118.76,0,0,0,0,16.12,45.22,0,0,0,1.15,0,0,70.59,459.81,0,0,407.81,0,0,0,0,22.47,20,12,682.78,0,0,0,124.32,0,0,0,0,62.24,3.31,0,9.68,19.72,0,92,112.24,4.44,0,67.95

79,19:30-19:45,0,0,16.55,53.93,0,1.4,20.56,31.33,26.39,18.2,70.17,0,0,0,0,0,29.71,12.01,16.48,0,0,1.1,98.87,43.46,0,118.76,0,0,0,0,8.06,45.22,0,0,0,1.15,0,0,70.59,459.81,0,0,407.81,0,0,0,0,22.47,20,0,682.78,0,0,0,124.32,0,0,0,0,62.24,3.31,0,0,8.87,0,92,112.24,4.44,0,67.95

80,19:45-20:00,0,0,16.55,53.93,0,1.4,20.56,31.33,26.39,18.2,46.78,0,0,0,0,0,29.71,0,16.48,0,0,0,98.87,43.46,0,118.76,0,0,0,0,0,45.22,0,0,0,1.15,0,0,70.59,597.51,0,0,407.81,0,0,0,0,22.47,20,0,682.78,0,0,0,124.32,0,0,0,0,62.24,3.31,0,0,8.87,0,92,112.24,4.44,0,67.95

81,20:00-20:15,0,0,16.55,53.93,0,1.4,20.56,31.33,26.39,18.2,23.39,0,0,0,0,0,29.71,0,16.48,0,0,0,98.87,43.46,0,118.76,0,0,0,0,0,45.22,0,0,0,0.51,0,0,70.59,654.31,0,0,407.81,0,0,0,0,22.47,20,0,683.14,0,0,0,124.32,0,0,0,0,62.24,11.04,0,0,8.87,0,92,112.24,4.44,0,67.95

82,20:15-20:30,0,0,16.55,53.93,0,1.4,20.56,31.33,26.39,18.2,0,0,0,0,0,0,29.71,0,16.48,0,0,0,98.87,43.46,0,118.76,0,0,0,0,0,45.22,0,0,0,0.51,0,0,70.59,654.31,0,0,407.81,0,0,0,0,22.47,20,0,683.14,0,0,0,124.32,0,0,0,0,62.24,11.04,0,0,8.87,0,92,112.24,4.44,0,67.95

83,20:30-20:45,0,0,16.55,53.93,0,1.4,20.56,31.33,26.39,18.2,0,0,0,0,0,0,29.71,0,16.48,0,0,0,98.87,43.46,0,118.76,0,0,0,0,0,45.22,0,0,0,0.51,0,0,70.59,654.31,0,0,407.81,0,0,0,0,22.47,20,0,683.14,0,0,0,124.32,0,0,0,0,62.24,11.04,0,0,8.87,0,92,112.24,4.44,0,67.95

84,20:45-21:00,0,0,1.91,53.93,0,1.4,20.56,31.33,26.39,18.2,0,0,0,0,0,0,29.71,0,16.48,0,0,0,98.87,43.46,0,118.76,0,0,0,0,0,45.22,0,0,0,0.51,0,0,70.59,654.31,0,0,407.81,0,0,0,0,22.47,20,0,683.14,0,0,0,124.32,0,0,0,0,62.24,11.04,0,0,8.87,0,92,112.24,4.44,0,67.95

85,21:00-21:15,0,0,0,53.93,0,1.4,20.56,31.33,26.39,18.2,0,0,0,0,0,0,29.93,0,16.48,0,0,0,98.87,43.46,0,118.76,0,0,0,0,0,45.22,0,0,0,1.15,0,0,70.59,654.31,0,0,407.81,0,0,0,0,22.47,20,0,683.14,0,0,0,124.32,0,0,0,0,62.24,11.04,0,0,8.87,0,92,112.24,4.44,0,67.95

86,21:15-21:30,0,0,0,53.93,0,1.4,20.56,31.33,26.39,18.2,0,0,0,0,0,0,29.93,0,16.48,0,0,0,98.87,43.46,0,118.76,0,0,0,0,0,45.22,0,0,0,1.15,0,0,70.59,654.31,0,0,407.81,0,0,0,0,22.47,20,0,683.14,0,0,0,124.32,0,0,0,0,62.24,11.04,0,0,8.87,0,92,112.24,4.44,0,67.95

87,21:30-21:45,0,0,0,53.93,0,1.4,20.56,31.33,26.39,18.2,0,0,0,0,0,0,29.93,0,16.48,0,0,0,98.87,43.46,0,118.76,0,0,0,0,0,45.22,0,0,0,1.15,0,0,70.59,654.31,0,0,407.81,0,0,0,0,22.47,20,0,683.14,0,0,0,124.32,0,0,0,0,62.24,11.04,0,0,8.87,0,92,112.24,4.44,0,67.95

88,21:45-22:00,0,0,0,53.93,0,1.4,20.56,31.33,26.39,18.2,0,0,0,0,0,0,29.93,0,16.48,0,0,0,98.87,43.46,0,118.76,0,0,0,0,0,45.22,0,0,0,1.15,0,0,70.59,654.31,0,0,407.81,0,0,0,0,22.47,20,0,683.14,0,0,0,124.32,0,0,0,0,62.24,11.04,0,0,8.87,0,92,112.24,4.44,0,67.95

89,22:00-22:15,0,0,0,53.93,0,1.4,20.56,31.33,26.39,18.2,0,0,0,0,0,0,29.93,0,16.48,0,0,0,98.87,43.46,0,118.76,0,0,0,0,0,45.22,0,0,0,1.15,0,0,70.59,654.31,0,0,407.81,0,0,0,0,22.47,20,0,683.14,0,0,0,124.32,0,0,0,0,62.24,8.83,0,0,8.87,0,92,112.24,4.44,0,67.95

90,22:15-22:30,0,0,0,53.93,0,1.4,20.56,31.33,26.39,18.2,0,0,0,0,0,0,29.93,0,16.48,0,0,0,98.87,43.46,0,118.76,0,0,0,0,0,45.22,0,0,0,1.15,0,0,70.59,654.31,0,0,407.81,0,0,0,0,22.47,20,0,683.14,0,0,0,124.32,0,0,0,0,46.69,8.83,0,0,8.87,0,92,112.24,4.44,0,67.95

91,22:30-22:45,0,0,0,53.93,0,9.29,20.56,31.33,26.39,18.2,0,0,0,0,0,0,29.93,0,16.48,0,0,0,98.87,43.46,0,118.76,0,0,0,0,0,45.22,0,0,0,1.15,0,0,70.59,654.31,0,0,407.81,0,0,0,0,22.47,20,0,683.14,0,0,0,124.32,0,0,0,0,46.69,8.83,0,0,8.87,0,92,112.24,4.44,0,67.95

92,22:45-23:00,0,0,0,53.93,0,41.83,20.56,31.33,26.39,18.2,0,0,0,0,0,0,30.13,0,16.48,0,0,0,98.87,43.46,0,118.76,0,0,0,0,0,45.22,0,0,0,1.15,0,0,70.59,654.31,0,0,407.81,0,0,0,0,22.47,20,0,683.14,0,0,0,124.32,0,0,0,0,46.69,8.83,0,0,8.87,0,92,112.24,4.44,0,67.95

93,23:00-23:15,0,0,0,53.93,0,41.83,20.56,31.33,26.39,18.2,0,0,0,0,0,0,30.13,0,16.48,0,0,0,98.87,43.46,0,118.76,0,0,0,0,0,45.22,0,0,0,1.15,0,0,70.59,654.31,0,0,407.81,0,0,0,0,22.47,20,0,683.14,0,0,0,124.32,0,0,0,0,31.13,6.63,0,0,8.87,0,92,119.7,4.44,0,67.95

94,23:15-23:30,0,0,0,53.93,0,41.83,20.56,31.33,26.39,18.2,0,0,0,0,0,0,30.13,0,16.48,0,0,0,98.87,43.46,0,118.76,0,0,0,0,0,45.22,0,0,0,1.15,0,0,70.59,654.31,0,0,407.81,0,0,0,0,22.47,20,0,683.14,0,0,0,124.32,0,0,0,0,15.44,6.63,0,0,8.87,0,92,121.2,4.44,0,67.95

95,23:30-23:45,0,0,0,53.93,0,41.83,20.56,31.33,26.39,18.2,0,0,0,0,0,0,30.13,0,16.48,0,0,0,98.87,43.46,0,118.76,0,0,0,0,0,45.22,0,0,0,1.15,0,0,70.59,654.31,0,0,407.81,0,0,0,0,22.47,20,0,683.14,0,0,0,124.32,0,0,0,0,13.23,6.63,0,0,8.87,0,92,121.2,4.44,0,67.95

96,23:45-24:00,0,0,0,53.93,0,9.29,20.56,31.33,26.39,18.2,0,0,0,0,0,0,30.13,0,16.48,0,0,0,98.87,43.46,0,118.76,0,0,0,0,0,45.22,0,0,0,1.15,0,0,70.59,654.31,0,0,407.81,0,0,0,0,22.47,20,0,683.14,0,0,0,124.32,0,0,0,0,0,6.63,0,0,8.87,0,92,122.7,4.44,0,67.95

