Block,Time,CHAMERA2,DADRT2,KISHANGANGA,RAMPUR,RSTPSU1TO6,TEHRI,ANTA_LF,AURY_GF,DADRI_CRF,JHAJJAR,KOLDAM,NNTPP,NTPL,SALAL,SEWA2,UNCHAHAR1,KGSU3AND4,RAPPC,SASAN,TALST2,UNCHAHAR3,URI,VALLURNTECL,ANTA_GF,ANTA_RF,DADRI_GF,DADRI_RF,CHAMERA1,FSTPP I & II,MAPS,NJPC,RSTPSU7,SINGRAULI_HYDRO,UNCHAHAR4,AURY_CRF,AURY_RF,DADRI_LF,CHAMERA3,DHAULIGNGA,NLCEXP,RIHAND1,RIHAND3,TANAKPUR,TANDA2,BRBCL,BSIUL,KHSTPP-II,KKNP,SIMHST1,URI2,KHSTPP-I,KUDGI,NAPP,NLCIIST2,NLCTS2EXP,RAPPB,SIMHST2,SINGRAULI,TelanganaSTPP,ANTA_CRF,AURY_LF,DULHASTI,KGSU1AND2,KKNPPU2,KOTESHWR,NLCIIST1,PARBATI3,RIHAND2,TALA,UNCHAHAR2
64,15:45-16:00,1.6,683.14,0,0,0,0,0,0,0,654.31,0,0,0,2.33,0,20.56,0,52.53,348.98,0,0,0.66,0,0,40.95,0,66.85,0,20.8,0,0,0,0,0,0,70.37,22.47,0,0,0,92,124.32,4.48,0,20,0,94.41,0,0,4.57,44.92,0,41.65,0,0,0,0,125.97,0,0,0,16.48,0,0,8.87,0,0,118.76,0,21.19

65,16:00-16:15,1.6,683.14,0,0,0,15.44,0,0,0,654.31,0,0,0,2.33,0,20.56,0,52.53,348.98,0,0,4.41,0,0,40.95,0,66.85,0,20.8,0,0,0,0,0,0,70.37,22.47,0,0,0,92,124.32,4.48,0,20,0,94.41,0,0,4.57,44.92,0,41.65,0,0,0,0,125.97,0,0,0,16.48,0,0,8.87,0,0,118.76,0,21.19

66,16:15-16:30,1.6,683.14,0,0,0,15.44,0,0,0,654.31,0,0,0,2.33,0,20.56,0,52.53,348.98,0,0,4.41,0,0,40.95,0,66.85,0,20.8,0,23.39,0,0,0,0,70.37,22.47,0,0,0,92,124.32,4.48,0,20,0,94.41,0,0,4.57,44.92,0,41.65,0,0,0,0,125.97,0,0,0,16.48,0,0,8.87,0,0,118.76,0,21.19

67,16:30-16:45,1.6,683.14,0,0,0,30.87,0,0,0,654.31,0,0,0,2.33,0,20.56,0,52.53,348.98,0,0,4.41,0,0,40.95,0,66.85,0,20.8,0,46.78,0,0,0,0,70.37,22.47,0,9.13,0,92,124.32,5.13,0,20,0,94.41,0,0,4.57,44.92,0,41.65,0,0,0,0,125.97,0,0,0,16.48,0,0,8.87,0,0,118.76,0,21.19

68,16:45-17:00,1.6,683.14,0,0,0,30.87,0,0,0,654.31,0,0,0,2.33,0,20.56,0,52.53,348.98,0,0,4.41,0,0,40.95,0,66.85,0,20.8,0,69.6,0,0,0,0,70.37,22.47,0,9.13,0,92,124.32,5.13,0,20,0,94.41,0,0,4.57,44.92,0,41.65,0,0,0,0,125.97,0,0,0,16.48,0,0,8.87,0,0,118.76,0,21.19

69,17:00-17:15,1.6,682.8,0,0,0,46.31,0,0,0,654.31,0,0,0,2.33,0,20.56,0,52.53,348.98,0,0,4.41,0,0,41.16,0,66.85,0,20.8,0,93.56,0,0,0,0,70.37,22.47,0,9.13,0,92,124.32,5.13,0,20,0,94.41,0,0,4.57,44.92,0,41.65,0,0,0,0,125.97,0,0,0,16.48,0,0,8.87,0,0,118.76,0,21.19

70,17:15-17:30,4,682.8,0,0,0,46.31,0,0,0,654.31,0,0,0,2.33,0,20.56,0,52.53,348.98,0,0,4.41,0,0,41.16,0,66.85,12.29,20.8,0,116.95,0,0,0,0,70.37,22.47,9.68,18.27,0,92,124.32,5.13,0,20,1.1,94.41,0,0,4.57,44.92,0,41.65,0,0,0,0,125.97,0,0,0,16.48,0,0,8.87,0,0,118.76,0,21.19

71,17:30-17:45,8,682.78,0,0,0,62.24,0,0,0,654.31,0,0,0,2.33,5.27,20.56,0,52.53,348.98,0,0,4.41,0,0,41.16,0,66.85,28.1,20.8,0,140.34,0,0,0,0,70.37,22.47,19.36,27.4,0,92,124.32,5.13,0,20,3.3,94.41,0,0,4.57,44.92,0,41.65,0,0,0,0,125.97,0,0,0,32.96,0,0,8.87,0,0,118.76,0,21.19

72,17:45-18:00,39.51,682.78,0,0,0,62.24,0,0,0,654.31,0,0,0,2.33,10.54,20.56,0,52.53,348.98,0,0,4.41,0,0,41.58,0,66.85,42.15,20.8,0,140.34,0,0,0,0,70.37,22.47,29.06,36.55,0,92,124.32,10.25,0,20,13.04,94.41,0,0,4.57,44.92,0,41.65,0,0,0,0,125.97,0,0,0,49.43,0,0,9.86,0,0,118.76,0,21.19

73,18:00-18:15,39.51,682.78,0,0,0,62.24,0,0,0,654.31,0,0,0,2.33,10.54,20.56,0,52.53,348.98,0,0,4.41,0,0,41.58,0,66.85,42.15,20.8,0,140.34,0,0,0,0,70.37,22.47,29.06,36.55,0,92,124.32,4.48,0,20,13.04,94.41,0,0,4.57,44.92,0,41.65,0,0,0,0,125.97,0,0,0,49.43,0,0,9.86,0,0,118.76,0,21.19

74,18:15-18:30,39.51,682.78,0,0,0,62.24,0,0,0,654.31,0,0,0,2.33,10.54,20.56,0,52.53,348.98,0,0,4.41,0,0,41.58,0,66.85,42.15,20.8,0,140.34,0,0,0,0,70.37,22.47,29.06,36.55,0,92,124.32,4.48,0,20,13.04,94.41,0,0,4.57,44.92,0,41.65,0,0,0,0,125.97,0,0,0,49.43,0,0,9.86,0,0,118.76,0,21.19

75,18:30-18:45,39.51,682.78,0,0,0,62.24,0,0,0,654.31,0,0,0,2.33,10.54,20.56,0,52.53,348.98,0,0,35.33,0,0,41.58,0,66.85,42.15,20.8,0,140.34,0,0,0,0,70.37,22.47,29.06,36.55,0,92,124.32,4.48,0,20,13.04,94.41,0,0,4.57,44.92,0,41.65,0,0,0,0,125.97,0,0,0,49.43,0,0,9.86,0,0,118.76,0,21.19

76,18:45-19:00,39.51,682.78,0,0,0,62.24,0,0,0,654.31,0,0,0,2.33,10.54,20.56,0,52.53,348.98,0,0,35.33,0,0,41.58,0,66.85,42.15,20.8,0,140.34,0,0,0,0,70.37,22.47,29.06,36.55,0,92,124.32,5.13,0,20,13.04,94.41,0,0,4.57,44.92,0,41.65,0,0,0,0,125.97,0,0,0,49.43,0,0,9.86,0,2.55,118.76,0,21.19

77,19:00-19:15,39.51,683.14,0,0,0,62.24,0,0,0,654.31,0,0,0,2.33,10.54,20.56,0,52.53,348.98,0,0,4.41,0,0,41.79,0,66.85,42.15,20.8,0,140.34,0,0,0,0,70.37,22.47,29.06,36.55,0,92,124.32,5.13,0,20,13.04,94.41,0,0,4.57,44.92,0,41.65,0,0,0,0,125.97,0,0,0,49.43,0,0,9.86,0,6.36,118.76,0,21.19

78,19:15-19:30,39.51,683.14,0,0,0,62.24,0,0,0,654.31,0,0,0,13.95,10.54,20.56,0,52.53,348.98,0,0,1.33,0,0,41.79,0,66.85,28.09,20.8,0,140.34,0,0,0,0,70.37,22.47,29.06,36.55,0,92,124.32,10.25,0,20,13.04,94.41,0,0,4.57,44.92,0,41.65,0,0,0,0,125.97,0,0,0,49.43,0,0,9.86,0,33.1,118.76,0,21.19

79,19:30-19:45,3.33,683.14,0,0,0,62.24,0,0,0,654.31,0,0,0,69.72,5.27,20.56,0,52.53,348.98,0,0,1.33,0,0,41.79,0,66.85,12.41,20.8,0,116.95,0,0,0,0,70.37,22.47,19.36,27.4,0,92,124.32,5.13,0,20,6.6,94.41,0,0,4.57,44.92,0,41.65,0,0,0,0,125.97,0,0,0,32.96,0,0,8.87,0,33.1,118.76,0,21.19

80,19:45-20:00,1.6,683.14,0,0,0,62.24,0,0,0,654.31,0,0,0,69.72,0,20.56,0,52.53,348.98,0,0,1.33,0,0,41.79,0,66.85,0,20.8,0,116.95,0,0,0,0,70.37,22.47,9.68,18.27,0,92,124.32,5.13,0,20,6.6,94.41,0,0,4.57,44.92,0,41.65,0,0,0,0,125.97,0,0,0,16.48,0,0,8.87,0,33.1,118.76,0,21.19

81,20:00-20:15,1.6,683.14,0,0,0,62.24,0,0,0,654.31,0,0,0,69.72,0,20.56,0,52.53,348.98,0,0,1.33,0,0,42.21,0,66.85,0,20.8,0,93.56,0,0,0,0,70.37,22.47,0,9.13,0,92,124.32,5.13,0,20,1.1,94.41,0,0,4.57,44.92,0,41.65,0,0,0,0,125.97,0,0,0,16.48,0,0,8.87,0,33.1,118.76,0,21.19

82,20:15-20:30,1.6,683.14,0,0,0,46.31,0,0,0,654.31,0,0,0,69.72,0,20.56,0,52.53,348.98,0,0,1.33,0,0,42.21,0,66.85,0,20.8,0,93.56,0,0,0,0,70.37,22.47,0,9.13,0,92,124.32,5.13,0,20,0,94.41,0,0,4.57,44.92,0,41.65,0,0,0,0,125.97,0,0,0,16.48,0,0,8.87,0,33.1,118.76,0,21.19

83,20:30-20:45,1.6,683.14,0,0,0,46.31,0,0,0,654.31,0,0,0,12.78,0,20.56,0,52.53,348.98,0,0,11.59,0,0,42.21,0,66.85,0,20.8,0,70.17,0,0,0,0,70.37,22.47,0,9.13,0,92,124.32,5.13,0,20,0,94.41,0,0,4.57,44.92,0,41.65,0,0,0,0,125.97,0,0,0,16.48,0,0,8.87,0,33.1,118.76,0,21.19

84,20:45-21:00,1.6,683.14,0,0,0,46.31,0,0,0,654.31,0,0,0,2.33,0,20.56,0,52.53,348.98,0,0,11.59,0,0,42.21,0,66.85,0,20.8,0,46.78,0,0,0,0,70.37,22.47,0,9.13,0,92,124.32,5.13,0,20,0,94.41,0,0,4.57,44.92,0,41.65,0,0,0,0,125.97,0,0,0,16.48,0,0,8.87,0,5.09,118.76,0,21.19

85,21:00-21:15,1.6,683.14,0,0,0,30.87,0,0,0,654.31,0,0,0,2.33,0,20.56,0,52.53,348.98,0,0,11.59,0,0,42.63,0,66.85,0,20.8,0,46.78,0,0,0,0,70.37,22.47,0,9.13,0,92,124.32,5.13,0,20,0,94.41,0,0,4.57,44.92,0,41.65,0,0,0,0,125.97,0,0,0,16.48,0,0,8.87,0,2.55,118.76,0,21.19

86,21:15-21:30,1.6,683.14,0,0,0,30.87,0,0,0,654.31,0,0,0,2.33,0,20.56,0,52.53,348.98,0,0,11.59,0,0,42.63,0,66.85,0,20.8,0,23.39,0,0,0,0,70.37,22.47,0,9.13,0,92,124.32,5.13,0,20,0,94.41,0,0,4.57,44.92,0,41.65,0,0,0,0,125.97,0,0,0,16.48,0,0,8.87,0,0,118.76,0,21.19

87,21:30-21:45,1.6,683.14,0,0,0,30.87,0,0,0,654.31,0,0,0,2.33,0,20.56,0,52.53,348.98,0,0,11.59,0,0,42.63,0,66.85,0,20.8,0,23.39,0,0,0,0,70.37,22.47,0,9.13,0,92,124.32,5.13,0,20,0,94.41,0,0,4.57,44.92,0,41.65,0,0,0,0,125.97,0,0,0,16.48,0,0,8.87,0,0,118.76,0,21.19

88,21:45-22:00,1.6,683.14,0,0,0,15.44,0,0,0,654.31,0,0,0,2.33,0,20.56,0,52.53,348.98,0,0,11.59,0,0,42.63,0,66.85,0,20.8,0,0,0,0,0,0,70.37,22.47,0,9.13,0,92,124.32,5.13,0,20,0,94.41,0,0,4.57,44.92,0,41.65,0,0,0,0,125.97,0,0,0,16.48,0,0,8.87,0,0,118.76,0,21.19

89,22:00-22:15,1.6,683.14,0,0,0,15.44,0,0,0,654.31,0,0,0,2.33,0,20.56,0,52.53,348.98,0,0,8.83,0,0,42.63,0,66.85,0,20.8,0,0,0,0,0,0,70.37,22.47,0,9.13,0,92,124.32,5.13,0,20,0,94.41,0,0,4.57,44.92,0,41.65,0,0,0,0,125.97,0,0,0,16.48,0,0,8.87,0,0,118.76,0,21.19

90,22:15-22:30,1.6,683.14,0,0,0,12.28,0,0,0,654.31,0,0,0,2.33,0,20.56,0,52.53,348.98,0,0,8.83,0,0,42.63,0,66.85,0,20.8,0,0,0,0,0,0,70.37,22.47,0,9.13,0,92,124.32,5.13,0,20,0,94.41,0,0,4.57,44.92,0,41.65,0,0,0,0,125.97,0,0,0,16.48,0,0,8.87,0,0,118.76,0,21.19

91,22:30-22:45,1.6,683.14,0,0,0,0,0,0,0,654.31,0,0,0,2.33,0,20.56,0,52.53,348.98,0,0,8.83,0,0,42.63,0,66.85,0,20.8,0,0,0,0,0,0,70.37,22.47,0,9.13,0,92,124.32,5.13,0,20,0,94.41,0,0,4.57,44.92,0,41.65,0,0,0,0,125.97,0,0,0,16.48,0,0,8.87,0,0,118.76,0,21.19

92,22:45-23:00,1.6,683.14,0,0,0,0,0,0,0,654.31,0,0,0,2.33,0,20.56,0,52.53,348.98,0,0,8.83,0,0,42.63,0,66.85,0,20.8,0,0,0,0,0,0,70.37,22.47,0,9.13,0,92,124.32,5.13,0,20,0,94.41,0,0,4.57,44.92,0,41.65,0,0,0,0,125.97,0,0,0,16.48,0,0,8.87,0,0,118.76,0,21.19

93,23:00-23:15,1.6,683.14,0,0,0,0,0,0,0,654.31,0,0,0,2.33,0,20.56,0,52.53,348.98,0,0,5.52,0,0,42.84,0,66.85,0,20.8,0,0,0,0,0,0,70.37,22.47,0,9.13,0,92,124.32,5.13,0,20,0,94.41,0,0,4.57,44.92,0,41.65,0,0,0,0,125.97,0,0,0,16.48,0,0,8.87,0,0,118.76,0,21.19

94,23:15-23:30,1.6,683.14,0,0,0,0,0,0,0,654.31,0,0,0,2.33,0,20.56,0,52.53,348.98,0,0,5.52,0,0,42.84,0,66.85,0,20.8,0,0,0,0,0,0,70.37,22.47,0,9.13,0,92,124.32,5.13,0,20,0,94.41,0,0,4.57,44.92,0,41.65,0,0,0,0,125.97,0,0,0,16.48,0,0,8.87,0,0,118.76,0,21.19

95,23:30-23:45,1.6,683.14,0,0,0,0,0,0,0,654.31,0,0,0,2.33,0,20.56,0,52.53,348.98,0,0,3.31,0,0,42.84,0,66.85,0,20.8,0,0,0,0,0,0,70.37,22.47,0,9.13,0,92,124.32,5.13,0,20,0,98.87,0,0,4.57,44.92,0,41.65,0,0,0,0,125.97,0,0,0,16.48,0,0,8.87,0,0,118.76,0,21.19

96,23:45-24:00,1.6,683.14,0,0,0,0,0,0,0,654.31,0,0,0,2.33,0,20.56,0,52.53,348.98,0,0,4.41,0,0,42.84,0,66.85,0,20.8,0,0,0,0,0,0,70.37,22.47,0,9.13,0,92,124.32,5.13,0,20,0,98.87,0,0,4.57,44.92,0,41.65,0,0,0,0,125.97,0,0,0,16.48,0,0,8.87,0,0,118.76,0,21.19

