Column1,Time,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/06022042/L_NR_2012_07,GNA/NR/2025/07/01/8128,NR/01102023/30042040/GNA_LT_35,NR/01102023/06022042/L_NR_2012_02,GNA/NR/2025/08/01/6209,NR/01102023/19072037/LT-05,NR/01102023/30042040/GNA_LT_36,GNA/NR/2025/07/01/1044,NR/30092023/31122025/SH-07,NR/01102023/31052040/LT-31,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/13082046/L_NR_2021_12,NR/01102023/08032047/L_NR_2021_14,WR/01102023/01102023/L_NR_2020_06,WR/01102023/16072048/L_NR_2022_08,WR/01102023/30052048/L_NR_2022_10,WR/01102023/01102023/L_NR_2022_09,L_NR_2019_19,NR/22102023/11042047/L_NR_2021_16,NR/22102023/11042047/L_NR_2021_17,GNARE/SR/2025/08/20/5464,NR/26072023/25122043/L_NR_2023_10,GNARE/SR/2025/01/13/4532,NR/01102023/02122045/L_NR_2021_13,GNARE/NR/2024/12/20/3668,NR/01102023/25072045/L_NR_2021_15,NR/26072023/31072042/L_NR_2023_07,GNA/NR/2025/08/01/5784,NR/01102023/31102037/L_NR_2019_11,NR/01102023/22052037/LT-59,NR/30092023/26122029/SH-06,GNA/NR/2025/08/01/3698,GNA/NR/2025/08/01/2414,GNA/NR/2025/08/01/6475,GNA/NR/2025/08/01/1196,GNA/NR/2025/08/01/5126,GNA/NR/2025/08/01/4125,GNA/NR/2025/08/01/6452,GNA/NR/2025/08/01/4452,GNA/NR/2025/08/01/6187,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2025/06/07/5932,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2025/07/01/2952,WR/01102023/24112044/L_NR_2020_07,WR/01102023/31032046/L_NR_2020_05,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/29112042/L_NR_2019_05,WR/01102023/29112042/RUMS(L_NR_2019_07)
67,16:30-16:45,29.27,67.12,12.69,8.45,130.5,96.53,70.4,6.53,4.61,0,8.45,19.22,106.07,43,6.67,6.67,13.34,13.33,32.9,50,25,0,40,32.19,21.22,41.1,21,0,96.53,0,0,0,14.62,48.26,20.83,19.31,24.13,14.62,24.13,15.3,29.03,9.83,-0,271.49,100.56,8.54,6.67,19.99,33,33,8

68,16:45-17:00,29.27,67.12,12.69,7.21,130.54,96.53,70.4,5.58,4.61,0,7.21,19.22,93.27,37,6.67,6.67,13.34,13.33,28.46,43,22,0,36,30.12,18.66,37.03,18,0,96.53,0,0,0,14.62,48.26,20.83,19.31,24.13,14.62,24.13,15.3,29.03,9.83,-0,271.49,100.56,8.54,6.67,19.99,33,33,5

69,17:00-17:15,29.77,87.07,12.69,6.01,130.61,96.53,70.4,4.65,4.61,0,6.01,19.22,82.56,33,6.67,6.67,13.34,13.33,24.02,37,18,0,30,27.73,16.51,32.27,12,0,96.53,0,0,0,14.62,48.26,20.83,19.31,24.13,14.62,24.13,15.3,29.03,9.83,-0,271.49,100.56,8.54,6.67,19.99,33,33,2

70,17:15-17:30,29.77,87.07,12.69,4.92,130.61,96.53,70.4,3.8,4.61,0,4.92,19.22,72.13,29,6.67,6.67,13.34,13.33,19.63,30,15,0,25,25.01,14.43,27.67,9,0,96.53,0,0,0,14.62,48.26,20.83,19.31,24.13,14.62,24.13,15.3,29.03,9.83,-0,271.49,100.56,8.54,6.67,19.99,33,33,0

71,17:30-17:45,29.77,87.07,12.69,3.89,130.61,96.53,64.4,3,4.61,0,3.89,19.22,63.82,18,6.67,11.67,13.34,13.33,15.13,23,12,0,21,35.81,12.76,22.93,8,0,96.53,0,0,0,14.62,48.26,20.83,19.31,24.13,14.62,24.13,15.3,29.03,9.83,-0,271.49,100.56,8.54,6.67,19.99,24.65,25.7,0

72,17:45-18:00,29.77,87.07,12.69,3.07,130.61,96.53,64.4,2.37,4.61,0,3.07,19.22,51.41,15,6.67,11,13.34,13.33,10.82,17,9,0,16,35.41,10.28,17.97,7,0,96.53,0,0,0,14.62,48.26,20.83,19.31,24.13,14.62,24.13,15.3,29.03,9.83,-0,271.49,100.56,8.54,6.67,19.99,14.63,15.24,0

73,18:00-18:15,29.27,87.07,12.69,2.23,130.61,48.26,64.4,1.73,4.61,0,2.23,19.22,39.72,10,11.67,10,29.34,29.33,6.73,13,7,0,10,38.25,7.94,14,5,0,96.53,0,0,0,14.62,48.26,20.83,0,24.13,14.62,24.13,0,29.03,9.83,-0,271.49,100.56,8.54,11.67,34.99,0,0,0

74,18:15-18:30,29.27,87.07,12.69,1.67,130.61,48.26,64.4,1.28,4.61,0,1.67,19.22,28.04,7,11.67,9.33,28.34,28.33,3.18,9,5,0,6,37.08,5.61,10.13,3,0,96.53,0,0,0,14.62,48.26,20.83,0,24.13,14.62,24.13,0,29.03,9.83,-0,271.49,100.56,8.54,11.67,34.99,0,0,0

75,18:30-18:45,29.27,87.07,12.69,0,130.61,48.26,115.83,0,4.61,0,0,19.22,18.48,3,7.5,6,13.34,13.33,0.58,6,3,0,3,35.19,3.7,4.53,1,0,96.53,0,0,0,14.62,48.26,20.83,0,24.13,14.62,24.13,0,29.03,9.83,-0,271.49,100.56,8.54,7.5,22.5,0,0,0

76,18:45-19:00,29.27,87.07,12.69,0,130.61,48.26,115.83,0,4.61,0,0,19.22,8.17,2,7.5,6,13.34,13.33,0,3,2,0,2,41.77,1.64,1.83,0,0,96.53,0,0,0,14.62,48.26,20.83,0,24.13,14.62,24.13,0,29.03,9.83,-0,271.49,100.56,8.54,7.5,22.5,0,0,0

77,19:00-19:15,30.27,87.07,12.69,0,130.61,48.26,115.83,0,4.61,0,0,19.22,2.82,1,7.5,6,13.34,13.33,0,1,1,174,1,44.31,0.57,1.07,0,0,96.53,0,0,0,14.62,48.26,20.83,0,24.13,14.62,24.13,0,29.03,9.6,-0,271.49,100.56,8.54,7.5,22.5,0,0,0

78,19:15-19:30,30.27,87.07,12.69,0,130.61,48.26,115.83,0,4.61,0,0,19.22,0.47,0,7.5,6,13.34,13.33,0,0,0,174,0,44.15,0.1,0.43,0,0,96.53,0,0,0,14.62,48.26,20.83,0,24.13,14.62,24.13,0,29.03,9.6,-0,271.49,100.56,8.54,7.5,22.5,0,0,0

79,19:30-19:45,30.27,87.07,12.69,0,130.61,48.26,115.83,0,4.61,0,0,19.22,0,0,7.5,6,20,20,0,0,0,174,0,44.7,0,0.1,0,0,96.53,0,0,0,14.62,48.26,20.83,0,24.13,14.62,24.13,0,29.03,9.6,-0,271.49,100.56,8.54,7.5,22.5,0,0,0

80,19:45-20:00,29.77,87.07,12.69,0,130.61,48.26,115.83,0,4.61,0,0,19.22,0,0,7.5,6,19.34,19.33,0,0,0,174,0,44.95,0,0,0,0,96.53,0,0,0,14.62,48.26,20.83,0,24.13,14.62,24.13,0,29.03,9.6,-0,271.49,100.56,8.54,7.5,22.5,0,0,0

81,20:00-20:15,29.77,87.07,12.69,0,130.61,48.26,115.83,0,4.61,0,0,19.22,0,0,7.5,5,11.07,11.08,0,0,0,174,0,40.57,0,0,0,0,96.53,0,0,0,14.62,48.26,20.83,0,24.13,14.62,24.13,0,29.03,9.36,-0,271.49,100.56,8.54,7.5,22.5,0,0,0

82,20:15-20:30,29.27,87.07,12.69,0,130.61,48.26,115.83,0,4.61,0,0,19.22,0,0,7.5,5,10.65,10.66,0,0,0,174,0,38.25,0,0,0,0,96.53,0,0,0,14.62,48.26,20.83,0,24.13,14.62,24.13,0,29.03,9.36,-0,271.49,100.56,8.54,7.5,22.5,0,0,0

83,20:30-20:45,29.27,87.07,12.69,0,130.61,48.26,115.83,0,4.61,0,0,19.22,0,0,7.5,5,10.32,10.31,0,0,0,174,0,30.01,0,0,0,0,96.53,0,0,0,14.62,48.26,20.83,0,24.13,14.62,24.13,0,29.03,9.36,-0,271.49,100.56,8.54,7.5,22.5,0,0,0

84,20:45-21:00,28.77,87.07,12.69,0,130.61,48.26,115.83,0,4.61,0,0,19.22,0,0,7.5,5,9.93,9.92,0,0,0,174,0,29.61,0,0,0,0,96.53,0,0,0,14.62,48.26,20.83,0,24.13,14.62,24.13,0,29.03,9.36,-0,271.49,100.56,8.54,7.5,22.5,0,0,0

85,21:00-21:15,28.77,87.07,12.69,0,130.61,48.26,115.83,0,4.61,0,0,19.22,0,0,5.83,3.33,6.66,6.67,0,0,0,174,0,14.81,0,0,0,0,96.53,0,0,0,14.62,48.26,20.83,0,24.13,14.62,24.13,0,29.03,9.07,-0,271.49,100.56,8.54,5.83,17.51,0,0,0

86,21:15-21:30,28.25,87.07,12.69,0,130.61,48.26,115.83,0,4.61,0,0,19.22,0,0,5.83,3.33,6.66,6.67,0,0,0,174,0,14.61,0,0,0,0,96.53,0,0,0,14.62,48.26,20.83,0,24.13,14.62,24.13,0,29.03,9.07,-0,271.49,100.56,8.54,5.83,17.51,0,0,0

87,21:30-21:45,27.25,87.07,12.69,0,130.61,48.26,115.83,0,5.92,0,0,19.22,0,0,5.83,3.33,6.66,6.67,0,0,0,174,0,8,0,0,0,0,96.53,0,0,0,14.62,48.26,20.83,0,24.13,14.62,24.13,0,29.03,9.07,-0,271.49,100.56,8.54,5.83,17.51,0,0,0

88,21:45-22:00,27.25,87.07,12.69,0,130.61,48.26,115.83,0,5.92,0,0,19.22,0,0,5.83,3.33,6.66,6.67,0,0,0,174,0,8,0,0,0,0,96.53,0,0,0,14.62,48.26,20.83,0,24.13,14.62,24.13,0,29.03,9.07,-0,271.49,100.56,8.54,5.83,17.51,0,0,0

89,22:00-22:15,27.25,87.07,12.69,0,130.61,48.26,115.83,0,5.92,0,0,15.54,0,0,5.83,3.33,6.66,6.67,0,0,0,174,0,8,0,0,0,0,96.53,0,0,0,14.62,48.26,20.83,0,24.13,14.62,24.13,0,29.03,8.89,-0,271.49,100.56,8.54,5.83,17.51,0,0,0

90,22:15-22:30,27.25,87.07,12.69,0,130.61,48.26,115.83,0,5.92,0,0,15.54,0,0,5.83,3.33,6.66,6.67,0,0,0,174,0,8,0,0,0,0,96.53,0,0,0,14.62,48.26,20.83,0,24.13,14.62,24.13,0,29.03,8.89,-0,271.49,100.56,8.54,5.83,17.51,0,0,0

91,22:30-22:45,28.26,87.07,12.69,0,130.61,48.26,115.83,0,5.92,0,0,15.54,0,0,5.83,3.33,6.66,6.67,0,0,0,174,0,8,0,0,0,0,96.53,0,0,0,14.62,48.26,20.83,0,24.13,14.62,24.13,0,29.03,8.89,-0,271.49,100.56,8.54,5.83,17.51,0,0,0

92,22:45-23:00,28.26,87.07,12.69,0,130.61,48.26,115.83,0,5.92,0,0,15.54,0,0,5.83,3.33,6.66,6.67,0,0,0,174,0,8,0,0,0,0,96.53,0,0,0,14.62,48.26,20.83,0,24.13,14.62,24.13,0,29.03,8.89,-0,271.49,100.56,8.54,5.83,17.51,0,0,0

93,23:00-23:15,27.25,87.07,12.69,0,130.61,48.26,115.83,0,5.92,0,0,15.54,0,0,5.83,3.33,6.66,6.67,0,0,0,174,0,8,0,0,0,0,96.53,0,0,0,14.62,48.26,20.83,0,24.13,14.62,24.13,0,29.03,8.71,-0,271.49,100.56,8.54,5.83,17.51,0,0,0

94,23:15-23:30,27.25,87.07,12.69,0,130.61,48.26,115.83,0,5.92,0,0,15.54,0,0,5.83,3.33,6.66,6.67,0,0,0,174,0,8,0,0,0,0,96.53,0,0,0,14.62,48.26,20.83,0,24.13,14.62,24.13,0,29.03,8.71,-0,271.49,100.56,8.54,5.83,17.51,0,0,0

95,23:30-23:45,27.25,87.07,12.69,0,130.61,48.26,115.83,0,5.92,0,0,15.54,0,0,5.83,3.33,6.66,6.67,0,0,0,174,0,8,0,0,0,0,96.53,0,0,0,14.62,48.26,20.83,0,24.13,14.62,24.13,0,29.03,8.71,-0,271.49,100.56,8.54,5.83,17.51,0,0,0

96,23:45-24:00,27.25,87.07,12.69,0,130.61,48.26,115.83,0,5.92,0,0,15.54,0,0,5.83,3.33,6.66,6.67,0,0,0,174,0,8,0,0,0,0,96.53,0,0,0,14.62,48.26,20.83,0,24.13,14.62,24.13,0,29.03,8.71,-0,271.49,100.56,8.54,5.83,17.51,0,0,0

