Block,Time,RAMPUR,RIHAND3,SASAN,UNCHAHAR1,FSTPP I & II,CHAMERA2,KOTESHWR,UNCHAHAR3,KHSTPP-II,URI2,TALA,RIHAND1,AURY_GF,RIHAND2,KHSTPP-I,BRBCL,PARBATI3,JHAJJAR,NAPP,RAPPB,TANAKPUR,DADRI_GF,DADRI_RF,ANTA_GF,AURY_RF,AURY_CRF,DADRT2,UNCHAHAR2,CHAMERA1,ANTA_LF,ANTA_CRF,NJPC,ANTA_RF,DADRI_CRF,TANDA2,BSIUL,DULHASTI,KISHANGANGA,SEWA2,DHAULIGNGA,CHAMERA3,TEHRI,SINGRAULI_HYDRO,KOLDAM,SALAL,URI,AURY_LF,DADRI_LF,RAPPC,SINGRAULI,UNCHAHAR4,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
1,00:00-00:15,3.319997,126.231783,396.195953,21.876421,11.059564,46.884784,9.472608,26.718603,140.021101,33.984178,0.000000,51.602446,0.000000,120.238146,44.853991,17.775817,4.129830,466.374748,48.873298,0.000000,2.972022,0.000000,0.000000,0.000000,0.000000,0.000000,608.512605,43.411234,40.744549,0.000000,0.000000,86.176943,0.000000,0.000000,5.179665,18.910972,57.204862,5.375272,18.174556,10.497254,33.671372,18.486701,0.753706,6.724464,76.732992,33.617959,0.000000,0.000000,66.538227,144.994318,2.987103,0,0,0,0,0

2,00:15-00:30,2.501163,126.231783,396.951188,21.876421,11.059564,46.884784,9.472608,26.718603,143.361610,33.984178,0.000000,51.602446,0.000000,120.238146,44.853991,18.525010,4.129830,466.374748,48.873298,0.000000,2.972022,0.000000,0.000000,0.000000,0.000000,0.000000,665.491696,43.411234,40.744549,0.000000,0.000000,64.632707,0.000000,0.000000,5.179665,18.910972,57.204862,5.375272,18.174556,10.497254,33.671372,18.486701,0.753706,6.724464,76.732992,33.617959,0.000000,0.000000,66.538227,144.994318,2.987103,0,0,0,0,0

3,00:30-00:45,2.501163,126.232379,396.951188,21.876421,11.059564,46.884784,9.472608,26.718603,143.361610,33.984178,0.000000,51.603188,0.000000,120.242976,44.853991,19.157625,4.129830,466.374748,48.873298,0.000000,2.972022,0.000000,0.000000,0.000000,0.000000,0.000000,665.491696,43.411234,40.744549,0.000000,0.000000,64.632707,0.000000,0.000000,5.179665,18.910972,57.204862,5.375272,18.174556,10.497254,33.671372,18.486701,0.753706,6.724464,76.732992,33.617959,0.000000,0.000000,66.538227,144.994318,2.987103,0,0,0,0,0

4,00:45-01:00,2.501163,126.232379,396.951188,21.876421,11.059564,46.884784,9.472608,26.718603,143.361610,33.984178,0.000000,51.603188,0.000000,120.242976,44.853991,16.730335,4.129830,466.374748,48.873298,0.000000,2.972022,0.000000,0.000000,0.000000,0.000000,0.000000,665.491696,43.411234,40.744549,0.000000,0.000000,64.632707,0.000000,0.000000,5.179665,18.910972,57.204862,5.375272,18.174556,10.497254,33.671372,9.243350,0.753706,6.724464,76.732992,33.617959,0.000000,0.000000,66.538227,144.994318,2.987103,0,0,0,0,0

5,01:00-01:15,2.501163,126.232379,396.951188,21.876421,11.059564,46.884784,9.472608,26.718603,91.266147,33.984178,0.000000,51.603188,0.000000,120.242976,44.853991,16.005849,4.129830,466.064051,48.873298,0.000000,2.972022,0.000000,0.000000,0.000000,0.000000,0.000000,665.491696,43.411234,40.744549,0.000000,0.000000,64.632707,0.000000,0.000000,5.179665,18.910972,57.204862,5.375272,18.174556,10.497254,33.671372,0.000000,0.753706,6.724464,76.732992,33.617959,0.000000,0.000000,66.538227,144.994318,2.987103,0,0,0,0,0

6,01:15-01:30,2.501163,126.232379,396.951188,21.876421,11.059564,46.884784,9.472608,26.718603,91.266147,33.984178,0.000000,51.603188,0.000000,120.242976,44.853991,14.239412,4.129830,432.704394,48.873298,0.000000,2.972022,0.000000,0.000000,0.000000,0.000000,0.000000,633.479187,43.411234,40.744549,0.000000,0.000000,64.632707,0.000000,0.000000,5.179665,18.910972,57.204862,5.375272,18.174556,10.497254,33.671372,0.000000,0.753706,6.724464,76.732992,33.617959,0.000000,0.000000,66.538227,144.994318,2.987103,0,0,0,0,0

7,01:30-01:45,2.501163,126.232379,396.951188,21.876421,11.059564,46.884784,9.472608,26.718603,91.266147,33.984178,0.000000,51.603188,0.000000,120.242976,44.853991,16.114664,4.129830,405.482122,48.873298,0.000000,2.972022,0.000000,0.000000,0.000000,0.000000,0.000000,625.966381,43.411234,40.744549,0.000000,0.000000,64.632707,0.000000,0.000000,5.179665,12.607315,57.204862,5.375272,18.174556,10.497254,33.671372,0.000000,0.753706,6.724464,76.732992,33.617959,0.000000,0.000000,66.538227,144.994318,2.987103,0,0,0,0,0

8,01:45-02:00,2.501163,126.232379,396.951188,21.876421,11.059564,46.884784,9.472608,26.718603,91.266147,33.984178,0.000000,51.603188,0.000000,120.242976,44.853991,15.723376,4.129830,386.148122,48.873298,0.000000,2.972022,0.000000,0.000000,0.000000,0.000000,0.000000,607.599081,43.411234,40.744549,0.000000,0.000000,64.632707,0.000000,0.000000,5.179665,12.607315,57.204862,5.375272,18.174556,10.497254,22.424960,0.000000,0.753706,6.724464,76.732992,33.617959,0.000000,0.000000,66.538227,144.994318,2.987103,0,0,0,0,0

9,02:00-02:15,2.501163,126.232379,396.951188,21.876421,11.059564,46.884784,9.472608,26.718603,91.266147,33.984178,0.000000,51.603188,0.000000,120.242976,44.853991,16.221158,0.000000,366.814122,48.873298,0.000000,2.972022,0.000000,0.000000,0.000000,0.000000,0.000000,594.065281,43.411234,40.744549,0.000000,0.000000,64.632707,0.000000,0.000000,5.179665,12.607315,57.204862,5.375272,18.174556,10.497254,22.424960,0.000000,0.753706,6.724464,76.732992,33.617959,0.000000,0.000000,66.538227,144.994318,2.987103,0,0,0,0,0

10,02:15-02:30,2.501163,126.232379,396.951188,21.876421,11.059564,46.884784,9.472608,26.718603,91.266147,33.984178,0.000000,51.603188,0.000000,120.242976,44.853991,18.487193,0.000000,332.630450,48.873298,0.000000,2.972022,0.000000,0.000000,0.000000,0.000000,0.000000,594.065281,43.411234,40.744549,0.000000,0.000000,64.632707,0.000000,0.000000,5.179665,12.607315,57.204862,5.375272,18.174556,10.497254,22.424960,0.000000,0.753706,6.724464,76.732992,33.617959,0.000000,0.000000,66.538227,144.994318,2.987103,0,0,0,0,0

11,02:30-02:45,2.501163,126.232379,396.951188,21.876421,11.059564,46.884784,9.472608,26.718603,91.266147,33.984178,0.000000,51.603188,0.000000,120.242976,44.853991,17.197560,0.000000,323.312622,48.873298,0.000000,3.591194,0.000000,0.000000,0.000000,0.000000,0.000000,594.065281,43.411234,40.744549,0.000000,0.000000,64.632707,0.000000,0.000000,5.179665,12.607315,57.204862,5.375272,18.174556,10.497254,22.424960,0.000000,0.753706,4.482977,76.732992,33.617959,0.000000,0.000000,66.538227,144.994318,2.987103,0,0,0,0,0

12,02:45-03:00,2.501163,126.232379,396.951188,21.876421,11.059564,46.884784,9.472608,26.718603,91.266147,33.984178,0.000000,51.603188,0.000000,120.242976,44.853991,15.323922,0.000000,299.145122,48.873298,0.000000,3.591194,0.000000,0.000000,0.000000,0.000000,0.000000,594.065281,43.411234,40.744549,0.000000,0.000000,64.632707,0.000000,0.000000,5.179665,12.607315,57.204862,5.375272,18.174556,10.497254,22.424960,0.000000,0.753706,4.482977,76.732992,33.617959,0.000000,0.000000,66.538227,144.994318,2.987103,0,0,0,0,0

13,03:00-03:15,2.501163,126.232379,396.951188,21.876421,11.059564,46.884784,9.472608,26.718603,91.266147,33.984178,0.000000,51.603188,0.000000,120.242976,44.853991,14.846410,0.000000,264.961450,48.873298,0.000000,3.591194,0.000000,0.000000,0.000000,0.000000,0.000000,594.065281,43.411234,40.744549,0.000000,0.000000,64.632707,0.000000,0.000000,5.179665,12.607315,57.204862,5.375272,18.174556,10.497254,22.424960,0.000000,0.753706,4.482977,80.877989,39.487762,0.000000,0.000000,66.538227,144.994318,2.987103,0,0,0,0,0

14,03:15-03:30,4.109054,126.232379,396.951188,19.418973,11.059564,46.884784,9.472608,24.104084,91.266147,33.984178,0.000000,51.603188,0.000000,120.242976,44.853991,16.185358,0.000000,226.293450,48.873298,0.000000,3.591194,0.000000,0.000000,0.000000,0.000000,0.000000,594.065281,43.411234,40.744549,0.000000,0.000000,106.428525,0.000000,0.000000,5.179665,12.607315,57.204862,5.375272,18.174556,10.497254,22.424960,0.000000,0.753706,4.482977,80.877989,39.487762,0.000000,0.000000,66.538227,144.994318,2.987103,0,0,0,0,0

15,03:30-03:45,4.109054,126.232379,396.951188,19.418973,11.059564,46.884784,9.472608,24.104084,91.266147,33.984178,0.000000,51.603188,0.000000,120.242976,44.853991,15.077753,0.000000,202.125950,48.873298,0.000000,3.591194,0.000000,0.000000,0.000000,0.000000,0.000000,562.869969,43.411234,40.744549,0.000000,0.000000,106.428525,0.000000,0.000000,5.179665,12.607315,57.204862,5.375272,18.174556,10.497254,22.424960,0.000000,0.753706,4.482977,80.877989,39.487762,0.000000,0.000000,66.538227,144.994318,2.987103,0,0,0,0,0

16,03:45-04:00,5.136317,126.232379,396.951188,19.418973,11.059564,46.884784,9.472608,24.104084,91.266147,33.984178,0.000000,51.603188,0.000000,120.242976,44.853991,16.314038,0.000000,177.958450,48.873298,0.000000,3.591194,0.000000,0.000000,0.000000,0.000000,0.000000,562.869969,38.803628,40.744549,0.000000,0.000000,133.035656,0.000000,0.000000,5.179665,12.607315,57.204862,5.375272,18.174556,10.497254,22.424960,0.000000,0.753706,4.482977,80.877989,33.617959,0.000000,0.000000,66.538227,144.994318,2.987103,0,0,0,0,0

17,04:00-04:15,5.136317,126.232379,396.951188,19.418973,11.059564,46.884784,9.472608,24.104084,91.266147,33.984178,0.000000,51.603188,0.000000,120.242976,44.853991,16.634631,0.000000,177.958450,48.873298,0.000000,3.591194,0.000000,0.000000,0.000000,0.000000,0.000000,514.534969,38.803628,40.744549,0.000000,0.000000,133.035656,0.000000,0.000000,5.179665,12.607315,57.204862,5.375272,18.174556,10.497254,22.424960,0.000000,0.753706,4.482977,80.877989,33.617959,0.000000,0.000000,66.538227,144.994318,2.987103,0,0,0,0,0

