Block,Time,URI,URI2,RIHAND2,RIHAND3,SEWA2,SINGRAULI,TANAKPUR,TEHRI,UNCHAHAR1,UNCHAHAR3,SALAL,SINGRAULI_HYDRO,UNCHAHAR2,UNCHAHAR4,TANDA2,NAPP,PARBATI3,RAMPUR,RAPPB,RIHAND1,CHAMERA1,CHAMERA2,DADRT2,DULHASTI,JHAJJAR,KISHANGANGA,KOTESHWR,KOLDAM,NJPC,RAPPC,CHAMERA3,DHAULIGNGA,BSIUL,ANTA_GF,ANTA_RF,ANTA_LF,ANTA_CRF,DADRI_GF,DADRI_RF,DADRI_LF,DADRI_CRF,AURY_GF,AURY_RF,AURY_LF,AURY_CRF,NTPL,RSTPSU1TO6,RSTPSU7,KGSU1AND2,KGSU3AND4,KKNP,KKNPPU2,KUDGI,MAPS,NLCEXP,NLCIIST1,NLCIIST2,NLCTS2EXP,NNTPP,SIMHST1,SIMHST2,TALST2,TelanganaSTPP,VALLURNTECL,FSTPP I & II,KHSTPP-I,KHSTPP-II,TALA,BRBCL,SASAN
1,00:00-00:15,36.432,37.89052,124.384996,130.580717,0,148.982313,12.1695,0,22.630299,27.63898,70.882,1.169503,21.929378,3.094586,5.534085,49.506309,16.783217,6.745515,0,96.955943,42.14808,48.499829,548.715948,59.175403,321.666244,8.340651,0,10.235073,179.962454,68.158761,34.831253,43.536137,6.5208,0,50.572739,0,0,0,77.397222,0,0,0,59.521758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.700603,44.311,49.434125,4.41,15.000018,279

2,00:15-00:30,36.432,37.89052,124.384996,130.580717,0,148.982313,12.1695,0,22.630299,27.63898,70.882,1.169503,21.929378,3.094586,5.534085,49.506309,16.783217,6.745515,0,96.955943,42.14808,48.499829,548.715948,59.175403,321.666244,8.340651,0,10.235073,179.962454,68.158761,34.831253,43.536137,6.5208,0,50.572739,0,0,0,77.397222,0,0,0,59.521758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.700603,44.311,49.434125,4.41,15.000018,279

3,00:30-00:45,34.776,37.89052,124.384996,130.580717,0,148.982313,12.1695,0,22.630299,27.63898,70.882,1.169503,21.929378,3.094586,5.534085,49.506309,16.783217,6.745515,0,96.955943,42.14808,48.499829,548.715948,59.175403,321.666244,8.340651,0,10.235073,179.962454,68.158761,34.831253,43.536137,6.5208,0,50.572739,0,0,0,77.397222,0,0,0,59.521758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.700603,44.311,49.434125,4.41,15.000018,279

4,00:45-01:00,34.776,37.89052,124.384996,130.580717,0,148.982313,12.1695,0,22.630299,27.63898,70.882,1.169503,21.929378,3.094586,5.534085,49.506309,16.783217,6.745515,0,96.955943,42.14808,48.499829,548.715948,59.175403,321.666244,8.340651,0,10.235073,179.962454,68.158761,34.831253,43.536137,6.5208,0,50.572739,0,0,0,77.397222,0,0,0,59.521758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.700603,44.311,49.434125,4.41,15.000018,279

5,01:00-01:15,34.776,37.89052,124.384996,130.580717,0,148.982313,10.8885,0,22.630299,27.63898,70.882,1.169503,21.929378,3.094586,5.534085,49.506309,16.783217,6.745515,0,96.955943,42.14808,48.499829,548.715948,59.175403,321.666244,8.340651,0,10.235073,179.962454,68.158761,34.831253,43.536137,13.0416,0,51.224449,0,0,0,77.397222,0,0,0,59.521758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.700603,44.311,49.434125,4.116,15.000018,279

