Block,Time,DHAULIGNGA,KHSTPP-I,TANAKPUR,UNCHAHAR3,DADRI_GF,DADRI_LF,KGSU3AND4,KISHANGANGA,KUDGI,NLCIIST2,PARBATI3,RIHAND2,SALAL,SIMHST1,SIMHST2,TALA,ANTA_LF,ANTA_RF,AURY_LF,CHAMERA1,KKNPPU2,NAPP,NJPC,RIHAND3,SEWA2,SINGRAULI,UNCHAHAR2,AURY_GF,NNTPP,RIHAND1,UNCHAHAR4,AURY_RF,DADRI_RF,CHAMERA2,CHAMERA3,JHAJJAR,KHSTPP-II,MAPS,RAPPD,SINGRAULI_HYDRO,TALST2,TEHRIPSP,ANTA_CRF,BRBCL,FSTPP I & II,KGSU1AND2,KOTESHWR,RAPPB,RAPPC,ANTA_GF,AURY_CRF,BSIUL,DADRT2,DULHASTI,KKNP,KOLDAM,NLCIIST1,PARBATI2,RSTPSU7,SASAN,NLCEXP,NLCTS2EXP,NTPL,RAMPUR,RSTPSU1TO6,TANDA2,TEHRI,TelanganaSTPP,UNCHAHAR1,URI,URI2,VALLURNTECL,DADRI_CRF
57,14:00-14:15,0,36.42,11.91,27.69,0,0,0,7.05,0,0,20.82,125.27,80.18,0,0,19.17,0,46.78,0,42.15,0,24.23,175.79,130.84,0,149.89,45,0,0,98.32,3.22,76.62,79.04,47.12,33.94,667.25,148.3,0,0,0.93,0,0,0,24.99,20.8,0,10.14,0,65.42,0,0,13.04,689.38,55.38,0,8.62,0,0,0,344.25,0,0,0,5.7,0,5.73,0,0,21.65,33.12,24.94,0,0

58,14:15-14:30,0,36.42,11.91,27.69,0,0,0,7.05,0,0,20.82,125.27,80.18,0,0,19.17,0,46.78,0,42.15,0,24.23,175.79,130.84,0,149.89,45,0,0,98.32,3.22,76.62,79.04,47.12,33.94,667.25,148.3,0,0,0.93,0,0,0,24.99,20.8,0,10.14,0,65.42,0,0,13.04,689.38,55.38,0,8.62,0,0,0,344.25,0,0,0,5.7,0,5.73,0,0,21.65,33.12,24.94,0,0

59,14:30-14:45,0,37.63,11.91,27.69,0,0,0,7.05,0,0,20.82,125.27,80.18,0,0,19.17,0,46.78,0,42.15,0,24.23,175.79,130.84,0,149.89,45,0,0,98.32,3.22,76.62,79.04,47.12,33.94,667.25,148.3,0,0,0.93,0,0,0,24.99,20.8,0,10.14,0,65.42,0,0,13.04,689.38,55.38,0,8.62,0,0,0,344.25,0,0,0,5.7,0,5.73,0,0,21.65,33.12,28.06,0,0

60,14:45-15:00,0,37.63,11.91,27.69,0,0,0,7.05,0,0,20.82,125.27,80.18,0,0,19.17,0,46.78,0,42.15,0,24.23,175.79,130.84,0,149.89,45,0,0,98.32,3.22,76.62,79.04,47.12,33.94,667.25,148.3,0,0,0.93,0,0,0,24.99,20.8,0,10.14,0,65.42,0,0,13.04,689.38,55.38,0,8.62,0,0,0,344.25,0,0,0,5.7,0,5.73,0,0,21.65,33.12,28.06,0,0

61,15:00-15:15,0,38.84,11.91,27.69,0,0,0,7.05,0,0,32.71,125.27,80.18,0,0,19.17,0,46.78,0,42.15,0,24.23,175.79,130.84,0,149.89,45,0,0,98.32,3.22,76.62,79.04,47.12,33.94,667.25,148.3,0,0,0.93,0,0,0,24.99,20.8,0,10.14,0,65.42,0,0,13.04,689.38,55.38,0,8.62,0,0,0,344.25,0,0,0,5.7,0,5.73,0,0,21.65,33.12,28.06,0,0

62,15:15-15:30,0,38.84,11.91,27.69,0,0,0,7.05,0,0,32.71,125.27,80.18,0,0,19.17,0,46.78,0,42.15,0,24.23,175.79,130.84,0,149.89,45,0,0,98.32,3.22,76.62,79.04,47.12,33.94,667.25,148.3,0,0,0.93,0,0,0,24.99,20.8,0,10.14,0,65.42,0,0,13.04,689.38,55.38,0,8.62,0,0,0,344.25,0,0,0,5.7,0,5.73,0,0,21.65,33.12,28.06,0,0

63,15:30-15:45,0,40.06,11.91,27.69,0,0,0,7.05,0,0,32.71,125.27,79.6,0,0,20.93,0,46.78,0,42.15,0,24.23,175.79,130.84,0,149.89,45,0,0,98.32,3.22,76.62,79.04,47.12,33.94,667.25,148.3,0,0,0.93,0,0,0,24.99,20.8,0,10.14,0,65.42,0,0,13.04,689.38,55.38,0,8.62,0,0,0,344.25,0,0,0,5.7,0,5.73,14.65,0,21.65,33.12,28.06,0,0

64,15:45-16:00,0,40.06,11.91,27.69,0,0,0,7.05,0,0,22.3,125.27,79.6,0,0,20.05,0,46.78,0,42.15,0,24.23,175.79,130.84,0,149.89,45,0,0,98.32,3.22,76.62,79.04,47.12,33.94,667.25,148.3,0,0,0.93,0,0,0,24.99,20.8,0,10.14,0,65.42,0,0,13.04,689.38,55.38,0,8.62,0,0,0,344.25,0,0,0,5.7,0,5.73,43.95,0,21.65,33.12,28.06,0,0

65,16:00-16:15,0,41.27,11.91,27.69,0,0,0,7.05,0,0,22.3,125.27,79.6,0,0,19.9,0,46.15,0,42.15,0,24.23,175.79,130.84,0,149.89,45,0,0,98.32,3.22,76.62,79.04,47.12,33.94,667.25,148.3,0,0,0.93,0,0,0,24.99,20.8,0,10.14,0,65.42,0,0,13.04,549.38,55.38,0,8.62,0,0,0,344.25,0,0,0,5.7,0,5.73,58.59,0,21.65,33.12,28.06,0,0

66,16:15-16:30,0,41.27,11.91,27.69,0,0,0,7.05,0,0,22.3,125.27,79.6,0,0,19.9,0,46.15,0,42.15,0,24.23,175.79,130.84,0,149.89,45,0,0,98.32,3.22,76.62,79.04,47.12,33.94,667.25,148.3,0,0,0.93,0,0,0,24.99,20.8,0,10.14,0,65.42,0,0,13.04,549.38,55.38,0,8.62,0,0,0,344.25,0,0,0,5.7,0,5.73,58.59,0,21.65,33.12,28.06,0,0

67,16:30-16:45,0,42.49,10.37,27.69,0,0,0,7.05,0,0,19.32,125.27,79.6,0,0,13.43,0,45.51,0,42.15,0,24.23,175.79,130.84,0,149.89,45,0,0,98.32,3.22,76.62,79.04,47.12,33.94,667.25,148.3,0,0,0.93,0,0,0,24.99,20.8,0,10.14,0,65.42,0,0,13.04,549.38,55.38,0,8.62,0,0,0,344.25,0,0,0,5.7,0,5.73,58.59,0,21.65,33.12,28.06,0,0

68,16:45-17:00,0,42.49,10.37,27.69,0,0,0,7.05,0,0,19.32,125.27,79.6,0,0,13.43,0,45.51,0,42.15,0,24.23,175.79,130.84,0,149.89,45,0,0,98.32,3.22,76.62,79.04,47.12,33.94,667.25,148.3,0,0,0.93,0,0,0,24.99,20.8,0,10.14,0,65.42,0,0,13.04,549.38,55.38,0,8.62,0,0,0,344.25,0,0,0,5.7,0,5.73,58.59,0,21.65,33.12,28.06,0,0

69,17:00-17:15,0,43.71,10.37,27.69,0,0,0,7.05,0,0,7.43,125.27,79.6,0,0,13.29,0,45.51,0,42.15,0,24.23,175.79,130.84,6.12,149.89,45,0,0,98.32,3.22,76.62,79.04,47.12,33.94,667.25,148.3,0,0,0.93,0,0,0,24.99,20.8,0,10.14,0,65.42,0,0,13.04,549.38,55.38,0,8.62,0,0,0,344.25,0,0,0,5.7,0,5.73,58.59,0,21.65,36.43,28.06,0,0

70,17:15-17:30,0,43.71,10.37,27.69,0,0,0,7.05,0,0,7.43,125.27,79.6,0,0,13.15,0,45.51,0,42.15,0,24.23,175.79,130.84,12.22,149.89,45,0,0,98.32,3.22,76.62,79.04,47.12,33.94,667.25,148.3,0,0,0.93,0,0,0,24.99,20.8,0,10.14,0,65.42,0,0,13.04,549.38,55.38,0,8.62,0,0,0,344.25,0,0,0,5.7,0,5.73,58.59,0,21.65,36.43,28.06,0,0

71,17:30-17:45,0,44.92,10.37,27.69,0,0,0,7.05,0,0,7.43,125.27,79.6,0,0,16.09,0,45.51,0,42.15,0,24.23,175.79,130.84,18.34,149.89,45,0,0,98.32,3.22,76.62,79.04,47.12,33.94,667.25,148.3,0,0,0,0,0,0,24.99,20.8,0,10.14,0,65.42,0,0,13.04,549.38,55.38,0,8.62,0,0,0,344.25,0,0,0,5.7,0,5.73,58.59,0,21.65,36.43,28.06,0,0

72,17:45-18:00,0,44.92,10.37,27.69,0,0,0,7.05,0,0,19.32,125.27,79.6,0,0,15.78,0,45.51,0,42.15,0,24.23,175.79,130.84,18.34,149.89,45,0,0,98.32,3.22,76.62,79.04,47.12,33.94,667.25,148.3,0,0,0,0,0,0,24.99,20.8,0,10.14,0,65.42,0,0,13.04,549.38,55.38,0,8.62,0,0,0,344.25,0,0,0,5.7,0,5.73,58.59,0,21.65,36.43,28.06,0,0

73,18:00-18:15,0,45.53,10.37,27.69,0,0,0,7.05,0,0,22.3,125.27,79.6,0,0,15.5,0,45.51,0,42.15,0,24.23,175.79,130.84,18.34,149.89,45,0,0,98.32,3.22,76.62,79.04,47.12,33.94,667.25,148.3,0,0,0,0,0,0,24.99,20.8,0,10.14,0,65.42,0,0,6.52,549.38,55.38,0,8.62,0,0,0,344.25,0,0,0,5.7,0,5.73,58.59,0,21.65,36.43,28.06,0,0

74,18:15-18:30,0,45.53,10.37,27.69,0,0,0,7.05,0,0,22.3,125.27,79.6,0,0,15.35,0,45.51,0,42.15,0,24.23,175.79,130.84,18.34,149.89,45,0,0,98.32,3.22,76.62,79.04,47.12,33.94,667.25,148.3,0,0,0,0,0,0,24.99,20.8,0,10.14,0,65.42,0,0,6.52,549.38,55.38,0,8.62,0,0,0,344.25,0,0,0,5.7,0,5.73,58.59,0,21.65,36.43,28.06,0,0

75,18:30-18:45,0,39.45,10.37,27.69,0,0,0,7.05,0,0,22.3,125.27,79.6,0,0,15.19,0,45.51,0,42.15,0,24.23,175.79,130.84,18.34,149.89,45,0,0,98.32,3.22,76.62,79.04,47.12,33.94,667.25,148.3,0,0,0,0,0,0,24.99,20.8,0,10.14,0,65.42,0,0,6.52,549.38,55.38,0,8.62,0,0,0,344.25,0,0,0,5.7,0,5.73,58.59,0,21.65,30.91,31.17,0,0

76,18:45-19:00,0,39.45,10.37,27.69,0,0,0,7.05,0,0,22.3,125.27,79.6,0,0,15.19,0,45.51,0,42.15,0,24.23,175.79,130.84,18.34,149.89,45,0,0,98.32,3.22,76.62,79.04,47.12,33.94,667.25,148.3,0,0,0,0,0,0,24.99,20.8,0,20.29,0,65.42,0,0,6.52,549.38,55.38,0,8.62,0,0,0,344.25,0,0,0,5.7,0,5.73,59.83,0,21.65,30.91,31.17,0,0

77,19:00-19:15,10.62,39.45,10.37,27.69,0,0,0,7.05,0,0,22.3,125.27,79.6,0,0,16.91,0,45.77,0,42.15,0,24.23,175.79,130.84,18.34,149.89,45,0,0,98.32,3.22,76.62,79.04,47.12,33.94,667.25,148.3,0,0,0,0,81.1,0,24.99,20.8,0,30.43,0,65.42,0,0,13.04,549.38,55.38,0,8.62,0,0,0,344.25,0,0,0,5.7,0,5.73,59.83,0,21.65,37.53,28.06,0,0

78,19:15-19:30,10.62,39.45,10.37,27.69,0,0,0,7.18,0,0,38.65,125.27,79.6,0,0,16.91,0,45.77,0,42.27,0,24.23,177.44,130.84,19.49,149.89,45,0,0,98.32,3.22,76.62,79.04,49.59,35.69,667.25,148.3,0,0,0,0,162.21,0,24.99,20.8,0,44.64,0,65.42,0,0,20.46,549.38,57.67,0,8.62,0,0,0,344.25,0,0,0,5.84,0,5.73,59.83,0,21.65,37.53,28.06,0,0

79,19:30-19:45,10.62,39.45,10.37,27.69,0,0,0,7.18,0,0,38.65,125.27,79.6,0,0,17.05,0,46.15,0,42.27,0,24.23,177.44,130.84,19.49,149.89,45,0,0,98.32,3.22,76.62,79.04,49.59,35.69,667.25,148.3,0,0,0,0,162.21,0,24.99,20.8,0,44.64,0,65.42,0,0,20.46,549.38,57.67,0,8.62,0,0,0,344.25,0,0,0,5.84,0,5.73,59.83,0,21.65,37.53,31.17,0,0

80,19:45-20:00,10.62,39.45,10.37,27.69,0,0,0,7.18,0,0,38.65,125.27,79.6,0,0,17.19,0,46.15,0,42.27,0,24.23,177.44,130.84,19.49,149.89,45,0,0,98.32,3.22,76.62,79.04,49.59,35.69,667.25,148.3,0,0,0,0,162.21,0,24.99,20.8,0,44.64,0,65.42,0,0,20.46,549.38,57.67,0,8.62,0,0,0,344.25,0,0,0,5.84,0,5.73,59.83,0,21.65,37.53,31.17,0,0

81,20:00-20:15,10.62,39.45,10.37,27.69,0,0,0,7.18,0,0,38.65,125.27,79.6,0,0,17.35,0,46.78,0,42.27,0,24.23,177.44,130.84,19.49,149.89,45,0,0,98.32,3.22,76.62,79.04,49.59,35.69,667.25,148.3,0,0,0,0,162.21,0,24.99,20.8,0,44.64,0,65.42,0,0,20.46,549.38,57.67,0,8.62,0,0,0,344.25,0,0,0,5.84,0,5.73,59.83,0,21.65,17.67,31.17,0,0

82,20:15-20:30,10.62,39.45,10.37,27.69,0,0,0,7.18,0,0,38.65,125.27,79.6,0,0,17.35,0,46.78,0,42.27,0,24.23,177.44,130.84,19.49,149.89,45,0,0,98.32,3.22,76.62,79.04,49.59,35.69,667.25,148.3,0,0,0,0,162.21,0,24.99,20.8,0,44.64,0,65.42,0,0,20.46,549.38,57.67,0,8.62,0,0,0,344.25,0,0,0,5.84,0,5.73,59.83,0,21.65,17.67,31.17,0,0

83,20:30-20:45,10.62,39.45,10.37,27.69,0,0,0,7.18,0,0,38.65,125.27,79.6,0,0,17.5,0,46.78,0,42.27,0,24.23,177.44,130.84,19.49,149.89,45,0,0,98.32,3.22,76.62,79.04,49.59,35.69,667.25,148.3,0,0,0,0,162.21,0,24.99,20.8,0,44.64,0,65.42,0,0,20.46,549.38,57.67,0,8.62,0,0,0,344.25,0,0,0,5.84,0,5.73,59.83,0,21.65,52.36,31.17,0,0

84,20:45-21:00,10.62,39.45,10.37,27.69,0,0,0,7.18,0,0,38.65,125.27,79.6,0,0,17.78,0,46.78,0,42.27,0,24.23,177.44,130.84,19.49,149.89,45,0,0,98.32,3.22,76.62,79.04,49.59,35.69,667.25,148.3,0,0,0,0,162.21,0,24.99,20.8,0,44.64,0,65.42,0,0,20.46,549.38,57.67,0,8.62,0,0,0,344.25,0,0,0,5.84,0,5.73,59.83,0,21.65,52.36,31.17,0,0

85,21:00-21:15,9.21,39.45,10.37,27.69,0,0,0,7.18,0,0,38.65,125.27,79.6,0,0,17.93,0,47.41,0,42.27,0,24.23,177.44,130.84,19.49,149.89,45,0,0,98.32,3.22,76.62,79.04,49.59,35.69,667.25,148.3,0,0,0,0,162.21,0,24.99,20.8,0,44.64,0,65.42,0,0,20.46,549.38,57.67,0,8.62,0,0,0,344.25,0,0,0,5.84,0,5.73,59.83,0,21.65,4.41,31.17,0,0

86,21:15-21:30,9.21,39.45,10.37,27.69,0,0,0,7.05,0,0,8.92,125.27,79.6,0,0,17.93,0,47.41,0,42.15,0,24.23,175.79,130.84,18.34,137.89,45,0,0,98.32,3.22,76.62,79.04,47.12,33.94,667.25,148.3,0,0,0,0,162.21,0,24.99,20.8,0,40.57,0,65.42,0,0,13.04,549.38,55.38,0,8.62,0,0,0,344.25,0,0,0,5.7,0,5.73,59.83,0,21.65,4.41,31.17,0,0

87,21:30-21:45,9.21,45.53,10.37,27.69,0,0,0,7.05,0,0,19.32,125.27,79.6,0,0,18.09,0,47.41,0,42.15,0,24.23,175.79,130.84,18.34,137.89,45,0,0,98.32,3.22,76.62,79.04,47.12,33.94,667.25,148.3,0,0,0,0,162.21,0,24.99,20.8,0,40.57,0,65.42,0,0,13.04,549.38,55.38,0,8.62,0,0,0,344.25,0,0,0,5.7,0,5.73,59.83,0,21.65,4.41,31.17,0,0

88,21:45-22:00,9.21,45.53,10.37,27.69,0,0,0,7.18,0,0,38.65,125.27,79.6,0,0,18.23,0,47.41,0,42.27,0,24.23,177.44,130.84,19.49,137.89,45,0,0,98.32,3.22,76.62,79.04,49.59,35.69,667.25,148.3,0,0,0,0,162.21,0,24.99,20.8,0,44.64,0,65.42,0,0,20.46,549.38,57.67,0,8.62,0,0,0,344.25,0,0,0,5.84,0,5.73,59.83,0,21.65,4.41,31.17,0,0

89,22:00-22:15,9.98,45.53,10.37,27.69,0,0,0,7.18,0,0,38.65,125.27,79.6,0,0,18.37,0,49.31,0,42.27,0,24.23,177.44,130.84,19.49,137.89,45,0,0,98.32,3.22,76.62,79.04,49.59,35.69,667.25,148.3,0,0,0,0,162.21,0,24.99,20.8,0,44.64,0,65.42,0,0,20.46,549.38,57.67,0,8.62,0,0,0,344.25,0,0,0,5.84,0,5.73,59.83,0,21.65,4.41,24.94,0,0

90,22:15-22:30,9.98,45.53,10.37,27.69,0,0,0,7.18,0,0,38.65,125.27,79.6,0,0,18.37,0,49.31,0,42.27,0,24.23,177.44,130.84,19.49,137.89,45,0,0,98.32,3.22,76.62,79.04,49.59,35.69,667.25,148.3,0,0,0,0,162.21,0,24.99,20.8,0,44.64,0,65.42,0,0,20.46,549.38,57.67,0,8.62,0,0,0,344.25,0,0,0,5.84,0,5.73,59.83,0,21.65,4.41,24.94,0,0

91,22:30-22:45,1.53,45.53,10.37,27.69,0,0,0,7.18,0,0,38.65,125.27,79.6,0,0,18.37,0,49.31,0,42.27,0,24.23,177.44,130.84,19.49,149.89,45,0,0,98.32,3.22,76.62,79.04,49.59,35.69,667.25,148.3,0,0,0,0,162.21,0,24.99,20.8,0,44.64,0,65.42,0,0,20.46,549.38,57.67,0,8.62,0,0,0,344.25,0,0,0,5.84,0,5.73,59.83,0,21.65,33.12,26.5,0,0

92,22:45-23:00,1.53,45.53,10.37,27.69,0,0,0,7.05,0,0,32.71,125.27,79.6,0,0,18.37,0,49.31,0,42.15,0,24.23,175.79,130.84,18.34,149.89,45,0,0,98.32,3.22,76.62,79.04,47.12,33.94,667.25,148.3,0,0,0,0,162.21,0,24.99,20.8,0,40.57,0,65.42,0,0,13.04,549.38,55.38,0,8.62,0,0,0,344.25,0,0,0,5.7,0,5.73,58.59,0,21.65,33.12,26.5,0,0

93,23:00-23:15,1.53,45.53,10.37,27.69,0,0,0,7.05,0,0,32.71,125.27,79.6,0,0,18.37,0,50.57,0,42.15,0,24.23,175.79,130.84,18.34,149.89,45,0,0,98.32,3.22,76.62,79.04,47.12,33.94,667.25,148.3,0,0,0.96,0,162.21,0,24.99,20.8,0,40.57,0,65.42,0,0,13.04,549.38,55.38,0,8.62,0,0,0,344.25,0,0,0,5.7,0,5.73,58.59,0,21.65,33.12,26.5,0,0

94,23:15-23:30,1.53,45.53,10.37,27.69,0,0,0,7.05,0,0,32.71,125.27,79.6,0,0,18.37,0,50.57,0,42.15,0,24.23,175.79,130.84,18.34,149.89,45,0,0,98.32,3.22,76.62,79.04,47.12,33.94,667.25,148.3,0,0,0.96,0,162.21,0,24.99,20.8,0,40.57,0,65.42,0,0,13.04,549.38,55.38,0,8.62,0,0,0,344.25,0,0,0,5.7,0,5.73,58.59,0,21.65,33.12,26.5,0,0

95,23:30-23:45,1.53,45.53,10.37,27.69,0,0,0,7.05,0,0,37.17,125.27,80.76,0,0,18.37,0,50.57,0,42.15,0,24.23,175.79,130.84,18.34,149.89,45,0,0,98.32,3.22,76.62,79.04,47.12,33.94,667.25,148.3,0,0,0.96,0,81.1,0,24.99,20.8,0,40.57,0,65.42,0,0,13.04,549.38,55.38,0,8.62,0,0,0,344.25,0,0,0,5.7,0,5.73,58.59,0,21.65,33.12,26.5,0,0

96,23:45-24:00,1.53,45.53,10.37,27.69,0,0,0,7.05,0,0,37.17,125.27,80.76,0,0,18.37,0,50.57,0,42.15,0,24.23,175.79,130.84,18.34,149.89,45,0,0,98.32,3.22,76.62,79.04,47.12,33.94,667.25,148.3,0,0,0.96,0,81.1,0,24.99,20.8,0,40.57,0,65.42,0,0,13.04,549.38,55.38,0,8.62,0,0,0,344.25,0,0,0,5.7,0,5.73,58.59,0,21.65,33.12,26.5,0,0

