Time,Block,WR/2023/20254/A/1029,WR/2023/20256/A/1032,NR/2023/18008/C,NR/2023/17064/A,WR/2023/18560/A,NR/2023/16187/A,NR/2023/17905/A/979,WR/2023/18560/A/II,NR/2023/17901/A/987,NR/2023/18005/C,NR/2023/18006/C,Total
,,APPCPL,MANIKARAN,SJVNL,GMRETL,MANIKARAN,APPCPL,IEXL,MANIKARAN,ITCLH,TPDDL,NVVNL,Total

,,DELHI,DELHI,NA,DELHI,DELHI,DELHI,HIMACHAL PRADESH,DELHI,ANDHRA PRADESH,HIMACHAL PRADESH,NA,
,,BRPL,BRPL,RSRPL_BKN,BYPL,BYPL,BYPL,BSHP,BYPL,ITCWIND,CHANJUII,SOLAPUR_SOLAR,
,,GOA,GOA,DELHI,RAJASTHAN,MAHARASHTRA,HIMACHAL PRADESH,DELHI,MAHARASHTRA,DELHI,DELHI,DELHI,
,,GOA_Beneficiary,GOA_Beneficiary,NDMC,RUVNL,AEML,HP,MES (Delhi),AEML,ITCLH,TPDDL,MES (Delhi),
,,North-West,North-West,North-North,North-North,North-West,North-North,North-North,North-East-West,South-West-North,North-North,West-North,
1,00:00-00:15,0.000000,0.000000,0,0.000000,100.000000,17.080000,1.930000,0.000000,0.480000,3.130000,0,122.62

2,00:15-00:30,0.000000,0.000000,0,0.000000,100.000000,17.080000,1.930000,0.000000,0.480000,3.130000,0,122.62

3,00:30-00:45,0.000000,0.000000,0,0.000000,100.000000,17.080000,1.930000,0.000000,0.480000,3.130000,0,122.62

4,00:45-01:00,0.000000,0.000000,0,0.000000,100.000000,17.080000,1.930000,0.000000,0.480000,3.130000,0,122.62

5,01:00-01:15,0.000000,0.000000,0,0.000000,100.000000,17.080000,1.930000,0.000000,0.480000,3.130000,0,122.62

6,01:15-01:30,0.000000,0.000000,0,0.000000,100.000000,17.080000,1.930000,0.000000,0.480000,3.130000,0,122.62

7,01:30-01:45,0.000000,0.000000,0,0.000000,100.000000,17.080000,1.930000,0.000000,0.480000,3.130000,0,122.62

8,01:45-02:00,0.000000,0.000000,0,0.000000,100.000000,17.080000,1.930000,0.000000,0.480000,3.130000,0,122.62

9,02:00-02:15,0.000000,0.000000,0,0.000000,100.000000,17.080000,1.930000,0.000000,0.430000,3.130000,0,122.57

10,02:15-02:30,0.000000,0.000000,0,0.000000,100.000000,17.080000,1.930000,0.000000,0.430000,3.130000,0,122.57

11,02:30-02:45,0.000000,0.000000,0,0.000000,100.000000,17.080000,1.930000,0.000000,0.430000,3.130000,0,122.57

12,02:45-03:00,0.000000,0.000000,0,0.000000,100.000000,17.080000,1.930000,0.000000,0.430000,3.130000,0,122.57

13,03:00-03:15,0.000000,0.000000,0,0.000000,100.000000,17.080000,1.930000,0.000000,0.430000,3.130000,0,122.57

14,03:15-03:30,0.000000,0.000000,0,0.000000,100.000000,17.080000,1.930000,0.000000,0.430000,3.130000,0,122.57

15,03:30-03:45,0.000000,0.000000,0,0.000000,100.000000,17.080000,1.930000,0.000000,0.430000,3.130000,0,122.57

16,03:45-04:00,0.000000,0.000000,0,0.000000,100.000000,17.080000,1.930000,0.000000,0.430000,3.130000,0,122.57

17,04:00-04:15,0.000000,0.000000,0,0.000000,100.000000,17.080000,1.930000,0.000000,0.430000,3.130000,0,122.57

18,04:15-04:30,0.000000,0.000000,0,0.000000,100.000000,17.080000,1.930000,0.000000,0.430000,3.130000,0,122.57

19,04:30-04:45,0.000000,0.000000,0,0.000000,100.000000,17.080000,1.930000,0.000000,0.430000,3.130000,0,122.57

20,04:45-05:00,0.000000,0.000000,0,0.000000,100.000000,17.080000,1.930000,0.000000,0.430000,3.130000,0,122.57

21,05:00-05:15,0.000000,0.000000,0,0.000000,100.000000,17.080000,1.930000,0.000000,0.430000,3.130000,0,122.57

22,05:15-05:30,0.000000,0.000000,0,0.000000,100.000000,17.080000,1.930000,0.000000,0.430000,3.130000,0,122.57

23,05:30-05:45,0.000000,0.000000,0,0.000000,100.000000,17.080000,1.930000,0.000000,0.430000,3.130000,0,122.57

24,05:45-06:00,0.000000,0.000000,0,0.000000,100.000000,17.080000,1.930000,0.000000,0.430000,3.130000,0,122.57

25,06:00-06:15,0.000000,0.000000,0,100.000000,0.000000,0.000000,1.930000,100.000000,0.430000,3.130000,0,205.49

26,06:15-06:30,0.000000,0.000000,0,100.000000,0.000000,0.000000,1.930000,100.000000,0.430000,3.130000,0,205.49

27,06:30-06:45,0.000000,0.000000,0,100.000000,0.000000,0.000000,1.930000,100.000000,0.430000,3.130000,0,205.49

28,06:45-07:00,0.000000,0.000000,0,100.000000,0.000000,0.000000,1.930000,100.000000,0.430000,3.130000,0.15,205.64

29,07:00-07:15,0.000000,0.000000,0,100.000000,0.000000,0.000000,1.930000,100.000000,0.580000,3.040000,0.42,205.97

30,07:15-07:30,0.000000,0.000000,0,100.000000,0.000000,0.000000,1.930000,100.000000,0.580000,3.040000,0.69,206.24

31,07:30-07:45,0.000000,0.000000,0,100.000000,0.000000,0.000000,1.930000,100.000000,0.580000,3.040000,1.11,206.66

32,07:45:08:00,0.000000,0.000000,0,100.000000,0.000000,0.000000,1.930000,100.000000,0.580000,3.040000,1.36,206.91

33,08:00-08:15,0.000000,0.000000,0,50.000000,0.000000,0.000000,1.930000,100.000000,0.960000,3.040000,1.69,157.62

34,08:15-08:30,0.000000,0.000000,0,50.000000,0.000000,0.000000,1.930000,100.000000,0.960000,3.040000,2.24,158.17

35,08:30-08:45,0.000000,0.000000,0,50.000000,0.000000,0.000000,1.930000,100.000000,0.960000,3.040000,2.72,158.65

36,08:45:09:00,0.000000,0.000000,0,50.000000,0.000000,0.000000,1.930000,100.000000,0.960000,3.040000,3.1,159.03

37,09:00:09:15,0.000000,0.000000,24.11,50.000000,0.000000,0.000000,1.930000,100.000000,0.960000,3.040000,3.57,183.61

38,09:15-09:30,0.000000,0.000000,24.11,50.000000,0.000000,0.000000,1.930000,100.000000,0.960000,3.040000,4,184.04

39,09:30-09:45,0.000000,0.000000,24.11,50.000000,0.000000,0.000000,1.930000,100.000000,0.960000,3.040000,4.36,184.4

40,09:45-10:00,0.000000,0.000000,24.11,50.000000,0.000000,0.000000,1.930000,100.000000,0.960000,3.040000,4.76,184.8

41,10:00-10:15,0.000000,0.000000,24.11,50.000000,0.000000,0.000000,1.930000,100.000000,0.960000,3.040000,5.05,185.09

42,10:15-10:30,0.000000,0.000000,24.11,50.000000,0.000000,0.000000,1.930000,100.000000,0.960000,3.040000,5.41,185.45

43,10:30-10:45,0.000000,0.000000,24.11,50.000000,0.000000,0.000000,1.930000,100.000000,0.960000,3.040000,5.71,185.75

44,10:45-11:00,0.000000,0.000000,24.11,50.000000,0.000000,0.000000,1.930000,100.000000,0.960000,3.040000,5.87,185.91

45,11:00-11:15,0.000000,0.000000,24.11,100.000000,0.000000,0.000000,1.930000,100.000000,0.960000,3.040000,6.15,236.19

46,11:15-11:30,0.000000,0.000000,24.11,100.000000,0.000000,0.000000,1.930000,100.000000,0.960000,3.040000,6.18,236.22

47,11:30-11:45,0.000000,0.000000,24.11,100.000000,0.000000,0.000000,1.930000,100.000000,0.960000,3.040000,6.15,236.19

48,11:45-12:00,0.000000,0.000000,24.11,100.000000,0.000000,0.000000,1.930000,100.000000,0.960000,3.040000,5.68,235.72

49,12:00-12:15,0.000000,0.000000,24.11,100.000000,0.000000,0.000000,1.930000,100.000000,0.960000,3.040000,6.37,236.41

50,12:15-12:30,0.000000,0.000000,24.11,100.000000,0.000000,0.000000,1.930000,100.000000,0.960000,3.040000,6.19,236.23

51,12:30-12:45,0.000000,0.000000,24.11,100.000000,0.000000,0.000000,1.930000,100.000000,0.960000,3.040000,6.47,236.51

52,12:45-13:00,0.000000,0.000000,24.11,100.000000,0.000000,0.000000,1.930000,100.000000,0.960000,3.040000,6.05,236.09

53,13:00-13:15,0.000000,0.000000,24.11,100.000000,0.000000,0.000000,1.930000,100.000000,0.960000,3.040000,5.74,235.78

54,13:15-13:30,0.000000,0.000000,24.11,100.000000,0.000000,0.000000,1.930000,100.000000,0.960000,3.040000,5.68,235.72

55,13:30-13:45,0.000000,0.000000,24.11,100.000000,0.000000,0.000000,1.930000,100.000000,0.960000,3.040000,5.72,235.76

56,13:45-14:00,0.000000,0.000000,24.11,100.000000,0.000000,0.000000,1.930000,100.000000,0.960000,3.040000,4.71,234.75

57,14:00-14:15,0.000000,0.000000,24.11,100.000000,0.000000,0.000000,1.930000,100.000000,0.960000,3.040000,4.26,234.3

58,14:15-14:30,0.000000,0.000000,24.11,100.000000,0.000000,0.000000,1.930000,100.000000,0.960000,3.040000,3.82,233.86

