Block,Time Block,KHSTPP-II,KHSTPP-I,KGSU1AND2,JHAJJAR,DHAULIGNGA,CHAMERA3,DADRT2,FSTPP I & II,DULHASTI,MAPS,KUDGI,DADRI_RF,DADRI_LF,CHAMERA2,CHAMERA1,BSIUL,BRBCL,KOTESHWR,PARBATI2,UNCHAHAR1,TEHRIPSP,TEHRI,UNCHAHAR2,TelanganaSTPP,ANTA_LF,AURY_GF,DADRI_CRF,UNCHAHAR4,VALLURNTECL,ANTA_GF,AURY_CRF,AURY_RF,URI2,UNCHAHAR3,ANTA_CRF,ANTA_RF,AURY_LF,DADRI_GF,URI,TALST2,TANDA2,TANAKPUR,KKNPPU2,KOLDAM,KKNP,NLCEXP,NLCIIST1,NLCIIST2,NJPC,NAPP,TALA,RAPPC,RIHAND2,PARBATI3,RAPPB,RIHAND1,RIHAND3,RAPPD,RAMPUR,SASAN,SIMHST1,SIMHST2,SINGRAULI,RSTPSU1TO6,SALAL,SEWA2,RSTPSU7,SINGRAULI_HYDRO,NTPL,NNTPP,NLCTS2EXP,KGSU3AND4,KISHANGANGA,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
55,13:30-13:45,93.62,42.48,0,239.95,0,32.58,4.94,13.49,51.71,0,0,0,0,45.23,40.46,18.77,19.07,9.73,23.64,14.44,0,0,30.71,0,0,0,0,1.46,0,0,0,0,31.42,18.87,0,0,0,0,46.62,0,2.51,0,0,8.27,0,0,0,0,168.72,24,22.15,62.79,120.23,62.79,0,78.56,125.58,23.17,5.44,334.95,0,0,108.27,0,77.51,17.6,0,0,0,0,0,0,4.45,0,0,0,0,0

56,13:45-14:00,93.62,43.7,0,239.95,0,32.58,4.94,13.49,51.71,0,0,0,0,45.23,40.46,18.77,20.8,9.73,23.64,14.44,0,0,30.71,0,0,0,0,1.46,0,0,0,0,31.42,18.87,0,0,0,0,46.62,0,2.51,0,0,8.27,0,0,0,0,168.72,24,22.15,62.79,120.23,62.79,0,78.56,125.58,23.17,5.44,334.95,0,0,108.27,0,77.51,17.6,0,0,0,0,0,0,4.45,0,0,0,0,0

57,14:00-14:15,81.14,37.66,0,239.95,0,32.58,4.94,13.49,51.71,0,0,0,0,45.23,40.46,18.77,21.36,9.73,23.64,14.44,0,0,30.71,0,0,0,0,1.46,0,0,0,0,31.42,18.87,0,0,0,0,42.38,0,5.33,0,0,8.27,0,0,0,0,168.72,24,22.15,62.79,120.23,65.64,0,78.56,125.58,23.17,5.44,334.95,0,0,96.62,0,76.96,17.6,0,0,0,0,0,0,4.45,0,0,0,0,0

58,14:15-14:30,91.59,37.66,0,239.95,0,32.58,4.94,13.49,51.71,0,0,0,0,45.23,40.46,18.77,19.8,9.73,23.64,14.44,0,0,30.71,0,0,0,0,1.46,0,0,0,0,31.42,18.87,0,0,0,0,42.38,0,5.33,0,0,8.27,0,0,0,0,168.72,24,22.15,62.79,120.23,65.64,0,78.56,125.58,23.17,5.44,334.95,0,0,108.27,0,53.53,17.6,0,0,0,0,0,0,4.45,0,0,0,0,0

59,14:30-14:45,93.62,43.7,0,248.59,0,32.58,52.93,13.49,51.71,0,0,0,0,45.23,40.46,18.77,21.24,9.73,23.64,14.44,0,0,30.71,0,0,0,0,1.46,0,0,0,0,31.42,18.87,0,0,0,0,42.38,0,5.33,0,0,8.27,0,0,0,0,168.72,24,22.43,62.79,120.23,65.64,0,78.56,125.58,23.17,5.44,334.95,0,0,108.27,0,53.53,17.6,0,0,0,0,0,0,4.45,0,0,0,0,0

60,14:45-15:00,93.62,43.7,0,248.59,0,32.58,100.92,13.49,51.71,0,0,0,0,45.23,40.46,18.77,18.7,9.73,23.64,14.44,0,0,30.71,0,0,0,0,1.46,0,0,0,0,31.42,18.87,0,0,0,0,42.38,0,5.33,0,0,8.27,0,0,0,0,168.72,24,20.21,62.79,120.23,65.64,0,78.56,125.58,23.17,5.44,334.95,0,0,108.27,0,61.35,17.6,0,0,0,0,0,0,4.45,0,0,0,0,0

61,15:00-15:15,93.62,43.7,0,248.59,0,32.58,148.91,13.49,51.71,0,0,0,0,45.23,40.46,18.77,20.08,9.73,23.64,14.44,0,0,30.71,0,0,0,0,1.46,0,0,0,0,31.42,18.87,0,0,0,0,42.38,0,5.33,0,0,8.27,0,0,0,0,168.72,24,20.21,62.79,120.23,65.64,0,78.56,125.58,23.17,5.44,334.95,0,0,108.27,0,76.96,17.6,0,0,0,0,0,0,4.45,0,0,0,0,0

62,15:15-15:30,93.62,43.7,0,248.59,0,32.58,148.91,15.73,51.71,0,0,0,0,45.23,40.46,18.77,21.36,9.73,23.64,14.44,0,0,30.71,0,0,0,0,1.46,0,0,0,0,31.42,18.87,0,0,0,0,42.38,0,5.33,0,0,8.27,0,0,0,0,168.72,24,20.21,62.79,120.23,65.64,0,78.56,125.58,23.17,5.44,334.95,0,0,108.27,0,76.96,17.6,0,0,0,0,0,0,4.45,0,0,0,0,0

63,15:30-15:45,93.62,43.7,0,248.59,0,32.58,196.9,15.73,51.71,0,0,0,0,45.23,40.46,18.77,23.44,9.73,23.64,14.44,0,0,30.71,0,0,0,0,1.46,0,0,0,0,31.42,18.87,0,0,0,0,42.38,0,5.33,3.7,0,8.27,0,0,0,0,168.72,24,20.21,62.79,120.23,71.34,0,78.56,125.58,23.17,5.44,334.95,0,0,108.27,0,76.96,17.6,0,0,0,0,0,0,4.45,0,0,0,0,0

64,15:45-16:00,93.62,43.7,0,248.59,0,32.58,244.89,15.73,51.71,0,0,0,0,45.23,40.46,18.77,20.77,9.73,23.64,14.44,0,0,30.71,0,0,0,0,1.46,0,0,0,0,31.42,18.87,0,0,0,0,42.38,0,5.33,7.37,0,8.27,0,0,0,0,168.72,24,20.21,62.79,120.23,71.34,0,78.56,125.58,23.17,5.44,334.95,0,0,108.27,0,76.96,17.6,0,0,0,0,0,0,4.45,0,0,0,0,0

65,16:00-16:15,93.62,43.7,0,248.59,0,32.58,264.09,18.55,51.71,0,0,0,0,45.23,40.46,18.77,18.3,9.73,23.64,17.31,0,0,36.25,0,0,0,0,1.46,0,0,0,0,31.42,21.47,0,0,0,0,37.09,0,5.33,11.43,0,8.27,0,0,0,0,168.72,24,20.21,62.79,120.23,71.34,0,78.56,125.58,23.17,5.44,334.95,0,0,108.27,0,76.96,17.6,0,0,0,0,0,0,4.45,0,0,0,0,0

66,16:15-16:30,93.62,43.7,0,248.59,0,32.58,292.88,18.55,51.71,0,0,0,0,45.23,40.46,18.77,18.88,9.73,23.64,17.61,0,0,36.25,0,0,0,0,1.46,0,0,0,0,31.42,22.42,0,0,0,0,37.09,0,5.33,11.43,0,8.27,0,0,0,0,168.72,24,20.21,62.79,120.23,71.34,0,78.56,125.58,23.17,5.44,334.95,0,0,108.27,0,76.96,17.6,0,0,0,0,0,0,4.45,0,0,0,0,0

67,16:30-16:45,93.62,43.7,0,248.59,0,32.58,312.08,18.55,51.71,0,0,0,0,45.23,40.46,18.77,15.93,9.73,23.64,17.61,0,0,36.25,0,0,0,0,1.46,0,0,0,0,31.42,23.73,0,0,0,0,37.09,0,5.33,11.43,0,8.27,0,0,0,0,168.72,24,19.37,62.79,120.23,71.34,0,78.56,125.58,23.17,5.44,334.95,0,0,108.27,0,76.96,17.6,0,0,0,0,0,0,4.45,0,0,0,0,0

68,16:45-17:00,93.62,43.7,0,248.59,0,32.58,312.08,18.55,51.71,0,0,0,0,45.23,40.46,18.77,18.58,19.47,23.64,17.61,85.03,17.91,36.25,0,0,0,0,1.46,0,0,0,0,31.42,22.42,0,0,0,0,37.09,0,5.33,11.43,0,8.27,0,0,0,0,168.72,24,19.37,62.79,120.23,71.34,0,78.56,125.58,23.17,5.44,334.95,0,0,108.27,0,76.96,17.6,0,0,0,0,0,0,4.45,0,0,0,0,0

69,17:00-17:15,93.62,43.7,0,279.42,0,32.58,381.66,18.55,51.71,0,0,0,0,45.23,40.46,18.77,23.92,29.21,23.64,20.38,170.06,35.81,40.46,0,0,0,0,1.46,0,0,0,0,31.42,25.91,0,0,0,0,33.91,0,5.33,11.43,0,8.27,0,0,0,0,168.72,24,19.31,62.79,120.23,71.34,0,78.56,125.58,23.17,5.44,334.95,0,0,108.27,0,76.96,17.6,0,0,0,0,0,0,4.45,0,0,0,0,0

70,17:15-17:30,93.62,43.7,0,279.42,0,32.58,476.2,18.55,51.71,0,0,0,0,45.23,40.46,18.77,22.6,38.94,23.64,20.38,170.06,53.72,41.86,0,0,0,0,1.46,0,0,0,0,31.42,25.91,0,0,0,0,33.91,0,5.33,11.43,0,8.27,0,0,0,0,168.72,24,19.22,62.79,120.23,71.34,0,78.56,125.58,23.17,5.44,334.95,0,0,108.27,0,76.96,17.6,0,0,0,0,0,0,4.45,0,0,0,0,0

71,17:30-17:45,93.62,43.7,0,339.88,10.19,32.58,559.71,18.55,51.71,0,0,0,0,45.23,40.46,18.77,19.9,38.94,23.64,20.38,170.06,71.64,41.86,0,0,0,0,1.46,0,0,0,0,31.42,25.91,0,0,0,0,37.09,0,5.33,11.43,0,8.27,0,0,0,0,168.72,24,18.8,62.79,120.23,71.34,0,78.56,125.58,23.17,5.44,334.95,0,0,108.27,0,78.07,17.6,0,0,0,0,0,0,4.45,0,0,0,0,0

72,17:45-18:00,93.62,43.7,0,359.08,20.38,32.58,594.39,18.55,51.71,0,0,0,0,45.23,40.46,18.77,23.99,38.94,23.64,20.38,170.06,71.64,41.86,0,0,0,0,1.46,0,0,0,0,31.42,25.91,0,0,0,0,37.09,0,2.91,11.43,0,8.27,0,0,0,0,168.72,24,18.63,62.79,120.23,71.34,0,78.56,125.58,23.17,5.44,334.95,0,0,108.27,0,78.07,17.6,0,0,0,0,0,0,4.45,0,0,0,0,0

73,18:00-18:15,93.62,43.7,0,359.08,30.57,32.58,653.9,18.55,51.71,0,0,0,0,45.23,40.46,18.77,22.32,38.94,23.64,20.38,170.06,71.64,41.9,0,0,0,0,1.46,0,0,0,0,29.92,25.36,0,0,0,0,41.86,0,2.91,11.43,0,8.27,0,0,0,0,168.72,24,18.35,62.79,120.23,71.34,0,78.56,125.58,23.17,5.44,334.95,0,0,108.27,0,78.07,17.6,0,0,0,0,0,0,4.45,0,0,0,0,0

74,18:15-18:30,93.62,43.7,0,421.47,40.75,32.58,653.9,18.55,51.71,0,0,0,0,45.23,40.46,18.77,19.68,38.94,23.64,19.97,170.06,71.64,41.86,0,0,0,0,1.46,0,0,0,0,29.92,25.36,0,0,0,0,41.86,0,2.91,11.43,0,8.27,0,0,0,0,168.72,24,18.03,62.79,120.23,71.34,0,78.56,125.58,23.17,5.44,334.95,0,0,108.27,0,78.07,17.6,0,0,0,0,0,0,4.45,0,0,0,0,0

75,18:30-18:45,93.62,43.7,0,355.62,40.75,32.58,654.98,18.55,51.71,0,0,24,0,45.23,40.46,18.77,21.71,38.94,23.64,20.4,170.06,71.64,41.94,0,0,0,0,1.55,0,0,0,19.2,29.92,26,0,15.59,0,0,41.86,0,2.91,11.43,0,8.27,0,0,0,0,168.72,24,17.47,62.79,120.23,71.34,0,78.56,125.58,23.17,5.44,334.95,0,0,108.27,0,78.07,17.6,0,0,0,0,0,0,6.68,0,0,0,0,0

76,18:45-19:00,93.62,43.7,0,447.89,43.01,34.26,654.98,18.55,55.35,0,0,62.39,0,47.6,40.65,19.64,18.25,42.85,27.02,20.4,170.06,72.52,41.94,0,0,0,0,1.55,0,0,0,47.99,29.92,26,0,44.38,0,0,41.86,0,2.91,11.43,0,8.27,0,0,0,0,170.31,24,17.22,62.79,120.23,74.2,0,78.56,125.58,23.17,5.61,334.95,0,0,108.27,0,78.07,18.41,0,0,0,0,0,0,6.89,0,0,0,0,0

77,19:00-19:15,93.62,43.7,0,448.07,43.01,34.26,654.98,18.55,55.35,0,0,62.39,0,47.6,40.65,19.64,16.17,42.85,27.02,20.4,170.06,72.52,41.94,0,0,0,0,1.55,0,0,0,47.99,29.92,26,0,44.38,0,0,41.86,0,2.91,11.43,0,8.27,0,0,0,0,170.31,24,17.22,62.79,120.23,74.2,0,78.56,125.58,23.17,5.61,334.95,0,0,108.27,0,78.07,18.41,0,0,0,0,0,0,6.89,0,0,0,0,0

78,19:15-19:30,93.62,43.7,0,448.07,43.01,34.26,654.98,18.55,55.35,0,0,62.39,0,47.6,40.65,19.64,18.2,42.85,27.02,20.4,170.06,72.52,41.94,0,0,0,0,1.55,0,0,0,47.99,29.92,26,0,44.38,0,0,42.38,0,2.91,11.43,0,8.27,0,0,0,0,170.31,24,17.28,62.79,120.23,74.2,0,78.56,125.58,23.17,5.61,334.95,0,0,108.27,0,78.07,18.41,0,0,0,0,0,0,6.89,0,0,0,0,0

79,19:30-19:45,93.62,43.7,0,448.07,43.01,34.26,654.98,18.55,55.35,0,0,62.39,0,47.6,40.65,19.64,22.35,42.85,27.02,20.4,170.06,72.82,41.94,0,0,0,0,1.55,0,0,0,47.99,26.93,26,0,44.43,0,0,42.38,0,2.91,11.43,0,8.27,0,0,0,0,170.31,24,17.35,62.79,120.23,74.2,0,78.56,125.58,23.17,5.61,329.33,0,0,108.27,0,78.07,18.41,0,0,0,0,0,0,6.89,0,0,0,0,0

80,19:45-20:00,93.62,43.7,0,448.07,43.01,34.26,654.98,18.55,55.35,0,0,62.39,0,47.6,40.65,19.64,23.99,42.85,27.02,20.4,170.06,72.82,41.94,0,0,0,0,1.55,0,0,0,47.99,26.93,26,0,44.43,0,0,42.38,0,2.91,11.43,0,8.27,0,0,0,0,170.31,24,17.47,62.79,120.23,74.2,0,78.56,125.58,23.17,5.61,329.33,0,0,108.27,0,78.07,18.41,0,0,0,0,0,0,6.89,0,0,0,0,0

81,20:00-20:15,93.62,43.7,0,448.07,43.01,34.26,654.98,18.55,55.35,0,0,62.39,0,47.6,40.65,19.64,23.9,42.85,27.02,20.4,170.06,72.82,41.94,0,0,0,0,1.55,0,0,0,47.99,26.93,26,0,44.49,0,0,42.38,0,2.91,11.43,0,8.27,0,0,0,0,170.31,24,17.61,62.79,120.23,74.2,0,78.56,125.58,23.17,5.61,329.33,0,0,108.27,0,78.07,18.41,0,0,0,0,0,0,6.89,0,0,0,0,0

82,20:15-20:30,93.62,43.7,0,448.07,43.01,34.26,654.98,18.55,55.35,0,0,62.39,0,47.6,40.65,19.64,23.99,42.85,27.02,20.4,170.06,72.82,41.94,0,0,0,0,1.55,0,0,0,47.99,26.93,26,0,44.49,0,0,42.38,0,2.91,11.43,0,8.27,0,0,0,0,170.31,24,17.73,62.79,120.23,74.2,0,78.56,125.58,23.17,5.61,329.33,0,0,108.27,0,78.07,18.41,0,0,0,0,0,0,6.89,0,0,0,0,0

83,20:30-20:45,93.62,43.7,0,448.07,43.01,34.26,654.98,18.55,55.35,0,0,62.39,0,47.6,40.65,19.64,23.99,42.85,27.02,20.4,170.06,72.82,41.94,0,0,0,0,1.55,0,0,0,47.99,26.93,26,0,44.49,0,0,42.38,0,2.91,11.43,0,8.27,0,0,0,0,170.31,24,17.9,62.79,120.23,74.2,0,78.56,125.58,23.17,5.61,329.33,0,0,108.27,0,78.07,18.41,0,0,0,0,0,0,6.89,0,0,0,0,0

84,20:45-21:00,93.62,43.7,0,448.07,40.75,32.58,654.98,18.55,51.71,0,0,62.39,0,45.23,40.46,18.77,23.19,41.11,23.64,20.4,170.06,72.82,41.94,0,0,0,0,1.55,0,0,0,47.99,26.93,26,0,44.49,0,0,42.38,0,2.91,11.43,0,8.27,0,0,0,0,168.72,24,18.06,62.79,120.23,71.34,0,78.56,125.58,23.17,5.44,329.33,0,0,108.27,0,78.07,17.6,0,0,0,0,0,0,6.68,0,0,0,0,0

85,21:00-21:15,93.62,43.7,0,429.84,40.75,32.58,654.98,18.55,51.71,0,0,43.19,0,45.23,40.46,18.77,22.49,41.11,23.64,20.4,170.06,72.82,41.94,0,0,0,0,1.55,0,0,0,38.39,26.93,26,0,21.12,0,0,42.38,0,2.91,11.43,0,8.27,0,0,0,0,168.72,24,18.2,62.79,120.23,71.34,0,78.56,125.58,23.17,5.44,329.33,0,0,108.27,0,78.07,17.6,0,0,0,0,0,0,6.68,0,0,0,0,0

86,21:15-21:30,93.62,43.7,0,429.84,40.75,32.58,654.98,18.55,51.71,0,0,43.19,0,45.23,40.46,18.77,23.37,41.11,23.64,20.4,170.06,72.82,41.94,0,0,0,0,1.55,0,0,0,38.39,26.93,26,0,21.12,0,0,42.38,0,2.91,11.43,0,8.27,0,0,0,0,168.72,24,18.35,62.79,120.23,71.34,0,78.56,125.58,23.17,5.44,329.33,0,0,108.27,0,78.07,17.6,0,0,0,0,0,0,6.68,0,0,0,0,0

87,21:30-21:45,93.62,43.7,0,429.84,43.01,34.26,654.98,18.55,55.35,0,0,43.19,0,47.6,40.65,19.64,19.51,42.85,27.02,20.4,170.06,72.82,41.94,0,0,0,0,1.55,0,0,0,38.39,26.93,26,0,30.71,0,0,42.38,0,2.91,11.43,0,8.27,0,0,0,0,170.31,24,18.49,62.79,120.23,74.2,0,78.56,125.58,23.17,5.61,329.33,0,0,108.27,0,78.07,18.41,0,0,0,0,0,0,6.89,0,0,0,0,0

88,21:45-22:00,93.62,43.7,0,429.84,43.01,34.26,654.98,18.55,55.35,0,0,43.19,0,47.6,40.65,19.64,19.14,42.85,27.02,20.4,170.06,72.82,41.94,0,0,0,0,1.55,0,0,0,38.39,26.93,26,0,30.71,0,0,42.38,0,2.91,11.43,0,8.27,0,0,0,0,170.31,24,18.66,62.79,120.23,74.2,0,78.56,125.58,23.17,5.61,329.33,0,0,108.27,0,78.07,18.41,0,0,0,0,0,0,6.89,0,0,0,0,0

89,22:00-22:15,93.62,43.7,0,444.23,43.01,34.26,654.98,18.55,55.35,0,0,43.19,0,47.6,40.65,19.64,19.87,42.85,27.02,20.4,170.06,72.82,41.94,0,0,0,0,1.55,0,0,0,38.39,26.93,26,0,30.71,0,0,42.38,0,2.91,11.43,0,8.27,0,0,0,0,170.31,24,18.76,62.79,120.23,74.2,0,78.56,125.58,23.17,5.61,329.33,0,0,108.27,0,78.07,18.41,0,0,0,0,0,0,6.89,0,0,0,0,0

90,22:15-22:30,93.62,43.7,0,444.23,43.01,34.26,654.98,18.55,55.35,0,0,43.19,0,47.6,40.65,19.64,18.71,42.85,27.02,20.4,170.06,72.82,41.94,0,0,0,0,1.55,0,0,0,38.39,26.93,26,0,30.71,0,0,42.38,0,2.91,11.43,0,8.27,0,0,0,0,170.31,24,18.88,62.79,120.23,74.2,0,78.56,125.58,23.17,5.61,329.33,0,0,108.27,0,78.07,18.41,0,0,0,0,0,0,6.89,0,0,0,0,0

91,22:30-22:45,93.62,43.7,0,448.03,40.75,32.58,654.98,18.55,51.71,0,0,43.19,0,45.23,40.46,18.77,19.77,41.32,23.64,20.4,170.06,71.64,41.94,0,0,0,0,1.55,0,0,0,38.39,26.93,26,0,30.71,0,0,43.98,0,2.91,11.43,0,8.27,0,0,0,0,168.72,24,18.99,62.79,120.23,71.34,0,78.56,125.58,23.17,5.44,329.33,0,0,108.27,0,78.07,17.6,0,0,0,0,0,0,6.68,0,0,0,0,0

92,22:45-23:00,93.62,43.7,0,448.08,40.75,32.58,654.98,18.55,51.71,0,0,43.19,0,45.23,40.46,18.77,20.83,41.11,23.64,20.4,170.06,71.64,41.94,0,0,0,0,1.55,0,0,0,38.39,26.93,26,0,30.71,0,0,43.98,0,2.91,11.43,0,8.27,0,0,0,0,168.72,24,19.08,62.79,120.23,71.34,0,78.56,125.58,23.17,5.44,329.33,0,0,108.27,0,78.07,17.6,0,0,0,0,0,0,6.68,0,0,0,0,0

93,23:00-23:15,93.62,43.7,0,448.05,40.75,32.58,654.98,18.55,51.71,0,0,43.19,0,45.23,40.46,18.77,22.91,41.11,23.64,20.4,170.06,71.64,41.94,0,0,0,0,1.55,0,0,0,38.39,26.93,26,0,30.71,0,0,43.98,0,2.91,11.43,0,8.27,0,0,0,0,168.72,24,19.14,62.79,120.23,71.34,0,78.56,125.58,23.17,5.44,329.33,0,0,108.27,0,78.07,17.6,0,0,0,0,0,0,6.68,0,0,0,0,0

94,23:15-23:30,93.62,43.7,0,448.05,40.75,32.58,654.98,18.55,51.71,0,0,43.19,0,45.23,40.46,18.77,20.17,41.11,23.64,20.4,170.06,71.64,41.94,0,0,0,0,1.55,0,0,0,38.39,26.93,26,0,30.71,0,0,43.98,0,2.91,11.43,0,8.27,0,0,0,0,168.72,24,19.22,62.79,120.23,71.34,0,78.56,125.58,23.17,5.44,329.33,0,0,108.27,0,78.07,17.6,0,0,0,0,0,0,6.68,0,0,0,0,0

95,23:30-23:45,93.62,43.7,0,448.05,40.75,32.58,654.98,18.55,51.71,0,0,43.19,0,45.23,40.46,18.77,18.26,41.11,23.64,20.4,170.06,71.64,41.94,0,0,0,0,1.55,0,0,0,38.39,26.93,26,0,21.12,0,0,43.98,0,2.91,11.43,0,8.27,0,0,0,0,168.72,24,8.98,62.79,120.23,54.22,0,78.56,125.58,23.17,5.44,329.33,0,0,108.27,0,78.07,17.6,0,0,0,0,0,0,6.68,0,0,0,0,0

96,23:45-24:00,93.62,43.7,0,429.83,40.75,32.58,654.98,18.55,51.71,0,0,43.19,0,45.23,40.46,18.77,16.75,41.11,23.64,20.4,170.06,71.64,41.94,0,0,0,0,1.55,0,0,0,38.39,26.93,26,0,11.52,0,0,43.98,0,2.91,11.43,0,8.27,0,0,0,0,168.72,24,8.98,62.79,120.23,54.22,0,78.56,125.58,23.17,5.44,329.33,0,0,108.27,0,78.07,17.6,0,0,0,0,0,0,6.68,0,0,0,0,0

