Block,Time,CHAMERA2,DADRT2,CHAMERA3,DHAULIGNGA,URI2,UNCHAHAR2,UNCHAHAR1,UNCHAHAR4,UNCHAHAR3,SEWA2,NJPC,RIHAND1,KISHANGANGA,RAPPC,NAPP,JHAJJAR,KOTESHWR,SINGRAULI_HYDRO,DULHASTI,RIHAND3,TEHRI,KOLDAM,PARBATI3,SINGRAULI,RAMPUR,RIHAND2,TANDA2,CHAMERA1,BSIUL,URI,TANAKPUR,SALAL,RAPPB,DADRI_GF,DADRI_RF,DADRI_LF,DADRI_CRF,ANTA_GF,ANTA_RF,ANTA_LF,ANTA_CRF,AURY_GF,AURY_RF,AURY_LF,AURY_CRF,NLCIIST2,NLCTS2EXP,NNTPP,KGSU3AND4,KKNPPU2,KGSU1AND2,KKNP,MAPS,NLCIIST1,KUDGI,NLCEXP,NTPL,RSTPSU1TO6,RSTPSU7,SIMHST1,SIMHST2,TALST2,VALLURNTECL,BRBCL,FSTPP I & II,TALA,KHSTPP-II,KHSTPP-I,SASAN
6,01:15-01:30,41.864567,688.249014,30.573593,9.57165,34.438056,43.050737,20.755001,0.814833,26.717787,16.588865,59.44929,79.122669,1.456306,56.016435,42.118205,657.89409,8.443451,1.00939,51.987209,125.295291,26.273875,0,3.34799,142.003256,0.677632,59.79585,1.44175,0,0,49.128,1.7934,84.9422,0,0,88.507981,0,0,0,42.422143,0,0,0,65.657542,0,0,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,15.386,20.73185,0,147.515625,43.097,418.77

7,01:30-01:45,41.864567,688.249014,30.573593,9.57165,34.438056,43.050737,20.755001,0.814833,26.717787,16.588865,59.44929,79.122669,1.456306,56.016435,42.118205,657.89409,8.443451,1.00939,51.987209,125.295291,26.273875,0,3.34799,142.003256,0.677632,59.79585,1.44175,0,0,49.128,1.7934,84.9422,0,0,88.507981,0,0,0,42.422143,0,0,0,65.657542,0,0,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,15.386,20.73185,0,147.515625,43.097,418.77

8,01:45-02:00,41.864567,688.249014,30.573593,9.57165,34.438056,43.050737,20.755001,0.814833,26.717787,16.588865,59.44929,79.122669,1.456306,56.016435,42.118205,657.89409,8.443451,1.00939,51.987209,125.295291,26.273875,0,3.34799,142.003256,0.677632,59.79585,1.44175,0,0,49.128,1.7934,84.9422,0,0,88.507981,0,0,0,42.422143,0,0,0,65.657542,0,0,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,15.386,20.73185,0,147.515625,43.097,418.77

9,02:00-02:15,41.864567,688.249014,30.573593,9.57165,34.438056,43.050737,20.755001,0.814833,26.717787,16.588865,59.44929,79.122669,1.456306,56.016435,42.118205,657.89409,8.443451,1.00939,51.987209,125.295291,26.273875,0,3.34799,142.003256,0.677632,59.79585,1.44175,0,0,49.128,1.7934,84.9422,0,0,88.507981,0,0,0,43.538516,0,0,0,65.657542,0,0,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,15.386,20.73185,0,147.515625,43.097,418.77

10,02:15-02:30,41.864567,688.249014,30.573593,9.57165,34.438056,43.050737,20.755001,0.814833,26.717787,16.588865,59.44929,79.122669,1.456306,56.016435,42.118205,657.89409,8.443451,1.00939,51.987209,125.295291,26.273875,0,3.34799,142.003256,0.677632,59.79585,1.44175,0,0,49.128,1.7934,84.9422,0,0,88.507981,0,0,0,43.538516,0,0,0,65.657542,0,0,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,15.386,20.73185,0,147.515625,43.097,418.77

11,02:30-02:45,41.864567,688.249014,30.573593,9.57165,34.438056,43.050737,20.755001,0.814833,26.717787,16.588865,59.44929,79.122669,1.456306,56.016435,42.118205,657.89409,8.443451,1.00939,51.987209,125.295291,26.273875,0,3.34799,142.003256,0.677632,59.79585,1.44175,0,0,49.128,1.7934,84.9422,0,0,88.507981,0,0,0,43.538516,0,0,0,65.657542,0,0,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,15.386,20.73185,0,147.515625,43.097,418.77

12,02:45-03:00,41.864567,688.249014,30.573593,9.57165,34.438056,43.050737,20.755001,0.814833,26.717787,16.588865,59.44929,79.122669,1.456306,56.016435,42.118205,657.89409,8.443451,1.00939,51.987209,125.295291,26.273875,0,3.34799,142.003256,0.677632,59.79585,1.44175,0,0,49.128,1.7934,84.9422,0,0,88.507981,0,0,0,43.538516,0,0,0,65.657542,0,0,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,15.386,20.73185,0,147.515625,43.097,418.77

13,03:00-03:15,41.864567,688.249014,30.573593,9.57165,33.873497,43.050737,20.755001,0.814833,26.717787,16.588865,59.44929,79.122669,1.456306,56.016435,42.118205,657.89409,8.443451,1.00939,51.987209,125.295291,26.273875,0,3.34799,142.003256,0.677632,59.79585,1.44175,0,0,49.128,3.0744,83.083,0,0,88.507981,0,0,0,43.538516,0,0,0,65.657542,0,0,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,15.386,20.73185,0,147.515625,42.49,418.77

14,03:15-03:30,41.864567,688.249014,30.573593,9.57165,33.873497,43.050737,20.755001,0.814833,26.717787,16.588865,59.44929,79.122669,1.456306,56.016435,42.118205,657.89409,8.443451,1.00939,51.987209,125.295291,26.273875,0,3.34799,142.003256,0.677632,59.79585,1.44175,0,0,49.128,3.0744,83.083,0,0,88.507981,0,0,0,43.538516,0,0,0,65.657542,0,0,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,15.386,20.73185,0,147.515625,42.49,418.77

15,03:30-03:45,41.864567,688.249014,30.573593,9.57165,33.873497,43.050737,20.755001,0.814833,26.717787,16.588865,59.44929,79.122669,1.456306,56.016435,42.118205,657.89409,8.443451,1.00939,51.987209,125.295291,26.273875,0,3.34799,142.003256,0.677632,59.79585,1.44175,14.04936,0,49.128,3.0744,81.34,0,0,88.507981,0,0,0,43.538516,0,0,0,65.657542,0,0,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,15.386,20.73185,0,147.515625,42.49,418.77

16,03:45-04:00,41.864567,688.249014,30.573593,9.57165,33.873497,43.050737,20.755001,0.814833,26.717787,16.588865,59.44929,79.122669,1.456306,56.016435,42.118205,657.89409,8.443451,1.00939,51.987209,125.295291,17.515916,0,3.34799,142.003256,0.677632,59.79585,1.44175,14.04936,0,49.128,3.0744,81.34,0,0,88.507981,0,0,0,43.538516,0,0,0,65.657542,0,0,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,15.386,20.73185,0,147.515625,42.49,418.77

17,04:00-04:15,41.864567,688.249014,30.573593,9.57165,33.873497,43.050737,20.755001,0.814833,26.717787,16.588865,59.44929,79.122669,1.456306,56.016435,42.118205,657.89409,8.443451,1.00939,51.987209,125.295291,17.515916,0,3.34799,142.003256,0.677632,59.79585,1.44175,14.04936,0,49.128,3.0744,81.34,0,0,88.507981,0,0,0,43.538516,0,0,0,65.657542,0,0,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,15.386,20.73185,0,147.515625,42.49,418.77

18,04:15-04:30,41.864567,688.249014,30.573593,9.57165,33.873497,43.050737,20.755001,0.814833,26.717787,16.588865,59.44929,79.122669,1.456306,56.016435,42.118205,657.89409,8.443451,1.00939,51.987209,125.295291,8.690589,0,3.34799,142.003256,0.677632,59.79585,1.44175,28.09872,0,49.128,3.0744,81.34,0,0,88.507981,0,0,0,43.538516,0,0,0,65.657542,0,0,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,15.386,20.73185,0,147.515625,42.49,418.77

19,04:30-04:45,41.864567,688.249014,30.573593,9.57165,33.873497,43.050737,20.755001,0.814833,26.717787,16.588865,59.44929,79.122669,1.456306,56.016435,42.118205,657.89409,8.443451,1.00939,51.987209,125.295291,0,0,3.34799,142.003256,0.677632,59.79585,1.44175,28.09872,0,49.128,3.0744,81.34,0,0,88.507981,0,0,0,43.538516,0,0,0,65.657542,0,0,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,15.386,20.73185,0,147.515625,42.49,418.77

20,04:45-05:00,41.864567,688.249014,30.573593,9.57165,33.873497,43.050737,20.755001,0.814833,26.717787,16.588865,59.44929,79.122669,1.456306,56.016435,42.118205,657.89409,8.443451,1.00939,51.987209,125.295291,0,0,3.34799,142.003256,0.677632,59.79585,1.44175,28.09872,0,49.128,3.0744,81.34,0,0,88.507981,0,0,0,43.538516,0,0,0,65.657542,0,0,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,15.386,20.73185,0,147.515625,42.49,418.77

21,05:00-05:15,41.864567,688.249014,30.573593,9.57165,33.873497,43.050737,20.755001,0.814833,26.717787,16.588865,59.44929,79.122669,1.456306,56.016435,42.118205,657.89409,8.443451,1.00939,51.987209,125.295291,0,0,3.34799,142.003256,0.677632,59.79585,1.44175,28.09872,0,52.992,3.0744,81.34,0,0,88.507981,0,0,0,43.538516,0,0,0,65.657542,0,0,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,16.485,20.73185,0,147.515625,42.49,418.77

22,05:15-05:30,41.864567,688.249014,30.573593,9.57165,33.873497,43.050737,20.755001,0.814833,26.717787,16.588865,59.44929,79.122669,1.456306,56.016435,42.118205,657.89409,8.443451,1.00939,51.987209,125.295291,0,0,8.035174,142.003256,0.677632,59.79585,1.44175,28.09872,0,52.992,3.0744,81.34,0,0,88.507981,0,0,0,43.538516,0,0,0,65.657542,0,0,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,17.584,20.73185,0,147.515625,42.49,418.77

23,05:30-05:45,41.864567,688.249014,30.573593,9.57165,33.873497,43.050737,20.755001,0.814833,26.717787,16.588865,59.44929,79.122669,1.456306,56.016435,42.118205,657.89409,8.443451,1.00939,51.987209,125.295291,0,0.60728,52.362552,142.003256,0.677632,59.79585,1.44175,28.09872,0,49.128,3.0744,81.34,0,0,88.507981,0,0,0,43.538516,0,0,0,65.657542,0,0,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,18.683,20.73185,0,147.515625,43.097,418.77

24,05:45-06:00,41.864567,688.249014,30.573593,9.57165,33.873497,43.050737,20.755001,0.814833,26.717787,16.588865,59.44929,79.122669,1.456306,56.016435,42.118205,657.89409,8.443451,1.00939,51.987209,125.295291,0,1.21456,52.362552,142.003256,0.677632,59.79585,1.44175,42.14808,0,49.128,3.0744,81.34,0,0,88.507981,0,0,0,43.538516,0,0,0,65.657542,0,0,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,20.0018,20.73185,0,147.515625,43.097,418.77

25,06:00-06:15,41.864567,688.249014,30.573593,9.57165,33.873497,43.050737,20.755001,0.814833,26.717787,16.588865,59.44929,79.122669,1.456306,56.016435,42.118205,657.89409,0,1.00939,51.987209,125.295291,0,0.981463,52.362552,142.003256,0.677632,59.79585,1.44175,42.14808,0,49.128,2.4339,82.502,0,0,88.507981,0,0,0,43.538516,0,0,0,65.657542,0,0,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,20.0018,20.73185,0,147.515625,43.097,418.77

26,06:15-06:30,41.864567,688.249014,30.573593,19.143301,33.873497,43.050737,20.755001,0.814833,26.717787,16.588865,59.44929,79.122669,1.456306,56.016435,42.118205,657.89409,0,1.00939,51.987209,125.295291,0,0.981463,52.362552,142.003256,0.677632,59.79585,1.44175,42.14808,0,49.128,2.4339,82.502,0,0,88.507981,0,0,0,43.538516,0,0,0,65.657542,0,0,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,20.0018,20.73185,0,147.515625,43.097,418.77

27,06:30-06:45,41.864567,688.249014,30.573593,19.143301,33.873497,43.050737,20.755001,0.814833,26.717787,16.588865,59.44929,79.122669,1.456306,56.016435,42.118205,657.89409,0,1.00939,51.987209,125.295291,0,1.21456,52.362552,142.003256,0.677632,59.79585,1.44175,42.14808,0,49.128,2.4339,83.083,0,0,88.507981,0,0,0,43.538516,0,0,0,65.657542,0,0,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,20.0018,20.73185,0,147.515625,43.097,418.77

28,06:45-07:00,41.864567,688.249014,30.573593,19.143301,33.873497,43.050737,20.755001,0.814833,26.717787,16.588865,59.44929,79.122669,1.456306,56.016435,42.118205,657.89409,0,1.00939,51.987209,125.295291,0,1.21456,52.362552,142.003256,0.677632,59.79585,1.44175,42.14808,0,49.128,2.4339,83.083,0,0,88.507981,0,0,0,43.538516,0,0,0,65.657542,0,0,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,20.0018,20.73185,0,147.515625,43.097,418.77

29,07:00-07:15,41.864567,688.249014,30.573593,19.143301,33.873497,43.050737,20.755001,0.814833,26.717787,16.588865,73.320791,79.122669,1.456306,56.016435,42.118205,657.89409,0,1.00939,51.987209,125.295291,0,1.21456,6.695978,142.003256,0.834938,59.79585,1.44175,42.14808,0,49.128,2.4339,83.083,0,0,88.507981,0,0,0,43.538516,0,0,0,65.657542,0,0,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,20.0018,20.73185,0,147.515625,43.097,418.77

30,07:15-07:30,41.864567,688.249014,30.573593,19.143301,33.873497,43.050737,20.755001,0.814833,26.717787,16.588865,79.26572,79.122669,1.456306,56.016435,42.118205,657.89409,0,1.00939,51.987209,125.295291,0,1.21456,3.749748,142.003256,0.899474,59.79585,1.44175,42.14808,0,49.128,2.4339,83.083,0,0,88.507981,0,0,0,43.538516,0,0,0,65.657542,0,0,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,20.0018,20.73185,0,147.515625,43.097,418.77

31,07:30-07:45,41.864567,688.249014,30.573593,19.143301,33.873497,43.050737,20.755001,0.814833,26.717787,16.588865,79.26572,79.122669,1.456306,56.016435,42.118205,657.89409,0,1.00939,51.987209,125.295291,0,0.60728,3.749748,142.003256,0.899474,59.79585,1.44175,42.14808,0,49.128,1.7934,83.083,0,0,88.507981,0,0,0,43.538516,0,0,0,65.657542,0,0,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,20.0018,20.73185,0,147.515625,43.097,418.77

32,07:45:08:00,41.864567,688.249014,30.573593,19.143301,33.873497,43.050737,20.755001,0.814833,26.717787,16.588865,79.26572,79.122669,1.456306,56.016435,42.118205,657.89409,0,1.00939,51.987209,125.295291,0,0.60728,3.749748,142.003256,0.899474,59.79585,1.44175,42.14808,0,49.128,1.7934,83.083,0,0,88.507981,0,0,0,43.538516,0,0,0,65.657542,0,0,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,20.0018,20.73185,0,147.515625,43.097,418.77

33,08:00-08:15,41.864567,688.249014,30.573593,19.143301,33.873497,43.050737,20.755001,0.814833,26.717787,16.588865,79.26572,79.122669,1.456306,56.016435,42.118205,657.89409,0,1.00939,51.987209,125.295291,0,0.60728,3.749748,142.003256,0.899474,59.79585,1.44175,42.14808,0,49.128,1.7934,83.083,0,0,85.014246,0,0,0,42.422143,0,0,0,65.657542,0,0,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,20.0018,20.73185,0,147.515625,43.097,418.77

34,08:15-08:30,41.864567,688.249014,30.573593,9.57165,33.873497,43.050737,20.755001,0.814833,26.717787,16.588865,79.26572,79.122669,1.456306,56.016435,42.118205,657.89409,0,1.00939,51.987209,125.295291,0,0.60728,3.749748,142.003256,0.899474,59.79585,1.44175,42.14808,0,49.128,1.7934,83.083,0,0,85.014246,0,0,0,42.422143,0,0,0,65.657542,0,0,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,20.0018,20.73185,0,147.515625,43.097,418.77

35,08:30-08:45,41.864567,688.249014,30.573593,9.57165,33.873497,43.050737,20.755001,0.814833,26.717787,16.588865,73.419873,79.122669,1.456306,56.016435,42.118205,657.89409,0,1.00939,51.987209,125.295291,0,0.60728,3.749748,142.003256,0.834938,59.79585,1.44175,42.14808,0,49.128,1.7934,83.083,0,0,85.014246,0,0,0,42.422143,0,0,0,65.657542,0,0,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,20.0018,20.73185,0,147.515625,43.097,418.77

36,08:45:09:00,41.864567,688.249014,30.573593,9.57165,33.873497,43.050737,20.755001,0.814833,26.717787,16.588865,73.419873,79.122669,1.456306,56.016435,42.118205,657.89409,0,1.00939,51.987209,125.295291,0,0.521402,3.749748,142.003256,0.834938,59.79585,1.44175,42.14808,0,49.128,1.7934,83.083,0,0,85.014246,0,0,0,42.422143,0,0,0,65.657542,0,0,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,20.0018,20.73185,0,147.515625,43.097,418.77

37,09:00:09:15,41.864567,688.249014,30.573593,9.57165,33.873497,43.050737,20.755001,0.814833,26.717787,16.588865,68.267601,79.122669,1.456306,56.016435,42.118205,657.89409,0,1.00939,51.987209,125.295291,0,0.490731,3.749748,142.003256,0.774436,59.79585,1.44175,42.14808,0,49.128,1.1529,83.083,0,0,83.849666,0,0,0,41.305771,0,0,0,65.657542,0,0,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,20.0018,20.73185,0,147.515625,46.39908,418.77

38,09:15-09:30,41.864567,688.249014,30.573593,9.57165,33.873497,43.050737,20.755001,0.814833,26.717787,16.588865,59.44929,79.122669,1.456306,56.016435,42.118205,657.89409,0,1.00939,51.987209,125.295291,0,0.490731,3.749748,142.003256,0.677632,59.79585,1.44175,42.14808,0,52.992,1.1529,83.083,0,0,83.849666,0,0,0,41.305771,0,0,0,65.657542,0,0,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,20.0018,20.73185,0,147.515625,46.39908,418.77

39,09:30-09:45,41.864567,688.249014,30.573593,9.57165,33.873497,43.050737,20.755001,0.814833,26.717787,16.588865,39.63286,79.122669,1.456306,56.016435,42.118205,657.89409,0,1.00939,51.987209,125.295291,0,0,3.749748,142.003256,0.451754,59.79585,1.44175,42.14808,0,52.992,1.1529,83.083,0,0,83.849666,0,0,0,41.305771,0,0,0,65.657542,0,0,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,20.0018,20.73185,0,147.515625,46.39908,418.77

40,09:45-10:00,41.864567,688.249014,30.573593,9.57165,33.873497,43.050737,20.755001,0.814833,26.717787,16.588865,19.81643,79.122669,1.456306,56.016435,42.118205,657.89409,0,1.00939,51.987209,125.295291,0,0,3.749748,142.003256,0.225878,59.79585,1.44175,42.14808,0,49.128,1.1529,83.083,0,0,83.849666,0,0,0,41.305771,0,0,0,65.657542,0,0,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,20.0018,20.73185,0,147.515625,46.39908,418.77

41,10:00-10:15,41.864567,688.249014,30.573593,9.57165,33.873497,43.050737,20.755001,0.814833,26.717787,16.588865,19.81643,79.122669,1.456306,56.016435,42.118205,657.89409,0,1.00939,51.987209,125.295291,0,0,3.749748,136.07849,0.225878,59.79585,1.44175,42.14808,0,49.128,1.1529,83.664,0,0,81.520509,0,0,0,40.747585,0,0,0,65.657542,0,0,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,20.0018,20.73185,0,147.515625,46.39908,418.77

42,10:15-10:30,41.864567,688.249014,30.573593,9.57165,33.873497,43.050737,20.755001,0.814833,26.717787,16.588865,0,79.122669,1.456306,56.016435,42.118205,657.89409,0,1.00939,51.987209,125.295291,0,0,3.749748,136.07849,0,59.79585,1.44175,42.14808,0,49.128,1.1529,83.664,0,0,81.520509,0,0,0,40.747585,0,0,0,65.657542,0,0,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,20.0018,20.73185,0,147.515625,46.39908,418.77

43,10:30-10:45,41.864567,688.249014,30.573593,0,33.873497,43.050737,20.755001,0.814833,26.717787,16.588865,0,79.122669,1.456306,56.016435,42.118205,657.89409,0,1.00939,51.987209,125.295291,0,0,3.749748,136.07849,0,59.79585,1.44175,42.14808,0,49.128,1.1529,83.664,0,0,81.520509,0,0,0,40.747585,0,0,0,65.657542,0,0,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,20.0018,20.73185,0,147.515625,46.39908,418.77

44,10:45-11:00,41.864567,688.249014,30.573593,0,33.873497,43.050737,20.755001,0.814833,26.717787,16.588865,0,79.122669,1.456306,56.016435,42.118205,657.89409,0,1.00939,51.987209,125.295291,0,0,3.749748,136.07849,0,59.79585,1.44175,42.14808,0,49.128,1.1529,83.664,0,0,81.520509,0,0,0,40.747585,0,0,0,65.657542,0,0,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,20.0018,20.73185,0,147.515625,46.39908,418.77

45,11:00-11:15,41.864567,688.249014,30.573593,0,33.873497,43.050737,20.755001,0.814833,26.717787,16.588865,0,79.122669,1.456306,56.016435,42.118205,657.89409,0,1.00939,51.987209,125.295291,0,0,3.749748,136.07849,0,59.79585,1.44175,42.14808,0,49.128,1.1529,83.664,0,0,81.520509,0,0,0,40.747585,0,0,0,65.657542,0,0,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,20.0018,20.73185,0,147.515625,46.39908,418.77

46,11:15-11:30,41.864567,688.249014,30.573593,0,33.873497,43.050737,20.755001,0.814833,26.717787,16.588865,0,79.122669,1.456306,56.016435,42.118205,657.89409,8.443451,1.00939,51.987209,125.295291,0,0,3.749748,136.07849,0,59.79585,1.44175,42.14808,0,49.128,1.1529,83.664,0,0,81.520509,0,0,0,40.747585,0,0,0,65.657542,0,0,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,20.0018,20.73185,0,147.515625,46.39908,418.77

47,11:30-11:45,41.864567,688.249014,30.573593,0,33.873497,43.050737,20.755001,0.814833,26.717787,16.588865,0,79.122669,1.456306,56.016435,42.118205,657.89409,8.443451,1.00939,51.987209,125.295291,0,0,3.749748,136.07849,0,59.79585,1.44175,42.14808,0,49.128,1.1529,83.664,0,0,81.520509,0,0,0,40.747585,0,0,0,65.657542,0,0,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,20.0018,20.73185,0,147.515625,46.39908,418.77

48,11:45-12:00,41.864567,688.249014,30.573593,0,33.873497,43.050737,20.755001,0.814833,26.717787,16.588865,0,79.122669,1.456306,56.016435,42.118205,657.89409,8.443451,1.00939,51.987209,125.295291,0,0,3.749748,136.07849,0,59.79585,1.44175,42.14808,0,49.128,1.1529,83.664,0,0,81.520509,0,0,0,40.747585,0,0,0,65.657542,0,0,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,20.0018,20.73185,0,147.515625,46.39908,418.77

49,12:00-12:15,41.864567,688.249014,30.573593,0,33.873497,43.050737,20.755001,0.814833,26.717787,16.588865,0,79.122669,1.456306,56.016435,42.118205,657.89409,8.443451,1.00939,51.987209,125.295291,0,0,3.749748,136.07849,0,59.79585,1.44175,42.14808,0,49.128,9.4794,83.664,0,0,81.520509,0,0,0,37.956655,0,0,0,65.657542,0,0,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,20.0018,20.73185,0,147.515625,46.39908,418.77

50,12:15-12:30,41.864567,688.249014,30.573593,0,33.873497,43.050737,20.755001,0.814833,26.717787,16.588865,0,79.122669,1.456306,56.016435,42.118205,657.89409,8.443451,1.00939,51.987209,125.295291,0,0,3.749748,136.07849,0,59.79585,1.44175,42.14808,0,49.128,9.4794,83.664,0,0,81.520509,0,0,0,37.956655,0,0,0,65.657542,0,0,0,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,20.0018,20.73185,0,147.515625,46.39908,418.77

