Block,Time,BSIUL,KUDGI,NLCIIST2,NLCTS2EXP,PARBATI3,RAPPC,RSTPSU7,UNCHAHAR3,URI,AURY_LF,DADRI_CRF,DADRI_LF,DADRT2,KGSU3AND4,NLCEXP,SASAN,SIMHST1,TEHRI,VALLURNTECL,BRBCL,KHSTPP-II,SINGRAULI_HYDRO,UNCHAHAR4,CHAMERA1,CHAMERA2,RSTPSU1TO6,TelanganaSTPP,DADRI_RF,CHAMERA3,KOTESHWR,SIMHST2,TANDA2,DULHASTI,KGSU1AND2,KISHANGANGA,KKNPPU2,NJPC,NTPL,RAPPB,RIHAND1,RIHAND3,SEWA2,SINGRAULI,UNCHAHAR2,URI2,ANTA_GF,ANTA_RF,AURY_CRF,AURY_GF,AURY_RF,DADRI_GF,JHAJJAR,KHSTPP-I,NAPP,NNTPP,RAMPUR,RIHAND2,SALAL,TANAKPUR,UNCHAHAR1,DHAULIGNGA,FSTPP I & II,KKNP,KOLDAM,MAPS,NLCIIST1,TALA,TALST2,ANTA_CRF,ANTA_LF
63,15:30-15:45,0,0,0,0,0,51.39,0,0,5.52,0,0,0,341.57,0,0,413.44,0,14.93,0,15,98.87,0,0,0,2.14,0,0,87.68,9.68,8.87,0,0,49.43,0,0,0,70.17,0,0,46,124.32,0,132.75,42.4,8.75,0,26.78,0,0,68.85,0,424.31,41.89,40.69,0,0,118.76,79.38,11.53,20.56,9.11,20.8,0,0,0,0,9.85,0,0,0

64,15:45-16:00,0,0,0,0,0,51.39,0,0,5.52,0,0,0,341.57,0,0,413.44,0,14.93,0,15,98.87,0,0,0,2.14,0,0,87.68,9.68,8.87,0,0,49.43,0,0,0,61.56,0,0,46,124.32,0,132.75,42.4,8.75,0,26.78,0,0,68.85,0,424.31,41.89,40.69,0,0,118.76,41.83,11.53,20.56,9.11,20.8,0,0,0,0,9.76,0,0,0

65,16:00-16:15,0,0,0,0,0,51.39,0,0,5.52,0,0,0,341.57,0,0,413.44,0,14.93,0,15,98.87,0,0,0,2.14,0,0,4.38,9.68,8.87,0,0,49.43,0,0,0,61.56,0,0,46,124.32,0,132.75,42.4,8.75,0,25.72,0,0,68.85,0,424.31,41.89,40.69,0,0,118.76,38.35,11.53,20.56,9.11,20.8,0,0,0,0,9.67,0,0,0

66,16:15-16:30,0,0,0,0,0,51.39,0,0,5.52,0,0,0,341.57,0,0,413.44,0,14.93,0,15,98.87,0,0,0,2.14,0,0,10.96,9.68,8.87,0,0,49.43,0,0,0,61.56,0,0,46,124.32,0,132.75,42.4,8.75,0,25.72,0,0,68.85,0,424.31,41.89,40.69,0,0,118.76,38.35,11.53,20.56,9.11,20.8,0,0,0,0,9.55,0,0,0

67,16:30-16:45,0,0,0,0,0,51.39,0,0,5.52,0,0,0,341.57,0,0,413.44,0,15.56,0,15,98.87,0,0,0,2.14,0,0,21.92,9.68,8.87,0,0,49.43,0,0,0,61.56,0,0,46,124.32,0,132.75,42.4,8.75,0,25.72,0,0,68.85,0,424.31,41.89,40.69,0,0,118.76,26.73,11.53,20.56,9.11,20.8,0,0,0,0,9.47,0,0,0

68,16:45-17:00,1.1,0,0,0,0,51.39,0,0,5.52,0,0,0,341.57,0,0,413.44,0,29.87,0,15,98.87,0,0,0,2.14,0,0,32.88,9.68,8.87,0,0,49.43,0,0,0,61.56,0,0,46,124.32,0,132.75,42.4,8.75,0,2.1,0,0,2.18,0,424.31,41.89,40.69,0,0,118.76,26.73,11.53,20.56,9.11,20.8,0,0,0,0,9.35,0,0,0

69,17:00-17:15,6.52,0,0,0,0,51.39,0,0,5.52,0,0,0,341.57,0,0,413.44,0,29.87,0,15,98.87,0,0,0,2.14,0,0,52.61,9.68,8.87,0,0,49.43,0,0,0,61.56,0,0,46,124.32,0,132.75,42.4,8.75,0,7.35,0,0,4.34,0,424.31,41.89,40.69,0,0,118.76,26.73,11.53,20.56,9.11,20.8,0,0,0,0,9.11,0,0,0

70,17:15-17:30,6.52,0,0,0,0,51.39,0,0,5.52,0,0,0,341.57,0,0,413.44,0,46.69,0,15,98.87,0,0,0,2.14,0,0,52.61,9.68,8.87,0,0,49.43,0,0,0,61.56,0,0,46,124.32,0,132.75,42.4,8.75,0,12.6,0,0,10.86,0,424.31,41.89,40.69,0,0,118.76,26.73,11.53,20.56,9.11,20.8,0,0,0,0,8.82,0,0,0

71,17:30-17:45,6.52,0,0,0,3.56,51.39,0,0,11.04,0,0,0,341.57,0,0,413.44,0,46.69,0,15,98.87,0,0,0,11.33,0,0,52.61,9.68,8.87,0,0,49.43,0,0,0,61.56,0,0,46,124.32,0,132.75,42.4,9.68,0,16.8,0,0,17.37,0,424.31,41.89,40.69,0,0,118.76,38.35,11.53,20.56,18.23,20.8,0,0,0,0,8.64,0,0,0

72,17:45-18:00,6.52,0,0,0,5.09,51.39,0,0,11.04,0,0,0,341.57,0,0,413.44,0,62.24,0,15,98.87,0,0,14.05,11.33,0,0,52.61,9.68,8.87,0,0,49.43,0,0,0,85.23,0,0,46,124.32,0,132.75,42.4,9.68,0,16.8,0,0,23.9,0,424.31,41.89,40.69,0,0,118.76,38.35,11.53,20.56,27.48,20.8,0,0,0,0,8.29,0,0,0

73,18:00-18:15,6.52,0,0,0,7.64,51.39,0,0,11.04,0,0,0,341.57,0,0,413.44,0,62.24,0,15,98.87,0,0,28.1,26.34,0,0,52.61,19.36,17.75,0,0,49.43,0,0,0,116.95,0,0,46,124.32,2.67,132.75,42.4,9.68,0,16.8,0,0,30.41,0,424.31,41.89,40.69,0,0,118.76,38.35,11.53,20.56,36.55,20.8,0,0,0,0,8.14,0,0,0

74,18:15-18:30,19.56,0,0,0,49.01,51.39,0,0,11.04,0,0,0,341.57,0,0,413.44,0,62.24,0,15,98.87,0,0,42.15,40.79,0,0,52.61,30.56,35.5,0,0,49.93,0,0,0,140.34,0,0,46,124.32,8,132.75,42.4,9.68,0,16.8,0,0,38.01,0,424.31,41.89,40.69,0,0,118.76,38.35,12.68,20.56,37.65,20.8,0,0,0,0,8.14,0,0,0

75,18:30-18:45,19.56,0,0,0,49.01,51.39,0,0,16.56,0,0,0,341.57,0,0,413.44,0,62.24,0,15,98.87,0,0,42.15,40.79,0,0,52.61,30.56,35.5,0,0,49.93,0,0,0,140.34,0,0,46,124.32,12,132.75,42.4,9.68,0,16.8,0,0,43.44,0,424.31,41.89,40.69,0,0,118.76,51.13,12.68,20.56,37.65,20.8,0,0,0,0,8.14,0,0,0

76,18:45-19:00,19.56,0,0,0,49.01,51.39,0,0,16.56,0,0,0,341.57,0,0,413.44,0,62.24,0,15,98.87,0,0,42.15,40.79,0,0,52.61,30.56,35.5,0,0,49.93,0,0,0,140.34,0,0,46,124.32,12,132.75,42.4,9.68,0,16.8,0,0,44.53,0,424.31,41.89,40.69,0,0,118.76,79.38,12.68,20.56,37.65,20.8,0,0,0,0,8.44,0,0,0

77,19:00-19:15,19.56,0,0,0,49.01,51.39,0,0,50.79,0,0,0,341.57,0,0,413.44,0,62.24,0,15,98.87,0,0,42.15,40.79,0,0,52.61,30.56,35.5,0,0,49.93,0,0,0,140.34,0,0,46,124.32,12,132.75,42.4,8.75,0,17.22,0,0,46.7,0,424.31,41.89,40.69,0,0,118.76,79.38,12.68,20.56,37.65,20.8,0,0,0,0,8.61,0,0,0

78,19:15-19:30,19.56,0,0,0,49.01,51.39,0,0,50.79,0,0,0,341.57,0,0,413.44,0,62.24,0,15,98.87,0,0,42.15,40.79,0,0,52.61,30.56,35.5,0,0,49.93,0,0,0,140.34,0,0,46,124.32,15.81,132.75,42.4,8.75,0,17.22,0,0,46.7,0,424.31,41.89,40.69,0,0,118.76,79.38,12.68,20.56,37.65,20.8,0,0,0,0,8.73,0,0,0

79,19:30-19:45,19.56,0,0,0,49.01,51.39,0,0,11.04,0,0,0,341.57,0,0,413.44,0,62.24,0,15,98.87,0,0,42.15,40.79,0,0,52.61,30.56,35.5,0,0,49.93,0,0,0,140.34,0,0,46,124.32,15.81,132.75,42.4,9.68,0,17.22,0,0,46.7,0,424.31,41.89,40.69,0,0,118.76,79.38,12.68,20.56,37.65,20.8,0,0,0,0,8.82,0,0,0

80,19:45-20:00,19.56,0,0,0,7.64,51.39,0,0,8.83,0,0,0,341.57,0,0,413.44,0,62.24,0,15,98.87,0,0,42.15,40.79,0,0,52.61,30.56,35.5,0,0,49.93,0,0,0,140.34,0,0,46,124.32,15.81,132.75,42.4,9.68,0,17.22,0,0,46.7,0,424.31,41.89,40.69,0,0,118.76,38.35,12.68,20.56,37.65,20.8,0,0,0,0,8.96,0,0,0

81,20:00-20:15,19.56,0,0,0,14,51.39,0,0,8.83,0,0,0,341.57,0,0,413.44,0,62.24,0,15,98.87,0,0,42.15,40.79,0,0,52.61,30.56,35.5,0,0,49.93,0,0,0,140.34,0,0,46,124.32,12,132.75,42.4,9.68,0,17.22,0,0,46.7,0,424.31,41.89,40.69,0,0,118.76,38.35,12.68,20.56,37.65,20.8,0,0,0,0,9.08,0,0,0

82,20:15-20:30,6.52,0,0,0,14,51.39,0,0,8.83,0,0,0,341.57,0,0,413.44,0,62.24,0,15,98.87,0,0,28.1,23.99,0,0,52.61,19.36,19.72,0,0,49.43,0,0,0,116.95,0,0,46,124.32,8,132.75,42.4,9.68,0,17.22,0,0,46.7,0,424.31,41.89,40.69,0,0,118.76,38.35,11.53,20.56,27.48,20.8,0,0,0,0,9.2,0,0,0

83,20:30-20:45,6.52,0,0,0,3.56,51.39,0,0,8.83,0,0,0,341.57,0,0,413.44,0,62.24,0,15,98.87,0,0,28.1,23.99,0,0,52.61,19.36,8.87,0,0,49.43,0,0,0,85.23,0,0,46,124.32,8,132.75,42.4,9.68,0,17.22,0,0,46.7,0,424.31,41.89,40.69,0,0,118.76,38.35,11.53,20.56,27.48,20.8,0,0,0,0,9.35,0,0,0

84,20:45-21:00,6.52,0,0,0,0,51.39,0,0,50.79,0,0,0,341.57,0,0,413.44,0,62.24,0,15,98.87,0,0,28.1,23.99,0,0,52.61,19.36,8.87,0,0,49.43,0,0,0,85.23,0,0,46,124.32,8,132.75,42.4,9.68,0,17.22,0,0,46.7,0,424.31,41.89,40.69,0,0,118.76,38.35,11.53,20.56,27.48,20.8,0,0,0,0,9.43,0,0,0

85,21:00-21:15,6.52,0,0,0,0,51.39,0,0,50.79,0,0,0,341.57,0,0,413.44,0,62.24,0,15,98.87,0,0,28.1,23.99,0,0,52.61,19.36,8.87,0,0,49.43,0,0,0,85.23,0,0,46,124.32,8,132.75,42.4,9.68,0,17.22,0,0,46.7,0,424.31,41.89,40.69,0,0,118.76,38.35,11.53,20.56,27.48,20.8,0,0,0,0,9.55,0,0,0

86,21:15-21:30,6.52,0,0,0,0,51.39,0,0,11.04,0,0,0,341.57,0,0,413.44,0,62.24,0,15,98.87,0,0,28.1,23.99,0,0,52.61,19.36,8.87,0,0,49.43,0,0,0,85.23,0,0,46,124.32,8,132.75,42.4,9.68,0,17.22,0,0,46.7,0,424.31,41.89,40.69,0,0,118.76,38.35,11.53,20.56,27.48,20.8,0,0,0,0,9.7,0,0,0

87,21:30-21:45,6.52,0,0,0,0,51.39,0,0,8.83,0,0,0,341.57,0,0,413.44,0,62.24,0,15,98.87,0,0,28.1,23.99,0,0,52.61,19.36,8.87,0,0,49.43,0,0,0,85.23,0,0,46,124.32,8,132.75,42.4,8.75,0,17.22,0,0,46.7,0,424.31,41.89,40.69,0,0,118.76,38.35,11.53,20.56,18.23,20.8,0,0,0,0,9.85,0,0,0

88,21:45-22:00,6.52,0,0,0,0,51.39,0,0,8.83,0,0,0,341.57,0,0,413.44,0,62.24,0,15,98.87,0,0,28.1,23.99,0,0,52.61,19.36,8.87,0,0,49.43,0,0,0,85.23,0,0,46,124.32,8,132.75,42.4,8.75,0,17.22,0,0,46.7,0,424.31,41.89,40.69,0,0,118.76,38.35,11.53,20.56,18.23,20.8,0,0,0,0,9.97,0,0,0

89,22:00-22:15,0,0,0,0,0,51.39,0,0,8.83,0,0,0,341.57,0,0,413.44,0,62.24,0,15,98.87,0,0,42.15,23.99,0,0,52.61,19.36,8.87,0,0,49.43,0,0,0,85.23,0,0,46,124.32,12,132.75,42.4,8.75,0,17.22,0,0,46.7,0,424.31,41.89,40.69,0,0,118.76,38.35,11.53,20.56,18.23,20.8,0,0,0,0,10,0,0,0

90,22:15-22:30,0,0,0,0,0,51.39,0,0,8.83,0,0,0,341.57,0,0,413.44,0,62.24,0,15,98.87,0,0,42.15,23.99,0,0,52.61,19.36,8.87,0,0,49.43,0,0,0,85.23,0,0,46,124.32,12,132.75,42.4,8.75,0,17.22,0,0,46.7,0,424.31,41.89,40.69,0,0,118.76,38.35,11.53,20.56,18.23,20.8,0,0,0,0,10.02,0,0,0

91,22:30-22:45,0,0,0,0,0,51.39,0,0,8.83,0,0,0,341.57,0,0,413.44,0,62.24,0,15,98.87,0,0,42.15,9.99,0,0,52.61,9.68,8.87,0,0,49.43,0,0,0,85.23,0,0,46,124.32,12,132.75,42.4,8.75,0,17.22,0,0,46.7,0,424.31,41.89,40.69,0,0,118.76,51.13,11.53,20.56,18.23,20.8,0,0,0,0,10.09,0,0,0

92,22:45-23:00,0,0,0,0,0,51.39,0,0,8.83,0,0,0,341.57,0,0,413.44,0,62.24,0,15,98.87,0,0,42.15,9.99,0,0,52.61,9.68,8.87,0,0,49.43,0,0,0,85.23,0,0,46,124.32,12,132.75,42.4,8.75,0,17.22,0,0,46.7,0,424.31,41.89,40.69,0,0,118.76,51.13,11.53,20.56,18.23,20.8,0,0,0,0,10.17,0,0,0

93,23:00-23:15,0,0,0,0,0,51.39,0,0,8.83,0,0,0,341.57,0,0,413.44,0,62.24,0,15,98.87,0,0,28.1,9.99,0,0,52.61,9.68,8.87,0,0,49.43,0,0,0,85.23,0,0,46,124.32,2.67,132.75,42.4,8.75,0,17.22,0,0,46.7,0,424.31,41.89,40.69,0,0,118.76,51.13,11.53,20.56,18.23,20.8,0,0,0,0,10.23,0,0,0

94,23:15-23:30,0,0,0,0,0,51.39,0,0,8.83,0,0,0,341.57,0,0,413.44,0,62.24,0,15,98.87,0,0,14.05,9.99,0,0,52.61,9.68,8.87,0,0,49.43,0,0,0,85.23,0,0,46,124.32,0,132.75,42.4,8.75,0,17.22,0,0,46.7,0,424.31,41.89,40.69,0,0,118.76,51.13,11.53,20.56,18.23,20.8,0,0,0,0,10.29,0,0,0

95,23:30-23:45,0,0,0,0,0,51.39,0,0,50.79,0,0,0,341.57,0,0,413.44,0,62.24,0,15,98.87,0,0,14.05,9.99,0,0,52.61,9.68,8.87,0,0,49.43,0,0,0,85.23,0,0,46,124.32,0,132.75,42.4,8.75,0,17.22,0,0,46.7,0,424.31,41.89,40.69,0,0,118.76,51.13,11.53,20.56,18.23,20.8,0,0,0,0,10.32,0,0,0

96,23:45-24:00,0,0,0,0,0,51.39,0,0,50.79,0,0,0,341.57,0,0,413.44,0,62.24,0,15,98.87,0,0,14.05,9.99,0,0,52.61,9.68,8.87,0,0,49.43,0,0,0,85.23,0,0,46,124.32,0,132.75,42.4,8.75,0,17.22,0,0,46.7,0,424.31,41.89,40.69,0,0,118.76,51.13,11.53,20.56,18.23,20.8,0,0,0,0,10.44,0,0,0

