Block,Time,AURY_CRF,NAPP,DADRI_GF,BSIUL,NJPC,RIHAND1,URI,AURY_LF,ANTA_GF,ANTA_LF,RIHAND2,TANAKPUR,KOLDAM,CHAMERA3,KISHANGANGA,UNCHAHAR4,ANTA_RF,RAPPC,RIHAND3,SINGRAULI_HYDRO,CHAMERA2,DADRI_RF,UNCHAHAR2,SALAL,TANDA2,PARBATI3,UNCHAHAR3,KOTESHWR,DADRT2,RAPPB,DULHASTI,CHAMERA1,DADRI_CRF,DADRI_LF,AURY_GF,JHAJJAR,RAMPUR,URI2,DHAULIGNGA,AURY_RF,ANTA_CRF,UNCHAHAR1,SINGRAULI,TEHRI,BRBCL,KHSTPP-II,SEWA2,SASAN,TALA,FSTPP I & II,KHSTPP-I,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
13,03:00-03:15,0.000000,46.954568,0.000000,18.905103,173.915716,91.238017,32.007168,0.000000,0.000000,0.000000,117.352078,5.447017,9.891175,33.660923,5.373603,1.605674,0.000000,66.517578,123.025136,1.130208,46.870234,0.000000,40.945981,52.778970,5.178057,22.117229,26.081010,18.939336,662.783503,0.000000,57.187109,40.731905,0.000000,0.000000,0.000000,368.198400,6.518867,36.617398,42.073323,0.000000,0.000000,21.460652,139.732066,30.031567,14.882560,95.546277,18.168916,326.160000,0.000000,12.761312,42.821184,0,0,0,0,0

14,03:15-03:30,0.000000,46.954568,0.000000,18.905103,173.915716,91.238017,32.007168,0.000000,0.000000,0.000000,117.352078,5.447017,9.891175,33.660923,5.373603,1.605674,0.000000,66.517578,123.025136,1.130208,46.870234,0.000000,41.772350,52.778970,5.178057,22.117229,26.081010,18.939336,662.783503,0.000000,57.187109,40.731905,0.000000,0.000000,0.000000,368.198400,6.518867,36.617398,42.073323,0.000000,0.000000,21.460652,139.732066,30.031567,17.259859,95.546277,18.168916,326.160000,0.000000,12.761312,42.821184,0,0,0,0,0

15,03:30-03:45,0.000000,46.954568,0.000000,18.905103,173.915716,91.238017,32.007168,0.000000,0.000000,0.000000,117.352078,5.447017,9.891175,33.660923,5.373603,1.596010,0.000000,66.517578,123.025136,1.130208,46.870234,0.000000,41.772350,52.778970,5.178057,22.117229,26.081010,18.939336,662.783503,0.000000,57.187109,40.731905,0.000000,0.000000,0.000000,368.198400,6.518867,36.617398,42.073323,0.000000,0.000000,21.460652,139.732066,30.031567,18.670848,95.546277,18.168916,326.160000,0.000000,12.761312,42.821184,0,0,0,0,0

16,03:45-04:00,0.000000,46.954568,0.000000,18.905103,173.915716,91.238017,32.007168,0.000000,0.000000,0.000000,117.352078,5.447017,9.891175,33.660923,5.373603,1.596010,0.000000,66.517578,123.025136,1.130208,46.870234,0.000000,41.772350,52.778970,5.178057,22.117229,26.081010,18.939336,662.783503,0.000000,57.187109,40.731905,0.000000,0.000000,0.000000,368.198400,6.518867,36.617398,42.073323,0.000000,0.000000,21.460652,139.732066,20.021045,19.328000,95.546277,18.168916,326.160000,0.000000,12.761312,42.821184,0,0,0,0,0

17,04:00-04:15,0.000000,46.954568,0.000000,18.905103,173.915716,91.238017,32.007168,0.000000,0.000000,0.000000,117.352078,5.447017,9.891175,33.660923,5.373603,1.596010,0.000000,66.517578,123.025136,1.130208,46.870234,0.000000,41.772350,52.778970,5.178057,22.117229,26.081010,18.939336,662.783503,0.000000,57.187109,40.731905,0.000000,0.000000,0.000000,361.993532,6.518867,36.617398,42.073323,0.000000,0.000000,21.460652,139.732066,0.000000,19.328000,95.546277,18.168916,326.160000,0.000000,12.761312,42.821184,0,0,0,0,0

18,04:15-04:30,0.000000,46.954568,0.000000,18.905103,173.915716,91.238017,32.007168,0.000000,0.000000,0.000000,117.352078,5.447017,9.891175,33.660923,5.373603,0.951711,0.000000,66.517578,123.025136,1.130208,46.870234,0.000000,40.854173,52.778970,5.178057,22.117229,26.081010,18.939336,662.783503,0.000000,57.187109,40.731905,0.000000,0.000000,0.000000,340.089883,6.518867,36.617398,42.073323,0.000000,0.000000,21.460652,139.732066,0.000000,19.328000,95.546277,18.168916,326.160000,0.000000,12.761312,42.821184,0,0,0,0,0

19,04:30-04:45,0.000000,46.954568,0.000000,18.905103,173.915716,91.238017,32.007168,0.000000,0.000000,0.000000,117.352078,5.447017,9.891175,33.660923,5.373603,1.384271,0.000000,66.517578,123.025136,1.130208,46.870234,0.000000,40.854173,50.533056,5.178057,22.117229,26.081010,18.939336,662.783503,0.000000,57.187109,40.731905,0.000000,0.000000,0.000000,311.097883,6.518867,36.617398,42.073323,0.000000,0.000000,21.460652,139.732066,0.000000,19.328000,95.546277,18.168916,326.160000,0.000000,12.761312,42.821184,0,0,0,0,0

20,04:45-05:00,0.000000,46.954568,0.000000,18.905103,173.915716,91.238017,32.007168,0.000000,0.000000,0.000000,117.352078,5.447017,9.891175,33.660923,5.373603,1.596010,0.000000,66.517578,123.025136,1.130208,46.870234,0.000000,40.854173,50.533056,5.178057,22.117229,26.081010,18.939336,662.783503,0.000000,57.187109,40.731905,0.000000,0.000000,0.000000,291.769883,6.518867,36.617398,42.073323,0.000000,0.000000,21.460652,139.732066,0.000000,19.328000,95.546277,18.168916,326.160000,0.000000,12.761312,42.821184,0,0,0,0,0

21,05:00-05:15,0.000000,46.954568,0.000000,18.905103,173.915716,91.238017,32.007168,0.000000,0.000000,0.000000,117.352078,4.209059,9.891175,33.660923,5.373603,0.734545,0.000000,66.517578,123.025136,1.130208,46.870234,0.000000,40.854173,50.533056,5.178057,17.693783,26.081010,18.939336,662.783503,0.000000,57.187109,40.731905,0.000000,0.000000,0.000000,272.441883,6.518867,36.617398,42.073323,0.000000,0.000000,21.460652,139.732066,0.000000,19.328000,95.546277,18.168916,326.160000,0.000000,12.761312,42.821184,0,0,0,0,0

22,05:15-05:30,0.000000,46.954568,0.000000,18.905103,173.915716,91.238017,32.007168,0.000000,0.000000,0.000000,117.352078,4.209059,9.891175,33.660923,5.373603,0.951711,0.000000,66.517578,123.025136,1.130208,46.870234,0.000000,40.854173,50.533056,5.178057,17.693783,26.081010,18.939336,662.783503,0.000000,57.187109,40.731905,0.000000,0.000000,0.000000,226.276955,6.518867,36.617398,42.073323,0.000000,0.000000,21.460652,139.732066,0.000000,19.328000,95.546277,18.168916,326.160000,0.000000,12.761312,42.821184,0,0,0,0,0

23,05:30-05:45,0.000000,46.954568,0.000000,18.905103,173.915716,91.238017,32.007168,0.000000,0.000000,0.000000,117.352078,4.209059,9.891175,33.660923,5.373603,0.951711,0.000000,66.517578,123.025136,1.130208,46.870234,0.000000,40.854173,50.533056,5.178057,17.693783,26.081010,18.939336,662.783503,0.000000,57.187109,40.731905,0.000000,0.000000,0.000000,196.656795,6.518867,36.617398,42.073323,0.000000,0.000000,21.460652,139.732066,0.000000,19.328000,95.546277,18.168916,326.160000,0.000000,12.761312,42.821184,0,0,0,0,0

24,05:45-06:00,0.000000,46.954568,0.000000,18.905103,173.915716,91.238017,32.007168,0.000000,0.000000,0.000000,117.352078,4.209059,9.891175,33.660923,5.373603,1.596010,0.000000,66.517578,123.025136,1.130208,46.870234,0.000000,40.854173,50.533056,5.178057,17.693783,26.081010,18.939336,658.708580,0.000000,57.187109,40.731905,0.000000,0.000000,0.000000,186.445523,6.518867,36.617398,42.073323,0.000000,0.000000,21.460652,139.732066,0.000000,19.328000,95.546277,18.168916,326.160000,0.000000,12.761312,42.821184,0,0,0,0,0

25,06:00-06:15,0.000000,46.954568,0.000000,18.905103,173.915716,91.238017,32.007168,0.000000,0.000000,0.000000,117.352078,4.209059,9.891175,33.660923,5.373603,1.720192,0.000000,66.517578,123.025136,1.130208,46.870234,0.000000,41.303839,50.533056,5.178057,17.693783,26.081010,18.939336,589.375892,0.000000,57.187109,40.731905,0.000000,0.000000,0.000000,173.952000,6.518867,36.617398,42.073323,0.000000,0.000000,21.460652,139.732066,0.000000,19.328000,95.546277,18.168916,326.160000,0.000000,12.386735,42.821184,0,0,0,0,0

26,06:15-06:30,0.000000,46.954568,0.000000,18.905103,173.915716,91.238017,32.007168,0.000000,0.000000,0.000000,117.352078,4.209059,9.891175,33.660923,5.373603,1.720192,0.000000,66.517578,123.025136,1.130208,46.870234,0.000000,40.909935,50.533056,5.178057,16.219301,26.081010,9.469669,587.010591,0.000000,57.187109,40.731905,0.000000,0.000000,0.000000,173.952000,6.518867,36.617398,42.073323,0.000000,0.000000,21.460652,139.732066,0.000000,19.328000,95.546277,18.168916,326.160000,0.000000,12.386735,42.821184,0,0,0,0,0

27,06:30-06:45,0.000000,46.954568,0.000000,18.905103,173.915716,91.238017,32.007168,0.000000,0.000000,0.000000,117.352078,4.209059,9.891175,33.660923,5.373603,1.720192,0.000000,66.517578,123.025136,1.130208,46.870234,0.000000,42.129338,50.533056,5.178057,56.814736,26.081010,9.469669,522.000960,0.000000,57.187109,40.731905,0.000000,0.000000,0.000000,173.952000,6.518867,36.617398,42.073323,0.000000,0.000000,21.460652,139.732066,0.000000,19.328000,95.546277,18.168916,326.160000,0.000000,12.386735,42.821184,0,0,0,0,0

28,06:45-07:00,0.000000,46.954568,0.000000,18.905103,173.915716,91.238017,32.007168,0.000000,0.000000,0.000000,117.352078,4.209059,9.891175,33.660923,5.373603,1.720192,0.000000,66.517578,123.025136,1.130208,46.870234,0.000000,42.129338,50.533056,5.178057,56.814736,26.081010,9.469669,483.344960,0.000000,57.187109,40.731905,0.000000,0.000000,0.000000,173.952000,6.518867,36.617398,42.073323,0.000000,0.000000,21.460652,139.732066,0.000000,19.328000,95.546277,18.168916,326.160000,0.000000,12.386735,42.821184,0,0,0,0,0

29,07:00-07:15,0.000000,46.954568,0.000000,18.905103,173.915716,91.238017,32.007168,0.000000,0.000000,0.000000,117.352078,4.209059,9.891175,33.660923,5.373603,1.720192,0.000000,66.517578,123.025136,1.130208,46.870234,0.000000,36.325236,50.533056,5.178057,56.814736,22.122829,9.469669,439.856960,0.000000,57.187109,40.731905,0.000000,0.000000,0.000000,173.952000,6.518867,36.617398,42.073323,0.000000,0.000000,18.855044,139.732066,0.000000,19.328000,95.546277,18.168916,326.160000,0.000000,12.386735,42.821184,0,0,0,0,0

30,07:15-07:30,0.000000,46.954568,0.000000,18.905103,173.915716,91.238017,32.007168,0.000000,0.000000,0.000000,117.352078,4.209059,9.891175,33.660923,5.373603,2.195178,0.000000,66.517578,123.025136,1.130208,46.870234,0.000000,36.798772,50.533056,5.178057,56.814736,22.519053,9.469669,386.704960,0.000000,57.187109,40.731905,0.000000,0.000000,0.000000,173.952000,6.518867,36.617398,42.073323,0.000000,0.000000,19.077316,139.732066,0.000000,19.328000,95.546277,18.168916,326.160000,0.000000,12.386735,42.821184,0,0,0,0,0

31,07:30-07:45,0.000000,46.954568,0.000000,18.905103,173.915716,91.238017,32.007168,0.000000,0.000000,0.000000,117.352078,9.779871,9.891175,33.660923,5.373603,2.195178,0.000000,66.517578,123.025136,1.130208,46.870234,0.000000,32.121976,51.656013,5.178057,56.814736,19.769162,9.469669,367.232000,0.000000,57.187109,40.731905,0.000000,0.000000,0.000000,173.952000,6.518867,36.617398,42.073323,0.000000,0.000000,16.620630,139.732066,0.000000,19.328000,95.546277,18.168916,326.160000,0.000000,11.065280,42.821184,0,0,0,0,0

32,07:45:08:00,0.000000,46.954568,0.000000,18.905103,173.915716,91.238017,32.007168,0.000000,0.000000,0.000000,117.352078,9.779871,9.891175,33.660923,5.373603,2.195178,0.000000,66.517578,123.025136,1.130208,46.870234,0.000000,32.073656,51.656013,5.178057,56.814736,19.769162,9.469669,367.232000,0.000000,57.187109,40.731905,0.000000,0.000000,0.000000,173.952000,6.518867,36.617398,42.073323,0.000000,0.000000,16.620630,139.732066,0.000000,19.328000,95.546277,18.168916,326.160000,0.000000,11.065280,42.821184,0,0,0,0,0

33,08:00-08:15,0.000000,46.954568,0.000000,18.905103,173.915716,91.238017,32.007168,0.000000,0.000000,0.000000,117.352078,4.209059,9.891175,33.660923,5.373603,1.652544,0.000000,66.517578,123.025136,1.130208,46.870234,0.000000,24.160000,51.656013,5.178057,22.117229,15.462400,9.469669,367.232000,0.000000,57.187109,40.731905,0.000000,0.000000,0.000000,173.952000,6.518867,36.617398,42.073323,0.000000,0.000000,12.108992,139.732066,0.000000,19.328000,95.546277,18.168916,326.160000,0.000000,11.065280,42.821184,0,0,0,0,0

34,08:15-08:30,0.000000,46.954568,0.000000,18.905103,173.915716,93.509057,32.007168,0.000000,0.000000,0.000000,119.903374,4.209059,9.891175,33.660923,5.373603,2.213056,0.000000,66.517578,125.847024,1.130208,46.870234,0.000000,24.160000,51.656013,5.178057,22.117229,15.462400,9.469669,367.232000,0.000000,57.187109,40.731905,0.000000,0.000000,0.000000,173.952000,6.518867,36.617398,42.073323,0.000000,0.000000,12.292608,144.419106,0.000000,19.328000,87.407304,18.168916,326.160000,0.000000,11.065280,33.678074,0,0,0,0,0

35,08:30-08:45,0.000000,46.954568,0.000000,18.905103,173.915716,93.451073,32.007168,0.000000,0.000000,0.000000,119.855054,4.209059,9.891175,33.660923,5.373603,2.213056,0.000000,66.517578,125.789040,1.172068,46.870234,0.000000,24.160000,51.656013,5.178057,22.117229,15.462400,9.469669,367.232000,0.000000,57.187109,40.731905,0.000000,0.000000,0.000000,173.952000,6.518867,36.617398,42.073323,0.000000,0.000000,12.292608,144.303138,0.000000,19.328000,87.407304,18.168916,326.160000,0.000000,11.065280,33.678074,0,0,0,0,0

36,08:45:09:00,0.000000,46.954568,0.000000,18.905103,173.915716,93.528385,37.341696,0.000000,0.000000,0.000000,119.932366,4.209059,9.891175,33.660923,5.373603,2.213056,0.000000,66.517578,125.876016,1.172068,46.870234,0.000000,24.160000,51.656013,5.178057,22.117229,15.462400,9.469669,367.232000,0.000000,57.187109,40.731905,0.000000,0.000000,0.000000,173.952000,6.518867,36.617398,42.073323,0.000000,0.000000,12.292608,144.448098,0.000000,19.328000,74.212755,18.168916,326.160000,0.000000,11.065280,27.769214,0,0,0,0,0

37,09:00:09:15,0.000000,46.954568,0.000000,12.603402,173.915716,93.557377,37.341696,0.000000,0.000000,0.000000,119.971022,4.209059,9.891175,33.660923,5.373603,2.213056,0.000000,66.517578,125.924336,1.172068,46.870234,0.000000,23.976384,51.656013,5.178057,22.117229,14.708608,9.469669,297.349895,0.000000,57.187109,40.731905,0.000000,0.000000,0.000000,173.952000,6.518867,36.617398,42.073323,0.000000,0.000000,12.292608,144.525410,0.000000,19.328000,87.407304,9.194795,326.160000,0.000000,11.065280,33.678074,0,0,0,0,0

38,09:15-09:30,0.000000,46.954568,0.000000,12.603402,173.915716,93.615361,37.341696,0.000000,0.000000,0.000000,120.029006,4.209059,9.891175,33.660923,5.373603,2.213056,0.000000,66.517578,125.982320,1.172068,46.870234,0.000000,23.995712,51.656013,5.178057,18.431024,14.708608,9.469669,293.785600,0.000000,57.187109,40.731905,0.000000,0.000000,0.000000,173.952000,6.518867,36.617398,42.073323,0.000000,0.000000,12.292608,144.641378,0.000000,19.328000,87.407304,4.597398,326.160000,0.000000,11.065280,33.678074,0,0,0,0,0

39,09:30-09:45,0.000000,46.954568,0.000000,12.603402,173.915716,93.538049,32.007168,0.000000,0.000000,0.000000,119.942030,4.209059,9.891175,33.660923,5.373603,2.213056,0.000000,66.517578,125.895344,1.172068,46.870234,0.000000,23.966720,51.656013,5.178057,18.431024,14.708608,9.469669,293.785600,0.000000,57.187109,40.731905,0.000000,0.000000,0.000000,173.952000,6.518867,36.617398,42.073323,0.000000,0.000000,12.292608,144.486754,0.000000,19.328000,95.546277,0.000000,326.160000,0.000000,11.065280,42.821184,0,0,0,0,0

40,09:45-10:00,0.000000,46.954568,0.000000,12.603402,173.915716,93.557377,32.007168,0.000000,0.000000,0.000000,119.961358,4.209059,9.891175,33.660923,5.373603,2.213056,0.000000,66.517578,125.914672,1.172068,46.870234,0.000000,29.451910,51.656013,5.178057,18.431024,17.903333,9.469669,293.785600,0.000000,57.187109,40.731905,0.000000,0.000000,0.000000,173.952000,6.518867,36.617398,42.073323,0.000000,0.000000,14.888552,144.515746,0.000000,19.328000,95.546277,0.000000,326.160000,0.000000,11.065280,42.821184,0,0,0,0,0

41,10:00-10:15,0.000000,46.954568,0.000000,12.603402,173.915716,93.683009,37.341696,0.000000,0.000000,0.000000,120.106318,4.209059,9.891175,33.660923,5.373603,2.213056,0.000000,66.517578,126.069296,1.172068,46.870234,0.000000,29.780486,50.533056,5.178057,18.431024,17.903333,0.000000,293.785600,0.000000,57.187109,40.731905,0.000000,0.000000,0.000000,173.952000,6.518867,36.617398,42.073323,0.000000,0.000000,14.888552,144.767010,0.000000,19.328000,95.546277,0.000000,326.160000,0.000000,11.065280,42.821184,0,0,0,0,0

42,10:15-10:30,0.000000,46.954568,0.000000,12.603402,173.915716,93.683009,37.341696,0.000000,0.000000,0.000000,120.106318,4.209059,9.891175,33.660923,5.373603,2.213056,0.000000,66.517578,126.069296,1.172068,46.870234,0.000000,29.780486,50.533056,5.178057,18.431024,17.903333,0.000000,293.785600,0.000000,57.187109,40.731905,0.000000,0.000000,0.000000,173.952000,6.518867,36.617398,42.073323,0.000000,0.000000,14.888552,144.767010,0.000000,19.328000,95.546277,0.000000,326.160000,0.000000,12.594221,42.821184,0,0,0,0,0

43,10:30-10:45,0.000000,46.954568,0.000000,12.603402,173.915716,93.683009,37.341696,0.000000,0.000000,0.000000,120.106318,4.209059,9.891175,33.660923,5.373603,2.881322,0.000000,66.517578,126.069296,1.172068,46.870234,0.000000,38.747518,50.533056,5.178057,18.431024,24.075247,0.000000,297.593216,0.000000,57.187109,40.731905,0.000000,0.000000,0.000000,173.952000,6.518867,36.617398,42.073323,0.000000,0.000000,19.400190,144.767010,0.000000,19.328000,95.546277,0.000000,326.160000,0.000000,12.594221,42.821184,0,0,0,0,0

44,10:45-11:00,0.000000,46.954568,0.000000,12.603402,173.915716,93.683009,32.007168,0.000000,0.000000,0.000000,120.106318,4.209059,9.891175,33.660923,5.373603,2.881322,0.000000,66.517578,126.069296,1.172068,46.870234,0.000000,38.747518,50.533056,5.178057,18.431024,24.075247,0.000000,326.585216,0.000000,57.187109,40.731905,0.000000,0.000000,0.000000,173.952000,6.518867,36.617398,42.073323,0.000000,0.000000,19.400190,144.767010,0.000000,19.328000,95.546277,0.000000,326.160000,0.000000,12.594221,42.821184,0,0,0,0,0

45,11:00-11:15,0.000000,46.954568,0.000000,12.603402,173.915716,93.654017,32.007168,0.000000,0.000000,0.000000,120.077326,9.779871,9.891175,33.660923,5.373603,2.871658,0.000000,66.517578,126.040304,1.172068,46.870234,0.000000,38.196670,37.057574,5.178057,18.431024,24.065583,0.000000,360.428544,0.000000,57.187109,40.731905,0.000000,0.000000,0.000000,173.952000,6.518867,36.617398,42.073323,0.000000,0.000000,19.400190,144.709026,0.000000,19.328000,95.546277,0.000000,326.160000,0.000000,12.594221,42.821184,0,0,0,0,0

46,11:15-11:30,0.000000,46.954568,0.000000,12.603402,173.915716,93.644353,32.007168,0.000000,0.000000,0.000000,120.057998,9.779871,9.891175,33.660923,5.373603,2.861994,0.000000,66.517578,126.020976,1.172068,46.870234,0.000000,38.196670,37.057574,5.178057,18.431024,24.065583,0.000000,394.213888,0.000000,57.187109,40.731905,0.000000,0.000000,0.000000,173.952000,6.518867,36.617398,42.073323,0.000000,0.000000,19.390526,144.689698,0.000000,19.328000,95.546277,0.000000,326.160000,0.000000,12.594221,42.821184,0,0,0,0,0

47,11:30-11:45,0.000000,46.954568,0.000000,12.603402,173.915716,93.625025,37.341696,0.000000,0.000000,0.000000,120.038670,9.779871,9.891175,33.660923,5.373603,2.852330,0.000000,66.517578,126.001648,1.172068,46.870234,0.000000,38.119358,37.057574,5.178057,18.431024,23.997935,0.000000,428.057216,0.000000,57.187109,40.731905,0.000000,0.000000,0.000000,173.952000,6.518867,36.617398,42.073323,0.000000,0.000000,19.342206,144.651042,0.000000,19.328000,95.546277,0.000000,326.160000,0.000000,12.594221,42.821184,0,0,0,0,0

