Time,Block,NR/2023/18049/C,NR/2023/18052/C,NR/2023/17901/A/1191,WR/2023/18560/A,NR/2023/17905/A/1132,NR/2023/16187/A,NR/2023/18054/C,WR/2023/18560/A/II,WR/2023/20256/A/1195,NR/2023/18050/C,WR/2023/20254/A/1196,NR/2023/17064/A,Total
14,03:15-03:30,2.670000,0,0.430000,0.000000,1.930000,34.170000,0,100.000000,0.000000,0,0.000000,0.000000,139.2

15,03:30-03:45,2.670000,0,0.430000,0.000000,1.930000,34.170000,0,100.000000,0.000000,0,0.000000,0.000000,139.2

16,03:45-04:00,2.670000,0,0.430000,0.000000,1.930000,34.170000,0,100.000000,0.000000,0,0.000000,0.000000,139.2

17,04:00-04:15,2.670000,0,0.430000,0.000000,1.930000,34.170000,0,100.000000,0.000000,0,0.000000,0.000000,139.2

18,04:15-04:30,2.670000,0,0.430000,0.000000,1.930000,34.170000,0,100.000000,0.000000,0,0.000000,0.000000,139.2

19,04:30-04:45,2.670000,0,0.430000,0.000000,1.930000,34.170000,0,100.000000,0.000000,0,0.000000,0.000000,139.2

20,04:45-05:00,2.670000,0,0.430000,0.000000,1.930000,34.170000,0,100.000000,0.000000,0,0.000000,0.000000,139.2

21,05:00-05:15,2.670000,0,0.430000,0.000000,1.930000,34.170000,0,100.000000,0.000000,0,0.000000,0.000000,139.2

22,05:15-05:30,2.670000,0,0.430000,0.000000,1.930000,34.170000,0,100.000000,0.000000,0,0.000000,0.000000,139.2

23,05:30-05:45,2.670000,0,0.430000,0.000000,1.930000,34.170000,0,100.000000,0.000000,0,0.000000,0.000000,139.2

24,05:45-06:00,2.670000,0,0.430000,0.000000,1.930000,34.170000,0,100.000000,0.000000,0,0.000000,0.000000,139.2

25,06:00-06:15,2.670000,0,0.430000,100.000000,1.930000,0.000000,0,0.000000,0.000000,0,0.000000,100.000000,205.03

26,06:15-06:30,2.670000,0,0.430000,100.000000,1.930000,0.000000,0,0.000000,0.000000,0,0.000000,100.000000,205.03

27,06:30-06:45,2.670000,0,0.430000,100.000000,1.930000,0.000000,0,0.000000,0.000000,0,0.000000,100.000000,205.03

28,06:45-07:00,2.670000,0,0.430000,100.000000,1.930000,0.000000,0,0.000000,0.000000,0.1,0.000000,100.000000,205.13

29,07:00-07:15,2.670000,0,0.580000,100.000000,1.930000,0.000000,0,0.000000,0.000000,0.37,0.000000,100.000000,205.55

30,07:15-07:30,2.670000,0,0.580000,100.000000,1.930000,0.000000,0,0.000000,0.000000,0.66,0.000000,100.000000,205.84

31,07:30-07:45,2.670000,0,0.580000,100.000000,1.930000,0.000000,0,0.000000,0.000000,1,0.000000,100.000000,206.18

32,07:45:08:00,2.670000,0,0.580000,100.000000,1.930000,0.000000,0,0.000000,0.000000,1.37,0.000000,100.000000,206.55

33,08:00-08:15,2.670000,0,0.960000,100.000000,1.930000,0.000000,0,0.000000,0.000000,1.79,0.000000,50.000000,157.35

34,08:15-08:30,2.670000,0,0.960000,100.000000,1.930000,0.000000,0,0.000000,0.000000,2.19,0.000000,50.000000,157.75

35,08:30-08:45,2.670000,0,0.960000,100.000000,1.930000,0.000000,0,0.000000,0.000000,2.67,0.000000,50.000000,158.23

36,08:45:09:00,2.670000,0,0.960000,100.000000,1.930000,0.000000,0,0.000000,0.000000,3.15,0.000000,50.000000,158.71

37,09:00:09:15,2.670000,24.1,0.960000,100.000000,1.930000,0.000000,0,0.000000,0.000000,3.63,0.000000,50.000000,183.29

38,09:15-09:30,2.670000,24.1,0.960000,100.000000,1.930000,0.000000,0,0.000000,0.000000,4.03,0.000000,50.000000,183.69

39,09:30-09:45,2.670000,24.1,0.960000,100.000000,1.930000,0.000000,0,0.000000,0.000000,4.43,0.000000,50.000000,184.09

40,09:45-10:00,2.670000,24.1,0.960000,100.000000,1.930000,0.000000,0,0.000000,0.000000,4.87,0.000000,50.000000,184.53

41,10:00-10:15,2.670000,24.1,0.960000,100.000000,1.930000,0.000000,0,0.000000,0.000000,5.21,0.000000,50.000000,184.87

42,10:15-10:30,2.670000,24.1,0.960000,100.000000,1.930000,0.000000,0,0.000000,0.000000,5.49,0.000000,50.000000,185.15

43,10:30-10:45,2.670000,24.1,0.960000,100.000000,1.930000,0.000000,0,0.000000,0.000000,5.76,0.000000,50.000000,185.42

44,10:45-11:00,2.670000,24.1,0.960000,100.000000,1.930000,0.000000,0,0.000000,0.000000,6.04,0.000000,50.000000,185.7

45,11:00-11:15,2.760000,24.1,0.960000,100.000000,1.930000,0.000000,0,0.000000,0.000000,6.43,0.000000,100.000000,236.18

46,11:15-11:30,2.760000,24.1,0.960000,100.000000,1.930000,0.000000,0,0.000000,0.000000,6.55,0.000000,100.000000,236.3

47,11:30-11:45,2.760000,24.1,0.960000,100.000000,1.930000,0.000000,0,0.000000,0.000000,6.58,0.000000,100.000000,236.33

48,11:45-12:00,2.760000,24.1,0.960000,100.000000,1.930000,0.000000,0,0.000000,0.000000,6.85,0.000000,100.000000,236.6

49,12:00-12:15,2.760000,24.1,0.960000,100.000000,1.930000,0.000000,0,0.000000,0.000000,5,0.000000,100.000000,234.75

50,12:15-12:30,2.760000,24.1,0.960000,100.000000,1.930000,0.000000,0,0.000000,0.000000,5.4,0.000000,100.000000,235.15

51,12:30-12:45,2.760000,24.1,0.960000,100.000000,1.930000,0.000000,0,0.000000,0.000000,7.38,0.000000,100.000000,237.13

52,12:45-13:00,2.760000,24.1,0.960000,100.000000,1.930000,0.000000,0,0.000000,0.000000,6.96,0.000000,100.000000,236.71

53,13:00-13:15,2.670000,24.1,0.960000,100.000000,1.930000,0.000000,0,0.000000,0.000000,6.34,0.000000,100.000000,236

54,13:15-13:30,2.670000,24.1,0.960000,100.000000,1.930000,0.000000,0,0.000000,0.000000,2.97,0.000000,100.000000,232.63

55,13:30-13:45,2.670000,24.1,0.960000,100.000000,1.930000,0.000000,0,0.000000,0.000000,3.42,0.000000,100.000000,233.08

56,13:45-14:00,2.670000,24.1,0.960000,100.000000,1.930000,0.000000,0,0.000000,0.000000,4.27,0.000000,100.000000,233.93

57,14:00-14:15,2.670000,24.1,0.960000,100.000000,1.930000,0.000000,0,0.000000,0.000000,5.03,0.000000,100.000000,234.69

58,14:15-14:30,2.670000,24.1,0.960000,100.000000,1.930000,0.000000,0,0.000000,0.000000,3.32,0.000000,100.000000,232.98

59,14:30-14:45,2.670000,24.1,0.960000,100.000000,1.930000,0.000000,0,0.000000,0.000000,4.03,0.000000,100.000000,233.69

60,14:45-15:00,2.670000,24.1,0.960000,100.000000,1.930000,0.000000,0,0.000000,0.000000,5.02,0.000000,100.000000,234.68

61,15:00-15:15,2.670000,24.1,0.960000,100.000000,1.930000,0.000000,0,0.000000,0.000000,4.37,0.000000,100.000000,234.03

62,15:15-15:30,2.670000,24.1,0.960000,100.000000,1.930000,0.000000,0,0.000000,0.000000,2.64,0.000000,100.000000,232.3

63,15:30-15:45,2.670000,24.1,0.960000,100.000000,1.930000,0.000000,0,0.000000,0.000000,3.52,0.000000,100.000000,233.18

64,15:45-16:00,2.670000,24.1,0.960000,100.000000,1.930000,0.000000,0,0.000000,0.000000,3.05,0.000000,100.000000,232.71

65,16:00-16:15,2.670000,0,0.630000,100.000000,1.930000,0.000000,0,0.000000,0.000000,2.27,0.000000,100.000000,207.5

66,16:15-16:30,2.670000,0,0.630000,100.000000,1.930000,0.000000,0,0.000000,0.000000,1.66,0.000000,100.000000,206.89

67,16:30-16:45,2.670000,0,0.630000,100.000000,1.930000,0.000000,0,0.000000,0.000000,1.17,0.000000,100.000000,206.4

68,16:45-17:00,2.670000,0,0.630000,100.000000,1.930000,0.000000,0,0.000000,0.000000,0.76,0.000000,100.000000,205.99

69,17:00-17:15,2.760000,0,0.580000,100.000000,1.930000,0.000000,20.25,0.000000,0.000000,0.4,0.000000,100.000000,225.92

70,17:15-17:30,2.760000,0,0.580000,100.000000,1.930000,0.000000,22.17,0.000000,0.000000,0.19,0.000000,100.000000,227.63

71,17:30-17:45,2.760000,0,0.580000,100.000000,1.930000,0.000000,23.14,0.000000,0.000000,0.1,0.000000,100.000000,228.51

72,17:45-18:00,2.760000,0,0.580000,100.000000,1.930000,0.000000,23.14,0.000000,0.000000,0,0.000000,100.000000,228.41

73,18:00-18:15,2.760000,0,0.630000,0.000000,1.930000,0.000000,23.14,100.000000,25.000000,0,55.000000,100.000000,308.46

74,18:15-18:30,2.760000,0,0.630000,0.000000,1.930000,0.000000,23.14,100.000000,25.000000,0,55.000000,100.000000,308.46

75,18:30-18:45,2.760000,0,0.630000,0.000000,1.930000,0.000000,23.14,100.000000,25.000000,0,55.000000,100.000000,308.46

76,18:45-19:00,2.760000,0,0.630000,0.000000,1.930000,0.000000,23.14,100.000000,25.000000,0,55.000000,100.000000,308.46

77,19:00-19:15,2.760000,0,0.630000,0.000000,1.930000,0.000000,0,100.000000,25.000000,0,55.000000,100.000000,285.32

78,19:15-19:30,2.760000,0,0.630000,0.000000,1.930000,0.000000,0,100.000000,25.000000,0,55.000000,100.000000,285.32

79,19:30-19:45,2.760000,0,0.630000,0.000000,1.930000,0.000000,0,100.000000,25.000000,0,55.000000,100.000000,285.32

80,19:45-20:00,2.760000,0,0.630000,0.000000,1.930000,0.000000,0,100.000000,25.000000,0,55.000000,100.000000,285.32

81,20:00-20:15,2.670000,0,0.580000,0.000000,1.930000,0.000000,0,100.000000,25.000000,0,55.000000,0.000000,185.18

82,20:15-20:30,2.670000,0,0.580000,0.000000,1.930000,0.000000,0,100.000000,25.000000,0,55.000000,0.000000,185.18

83,20:30-20:45,2.670000,0,0.580000,0.000000,1.930000,0.000000,0,100.000000,25.000000,0,55.000000,0.000000,185.18

84,20:45-21:00,2.670000,0,0.580000,0.000000,1.930000,0.000000,0,100.000000,25.000000,0,55.000000,0.000000,185.18

85,21:00-21:15,2.670000,0,0.580000,0.000000,1.930000,0.000000,0,100.000000,25.000000,0,55.000000,0.000000,185.18

86,21:15-21:30,2.670000,0,0.580000,0.000000,1.930000,0.000000,0,100.000000,25.000000,0,55.000000,0.000000,185.18

87,21:30-21:45,2.670000,0,0.580000,0.000000,1.930000,0.000000,0,100.000000,25.000000,0,55.000000,0.000000,185.18

88,21:45-22:00,2.670000,0,0.580000,0.000000,1.930000,0.000000,0,100.000000,25.000000,0,55.000000,0.000000,185.18

89,22:00-22:15,2.670000,0,0.580000,0.000000,1.930000,34.170000,0,100.000000,0.000000,0,55.000000,0.000000,194.35

90,22:15-22:30,2.670000,0,0.580000,0.000000,1.930000,34.170000,0,100.000000,0.000000,0,55.000000,0.000000,194.35

91,22:30-22:45,2.670000,0,0.580000,0.000000,1.930000,34.170000,0,100.000000,0.000000,0,55.000000,0.000000,194.35

92,22:45-23:00,2.670000,0,0.580000,0.000000,1.930000,34.170000,0,100.000000,0.000000,0,55.000000,0.000000,194.35

93,23:00-23:15,2.670000,0,0.580000,0.000000,1.930000,34.170000,0,100.000000,0.000000,0,0.000000,0.000000,139.35

94,23:15-23:30,2.670000,0,0.580000,0.000000,1.930000,34.170000,0,100.000000,0.000000,0,0.000000,0.000000,139.35

95,23:30-23:45,2.670000,0,0.580000,0.000000,1.930000,34.170000,0,100.000000,0.000000,0,0.000000,0.000000,139.35

96,23:45-24:00,2.670000,0,0.580000,0.000000,1.930000,34.170000,0,100.000000,0.000000,0,0.000000,0.000000,139.35

