Block,Time,DULHASTI,JHAJJAR,KISHANGANGA,DADRT2,DHAULIGNGA,KOLDAM,CHAMERA1,CHAMERA2,CHAMERA3,BSIUL,TANAKPUR,TANDA2,UNCHAHAR1,UNCHAHAR2,UNCHAHAR4,URI,KOTESHWR,NAPP,PARBATI3,RAMPUR,RAPPB,RIHAND1,RIHAND2,RIHAND3,SEWA2,SINGRAULI,TEHRI,URI2,UNCHAHAR3,SALAL,SINGRAULI_HYDRO,NJPC,RAPPC,ANTA_GF,ANTA_RF,ANTA_LF,ANTA_CRF,DADRI_GF,DADRI_RF,DADRI_LF,DADRI_CRF,AURY_GF,AURY_RF,AURY_LF,AURY_CRF,KGSU3AND4,KKNP,KKNPPU2,NLCTS2EXP,NNTPP,NTPL,MAPS,KGSU1AND2,RSTPSU1TO6,RSTPSU7,TALST2,SIMHST1,SIMHST2,KUDGI,TelanganaSTPP,VALLURNTECL,NLCIIST1,NLCIIST2,NLCEXP,KHSTPP-I,KHSTPP-II,FSTPP I & II,TALA,BRBCL,SASAN
1,00:00-00:15,0,653.1525,0,683.129127,0,0,0,0,0,0,0,0,10.91181,42.392196,0,1.104,8.874,16.02,0,0,0,92,59.0625,123.665625,0,125.5875,0,4.7082,26.39091,6.972,0.72694,0,54.567,0,0,0,45.15,0,0,0,92.064,0,0,0,71.4588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,147.515625,18.140334,0,15.00135,418.77

2,00:15-00:30,0,653.1525,0,683.129127,0,0,0,0,0,0,0,0,10.91181,42.392196,0,1.104,8.874,16.02,0,0,0,92,59.0625,123.665625,0,125.5875,0,4.7082,26.39091,55.776,0.72694,0,54.567,0,0,0,45.15,0,0,0,92.064,0,0,0,71.4588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,147.515625,18.140334,0,15.00135,418.77

3,00:30-00:45,0,653.1525,0,683.129127,0,0,0,0,0,0,0,0,10.91181,42.392196,0,1.104,8.874,16.2336,0,0,0,92,59.0625,123.665625,0,125.5875,0,4.7082,26.39091,55.776,0.72694,0,54.567,0,0,0,45.15,0,0,0,92.064,0,0,0,71.4588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,147.515625,18.140334,0,15.00135,418.77

4,00:45-01:00,0,653.1525,0,683.129127,0,0,0,0,0,0,0,0,10.91181,42.392196,0,1.104,8.874,16.2336,0,0,0,92,59.0625,123.665625,0,125.5875,0,4.7082,26.39091,6.972,0.72694,0,54.567,0,0,0,45.15,0,0,0,92.064,0,0,0,71.4588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,147.515625,18.140334,0,15.00135,418.77

5,01:00-01:15,0,653.1525,0,683.129127,0,0,0,0,0,0,0,0,10.91181,42.392196,0,1.104,8.874,16.4472,0,0,0,92,59.0625,123.665625,0,125.5875,0,4.7082,26.39091,1.3944,0.72694,0,54.567,0,0,0,45.15,0,0,0,92.064,0,0,0,71.4588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,147.515625,18.140334,0,15.00135,418.77

6,01:15-01:30,0,653.1525,0,683.129127,0,0,0,0,0,0,0,0,10.91181,42.392196,0,1.104,8.874,16.4472,0,0,0,92,59.0625,123.665625,0,125.5875,0,4.7082,26.39091,1.3944,0.72694,0,54.567,0,0,0,45.15,0,0,0,92.064,0,0,0,71.4588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,147.515625,18.140334,0,15.00135,418.77

7,01:30-01:45,0,653.1525,0,683.129127,0,0,0,0,0,0,0,0,10.91181,42.392196,0,35.328,8.874,16.6608,0,0,0,92,59.0625,123.665625,0,125.5875,0,4.7082,26.39091,1.3944,0.72694,0,54.567,0,0,0,45.15,0,0,0,92.064,0,0,0,71.4588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,147.515625,18.140334,0,15.00135,418.77

8,01:45-02:00,0,653.1525,0,683.129127,0,0,0,0,0,0,0,0,10.91181,42.392196,0,35.328,8.874,16.6608,0,0,0,92,59.0625,123.665625,0,125.5875,0,4.7082,26.39091,1.3944,0.72694,0,54.567,0,0,0,45.15,0,0,0,92.064,0,0,0,71.4588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,147.515625,18.140334,0,15.00135,418.77

9,02:00-02:15,0,653.1525,0,683.129127,0,0,0,0,0,0,0,0,10.91181,42.392196,0,4.416,8.874,16.8744,0,0,0,92,59.0625,123.665625,0,125.5875,0,4.7082,26.39091,1.3944,0.72694,0,54.567,0,0,0,45.15,0,0,0,92.064,0,0,0,71.4588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,147.515625,18.140334,0,15.00135,418.77

10,02:15-02:30,0,653.1525,0,683.129127,0,0,0,0,0,0,0,0,10.91181,42.392196,0,2.6496,8.874,16.8744,0,0,0,92,59.0625,123.665625,0,125.5875,0,4.7082,26.39091,1.3944,0.72694,0,54.567,0,0,0,45.15,0,0,0,92.064,0,0,0,71.4588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,147.515625,18.140334,0,15.00135,418.77

11,02:30-02:45,0,653.1525,0,683.129127,0,0,0,0,0,0,0,0,10.91181,42.392196,0,2.6496,8.874,17.088,0,0,0,92,59.0625,123.665625,0,125.5875,0,4.7082,26.39091,1.3944,0.72694,0,54.567,0,0,0,45.15,0,0,0,92.064,0,0,0,71.4588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,147.515625,18.140334,0,15.00135,418.77

12,02:45-03:00,0,653.1525,0,683.129127,0,0,0,0,0,0,0,0,10.91181,42.392196,0,2.6496,8.874,17.088,0,0,0,92,59.0625,123.665625,0,125.5875,0,4.7082,26.39091,1.3944,0.72694,0,54.567,0,0,0,45.15,0,0,0,92.064,0,0,0,71.4588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,147.515625,18.140334,0,15.00135,418.77

13,03:00-03:15,16.478852,653.1525,0,683.129127,0,0,0,0,0,0,0,0,10.91181,42.392196,0,2.6496,8.874,17.3016,0,0,0,92,59.0625,123.665625,0,125.5875,0,4.7082,26.39091,1.3944,0.72694,0,54.567,0,0,0,45.15,0,0,0,92.064,0,0,0,71.4588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,147.515625,18.140334,0,15.00135,418.77

14,03:15-03:30,16.478852,653.1525,0,683.129127,0,0,0,0,0,0,0,0,10.91181,42.392196,0,2.6496,8.874,17.3016,0,0,0,92,59.0625,123.665625,0,125.5875,0,4.7082,26.39091,1.3944,0.72694,0,54.567,0,0,0,45.15,0,0,0,92.064,0,0,0,71.4588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,147.515625,18.140334,0,15.00135,418.77

15,03:30-03:45,16.478852,653.1525,0,683.129127,0,0,0,0,0,0,0,0,10.91181,42.392196,0,2.6496,8.874,17.5152,0,0,0,92,59.0625,123.665625,0,125.5875,0,4.7082,26.39091,1.3944,0.72694,0,54.567,0,0,0,45.15,0,0,0,92.064,0,0,0,71.4588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,147.515625,18.140334,0,15.00135,418.77

