Block,Time,DADRI_RF,AURY_RF,TANDA2,RIHAND3,DADRI_LF,DHAULIGNGA,RAMPUR,SINGRAULI_HYDRO,RAPPC,RIHAND2,AURY_GF,SEWA2,ANTA_GF,TANAKPUR,SINGRAULI,RIHAND1,BSIUL,DADRT2,AURY_LF,NJPC,ANTA_LF,KISHANGANGA,UNCHAHAR1,ANTA_RF,AURY_CRF,DADRI_CRF,UNCHAHAR4,JHAJJAR,NAPP,CHAMERA2,DULHASTI,CHAMERA3,UNCHAHAR2,DADRI_GF,URI,RAPPB,PARBATI3,TEHRI,KOLDAM,ANTA_CRF,KOTESHWR,SALAL,CHAMERA1,URI2,KHSTPP-I,KUDGI,FSTPP I & II,SASAN,BRBCL,KHSTPP-II,UNCHAHAR3,TALA,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
1,00:00-00:15,54.277035,43.119357,0.000000,119.671225,0.000000,35.409788,0.000000,0.851557,50.348463,114.309562,0.000000,15.293577,0.000000,12.768124,99.431175,89.028400,12.620356,664.596965,0.000000,148.642010,0.000000,0.000000,18.706824,14.280446,0.000000,0.000000,0.000000,632.053352,37.516181,38.233943,47.839755,28.124079,39.524255,0.000000,42.733632,0.000000,0.000000,65.354587,0.000000,0.000000,34.349479,83.210588,41.282082,31.372176,31.127660,9.68,11.029845,337.703108,9.676957,95.163618,25.537700,24.751831,0,0,0,0,0

2,00:15-00:30,54.277035,43.119357,0.000000,119.671225,0.000000,35.409788,0.000000,0.851557,50.348463,114.309562,0.000000,15.293577,0.000000,12.768124,99.431175,89.028400,12.620356,664.596965,0.000000,148.642010,0.000000,0.000000,18.786928,14.280446,0.000000,0.000000,0.000000,632.053352,37.516181,38.233943,47.839755,28.124079,39.524255,0.000000,42.733632,0.000000,0.000000,65.354587,0.000000,0.000000,34.349479,83.210588,41.282082,31.372176,31.131877,9.68,11.029845,337.703108,9.676957,95.163618,25.537700,24.751831,0,0,0,0,0

3,00:30-00:45,54.277035,43.119357,0.000000,119.671225,0.000000,35.409788,0.000000,0.851557,50.348463,114.309562,0.000000,10.190558,0.000000,12.768124,99.431175,89.028400,12.620356,664.596965,0.000000,148.642010,0.000000,0.000000,18.786928,14.280446,0.000000,0.000000,0.000000,632.053352,37.516181,38.233943,47.839755,28.124079,39.524255,0.000000,42.733632,0.000000,0.000000,65.354587,0.000000,0.000000,34.349479,83.210588,41.282082,30.591126,31.131877,9.68,11.029845,348.480866,9.676957,95.163618,25.537700,24.182823,0,0,0,0,0

4,00:45-01:00,54.277035,43.119357,0.000000,119.671225,0.000000,35.409788,0.000000,0.851557,50.348463,114.309562,0.000000,10.190558,0.000000,12.768124,99.431175,89.028400,12.620356,664.596965,0.000000,148.642010,0.000000,0.000000,18.786928,14.280446,0.000000,0.000000,0.000000,632.053352,37.516181,38.233943,47.839755,28.124079,39.524255,0.000000,42.733632,0.000000,0.000000,65.354587,0.000000,0.000000,34.349479,83.210588,41.282082,30.591126,31.131877,9.68,11.029845,361.708040,9.676957,95.163618,25.537700,24.182823,0,0,0,0,0

5,01:00-01:15,18.873343,17.733296,0.000000,119.671225,0.000000,35.409788,0.000000,0.851557,50.348463,114.309562,0.000000,10.216357,0.000000,12.768124,99.431175,89.028400,12.620356,664.596965,0.000000,148.642010,0.000000,0.000000,18.786928,1.053690,0.000000,0.000000,0.000000,632.053352,37.516181,38.233943,47.839755,28.124079,39.524255,0.000000,42.733632,0.000000,0.000000,65.354587,0.000000,0.000000,34.349479,83.210588,41.282082,30.591126,31.131877,9.68,10.357293,369.389234,9.676957,95.163618,25.537700,24.182823,0,0,0,0,0

6,01:15-01:30,18.873343,17.733296,0.000000,119.671225,0.000000,35.409788,0.000000,0.851557,50.348463,114.309562,0.000000,10.216357,0.000000,12.768124,99.431175,89.028400,12.620356,664.596965,0.000000,148.642010,0.000000,0.000000,18.786928,0.000000,0.000000,0.000000,0.000000,632.053352,37.516181,38.233943,47.839755,28.124079,39.524255,0.000000,42.733632,0.000000,0.000000,65.354587,0.000000,0.000000,34.349479,83.210588,41.282082,30.591126,31.131877,9.68,10.357293,374.832547,9.676957,95.163618,25.537700,24.182823,0,0,0,0,0

7,01:30-01:45,18.873343,17.733296,0.000000,119.671225,0.000000,35.409788,0.000000,0.851557,50.348463,114.309562,0.000000,10.216357,0.000000,12.768124,99.431175,89.028400,12.620356,664.596965,0.000000,148.642010,0.000000,0.000000,18.786928,0.000000,0.000000,0.000000,0.000000,632.053352,37.516181,38.233943,47.839755,28.124079,39.524255,0.000000,42.733632,0.000000,0.000000,65.354587,0.000000,0.000000,34.349479,83.210588,41.282082,30.591126,31.131877,9.68,10.357293,380.275859,9.676957,95.163618,25.537700,24.182823,0,0,0,0,0

8,01:45-02:00,18.873343,17.733296,0.000000,119.671225,0.000000,35.409788,0.000000,0.851557,50.348463,114.309562,0.000000,10.216357,0.000000,12.768124,99.431175,89.028400,12.620356,664.596965,0.000000,148.642010,0.000000,0.000000,18.786928,0.000000,0.000000,0.000000,0.000000,632.053352,37.516181,38.233943,47.839755,28.124079,39.524255,0.000000,44.870314,0.000000,0.000000,65.354587,0.000000,0.000000,34.349479,83.210588,41.282082,30.591126,31.131877,9.68,10.357293,385.719172,9.676957,95.163618,25.537700,24.182823,0,0,0,0,0

9,02:00-02:15,18.873343,17.409697,0.000000,119.671225,0.000000,35.409788,0.000000,0.851557,50.348463,114.309562,0.000000,10.216357,0.000000,12.768124,99.431175,89.028400,12.620356,664.596965,0.000000,148.642010,0.000000,0.000000,18.786928,16.113190,0.000000,0.000000,0.000000,632.053352,37.516181,38.233943,47.839755,28.124079,39.524255,0.000000,44.870314,0.000000,0.000000,65.354587,0.000000,0.000000,34.349479,83.210588,41.282082,31.372176,31.131877,9.68,10.357293,394.337750,9.676957,95.163618,25.537700,25.605342,0,0,0,0,0

10,02:15-02:30,18.873343,17.409697,0.000000,119.671225,0.000000,35.409788,0.000000,0.851557,50.348463,114.309562,0.000000,10.216357,0.000000,12.768124,99.431175,89.028400,12.620356,664.596965,0.000000,148.642010,0.000000,0.000000,18.786928,22.353870,0.000000,0.000000,0.000000,632.053352,37.516181,38.233943,47.839755,28.124079,39.524255,0.000000,42.733632,0.000000,0.000000,65.354587,0.000000,0.000000,34.349479,83.210588,41.282082,31.372176,31.131877,9.68,10.357293,402.049109,9.676957,95.163618,25.537700,25.605342,0,0,0,0,0

11,02:30-02:45,18.873343,17.409697,0.000000,119.671225,0.000000,35.409788,0.000000,0.851557,50.348463,114.309562,0.000000,10.216357,0.000000,12.768124,99.431175,89.028400,12.620356,664.596965,0.000000,148.642010,0.000000,0.000000,18.783057,7.597436,0.000000,0.000000,0.000000,632.053352,37.516181,38.233943,47.839755,28.124079,39.520868,0.000000,42.733632,0.000000,0.000000,65.354587,0.000000,0.000000,34.349479,83.210588,41.282082,30.591126,31.131877,9.68,10.357293,402.805125,9.676957,95.163618,25.537700,24.182823,0,0,0,0,0

