Block,Time Block,RAPPB,RAMPUR,DADRT2,CHAMERA3,CHAMERA2,DADRI_RF,RIHAND1,RSTPSU1TO6,RAPPC,RIHAND3,RIHAND2,DADRI_CRF,DADRI_GF,DADRI_LF,KOTESHWR,CHAMERA1,BRBCL,BSIUL,VALLURNTECL,ANTA_RF,AURY_LF,ANTA_LF,AURY_GF,ANTA_GF,AURY_CRF,AURY_RF,NTPL,NLCEXP,PARBATI3,NLCIIST1,NJPC,NLCIIST2,NLCTS2EXP,NNTPP,NAPP,ANTA_CRF,KUDGI,MAPS,URI,URI2,DULHASTI,FSTPP I & II,SINGRAULI,SINGRAULI_HYDRO,KKNP,KGSU1AND2,KGSU3AND4,KKNPPU2,KOLDAM,KHSTPP-II,KISHANGANGA,JHAJJAR,KHSTPP-I,DHAULIGNGA,SASAN,SIMHST1,SIMHST2,RSTPSU7,SALAL,SEWA2,UNCHAHAR1,TALA,TEHRI,UNCHAHAR3,UNCHAHAR4,TANDA2,TelanganaSTPP,UNCHAHAR2,TALST2,TANAKPUR,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
57,14:00-14:15,0,2.48,365.45,16.34,20.23,0,31.1,0,58.33,120.4,92.59,0,0,0,18.71,0,19.37,6.31,0,0,0,0,0,0,0,0,0,0,0,0,115.23,0,0,0,43.68,0,0,0,43.84,32.91,52.1,9.7,120.62,0,0,0,0,0,3.88,64.81,1.39,138.87,28.66,39.13,333.41,0,0,0,70.9,0,11.85,11.86,34.32,0,0,0,0,23.28,0,11.53,0,0,0,0,0

58,14:15-14:30,0,2.48,365.45,16.34,20.23,0,44.55,0,58.33,120.4,115.02,0,0,0,18.71,0,19.37,6.31,0,0,0,0,0,0,0,0,0,0,0,0,115.23,0,0,0,43.68,0,0,0,43.84,32.91,52.1,9.7,132.21,0,0,0,0,0,3.88,64.81,1.39,138.87,28.66,39.13,333.41,0,0,0,70.9,0,11.85,9.48,34.32,0,0,0,0,23.28,0,11.53,0,0,0,0,0

59,14:30-14:45,0,2.48,365.45,16.34,20.23,0,44.55,0,58.33,120.4,115.02,0,0,0,18.71,0,19.37,6.31,0,0,0,0,0,0,0,0,0,0,0,0,115.23,0,0,0,43.68,0,0,0,43.84,32.91,52.1,12.97,132.21,0,0,0,0,0,3.88,80.84,1.39,138.87,34.97,39.13,333.41,0,0,0,70.9,0,11.85,9.54,34.32,0,0,0,0,23.28,0,11.53,0,0,0,0,0

60,14:45-15:00,0,2.48,365.45,16.34,20.23,0,44.55,0,58.33,120.4,115.02,0,0,0,18.71,0,19.37,6.31,0,0,0,0,0,0,0,0,0,0,0,0,115.23,0,0,0,43.68,0,0,0,43.84,32.91,52.1,12.97,132.21,0,0,0,0,0,3.88,83.63,1.39,138.87,38.08,39.13,333.41,0,0,0,70.9,0,11.85,9.63,34.32,0,0,0,0,23.28,0,11.53,0,0,0,0,0

61,15:00-15:15,0,2.48,365.45,16.34,20.23,0,44.55,0,58.33,120.4,115.02,0,0,0,28.07,0,19.37,0,0,0,0,0,0,0,0,0,0,0,0,0,115.23,0,0,0,43.68,0,0,0,43.84,32.91,52.1,12.97,132.21,0,0,0,0,0,3.88,83.63,1.39,138.87,38.08,39.13,333.41,0,0,0,70.9,0,11.85,9.34,34.32,0,0,0,0,23.28,0,11.53,0,0,0,0,0

62,15:15-15:30,0,2.48,365.45,16.34,20.23,0,44.55,0,58.33,120.4,115.02,0,0,0,28.07,0,19.37,0,0,0,0,0,0,0,0,0,0,0,0,0,115.23,0,0,0,43.68,0,0,0,43.84,32.91,52.1,12.97,132.21,0,0,0,0,0,3.88,83.63,1.39,138.87,38.08,39.13,333.41,0,0,0,70.9,0,11.85,9.32,34.32,0,0,0,0,23.28,0,11.53,0,0,0,0,0

63,15:30-15:45,0,2.48,365.45,16.34,20.23,0,26.9,0,58.33,120.4,115.02,0,0,0,28.07,12.24,19.37,0,0,0,0,0,0,0,0,0,0,0,0,0,115.23,0,0,0,43.68,0,0,0,43.84,32.91,52.1,12.97,132.21,0,0,0,0,0,3.88,83.63,1.39,138.87,38.08,39.13,333.41,0,0,0,70.9,0,11.85,9.34,34.32,0,0,0,0,23.28,0,11.53,0,0,0,0,0

64,15:45-16:00,0,2.48,365.45,16.34,20.23,0,26.9,0,58.33,120.4,115.02,0,0,0,28.07,12.24,19.37,0,0,0,0,0,0,0,0,0,0,0,0,0,115.23,0,0,0,43.68,0,0,0,43.84,32.91,52.1,12.97,132.21,0,0,0,0,0,3.88,83.63,1.39,138.87,38.08,39.13,333.41,0,0,0,70.9,0,11.85,9.32,34.32,0,0,0,0,23.28,0,11.53,0,0,0,0,0

65,16:00-16:15,0,2.48,365.45,16.34,20.23,0,26.9,0,58.33,120.4,115.02,0,0,0,28.07,12.24,19.37,0,0,0,0,0,0,0,0,0,0,0,0,0,115.23,0,0,0,43.68,0,0,0,43.84,32.91,52.1,12.97,132.21,0,0,0,0,0,3.88,83.63,1.39,138.87,38.08,39.13,333.41,0,0,0,70.9,0,15.01,9.23,34.32,0,0,0,0,30.62,0,11.53,0,0,0,0,0

66,16:15-16:30,0,2.48,368.17,16.34,20.23,0,26.9,0,58.33,120.4,115.02,0,0,0,28.07,12.24,19.37,0,0,0,0,0,0,0,0,0,0,0,0,0,115.23,0,0,0,43.68,0,0,0,43.84,32.91,52.1,12.97,132.21,0,0,0,0,0,3.88,83.63,1.39,138.87,38.08,39.13,333.41,0,0,0,70.9,5.61,15.01,9.25,34.32,0,0,0,0,30.62,0,11.53,0,0,0,0,0

67,16:30-16:45,0,2.48,383.66,16.34,20.23,0,26.9,0,58.33,120.4,115.02,0,0,0,28.07,12.24,19.37,0,0,0,0,0,0,0,0,0,0,0,0,0,115.23,0,0,0,43.68,0,0,0,43.84,32.91,52.1,12.97,132.21,0,0,0,0,0,3.88,83.63,1.39,138.87,38.08,39.13,333.41,0,0,0,70.9,5.61,15.01,9.2,51.49,0,0,0,0,30.62,0,11.53,0,0,0,0,0

68,16:45-17:00,0,2.48,404.97,16.34,20.23,0,26.9,0,58.33,120.4,115.02,0,0,0,28.07,12.24,19.37,0,0,0,0,0,0,0,0,0,0,0,0,0,115.23,0,0,0,43.68,0,0,0,43.84,32.91,52.1,12.97,132.21,0,0,0,0,0,3.88,83.63,1.39,138.87,38.08,39.13,333.41,0,0,0,70.9,11.22,15.01,9.11,51.49,0,0,0,0,30.62,0,11.53,0,0,0,0,0

69,17:00-17:15,0,2.68,373.01,16.34,20.23,0,44.55,0,58.33,120.4,115.02,0,0,0,28.07,27.21,19.37,6.31,0,0,0,0,0,0,0,0,0,0,0,0,125.26,0,0,0,43.68,0,0,0,43.84,32.91,52.1,12.97,132.21,0,0,0,0,0,3.88,95.76,1.39,138.87,38.08,39.13,333.41,0,0,0,70.9,11.22,15.01,8.75,68.23,0,0,0,0,30.62,0,11.53,0,0,0,0,0

70,17:15-17:30,0,2.68,411.26,16.34,20.23,0,44.55,0,58.33,120.4,115.02,0,0,0,28.07,27.21,19.37,6.31,0,0,0,0,0,0,0,0,0,0,0,0,125.26,0,0,0,43.68,0,0,0,43.84,32.91,52.1,12.97,132.21,0,0,0,0,0,3.88,95.76,1.39,138.87,38.08,39.13,333.41,0,0,0,70.9,11.22,15.01,8.29,68.64,0,0,0,0,30.62,0,11.53,0,0,0,0,0

71,17:30-17:45,0,2.68,440.8,16.34,20.23,0,44.55,0,58.33,120.4,115.02,0,0,0,28.07,40.82,19.37,6.31,0,0,0,0,0,0,0,0,0,0,3.82,0,125.26,0,0,0,43.68,0,0,0,43.84,32.91,52.1,12.97,132.21,0,0,0,0,0,3.88,95.76,1.39,138.87,38.08,39.13,333.41,0,0,0,70.9,11.22,15.01,8.29,68.64,0,0,0,0,30.62,0,11.53,0,0,0,0,0

72,17:45-18:00,0,2.68,489.23,16.34,20.23,0,44.55,0,58.33,120.4,115.02,0,0,0,28.07,40.82,19.37,6.31,0,0,0,0,0,0,0,0,0,0,6.81,0,125.26,0,0,0,43.68,0,0,0,43.84,32.91,52.1,16.44,132.21,0,0,0,0,0,3.88,95.76,1.39,138.87,43.51,39.13,333.41,0,0,0,70.9,11.22,15.01,7.81,68.64,0,0,0,0,36.44,0,11.53,0,0,0,0,0

73,18:00-18:15,0,2.68,518.28,16.34,20.23,0,44.55,0,58.33,120.4,115.02,0,0,0,37.42,40.82,19.37,3.2,0,0,0,0,0,0,0,0,0,0,8.16,0,125.26,0,0,0,43.68,0,0,0,43.84,32.91,52.1,16.44,132.21,0,0,0,0,0,3.88,95.76,1.39,138.87,43.51,39.13,333.41,0,0,0,70.9,15.61,15.01,7.54,68.64,0,0,0,0,36.44,0,11.53,0,0,0,0,0

74,18:15-18:30,0,2.68,537.65,20.7,20.23,0,44.55,0,58.33,120.4,115.02,0,0,0,37.42,40.82,19.37,3.2,0,0,0,0,0,0,0,0,0,0,52.41,0,125.26,0,0,0,43.68,0,0,0,43.84,32.91,52.1,16.44,132.21,0,0,0,0,0,3.88,95.76,2.79,138.87,43.51,39.13,333.41,0,0,0,70.9,15.61,15.01,7.54,68.64,0,0,0,0,36.44,0,11.53,0,0,0,0,0

75,18:30-18:45,0,3.51,566.71,32.68,44.21,0,44.55,0,58.48,120.4,115.02,0,0,0,41.59,40.82,19.37,18.94,0,0,0,0,0,0,0,0,0,0,52.41,0,163.35,0,0,0,43.68,0,0,0,43.84,32.91,53.34,17.5,132.21,0,0,0,0,0,3.88,95.76,4.18,191.76,43.51,40.12,333.41,0,0,0,81.03,16.82,15.01,7.54,74.48,0,0,0,0,36.44,0,12.04,0,0,0,0,0

76,18:45-19:00,0,3.51,558.69,32.68,44.21,0,44.55,0,58.48,120.4,115.02,0,0,0,41.59,40.82,19.37,18.94,0,0,0,0,0,0,0,0,0,0,52.41,0,163.35,0,0,0,43.68,0,0,0,43.84,32.91,53.34,17.5,132.21,0,0,0,0,0,3.88,95.76,4.18,101.78,43.51,40.12,333.41,0,0,0,81.03,16.82,16.76,7.69,74.48,0,0,0,0,35.52,0,12.04,0,0,0,0,0

77,19:00-19:15,0,3.51,587.39,32.68,44.21,0,44.55,0,58.48,120.4,115.02,0,0,0,41.59,40.82,19.37,18.94,0,0,0,0,0,0,0,0,0,0,52.41,0,163.35,0,0,0,43.68,0,0,0,43.84,32.91,53.34,17.5,132.21,0,0,0,0,0,3.88,95.76,4.18,169.84,43.51,40.12,333.41,0,0,0,81.03,16.82,17.49,7.75,74.48,0,0,0,0,35.52,0,12.04,0,0,0,0,0

78,19:15-19:30,0,3.51,587.39,32.68,44.21,0,44.55,0,58.48,120.4,115.02,0,0,0,41.59,40.82,19.37,18.94,0,0,0,0,0,0,0,0,0,0,52.41,0,163.35,0,0,0,43.68,0,0,0,43.84,32.91,53.34,17.5,132.21,0,0,0,0,0,3.88,95.76,4.18,171.73,43.51,40.12,333.41,0,0,0,81.03,16.82,19.54,7.88,74.48,0,0,0,0,39.82,0,12.04,0,0,0,0,0

79,19:30-19:45,0,3.51,643.06,32.68,44.21,0,44.55,0,58.48,120.4,115.02,0,0,0,41.59,40.82,19.37,18.94,0,0,0,0,0,0,0,0,0,0,52.41,0,163.35,0,0,0,43.68,0,0,0,43.84,32.91,53.34,17.5,132.21,0,0,0,0,0,3.88,95.76,4.18,175.4,43.51,40.12,333.41,0,0,0,81.03,16.82,19.54,8.29,74.48,0,0,0,0,39.82,0,3.73,0,0,0,0,0

80,19:45-20:00,0,3.51,658.47,32.68,44.21,0,44.55,0,58.48,120.4,115.02,0,0,0,41.59,40.82,19.37,18.94,0,0,0,0,0,0,0,0,0,0,17.69,0,163.35,0,0,0,43.68,0,0,0,43.84,32.91,53.34,17.5,132.21,0,0,0,0,0,3.88,95.76,4.18,175.4,43.51,40.12,333.41,0,0,0,81.03,16.82,19.54,8.46,74.48,0,0,0,0,39.82,0,3.73,0,0,0,0,0

81,20:00-20:15,0,3.51,658.47,32.68,44.21,0,44.55,0,58.48,120.4,115.02,0,0,0,41.59,40.82,19.37,18.94,0,0,0,0,0,0,0,0,0,0,14.97,0,163.35,0,0,0,43.68,0,0,0,43.84,32.91,53.34,17.5,132.21,0,0,0,0,0,3.88,95.76,4.18,175.4,43.51,40.12,333.41,0,0,0,81.03,16.82,19.54,8.66,74.48,0,0,0,0,39.82,0,3.73,0,0,0,0,0

82,20:15-20:30,0,3.51,658.47,32.68,44.21,0,44.55,0,58.48,120.4,115.02,0,0,0,41.59,40.82,19.37,18.94,0,0,0,0,0,0,0,0,0,0,14.97,0,163.35,0,0,0,43.68,0,0,0,43.84,32.91,53.34,17.5,132.21,0,0,0,0,0,3.88,95.76,4.18,175.4,43.51,40.12,333.41,0,0,0,81.03,16.82,19.54,8.66,74.48,0,0,0,0,39.82,0,11.53,0,0,0,0,0

83,20:30-20:45,0,3.01,658.47,31.07,42.83,0,44.55,0,58.48,120.4,115.02,0,0,0,37.42,40.82,19.37,3.2,0,0,0,0,0,0,0,0,0,0,14.97,0,140.29,0,0,0,43.68,0,0,0,43.84,32.91,52.1,17.5,132.21,0,0,0,0,0,3.88,95.76,3.18,175.4,43.51,39.13,333.41,0,0,0,81.03,15.61,19.54,8.77,68.64,0,0,0,0,39.82,0,11.53,0,0,0,0,0

84,20:45-21:00,0,3.01,658.47,31.07,42.83,0,44.55,0,58.48,120.4,115.02,0,0,0,37.42,40.82,19.37,3.2,0,0,0,0,0,0,0,0,0,0,14.97,0,140.29,0,0,0,43.68,0,0,0,43.84,32.91,52.1,17.5,132.21,0,0,0,0,0,3.88,95.76,3.18,175.4,43.51,39.13,333.41,0,0,0,81.03,15.61,19.54,8.94,68.64,0,0,0,0,39.82,0,10.04,0,0,0,0,0

85,21:00-21:15,0,3.01,599.05,31.07,42.83,0,44.55,0,58.33,120.4,115.02,0,0,0,37.42,40.82,19.37,3.2,0,0,0,0,0,0,0,0,0,0,14.97,0,140.29,0,0,0,43.68,0,0,0,43.84,32.91,52.1,17.5,132.21,0,0,0,0,0,3.88,95.76,3.18,175.4,43.51,39.13,333.41,0,0,0,81.03,15.61,19.54,8.79,68.64,0,0,0,0,39.82,0,9.55,0,0,0,0,0

86,21:15-21:30,0,3.01,525.82,31.07,42.83,0,44.55,0,58.33,120.4,115.02,0,0,0,37.42,40.82,19.37,3.2,0,0,0,0,0,0,0,0,0,0,14.97,0,140.29,0,0,0,43.68,0,0,0,43.84,32.91,52.1,17.5,132.21,0,0,0,0,0,3.88,95.76,3.18,175.4,43.51,39.13,333.41,0,0,0,81.03,15.61,19.54,8.82,68.64,0,0,0,0,39.82,0,9.55,0,0,0,0,0

87,21:30-21:45,0,3.01,534.53,31.07,42.83,0,44.55,0,58.33,120.4,115.02,0,0,0,37.42,40.82,19.37,3.2,0,0,0,0,0,0,0,0,0,0,14.97,0,140.29,0,0,0,43.68,0,0,0,43.84,32.91,52.1,17.5,132.21,0,0,0,0,0,3.88,95.76,3.18,175.4,43.51,39.13,333.41,0,0,0,72.03,15.61,19.54,8.86,68.64,0,0,0,0,39.82,0,9.55,0,0,0,0,0

88,21:45-22:00,0,3.01,547.13,31.07,42.83,0,44.55,0,58.33,120.4,115.02,0,0,0,37.42,40.82,19.37,3.2,0,0,0,0,0,0,0,0,0,0,14.97,0,140.29,0,0,0,43.68,0,0,0,43.84,32.91,52.1,17.5,132.21,0,0,0,0,0,3.88,95.76,3.18,175.4,43.51,39.13,333.41,0,0,0,72.03,15.61,19.54,8.94,68.64,0,0,0,0,39.82,0,9.55,0,0,0,0,0

89,22:00-22:15,0,3.51,493.01,32.68,44.21,0,44.55,0,58.33,120.4,115.02,0,0,0,41.59,40.82,19.37,18.94,0,0,0,0,0,0,0,0,0,0,14.97,0,163.35,0,0,0,43.68,0,0,0,43.84,32.91,53.34,17.5,132.21,0,0,0,0,0,3.88,95.76,4.18,175.4,43.51,40.12,333.41,0,0,0,72.03,16.82,19.54,8.79,74.48,0,0,0,0,39.82,0,11.04,0,0,0,0,0

90,22:15-22:30,0,3.51,491.92,32.68,44.21,0,44.55,0,58.33,120.4,115.02,0,0,0,41.59,40.82,19.37,18.94,0,0,0,0,0,0,0,0,0,0,14.97,0,163.35,0,0,0,43.68,0,0,0,43.84,32.91,53.34,17.5,132.21,0,0,0,0,0,3.88,95.76,4.18,175.4,43.51,40.12,333.41,0,0,0,72.03,16.82,19.54,8.79,74.48,0,0,0,0,39.82,0,11.53,0,0,0,0,0

91,22:30-22:45,0,3.51,418.05,32.68,44.21,0,44.55,0,58.33,120.4,115.02,0,0,0,41.59,40.82,19.37,18.94,0,0,0,0,0,0,0,0,0,0,14.97,0,163.35,0,0,0,43.68,0,0,0,43.84,32.91,53.34,17.5,132.21,0,0,0,0,0,3.88,95.76,4.18,174.42,43.51,40.12,333.41,0,0,0,72.03,16.82,15.32,8.98,74.48,0,0,0,0,32.5,0,11.53,0,0,0,0,0

92,22:45-23:00,0,3.51,398.33,32.68,44.21,0,44.55,0,58.33,120.4,115.02,0,0,0,41.59,40.82,19.37,18.94,0,0,0,0,0,0,0,0,0,0,14.97,0,163.35,0,0,0,43.68,0,0,0,43.84,32.91,53.34,17.5,132.21,0,0,0,0,0,3.88,95.76,4.18,174.42,43.51,40.12,333.41,0,0,0,72.03,16.82,15.32,9.06,74.48,0,0,0,0,32.5,0,11.53,0,0,0,0,0

93,23:00-23:15,0,3.43,365.25,31.07,42.83,0,44.55,0,58.33,120.4,115.02,0,0,0,37.64,40.82,19.37,6.31,0,0,0,0,0,0,0,0,0,0,14.97,0,161.84,0,0,0,43.68,0,0,0,43.84,32.91,52.1,17.5,132.21,0,0,0,0,0,3.88,95.76,2.79,225.21,43.51,39.13,333.41,0,0,0,74.27,11.22,11.48,9.13,68.64,0,0,0,0,28.43,0,11.53,0,0,0,0,0

94,23:15-23:30,0,3.43,365.25,31.07,42.83,0,44.55,0,58.33,120.4,115.02,0,0,0,28.07,40.82,19.37,6.31,0,0,0,0,0,0,0,0,0,0,14.97,0,161.84,0,0,0,43.68,0,0,0,43.84,32.91,52.1,17.5,132.21,0,0,0,0,0,3.88,95.76,1.39,215.79,43.51,39.13,333.41,0,0,0,74.27,11.22,11.48,9.08,68.64,0,0,0,0,28.2,0,11.53,0,0,0,0,0

95,23:30-23:45,0,3.43,365.45,20.7,28.55,0,44.55,0,58.33,120.4,115.02,0,0,0,28.07,40.82,19.37,6.31,0,0,0,0,0,0,0,0,0,0,14.97,0,161.84,0,0,0,43.68,0,0,0,43.84,32.91,52.1,17.5,132.21,0,0,0,0,0,3.88,95.76,1.39,138.87,43.51,39.13,333.41,0,0,0,74.27,11.22,11.85,9.23,68.64,0,0,0,0,28.2,0,11.53,0,0,0,0,0

96,23:45-24:00,0,3.43,365.45,20.7,28.55,0,44.55,0,58.33,120.4,115.02,0,0,0,28.07,40.82,18.86,6.31,0,0,0,0,0,0,0,0,0,0,14.97,0,161.84,0,0,0,43.68,0,0,0,43.84,32.91,52.1,17.5,132.21,0,0,0,0,0,3.88,95.76,1.39,138.87,43.51,39.13,333.41,0,0,0,74.27,11.22,11.85,9.25,68.64,0,0,0,0,28.58,0,11.53,0,0,0,0,0

