Block,Time,WR/01102023/31032046/L_NR_2020_05,SR/16032024/31032024/SWAP ARRANGEMENT LOA.NO.365 DT.31-08-2023,NR/23032024/30032024/HP-57,SR/01032024/31032024/SWAP ARRANGEMENT LOA D.NO.366 DT.31-08-2023,WR/16032024/31032024/TPDDL/PMG/MSEDCL/Banking/12112023,NR/30092023/31122025/SH-07,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/30042040/GNA_LT_35,NR/01102023/31102037/L_NR_2019_11,NR/01012024/31032024/ ChanjuII,WR/01102023/29112042/L_NR_2019_05,NR/01102023/23072042/L_NR_2012_04,NR/01102023/06022042/L_NR_2012_07,WR/01102023/24112044/L_NR_2020_07,NR/01032024/31032024/SJVN010324NR1588,NR/01032024/31032024/SJVN010324NR1589,NR/30092023/26122029/SH-06,WR/01102023/01102023/L_NR_2022_09,NR/01102023/02122045/L_NR_2021_13,NR/01102023/15082037/GNA_NR_2012_01,WR/01102023/01102023/L_NR_2020_06,NR/01102023/25122043/GNA_MEJA_DELHI,NR/23032024/30032024/HP-60,NR/23032024/30032024/HP-64,SR/01102023/07102043/L_NR_2018_61,SR/01032024/31032024/SJVN010324NR1590,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/26072023/25122043/L_NR_2023_10,NR/22102023/11042047/L_NR_2021_16,NR/01032024/31032024/NVVN/OA/16997,NR/01102023/05012040/L_NR_2020_02,WR/01102023/16072048/L_NR_2022_08,NR/01102023/25072045/L_NR_2021_15,NR/22102023/11042047/L_NR_2021_17,NR/01102023/31052040/LT-31,NR/01102023/22052037/LT-59,WR/01102023/30052048/L_NR_2022_10,NR/01102023/30042040/GNA_LT_36,WR/01102023/29112042/RUMS(L_NR_2019_07),L_NR_2019_19,NR/01102023/06022042/L_NR_2012_02,NR/01102023/19072037/LT-05,NR/01102023/13082046/L_NR_2021_12,NR/01102023/08032047/L_NR_2021_14,NR/26072023/31072042/L_NR_2023_07
64,15:45-16:00,56.5,48.35,0.000000,48.35,96.700000,25.480000,29.010000,12.030000,2.840000,11.540000,31,271.970000,77.640000,18.83,24.18,29.01,25.480000,40.67,43.36,100.200000,18.84,0.000000,0.000000,0.000000,11.61,0,31,61,69,48.350000,2.880000,13.34,36.2,35,12.030000,3.660000,40.67,12.330000,31,76.707624,261.670000,0.000000,216.83,76.66,144

65,16:00-16:15,50,48.35,0.000000,48.35,96.700000,25.480000,29.010000,10.880000,2.920000,11.540000,31,271.970000,77.640000,16.67,24.18,29.01,25.480000,39.33,40.06,100.200000,16.66,0.000000,0.000000,0.000000,12.01,0,31,55,62,48.350000,3.030000,14.34,33.4,31,10.880000,3.660000,39.33,11.140000,31,68.289444,261.670000,0.000000,200.3,70.02,130

66,16:15-16:30,51,48.35,0.000000,48.35,96.700000,25.480000,29.010000,9.650000,2.920000,11.540000,31,271.970000,77.640000,17,24.18,29.01,25.480000,40,36.62,100.200000,17,0.000000,0.000000,0.000000,12.01,0,31,48,55,48.350000,3.030000,14,30,28,9.650000,3.660000,40,9.890000,31,59.336004,261.670000,0.000000,183.11,63.21,112

67,16:30-16:45,51.5,48.35,0.000000,48.35,96.700000,25.480000,29.980000,8.310000,2.920000,11.540000,31,271.970000,77.640000,17.17,24.18,29.01,25.480000,40.33,32.72,100.200000,17.16,0.000000,0.000000,0.000000,12.01,0,31,40,50,48.350000,3.030000,14,26.3,25,8.310000,2.730000,40.33,8.520000,31,48.835176,261.670000,0.000000,163.58,55.87,95

68,16:45-17:00,52,48.35,0.000000,48.35,96.700000,25.480000,29.980000,6.910000,2.920000,11.540000,31,271.970000,77.640000,17.33,24.18,26.3,25.480000,40.67,28.57,100.200000,17.34,0.000000,0.000000,0.000000,12.41,0,31,33,41,48.350000,3.030000,14,22.5,21,6.910000,2.730000,40.67,7.090000,31,39.453528,261.670000,0.000000,142.83,48.06,77

69,17:00-17:15,54,48.35,0.000000,48.35,96.700000,25.480000,29.980000,5.500000,2.920000,11.630000,25.49,271.970000,77.640000,18,0,0,25.480000,41.67,24.3,100.200000,18,0.000000,0.000000,0.000000,12.01,0,20.19,25,32,48.350000,2.550000,14,17.5,16,5.500000,3.270000,41.67,5.630000,33,30.587676,261.670000,0.000000,121.53,40.12,60

70,17:15-17:30,55.5,48.35,0.000000,48.35,96.700000,25.480000,29.980000,4.180000,2.920000,11.630000,15.48,271.970000,77.640000,18.5,0,0,25.480000,42.33,19.82,100.200000,18.5,0.000000,0.000000,0.000000,11.41,0,10.44,18,24,48.350000,2.550000,14,12.5,12,4.180000,3.270000,42.33,4.290000,27,22.004052,261.670000,0.000000,99.08,32.11,42

71,17:30-17:45,54,48.35,0.000000,48.35,96.700000,25.480000,29.980000,3.000000,2.920000,11.630000,8.45,271.970000,77.640000,18,0,0,25.480000,39.67,15.27,100.200000,18,0.000000,0.000000,0.000000,11.21,0,5.42,12,16,48.350000,2.550000,14.34,9,8,3.000000,3.270000,39.67,3.080000,16,13.391232,261.670000,0.000000,76.34,23.87,28

72,17:45-18:00,52.5,48.35,0.000000,48.35,96.700000,25.480000,29.980000,2.010000,2.920000,11.630000,3.44,271.970000,87.220000,17.5,0,0,25.480000,38.33,10.78,100.200000,17.5,0.000000,0.000000,0.000000,11.21,0,2.12,7,11,48.350000,2.550000,14.34,6,5,2.010000,3.270000,38.33,2.050000,6,8.534964,261.670000,0.000000,53.9,16.28,18

73,18:00-18:15,56,48.35,0.000000,96.70,96.700000,30.940000,30.940000,1.200000,2.920000,11.720000,0,271.970000,68.200000,18.67,0,0,12.330000,45.33,6.67,100.200000,18.66,0.000000,0.000000,0.000000,11.01,0,0,3,3,48.350000,2.600000,12,4,1,1.200000,3.270000,45.33,1.230000,0,4.340472,261.670000,0.000000,33.37,9.85,7

74,18:15-18:30,54,48.35,0.000000,96.70,96.700000,30.940000,30.940000,0.570000,2.920000,11.720000,0,271.970000,87.220000,18,0,0,12.330000,44.67,3.26,100.200000,18,0.000000,0.000000,0.000000,10.41,0,0,1,0,48.350000,2.600000,12,3,0,0.570000,3.270000,44.67,0.580000,0,2.063184,261.670000,0.000000,16.31,4.93,1

75,18:30-18:45,52.5,48.35,0.000000,96.70,96.700000,29.980000,30.940000,0.060000,3.150000,11.720000,0,271.970000,87.220000,17.5,0,0,0.000000,44.33,1.22,100.200000,17.5,0.000000,0.000000,0.000000,10.41,0,0,0,0,48.350000,2.600000,12,2,0,0.060000,3.270000,44.33,0.060000,0,0.116784,261.670000,0.000000,6.1,1.49,1

76,18:45-19:00,52,48.35,0.000000,96.70,96.700000,29.980000,30.940000,0.000000,3.150000,11.720000,0,271.970000,87.220000,17.33,0,0,0.000000,44,0.15,100.200000,17.34,0.000000,0.000000,0.000000,10.21,0,0,0,0,48.350000,2.600000,12,1,0,0.000000,3.270000,44,0.000000,0,0,261.670000,0.000000,0.78,0.74,0

77,19:00-19:15,52.5,48.35,0.000000,96.70,96.700000,29.980000,30.940000,0.000000,3.080000,11.720000,0,271.970000,87.220000,17.5,0,0,29.980000,43.67,0,100.200000,17.5,0.000000,0.000000,0.000000,9.81,0,0,0,0,48.350000,2.650000,14.34,0,0,0.000000,3.110000,43.67,0.000000,0,0,261.670000,0.000000,0,0,0

78,19:15-19:30,51.5,48.35,0.000000,96.70,96.700000,29.980000,30.940000,0.000000,3.080000,11.720000,0,271.970000,87.220000,17.17,0,0,29.980000,42.67,0,100.200000,17.16,0.000000,0.000000,0.000000,9.61,0,0,0,0,48.350000,2.650000,14,0,0,0.000000,3.110000,42.67,0.000000,0,0,261.670000,0.000000,0,0,0

79,19:30-19:45,48.5,48.35,0.000000,96.70,96.700000,29.980000,30.940000,0.000000,3.080000,11.720000,0,271.970000,87.220000,16.17,0,0,29.980000,46.67,0,100.200000,16.16,0.000000,0.000000,0.000000,8.41,0,0,0,0,48.350000,2.650000,15.34,0,0,0.000000,3.110000,46.67,0.000000,0,0,261.670000,0.000000,0,0,0

80,19:45-20:00,47,48.35,0.000000,96.70,96.700000,29.980000,30.940000,0.000000,3.080000,11.720000,0,271.970000,87.220000,15.67,0,0,29.980000,46.33,0,100.200000,15.66,0.000000,0.000000,0.000000,7.81,0,0,0,0,48.350000,2.650000,15,0,0,0.000000,3.110000,46.33,0.000000,0,0,261.670000,0.000000,0,0,0

81,20:00-20:15,46.5,48.35,0.000000,96.70,193.400000,29.980000,29.980000,0.000000,3.000000,10.640000,0,271.970000,87.220000,15.5,0,0,29.980000,46,0,100.200000,15.5,0.000000,0.000000,0.000000,7.41,0,0,0,0,48.350000,2.650000,14.66,0,0,0.000000,3.110000,46,0.000000,0,0,261.670000,0.000000,0,0,0

82,20:15-20:30,46,48.35,0.000000,96.70,193.400000,29.980000,29.980000,0.000000,3.000000,10.640000,0,271.970000,87.220000,15.33,0,0,29.980000,44.33,0,100.200000,15.34,0.000000,0.000000,0.000000,7.41,0,0,0,0,48.350000,2.650000,14.34,0,0,0.000000,3.110000,44.33,0.000000,0,0,261.670000,0.000000,0,0,0

83,20:30-20:45,46,48.35,0.000000,96.70,193.400000,29.980000,29.980000,0.000000,3.000000,10.640000,0,271.970000,87.220000,15.33,0,0,29.980000,43.33,0,100.200000,15.34,0.000000,0.000000,0.000000,7.41,0,0,0,0,48.350000,2.370000,13.66,0,0,0.000000,3.350000,43.33,0.000000,0,0,261.670000,0.000000,0,0,0

84,20:45-21:00,44,48.35,0.000000,96.70,193.400000,29.980000,29.980000,0.000000,3.000000,10.640000,0,271.970000,87.220000,14.67,0,0,29.980000,42.67,0,100.200000,14.66,0.000000,0.000000,0.000000,7.21,0,0,0,0,48.350000,2.370000,13.34,0,0,0.000000,3.350000,42.67,0.000000,0,0,261.670000,0.000000,0,0,0

85,21:00-21:15,43,48.35,0.000000,96.70,193.400000,30.460000,29.980000,0.000000,3.000000,10.640000,0,271.970000,87.220000,14.33,0,0,30.460000,41.67,0,100.200000,14.34,0.000000,0.000000,0.000000,7.21,0,0,0,0,48.350000,2.420000,13,0,0,0.000000,3.350000,41.67,0.000000,0,0,261.670000,0.000000,0,0,0

86,21:15-21:30,43,48.35,0.000000,96.70,193.400000,30.460000,29.980000,0.000000,3.000000,10.640000,0,271.970000,87.220000,14.33,0,0,30.460000,40.67,0,100.200000,14.34,0.000000,0.000000,0.000000,7.21,0,0,0,0,48.350000,2.420000,12.66,0,0,0.000000,3.350000,40.67,0.000000,0,0,261.670000,0.000000,0,0,0

87,21:30-21:45,42,48.35,0.000000,96.70,193.400000,30.460000,29.980000,0.000000,3.000000,10.640000,0,271.970000,87.220000,14,0,0,0.000000,39.33,0,100.200000,14,0.000000,0.000000,0.000000,7.21,0,0,0,0,48.350000,2.420000,12.34,0,0,0.000000,3.270000,39.33,0.000000,0,0,261.670000,0.000000,0,0,0

88,21:45-22:00,41.5,48.35,0.000000,96.70,193.400000,30.460000,29.980000,0.000000,3.000000,10.640000,0,271.970000,87.220000,13.83,0,0,0.000000,38.33,0,100.200000,13.84,0.000000,0.000000,0.000000,7.21,0,0,0,0,48.350000,2.420000,12,0,0,0.000000,3.270000,38.33,0.000000,0,0,261.670000,0.000000,0,0,0

89,22:00-22:15,41.5,48.35,173.290000,96.70,193.400000,30.460000,29.980000,0.000000,2.920000,10.640000,0,271.970000,87.220000,13.83,0,0,0.000000,37.33,0,100.200000,13.84,0.000000,74.210000,29.590000,7.21,0,0,0,0,48.350000,2.420000,11.34,0,0,0.000000,3.270000,37.33,0.000000,0,0,261.670000,0.000000,0,0,0

90,22:15-22:30,41,48.35,173.290000,96.70,193.400000,30.460000,29.980000,0.000000,2.920000,10.640000,0,271.970000,87.220000,13.67,0,0,0.000000,36.67,0,100.200000,13.66,0.000000,74.210000,29.590000,7.21,0,0,0,0,48.350000,2.420000,10.66,0,0,0.000000,3.270000,36.67,0.000000,0,0,261.670000,0.000000,0,0,0

91,22:30-22:45,40.5,48.35,173.290000,96.70,193.400000,30.460000,29.980000,0.000000,2.770000,10.640000,0,271.970000,87.220000,13.5,0,0,0.000000,36,0,100.200000,13.5,0.000000,74.210000,29.590000,7.21,0,0,0,0,48.350000,2.420000,10,0,0,0.000000,3.190000,36,0.000000,0,0,261.670000,0.000000,0,0,0

92,22:45-23:00,40.5,48.35,173.290000,96.70,193.400000,30.460000,29.980000,0.000000,2.770000,10.640000,0,271.970000,87.220000,13.5,0,0,0.000000,35,0,100.200000,13.5,0.000000,74.210000,29.590000,7.21,0,0,0,0,48.350000,2.420000,10,0,0,0.000000,3.190000,35,0.000000,0,0,261.670000,0.000000,0,0,0

93,23:00-23:15,40,48.35,173.290000,96.70,193.400000,30.460000,29.980000,0.000000,2.690000,10.640000,0,271.970000,87.220000,13.33,0,0,0.000000,34,0,100.200000,13.34,0.000000,74.210000,29.590000,7.21,0,0,0,0,48.350000,2.420000,10,0,0,0.000000,3.190000,34,0.000000,0,0,261.670000,0.000000,0,0,0

94,23:15-23:30,38.5,48.35,173.290000,96.70,193.400000,30.460000,29.980000,0.000000,2.690000,10.640000,0,271.970000,87.220000,12.83,0,0,0.000000,33.33,0,100.200000,12.84,0.000000,74.210000,29.590000,7.21,0,0,0,0,48.350000,2.420000,10,0,0,0.000000,3.190000,33.33,0.000000,0,0,261.670000,0.000000,0,0,0

95,23:30-23:45,39,48.35,173.290000,96.70,193.400000,0.000000,29.980000,0.000000,2.690000,10.640000,0,271.970000,87.220000,13,0,0,0.000000,33.33,0,100.200000,13,0.000000,74.210000,29.590000,7.21,0,0,0,0,48.350000,2.420000,10,0,0,0.000000,3.190000,33.33,0.000000,0,0,261.670000,0.000000,0,0,0

96,23:45-24:00,39,48.35,173.290000,96.70,193.400000,0.000000,29.980000,0.000000,2.690000,10.640000,0,271.970000,87.220000,13,0,0,0.000000,33.33,0,100.200000,13,0.000000,74.210000,29.590000,7.21,0,0,0,0,48.350000,2.420000,10,0,0,0.000000,3.190000,33.33,0.000000,0,0,261.670000,0.000000,0,0,0

