Block,Time,NR/05072024/31072024/1000011449-JITPL-BRPL(DISCOM),NR/30092023/31122025/SH-07,NR/01072024/15072024/NR/01072024/15072024/717759,NR/01072024/31072024/R2,NR/01072024/31072024/NDMC/D-55/EE(POWER)2024,NR/01072024/31072024/	NR/01072024/31072024/TataPower-DDL/PMG/MSEDCL/Banking/12112023,NR/01042024/31072024/LT_MEJA_DELHI,NR/01072024/31072024/APPCPL/180/F25/TGNA/3250,NR/01072024/31072024/NDMC/D-54/EE(POWER)2024,NR/30092023/26122029/SH-06,NR/01102023/30042040/GNA_LT_36,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/31102037/L_NR_2019_11,NR/01072024/31072024/IIPL/JPL(TM)-BRPL/BRPLT-169/24-25/02,NR/01102023/06022042/L_NR_2012_02,NR/01102023/22052037/LT-59,NR/01102023/30042040/GNA_LT_35,NR/01102023/15082037/GNA_NR_2012_01,NR/11072024/11072024/IEX_240710_01473,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/23072042/L_NR_2012_04,NR/01102023/05012040/L_NR_2020_02,NR/01102023/31052040/LT-31,NR/01072024/31072024/IIPL/JPL(SH)-BRPL/BRPL T-249/24-25/1,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01072024/31072024/Chanju/TPDDL/Jul01072024,NR/01102023/19072037/LT-05,NR/01102023/06022042/L_NR_2012_07,NR/26072023/31072042/L_NR_2023_07,NR/01102023/02012046/L_NR_2021_17,NR/01102023/02122045/L_NR_2021_13,WR/01102023/01102023/L_NR_2020_06,WR/01102023/29112042/L_NR_2019_05,NR/01102023/08032047/L_NR_2021_14,WR/01102023/01102023/L_NR_2022_09,NR/22102023/11042047/L_NR_2021_16,NR/26072023/25122043/L_NR_2023_10,L_NR_2019_19,WR/01102023/24112044/L_NR_2020_07,WR/01102023/30052048/L_NR_2022_10,WR/01102023/31032046/L_NR_2020_05,WR/01102023/16072048/L_NR_2022_08,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/25072045/L_NR_2021_15,NR/01102023/13082046/L_NR_2021_12,SR/01102023/07102043/L_NR_2018_61,NR/22102023/11042047/L_NR_2021_17,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/14082046/L_NR_2021_16
57,14:00-14:15,0.000000,25.360000,0.000000,0.000000,15.520000,0.000000,6.740000,0.000000,12.410000,30.830000,15.590000,30.280000,9.420000,0.000000,182.060000,8.140000,15.200000,52.980000,144.500000,132.160000,0.000000,4.820000,15.200000,0.000000,0.000000,10.850000,66.070000,57.510000,182,0,46,28.34,33,83,71.67,88,78,103.162248,28.33,71.67,85,27.66,33,43,230,7.01,42,33,0

58,14:15-14:30,0.000000,25.360000,0.000000,0.000000,15.520000,0.000000,6.740000,0.000000,12.410000,30.830000,15.150000,30.280000,9.420000,0.000000,223.140000,8.140000,14.770000,52.980000,144.500000,132.160000,0.000000,4.820000,14.770000,0.000000,0.000000,10.850000,66.070000,57.510000,179,0,46,28.66,33,81,71.67,88,76,97.382277,28.67,71.67,86,28.34,33,42,230,7.01,42,33,0

59,14:30-14:45,0.000000,25.360000,0.000000,0.000000,15.520000,0.000000,6.740000,0.000000,12.410000,30.830000,14.590000,30.280000,9.420000,0.000000,223.140000,8.530000,14.230000,52.980000,144.500000,132.160000,0.000000,4.820000,14.230000,0.000000,0.000000,10.850000,66.070000,76.380000,168,0,46,29.16,33,78,71.67,86,72,91.758258,29.17,71.67,87.5,29,33,42,230,7.01,41,33,0

60,14:45-15:00,0.000000,25.360000,0.000000,0.000000,15.520000,0.000000,6.740000,0.000000,12.410000,30.830000,14.070000,30.280000,9.420000,0.000000,223.140000,8.530000,13.720000,52.980000,144.500000,132.160000,0.000000,4.820000,13.720000,0.000000,0.000000,10.850000,66.070000,76.380000,161,0,43.2,29.5,33,75,71.67,83,69,86.143986,29.5,71.67,88.5,29.66,33,41.5,216,7.01,40,33,0

61,15:00-15:15,0.000000,25.360000,0.000000,0.000000,15.520000,0.000000,6.740000,0.000000,12.410000,30.830000,13.280000,30.280000,9.960000,0.000000,258.690000,9.140000,12.960000,81.880000,144.500000,132.160000,0.000000,5.100000,12.960000,0.000000,0.000000,14.070000,66.070000,76.380000,151,0,41.32,29.84,33,73,71.67,80,64,77.995494,29.83,71.67,89.5,30.34,33,39,206.62,7.01,38,33,0

62,15:15-15:30,0.000000,25.360000,0.000000,0.000000,15.520000,0.000000,6.740000,0.000000,12.410000,30.830000,12.390000,30.280000,9.960000,0.000000,258.690000,9.140000,12.090000,100.360000,144.500000,132.160000,0.000000,5.100000,12.090000,0.000000,0.000000,14.070000,66.070000,76.380000,140,0,39.17,30.34,33,68,71.67,74,60,72.342234,30.33,71.67,91,31,33,37,195.83,7.01,36,33,0

63,15:30-15:45,0.000000,25.360000,0.000000,0.000000,15.520000,0.000000,6.740000,0.000000,12.410000,30.830000,11.390000,30.780000,9.960000,0.000000,258.690000,9.450000,11.120000,100.360000,144.500000,132.160000,0.000000,5.100000,11.120000,0.000000,0.000000,14.070000,66.070000,76.380000,137,0,36.97,30.84,33,61,71.67,70,58,70.704738,30.83,71.67,92.5,31.66,33,34,184.84,23.01,33,33,0

64,15:45-16:00,0.000000,25.360000,0.000000,0.000000,15.520000,0.000000,6.740000,0.000000,12.410000,30.830000,10.510000,30.780000,9.960000,0.000000,258.690000,9.450000,10.250000,100.360000,144.500000,132.160000,0.000000,5.100000,10.250000,0.000000,0.000000,14.070000,66.070000,76.380000,126,0,34.93,31.34,33,57,71.67,66,54,68.375205,31.33,71.67,94,31.66,33,33,174.65,24.21,32,33,0

65,16:00-16:15,0.000000,25.360000,0.000000,0.000000,15.520000,0.000000,6.740000,0.000000,12.410000,30.830000,9.780000,30.780000,10.350000,0.000000,258.690000,9.920000,9.540000,100.360000,144.500000,132.160000,0.000000,5.380000,9.540000,0.000000,0.000000,15.450000,66.070000,86.890000,116,0,32.3,31.84,33,47,71.67,56,49,64.866285,31.83,71.67,95.5,31.66,33,30.5,161.5,15.4,27,33,0

66,16:15-16:30,0.000000,25.360000,0.000000,0.000000,15.520000,0.000000,6.740000,0.000000,12.410000,30.830000,8.630000,29.270000,10.350000,0.000000,258.690000,9.920000,8.420000,100.360000,144.500000,132.160000,0.000000,5.380000,8.420000,0.000000,0.000000,15.450000,66.070000,86.890000,105,0,29.45,32.16,33,42,71.67,51,45,60.324183,32.17,71.67,96.5,31.66,33,28.5,147.25,16.6,24,33,0

67,16:30-16:45,0.000000,25.360000,0.000000,0.000000,15.520000,0.000000,6.740000,0.000000,12.410000,30.830000,7.780000,29.270000,10.350000,0.000000,258.690000,10.080000,7.590000,100.360000,144.500000,132.160000,0.000000,5.380000,7.590000,0.000000,0.000000,15.450000,66.070000,86.890000,91,0,26.93,32.5,33,37,71.67,44,39,38.0133,32.5,71.67,97.5,31.66,33,26,134.68,17,21,33,0

68,16:45-17:00,0.000000,25.360000,0.000000,0.000000,15.520000,0.000000,6.740000,0.000000,12.410000,30.830000,6.610000,29.270000,10.350000,0.000000,258.690000,10.080000,6.450000,100.360000,144.500000,132.160000,0.000000,5.380000,6.450000,0.000000,0.000000,15.450000,66.070000,86.890000,81,0,24.08,33.34,30.99,32,71.67,40,34,31.989654,33.33,71.67,100,31.66,26,21.5,120.39,16.8,19,33,0

69,17:00-17:15,0.000000,25.360000,0.000000,0.000000,15.520000,0.000000,14.680000,0.000000,12.410000,30.830000,5.410000,29.270000,10.580000,0.000000,258.690000,10.380000,5.280000,100.360000,144.500000,132.160000,0.000000,5.840000,5.280000,0.000000,0.000000,15.450000,66.070000,86.890000,70,0,21.01,34.16,24.4,23,71.67,30,30,26.755515,34.17,71.67,102.5,31.66,18,18,105.06,15.4,15,33,0

70,17:15-17:30,0.000000,25.360000,0.000000,0.000000,15.520000,0.000000,14.680000,0.000000,12.410000,30.830000,4.490000,29.270000,10.580000,0.000000,258.690000,10.380000,4.380000,100.360000,144.500000,132.160000,0.000000,5.840000,4.380000,0.000000,0.000000,15.450000,66.070000,86.890000,56,0,17.81,35,17.91,19,71.67,24,24,21.667581,35,71.67,105,31.66,9,15.5,89.04,14.2,11,31.41,0

71,17:30-17:45,0.000000,25.360000,0.000000,0.000000,15.520000,0.000000,14.680000,0.000000,12.410000,30.830000,3.420000,29.270000,10.580000,0.000000,258.690000,10.380000,3.330000,100.360000,144.500000,132.160000,0.000000,5.840000,3.330000,0.000000,0.000000,15.450000,115.150000,86.890000,42,0,14.58,35.84,11.81,16,71.67,20,18,17.310672,35.83,71.67,107.5,31.66,3,13,72.89,13,10,22.01,0

72,17:45-18:00,0.000000,25.360000,0.000000,0.000000,15.520000,0.000000,14.680000,0.000000,12.410000,30.830000,2.670000,29.270000,10.580000,0.000000,258.690000,10.380000,2.610000,100.360000,144.500000,132.160000,0.000000,5.840000,2.610000,0.000000,0.000000,15.450000,115.150000,86.890000,32,0,11.44,36.66,7.55,15,76.67,16,13,13.070727,36.67,76.67,110,31.66,0,9,57.22,11.81,8,14.36,0

73,18:00-18:15,81.880000,30.830000,163.760000,20.470000,15.520000,0.000000,15.590000,0.000000,12.410000,30.830000,1.980000,31.290000,10.580000,81.880000,258.690000,10.380000,1.930000,94.200000,144.500000,132.160000,0.000000,6.200000,1.930000,61.410000,0.000000,15.450000,115.150000,86.890000,18,0,8.98,38.34,0,13,76.67,14,7,8.177733,38.33,76.67,115,38.34,0,7,44.9,10.41,6,0,0

74,18:15-18:30,81.880000,30.830000,163.760000,20.470000,15.520000,0.000000,15.590000,0.000000,12.410000,30.830000,1.390000,30.280000,10.580000,81.880000,258.690000,10.380000,1.370000,94.200000,144.500000,132.160000,0.000000,6.200000,1.370000,61.410000,0.000000,15.450000,115.150000,86.890000,11,0,6.72,38.34,0,10,76.67,3,4,5.45832,38.33,76.67,115,38,0,5,33.6,10.01,2,0,0

75,18:30-18:45,81.880000,30.830000,163.760000,20.470000,15.520000,0.000000,15.590000,0.000000,12.410000,30.830000,0.930000,31.290000,10.580000,81.880000,258.690000,10.380000,0.910000,94.200000,144.500000,132.160000,0.000000,6.200000,0.910000,61.410000,0.000000,15.450000,115.150000,86.890000,6,0,4.82,38.34,0,7,76.67,1,2,2.768148,38.33,76.67,115,37.66,0,3,24.08,9.61,1,0,0

76,18:45-19:00,81.880000,30.830000,163.760000,20.470000,15.520000,0.000000,15.590000,0.000000,12.410000,30.830000,0.540000,31.290000,10.580000,81.880000,258.690000,10.380000,0.530000,94.200000,144.500000,132.160000,0.000000,6.200000,0.530000,61.410000,0.000000,15.450000,115.150000,86.890000,1,0,3.13,38.34,0,5,76.67,0,1,0.662796,38.33,76.67,115,37.34,0,3,15.68,9.21,0,0,0

77,19:00-19:15,81.880000,29.410000,163.760000,20.470000,15.520000,0.000000,15.590000,0.000000,12.410000,29.410000,0.100000,31.290000,10.580000,81.880000,258.690000,10.380000,0.090000,94.200000,144.500000,132.160000,0.000000,6.480000,0.090000,61.410000,0.000000,15.450000,115.150000,86.890000,1,0,1.83,38.34,0,3,76.67,0,0,0,38.33,76.67,115,37,0,1,9.17,8.81,0,0,0

78,19:15-19:30,81.880000,29.410000,163.760000,20.470000,15.520000,0.000000,15.590000,0.000000,12.410000,29.410000,0.010000,31.290000,10.580000,81.880000,258.690000,10.380000,0.010000,94.200000,144.500000,132.160000,0.000000,6.480000,0.010000,61.410000,0.000000,15.450000,115.150000,86.890000,0,0,0.9,38.34,0,1,76.67,0,0,0,38.33,76.67,115,36.66,0,0.5,4.53,8.01,0,0,0

79,19:30-19:45,81.880000,29.410000,163.760000,20.470000,15.520000,0.000000,15.590000,0.000000,12.410000,29.410000,0.000000,31.290000,10.580000,81.880000,258.690000,10.380000,0.000000,94.200000,144.500000,132.160000,0.000000,6.480000,0.000000,61.410000,0.000000,15.450000,115.150000,86.890000,0,0,0.04,38.34,0,0,76.67,0,0,0,38.33,76.67,115,36,0,0,0.21,8.01,0,0,0

80,19:45-20:00,81.880000,29.410000,163.760000,20.470000,15.520000,0.000000,15.590000,0.000000,12.410000,29.410000,0.000000,31.290000,10.580000,81.880000,258.690000,10.380000,0.000000,94.200000,144.500000,132.160000,0.000000,6.480000,0.000000,61.410000,0.000000,15.450000,115.150000,86.890000,0,0,0,38.34,0,0,76.67,0,0,0,38.33,76.67,115,35,0,0,0,8.01,0,0,0

81,20:00-20:15,81.880000,29.410000,163.760000,20.470000,15.520000,0.000000,15.590000,0.000000,12.410000,29.410000,0.000000,31.290000,10.580000,81.880000,258.690000,10.380000,0.000000,94.200000,144.500000,132.160000,0.000000,6.480000,0.000000,61.410000,0.000000,15.450000,115.150000,86.890000,0,0,0,38.34,0,0,75,0,0,0,38.33,75,115,38.34,0,0,0,8.01,0,0,0

82,20:15-20:30,81.880000,29.410000,163.760000,20.470000,15.520000,0.000000,15.590000,0.000000,12.410000,29.410000,0.000000,31.290000,10.580000,81.880000,258.690000,10.380000,0.000000,94.200000,144.500000,132.160000,0.000000,6.480000,0.000000,61.410000,0.000000,15.450000,115.150000,86.890000,0,0,0,38.34,0,0,73.33,0,0,0,38.33,73.33,115,38.34,0,0,0,8.01,0,0,0

83,20:30-20:45,81.880000,29.410000,163.760000,20.470000,15.520000,0.000000,15.590000,0.000000,12.410000,29.410000,0.000000,31.290000,10.580000,81.880000,258.690000,10.380000,0.000000,94.200000,144.500000,132.160000,0.000000,6.480000,0.000000,61.410000,0.000000,15.450000,115.150000,86.890000,0,0,0,38.34,0,0,75,0,0,0,38.33,75,115,38.34,0,0,0,8.01,0,0,0

84,20:45-21:00,81.880000,29.410000,163.760000,20.470000,15.520000,0.000000,15.590000,0.000000,12.410000,29.410000,0.000000,31.290000,10.580000,81.880000,258.690000,10.380000,0.000000,94.200000,144.500000,132.160000,0.000000,6.480000,0.000000,61.410000,0.000000,15.450000,115.150000,86.890000,0,0,0,38.34,0,0,76.67,0,0,0,38.33,76.67,115,38.34,0,0,0,8.01,0,0,0

85,21:00-21:15,81.880000,29.410000,163.760000,20.470000,15.520000,0.000000,15.590000,0.000000,12.410000,29.410000,0.000000,31.290000,10.580000,81.880000,258.690000,10.380000,0.000000,94.200000,144.500000,132.160000,0.000000,6.300000,0.000000,61.410000,0.000000,15.450000,115.150000,86.890000,0,0,0,38.34,0,0,78.33,0,0,0,38.33,78.33,115,38.34,0,0,0,8.01,0,0,0

86,21:15-21:30,81.880000,29.410000,163.760000,20.470000,15.520000,0.000000,15.590000,0.000000,12.410000,29.410000,0.000000,31.290000,10.580000,81.880000,258.690000,10.380000,0.000000,94.200000,144.500000,132.160000,0.000000,6.300000,0.000000,61.410000,0.000000,15.450000,115.150000,86.890000,0,0,0,38.34,0,0,80,0,0,0,38.33,80,115,38.34,0,0,0,9.61,0,0,0

87,21:30-21:45,81.880000,29.410000,163.760000,20.470000,15.520000,0.000000,15.590000,0.000000,12.410000,29.410000,0.000000,31.290000,10.580000,81.880000,258.690000,10.380000,0.000000,94.200000,144.500000,132.160000,0.000000,6.300000,0.000000,61.410000,0.000000,15.450000,115.150000,86.890000,0,0,0,36.66,0,0,80,0,0,0,36.67,80,110,33.34,0,0,0,9.81,0,0,0

88,21:45-22:00,81.880000,29.410000,163.760000,20.470000,15.520000,0.000000,15.590000,0.000000,12.410000,29.410000,0.000000,31.290000,10.580000,81.880000,258.690000,10.380000,0.000000,94.200000,144.500000,132.160000,0.000000,6.300000,0.000000,61.410000,0.000000,15.450000,115.150000,86.890000,0,0,0,36.66,0,0,80,0,0,0,36.67,80,110,33.34,0,0,0,10.21,0,0,0

89,22:00-22:15,81.880000,29.410000,163.760000,20.470000,15.520000,0.000000,15.590000,0.000000,12.410000,29.410000,0.000000,31.290000,10.580000,81.880000,258.690000,10.380000,0.000000,94.200000,144.500000,132.160000,0.000000,6.120000,0.000000,61.410000,0.000000,15.450000,115.150000,86.890000,0,0,0,36.66,0,0,80,0,0,0,36.67,80,110,33.34,0,0,0,8.41,0,0,0

90,22:15-22:30,81.880000,29.410000,163.760000,20.470000,15.520000,0.000000,15.590000,0.000000,12.410000,29.410000,0.000000,31.290000,10.580000,81.880000,258.690000,10.380000,0.000000,94.200000,144.500000,132.160000,0.000000,6.120000,0.000000,61.410000,0.000000,15.450000,115.150000,86.890000,0,0,0,36.66,0,0,80,0,0,0,36.67,80,110,33.34,0,0,0,8.81,0,0,0

91,22:30-22:45,81.880000,29.410000,163.760000,20.470000,15.520000,0.000000,15.590000,0.000000,12.410000,29.410000,0.000000,31.290000,10.580000,81.880000,258.690000,10.380000,0.000000,94.200000,144.500000,132.160000,0.000000,6.120000,0.000000,61.410000,0.000000,15.450000,115.150000,86.890000,0,0,0,36.66,0,0,80,0,0,0,36.67,80,110,33.34,0,0,0,9.21,0,0,0

92,22:45-23:00,81.880000,29.410000,163.760000,20.470000,15.520000,0.000000,15.590000,0.000000,12.410000,29.410000,0.000000,31.290000,10.580000,81.880000,258.690000,10.380000,0.000000,94.200000,144.500000,132.160000,0.000000,6.120000,0.000000,61.410000,0.000000,15.450000,115.150000,86.890000,0,0,0,36.66,0,0,80,0,0,0,36.67,80,110,33.34,0,0,0,9.21,0,0,0

93,23:00-23:15,81.880000,29.410000,163.760000,20.470000,15.520000,0.000000,15.590000,0.000000,12.410000,29.410000,0.000000,30.790000,10.580000,81.880000,258.690000,10.380000,0.000000,94.200000,144.500000,132.160000,0.000000,6.120000,0.000000,61.410000,0.000000,15.450000,115.150000,86.890000,0,0,0,36.66,0,0,80,0,0,0,36.67,80,110,33.34,0,0,0,9.61,0,0,0

94,23:15-23:30,81.880000,29.410000,163.760000,20.470000,15.520000,0.000000,15.590000,0.000000,12.410000,29.410000,0.000000,30.790000,10.580000,81.880000,258.690000,10.380000,0.000000,94.200000,144.500000,132.160000,0.000000,6.120000,0.000000,61.410000,0.000000,15.450000,115.150000,86.890000,0,0,0,36.66,0,0,80,0,0,0,36.67,80,110,33.34,0,0,0,9.61,0,0,0

95,23:30-23:45,81.880000,29.410000,163.760000,20.470000,15.520000,0.000000,15.590000,0.000000,12.410000,29.410000,0.000000,30.790000,10.580000,81.880000,258.690000,10.380000,0.000000,94.200000,144.500000,132.160000,0.000000,6.120000,0.000000,61.410000,0.000000,15.450000,115.150000,86.890000,0,0,0,36.66,0,0,80,0,0,0,36.67,80,110,33.34,0,0,0,9.61,0,0,0

96,23:45-24:00,81.880000,29.410000,163.760000,20.470000,15.520000,0.000000,15.590000,0.000000,12.410000,29.410000,0.000000,30.790000,10.580000,81.880000,258.690000,10.420000,0.000000,94.200000,144.500000,132.160000,0.000000,6.120000,0.000000,61.410000,0.000000,15.450000,115.150000,86.890000,0,0,0,36.66,0,0,80,0,0,0,36.67,80,110,33.34,0,0,0,9.61,0,0,0

