Block,Time,URI2,CHAMERA3,AURY_CRF,TANAKPUR,UNCHAHAR3,AURY_LF,DADRT2,JHAJJAR,DADRI_GF,ANTA_GF,RAPPB,RAMPUR,SEWA2,DADRI_RF,ANTA_CRF,UNCHAHAR2,NJPC,URI,BSIUL,RAPPC,ANTA_RF,TANDA2,SALAL,TEHRI,RIHAND2,DULHASTI,NAPP,ANTA_LF,CHAMERA1,RIHAND3,AURY_GF,DADRI_LF,UNCHAHAR1,AURY_RF,SINGRAULI,PARBATI3,KOLDAM,RIHAND1,KISHANGANGA,CHAMERA2,DADRI_CRF,SINGRAULI_HYDRO,DHAULIGNGA,KOTESHWR,UNCHAHAR4,BRBCL,KUDGI,KHSTPP-I,SASAN,FSTPP I & II,KHSTPP-II,TALA,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
1,00:00-00:15,31.297612,28.397762,0.000000,10.140755,25.477003,0.000000,663.017370,361.692034,0.000000,0.000000,0.000000,0.000000,15.257228,0.000000,0.000000,40.923403,147.648759,45.829469,0.000000,49.126213,0.000000,0.000000,79.086533,52.791934,114.037875,15.854185,37.942537,0.000000,41.183964,119.386794,0.000000,0.000000,19.844762,0.000000,112.951800,0.000000,0.000000,88.816800,0.000000,0.000000,0.000000,0.997278,35.325627,15.515716,0.000000,14.480989,41.51,31.057883,399.645431,12.748107,142.411584,26.963622,0,0,0,0,0

2,00:15-00:30,31.297612,28.397762,0.000000,10.140755,25.477003,0.000000,663.017370,294.114034,0.000000,0.000000,0.000000,0.000000,15.257228,0.000000,0.000000,40.923403,147.648759,45.829469,0.000000,49.126213,0.000000,0.000000,79.086533,39.593950,114.037875,15.854185,37.942537,0.000000,41.183964,119.386794,0.000000,0.000000,19.844762,0.000000,112.951800,0.000000,0.000000,88.816800,0.000000,0.000000,0.000000,0.997278,35.325627,15.420527,0.000000,14.480989,41.51,31.057883,399.675600,12.748107,142.411584,26.963622,0,0,0,0,0

3,00:30-00:45,31.297612,28.397762,0.000000,10.759093,25.477003,0.000000,663.017370,276.736834,0.000000,0.000000,0.000000,0.000000,15.257228,0.000000,0.000000,40.923403,147.648759,45.829469,0.000000,49.126213,0.000000,0.000000,79.086533,39.593950,114.037875,15.854185,37.942537,0.000000,41.183964,119.386794,0.000000,0.000000,19.844762,0.000000,112.951800,0.000000,0.000000,88.816800,0.000000,0.000000,0.000000,0.997278,35.325627,15.420527,0.000000,14.480989,41.51,31.057883,399.675600,12.748107,142.411584,26.963622,0,0,0,0,0

4,00:45-01:00,31.297612,28.397762,0.000000,10.759093,25.477003,0.000000,663.017370,276.736834,0.000000,0.000000,0.000000,0.000000,15.257228,0.000000,0.000000,40.923403,147.648759,45.829469,0.000000,49.126213,0.000000,0.000000,79.086533,39.593950,114.037875,15.854185,37.942537,0.000000,41.183964,119.386794,0.000000,0.000000,19.844762,0.000000,112.951800,0.000000,0.000000,88.816800,0.000000,0.000000,0.000000,0.997278,35.325627,15.420527,0.000000,14.442805,41.51,31.057883,399.675600,12.748107,142.411584,26.963622,0,0,0,0,0

5,01:00-01:15,30.793734,28.397762,0.000000,10.759093,25.477003,0.000000,663.017370,276.736834,0.000000,0.000000,0.000000,0.000000,15.257228,0.000000,0.000000,40.923403,147.648759,45.829469,0.000000,49.126213,0.000000,0.000000,79.086533,39.593950,114.037875,15.854185,37.942537,0.000000,41.183964,119.386794,0.000000,0.000000,19.844762,0.000000,112.951800,0.000000,0.000000,88.816800,0.000000,0.000000,0.000000,0.997278,35.325627,15.420527,0.000000,14.480989,38.62,31.057883,399.675600,12.748107,142.411584,26.963622,0,0,0,0,0

6,01:15-01:30,30.793734,28.397762,0.000000,10.759093,25.477003,0.000000,605.061361,242.725695,0.000000,0.000000,0.000000,0.000000,15.257228,0.000000,0.000000,40.923403,147.648759,45.829469,0.000000,49.126213,0.000000,0.000000,79.086533,39.593950,114.037875,15.854185,37.942537,0.000000,41.183964,119.386794,0.000000,0.000000,16.737912,0.000000,112.951800,0.000000,0.000000,88.816800,0.000000,0.000000,0.000000,0.997278,35.325627,15.420527,0.000000,14.480989,38.62,31.057883,399.675600,12.748107,142.411584,26.963622,0,0,0,0,0

7,01:30-01:45,30.793734,28.397762,0.000000,10.759093,25.477003,0.000000,588.323352,242.725695,0.000000,0.000000,0.000000,0.000000,15.257228,0.000000,0.000000,40.923403,147.648759,45.829469,0.000000,49.126213,0.000000,0.000000,79.086533,26.395967,114.037875,15.854185,37.942537,0.000000,41.183964,119.386794,0.000000,0.000000,16.737912,0.000000,112.951800,0.000000,0.000000,88.816800,0.000000,0.000000,0.000000,0.997278,35.325627,15.420527,0.000000,13.223037,38.62,31.057883,399.675600,12.748107,142.411584,26.963622,0,0,0,0,0

8,01:45-02:00,30.793734,28.397762,0.000000,10.759093,25.477003,0.000000,549.707352,242.725695,0.000000,0.000000,0.000000,0.000000,15.257228,0.000000,0.000000,40.923403,147.648759,50.092675,0.000000,49.126213,0.000000,0.000000,79.086533,26.395967,114.037875,15.854185,37.942537,0.000000,41.183964,119.386794,0.000000,0.000000,16.737912,0.000000,112.951800,0.000000,0.000000,88.816800,0.000000,0.000000,0.000000,0.997278,35.325627,15.420527,0.000000,14.315658,38.62,31.057883,399.675600,12.748107,142.411584,26.963622,0,0,0,0,0

9,02:00-02:15,30.793734,28.397762,0.000000,10.759093,25.477003,0.000000,559.361352,242.725695,0.000000,0.000000,0.000000,0.000000,15.257228,0.000000,0.000000,40.923403,147.648759,50.092675,0.000000,49.126213,0.000000,0.000000,79.086533,26.395967,114.037875,15.854185,37.942537,0.000000,41.183964,119.386794,0.000000,0.000000,16.737912,0.000000,112.951800,0.000000,0.000000,88.816800,0.000000,0.000000,0.000000,0.997278,35.325627,15.420527,0.000000,13.565166,31.86,31.057883,399.675600,12.748107,142.411584,26.963622,0,0,0,0,0

10,02:15-02:30,30.793734,28.397762,0.000000,10.759093,25.477003,0.000000,520.745352,211.832895,0.000000,0.000000,0.000000,0.000000,15.257228,0.000000,0.000000,40.923403,147.648759,45.829469,0.000000,49.126213,0.000000,0.000000,79.086533,26.395967,114.037875,15.854185,37.942537,0.000000,41.183964,119.386794,0.000000,0.000000,16.737912,0.000000,112.951800,0.000000,0.000000,88.816800,0.000000,0.000000,0.000000,0.997278,35.325627,15.420527,0.000000,14.476567,31.86,31.057883,399.675600,12.748107,142.411584,26.963622,0,0,0,0,0

11,02:30-02:45,30.793734,28.397762,0.000000,10.759093,25.477003,0.000000,501.437352,202.178895,0.000000,0.000000,0.000000,0.000000,15.257228,0.000000,0.000000,40.923403,147.648759,45.829469,0.000000,49.126213,0.000000,0.000000,79.086533,26.395967,114.037875,15.854185,37.942537,0.000000,41.183964,119.386794,0.000000,0.000000,16.737912,0.000000,112.951800,0.000000,0.000000,88.816800,0.000000,0.000000,0.000000,0.997278,35.325627,15.420527,0.000000,13.423687,31.86,31.057883,399.675600,12.748107,142.411584,26.963622,0,0,0,0,0

12,02:45-03:00,30.793734,28.397762,0.000000,11.377432,25.477003,0.000000,472.475352,182.870895,0.000000,0.000000,0.000000,0.000000,15.257228,0.000000,0.000000,40.923403,147.648759,45.829469,0.000000,49.126213,0.000000,0.000000,79.086533,26.395967,114.037875,15.854185,37.942537,0.000000,41.183964,119.386794,0.000000,0.000000,16.737912,0.000000,112.951800,0.000000,0.000000,88.816800,0.000000,0.000000,0.000000,0.997278,35.325627,15.420527,0.000000,14.472405,31.86,31.057883,399.675600,12.748107,142.411584,26.963622,0,0,0,0,0

