Block,Time,SH-06,L_NR_2023_04,SH-07,L_NR_2012_02,LT-31,LT-59,L_NR_2012_01,L_NR_2020_02,LT-05,L_NR_2012_04,LT-35,LT-36,L_NR_2019_11,L_NR_2012_07,L_NR_2021_17,L_NR_2019_06,L_NR_2020_07,L_NR_2021_13,L_NR_2022_09,L_NR_2019_19,L_NR_2021_16,L_NR_2023_07,L_NR_2019_07,L_NR_2022_08,L_NR_2022_10,L_NR_2021_14,L_NR_2021_15,L_NR_2020_05,L_NR_2023_10,L_NR_2018_61,L_NR_2020_06,L_NR_2019_05,L_NR_2021_12
14,03:15-03:30,5.210000,26.760000,30.950000,209.580000,0.000000,10.390000,101.320000,9.950000,116.090000,272.050000,0.000000,0.000000,10.780000,56.100000,0,0,37.5,0,80,0,0,0,0,36.67,80,0,0,112.5,0,13.22,37.5,0,0

15,03:30-03:45,5.210000,26.760000,30.950000,209.580000,0.000000,10.390000,101.320000,9.950000,116.090000,272.050000,0.000000,0.000000,10.780000,56.100000,0,0,37.5,0,80,0,0,0,0,36.67,80,0,0,112.5,0,12.77,37.5,0,0

16,03:45-04:00,5.210000,26.760000,30.950000,170.880000,0.000000,10.390000,101.320000,9.950000,116.090000,272.050000,0.000000,0.000000,10.780000,56.100000,0,0,38.34,0,80,0,0,0,0,36.67,80,0,0,115,0,12.44,38.33,0,0

17,04:00-04:15,5.210000,26.760000,30.950000,170.880000,0.000000,10.390000,101.320000,9.770000,116.090000,272.050000,0.000000,0.000000,10.780000,56.100000,0,0,38.34,0,80,0,0,0,0,36.67,80,0,0,115,0,12.2,38.33,0,0

18,04:15-04:30,5.210000,26.760000,30.950000,170.880000,0.000000,10.390000,101.320000,9.770000,116.090000,272.050000,0.000000,0.000000,10.780000,56.100000,0,0,38.34,0,80,0,0,0,0,36.67,80,0,0,115,0,11.92,38.33,0,0

19,04:30-04:45,5.210000,26.760000,30.950000,170.880000,0.000000,10.390000,101.320000,9.770000,116.090000,272.050000,0.000000,0.000000,10.780000,56.100000,0,0,38.34,0,80,0,0,0,0,36.67,80,0,0,115,0,11.64,38.33,0,0

20,04:45-05:00,5.210000,26.760000,30.950000,170.880000,0.000000,10.390000,101.320000,9.770000,116.090000,272.050000,0.000000,0.000000,10.780000,56.100000,0,0,38.34,0,80,0,0,0,0,32.16,80,0,0,115,0,11.49,38.33,0,0

21,05:00-05:15,5.210000,26.760000,30.950000,170.880000,0.000000,9.810000,101.320000,9.620000,116.090000,272.050000,0.000000,0.000000,10.780000,56.100000,0,0,36.66,0,75,0,0,0,0,32.28,75,0,0,110,0,8.13,36.67,0,0

22,05:15-05:30,5.210000,26.760000,30.950000,170.880000,0.000000,10.270000,101.320000,9.620000,116.090000,272.050000,0.000000,0.000000,10.780000,56.100000,0,0,36.66,0,75,0,0,0,0,32.4,75,0,0,110,0,8.08,36.67,0,0

23,05:30-05:45,5.210000,26.760000,30.950000,170.880000,0.000000,10.270000,101.320000,9.110000,116.090000,272.050000,0.000000,0.000000,10.780000,56.100000,0,0,36.66,0,75,0,0,0,0,32.53,75,0,0,110,0,7.95,36.67,0,0

24,05:45-06:00,5.210000,26.760000,30.950000,170.880000,0.000000,10.270000,101.320000,9.110000,116.090000,272.050000,0.000000,0.000000,10.780000,56.100000,0.33,0,36.66,0,75,0,0.67,0,0,32.72,75,0.18,0,110,0,7.77,36.67,0,0

25,06:00-06:15,5.210000,26.760000,30.950000,170.880000,0.000000,10.270000,101.320000,8.930000,116.090000,272.050000,0.000000,0.000000,10.780000,56.100000,1.67,4.05,36.66,0,75,1.76475,3.33,0,1.84,31.9,75,1.66,0,110,0,7.4,36.67,4.32,0

26,06:15-06:30,5.210000,26.760000,30.950000,170.880000,0.040000,10.270000,101.320000,8.930000,116.090000,272.050000,0.040000,0.040000,10.780000,56.100000,2.67,8.8,36.66,0.02,75,5.6355,5.33,1.82,6.53,31.67,75,3.79,0.26,110,0.78,7.4,36.67,8.64,0.1

27,06:30-06:45,5.210000,26.760000,30.950000,170.880000,0.260000,10.270000,101.320000,8.930000,116.090000,272.050000,0.260000,0.270000,10.780000,56.100000,3.33,14.96,33.34,0.92,71.67,10.34475,6.67,6.17,10.24,29.67,71.67,6.53,0.71,100,2.64,7.4,33.33,15.55,4.61

28,06:45-07:00,5.210000,26.760000,30.950000,170.880000,0.630000,10.270000,101.320000,8.930000,116.090000,272.050000,0.630000,0.640000,10.780000,56.100000,3.33,28.16,33.34,2.06,71.67,15.6195,6.67,12.51,20.04,29.63,71.67,9.75,1.82,100,5.36,7.4,33.33,24.19,10.3

29,07:00-07:15,5.210000,26.760000,30.950000,170.880000,1.150000,10.270000,101.320000,8.740000,116.090000,272.050000,1.150000,1.170000,10.780000,56.100000,4.33,29.98,33.34,3.81,71.67,21.333,8.67,21.09,29.98,29.64,71.67,13.28,3.52,100,9.04,7.4,33.33,29.99,19.07

30,07:15-07:30,5.210000,26.760000,30.950000,170.880000,1.830000,10.270000,101.320000,8.740000,116.090000,272.050000,1.830000,1.880000,10.780000,56.100000,6.33,29.98,33.34,6.14,71.67,27.885,12.67,31.55,29.98,30.43,71.67,18.07,5.97,100,13.52,7.4,33.33,29.99,30.72

31,07:30-07:45,5.210000,26.760000,30.950000,170.880000,2.560000,10.270000,101.320000,8.740000,116.090000,272.050000,2.560000,2.630000,10.540000,56.100000,8.33,30.67,33.34,8.96,71.67,34.83675,16.67,43.46,30.67,31.3,71.67,19.22,8.94,100,18.62,7.4,33.33,30.66,44.78

32,07:45:08:00,5.210000,26.760000,30.950000,170.880000,3.430000,10.270000,101.320000,8.740000,116.090000,272.050000,3.430000,3.510000,10.540000,56.100000,13.67,30.83,33.34,9.82,71.67,42.042,27.33,59.5,30.83,32.15,71.67,25.57,12.24,100,25.5,7.4,33.33,30.84,49.08

33,08:00-08:15,5.210000,27.720000,30.950000,170.880000,4.520000,10.310000,101.320000,8.560000,116.090000,272.050000,4.520000,4.630000,10.540000,56.100000,15,32.33,33.34,11.52,73.33,49.5495,30,70,32.33,31.21,73.33,25,15.89,100,30,7.4,33.33,32.34,57.63

34,08:15-08:30,5.210000,27.720000,30.950000,170.880000,5.620000,10.310000,101.320000,8.560000,116.090000,272.050000,5.620000,5.750000,10.540000,56.100000,16.66,32.33,33.34,13.67,75,56.823,33.34,84,32.33,32.2,75,28.33,19.8,100,36,7.4,33.33,32.34,68.33

35,08:30-08:45,22.850000,27.720000,30.950000,170.880000,6.700000,10.310000,101.320000,8.560000,116.090000,272.050000,6.700000,6.870000,10.540000,56.100000,18.66,32.5,33.38,16.88,76,63.65775,37.34,94.5,32.5,32.96,76,31.67,23.59,100.16,40.5,7.4,33.39,32.5,84.42

36,08:45:09:00,22.850000,27.720000,30.950000,170.880000,7.770000,10.310000,101.320000,8.560000,116.090000,272.050000,7.770000,7.960000,10.540000,56.100000,21,32.5,34.16,20.35,76.67,70.122,42,105,32.5,33.15,76.67,36.67,27.05,102.46,45,7.4,34.15,32.5,101.75

37,09:00:09:15,5.210000,25.160000,30.950000,170.880000,8.520000,10.310000,101.320000,8.370000,116.090000,272.050000,8.520000,8.740000,10.540000,56.100000,23.66,32.73,34.66,23.66,78.33,76.33275,47.34,115.5,32.73,33.55,78.33,41.67,30.33,104,49.5,7.4,34.67,32.74,118.31

38,09:15-09:30,5.210000,25.160000,30.950000,170.880000,9.720000,10.310000,101.320000,8.370000,116.090000,272.050000,9.720000,9.960000,10.540000,56.100000,26.33,32.73,38.34,26.75,80,82.28025,52.67,126,32.73,34.22,80,46.67,33.27,115,54,7.4,38.33,32.74,133.73

39,09:30-09:45,5.210000,25.160000,30.950000,170.880000,10.550000,10.310000,101.320000,8.370000,116.090000,272.050000,10.550000,10.810000,10.230000,56.100000,26,32.9,38.34,28.56,80,87.72075,52,129.5,32.9,36,80,53.33,35.54,115,55.5,7.4,38.33,32.9,142.78

40,09:45-10:00,1.340000,25.160000,30.950000,170.880000,11.170000,10.310000,101.320000,8.370000,116.090000,272.050000,11.170000,11.450000,10.230000,56.100000,27.66,32.9,38.34,31.41,80,92.4885,55.34,140,32.9,36,80,60,37.31,115,60,7.4,38.33,32.9,157.03

41,10:00-10:15,20.310000,26.130000,30.950000,170.880000,11.920000,10.310000,101.320000,8.370000,116.090000,272.050000,11.920000,12.210000,10.230000,56.100000,29.66,32.9,38.34,34.89,80,96.8565,59.34,150.5,32.9,36,80,66.67,39.16,115,64.5,7.4,38.33,32.9,174.45

42,10:15-10:30,20.310000,26.130000,30.950000,170.880000,12.520000,10.310000,101.320000,8.370000,116.090000,272.050000,12.520000,12.830000,10.230000,56.100000,31,32.9,38.34,38.06,80,101.127,62,157.5,32.9,36,80,80.68,41.19,115,67.5,7.4,38.33,32.9,190.3

43,10:30-10:45,20.310000,26.130000,30.950000,170.880000,13.690000,10.310000,101.320000,8.370000,116.090000,272.050000,13.690000,14.040000,10.230000,56.100000,32.66,32.9,38.34,40.06,80,105.378,65.34,164.5,32.9,36,80,83.3,42,115,70.5,7.4,38.33,32.9,200.3

44,10:45-11:00,20.310000,26.130000,30.950000,170.880000,14.040000,10.310000,101.320000,8.370000,116.090000,272.050000,14.040000,14.390000,10.230000,56.100000,34.33,32.9,38.34,42.56,80,109.50225,68.67,171.5,32.9,36,80,86.45,36,115,73.5,7.4,38.33,32.9,212.8

45,11:00-11:15,20.310000,26.130000,30.950000,170.880000,14.190000,10.200000,101.320000,8.180000,116.090000,272.050000,14.190000,14.540000,10.390000,56.100000,33.33,32.9,38.34,45.06,80,113.178,66.67,175,32.9,38.33,80,89.25,39,115,75,7.4,38.33,32.9,225.3

46,11:15-11:30,20.310000,26.130000,30.950000,170.880000,14.310000,10.200000,101.320000,8.180000,116.090000,272.050000,14.310000,14.670000,10.390000,56.100000,34.33,32.9,38.34,45.83,80,115.95675,68.67,178.5,32.9,38.33,80,90.3,41,115,76.5,7.4,38.33,32.9,229.17

47,11:30-11:45,20.310000,26.130000,30.950000,223.450000,14.370000,10.200000,101.320000,8.180000,116.090000,272.050000,14.370000,14.730000,10.390000,56.100000,35.33,32.9,38.34,45.83,80,117.94575,70.67,178.5,32.9,38.33,80,91.39,42,115,76.5,7.4,38.33,32.9,229.17

48,11:45-12:00,20.310000,26.130000,30.950000,223.450000,14.370000,10.200000,101.320000,8.180000,116.090000,272.050000,14.370000,14.730000,10.390000,56.100000,36,32.9,38.34,45.83,80,119.3595,72,178.5,32.9,38.33,80,91.56,43,115,76.5,7.4,38.33,32.9,229.17

49,12:00-12:15,23.860000,26.130000,23.860000,223.450000,12.840000,10.200000,101.320000,8.180000,116.090000,272.050000,12.840000,13.150000,9.770000,56.100000,36,32.9,38.34,45.83,80,115.5375,72,178.5,32.9,38.33,80,91.91,38,115,76.5,7.4,38.33,32.9,229.17

50,12:15-12:30,23.860000,26.130000,23.860000,223.450000,12.910000,10.200000,101.320000,8.180000,116.090000,272.050000,12.910000,13.240000,9.770000,56.100000,36,32.9,39.66,45.83,80,118.23825,72,178.5,32.9,38.33,80,92.02,38.98,119,76.5,7.4,39.67,32.9,229.17

51,12:30-12:45,23.860000,26.130000,23.860000,223.450000,13.020000,10.200000,101.320000,8.180000,116.090000,272.050000,13.020000,13.340000,9.770000,56.100000,36,32.9,39.66,45.83,80,120.276,72,178.5,32.9,40,80,87.12,39.55,119,76.5,7.77,39.67,32.9,229.17

52,12:45-13:00,23.860000,25.160000,23.860000,223.450000,13.100000,10.200000,101.320000,8.180000,116.090000,272.050000,13.100000,13.430000,9.770000,56.100000,36,32.9,39.66,45.83,80,120.87075,72,178.5,32.9,40,80,87.45,39.93,119,76.5,8.96,39.67,32.9,229.17

53,13:00-13:15,23.860000,25.160000,23.860000,223.450000,13.210000,10.200000,101.320000,8.000000,116.090000,272.050000,13.210000,13.540000,9.920000,56.100000,36,32.9,39.66,45.83,80,119.925,72,178.5,32.9,40,80,87.08,41.5,119,76.5,10.35,39.67,32.9,229.17

54,13:15-13:30,23.860000,25.160000,23.860000,223.450000,13.280000,10.200000,101.320000,8.000000,116.090000,272.050000,13.280000,13.620000,9.920000,56.100000,36,32.9,39.66,45.83,80,117.7215,72,178.5,32.9,40,80,86.75,43.5,119,76.5,12.9,39.67,32.9,229.17

55,13:30-13:45,24.820000,25.160000,24.820000,223.450000,13.280000,10.200000,101.320000,8.000000,116.090000,272.050000,13.280000,13.620000,9.920000,56.100000,36,32.9,39.66,45.83,80,110.41875,72,178.5,32.9,40,80,86.32,43.5,119,76.5,15.12,39.67,32.9,229.17

56,13:45-14:00,24.820000,25.160000,24.820000,223.450000,13.080000,10.200000,101.320000,8.000000,116.090000,272.050000,13.080000,13.420000,9.920000,56.100000,36,32.9,39.66,45.83,80,106.7235,72,178.5,32.9,40,80,85.09,43.5,119,76.5,23.7,39.67,32.9,229.17

57,14:00-14:15,24.820000,25.160000,24.820000,223.450000,12.820000,10.390000,101.320000,8.000000,116.090000,272.050000,12.820000,13.130000,9.920000,56.100000,34.33,32.9,39.66,45.83,80,102.804,68.67,171.5,32.9,37.67,80,84.45,42.6,119,73.5,23.81,39.67,32.9,229.17

58,14:15-14:30,24.820000,25.160000,24.820000,223.450000,12.590000,10.390000,101.320000,8.000000,116.090000,272.050000,12.590000,12.900000,9.920000,56.100000,32.66,32.9,39.66,45.83,80,98.42625,65.34,168,32.9,37.67,80,82.93,42,119,72,23.37,39.67,32.9,229.17

59,14:30-14:45,23.840000,25.160000,30.950000,223.450000,12.250000,10.390000,101.320000,8.000000,116.090000,272.050000,12.250000,12.560000,9.920000,56.100000,31,32.9,39.66,45.83,80,93.84375,62,161,32.9,37.67,80,80.8,41,119,69,30.91,39.67,32.9,229.17

60,14:45-15:00,10.050000,25.160000,30.950000,223.450000,11.720000,10.390000,101.320000,8.000000,116.090000,272.050000,11.720000,12.000000,9.920000,56.100000,29.33,32.9,39.66,45.08,80,88.81275,58.67,154,32.9,37.67,80,77.61,39.84,119,66,31.4,39.67,32.9,225.4

61,15:00-15:15,10.050000,26.130000,30.950000,223.450000,11.330000,10.390000,101.320000,8.280000,116.090000,272.050000,11.330000,11.610000,9.920000,74.170000,27.33,32.9,39.66,43.88,80,83.19675,54.67,150.5,32.9,37.67,80,74.15,38.7,119,64.5,31.13,39.67,32.9,219.38

62,15:15-15:30,10.050000,26.130000,30.950000,223.450000,10.970000,10.390000,101.320000,8.280000,116.090000,272.050000,10.970000,11.240000,9.920000,74.170000,26,32.9,39.66,43.19,80,76.41075,52,140,32.9,37.67,80,70.39,37.38,119,60,30.65,39.67,32.9,215.93

63,15:30-15:45,20.510000,26.130000,30.950000,223.450000,10.270000,10.390000,101.320000,8.280000,116.090000,272.050000,10.270000,10.520000,9.920000,74.170000,24.66,32.9,38.34,40.48,80,69.342,49.34,129.5,32.9,35,80,66.4,35.8,115,55.5,29.52,38.33,32.9,202.42

64,15:45-16:00,20.510000,26.130000,30.950000,223.450000,9.410000,10.390000,101.320000,8.280000,116.090000,272.050000,9.410000,9.650000,9.920000,74.170000,23.33,32.9,38.34,37.33,80,62.05875,46.67,119,32.9,35,80,62.11,33.78,115,51,28.86,38.33,32.9,186.64

65,16:00-16:15,20.510000,26.130000,30.950000,223.450000,8.860000,10.390000,101.320000,8.460000,116.090000,272.050000,8.860000,9.080000,10.080000,74.170000,21.33,32.9,38.34,33.87,80,54.9705,42.67,108.5,32.9,35,80,56.96,31.29,115,46.5,27.84,38.33,32.9,169.37

66,16:15-16:30,20.510000,26.130000,30.950000,223.450000,8.050000,10.390000,101.320000,8.460000,116.090000,272.050000,8.050000,8.250000,10.080000,74.170000,19.66,32.9,38.34,29.39,80,48.087,39.34,98,32.9,35,80,52.17,28.45,115,42,26.97,38.33,32.9,146.95

67,16:30-16:45,20.510000,26.130000,20.510000,223.450000,7.000000,10.390000,101.320000,8.460000,116.090000,272.050000,7.000000,7.170000,10.080000,74.170000,18.33,32.9,38.34,25,80,41.2425,36.67,87.5,32.9,35,80,46.88,25.25,115,37.5,20.07,38.33,32.9,125

68,16:45-17:00,20.510000,26.130000,20.510000,223.450000,6.050000,10.390000,101.320000,8.460000,116.090000,272.050000,6.050000,6.200000,10.080000,74.170000,18.33,33,38.34,22.07,80,34.749,36.67,77,26.09,35,80,40.96,21.86,115,33,20.08,38.33,33,110.34

69,17:00-17:15,20.510000,26.130000,20.510000,223.450000,5.060000,10.390000,101.320000,8.740000,116.090000,272.050000,5.060000,5.190000,10.080000,74.170000,18.33,33,38.34,18.17,80,28.3725,36.67,66.5,12,38.33,80,35.11,18.47,115,28.5,20.37,38.33,31.1,90.87

70,17:15-17:30,20.510000,26.130000,20.510000,223.450000,4.310000,10.390000,101.320000,8.740000,116.090000,272.050000,4.310000,4.410000,10.080000,74.170000,18.33,30.1,38.34,14.14,80,21.8205,36.67,56,4.35,38.33,80,29.69,15.17,115,24,20.95,38.33,21.6,70.71

71,17:30-17:45,22.440000,26.130000,22.440000,223.450000,3.430000,10.390000,101.320000,8.740000,116.090000,272.050000,3.430000,3.510000,10.080000,74.170000,16.66,18.62,38.34,11.45,80,15.717,33.34,45.5,1.09,38.33,80,24.21,11.97,115,19.5,21.43,38.33,12.96,57.27

72,17:45-18:00,22.440000,26.130000,22.440000,223.450000,2.650000,10.390000,101.320000,8.740000,116.090000,272.050000,2.650000,2.710000,10.080000,74.170000,14.33,9.72,38.34,8.82,80,10.69575,28.67,28,0.05,38.33,80,19.12,10.14,115,12,21.66,38.33,8.64,44.1

73,18:00-18:15,22.440000,27.090000,22.440000,223.450000,1.890000,10.270000,101.320000,9.020000,116.090000,272.050000,1.890000,1.940000,10.080000,74.170000,11,0,38.34,5.41,80,6.6105,22,21,0,38.33,80,14.4,6.86,115,9,22.38,38.33,0,27.08

74,18:15-18:30,22.440000,27.090000,22.440000,223.450000,1.470000,10.270000,101.320000,9.020000,116.090000,272.050000,1.470000,1.500000,10.080000,74.170000,8.67,0,38.34,3.62,80,3.276,17.33,14,0,38.33,80,10.44,4.45,115,6,14.13,38.33,0,18.08

75,18:30-18:45,22.440000,27.090000,22.440000,223.450000,0.600000,10.270000,101.320000,8.180000,116.090000,272.050000,0.600000,0.610000,10.080000,74.170000,6,0,36.66,2.31,75,1.04325,12,7,0,34.65,75,6.38,2.72,110,3,14.52,36.67,0,11.57

76,18:45-19:00,22.440000,27.090000,22.440000,223.450000,0.320000,10.270000,101.320000,8.180000,116.090000,272.050000,0.320000,0.320000,10.080000,74.170000,3,0,36.66,1.3,75,0,6,3.5,0,34.55,75,0.33,1.56,110,1.5,14.94,36.67,0,6.51

77,19:00-19:15,10.530000,27.090000,10.530000,223.450000,0.070000,10.270000,101.320000,8.370000,116.090000,272.050000,0.070000,0.070000,10.230000,74.170000,1.67,0,36.66,0.56,75,0,3.33,0.7,0,34.55,75,0.03,0.45,110,0.3,15.2,36.67,0,2.8

78,19:15-19:30,10.530000,27.090000,10.530000,223.450000,0.000000,10.270000,101.320000,8.370000,116.090000,272.050000,0.000000,0.000000,10.230000,74.170000,0.33,0,36.66,0.14,75,0,0.67,0,0,34.31,75,0,0,110,0,15.74,36.67,0,0.72

79,19:30-19:45,0.000000,27.090000,0.000000,223.450000,0.000000,10.270000,101.320000,8.370000,116.090000,272.050000,0.000000,0.000000,10.230000,74.170000,0,0,36.66,0,75,0,0,0,0,34.21,75,0,0,110,0,8.52,36.67,0,0

80,19:45-20:00,0.000000,27.090000,0.000000,223.450000,0.000000,10.270000,101.320000,8.370000,116.090000,272.050000,0.000000,0.000000,10.230000,74.170000,0,0,36.66,0,75,0,0,0,0,33.77,75,0,0,110,0,8.66,36.67,0,0

81,20:00-20:15,0.000000,27.090000,30.390000,223.450000,0.000000,10.270000,101.320000,8.560000,116.090000,272.050000,0.000000,0.000000,10.230000,74.170000,0,0,32.97,0,69.85,0,0,0,0,28.77,69.85,0,0,98.9,0,8.73,32.97,0,0

82,20:15-20:30,0.000000,27.090000,30.390000,223.450000,0.000000,10.270000,101.320000,8.560000,116.090000,272.050000,0.000000,0.000000,10.230000,74.170000,0,0,33.12,0,69.75,0,0,0,0,28.92,69.75,0,0,99.34,0,8.88,33.11,0,0

83,20:30-20:45,0.000000,27.090000,30.390000,223.450000,0.000000,10.270000,101.320000,8.560000,116.090000,272.050000,0.000000,0.000000,10.230000,74.170000,0,0,33.33,0,69.54,0,0,0,0,29.12,69.54,0,0,100.01,0,8.85,33.34,0,0

84,20:45-21:00,0.000000,27.090000,30.390000,223.450000,0.000000,10.270000,101.320000,8.560000,116.090000,272.050000,0.000000,0.000000,10.230000,74.170000,0,0,33.38,0,69.39,0,0,0,0,29.25,69.39,0,0,100.14,0,8.55,33.38,0,0

85,21:00-21:15,0.000000,27.090000,30.390000,223.450000,0.000000,10.270000,101.320000,8.560000,116.090000,272.050000,0.000000,0.000000,10.230000,74.170000,0,0,33.55,0,68.78,0,0,0,0,29.33,68.78,0,0,100.65,0,8.31,33.55,0,0

86,21:15-21:30,0.000000,27.090000,30.390000,223.450000,0.000000,10.270000,101.320000,8.560000,116.090000,272.050000,0.000000,0.000000,10.230000,74.170000,0,0,33.93,0,68.66,0,0,0,0,24.67,68.66,0,0,101.82,0,8.15,33.94,0,0

87,21:30-21:45,0.000000,27.090000,30.390000,223.450000,0.000000,10.270000,101.320000,8.560000,116.090000,272.050000,0.000000,0.000000,10.230000,74.170000,0,0,27.77,0,59.88,0,0,0,0,24.67,59.88,0,0,83.32,0,8.56,27.77,0,0

88,21:45-22:00,0.000000,27.090000,30.390000,223.450000,0.000000,10.270000,101.320000,8.560000,116.090000,272.050000,0.000000,0.000000,10.230000,74.170000,0,0,27.85,0,60.21,0,0,0,0,24.67,60.21,0,0,83.55,0,9.15,27.85,0,0

89,22:00-22:15,0.000000,25.160000,30.390000,223.450000,0.000000,10.350000,101.320000,8.370000,116.090000,272.050000,0.000000,0.000000,10.000000,74.170000,0,0,28.13,0,60.29,0,0,0,0,24.64,60.29,0,0,84.42,0,9.37,28.14,0,0

90,22:15-22:30,0.000000,25.160000,30.390000,223.450000,0.000000,10.350000,101.320000,8.370000,116.090000,272.050000,0.000000,0.000000,10.000000,74.170000,0,0,28.32,0,60.48,0,0,0,0,24.59,60.48,0,0,84.93,0,9.47,28.31,0,0

91,22:30-22:45,30.950000,25.160000,30.950000,174.110000,0.000000,10.350000,101.320000,8.370000,116.090000,272.050000,0.000000,0.000000,10.000000,74.170000,0,0,26.93,0,57.5,0,0,0,0,24.3,57.5,0,0,80.82,0,9.48,26.94,0,0

92,22:45-23:00,30.950000,24.190000,30.950000,174.110000,0.000000,10.350000,101.320000,8.370000,116.090000,272.050000,0.000000,0.000000,10.000000,74.170000,0,0,26.93,0,57.22,0,0,0,0,24.19,57.22,0,0,80.82,0,17.13,26.94,0,0

93,23:00-23:15,30.950000,23.220000,30.950000,174.110000,0.000000,10.350000,101.320000,8.840000,116.090000,272.050000,0.000000,0.000000,9.850000,74.170000,0,0,26.91,0,56.6,0,0,0,0,24.17,56.6,0,0,80.78,0,16.56,26.93,0,0

94,23:15-23:30,30.950000,23.220000,30.950000,174.110000,0.000000,10.350000,101.320000,8.840000,116.090000,272.050000,0.000000,0.000000,9.850000,74.170000,0,0,26.84,0,56.54,0,0,0,0,23.91,56.54,0,0,80.5,0,16.2,26.83,0,0

95,23:30-23:45,30.950000,23.220000,30.950000,174.110000,0.000000,10.350000,101.320000,8.840000,116.090000,272.050000,0.000000,0.000000,9.850000,74.170000,0,0,26.73,0,56.31,0,0,0,0,23.77,56.31,0,0,80.17,0,15.95,26.72,0,0

