,,TELANGANA,KARNATAKA,HIMACHAL PRADESH,HIMACHAL PRADESH,NA,DELHI,NA,HIMACHAL PRADESH,HIMACHAL PRADESH,HIMACHAL PRADESH,KARNATAKA,MANIPUR,NA,KARNATAKA,HIMACHAL PRADESH,HIMACHAL PRADESH,WEST BENGAL,HIMACHAL PRADESH,NA,NA,HIMACHAL PRADESH,DELHI,NA,HIMACHAL PRADESH,HIMACHAL PRADESH,NA,NA,NA,
,,NAVABHARAT,NIRANISUGAR,SHPPBPL,SHPPBPL,JPL,BRPL,ILFS,GBHHPL,SHPPBPL,CHANJUII,KPRSUGAR,Manipur_Ben,JSPL_DCPP,VISHWARAJSUGAR,SHPPBPL,SHPPBPL,IPCL_WB,SHPPBPL,SEIL,APNRL,SHPPBPL,BYPL,JPNIGRIE_JNSTPP,SHPPBPL,SHPPBPL,SOLAPUR_SOLAR,TS1PL_BKN,TS1PL_BKN,
,,DELHI,DELHI,DELHI,DELHI,DELHI,UTTAR PRADESH,DELHI,DELHI,DELHI,DELHI,DELHI,DELHI,DELHI,DELHI,DELHI,DELHI,DELHI,DELHI,DELHI,DELHI,DELHI,UTTAR PRADESH,DELHI,DELHI,DELHI,DELHI,DELHI,DELHI,
,,BRPL,BRPL,MAX-HPTL,JHPL-DL,BRPL,ASIL_UP,BRPL,DIAPL,BAL234,TPDDL,BRPL,STT,BRPL,BRPL,MHIL,BAL184,NDMC,BAL224,TPDDL,TPDDL,AISHER,AMBASTL,BRPL,BMDRC,UHL,MES (Delhi),BYPL,BRPL,
,,South-West-North,South-East-North,North-North,North-North,West-North,North-North,South-West-North,North-North,North-North,North-North,South-West-North,North East-East-North,West-North,South-West-North,North-North,North-North,East-North,North-North,South-West-North,East-North,North-North,North-North,West-North,North-North,North-North,West-North,North-North,North-North,
74,18:15-18:30,115.740000,9.640000,0.560000,0.590000,49.910000,0.000000,99.830000,30.570000,0.610000,8.100000,17.360000,2.890000,48.220000,14.470000,0.350000,0.310000,0.000000,0.300000,24.110000,20.590000,0.440000,0.000000,49.910000,0.560000,0.350000,0.15,3,7,505.56

75,18:30-18:45,115.740000,9.640000,0.560000,0.590000,49.910000,0.000000,99.830000,30.570000,0.610000,8.100000,17.360000,2.890000,48.220000,14.470000,0.350000,0.310000,0.000000,0.300000,24.110000,20.590000,0.440000,0.000000,49.910000,0.560000,0.350000,0,1.5,3.5,500.41

76,18:45-19:00,115.740000,9.640000,0.560000,0.590000,49.910000,0.000000,99.830000,30.570000,0.610000,8.100000,17.360000,2.890000,48.220000,14.470000,0.350000,0.310000,0.000000,0.300000,24.110000,20.590000,0.440000,0.000000,49.910000,0.560000,0.350000,0,0,0,495.41

77,19:00-19:15,115.740000,9.640000,0.670000,0.690000,49.910000,0.000000,99.830000,30.570000,0.720000,8.200000,17.360000,2.890000,48.220000,14.470000,0.410000,0.340000,0.000000,0.360000,24.110000,20.590000,0.520000,0.000000,49.910000,0.670000,0.410000,0,0,0,496.23

78,19:15-19:30,115.740000,9.640000,0.670000,0.690000,49.910000,0.000000,99.830000,30.570000,0.720000,8.200000,17.360000,2.890000,48.220000,14.470000,0.410000,0.340000,0.000000,0.360000,24.110000,20.590000,0.520000,0.000000,49.910000,0.670000,0.410000,0,0,0,496.23

79,19:30-19:45,115.740000,9.640000,0.670000,0.690000,49.910000,0.000000,99.830000,30.570000,0.720000,8.200000,17.360000,2.890000,48.220000,14.470000,0.410000,0.340000,0.000000,0.360000,24.110000,20.590000,0.520000,0.000000,49.910000,0.670000,0.410000,0,0,0,496.23

80,19:45-20:00,115.740000,9.640000,0.670000,0.690000,49.910000,0.000000,99.830000,30.570000,0.720000,8.200000,17.360000,2.890000,48.220000,14.470000,0.410000,0.340000,0.000000,0.360000,24.110000,20.590000,0.520000,0.000000,49.910000,0.670000,0.410000,0,0,0,496.23

81,20:00-20:15,115.740000,9.640000,0.620000,0.710000,49.910000,0.000000,99.830000,30.570000,0.720000,8.290000,17.360000,2.890000,48.220000,14.470000,0.420000,0.340000,0.000000,0.410000,24.110000,20.590000,0.530000,0.000000,49.910000,0.620000,0.420000,0,0,0,496.32

82,20:15-20:30,115.740000,9.640000,0.620000,0.710000,49.910000,0.000000,99.830000,30.570000,0.720000,8.290000,17.360000,2.890000,48.220000,14.470000,0.420000,0.340000,0.000000,0.410000,24.110000,20.590000,0.530000,0.000000,49.910000,0.620000,0.420000,0,0,0,496.32

83,20:30-20:45,115.740000,9.640000,0.620000,0.710000,49.910000,0.000000,99.830000,30.570000,0.720000,8.290000,17.360000,2.890000,48.220000,14.470000,0.420000,0.340000,0.000000,0.410000,24.110000,20.590000,0.530000,0.000000,49.910000,0.620000,0.420000,0,0,0,496.32

84,20:45-21:00,115.740000,9.640000,0.620000,0.710000,49.910000,0.000000,99.830000,30.570000,0.720000,8.290000,17.360000,2.890000,48.220000,14.470000,0.420000,0.340000,0.000000,0.410000,24.110000,20.590000,0.530000,0.000000,49.910000,0.620000,0.420000,0,0,0,496.32

85,21:00-21:15,115.740000,9.640000,0.620000,0.710000,49.910000,0.000000,99.830000,30.570000,0.720000,8.470000,17.360000,2.890000,48.220000,14.470000,0.420000,0.340000,0.000000,0.410000,24.110000,20.590000,0.530000,0.000000,49.910000,0.620000,0.420000,0,0,0,496.5

86,21:15-21:30,115.740000,9.640000,0.620000,0.710000,49.910000,0.000000,99.830000,30.570000,0.720000,8.470000,17.360000,2.890000,48.220000,14.470000,0.420000,0.340000,0.000000,0.410000,24.110000,20.590000,0.530000,0.000000,49.910000,0.620000,0.420000,0,0,0,496.5

87,21:30-21:45,115.740000,9.640000,0.620000,0.710000,49.910000,0.000000,99.830000,30.570000,0.720000,8.470000,17.360000,2.890000,48.220000,14.470000,0.420000,0.340000,0.000000,0.410000,24.110000,20.590000,0.530000,0.000000,49.910000,0.620000,0.420000,0,0,0,496.5

88,21:45-22:00,115.740000,9.640000,0.620000,0.710000,49.910000,0.000000,99.830000,30.570000,0.720000,8.470000,17.360000,2.890000,48.220000,14.470000,0.420000,0.340000,0.000000,0.410000,24.110000,20.590000,0.530000,0.000000,49.910000,0.620000,0.420000,0,0,0,496.5

89,22:00-22:15,115.740000,9.640000,0.620000,0.710000,49.910000,0.000000,99.830000,29.550000,0.720000,8.650000,17.360000,2.890000,48.220000,14.470000,0.420000,0.340000,0.000000,0.410000,24.110000,20.590000,0.530000,0.000000,49.910000,0.620000,0.420000,0,0,0,495.66

90,22:15-22:30,115.740000,9.640000,0.620000,0.710000,49.910000,0.000000,99.830000,29.550000,0.720000,8.650000,17.360000,2.890000,48.220000,14.470000,0.420000,0.340000,0.000000,0.410000,24.110000,20.590000,0.530000,0.000000,49.910000,0.620000,0.420000,0,0,0,495.66

91,22:30-22:45,115.740000,9.640000,0.620000,0.710000,49.910000,0.000000,99.830000,29.550000,0.720000,8.650000,17.360000,2.890000,48.220000,14.470000,0.420000,0.340000,0.000000,0.410000,24.110000,20.590000,0.530000,0.000000,49.910000,0.620000,0.420000,0,0,0,495.66

92,22:45-23:00,115.740000,9.640000,0.620000,0.710000,49.910000,0.000000,99.830000,29.550000,0.720000,8.650000,17.360000,2.890000,48.220000,14.470000,0.420000,0.340000,0.000000,0.410000,24.110000,20.590000,0.530000,0.000000,49.910000,0.620000,0.420000,0,0,0,495.66

93,23:00-23:15,115.740000,9.640000,0.620000,0.710000,49.910000,0.000000,99.830000,29.550000,0.720000,8.750000,17.360000,2.890000,48.220000,14.470000,0.420000,0.340000,0.000000,0.410000,24.110000,20.590000,0.530000,0.000000,49.910000,0.620000,0.420000,0,0,0,495.76

94,23:15-23:30,115.740000,9.640000,0.620000,0.710000,49.910000,0.000000,99.830000,29.550000,0.720000,8.750000,17.360000,2.890000,48.220000,14.470000,0.420000,0.340000,0.000000,0.410000,24.110000,20.590000,0.530000,0.000000,49.910000,0.620000,0.420000,0,0,0,495.76

95,23:30-23:45,115.740000,9.640000,0.620000,0.710000,49.910000,0.000000,99.830000,29.550000,0.720000,8.750000,17.360000,2.890000,48.220000,14.470000,0.420000,0.340000,0.000000,0.410000,24.110000,20.590000,0.530000,0.000000,49.910000,0.620000,0.420000,0,0,0,495.76

96,23:45-24:00,115.740000,9.640000,0.620000,0.710000,49.910000,0.000000,99.830000,29.550000,0.720000,8.750000,17.360000,2.890000,48.220000,14.470000,0.420000,0.340000,0.000000,0.410000,24.110000,20.590000,0.530000,0.000000,49.910000,0.620000,0.420000,0,0,0,495.76

