Block,Time Block,KKNP,KKNPPU2,KOTESHWR,KOLDAM,SALAL,SEWA2,TALA,RIHAND3,RIHAND2,SASAN,SIMHST1,SINGRAULI_HYDRO,RIHAND1,TANDA2,SIMHST2,TALST2,RSTPSU1TO6,RSTPSU7,SINGRAULI,TANAKPUR,CHAMERA2,BSIUL,CHAMERA1,BRBCL,CHAMERA3,KHSTPP-I,KGSU1AND2,DHAULIGNGA,FSTPP I & II,KGSU3AND4,DULHASTI,DADRT2,KHSTPP-II,JHAJJAR,DADRI_RF,DADRI_LF,KISHANGANGA,AURY_RF,AURY_CRF,AURY_LF,DADRI_CRF,AURY_GF,DADRI_GF,UNCHAHAR1,UNCHAHAR4,ANTA_GF,URI2,ANTA_CRF,UNCHAHAR3,ANTA_RF,TelanganaSTPP,UNCHAHAR2,URI,ANTA_LF,VALLURNTECL,TEHRI,PARBATI3,RAPPC,NLCEXP,RAPPB,NLCIIST1,NLCIIST2,NJPC,NLCTS2EXP,RAMPUR,NNTPP,NTPL,NAPP,KUDGI,MAPS,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
61,15:00-15:15,0,0,8.6,0,25.36,0,9.92,120.6,115.21,387.44,0,0,44.62,0,0,0,0,0,123.69,11.19,2.33,0,0,14.55,0,43.58,0,17.68,18.88,0,47.95,182.24,143.87,401.72,0,0,0,0,0,0,0,0,0,14.58,0,0,5.22,0,0,0,0,41.13,6.43,0,0,0,0,50.1,0,0,0,0,45.38,0,0,0,0,39.78,0,0,0,0,0,0,0

62,15:15-15:30,0,0,8.6,0,25.36,0,9.92,120.6,115.21,387.44,0,0,44.62,0,0,0,0,0,123.69,11.19,2.33,0,0,14.55,0,43.58,0,17.68,18.88,0,47.95,192.08,143.87,401.72,0,0,0,0,0,0,0,0,0,16.73,0,0,5.22,0,0,0,0,41.13,6.43,0,0,0,0,50.1,0,0,0,0,45.38,0,0,0,0,39.78,0,0,0,0,0,0,0

63,15:30-15:45,0,0,8.6,0,25.36,0,10.24,120.6,115.21,387.44,0,0,44.62,0,0,0,0,0,123.69,11.19,2.33,0,0,14.55,0,43.58,0,17.68,18.88,0,47.95,237.19,143.87,401.72,0,0,0,0,0,0,0,0,0,16.73,0,0,6.52,0,0,0,0,41.13,6.43,0,0,0,0,50.1,0,0,0,0,45.38,0,0,0,0,39.78,0,0,0,0,0,0,0

64,15:45-16:00,0,0,8.6,0,25.36,0,10.24,120.6,115.21,387.44,0,0,44.62,0,0,0,0,0,123.69,11.19,2.33,0,0,14.55,0,43.58,0,17.68,18.88,0,47.95,276.56,143.87,401.72,0,0,0,0,0,0,0,0,0,16.73,0,0,6.52,0,0,0,0,41.13,6.43,0,0,0,0,50.1,0,0,0,0,45.38,0,0,0,0,39.78,0,0,0,0,0,0,0

65,16:00-16:15,0,0,8.6,0,25.36,0,10.01,120.6,115.21,387.44,0,0,44.62,0,0,0,0,0,123.69,11.19,2.33,0,0,14.55,0,43.58,0,17.68,18.88,0,47.95,259.83,143.87,401.72,0,0,0,0,0,0,0,0,0,16.73,0,0,6.52,0,0,0,0,41.13,5.35,0,0,0,0,50.1,0,0,0,0,45.38,0,0,0,0,39.78,0,0,0,0,0,0,0

66,16:15-16:30,0,0,8.6,0,25.36,0,10.01,120.6,115.21,387.44,0,0,44.62,0,0,0,0,0,123.69,11.19,2.33,0,0,14.55,0,43.58,0,17.68,18.88,0,47.95,247.45,143.87,440.52,0,0,0,0,0,0,0,0,0,19.91,0,0,6.52,0,0,0,0,41.13,5.35,0,0,0,0,50.1,0,0,0,0,45.38,0,0,0,0,39.78,0,0,0,0,0,0,0

67,16:30-16:45,0,0,8.6,0,25.36,0,10.01,120.6,115.21,387.44,0,0,44.62,0,0,0,0,0,123.69,11.19,2.33,0,0,14.55,9.39,43.58,0,17.68,18.88,0,47.95,273.03,125.17,440.52,0,0,0,0,0,0,0,0,0,19.95,0,0,6.52,0,0,0,0,41.13,5.35,0,0,0,0,50.1,0,0,0,0,45.38,0,0,0,0,39.78,0,0,0,0,0,0,0

68,16:45-17:00,0,0,8.6,0,25.36,0,9.98,120.6,115.21,387.44,0,0,44.62,0,0,0,0,0,123.69,11.19,10.99,0,0,14.55,9.39,43.58,0,17.68,18.88,0,47.95,307.29,125.17,440.52,0,0,0,0,0,0,0,0,0,19.95,0,0,6.52,0,0,0,0,41.13,5.35,0,0,0,0,50.1,0,0,0,0,45.38,0,0,0,0,39.78,0,0,0,0,0,0,0

69,17:00-17:15,0,0,8.6,0,25.36,0,9.87,120.6,115.21,387.44,0,0,44.62,0,0,0,0,0,123.69,11.19,10.99,0,0,14.55,9.39,43.58,0,17.68,18.88,0,47.95,307.29,125.17,440.52,0,0,0,0,0,0,0,0,0,19.95,0,0,6.52,0,0,0,0,41.13,5.35,0,0,14.48,0,50.1,0,0,0,0,45.38,0,0,0,0,39.78,0,0,0,0,0,0,0

70,17:15-17:30,0,0,8.6,0,25.36,0,9.64,120.6,115.21,387.44,0,0,44.62,0,0,0,0,0,123.69,11.19,10.99,0,0,14.55,9.39,43.58,0,17.68,18.88,0,47.95,307.29,125.17,440.52,0,0,0,0,0,0,0,0,0,19.95,0,0,6.52,0,0,0,0,41.13,10.71,0,0,14.48,0,50.1,0,0,0,0,45.38,0,0,0,0,39.78,0,0,0,0,0,0,0

71,17:30-17:45,0,0,8.6,0,37.2,0,9.35,120.6,115.21,387.44,0,0,44.62,0,0,0,0,0,123.69,11.19,10.99,1.07,0,14.55,9.39,43.58,0,17.68,18.88,0,47.95,331.36,125.17,440.52,0,0,0,0,0,0,0,0,0,19.95,0,0,6.52,0,0,0,0,41.13,43.92,0,0,28.98,3.45,50.1,0,0,0,0,68.07,0,0,0,0,39.78,0,0,0,0,0,0,0

72,17:45-18:00,0,0,8.6,0,37.2,0,9.19,120.6,115.21,387.44,0,0,44.62,0,0,0,0,0,123.69,11.19,10.99,6.33,13.63,14.55,9.39,43.58,0,26.66,18.88,0,47.95,331.36,125.17,440.52,0,0,0,0,0,0,0,0,0,19.95,0,0,6.52,0,0,0,0,41.13,43.92,0,0,45.29,4.94,50.1,0,0,0,0,90.76,0,0,0,0,39.78,0,0,0,0,0,0,0

73,18:00-18:15,0,0,17.22,0,37.2,2.59,8.88,120.6,115.21,389.98,0,0,44.62,0,0,0,0,0,123.69,11.19,25.55,6.33,27.26,14.55,18.78,43.58,0,26.66,18.88,0,47.95,331.36,125.17,440.52,0,0,0,0,0,0,0,0,0,19.95,0,0,6.52,0,0,0,0,41.13,8.57,0,0,45.29,7.41,50.1,0,0,0,0,113.45,0,0,0,0,39.78,0,0,0,0,0,0,0

74,18:15-18:30,0,0,25.82,0,77.01,6.98,8.88,120.6,115.21,390.16,0,0,44.62,0,0,0,0,0,123.69,12.67,39.57,18.98,40.89,14.55,29.65,43.58,0,36.52,18.88,0,48.44,331.36,125.17,440.52,0,0,0,0,0,0,0,0,0,19.95,0,0,6.52,0,0,0,0,41.13,6.43,0,0,60.38,47.54,50.1,0,0,0,0,136.14,0,0,0,0,39.78,0,0,0,0,0,0,0

75,18:30-18:45,0,0,25.82,0,77.01,11.64,9.03,120.6,115.21,390.16,0,0,44.62,0,0,0,0,0,123.69,12.67,39.57,18.98,40.89,14.55,29.65,43.58,0,36.52,19.95,0,48.44,331.36,125.17,440.52,0,0,0,0,0,0,0,0,0,19.95,0,0,6.52,0,0,0,0,41.13,5.35,0,0,60.38,47.54,50.1,0,0,0,0,136.14,0,0,0,0,39.78,0,0,0,0,0,0,0

76,18:45-19:00,0,0,25.82,0,77.01,11.64,9.13,120.6,115.21,390.16,0,0,44.62,0,0,0,0,0,123.69,12.67,39.57,18.98,40.89,14.55,29.65,43.58,0,36.52,20.18,0,48.44,331.36,125.17,440.52,0,0,0,0,0,0,0,0,0,19.95,0,0,6.52,0,0,0,0,41.13,5.35,0,0,60.38,47.54,50.1,0,0,0,0,136.14,0,0,0,0,39.78,0,0,0,0,0,0,0

77,19:00-19:15,0,0,25.82,0,77.01,11.64,8.84,120.6,115.21,390.16,0,0,44.62,0,0,0,0,0,123.69,12.67,39.57,18.98,40.89,14.55,29.65,43.58,0,36.52,20.18,0,48.44,331.36,125.17,440.52,0,0,0,0,0,0,0,0,0,19.95,0,0,6.52,0,0,0,0,41.13,8.57,0,0,60.38,47.54,50.1,0,0,0,0,136.14,0,0,0,0,39.78,0,0,0,0,0,0,0

78,19:15-19:30,0,0,25.82,0,37.2,15.34,9.01,120.6,115.21,390.16,0,0,44.62,0,0,0,0,0,123.69,12.55,39.57,18.98,40.89,14.55,29.65,43.58,0,36.52,20.18,0,48.44,331.36,125.17,440.52,0,0,0,0,0,0,0,0,0,19.95,0,0,6.52,0,0,0,0,41.13,43.92,0,0,60.38,47.54,50.1,0,0,0,0,136.14,0,0,0,0,39.78,0,0,0,0,0,0,0

79,19:30-19:45,0,0,25.82,0,25.36,15.34,9.13,120.6,115.21,390.16,0,0,44.62,0,0,0,0,0,123.69,12.55,39.57,18.98,40.89,14.55,29.65,43.58,0,36.52,20.18,0,48.44,331.36,125.17,440.52,0,0,0,0,0,0,0,0,0,19.95,0,0,6.52,0,0,0,0,41.13,8.57,0,0,60.38,47.54,50.1,0,0,0,0,136.14,0,0,0,0,39.78,0,0,0,0,0,0,0

80,19:45-20:00,0,0,25.82,0,25.36,15.34,9.22,120.6,115.21,390.16,0,0,44.62,0,0,0,0,0,123.69,12.55,39.57,18.98,40.89,14.55,29.65,43.58,0,36.52,20.18,0,48.44,331.36,125.17,440.52,0,0,0,0,0,0,0,0,0,19.95,0,0,6.52,0,0,0,0,41.13,5.35,0,0,60.38,6.17,50.1,0,0,0,0,136.14,0,0,0,0,39.78,0,0,0,0,0,0,0

81,20:00-20:15,0,0,25.82,0,25.36,11.64,9.07,120.6,115.21,390.16,0,0,44.62,0,0,0,0,0,123.69,12.55,39.57,18.98,40.89,14.55,29.65,32.38,0,36.52,20.18,0,48.44,331.36,125.17,440.52,0,0,0,0,0,0,0,0,0,19.95,0,0,6.52,0,0,0,0,41.13,5.35,0,0,60.38,3.45,50.1,0,0,0,0,136.14,0,0,0,0,39.78,0,0,0,0,0,0,0

82,20:15-20:30,0,0,9.57,0,25.36,7.76,9.19,120.6,115.21,390.16,0,0,44.62,0,0,0,0,0,123.69,11.19,38.33,6.33,40.89,14.55,28.16,32.38,0,26.66,20.18,0,47.95,331.36,125.17,440.52,0,0,0,0,0,0,0,0,0,19.95,0,0,6.52,0,0,0,0,41.13,43.92,0,0,60.38,0,50.1,0,0,0,0,113.45,0,0,0,0,39.78,0,0,0,0,0,0,0

83,20:30-20:45,0,0,8.6,0,25.36,7.76,9.29,120.6,115.21,390.16,0,0,44.62,0,0,0,0,0,123.69,11.19,38.33,6.33,27.26,14.55,18.78,32.38,0,17.68,20.18,0,47.95,331.36,125.17,440.52,0,0,0,0,0,0,0,0,0,19.95,0,0,10.44,0,0,0,0,41.13,43.92,0,0,60.38,0,50.1,0,0,0,0,90.76,0,0,0,0,39.78,0,0,0,0,0,0,0

84,20:45-21:00,0,0,8.6,0,25.36,7.76,9.45,120.6,115.21,390.16,0,0,44.62,0,0,0,0,0,123.69,11.19,24.57,6.33,27.26,14.55,18.78,32.38,0,17.68,20.18,0,47.95,331.36,125.17,440.52,0,0,0,0,0,0,0,0,0,19.95,0,0,10.44,0,0,0,0,41.13,43.92,0,0,60.38,0,50.1,0,0,0,0,68.07,0,0,0,0,39.78,0,0,0,0,0,0,0

85,21:00-21:15,0,0,8.6,0,25.36,7.76,9.53,120.6,115.21,390.16,0,0,44.62,0,0,0,0,0,123.69,11.19,24.57,6.33,27.26,14.55,18.78,32.38,0,17.68,20.18,0,47.95,331.36,125.17,440.52,0,0,0,0,0,0,0,0,0,19.95,0,0,10.44,0,0,0,0,41.13,6.97,0,0,60.38,0,50.1,0,0,0,0,68.07,0,0,0,0,39.78,0,0,0,0,0,0,0

86,21:15-21:30,0,0,8.6,0,25.36,7.76,9.64,120.6,115.21,390.16,0,0,44.62,0,0,0,0,0,123.69,11.19,24.57,6.33,27.26,14.55,18.78,32.38,0,17.68,20.18,0,47.95,331.36,125.17,440.52,0,0,0,0,0,0,0,0,0,19.95,0,0,10.44,0,0,0,0,41.13,5.03,0,0,60.38,0,50.1,0,0,0,0,68.07,0,0,0,0,39.78,0,0,0,0,0,0,0

87,21:30-21:45,0,0,8.6,0,25.36,7.76,9.79,120.6,115.21,390.16,0,0,44.62,0,0,0,0,0,123.69,11.19,24.57,6.33,27.26,14.55,18.78,32.38,0,17.68,20.18,0,47.95,329.73,125.17,440.52,0,0,0,0,0,0,0,0,0,19.95,0,0,10.44,0,0,0,0,41.13,5.03,0,0,60.38,0,50.1,0,0,0,0,68.07,0,0,0,0,39.78,0,0,0,0,0,0,0

88,21:45-22:00,0,0,8.6,0,25.36,7.76,9.92,120.6,115.21,390.16,0,0,44.62,0,0,0,0,0,123.69,11.19,24.57,6.33,27.26,14.55,9.39,32.38,0,17.68,20.18,0,47.95,329.73,125.17,440.52,0,0,0,0,0,0,0,0,0,19.95,0,0,10.44,0,0,0,0,41.13,5.03,0,0,60.38,0,50.1,0,0,0,0,68.07,0,0,0,0,39.78,0,0,0,0,0,0,0

89,22:00-22:15,0,0,8.6,0,25.36,7.76,10.04,120.6,115.21,396.64,0,0,44.62,0,0,0,0,0,129.66,11.19,11.64,6.33,40.89,14.55,9.39,32.38,0,17.68,20.18,0,47.95,303.46,125.17,440.52,0,0,0,0,0,0,0,0,0,19.95,0,0,10.44,0,0,0,0,41.13,5.03,0,0,60.38,0,50.1,0,0,0,0,68.07,0,0,0,0,39.78,0,0,0,0,0,0,0

90,22:15-22:30,0,0,8.6,0,25.36,7.76,10.06,120.6,115.21,398.34,0,0,44.62,0,0,0,0,0,130.96,11.19,11.64,6.33,40.89,14.55,9.39,32.38,0,17.68,20.18,0,47.95,303.46,125.17,440.52,0,0,0,0,0,0,0,0,0,19.95,0,0,10.44,0,0,0,0,41.13,43.92,0,0,60.38,0,50.1,0,0,0,0,68.07,0,0,0,0,39.78,0,0,0,0,0,0,0

91,22:30-22:45,0,0,8.6,0,25.36,7.76,10.1,120.6,115.21,398.34,0,0,44.62,0,0,0,0,0,123.69,11.19,11.64,0,40.89,14.55,9.39,32.38,0,17.68,20.18,0,47.95,269.69,125.17,440.52,0,0,0,0,0,0,0,0,0,19.95,0,0,10.44,0,0,0,0,41.13,43.92,0,0,60.38,0,50.1,0,0,0,0,68.07,0,0,0,0,39.78,0,0,0,0,0,0,0

92,22:45-23:00,0,0,8.6,0,25.36,7.76,10.16,120.6,115.21,398.34,0,0,44.62,0,0,0,0,0,123.69,11.19,11.64,0,40.89,14.55,9.39,32.38,0,17.68,20.18,0,47.95,269.13,125.17,440.52,0,0,0,0,0,0,0,0,0,19.95,0,0,10.44,0,0,0,0,41.13,7.5,0,0,45.29,0,50.1,0,0,0,0,68.07,0,0,0,0,39.78,0,0,0,0,0,0,0

93,23:00-23:15,0,0,8.6,0,25.36,0,10.24,120.6,115.21,398.34,0,0,44.62,0,0,0,0,0,123.69,11.19,11.64,0,27.26,14.55,9.39,32.38,0,17.68,20.18,0,47.95,279.8,125.17,440.52,0,0,0,0,0,0,0,0,0,19.95,0,0,10.44,0,0,0,0,41.13,5.35,0,0,45.29,0,50.1,0,0,0,0,68.07,0,0,0,0,39.78,0,0,0,0,0,0,0

94,23:15-23:30,0,0,8.6,0,25.36,0,10.29,120.6,115.21,398.34,0,0,44.62,0,0,0,0,0,123.69,11.19,11.64,0,13.63,14.55,9.39,32.38,0,17.68,20.18,0,47.95,320.13,125.17,440.52,0,0,0,0,0,0,0,0,0,19.95,0,0,10.44,0,0,0,0,41.13,5.35,0,0,45.29,0,50.1,0,0,0,0,68.07,0,0,0,0,39.78,0,0,0,0,0,0,0

95,23:30-23:45,0,0,8.6,0,25.36,0,10.5,120.6,115.21,398.34,0,0,44.62,0,0,0,0,0,123.69,11.19,11.64,0,13.63,14.55,9.39,32.38,0,17.68,20.18,0,47.95,320.13,125.17,440.52,0,0,0,0,0,0,0,0,0,19.95,0,0,10.44,0,0,0,0,41.13,5.35,0,0,45.29,0,50.1,0,0,0,0,68.07,0,0,0,0,39.78,0,0,0,0,0,0,0

96,23:45-24:00,0,0,8.6,0,25.36,0,10.5,120.6,115.21,398.34,0,0,44.62,0,0,0,0,0,123.69,11.19,11.64,0,13.63,14.55,9.39,32.38,0,17.68,20.18,0,47.95,296.29,125.17,440.52,0,0,0,0,0,0,0,0,0,19.95,0,0,10.44,0,0,0,0,41.13,5.35,0,0,45.29,0,50.1,0,0,0,0,68.07,0,0,0,0,39.78,0,0,0,0,0,0,0

