Block,Time Block,CHAMERA3,CHAMERA2,DADRT2,CHAMERA1,PARBATI2,RAMPUR,PARBATI3,NTPL,KHSTPP-I,KGSU1AND2,KGSU3AND4,KKNP,KHSTPP-II,KISHANGANGA,AURY_CRF,ANTA_RF,AURY_LF,ANTA_LF,AURY_GF,DHAULIGNGA,FSTPP I & II,DULHASTI,JHAJJAR,NLCEXP,NJPC,NLCIIST1,NLCIIST2,BSIUL,BRBCL,NLCTS2EXP,NNTPP,NAPP,KUDGI,DADRI_LF,DADRI_GF,DADRI_RF,DADRI_CRF,AURY_RF,KOTESHWR,MAPS,KKNPPU2,KOLDAM,RSTPSU1TO6,RSTPSU7,SALAL,SASAN,SIMHST2,SINGRAULI,SEWA2,SINGRAULI_HYDRO,SIMHST1,URI2,UNCHAHAR3,TelanganaSTPP,UNCHAHAR2,ANTA_GF,URI,TEHRI,UNCHAHAR1,VALLURNTECL,ANTA_CRF,UNCHAHAR4,RAPPC,RIHAND3,RAPPB,RIHAND2,RIHAND1,TANDA2,TALST2,TANAKPUR,TALA,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
59,14:30-14:45,0,0,180.66,0,0,0,0,0,24.55,0,0,0,78.46,8.13,0,0,0,0,0,0,10.57,0,356.45,0,0,0,0,12.54,19.24,0,0,50.39,0,0,0,0,0,0,10.01,0,0,0,0,0,25.71,402.81,0,107.77,0,0.68,0,34.72,16.97,0,28.39,0,33.45,0,12.92,0,0,0.82,67.28,125.77,0,119.79,93.29,5.26,0,0.24,0,0,0,0,0,0

60,14:45-15:00,0,0,180.66,0,0,0,0,0,32.57,0,0,0,104.99,8.13,0,0,0,0,0,0,10.57,0,356.45,0,0,0,0,12.54,19.24,0,0,50.39,0,0,0,0,0,0,10.01,0,0,0,0,0,25.71,402.81,0,107.77,0,0.68,0,34.72,16.97,0,28.39,0,33.45,0,12.92,0,0,0.82,67.28,125.77,0,119.79,93.29,5.26,0,0.24,0,0,0,0,0,0

61,15:00-15:15,11.21,15.63,180.66,0,0,0,0,0,33.64,0,0,0,104.99,8.13,0,0,0,0,0,10.48,10.57,0,356.45,0,0,0,0,12.54,19.24,0,0,50.39,0,0,0,0,0,0,10.01,0,0,0,0,0,25.71,402.81,0,107.77,0,0.68,0,34.72,16.97,0,28.39,0,33.45,0,12.92,0,0,0.82,67.28,125.77,0,119.79,93.48,5.26,0,0.24,0,0,0,0,0,0

62,15:15-15:30,11.21,15.63,180.66,0,0,0,0,0,33.64,0,0,0,104.99,8.13,0,0,0,0,0,10.48,10.57,0,356.45,0,0,0,0,12.54,19.24,0,0,50.39,0,0,0,0,0,0,10.01,0,0,0,0,0,25.71,402.81,0,107.77,10.73,0.68,0,34.72,16.97,0,28.39,0,33.45,0,12.92,0,0,0.82,67.28,125.77,0,119.79,93.48,5.26,0,0.24,0,0,0,0,0,0

63,15:30-15:45,11.21,15.63,180.66,0,0,0,0,0,33.64,0,0,0,104.99,8.13,0,0,0,0,0,10.48,12.16,0,356.45,0,0,0,0,12.54,19.24,0,0,50.39,0,0,0,0,0,0,10.01,0,0,0,0,0,25.71,402.81,0,107.77,10.87,0.68,0,34.72,16.97,0,28.39,0,33.45,0,12.92,0,0,1.75,67.28,125.77,0,119.79,93.48,5.26,0,0.24,0,0,0,0,0,0

64,15:45-16:00,11.21,15.63,180.66,0,0,0,0,0,38.56,0,0,0,123.99,8.13,0,0,0,0,0,10.48,12.16,19.06,356.45,0,0,0,0,12.54,19.24,0,0,50.39,0,0,0,0,0,0,10.01,0,0,0,0,0,25.71,402.81,0,107.77,11.34,0.68,0,34.72,16.97,0,28.39,0,33.45,12.18,12.92,0,0,1.75,67.28,125.77,0,119.79,93.48,5.26,0,0.24,0,0,0,0,0,0

65,16:00-16:15,11.21,15.63,180.66,0,0,0,0,0,38.66,0,0,0,142.65,8.13,0,0,0,0,0,10.48,12.16,19.06,356.45,0,0,0,0,6.27,19.24,0,0,50.39,0,0,0,0,0,0,10.01,0,0,0,0,0,25.71,402.81,0,107.77,18.16,0.68,0,34.72,18.58,0,30.14,0,33.45,12.18,13.92,0,0,1.75,67.28,125.77,0,119.79,93.48,5.26,0,0.24,0,0,0,0,0,0

66,16:15-16:30,11.21,15.63,180.66,13.07,0,0,0,0,38.66,0,0,0,142.65,8.13,0,0,0,0,0,10.48,12.16,19.06,356.45,0,0,0,0,6.27,19.24,0,0,50.39,0,0,0,0,0,0,10.01,0,0,0,0,0,25.71,402.81,0,107.77,18.16,0.68,0,34.72,18.58,0,30.14,0,33.45,12.18,13.92,0,0,1.75,67.28,125.77,0,119.79,93.48,5.26,0,0.24,0,0,0,0,0,0

67,16:30-16:45,11.21,15.63,180.66,13.51,0,1.05,0,0,44.03,0,0,0,142.65,8.13,0,0,0,0,0,18.24,12.4,19.06,356.45,0,26.58,0,0,6.27,19.24,0,0,50.39,0,0,0,0,0,0,10.01,0,0,0,0,0,25.71,402.81,0,107.77,18.16,0.68,0,34.72,18.58,0,30.14,0,33.98,12.72,13.92,0,0,1.75,67.28,125.77,0,119.79,93.48,5.26,0,0.24,0,0,0,0,0,0

68,16:45-17:00,11.21,15.63,180.66,13.51,0,1.05,0,0,44.08,0,0,0,142.65,8.13,0,0,0,0,0,18.24,12.4,19.06,356.45,0,26.58,0,0,6.27,19.24,0,0,50.39,0,0,0,0,0,0,10.01,0,0,0,0,0,25.71,402.81,0,107.77,18.16,0.68,0,34.72,18.58,0,30.14,0,33.98,24.66,13.92,0,0,1.75,67.28,125.77,0,119.79,85.59,5.26,0,0.24,0,0,0,0,0,0

69,17:00-17:15,11.21,15.63,217.22,27.03,0,1.05,0,0,44.08,0,0,0,142.65,8.13,0,0,0,0,0,18.24,14.04,19.06,356.45,0,26.58,0,0,6.27,19.24,0,0,50.39,0,0,0,0,0,0,10.01,0,0,0,0,0,25.71,402.81,0,107.77,18.16,0.68,0,36.6,18.58,0,30.14,0,33.98,24.97,13.92,0,0,1.75,67.28,125.77,0,119.79,89.44,5.26,0,0.24,0,0,0,0,0,0

70,17:15-17:30,11.21,15.63,290.73,27.03,0,1.05,0,0,44.08,0,0,0,142.65,8.13,0,0,0,0,0,18.24,14.04,19.06,356.45,0,26.58,0,0,6.27,19.24,0,0,50.39,0,0,0,0,0,0,10.01,0,0,0,0,0,25.71,402.81,0,107.77,18.16,0.68,0,36.6,18.58,0,30.14,0,33.98,36.99,13.92,0,0,1.75,67.28,125.77,0,119.79,93.48,5.26,0,0.24,0,0,0,0,0,0

71,17:30-17:45,22.41,46.88,290.73,27.03,0,1.05,4.13,0,44.08,0,0,0,142.65,8.13,0,0,0,0,0,20.98,14.04,19.06,356.45,0,26.58,0,0,6.27,19.24,0,0,50.39,0,0,0,0,0,0,10.01,0,0,1.85,0,0,25.71,402.81,0,107.77,18.16,0.68,0,36.6,18.58,0,30.14,0,33.98,38.14,13.92,0,0,1.75,67.28,125.77,0,119.79,93.48,5.26,0,0.24,0,0,0,0,0,0

72,17:45-18:00,22.41,46.88,255.69,40.54,0,1.69,4.13,0,44.08,0,0,0,142.65,8.13,0,0,0,0,0,20.98,14.04,19.06,356.05,0,43.04,0,0,6.27,19.24,0,0,50.39,0,0,0,0,0,0,10.01,0,0,3.7,0,0,25.71,402.81,0,107.77,18.16,0.68,0,36.6,22.09,0,35.78,0,33.98,38.14,16.68,0,0,1.75,67.28,125.77,0,119.79,93.48,5.26,0,0.24,0,0,0,0,0,0

73,18:00-18:15,22.41,46.88,329.29,40.54,7.2,3.14,18.86,0,44.08,0,0,0,142.65,8.13,0,0,0,0,0,20.98,14.04,19.06,462.27,0,79.4,0,0,6.27,19.24,0,0,50.39,0,0,0,0,0,0,10.01,0,0,5.54,0,0,12.85,402.81,0,107.77,18.16,0.68,0,36.6,26.62,0,43.26,0,33.98,38.14,20.81,0,0,1.81,67.28,125.77,0,119.79,93.48,5.26,0,0.24,0,0,0,0,0,0

74,18:15-18:30,22.41,46.88,331.31,40.54,18.02,4.19,23.58,0,44.08,0,0,0,142.65,8.13,0,0,0,0,0,20.98,14.04,38.11,532.07,0,106.32,0,0,12.54,19.24,0,0,50.39,0,0,0,0,0,0,10.01,0,0,7.4,0,0,12.85,402.81,0,107.77,18.16,0.68,0,36.6,26.62,0,43.26,0,38.24,38.14,20.81,0,0,1.81,67.28,125.77,0,119.79,93.48,5.26,0,0.24,0,0,0,0,0,0

75,18:30-18:45,33.65,46.88,331.31,40.54,42.81,5.17,38.32,0,44.08,0,0,0,142.65,8.13,0,0,0,0,0,31.54,12.98,57.17,570.49,0,132.89,0,0,18.81,19.24,0,0,50.39,0,0,0,0,0,0,11.13,0,0,7.4,0,0,12.85,402.81,0,107.77,19.31,0.68,0,36.6,26.62,0,43.26,0,38.24,38.14,20.81,0,0,1.81,67.28,125.77,0,108.35,93.48,5.26,0,0.24,0,0,0,0,0,0

76,18:45-19:00,33.65,46.88,331.31,40.54,42.81,5.17,38.32,0,44.08,0,0,0,142.65,8.13,0,0,0,0,0,42.05,12.03,57.17,570.49,0,132.89,0,0,18.81,19.24,0,0,50.39,0,0,0,0,0,0,11.13,0,0,7.4,0,0,12.85,402.81,0,107.77,19.31,0.68,0,36.6,26.62,0,43.26,0,38.24,38.14,20.81,0,0,1.81,67.28,125.77,0,108.35,93.48,5.26,0,0.24,0,0,0,0,0,0

77,19:00-19:15,33.65,46.88,331.31,40.54,42.81,5.17,38.32,0,44.08,0,0,0,142.65,8.13,0,0,0,0,0,42.05,12.03,57.17,570.49,0,132.89,0,0,18.81,19.24,0,0,50.39,0,0,0,0,0,0,11.13,0,0,7.4,0,0,12.85,402.81,0,107.77,19.31,0.68,0,36.6,26.62,0,43.26,0,38.24,38.14,20.81,0,0,1.81,67.28,125.77,0,107.39,93.48,5.26,0,1.36,0,0,0,0,0,0

78,19:15-19:30,33.65,46.88,331.31,40.54,42.81,5.17,38.32,0,44.08,0,0,0,142.65,8.13,0,0,0,0,0,42.05,12.03,57.17,570.49,0,132.89,0,0,18.81,19.24,0,0,50.39,0,0,0,0,0,0,11.13,0,0,7.4,0,0,12.85,402.81,0,107.77,19.31,0.68,0,36.6,26.62,0,43.26,0,33.98,38.14,20.81,0,0,1.81,67.28,125.77,0,108.35,93.48,5.26,0,1.36,0,0,0,0,0,0

79,19:30-19:45,33.65,46.88,331.31,40.54,42.81,5.17,38.32,0,44.08,0,0,0,142.65,8.13,0,0,0,0,0,42.05,12.03,57.17,639.75,0,132.89,0,0,18.81,19.24,0,0,50.39,0,0,0,0,0,0,11.13,0,0,7.4,0,0,12.85,402.81,0,107.77,19.31,0.68,0,36.6,26.62,0,41.68,0,33.98,38.14,20.81,0,0,1.81,67.28,125.77,0,102.58,87.51,5.26,0,1.36,0,0,0,0,0,0

80,19:45-20:00,33.65,46.88,331.31,40.54,42.81,5.17,38.32,0,44.08,0,0,0,142.65,8.13,0,0,0,0,0,42.05,12.03,57.17,644.96,0,132.89,0,0,18.81,19.24,0,0,50.39,0,0,0,0,0,0,11.13,0,0,7.4,0,0,12.85,402.81,0,107.77,19.31,0.68,0,36.6,26.62,0,41.68,0,33.98,38.14,20.81,0,0,1.81,67.28,125.77,0,102.58,87.51,5.26,0,1.36,0,0,0,0,0,0

81,20:00-20:15,33.65,46.88,331.31,40.54,42.81,5.17,38.32,0,44.08,0,0,0,142.65,8.13,0,0,0,0,0,42.05,12.03,57.17,644.96,0,132.89,0,0,18.81,19.24,0,0,50.39,0,0,0,0,0,0,11.13,0,0,5.54,0,0,12.85,402.81,0,107.77,19.31,0.68,0,36.6,26.62,0,41.68,0,33.98,38.14,20.81,0,0,1.81,67.28,125.77,0,117.97,93.48,5.26,0,1.36,0,0,0,0,0,0

82,20:15-20:30,33.65,46.88,331.31,40.54,42.81,4.67,38.32,0,44.08,0,0,0,142.65,8.13,0,0,0,0,0,42.05,12.03,57.17,644.96,0,118.36,0,0,18.81,19.24,0,0,50.39,0,0,0,0,0,0,11.13,0,0,5.54,0,0,12.85,402.81,0,107.77,19.31,0.68,0,36.6,26.62,0,41.68,0,33.98,38.14,20.81,0,0,1.81,67.28,125.77,0,102.58,93.48,5.26,0,1.36,0,0,0,0,0,0

83,20:30-20:45,33.65,31.43,331.31,40.54,21.61,4.67,8.84,0,44.08,0,0,0,142.65,8.13,0,0,0,0,0,31.54,12.03,49.4,644.96,0,118.36,0,0,3.17,19.24,0,0,50.39,0,0,0,0,0,0,10.01,0,0,5.54,0,0,12.85,402.81,0,107.77,18.16,0.68,0,36.6,26.62,0,41.68,0,33.98,38.14,20.81,0,0,1.81,67.28,125.77,0,102.58,93.48,5.26,0,1.36,0,0,0,0,0,0

84,20:45-21:00,33.65,31.43,331.31,40.54,7.2,4.67,5.9,0,44.08,0,0,0,142.65,8.13,0,0,0,0,0,21.03,12.03,49.4,644.96,0,118.36,0,0,3.17,19.24,0,0,50.39,0,0,0,0,0,0,10.01,0,0,5.54,0,0,12.85,402.81,0,107.77,18.16,0.68,0,36.6,26.62,0,41.68,0,33.98,38.14,20.81,0,0,1.81,67.28,125.77,0,119.79,87.51,5.26,0,1.36,0,0,0,0,0,0

85,21:00-21:15,33.65,31.43,331.31,40.54,3.61,4.67,5.9,0,44.08,0,0,0,142.65,8.13,0,0,0,0,0,21.03,12.03,49.4,644.96,0,118.36,0,0,3.17,19.24,0,0,50.39,0,0,0,0,0,0,10.01,0,0,5.54,0,0,12.85,402.81,0,107.77,18.16,0.68,0,36.6,26.62,0,41.68,0,33.98,38.14,20.81,0,0,1.81,67.28,125.77,0,119.79,93.48,5.26,0,1.36,0,0,0,0,0,0

86,21:15-21:30,33.65,31.43,331.31,40.54,3.61,4.67,8.84,0,44.08,0,0,0,142.65,8.13,0,0,0,0,0,21.03,12.03,49.4,644.96,0,118.36,0,0,3.17,19.24,0,0,50.39,0,0,0,0,0,0,10.01,0,0,5.54,0,0,12.85,402.81,0,107.77,18.16,0.68,0,36.6,26.62,0,41.68,0,33.98,38.14,20.81,0,0,1.81,67.28,125.77,0,119.79,93.48,5.26,0,1.36,0,0,0,0,0,0

87,21:30-21:45,33.65,46.88,331.31,40.54,3.61,4.67,38.32,0,44.08,0,0,0,142.65,8.13,0,0,0,0,0,31.54,12.99,57.17,644.96,0,118.36,0,0,18.81,19.24,0,0,50.39,0,0,0,0,0,0,11.13,0,0,7.4,0,0,12.85,402.81,0,107.77,19.31,0.68,0,36.6,26.62,0,41.68,0,33.98,38.14,20.81,0,0,1.81,67.28,125.77,0,119.79,93.48,5.26,0,1.36,0,0,0,0,0,0

88,21:45-22:00,33.65,46.88,331.31,40.54,3.61,5.17,38.32,0,44.08,0,0,0,142.65,8.13,0,0,0,0,0,31.54,13.37,57.17,644.96,0,132.89,0,0,18.81,19.24,0,0,50.39,0,0,0,0,0,0,11.13,0,0,7.4,0,0,12.85,402.81,0,107.77,19.31,0.68,0,36.6,26.62,0,41.68,0,33.98,38.14,20.81,0,0,1.81,67.28,125.77,0,119.79,93.48,5.26,0,1.36,0,0,0,0,0,0

89,22:00-22:15,33.65,46.88,331.31,40.54,3.61,5.17,38.32,0,44.08,0,0,0,142.65,8.13,0,0,0,0,0,31.54,13.37,57.17,644.96,0,132.89,0,0,18.81,19.24,0,0,50.39,0,0,0,0,0,0,11.13,0,0,7.4,0,0,12.85,402.81,0,107.77,19.31,0.68,0,36.6,26.62,0,41.68,0,33.98,38.14,20.81,0,0,1.81,67.28,125.77,0,119.79,93.48,5.26,0,1.36,0,0,0,0,0,0

90,22:15-22:30,33.65,46.88,331.31,40.54,3.61,4.19,38.32,0,44.08,0,0,0,142.65,8.13,0,0,0,0,0,31.54,13.37,57.17,564.03,0,106.32,0,0,18.81,19.24,0,0,50.39,0,0,0,0,0,0,11.13,0,0,7.4,0,0,12.85,402.81,0,107.77,19.31,0.68,0,36.6,26.62,0,41.68,0,33.98,38.14,20.81,0,0,1.81,67.28,125.77,0,119.79,93.48,5.26,0,1.36,0,0,0,0,0,0

91,22:30-22:45,22.41,46.88,331.31,40.54,0,3.08,19.16,0,44.08,0,0,0,142.65,5.24,0,0,0,0,0,21.03,13.37,38.11,474.34,0,78.12,0,0,6.27,19.24,0,0,50.39,0,0,0,0,0,0,10.01,0,0,5.54,0,0,12.85,402.81,0,107.77,18.16,0.68,0,36.6,26.62,0,41.68,0,33.98,38.14,20.81,0,0,1.81,67.28,125.77,0,119.79,93.48,5.26,0,1.36,0,0,0,0,0,0

92,22:45-23:00,11.21,46.88,331.31,40.54,0,1.97,19.16,0,44.08,0,0,0,142.65,5.24,0,0,0,0,0,10.51,13.37,19.06,474.34,0,50.03,0,0,6.27,19.24,0,0,50.39,0,0,0,0,0,0,10.01,0,0,3.7,0,0,12.85,402.81,0,107.77,18.16,0.68,0,36.6,26.62,0,41.68,0,33.98,38.14,20.81,0,0,1.81,67.28,125.77,0,119.79,93.48,5.26,0,1.36,0,0,0,0,0,0

93,23:00-23:15,11.21,46.88,331.31,40.54,0,1.05,19.16,0,44.08,0,0,0,142.65,5.24,0,0,0,0,0,0,13.37,19.06,474.34,0,26.58,0,0,6.27,19.24,0,0,50.39,0,0,0,0,0,0,10.01,0,0,1.85,0,0,12.85,402.81,0,107.77,18.16,0.68,0,36.6,26.62,0,41.68,0,33.98,38.14,20.81,0,0,1.81,67.28,125.77,0,119.79,93.48,5.26,0,1.36,0,0,0,0,0,0

94,23:15-23:30,11.21,46.88,331.31,40.54,0,0,4.13,0,44.08,0,0,0,142.65,5.24,0,0,0,0,0,0,13.37,19.06,474.34,0,0,0,0,6.27,19.24,0,0,50.39,0,0,0,0,0,0,10.01,0,0,1.85,0,0,12.85,402.81,0,107.77,18.16,0.68,0,36.6,26.62,0,41.68,0,33.98,25.43,20.81,0,0,1.81,67.28,125.77,0,119.79,93.48,5.26,0,1.36,0,0,0,0,0,0

95,23:30-23:45,11.21,46.88,331.31,27.03,0,0,4.13,0,44.08,0,0,0,142.65,5.24,0,0,0,0,0,0,13.37,19.06,474.34,0,0,0,0,6.27,19.24,0,0,50.39,0,0,0,0,0,0,10.01,0,0,0,0,0,12.85,402.81,0,107.77,18.16,0.68,0,36.6,26.62,0,41.68,0,33.98,25.43,20.81,0,0,1.81,67.28,125.77,0,108.82,93.48,5.26,0,1.36,0,0,0,0,0,0

96,23:45-24:00,11.21,46.88,331.31,13.51,0,0,4.13,0,44.08,0,0,0,142.65,5.24,0,0,0,0,0,0,13.37,19.06,562.84,0,0,0,0,6.27,17.45,0,0,50.39,0,0,0,0,0,0,10.01,0,0,0,0,0,12.85,402.81,0,107.77,18.16,0.68,0,36.6,26.62,0,41.68,0,33.98,25.43,20.81,0,0,1.81,67.28,125.77,0,108.82,93.48,5.26,0,1.36,0,0,0,0,0,0

