Block,Time Block,CHAMERA3,DADRT2,CHAMERA2,DHAULIGNGA,FSTPP I & II,CHAMERA1,DULHASTI,BRBCL,BSIUL,UNCHAHAR1,VALLURNTECL,UNCHAHAR4,TANDA2,URI2,UNCHAHAR3,TALST2,TelanganaSTPP,TANAKPUR,UNCHAHAR2,URI,TEHRI,KGSU1AND2,KGSU3AND4,JHAJJAR,SASAN,TALA,SIMHST1,SINGRAULI_HYDRO,RSTPSU1TO6,SIMHST2,RSTPSU7,SEWA2,SINGRAULI,SALAL,RIHAND3,NNTPP,RAPPC,NLCIIST1,NTPL,PARBATI3,NLCIIST2,RIHAND2,PARBATI2,RIHAND1,RAPPB,RAPPD,NLCTS2EXP,RAMPUR,KUDGI,NLCEXP,KOLDAM,MAPS,NJPC,NAPP,KOTESHWR,KKNPPU2,KKNP,DADRI_RF,KISHANGANGA,AURY_CRF,AURY_RF,DADRI_LF,ANTA_CRF,ANTA_RF,AURY_LF,DADRI_GF,ANTA_LF,AURY_GF,DADRI_CRF,ANTA_GF,KHSTPP-I,KHSTPP-II,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
55,13:30-13:45,22.45,287.37,46.97,10.54,11.61,0,57.26,19.25,12.55,12.98,0,1.19,3.95,35.86,16.01,0,0,1.11,26.34,47.81,0,0,0,124.14,395.14,0,0,0.94,0,0,0,18.19,134.61,50.31,117.9,0,66.14,0,0,0,0,108.03,0,43.91,0,0,0,3.51,0,0,0,0,88.38,24.55,10.04,0,0,0,8.3,0,0,0,0,0,0,0,0,0,0,0,27.93,95.44,0,0,0,0,0

56,13:45-14:00,22.45,287.37,46.97,10.54,11.61,0,57.26,19.25,12.55,12.98,0,1.19,3.95,35.86,16.01,0,0,1.11,26.34,47.81,0,0,0,124.14,395.14,0,0,0.94,0,0,0,18.19,134.61,50.31,117.9,0,66.14,0,0,0,0,108.03,0,43.91,0,0,0,3.51,0,0,0,0,88.38,24.55,10.04,0,0,0,8.3,0,0,0,0,0,0,0,0,0,0,0,27.93,95.44,0,0,0,0,0

57,14:00-14:15,22.45,287.37,46.97,10.54,14.03,0,57.26,19.25,12.55,12.98,0,1.19,3.95,35.86,16.01,0,0,1.11,26.34,47.81,0,0,0,124.14,395.14,0,0,0.94,0,0,0,18.19,133.83,50.31,117.1,0,66.14,0,0,0,0,106.84,0,43.79,0,0,0,3.51,0,0,0,0,88.38,24.55,10.04,0,0,0,8.3,0,0,0,0,0,0,0,0,0,0,0,28.84,95.44,0,0,0,0,0

58,14:15-14:30,22.45,287.37,46.97,10.54,14.03,0,57.26,19.25,12.55,12.98,0,1.19,3.95,35.86,16.01,0,0,1.11,26.34,47.81,0,0,0,124.14,395.14,0,0,0.94,0,0,0,18.19,144.67,50.31,125.86,0,66.14,0,0,0,0,119.88,0,44.75,0,0,0,3.51,0,0,0,0,88.38,24.55,10.04,0,0,0,8.3,0,0,0,0,0,0,0,0,0,0,0,28.84,95.44,0,0,0,0,0

59,14:30-14:45,22.45,287.37,46.97,10.54,14.03,0,57.26,19.25,12.55,12.98,0,1.19,3.95,35.86,16.01,0,0,1.11,26.34,47.81,0,0,0,124.14,395.14,0,0,0.94,0,0,0,18.19,143.24,50.31,125.86,0,66.14,0,0,0,0,119.88,0,44.75,0,0,0,3.51,0,0,0,0,88.38,24.55,10.04,0,0,0,8.3,0,0,0,0,0,0,0,0,0,0,0,28.84,95.44,0,0,0,0,0

60,14:45-15:00,22.45,287.37,46.97,10.54,14.03,0,57.26,19.25,12.55,12.98,0,1.19,3.95,35.86,16.01,0,0,1.11,26.34,47.81,0,0,0,143.38,395.14,0,0,0.94,0,0,0,18.19,143.24,50.31,125.86,0,66.14,0,0,0,0,119.88,0,44.75,0,0,0,3.51,0,0,0,0,88.38,24.55,10.04,0,0,0,8.3,0,0,0,0,0,0,0,0,0,0,0,28.84,95.44,0,0,0,0,0

61,15:00-15:15,22.45,287.37,46.97,10.54,14.03,0,57.26,19.25,12.55,12.98,0,1.19,3.95,35.86,16.01,0,0,1.11,26.34,47.81,0,0,0,143.38,395.14,0,0,0.94,0,0,0,18.19,143.24,50.31,125.86,0,66.14,0,0,0,0,119.88,0,44.75,0,0,0,3.51,0,0,0,0,88.38,24.55,10.04,0,0,0,8.3,0,0,0,0,0,0,0,0,0,0,0,28.84,95.44,0,0,0,0,0

62,15:15-15:30,22.45,287.37,46.97,10.54,14.03,12.16,57.26,19.25,12.55,12.98,0,1.19,3.95,35.86,16.01,0,0,1.11,26.34,47.81,0,0,0,143.38,395.14,0,0,0.94,0,0,0,18.19,143.24,50.31,125.86,0,66.14,0,0,0,0,119.88,0,44.75,0,0,0,3.51,0,0,0,0,88.38,24.55,10.04,0,0,0,8.3,0,0,0,0,0,0,0,0,0,0,0,28.84,95.44,0,0,0,0,0

63,15:30-15:45,22.45,287.37,46.97,10.54,14.99,12.16,57.26,19.25,12.55,12.98,0,1.19,4.35,35.86,16.01,0,0,2.95,26.34,47.81,0,0,0,191.5,395.14,0,0,0.94,0,0,0,18.19,143.24,50.31,125.86,0,66.14,0,0,0,0,119.88,0,44.75,0,0,0,3.51,0,0,0,0,88.38,24.55,10.04,0,0,0,8.3,0,0,0,0,0,0,0,0,0,0,0,41.92,136.3,0,0,0,0,0

64,15:45-16:00,22.45,287.37,46.97,10.54,14.99,12.16,57.26,19.25,12.55,12.98,0,1.19,5.16,35.86,16.01,0,0,2.95,26.34,47.81,0,0,0,191.5,395.14,0,0,0.94,0,0,0,18.19,143.24,50.31,125.86,0,66.14,0,0,0,0,119.88,0,44.75,0,0,0,3.51,0,0,0,0,88.38,24.55,10.04,0,0,0,8.3,0,0,0,0,0,0,0,0,0,0,0,43.81,142.71,0,0,0,0,0

65,16:00-16:15,22.45,342.56,46.97,10.54,15.42,23.18,57.26,19.25,12.55,11.87,0,1.19,5.31,35.86,16.01,0,0,2.95,24.3,47.81,12.12,0,0,191.5,395.14,0,0,0.94,0,0,0,18.19,143.24,50.31,125.86,0,66.14,0,0,0,0,119.88,0,44.75,0,0,0,3.51,0,0,0,0,88.38,24.55,10.04,0,0,0,8.3,0,0,0,0,0,0,0,0,0,0,0,43.81,142.71,0,0,0,0,0

66,16:15-16:30,22.45,364.36,46.97,10.54,15.42,39.28,57.26,19.25,12.55,11.87,0,1.19,5.31,35.86,16.01,0,0,2.95,24.3,47.81,12.12,0,0,191.5,395.14,0,0,0.94,0,0,0,18.19,143.24,50.31,125.86,0,66.14,0,0,0,0,119.88,0,44.75,0,0,0,3.51,0,0,0,0,88.38,24.55,10.04,0,0,0,8.3,0,0,0,0,0,0,0,0,0,0,0,43.81,142.71,0,0,0,0,0

67,16:30-16:45,22.45,364.36,31.3,10.54,15.42,39.28,57.26,19.25,18.82,11.87,0,1.19,5.31,35.86,16.01,0,0,2.95,24.3,47.81,24.24,0,0,191.5,395.14,0,0,0.94,0,0,0,18.19,143.24,50.31,125.86,0,66.14,0,0,0,0,119.88,0,44.75,0,0,0,3.51,0,0,1.86,0,88.38,24.55,10.04,0,0,0,8.3,0,0,0,0,0,0,0,0,0,0,0,43.81,142.71,0,0,0,0,0

68,16:45-17:00,22.45,364.36,31.3,10.54,15.42,39.28,57.26,19.25,18.82,11.87,0,1.19,5.31,35.86,16.01,0,0,2.95,24.3,47.81,24.24,0,0,297.35,395.14,0,0,0.94,0,0,0,18.19,143.24,50.31,125.86,0,66.14,0,0,0,0,119.88,0,44.75,0,0,0,3.51,0,0,4.2,0,88.38,24.55,10.04,0,0,0,8.3,0,0,0,0,0,0,0,0,0,0,0,43.81,142.71,0,0,0,0,0

69,17:00-17:15,22.45,364.36,31.3,10.54,16.94,40.56,57.26,19.25,18.82,13.94,0,1.19,5.31,35.86,17.73,0,0,4.19,28.43,50.39,24.24,0,0,299.03,395.14,0,0,0.94,0,0,0,18.19,143.24,50.31,125.86,0,66.14,0,0,0,0,119.88,3.62,44.75,0,0,0,3.51,0,0,4.2,0,88.38,24.55,10.04,0,0,0,8.3,0,0,0,0,0,0,0,0,0,0,0,43.81,142.71,0,0,0,0,0

70,17:15-17:30,22.45,394.69,31.3,10.54,17.51,40.56,57.26,19.25,18.82,13.94,0,1.19,5.31,35.86,17.73,0,0,4.19,28.43,50.39,36.37,0,0,299.03,395.14,0,0,0.94,0,0,0,18.19,143.24,50.31,125.86,0,66.14,0,0,0,0,119.88,7.24,44.75,0,0,0,3.51,0,0,6.01,0,88.38,24.55,10.04,0,0,0,8.3,0,0,0,0,0,0,0,0,0,0,0,43.81,142.71,0,0,0,0,0

71,17:30-17:45,22.45,499.6,31.3,10.54,17.51,40.56,57.26,19.25,12.55,20.5,0,0.93,5.31,35.86,26.11,0,0,4.19,42.24,50.39,36.37,0,0,377.21,395.14,0,0,0.94,0,0,0,18.19,143.24,50.31,125.86,0,66.14,0,0,0,0,119.88,14.45,44.75,0,0,0,3.51,0,0,9.23,0,88.38,24.55,10.04,0,0,0,8.3,0,0,0,0,0,0,0,0,0,0,0,43.81,142.71,0,0,0,0,0

72,17:45-18:00,22.45,566.96,31.3,10.54,17.51,40.56,57.26,19.25,12.55,20.5,0,1.22,5.31,35.86,26.11,0,0,4.19,41.76,50.39,36.37,0,0,281.77,395.14,0,0,0.94,0,0,0,18.19,143.24,50.31,125.86,0,66.14,0,0,16.24,0,119.88,14.45,44.75,0,0,0,3.51,0,0,9.23,0,88.38,24.55,10.04,0,0,0,8.3,0,0,0,0,0,0,0,0,0,0,0,43.81,142.71,0,0,0,0,0

73,18:00-18:15,33.71,642.19,31.3,10.54,17.51,40.56,57.26,19.25,12.55,20.5,0,1.26,5.31,35.1,26.11,0,0,2.95,41.76,50.39,36.37,0,0,369.49,395.14,0,0,0.94,0,0,0,18.19,143.24,50.31,125.86,0,66.14,0,0,14.77,0,119.88,14.45,44.75,0,0,0,3.51,0,0,9.23,0,88.38,24.55,10.04,0,0,0,8.3,0,0,0,0,0,0,0,0,0,0,0,43.81,142.71,0,0,0,0,0

74,18:15-18:30,33.71,660.21,46.97,21.06,17.51,40.56,57.26,19.25,12.55,20.5,0,1.26,5.31,35.1,26.11,0,0,2.95,41.76,50.39,36.37,0,0,394.03,395.14,0,0,0.94,0,0,0,18.19,143.24,50.31,125.86,0,66.14,0,0,14.77,0,119.88,14.45,44.75,0,0,0,3.51,0,0,9.23,0,88.38,24.55,10.04,0,0,0,8.3,0,0,0,0,0,0,0,0,0,0,0,43.81,142.71,0,0,0,0,0

75,18:30-18:45,33.71,661.65,46.97,42.13,17.51,40.56,57.26,19.25,18.82,20.5,0,1.26,5.31,37.11,26.11,0,0,2.95,41.76,47.81,36.37,0,0,399.81,395.14,0,0,0.94,0,0,0,19.33,143.24,50.31,125.86,0,66.14,0,0,57.58,0,108.4,27.48,54.51,0,0,0,4.17,0,0,9.23,0,106.5,24.55,11.15,0,0,0,8.35,0,0,0,0,0,0,0,0,0,0,0,43.81,142.71,0,0,0,0,0

76,18:45-19:00,33.71,661.67,46.97,42.13,17.51,40.56,57.26,19.25,18.82,20.5,0,1.26,5.31,37.11,26.11,0,0,2.95,41.76,47.81,36.37,0,0,399.81,395.14,0,0,0.94,0,0,0,19.33,143.24,50.31,125.86,0,66.14,0,0,57.58,0,108.4,27.48,60.93,0,0,0,4.17,0,0,9.23,0,106.5,24.55,11.15,0,0,0,8.35,0,0,0,0,0,0,0,0,0,0,0,43.81,142.71,0,0,0,0,0

77,19:00-19:15,33.71,661.67,46.97,42.13,17.51,40.56,57.26,19.25,18.82,20.5,0,1.26,5.31,37.11,26.11,0,0,2.95,41.76,47.81,36.37,0,0,399.81,395.14,0,0,0.94,0,0,0,19.33,143.24,50.31,125.86,0,66.14,0,0,57.58,0,107.44,27.48,65.21,0,0,0,4.17,0,0,9.23,0,106.5,24.55,11.15,0,0,0,8.35,0,0,0,0,0,0,0,0,0,0,0,43.81,142.71,0,0,0,0,0

78,19:15-19:30,33.71,661.67,46.97,42.13,17.51,40.56,57.26,19.25,18.82,20.5,0,1.26,5.31,37.11,26.11,0,0,2.95,41.76,47.81,36.37,0,0,399.81,395.14,0,0,0.94,0,0,0,19.33,143.24,50.31,125.86,0,66.14,0,0,57.58,0,108.4,27.48,70.29,0,0,0,4.17,0,0,9.23,0,106.5,24.55,11.15,0,0,0,8.35,0,0,0,0,0,0,0,0,0,0,0,43.81,142.71,0,0,0,0,0

79,19:30-19:45,33.71,661.67,46.97,42.13,17.51,40.56,57.26,19.25,18.82,20.5,0,1.26,5.31,35.1,26.11,0,0,1.72,41.76,47.81,36.37,0,0,399.81,395.14,0,0,0.94,0,0,0,19.33,143.24,50.31,125.86,0,66.14,0,0,57.58,0,102.63,27.48,64.03,0,0,0,4.17,0,0,9.23,0,106.5,24.55,11.15,0,0,0,8.35,0,0,0,0,0,0,0,0,0,0,0,43.81,142.71,0,0,0,0,0

80,19:45-20:00,33.71,661.67,46.97,42.13,17.51,40.56,57.26,19.25,18.82,20.5,0,1.26,5.31,35.1,26.11,0,0,1.72,41.76,47.81,36.37,0,0,399.81,395.14,0,0,0.94,0,0,0,19.33,143.24,50.31,125.86,0,66.14,0,0,57.58,0,102.63,27.48,68.31,0,0,0,4.17,0,0,9.23,0,106.5,24.55,11.15,0,0,0,8.35,0,0,0,0,0,0,0,0,0,0,0,43.81,142.71,0,0,0,0,0

81,20:00-20:15,33.71,661.67,46.97,42.13,17.51,40.56,57.26,19.25,18.82,20.5,0,1.26,5.31,35.1,26.11,0,0,1.72,41.76,47.81,36.37,0,0,399.81,395.14,0,0,0.94,0,0,0,19.33,143.24,76.39,125.86,0,66.14,0,0,57.58,0,118.03,27.48,68.31,0,0,0,4.17,0,0,9.23,0,106.5,24.55,11.15,0,0,0,8.35,0,0,0,0,0,0,0,0,0,0,0,43.81,142.71,0,0,0,0,0

82,20:15-20:30,33.71,661.67,46.97,42.13,17.51,40.56,57.26,19.25,18.82,20.5,0,1.26,5.31,35.1,26.11,0,0,1.72,41.76,47.81,36.37,0,0,399.81,395.14,0,0,0.94,0,0,0,19.33,143.24,76.39,125.86,0,66.14,0,0,57.58,0,102.63,27.48,72.61,0,0,0,4.17,0,0,9.23,0,106.5,24.55,11.15,0,0,0,8.35,0,0,0,0,0,0,0,0,0,0,0,43.81,142.71,0,0,0,0,0

83,20:30-20:45,33.71,661.67,46.97,42.13,17.51,40.56,57.26,19.25,18.82,20.5,0,1.26,5.31,35.1,26.11,0,0,1.72,41.76,47.81,36.37,0,0,399.81,395.14,0,0,0.94,0,0,0,18.19,143.24,76.39,125.86,0,66.14,0,0,11.08,0,102.63,14.45,76.03,0,0,0,4.17,0,0,9.23,0,106.5,24.55,10.04,0,0,0,8.35,0,0,0,0,0,0,0,0,0,0,0,43.81,142.71,0,0,0,0,0

84,20:45-21:00,33.71,662.52,46.97,21.06,17.51,40.56,57.26,19.25,18.82,20.81,0,1.63,5.31,35.1,26.62,0,0,1.72,42.33,47.81,36.37,0,0,400.77,395.14,0,0,0.94,0,0,0,18.19,143.24,76.39,125.86,0,66.14,0,0,8.85,0,119.88,14.45,79.47,0,0,0,4.17,0,0,9.23,0,106.5,24.55,10.04,0,0,0,8.35,0,0,0,0,0,0,0,0,0,0,0,43.81,142.71,0,0,0,0,0

85,21:00-21:15,33.71,662.52,46.97,21.06,17.51,40.56,57.26,19.25,18.82,20.81,0,1.63,5.31,35.1,26.62,0,0,1.72,42.33,47.81,36.37,0,0,400.77,395.14,0,0,0.94,0,0,0,18.19,143.24,64.3,125.86,0,66.14,0,0,8.85,0,119.88,14.45,82.88,0,0,0,4.17,0,0,9.23,0,106.5,24.55,10.04,0,0,0,8.35,0,0,0,0,0,0,0,0,0,0,0,43.81,142.71,0,0,0,0,0

86,21:15-21:30,33.71,662.52,46.97,21.06,17.51,40.56,57.26,19.25,18.82,20.81,0,1.63,5.31,35.1,26.62,0,0,1.72,42.33,47.81,36.37,0,0,400.77,395.14,0,0,0.94,0,0,0,18.19,143.24,64.3,125.86,0,66.14,0,0,11.08,0,119.88,14.45,82.88,0,0,0,4.17,0,0,9.23,0,106.5,24.55,10.04,0,0,0,8.35,0,0,0,0,0,0,0,0,0,0,0,43.81,142.71,0,0,0,0,0

87,21:30-21:45,33.71,662.52,46.97,42.13,17.51,40.56,57.26,19.25,18.82,20.5,0,1.36,5.31,35.1,26.11,0,0,1.72,41.76,47.81,36.37,0,0,399.81,395.14,0,0,0.94,0,0,0,19.33,143.24,73.8,125.86,0,66.14,0,0,57.58,0,119.88,27.48,82.88,0,0,0,4.17,0,0,9.23,0,106.5,24.55,11.15,0,0,0,8.35,0,0,0,0,0,0,0,0,0,0,0,43.81,142.71,0,0,0,0,0

88,21:45-22:00,33.71,662.52,46.97,42.13,17.51,40.56,57.26,19.25,18.82,20.5,0,1.26,5.31,35.1,26.11,0,0,1.72,41.76,47.81,36.37,0,0,399.81,395.14,0,0,0.94,0,0,0,19.33,143.24,73.8,125.86,0,66.14,0,0,57.58,0,119.88,27.48,82.88,0,0,0,4.17,0,0,9.23,0,106.5,24.55,11.15,0,0,0,8.35,0,0,0,0,0,0,0,0,0,0,0,43.81,142.71,0,0,0,0,0

89,22:00-22:15,33.71,662.52,46.97,42.13,17.51,40.56,57.26,19.25,18.82,20.5,0,1.26,5.31,35.1,26.11,0,0,0,41.76,47.81,36.37,0,0,399.81,395.14,0,0,0.94,0,0,0,19.33,143.24,73.8,125.86,0,66.14,0,0,38.4,0,119.88,27.48,82.88,0,0,0,4.17,0,0,9.23,0,106.5,24.55,11.15,0,0,0,8.35,0,0,0,0,0,0,0,0,0,0,0,43.81,142.71,0,0,0,0,0

90,22:15-22:30,33.71,662.52,46.97,42.13,17.51,40.56,57.26,19.25,18.82,20.5,0,1.26,5.31,35.1,26.11,0,0,0,41.76,47.81,36.37,0,0,399.81,395.14,0,0,0.94,0,0,0,19.33,143.24,73.8,125.86,0,66.14,0,0,38.4,0,119.88,27.48,82.88,0,0,0,4.17,0,0,9.23,0,106.5,24.55,11.15,0,0,0,8.35,0,0,0,0,0,0,0,0,0,0,0,43.81,142.71,0,0,0,0,0

91,22:30-22:45,33.71,662.52,46.97,21.06,17.51,40.56,57.26,19.25,18.82,20.81,0,1.61,5.31,35.1,26.62,0,0,0,42.33,47.81,36.37,0,0,401.33,395.14,0,0,0.94,0,0,0,18.19,143.24,73.8,125.86,0,66.14,0,0,22.15,0,119.88,21.69,82.88,0,0,0,4.17,0,0,9.23,0,106.5,24.55,10.04,0,0,0,8.3,0,0,0,0,0,0,0,0,0,0,0,43.81,142.71,0,0,0,0,0

92,22:45-23:00,33.71,662.52,46.97,10.54,17.51,40.56,57.26,19.25,18.82,20.81,0,1.63,5.31,35.1,26.62,0,0,0,42.33,47.81,36.37,0,0,420.91,395.14,0,0,0.94,0,0,0,18.19,143.24,73.8,125.86,0,66.14,0,0,22.15,0,119.88,21.69,82.88,0,0,0,4.17,0,0,9.23,0,106.5,24.55,10.04,0,0,0,8.3,0,0,0,0,0,0,0,0,0,0,0,43.81,142.71,0,0,0,0,0

93,23:00-23:15,33.71,662.52,46.97,10.54,17.51,40.56,57.26,19.25,18.82,20.81,0,1.63,5.31,35.1,26.62,0,0,0,42.33,47.81,36.37,0,0,420.91,395.14,0,0,0.94,0,0,0,18.19,143.24,62.62,125.86,0,66.14,0,0,22.15,0,119.88,21.69,82.88,0,0,0,4.17,0,0,9.23,0,106.5,24.55,10.04,0,0,0,8.3,0,0,0,0,0,0,0,0,0,0,0,43.81,142.71,0,0,0,0,0

94,23:15-23:30,33.71,662.52,46.97,10.54,17.51,40.56,57.26,19.25,18.82,20.81,0,1.63,5.31,35.1,26.62,0,0,0,42.33,47.81,36.37,0,0,420.91,395.14,0,0,0.94,0,0,0,18.19,143.24,62.62,125.86,0,66.14,0,0,22.15,0,119.88,21.69,82.88,0,0,0,4.17,0,0,9.23,0,106.5,24.55,10.04,0,0,0,8.3,0,0,0,0,0,0,0,0,0,0,0,43.81,142.71,0,0,0,0,0

95,23:30-23:45,33.71,662.52,46.97,10.54,17.51,40.56,57.26,19.25,18.82,20.81,0,1.63,5.31,35.1,26.62,0,0,0,42.33,47.81,36.37,0,0,420.91,395.14,0,0,0.94,0,0,0,18.19,143.24,62.62,125.86,0,66.14,0,0,32.49,0,108.4,21.69,82.88,0,0,0,4.17,0,0,9.23,0,106.5,24.55,10.04,0,0,0,8.3,0,0,0,0,0,0,0,0,0,0,0,43.81,142.71,0,0,0,0,0

96,23:45-24:00,33.71,662.52,46.97,10.54,17.51,40.56,57.26,19.25,18.82,20.81,0,1.63,5.31,35.1,26.62,0,0,0,42.33,47.81,36.37,0,0,420.91,395.14,0,0,0.94,0,0,0,18.19,143.24,62.62,125.86,0,66.14,0,0,32.49,0,108.4,21.69,82.88,0,0,0,4.17,0,0,9.23,0,106.5,24.55,10.04,0,0,0,8.3,0,0,0,0,0,0,0,0,0,0,0,43.81,142.71,0,0,0,0,0

