Block,Time Block,JHAJJAR,DHAULIGNGA,DULHASTI,FSTPP I & II,ANTA_LF,VALLURNTECL,AURY_GF,UNCHAHAR4,DADRI_CRF,ANTA_GF,URI2,AURY_CRF,UNCHAHAR3,AURY_RF,ANTA_CRF,ANTA_RF,AURY_LF,URI,DADRI_GF,DADRI_RF,DADRI_LF,NLCEXP,NLCIIST1,NJPC,NLCIIST2,NLCTS2EXP,NAPP,NNTPP,KOTESHWR,KKNPPU2,MAPS,KOLDAM,KUDGI,UNCHAHAR2,UNCHAHAR1,CHAMERA2,BSIUL,CHAMERA3,BRBCL,CHAMERA1,DADRT2,TANDA2,SIMHST2,SEWA2,SINGRAULI,TALST2,TANAKPUR,TALA,TelanganaSTPP,SIMHST1,TEHRI,SINGRAULI_HYDRO,KHSTPP-II,KKNP,KISHANGANGA,KHSTPP-I,KGSU3AND4,KGSU1AND2,RAPPC,RSTPSU7,NTPL,PARBATI3,RIHAND3,SALAL,RAPPB,RIHAND2,SASAN,RIHAND1,RAMPUR,RSTPSU1TO6,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
58,14:15-14:30,247.07,29.3,52.13,20.16,0,0,0,1.57,0,0,30.07,0,0,0,0,0,0,34.24,0,0,0,0,0,123.84,0,0,44.41,0,28.09,0,0,2.07,0,30.14,15.22,13.02,6.32,10.36,14.54,0,569.75,0,0,0,115.51,0,11.42,14.04,0,0,74.53,0,95.82,0,0,40.6,0,0,58.67,0,0,14.98,123.67,49.56,0,117.96,149.37,45.87,2.66,0,0,0,0,0,0

59,14:30-14:45,247.07,29.3,52.13,20.16,0,0,0,1.57,0,0,30.07,0,0,0,0,0,0,39.59,0,0,0,0,0,123.84,0,0,44.41,0,28.09,0,0,2.36,0,30.14,15.22,13.02,6.32,10.36,14.54,0,588.76,0,0,0,115.51,0,11.42,14.33,0,0,74.53,0,95.82,0,0,40.6,0,0,58.67,0,0,3.4,123.67,49.56,0,117.96,149.37,45.87,2.66,0,0,0,0,0,0

60,14:45-15:00,247.07,29.3,52.13,20.16,0,0,0,1.57,0,0,30.07,0,0,0,0,0,0,39.59,0,0,0,0,0,123.84,0,0,44.41,0,28.09,0,0,2.36,0,30.14,15.22,13.02,6.32,10.36,14.54,0,588.76,0,0,0,115.51,0,11.42,14.33,0,0,74.53,0,95.82,0,0,40.6,0,0,58.67,0,0,3.4,123.67,49.56,0,117.96,149.37,45.87,2.66,0,0,0,0,0,0

61,15:00-15:15,247.07,29.3,52.13,20.16,0,0,0,1.57,0,0,30.07,0,0,0,0,0,0,39.59,0,0,0,0,0,123.84,0,0,44.41,0,28.09,0,0,2.36,0,30.14,15.22,13.02,6.32,10.36,14.54,0,588.76,0,0,0,115.51,0,11.42,13.28,0,0,74.53,0,95.82,0,0,40.6,0,0,58.67,0,0,3.4,123.67,49.56,0,117.96,149.37,45.87,2.66,0,0,0,0,0,0

62,15:15-15:30,247.07,29.3,52.13,20.16,0,0,0,1.57,0,0,30.07,0,0,0,0,0,0,39.59,0,0,0,0,0,123.84,0,0,44.41,0,28.09,0,0,3.53,0,30.14,15.22,13.02,6.32,10.36,14.54,0,588.76,0,0,0,115.51,0,11.42,13.2,0,0,74.53,0,95.82,0,0,40.6,0,0,58.67,0,0,3.4,123.67,49.56,0,117.96,149.37,45.87,2.66,0,0,0,0,0,0

63,15:30-15:45,247.07,29.3,52.13,20.16,0,0,0,1.57,0,0,28.65,0,0,0,0,0,0,40.66,0,0,0,0,0,123.84,0,0,44.41,0,28.09,0,0,3.53,0,30.14,15.22,13.02,6.32,10.36,14.54,0,588.76,0,0,0,115.51,0,11.42,11.57,0,0,74.53,0,95.82,0,0,40.6,0,0,58.67,0,0,3.4,123.67,49.56,0,117.96,149.37,45.87,2.66,0,0,0,0,0,0

64,15:45-16:00,247.07,29.3,52.13,20.16,0,0,0,1.57,0,0,28.65,0,0,0,0,0,0,40.66,0,0,0,0,0,123.84,0,0,44.41,0,28.09,0,0,3.53,0,30.14,15.22,13.02,6.32,10.36,14.54,0,588.76,0,0,0,115.51,0,11.42,11.57,0,0,74.53,0,95.82,0,0,40.6,0,0,58.67,0,0,3.4,123.67,49.56,0,117.96,149.37,45.87,2.66,0,0,0,0,0,0

65,16:00-16:15,247.07,29.3,52.13,20.16,0,0,0,1.57,0,0,25.78,0,0,0,0,0,0,29.96,0,0,0,0,0,123.84,0,0,44.41,0,37.45,0,0,3.89,0,30.14,15.22,13.02,6.32,10.36,14.54,0,588.76,0,0,0,115.51,0,11.42,11.57,0,0,74.53,0,95.82,0,0,40.6,0,0,58.67,0,0,3.4,123.67,37.17,0,117.96,149.37,45.87,2.66,0,0,0,0,0,0

66,16:15-16:30,247.07,29.3,52.13,20.16,0,0,0,1.57,0,0,25.78,0,0,0,0,0,0,29.96,0,0,0,0,0,123.84,0,0,44.41,0,37.45,0,0,3.89,0,30.14,15.22,13.02,6.32,10.36,14.54,0,588.76,0,0,0,115.51,0,11.42,11.42,0,0,74.53,0,95.82,0,0,40.6,0,0,58.67,0,0,3.4,123.67,37.17,0,117.96,149.37,45.87,2.66,0,0,0,0,0,0

67,16:30-16:45,247.07,29.3,52.13,20.16,0,0,0,1.57,0,0,25.78,0,0,0,0,0,0,29.96,0,0,0,0,0,123.84,0,0,44.41,0,37.45,0,0,3.89,0,30.14,15.22,13.02,6.32,10.36,14.54,0,588.76,0,0,0,115.51,0,11.42,11.31,0,0,74.53,0,95.82,0,0,40.6,0,0,58.67,0,0,3.4,123.67,37.17,0,117.96,149.37,45.87,2.66,0,0,0,0,0,0

68,16:45-17:00,247.07,29.3,52.13,20.16,0,0,0,1.57,0,0,25.78,0,0,0,0,0,0,29.96,0,0,0,0,0,110.3,0,0,44.41,0,37.45,0,0,3.89,0,30.14,15.22,13.02,6.32,10.36,14.54,0,588.76,0,0,5.53,115.51,0,11.42,11.17,0,0,74.53,0,95.82,0,0,40.6,0,0,58.67,0,0,3.4,123.67,37.17,0,117.96,149.37,45.87,2.36,0,0,0,0,0,0

69,17:00-17:15,247.02,29.3,52.13,20.16,0,0,0,1.57,0,0,25.78,0,0,0,0,0,0,36.37,0,0,0,0,0,110.3,0,0,44.41,0,37.45,0,0,3.89,0,30.14,15.22,13.02,1.07,10.36,14.54,0,588.76,0,0,5.61,115.51,0,11.42,11.03,0,0,74.53,0,95.82,0,0,40.6,0,0,58.67,0,0,3.4,123.67,37.17,0,117.96,149.37,45.87,2.36,0,0,0,0,0,0

70,17:15-17:30,265.43,29.3,52.13,20.16,0,0,0,1.57,0,0,25.78,0,0,0,0,0,0,36.37,0,0,0,0,0,110.3,0,0,44.41,0,37.45,0,0,3.89,0,34.94,17.46,13.02,1.07,10.36,14.54,0,588.76,0,0,11.22,115.51,0,11.42,10.88,0,0,74.53,0,95.82,0,0,40.6,0,0,58.67,0,0,3.4,123.67,37.17,0,117.96,149.37,45.87,2.36,0,0,0,0,0,0

71,17:30-17:45,265.43,29.3,52.13,20.16,0,0,0,1.57,0,0,21.48,0,0,0,0,0,0,36.37,0,0,0,0,0,110.3,0,0,44.41,0,37.45,0,0,3.89,0,34.94,17.46,13.02,1.07,10.36,14.54,13.02,659.03,0,0,11.22,115.51,0,11.42,11.03,0,0,74.53,0,95.82,0,0,40.6,0,0,58.67,0,0,3.4,123.67,37.17,0,117.96,149.37,45.87,2.36,0,0,0,0,0,0

72,17:45-18:00,265.43,29.3,52.13,20.16,0,0,0,1.57,0,0,21.48,0,0,0,0,0,0,36.37,0,0,0,0,0,110.3,0,0,44.41,0,37.45,0,0,3.89,0,34.94,17.46,13.02,1.07,10.36,14.54,13.62,660.66,0,0,11.22,115.51,0,11.42,10.92,0,0,74.53,0,95.82,0,0.39,40.6,0,0,58.67,0,0,5.45,123.67,37.17,0,117.96,149.37,45.87,2.36,0,0,0,0,0,0

73,18:00-18:15,265.43,29.3,52.13,19.33,0,0,0,1.57,0,0,21.48,0,0,0,0,0,0,36.37,0,0,0,0,0,123.84,0,0,44.41,0,37.45,0,0,3.89,0,38.64,19.26,13.02,1.07,10.36,14.54,27.23,660.72,0,0,16.84,115.51,0,11.42,10.77,0,0,74.53,0,95.82,0,1.4,40.6,0,0,58.67,0,0,8.17,123.67,37.17,0,117.96,149.37,45.87,2.66,0,0,0,0,0,0

74,18:15-18:30,324.56,29.3,52.13,19.33,0,0,0,1.57,0,0,21.48,0,0,0,0,0,0,36.37,0,0,0,0,0,148.62,0,0,44.41,0,37.45,0,0,3.89,0,41.72,20.31,24.58,6.32,20.71,14.54,40.85,660.72,0,0,16.84,115.51,0,11.42,10.62,0,0,74.53,0,95.82,0,2.79,40.6,0,0,58.67,0,0,52.44,123.67,37.17,0,117.96,149.37,45.87,3.19,0,0,0,0,0,0

75,18:30-18:45,383.68,40.14,53.38,19.33,0,0,0,1.57,0,0,21.48,0,0,0,0,0,0,36.37,0,0,0,0,0,163.47,0,0,44.41,0,41.62,0,0,3.89,0,41.72,20.31,44.24,18.96,32.7,14.54,40.85,664.92,0,0,16.84,122.06,0,12.05,10.49,0,0,74.53,0,95.82,0,4.19,40.6,0,0,58.67,0,0,52.44,123.67,37.17,0,117.96,149.37,45.87,3.51,0,0,0,0,0,0

76,18:45-19:00,383.68,40.14,53.38,19.33,0,0,0,1.57,0,0,21.48,0,0,0,0,0,0,36.37,0,0,0,0,0,163.47,0,0,44.41,0,41.62,0,0,3.89,0,41.72,20.31,44.24,18.96,32.7,14.54,40.85,664.92,0,0,16.84,123.06,0,12.05,10.35,0,0,74.53,0,95.82,0,4.19,40.6,0,0,58.67,0,0,52.44,123.67,37.17,0,117.96,149.37,45.87,3.51,0,0,0,0,0,0

77,19:00-19:15,378.31,40.14,53.38,19.33,0,0,0,1.57,0,0,21.48,0,0,0,0,0,0,36.37,0,0,0,0,0,163.47,0,0,44.41,0,41.62,0,0,3.89,0,41.72,20.31,44.24,18.96,32.7,14.54,40.85,664.58,2.71,0,16.84,123.06,0,12.05,10.49,0,0,74.53,0,95.82,0,4.19,40.6,0,0,58.67,0,0,52.44,123.67,76.94,0,117.96,149.37,45.87,3.51,0,0,0,0,0,0

78,19:15-19:30,378.31,40.14,53.38,19.33,0,0,0,1.57,0,0,21.48,0,0,0,0,0,0,36.37,0,0,0,0,0,163.47,0,0,44.41,0,41.62,0,0,3.89,0,41.72,20.31,44.24,18.96,32.7,14.54,40.85,664.58,2.71,0,16.84,123.06,0,12.05,10.49,0,0,74.53,0,95.82,0,4.19,40.6,0,0,58.67,0,0,52.44,123.67,76.94,0,117.96,149.37,45.87,3.51,0,0,0,0,0,0

79,19:30-19:45,378.31,40.14,53.38,19.33,0,0,0,1.57,0,0,21.48,0,0,0,0,0,0,40.66,0,0,0,0,0,163.47,0,0,44.41,0,41.62,0,0,3.89,0,41.72,20.31,44.24,18.96,32.7,14.54,40.85,664.58,2.71,0,16.84,123.06,0,12.05,10.54,0,0,74.53,0,95.82,0,4.19,40.6,0,0,58.67,0,0,35.41,123.67,76.94,0,117.96,149.37,45.87,3.51,0,0,0,0,0,0

80,19:45-20:00,378.31,40.14,53.38,19.33,0,0,0,1.57,0,0,21.48,0,0,0,0,0,0,40.66,0,0,0,0,0,163.47,0,0,44.41,0,41.62,0,0,3.89,0,41.72,20.31,44.24,18.96,32.7,14.54,40.85,664.58,2.71,0,16.84,123.06,0,12.05,10.74,0,0,74.53,0,95.82,0,4.19,40.6,0,0,58.67,0,0,3.4,123.67,76.94,0,117.96,149.37,45.87,3.51,0,0,0,0,0,0

81,20:00-20:15,378.31,40.14,53.38,19.33,0,0,0,1.57,0,0,21.48,0,0,0,0,0,0,43.33,0,0,0,0,0,163.47,0,0,44.41,0,41.62,0,0,3.89,0,36.91,18.34,44.24,18.96,32.7,14.54,40.85,664.58,2.71,0,16.84,123.06,0,12.05,10.88,0,0,74.53,0,95.82,0,4.19,40.6,0,0,58.67,0,0,3.4,123.67,76.94,0,117.96,149.37,45.87,3.51,0,0,0,0,0,0

82,20:15-20:30,378.31,40.14,53.38,19.33,0,0,0,1.57,0,0,21.48,0,0,0,0,0,0,43.33,0,0,0,0,0,163.47,0,0,44.41,0,41.62,0,0,3.89,0,36.91,18.34,44.24,18.96,32.7,14.54,40.85,664.58,2.71,0,16.84,123.06,0,12.05,11.06,0,0,74.53,0,95.82,0,4.19,40.6,0,0,58.67,0,0,14.98,123.67,76.94,0,117.96,149.37,45.87,3.51,0,0,0,0,0,0

83,20:30-20:45,378.31,19.72,52.13,19.33,0,0,0,1.57,0,0,21.48,0,0,0,0,0,0,43.33,0,0,0,0,0,120.34,0,0,44.41,0,37.45,0,0,3.89,0,36.91,18.34,42.86,1.07,31.09,14.54,40.85,664.58,2.71,0,15.62,123.06,0,11.17,11.19,0,0,74.53,0,95.82,0,2.82,40.6,0,0,58.67,0,0,14.98,123.67,37.73,0,117.96,149.37,45.87,2.59,0,0,0,0,0,0

84,20:45-21:00,378.31,19.72,52.13,19.33,0,0,0,1.57,0,0,21.48,0,0,0,0,0,0,43.33,0,0,0,0,0,120.34,0,0,44.41,0,37.45,0,0,3.89,0,36.91,18.34,42.86,1.07,31.09,14.54,40.85,664.58,2.71,0,15.62,123.06,0,11.17,11.31,0,0,74.53,0,95.82,0,2.82,40.6,0,0,58.67,0,0,14.98,123.67,37.73,0,117.96,149.37,45.87,2.59,0,0,0,0,0,0

85,21:00-21:15,378.31,19.72,52.13,19.33,0,0,0,1.57,0,0,21.48,0,0,0,0,0,0,43.33,0,0,0,0,0,120.34,0,0,44.41,0,37.45,0,0,3.89,0,36.91,18.34,42.86,1.07,31.09,14.54,40.85,664.58,2.71,0,15.62,123.06,0,11.17,11.38,0,0,74.53,0,95.82,0,2.82,40.6,0,0,58.67,0,0,14.98,123.67,37.73,0,117.96,149.37,45.87,2.59,0,0,0,0,0,0

86,21:15-21:30,378.31,19.72,52.13,19.33,0,0,0,1.57,0,0,21.48,0,0,0,0,0,0,43.33,0,0,0,0,0,120.34,0,0,44.41,0,37.45,0,0,3.89,0,36.91,18.34,42.86,1.07,31.09,14.54,40.85,664.58,2.71,0,15.62,123.06,0,11.17,11.53,0,0,74.53,0,95.82,0,2.82,40.6,0,0,58.67,0,0,14.98,123.67,37.73,0,117.96,149.37,45.87,2.59,0,0,0,0,0,0

87,21:30-21:45,378.31,19.72,52.13,19.33,0,0,0,1.57,0,0,21.48,0,0,0,0,0,0,43.33,0,0,0,0,0,120.34,0,0,44.41,0,37.45,0,0,3.89,0,36.43,18.34,42.86,1.07,31.09,14.54,40.85,664.58,2.71,0,16.77,122.78,0,11.17,11.6,0,0,74.53,0,95.82,0,2.82,40.6,0,0,58.67,0,0,14.98,123.67,37.73,0,117.96,149.37,45.87,2.59,0,0,0,0,0,0

88,21:45-22:00,378.31,19.72,52.13,19.33,0,0,0,1.57,0,0,21.48,0,0,0,0,0,0,43.33,0,0,0,0,0,120.34,0,0,44.41,0,37.45,0,0,3.89,0,36.43,18.34,42.86,2.13,31.09,14.54,40.85,664.58,2.71,0,16.84,122.78,0,11.17,11.74,0,0,74.53,0,95.82,0,2.82,40.6,0,0,58.67,0,0,14.98,123.67,37.73,0,117.96,149.37,45.87,2.59,0,0,0,0,0,0

89,22:00-22:15,383.68,40.14,53.38,20.16,0,0,0,1.57,0,0,21.48,0,0,0,0,0,0,41.72,0,0,0,0,0,163.47,0,0,44.41,0,41.62,0,0,3.89,0,36.43,18.34,44.24,18.96,32.7,14.54,40.85,664.84,2.71,0,16.84,122.78,0,12.05,11.83,0,0,74.53,0,95.82,0,4.19,40.6,0,0,58.67,0,0,14.98,123.67,37.73,0,117.96,149.37,45.87,3.51,0,0,0,0,0,0

90,22:15-22:30,380.88,40.14,53.38,20.16,0,0,0,1.57,0,0,21.48,0,0,0,0,0,0,41.72,0,0,0,0,0,163.47,0,0,44.41,0,41.62,0,0,3.89,0,36.43,18.34,44.24,18.96,32.7,14.54,40.85,664.58,2.71,0,16.84,122.78,0,12.05,11.99,0,0,74.53,0,95.82,0,4.19,40.6,0,0,58.67,0,0,14.98,123.67,37.73,0,117.96,149.37,45.87,3.51,0,0,0,0,0,0

91,22:30-22:45,389.42,40.14,53.38,20.16,0,0,0,1.57,0,0,21.48,0,0,0,0,0,0,34.24,0,0,0,0,0,163.47,0,0,44.41,0,41.62,0,0,3.89,0,36.43,18.34,44.24,18.96,32.7,14.54,40.85,664.92,2.71,0,16.84,122.78,0,12.05,12.11,0,0,74.53,0,95.82,0,4.19,40.6,0,0,58.67,0,0,14.98,123.67,37.73,0,117.96,149.37,45.87,3.51,0,0,0,0,0,0

92,22:45-23:00,380.27,40.14,53.38,20.16,0,0,0,1.57,0,0,21.48,0,0,0,0,0,0,34.24,0,0,0,0,0,163.47,0,0,44.41,0,41.62,0,0,3.89,0,36.43,18.34,44.24,18.96,32.7,14.54,40.85,664.58,2.71,0,16.84,122.78,0,12.05,12.25,0,0,74.53,0,95.82,0,4.19,40.6,0,0,58.67,0,0,14.98,123.67,37.73,0,117.96,149.37,45.87,3.51,0,0,0,0,0,0

93,23:00-23:15,378.31,39.16,52.13,20.16,0,0,0,1.57,0,0,21.48,0,0,0,0,0,0,29.96,0,0,0,0,0,123.84,0,0,44.41,0,37.45,0,0,3.89,0,36.43,18.34,42.86,6.32,31.09,14.54,40.85,664.58,2.71,0,11.22,122.78,0,11.17,12.34,0,0,74.53,0,95.82,0,2.79,40.6,0,0,58.67,0,0,14.98,123.67,37.73,0,117.96,149.37,45.87,2.66,0,0,0,0,0,0

94,23:15-23:30,378.31,39.16,52.13,20.16,0,0,0,1.57,0,0,21.48,0,0,0,0,0,0,29.96,0,0,0,0,0,123.84,0,0,44.41,0,37.45,0,0,3.89,0,36.43,18.34,42.86,6.32,31.09,14.54,40.85,664.58,2.71,0,11.22,122.78,0,11.17,12.43,0,0,74.53,0,95.82,0,1.4,40.6,0,0,58.67,0,0,14.98,123.67,37.73,0,117.96,149.37,45.87,2.66,0,0,0,0,0,0

95,23:30-23:45,383.68,39.16,52.13,20.16,0,0,0,1.57,0,0,21.48,0,0,0,0,0,0,29.96,0,0,0,0,0,123.84,0,0,44.41,0,37.45,0,0,3.89,0,36.43,18.34,42.86,6.32,31.09,14.54,40.85,664.84,2.71,0,11.22,122.78,0,11.17,12.4,0,0,74.53,0,95.82,0,0,40.6,0,0,58.67,0,0,3.4,123.67,37.73,0,117.96,149.37,45.87,2.66,0,0,0,0,0,0

96,23:45-24:00,383.68,39.16,52.13,20.16,0,0,0,1.57,0,0,21.48,0,0,0,0,0,0,29.96,0,0,0,0,0,123.84,0,0,44.41,0,37.45,0,0,3.89,0,36.43,18.34,42.86,6.32,31.09,14.54,40.85,664.92,2.71,0,11.22,122.78,0,11.17,12.31,0,0,74.53,0,95.82,0,0,40.6,0,0,58.67,0,0,3.4,123.67,37.73,0,117.96,149.37,45.87,2.66,0,0,0,0,0,0

