Block,Time,L_NR_2012_07,LT-59,L_NR_2012_04,L_NR_2018_61,L_NR_2019_05,L_NR_2020_07,L_NR_2022_08,L_NR_2019_06,L_NR_2020_05,L_NR_2019_11,L_NR_2020_02,L_NR_2020_06,L_NR_2021_12,L_NR_2023_07,LT-35,L_NR_2019_19,L_NR_2022_10,SH-07,L_NR_2022_09,L_NR_2019_07,L_NR_2021_17,L_NR_2021_14,LT-36,L_NR_2021_13,L_NR_2021_15,SH-06,L_NR_2012_01,L_NR_2021_16,L_NR_2023_04,LT-31,L_NR_2023_10,LT-05,L_NR_2012_02
21,05:00-05:15,33.790000,10.340000,131.860000,18.86,0,25.43,22.54,0,76.32,9.600000,11.890000,25.44,0,0,0.000000,0,57.54,26.070000,57.54,0,0,0,0.000000,0,0,26.070000,0.000000,0,28.940000,0.000000,0,70.480000,110.120000

22,05:15-05:30,33.790000,10.340000,131.860000,19.3,0,25.59,22.67,0,76.82,9.600000,11.890000,25.61,0,0,0.000000,0,57.21,26.070000,57.21,0,0,0,0.000000,0,0,26.070000,0.000000,0,28.940000,0.000000,0,70.480000,110.120000

23,05:30-05:45,33.790000,10.340000,131.860000,20.63,0,25.77,22.67,0,77.32,9.600000,11.610000,25.77,0,0,0.000000,0,57.15,26.070000,57.15,0,0,0.03,0.000000,0,0,26.070000,0.000000,0,28.940000,0.000000,0,70.480000,110.120000

24,05:45-06:00,33.790000,10.340000,131.860000,20.83,0,25.87,23.05,0,77.62,9.600000,11.610000,25.87,0.05,0,0.000000,0.595116,57.22,26.070000,57.22,0,0.33,0.1,0.000000,0.01,0,26.070000,0.000000,0.67,28.940000,0.000000,0,70.480000,110.120000

25,06:00-06:15,33.790000,10.340000,131.860000,20.88,0,22.93,22.67,0,68.82,9.600000,11.380000,22.94,2.29,1.27,0.000000,4.351176,50.33,26.070000,50.33,2.22,1,1.27,0.000000,0.46,0.14,26.070000,0.000000,2,28.940000,0.000000,0.54,70.480000,110.120000

26,06:15-06:30,33.790000,10.340000,131.860000,21.05,0,23.27,22.67,0,69.82,9.600000,11.380000,23.27,6.19,4.34,0.410000,8.136504,50.96,26.070000,50.96,6.66,1.67,3,0.420000,1.24,0.7,26.070000,0.000000,3.33,28.940000,0.410000,1.86,70.480000,110.120000

27,06:30-06:45,33.790000,10.340000,131.860000,21.57,0,23.59,22.67,0,70.82,9.600000,11.380000,23.61,10.94,8.66,0.860000,11.355984,51.58,26.070000,51.58,12.48,2,4.93,0.880000,2.19,1.64,26.070000,0.000000,4,28.940000,0.860000,3.71,70.480000,110.120000

28,06:45-07:00,33.790000,10.340000,131.860000,20.54,20.65,23.93,22.67,20.65,71.82,9.600000,11.380000,23.94,16.84,13.72,1.380000,15.102288,52.13,26.070000,52.13,20.65,3.33,7.23,1.410000,3.37,2.97,26.070000,0.000000,6.67,28.940000,1.380000,5.88,70.480000,110.120000

29,07:00-07:15,33.790000,10.340000,131.860000,18.49,21.85,24.27,22.75,21.85,72.82,9.600000,11.150000,24.27,25.29,19.57,2.050000,19.785168,52.81,26.070000,52.81,21.85,4.67,10.33,2.100000,5.06,4.76,26.070000,0.000000,9.33,28.770000,2.050000,8.39,70.480000,110.120000

30,07:15-07:30,33.790000,10.340000,131.860000,16.95,22.02,24.59,23.07,22.01,73.82,9.600000,11.150000,24.61,30.45,26.16,2.850000,24.789996,53.37,26.070000,53.37,22.02,6,14.43,2.920000,6.09,6.99,26.070000,0.000000,12,28.770000,2.850000,11.21,70.480000,110.120000

31,07:30-07:45,33.790000,10.340000,131.860000,16.41,22.52,24.93,19.03,22.51,74.82,9.600000,11.150000,24.94,41.18,33.24,3.750000,29.287512,54.54,26.070000,54.54,22.52,10.67,19.43,3.840000,8.24,9.37,26.070000,0.000000,21.33,28.770000,3.750000,14.25,70.480000,110.120000

32,07:45:08:00,33.790000,10.340000,131.860000,13.02,23.35,22.77,20.09,23.35,68.32,9.600000,11.150000,22.77,52.98,40.75,4.680000,32.711868,56.33,26.070000,56.33,23.35,13,24.93,4.800000,10.59,11.97,26.070000,0.000000,26,28.770000,4.680000,17.46,70.480000,110.120000

33,08:00-08:15,33.790000,10.340000,131.860000,13.29,25.35,23.09,22,25.35,69.32,9.600000,11.430000,23.11,65.2,56,5.610000,36.028908,56.96,26.070000,56.96,25.35,15.67,27.83,5.740000,13.04,17.19,26.070000,0.000000,31.33,28.770000,5.610000,24,70.480000,110.120000

34,08:15-08:30,33.790000,10.340000,131.860000,13.39,27.48,23.77,22.99,27.49,71.32,9.600000,11.430000,23.77,77.57,65.1,6.510000,39.423996,57.58,26.070000,57.58,27.48,16.33,33.67,6.680000,15.51,20.47,26.070000,0.000000,32.67,28.770000,6.510000,27.9,70.480000,110.120000

35,08:30-08:45,33.790000,10.340000,131.860000,13.17,28.32,24.77,24.62,28.31,74.33,9.600000,11.430000,24.78,89.77,75.6,7.410000,42.770304,59.54,26.070000,59.54,28.32,19,38.45,7.600000,17.95,23.47,26.070000,0.000000,38,28.770000,7.410000,32.4,70.480000,110.120000

36,08:45:09:00,33.790000,10.340000,131.860000,13.38,28.98,25.95,26.43,28.99,77.83,9.600000,11.430000,25.94,101.56,86.1,8.270000,46.106856,61.88,26.070000,61.88,28.98,20.66,43.78,8.470000,20.31,26.21,26.070000,0.000000,41.34,28.770000,8.270000,36.9,70.480000,110.120000

37,09:00:09:15,33.790000,10.340000,121.720000,11.03,28.98,27.16,21.12,28.99,81.5,9.450000,11.430000,27.17,112.69,96.6,9.100000,48.701952,62.7,26.070000,62.7,28.98,28,50.1,9.330000,22.54,28.72,26.070000,0.000000,56,28.770000,9.100000,41.4,70.480000,110.120000

38,09:15-09:30,33.790000,10.340000,102.400000,11.05,28.98,27.89,21.97,28.99,83.67,9.450000,11.430000,27.89,123.11,107.1,6.410000,50.331204,70.12,26.070000,70.12,28.98,30.33,55.06,6.570000,24.62,31.02,26.070000,0.000000,60.67,28.770000,6.410000,45.9,70.480000,110.120000

39,09:30-09:45,33.790000,10.340000,83.080000,11.16,29.65,28.58,22.97,29.65,85.76,9.450000,11.430000,28.59,157.53,119,6.780000,51.179976,71.87,26.070000,71.87,29.65,34,60.99,6.950000,31.51,32.28,26.070000,0.000000,68,28.770000,6.780000,51,70.480000,158.420000

40,09:45-10:00,33.790000,10.340000,83.080000,11.19,30.15,29.33,24.21,30.15,87.96,9.450000,11.430000,29.32,168.15,126,7.360000,51.736068,73.64,26.070000,73.64,30.15,36.33,65.14,7.540000,33.63,33.94,26.070000,0.000000,72.67,28.770000,7.360000,54,70.480000,170.240000

41,10:00-10:15,33.790000,10.340000,102.400000,11.37,30.15,29.91,25.21,30.15,89.74,9.830000,11.430000,29.91,177.76,129.5,8.120000,53.46288,74.46,26.070000,74.46,30.15,37.33,69.13,8.320000,35.55,35.21,26.070000,0.000000,74.67,28.770000,8.120000,55.5,70.480000,170.240000

42,10:15-10:30,33.790000,10.340000,121.720000,11.2,30.15,30.75,26.21,30.15,92.23,9.830000,11.430000,30.74,186.23,133,12.270000,55.843344,75.31,26.070000,75.31,30.15,37.33,72.99,12.590000,37.25,36.05,26.070000,0.000000,74.67,28.770000,12.270000,57,70.480000,170.240000

43,10:30-10:45,33.790000,10.340000,131.860000,11.27,30.15,31.67,34.72,30.15,95.06,9.830000,11.430000,31.69,194.09,136.5,12.660000,57.882348,76.12,26.070000,76.12,30.15,37.66,75.37,12.980000,38.82,37.17,26.070000,0.000000,75.34,25.870000,12.660000,58.5,70.480000,218.540000

44,10:45-11:00,33.790000,10.340000,131.860000,11.15,30.15,36.72,35.06,30.15,110.16,9.830000,11.430000,36.72,195.83,161,13.150000,59.784768,78.65,26.070000,78.65,30.15,37.66,78.22,13.480000,39.17,38.09,26.070000,0.000000,75.34,25.870000,13.150000,69,70.480000,225.970000

45,11:00-11:15,46.880000,10.340000,131.860000,11.14,30.98,37.27,35.74,30.99,111.81,9.990000,11.610000,37.27,195.83,168,13.510000,59.404284,78.44,26.070000,78.44,30.98,38.33,80.75,13.850000,39.17,38.26,26.070000,0.000000,76.67,25.870000,13.510000,72,70.480000,225.970000

46,11:15-11:30,46.880000,10.340000,131.860000,11.08,30.98,37.75,36.22,30.99,113.25,9.990000,11.610000,37.75,195.83,171.5,13.760000,56.916504,78.73,26.070000,78.73,30.98,38.33,81.7,14.110000,39.17,39.02,26.070000,0.000000,76.67,24.900000,13.760000,73.5,70.480000,225.970000

47,11:30-11:45,33.790000,10.340000,131.860000,11.32,31.32,38.4,36.71,31.31,115.22,9.990000,11.610000,38.41,195.83,172.2,13.950000,54.253116,78.47,26.070000,78.47,31.32,38,82.68,14.310000,39.17,39.7,26.070000,0.000000,76,25.870000,13.950000,73.8,70.480000,225.970000

48,11:45-12:00,33.790000,10.340000,131.860000,11.39,31.98,38.49,37.19,31.99,115.44,9.990000,11.610000,38.48,195.83,172.9,13.950000,51.726312,78.71,26.070000,78.71,31.98,37.66,82.84,14.310000,39.17,40.31,26.070000,0.000000,75.34,25.870000,13.950000,74.1,70.480000,225.970000

49,12:00-12:15,33.790000,10.340000,131.860000,11.6,31.98,38.45,37.39,31.99,115.36,10.140000,11.610000,38.46,195.83,172.9,13.950000,63.02376,78.9,26.070000,78.9,31.98,37.66,83.16,14.310000,39.17,40.66,26.070000,0.000000,75.34,25.870000,13.950000,74.1,70.480000,177.670000

50,12:15-12:30,33.790000,10.340000,131.860000,12.69,31.98,38.45,37.86,31.99,115.38,10.140000,11.610000,38.46,195.83,172.9,13.950000,63.589608,79.47,26.070000,79.47,31.98,37.33,89.74,14.310000,39.17,40.92,26.070000,0.000000,74.67,25.870000,13.950000,74.1,70.480000,165.850000

51,12:30-12:45,33.790000,10.340000,131.860000,12.85,31.98,36.75,38.28,31.99,110.27,9.520000,11.610000,36.76,174.46,172.9,13.950000,66.662748,79.63,26.070000,79.63,31.98,37,89.43,14.310000,34.89,41.53,26.070000,0.000000,74,25.870000,13.950000,74.1,70.480000,165.850000

52,12:45-13:00,33.790000,10.340000,131.860000,13.91,31.98,36.83,38.5,31.99,110.44,9.520000,11.610000,36.81,175.73,172.9,13.950000,63.414,79.69,26.070000,79.69,31.98,36.66,89.77,14.310000,35.14,41.95,26.070000,0.000000,73.34,25.870000,13.950000,74.1,70.480000,165.850000

53,13:00-13:15,33.790000,10.340000,131.860000,15.18,31.98,36.78,38.33,31.99,110.29,9.520000,11.890000,36.76,208.33,172.9,13.950000,63.101808,79.42,26.070000,79.42,31.98,36.66,89.4,14.310000,41.67,50,26.070000,0.000000,73.34,25.870000,13.950000,74.1,70.480000,165.850000

54,13:15-13:30,33.790000,10.340000,131.860000,16.32,31.98,36.76,38.33,31.99,110.26,9.520000,11.890000,36.75,208.33,172.9,13.850000,61.384752,79.65,26.070000,79.65,31.98,37,89.05,14.190000,41.67,49.74,26.070000,0.000000,74,25.870000,13.850000,74.1,70.480000,165.850000

55,13:30-13:45,33.790000,10.340000,131.860000,18.57,31.98,36.7,38.33,31.99,110.1,9.520000,11.890000,36.7,208.33,172.9,13.630000,74.350476,79.52,26.070000,79.52,31.98,37.33,88.61,13.970000,41.67,48.56,26.070000,0.000000,74.67,25.870000,13.630000,74.1,70.480000,165.850000

56,13:45-14:00,46.880000,10.340000,131.860000,34.74,31.98,38.44,38.33,31.99,115.29,9.520000,11.890000,38.43,208.33,171.5,13.300000,72.857808,79.35,26.070000,79.35,31.98,38,87.35,13.630000,41.67,47.18,26.070000,0.000000,76,25.870000,13.300000,73.5,85.260000,165.850000

57,14:00-14:15,46.880000,10.340000,131.860000,35.74,31.98,38.33,38.33,31.99,115.04,9.520000,11.890000,38.35,208.33,171.5,12.840000,70.594416,79.36,26.070000,79.36,31.98,37.66,82.13,13.160000,41.67,45.66,26.070000,0.000000,75.34,24.900000,12.840000,73.5,115.960000,165.850000

58,14:15-14:30,46.880000,10.340000,131.860000,37.14,31.98,38.45,38.33,31.99,115.35,9.520000,11.890000,38.45,201.47,168,12.540000,67.579812,79.4,26.070000,79.4,31.98,36.33,80.64,12.840000,40.29,47.93,26.070000,0.000000,72.67,25.870000,12.540000,72,115.960000,165.850000

59,14:30-14:45,46.880000,10.340000,131.860000,38.74,31.98,38.34,38.33,31.99,115.07,9.990000,11.890000,38.36,194.73,164.5,12.130000,64.555452,79.54,26.070000,79.54,31.98,35.33,78.57,12.420000,38.95,47.75,26.070000,0.000000,70.67,25.870000,12.130000,70.5,115.960000,165.850000

60,14:45-15:00,46.880000,10.340000,131.860000,40.54,31.98,38.37,38.33,31.99,115.08,9.990000,11.890000,38.36,190.09,157.5,11.590000,61.492068,79.62,26.070000,79.62,31.98,34.66,75.47,11.890000,38.02,46.59,26.070000,0.000000,69.34,24.900000,11.590000,67.5,115.960000,165.850000

61,15:00-15:15,46.880000,10.340000,131.860000,42.14,31.98,38.35,38.33,31.99,115,10.140000,11.890000,38.33,199.38,150.5,11.210000,58.945752,79.37,26.070000,79.37,31.98,35.33,72.1,11.490000,39.87,45.11,26.070000,0.000000,70.67,25.870000,11.210000,64.5,115.960000,165.850000

62,15:15-15:30,46.880000,10.340000,131.860000,44.03,31.98,38.37,36.67,31.99,115.09,10.140000,11.890000,38.36,190.74,140,10.510000,56.19456,78.33,26.070000,78.33,31.98,33,68.45,10.770000,38.15,43.22,26.070000,0.000000,66,25.870000,10.510000,60,115.960000,165.850000

63,15:30-15:45,46.880000,10.340000,131.860000,44.14,31.98,38.34,36.67,31.99,115,10.140000,11.890000,38.33,179.17,126,9.800000,52.575084,78.33,26.070000,78.33,31.98,31.33,64.57,10.040000,35.83,39.12,26.070000,0.000000,62.67,24.900000,9.800000,54,115.960000,165.850000

64,15:45-16:00,46.880000,10.340000,131.860000,44.15,31.98,38.34,36.67,31.99,115,10.140000,11.890000,38.33,167.59,117.6,9.140000,48.380004,78.33,26.070000,78.33,31.98,29.33,60.4,9.370000,33.52,33.4,26.070000,0.000000,58.67,24.900000,9.140000,50.4,115.960000,165.850000

65,16:00-16:15,46.880000,10.340000,131.860000,44.06,31.98,38.34,36.67,31.99,115,10.140000,11.890000,38.33,180.2,108.5,8.380000,43.277616,78.33,26.070000,78.33,31.98,27.66,55.39,8.590000,36.04,30.22,26.070000,0.000000,55.34,26.040000,8.380000,46.5,115.960000,165.850000

66,16:15-16:30,46.880000,10.340000,131.860000,44.09,31.98,38.34,36.67,31.99,115,10.140000,11.890000,38.33,166.83,98,7.590000,37.063044,78.33,26.070000,78.33,31.98,27,50.73,7.770000,33.36,26.71,26.070000,0.000000,54,27.010000,7.590000,42,115.960000,165.850000

67,16:30-16:45,46.880000,10.340000,131.860000,44.17,31.98,38.34,36.67,31.99,115,10.140000,11.890000,38.33,151.19,87.5,6.610000,31.111884,78.33,26.070000,78.33,31.98,26.33,45.59,6.770000,30.24,24.51,26.070000,0.000000,52.67,27.010000,6.610000,37.5,115.960000,165.850000

68,16:45-17:00,46.880000,10.340000,131.860000,44.2,33,38.34,36.67,33,115,10.140000,11.890000,38.33,135.54,77,5.790000,25.872912,78.33,26.070000,78.33,26.62,24.33,39.83,5.930000,27.11,22.1,26.070000,0.000000,48.67,26.040000,5.790000,33,115.960000,194.830000

69,17:00-17:15,46.880000,10.340000,131.860000,44.06,23,38.34,36.67,33,115,10.760000,11.890000,38.33,119.9,66.5,4.900000,21.238812,78.33,26.070000,78.33,12.24,22,34.14,5.020000,23.98,19.59,26.070000,0.000000,44,27.010000,4.900000,28.5,115.960000,225.970000

70,17:15-17:30,46.880000,10.340000,131.860000,44.15,0,38.34,36.67,13.8,115,10.760000,11.890000,38.33,104.25,56,4.040000,17.092512,78.33,26.070000,78.33,4.44,20,28.87,4.140000,20.85,16.94,26.070000,0.000000,40,26.000000,4.040000,24,115.960000,225.970000

71,17:30-17:45,46.880000,10.340000,131.860000,44.18,0,38.34,36.67,0,115,10.760000,11.890000,38.33,88.91,45.5,3.250000,13.424256,78.33,26.070000,78.33,1.11,17.66,23.54,3.330000,17.78,13.62,26.070000,0.000000,35.34,25.030000,3.250000,19.5,115.960000,225.970000

72,17:45-18:00,46.880000,10.340000,131.860000,44.16,0,38.34,36.67,0,115,10.760000,11.890000,38.33,73.56,35,2.430000,10.04868,78.33,26.070000,78.33,0.05,15.33,18.59,2.480000,14.71,10.44,26.070000,0.000000,30.67,25.030000,2.430000,15,115.960000,225.970000

73,18:00-18:15,64.920000,10.340000,131.860000,44.17,0,38.34,36.67,0,115,10.760000,11.890000,38.33,58.23,24.5,1.670000,6.848712,78.33,26.070000,78.33,0,11.67,14,1.710000,11.65,7.66,26.070000,0.000000,23.33,28.890000,1.670000,10.5,115.960000,261.400000

74,18:15-18:30,64.920000,10.340000,131.860000,44.19,0,38.34,36.67,0,115,10.760000,11.890000,38.33,42.89,17.5,1.240000,3.921912,78.33,26.070000,78.33,0,9.33,10.15,1.270000,8.58,5.34,26.070000,0.000000,18.67,28.890000,1.240000,7.5,115.960000,261.400000

75,18:30-18:45,64.920000,10.340000,131.860000,44.1,0,38.34,36.67,0,115,10.760000,11.890000,38.33,24.13,10.5,0.600000,1.795104,78.33,26.070000,78.33,0,7.33,6.21,0.610000,4.82,2.83,26.070000,0.000000,14.67,28.890000,0.600000,4.5,115.960000,261.400000

76,18:45-19:00,64.920000,10.340000,131.860000,44.09,0,38.34,36.67,0,115,10.760000,11.890000,38.33,10.72,7,0.130000,0.68292,78.21,26.070000,78.21,0,4.33,0.32,0.130000,2.14,1.08,26.070000,0.000000,8.67,28.890000,0.130000,3,115.960000,261.400000

77,19:00-19:15,74.070000,10.340000,131.860000,44.2,0,38.34,36.67,0,115,10.760000,11.890000,38.33,2.68,3.5,0.080000,0.087804,77.66,24.650000,77.66,0,3,0.03,0.080000,0.54,0.15,24.650000,0.000000,6,28.890000,0.080000,1.5,115.960000,261.400000

78,19:15-19:30,74.070000,10.340000,131.860000,44.13,0,38.34,36.63,0,115,10.760000,11.890000,38.33,0,0.64,0.000000,0,77,24.650000,77,0,1.67,0,0.000000,0,0,24.650000,0.000000,3.33,28.890000,0.000000,0.27,115.960000,261.400000

79,19:30-19:45,74.070000,10.340000,131.860000,44.15,0,38.34,34.55,0,115,10.760000,11.890000,38.33,0,0,0.000000,0,76.62,15.350000,76.62,0,0.33,0,0.000000,0,0,15.350000,0.000000,0.67,28.890000,0.000000,0,115.960000,261.400000

80,19:45-20:00,74.070000,10.340000,131.860000,44.09,0,38.34,33.78,0,115,10.760000,11.890000,38.33,0,0,0.000000,0,74.77,15.350000,74.77,0,0,0,0.000000,0,0,15.350000,0.000000,0,28.890000,0.000000,0,115.960000,261.400000

81,20:00-20:15,74.070000,10.340000,131.860000,44.12,0,37.91,33.68,0,113.73,10.760000,11.890000,37.91,0,0,0.000000,0,72.78,15.350000,72.78,0,0,0,0.000000,0,0,15.350000,0.000000,0,28.890000,0.000000,0,115.960000,261.400000

82,20:15-20:30,74.070000,10.340000,131.860000,41.22,0,36.94,33.57,0,110.84,10.760000,11.890000,36.95,0,0,0.000000,0,69.03,15.350000,69.03,0,0,0,0.000000,0,0,15.350000,0.000000,0,28.890000,0.000000,0,115.960000,261.400000

83,20:30-20:45,74.070000,10.340000,131.860000,39.52,0,36.29,33.06,0,108.85,10.760000,11.890000,36.28,0,0,0.000000,0,67.9,15.350000,67.9,0,0,0,0.000000,0,0,15.350000,0.000000,0,28.890000,0.000000,0,115.960000,261.400000

84,20:45-21:00,74.070000,10.340000,131.860000,38.13,0,36.23,31.71,0,108.71,10.760000,11.890000,36.24,0,0,0.000000,0,68.23,15.350000,68.23,0,0,0,0.000000,0,0,15.350000,0.000000,0,28.890000,0.000000,0,115.960000,261.400000

85,21:00-21:15,74.070000,10.340000,131.860000,36.26,0,35.88,30.61,0,107.62,10.760000,11.890000,35.87,0,0,0.000000,0,67.77,15.350000,67.77,0,0,0,0.000000,0,0,15.350000,0.000000,0,28.890000,0.000000,0,115.960000,261.400000

86,21:15-21:30,74.070000,10.340000,131.860000,33.87,0,35.42,31.19,0,106.29,10.760000,11.890000,35.43,0,0,0.000000,0,69.56,15.350000,69.56,0,0,0,0.000000,0,0,15.350000,0.000000,0,28.890000,0.000000,0,115.960000,261.400000

87,21:30-21:45,74.070000,10.340000,131.860000,33.55,0,35.17,29.75,0,105.53,10.760000,11.890000,35.18,0,0,0.000000,0,68.17,15.350000,68.17,0,0,0,0.000000,0,0,15.350000,0.000000,0,30.910000,0.000000,0,115.960000,261.400000

88,21:45-22:00,74.070000,10.340000,131.860000,32.29,0,35.03,29.77,0,105.09,10.760000,11.890000,35.03,0,0,0.000000,0,66.59,15.350000,66.59,0,0,0,0.000000,0,0,15.350000,0.000000,0,29.950000,0.000000,0,115.960000,261.400000

89,22:00-22:15,74.070000,10.340000,131.860000,30.96,0,34.45,27.79,0,103.35,10.760000,11.890000,34.45,0,0,0.000000,0,64.97,15.350000,64.97,0,0,0,0.000000,0,0,15.350000,0.000000,0,29.950000,0.000000,0,115.960000,261.400000

90,22:15-22:30,74.070000,10.340000,131.860000,28.93,0,34.13,27.7,0,102.38,10.760000,11.890000,34.12,0,0,0.000000,0,65.31,15.350000,65.31,0,0,0,0.000000,0,0,15.350000,0.000000,0,29.950000,0.000000,0,115.960000,261.400000

91,22:30-22:45,74.070000,10.340000,131.860000,29.5,0,33.57,27.6,0,100.73,10.760000,11.890000,33.58,0,0,0.000000,0,66.65,15.350000,66.65,0,0,0,0.000000,0,0,15.350000,0.000000,0,29.950000,0.000000,0,115.960000,261.400000

92,22:45-23:00,74.070000,10.340000,131.860000,30.44,0,33.3,28.07,0,99.88,10.760000,11.890000,33.29,0,0,0.000000,0,66.11,15.350000,66.11,0,0,0,0.000000,0,0,15.350000,0.000000,0,29.950000,0.000000,0,115.960000,261.400000

