Block,Time,KKNPPU2,KOTESHWR,KUDGI,NAPP,RIHAND2,RSTPSU7,SASAN,SINGRAULI,TANDA2,UNCHAHAR1,UNCHAHAR4,VALLURNTECL,ANTA_CRF,BRBCL,KGSU3AND4,TALA,UNCHAHAR2,ANTA_LF,ANTA_RF,AURY_LF,FSTPP I & II,KISHANGANGA,KOLDAM,MAPS,NJPC,PARBATI2,RIHAND3,SALAL,SIMHST1,SIMHST2,CHAMERA2,JHAJJAR,KKNP,NTPL,PARBATI3,TEHRI,URI,URI2,DADRI_CRF,BSIUL,CHAMERA1,CHAMERA3,DHAULIGNGA,KHSTPP-I,NLCTS2EXP,NNTPP,RAPPB,SINGRAULI_HYDRO,TANAKPUR,TelanganaSTPP,UNCHAHAR3,DADRI_LF,KGSU1AND2,NLCIIST1,AURY_CRF,DADRI_GF,DADRI_RF,DADRT2,DULHASTI,NLCIIST2,RAPPC,RSTPSU1TO6,TALST2,ANTA_GF,AURY_GF,KHSTPP-II,NLCEXP,RAMPUR,RAPPD,RIHAND1,SEWA2,AURY_RF
56,13:45-14:00,0,10.43,0,25.64,124.58,0,414,112.11,5.7,21.94,3.2,0,0,20,0,7.64,45,0,49.209999999999994,0,18.76,8.63,0,0,138.33,11.28,130.79,76.69,0,0,32.53,550.67,0,0,16.88,31.29,50.79,28.92,0,13.04,0,23.33,0,45.53,0,0,0,1,0.51,0,27.68,0,0,0,0,0,98.4,688.92,59.5,0,69.07,0,0,0,0,148.3,0,5.5,21.66,97.23,0,79.42

57,14:00-14:15,0,10.43,0,25.64,124.58,0,414,112.11,5.7,21.94,3.2,0,0,20,0,7.64,45,0,48.54,0,18.76,8.63,0,0,138.33,11.28,130.79,79.38,0,0,32.53,550.67,0,0,16.88,31.29,50.79,28.92,0,13.04,0,23.33,0,45.53,0,0,0,1,0.51,0,27.68,0,0,0,0,0,98.4,688.92,59.5,0,69.07,0,0,0,0,148.3,0,5.5,21.66,97.23,0,76.74000000000001

58,14:15-14:30,0,10.43,0,25.64,124.58,0,414,112.11,5.7,21.94,3.2,0,0,20,0,7.64,45,0,48.54,0,18.76,8.63,0,0,138.33,11.28,130.79,79.38,0,0,32.53,550.67,0,0,4.29,31.29,50.79,28.92,0,13.04,0,23.33,0,45.53,0,0,0,1,0.51,0,27.68,0,0,0,0,0,98.4,688.92,59.5,0,69.07,0,0,0,0,148.3,0,5.5,21.66,97.23,0,76.74000000000001

59,14:30-14:45,0,10.43,0,25.64,124.58,0,414,112.11,5.7,21.94,3.2,0,0,20,0,9.11,45,0,48.54,0,18.76,8.63,0,0,138.33,11.28,130.79,79.38,0,0,32.53,550.67,0,0,0,31.29,50.79,28.92,0,6.52,0,23.33,0,45.53,0,0,0,1,0.51,0,27.68,0,0,0,0,0,98.4,688.92,59.5,0,69.07,0,0,0,0,148.3,0,5.5,21.66,97.23,0,76.74000000000001

60,14:45-15:00,0,10.43,0,25.64,124.58,0,414,112.11,5.7,21.94,3.2,0,0,20,0,9.11,45,0,48.54,0,18.76,8.63,0,0,138.33,11.28,130.79,79.38,0,0,32.53,550.67,0,0,0,31.29,50.79,28.92,0,6.52,0,23.33,0,45.53,0,0,0,1,0.51,0,27.68,0,0,0,0,0,98.4,688.92,59.5,0,69.07,0,0,0,0,148.3,0,5.5,21.66,97.23,0,76.74000000000001

61,15:00-15:15,0,10.43,0,25.64,124.58,0,414,130.37,5.7,21.94,2.22,0,0,20,0,9.11,45,0,48.54,0,18.76,8.63,0,0,138.33,11.28,130.79,84.24,0,0,32.53,550.67,0,0,0,31.29,50.79,28.92,0,6.52,0,23.33,0,45.53,0,0,0,1,6.27,0,27.68,0,0,0,0,0,98.4,688.92,59.5,0,69.07,0,0,0,0,148.3,0,5.5,21.66,97.23,0,76.74000000000001

62,15:15-15:30,0,10.43,0,25.64,124.58,0,414,130.37,5.7,21.94,2.22,0,0,20,0,9.11,45,0,48.54,0,18.76,8.63,0,0,138.33,11.28,130.79,84.24,0,0,32.53,550.67,0,0,0,31.29,50.79,28.92,0,6.52,0,23.33,0,45.53,0,0,0,1,6.27,0,27.68,0,0,0,0,0,98.4,688.92,59.5,0,69.07,0,0,0,0,148.3,0,5.5,21.66,97.23,0,76.74000000000001

63,15:30-15:45,0,10.43,0,25.64,124.58,0,414,132.39,5.7,21.94,2.22,0,0,20,0,10.29,45,0,48.54,0,18.76,8.63,0,0,138.33,11.28,130.79,84.24,0,0,32.53,590.67,0,0,0,31.29,50.79,28.92,0,6.52,0,23.33,0,45.53,0,0,0,1.08,6.27,0,27.68,0,0,0,0,0,98.4,458.92,59.5,0,69.07,0,0,0,0,148.3,0,5.5,21.66,97.23,0,76.74000000000001

64,15:45-16:00,0,10.43,0,25.64,124.58,0,414,132.39,5.7,21.94,2.22,0,0,20,0,10.29,45,0,48.54,0,18.76,8.63,0,0,138.33,11.28,130.79,84.24,0,0,32.53,590.67,0,0,0,31.29,50.79,28.92,0,6.52,0,23.33,0,45.53,0,0,0,1.08,0.51,0,27.68,0,0,0,0,0,98.4,458.92,59.5,0,69.07,0,0,0,0,148.3,0,5.5,21.66,97.23,0,76.74000000000001

65,16:00-16:15,0,10.43,0,25.64,124.58,0,414,135.21,5.7,21.94,2.22,0,0,20,0,10.29,45,0,47.89,0,18.76,8.63,4.79,0,138.33,11.28,130.79,84.24,0,0,32.53,590.67,0,0,0,31.29,50.79,28.92,0,6.52,0,23.33,0,45.53,0,0,0,1.08,1.79,0,27.68,0,0,0,0,0,98.4,458.92,59.5,0,69.07,0,0,0,0,148.3,0,5.5,21.66,97.23,0,76.74000000000001

66,16:15-16:30,0,10.43,0,25.64,124.58,0,414,135.21,5.7,21.94,2.3,0,0,20,0,10.29,44.5,0,47.89,0,18.76,8.63,7.19,0,165.99,11.28,130.79,84.24,0,0,32.53,590.67,0,0,0,31.29,50.79,28.92,0,6.52,14.05,23.33,0,45.53,0,0,0,1.08,1.79,0,27.68,0,0,0,0,0,98.41,458.92,59.5,0,69.07,0,0,0,0,148.3,0,6.5,21.66,97.23,0,76.74000000000001

67,16:30-16:45,0,10.43,0,25.64,124.58,0,414,137.23,5.7,21.94,2.3,0,0,20,0,10.29,44.5,0,47.89,0,18.76,8.63,9.59,0,165.99,11.28,130.79,79.38,0,0,32.53,481.35,0,0,4.29,31.29,50.79,28.92,0,6.52,28.1,23.33,0,45.53,0,0,0,1.08,5.64,0,27.68,0,0,0,0,0,98.41,458.92,59.5,0,69.07,0,0,0,0,148.3,0,6.5,21.66,97.23,0,76.74000000000001

68,16:45-17:00,0,10.43,0,25.64,124.58,0,414,139.25,5.7,21.94,2.3,0,0,20,0,10.29,44.5,0,47.89,0,18.76,8.63,9.59,0,165.99,11.28,130.79,79.38,0,0,32.53,546.54,0,0,16.88,31.29,50.79,28.92,0,6.52,28.1,23.33,0,45.53,0,0,0,1.08,5.64,0,27.68,0,0,0,0,0,98.41,458.92,59.5,0,69.07,0,0,0,0,148.3,0,6.5,21.66,97.23,0,76.74000000000001

69,17:00-17:15,0,10.43,0,25.64,124.58,0,414,141.26,5.7,21.94,2.3,0,0,20,0,10.29,45,0,47.89,0,18.76,8.63,9.59,0,165.99,11.28,68.49,79.38,0,0,48.81,546.54,0,0,19.64,31.29,50.79,28.92,0,6.52,35.86,23.33,0,45.53,0,0,0,1.08,5.64,0,27.68,0,0,0,0,0,98.41,458.92,59.5,0,69.07,0,0,0,0,148.3,0,6.5,21.66,97.23,6.3,76.74000000000001

70,17:15-17:30,0,10.43,0,25.64,124.58,0,414,144.49,5.7,21.94,2.3,0,0,20,0,10.29,44.5,0,47.89,0,18.76,8.63,9.59,0,165.99,15.02,68.49,79.38,0,0,48.81,546.54,0,0,19.64,31.29,50.79,28.92,0,6.52,35.86,23.33,0,45.53,0,0,0,1.08,5.64,0,27.68,0,0,0,0,0,98.41,458.92,59.5,0,69.07,0,0,0,0,148.3,0,6.5,21.66,97.23,12.61,76.74000000000001

71,17:30-17:45,0,10.43,0,25.64,124.58,0,414,146.91,5.7,21.94,2.3,0,0,20,0,10.29,45,0,47.89,0,18.76,8.63,9.59,0,165.99,22.54,68.49,79.38,0,0,48.81,546.54,0,0,23.02,31.29,50.79,28.92,0,6.52,35.86,23.33,10.95,45.53,0,0,0,1.08,1.79,0,27.68,0,0,0,0,0,98.41,458.92,59.5,0,69.07,0,0,0,0,148.3,0,6.5,21.66,97.23,18.9,76.73

72,17:45-18:00,0,10.43,0,25.64,124.58,0,414,146.91,5.7,21.94,2.3,0,0,20,0,10.29,44.5,0,47.89,0,18.76,8.63,9.59,0,150.09,22.54,68.49,79.38,0,0,41.17,546.54,0,0,23.02,29.85,50.79,28.92,0,6.52,35.86,18.42,10.95,45.53,0,0,0,1.08,1.79,0,27.68,0,0,0,0,0,98.41,458.92,50.97,0,69.07,0,0,0,0,148.3,0,5.97,21.66,97.23,18.9,76.73

73,18:00-18:15,0,10.43,0,25.64,124.58,0,414,146.91,5.7,21.94,2.3,0,0,20,0,10.29,44.5,0,47.89,0,18.76,8.63,7.76,0,150.09,30.06,68.49,79.38,0,0,41.17,546.54,0,0,23.02,29.85,50.79,28.92,0,6.52,35.86,18.42,10.95,45.53,0,0,0,1.08,1.79,0,27.68,0,0,0,0,0,98.41,458.92,50.97,0,69.07,0,0,0,0,148.3,0,5.97,21.66,97.23,18.9,76.73

74,18:15-18:30,0,10.43,0,25.64,124.58,0,414,146.91,5.7,21.94,2.3,0,0,20,0,10.29,44.5,0,48.55,0,18.76,8.63,7.76,0,150.09,37.57,68.49,79.38,0,0,41.17,546.54,0,0,23.02,29.85,50.79,28.92,0,6.52,35.86,18.42,21.88,45.53,0,0,0,1.08,1.79,0,27.68,0,0,0,0,0,98.41,458.92,50.97,0,69.07,0,0,0,0,148.3,0,5.97,21.66,97.23,18.9,76.73

75,18:30-18:45,0,20.85,0,25.64,124.58,0,414,146.91,5.7,21.94,2.3,0,0,20,0,10.29,44.5,0,48.55,0,18.76,8.63,7.76,0,150.09,37.57,68.49,79.38,0,0,48.81,357.48,0,0,27.62,29.85,50.79,28.92,0,13.04,35.86,35,43.78,45.53,0,0,0,1.08,1.79,0,27.68,0,0,0,0,0,98.41,458.92,50.97,0,69.07,0,0,0,0,148.3,0,5.97,21.66,97.23,18.9,76.73

76,18:45-19:00,0,34.76,0,25.64,124.58,0,414,146.91,5.7,21.94,2.3,0,0,20,0,10.29,44.5,0,48.55,0,18.76,8.68,9.59,0,165.99,45.08,68.49,79.38,0,0,51.05,357.48,0,0,78.83,31.29,50.79,28.92,0,20.46,43.14,36.84,43.78,45.53,0,0,0,1.08,1.79,0,27.68,0,0,0,0,0,98.41,458.92,60.23,0,69.07,0,0,0,0,148.3,0,6.5,21.66,97.23,20.09,76.73

77,19:00-19:15,0,34.76,0,25.64,124.58,0,414,146.91,5.7,21.94,2.3,0,0,20,0,10.29,44.5,0,49.2,0,18.76,8.68,9.59,0,165.99,45.08,68.49,79.38,0,0,51.05,357.48,0,0,78.83,31.29,50.79,28.92,0,20.46,43.14,36.84,43.78,45.53,0,0,0,1.08,1.79,0,27.68,0,0,0,0,0,98.41,458.92,60.23,0,69.07,0,0,0,0,148.3,0,6.5,21.66,97.23,20.09,76.73

78,19:15-19:30,0,34.76,0,25.64,124.58,0,414,146.91,5.7,21.94,2.3,0,0,20,0,10.29,44.5,0,49.2,0,18.76,8.68,9.59,0,165.99,45.08,68.49,79.38,0,0,51.05,357.48,0,0,78.83,31.29,50.79,28.92,0,20.46,43.14,36.84,43.78,45.53,0,0,0,1.08,1.79,0,27.68,0,0,0,0,0,98.41,458.92,60.23,0,69.07,0,0,0,0,148.3,0,6.5,21.66,97.23,20.09,76.73

79,19:30-19:45,0,34.76,0,25.64,124.58,0,414,146.91,5.7,21.94,2.3,0,0,20,0,10.29,44.5,0,49.2,0,18.76,8.68,9.59,0,165.99,45.08,68.49,79.38,0,0,51.05,357.48,0,0,78.83,31.29,50.79,28.92,0,20.46,43.14,36.84,43.78,45.53,0,0,0,1.08,1.79,0,27.68,0,0,0,0,0,98.41,458.92,60.23,0,69.07,0,0,0,0,148.3,0,6.5,21.66,97.23,20.09,76.73

80,19:45-20:00,0,34.76,0,25.64,124.58,0,414,146.91,5.7,21.94,2.3,0,0,20,0,10.29,44.5,0,49.2,0,18.76,8.68,9.59,0,165.99,45.08,68.49,79.38,0,0,51.05,357.48,0,0,78.83,31.29,50.79,28.92,0,20.46,43.14,36.84,43.78,45.53,0,0,0,1.08,1.79,0,27.68,0,0,0,0,0,98.41,458.92,60.23,0,69.07,0,0,0,0,148.3,0,6.5,21.66,97.23,20.09,76.73

81,20:00-20:15,0,34.76,0,25.64,124.58,0,414,146.91,5.7,21.94,2.3,0,0,20,0,10.29,44.5,0,49.2,0,18.76,8.68,9.59,0,165.99,45.08,68.49,79.38,0,0,51.05,357.48,0,0,78.83,31.29,50.79,28.92,0,20.46,43.14,36.84,43.78,45.53,0,0,0,1.08,2.44,0,27.68,0,0,0,0,0,98.41,458.92,60.23,0,69.07,0,0,0,0,148.3,0,6.5,21.66,97.23,20.09,78.08

82,20:15-20:30,0,34.76,0,25.64,124.58,0,414,146.91,5.7,21.94,2.3,0,0,20,0,10.29,44.5,0,49.2,0,18.76,8.68,9.59,0,165.99,45.08,68.49,79.38,0,0,51.05,357.48,0,0,78.83,31.29,50.79,28.92,0,20.46,43.14,36.84,43.78,45.53,0,0,0,1.08,2.44,0,27.68,0,0,0,0,0,98.41,458.92,60.23,0,69.07,0,0,0,0,148.3,0,6.5,21.66,97.23,20.09,78.08

83,20:30-20:45,0,31.28,0,25.64,124.58,0,414,146.91,5.7,21.94,2.3,0,0,20,0,10.29,44.5,0,49.2,0,18.76,8.63,9.59,0,165.99,30.06,68.49,79.38,0,0,48.81,373.78,0,0,13.81,31.29,50.79,28.92,0,13.04,42.15,35.03,43.78,45.53,0,0,0,1.08,2.44,0,27.68,0,0,0,0,0,98.41,458.92,59.5,0,69.07,0,0,0,0,148.3,0,6.5,21.66,97.23,18.9,78.08

84,20:45-21:00,0,31.28,0,25.64,124.58,0,414,146.91,5.7,21.94,2.3,0,0,20,0,10.29,44.5,0,49.2,0,18.76,8.63,9.59,0,165.99,30.06,68.49,79.38,0,0,48.81,373.78,0,0,12.28,31.29,50.79,28.92,0,13.04,42.15,35.03,43.78,45.53,0,0,0,1.08,2.44,0,27.68,0,0,0,0,0,98.41,458.92,59.5,0,69.07,0,0,0,0,148.3,0,6.5,21.66,97.23,18.9,78.08

85,21:00-21:15,0,31.28,0,25.64,124.58,0,414,146.91,5.7,21.94,2.3,0,0,20,0,10.29,44.5,0,49.86,0,18.76,8.63,9.59,0,165.99,30.06,68.49,79.38,0,0,48.81,373.78,0,0,15.35,31.29,50.79,28.92,0,13.04,42.15,35.03,43.78,45.53,0,0,0,1.08,2.44,0,27.68,0,0,0,0,0,98.41,458.92,59.5,0,69.07,0,0,0,0,148.3,0,6.5,21.66,97.23,18.9,78.08

86,21:15-21:30,0,34.76,0,25.64,124.58,0,414,146.91,5.7,21.94,2.3,0,0,20,0,10.29,44.5,0,49.86,0,18.76,8.68,9.59,0,165.99,45.08,68.49,79.38,0,0,51.05,373.78,0,0,78.83,31.29,50.79,28.92,0,20.46,43.14,36.84,43.78,45.53,0,0,0,1.08,2.44,0,27.68,0,0,0,0,0,98.41,458.92,60.23,0,69.07,0,0,0,0,148.3,0,6.5,21.66,97.23,20.09,78.08

87,21:30-21:45,0,34.76,0,25.64,124.58,0,414,146.91,5.7,21.94,2.3,0,0,20,0,10.29,44.5,0,49.86,0,18.76,8.68,9.59,0,165.99,45.08,68.49,79.38,0,0,51.05,373.78,0,0,78.83,31.29,50.79,33.74,0,20.46,43.14,36.84,43.78,45.53,0,0,0,1.08,2.44,0,27.68,0,0,0,0,0,98.41,458.92,60.23,0,69.07,0,0,0,0,148.3,0,6.5,21.66,97.23,20.09,78.08

88,21:45-22:00,0,34.76,0,25.64,124.58,0,414,146.91,5.7,21.94,2.3,0,0,20,0,10.29,44.5,0,49.86,0,18.76,8.68,9.59,0,165.99,45.08,68.49,79.38,0,0,51.05,373.78,0,0,78.83,31.29,50.79,33.74,0,20.46,43.14,36.84,43.78,45.53,0,0,0,1.08,2.44,0,27.68,0,0,0,0,0,98.41,458.92,60.23,0,69.07,0,0,0,0,148.3,0,6.5,21.66,97.23,20.09,78.08

89,22:00-22:15,0,34.76,0,25.64,124.58,0,414,146.91,5.7,21.94,2.3,0,0,20,0,10.29,44.5,0,50.51,0,18.76,8.68,9.59,0,165.99,45.08,68.49,79.38,0,0,51.05,373.78,0,0,78.83,31.29,50.79,33.74,0,20.46,43.14,36.84,43.78,45.53,0,0,0,1.08,1.79,0,27.68,0,0,0,0,0,98.41,458.92,60.23,0,69.07,0,0,0,0,148.3,0,6.5,21.66,97.23,20.09,78.08

90,22:15-22:30,0,34.76,0,25.64,124.58,0,414,146.91,5.7,21.94,2.3,0,0,20,0,10.29,44.5,0,50.51,0,18.76,8.68,9.59,0,165.99,45.08,68.49,79.38,0,0,51.05,373.78,0,0,78.83,31.29,50.79,33.74,0,20.46,43.14,36.84,43.78,45.53,0,0,0,1.08,1.79,0,27.68,0,0,0,0,0,98.41,458.92,60.23,0,69.07,0,0,0,0,148.3,0,6.5,21.66,97.23,20.09,78.08

91,22:30-22:45,0,20.85,0,25.64,124.58,0,414,146.91,5.7,21.94,2.3,0,0,20,0,10.29,44.5,0,50.51,0,18.76,8.63,9.59,0,165.99,30.06,68.49,79.38,0,0,48.81,390.08,0,0,23.02,31.29,50.79,33.74,0,19.56,42.15,35.03,43.78,45.53,0,0,0,1.08,1.79,0,27.68,0,0,0,0,0,98.41,458.92,59.5,0,69.07,0,0,0,0,148.3,0,6.5,21.66,97.23,18.9,78.08

92,22:45-23:00,0,10.43,0,25.64,124.58,0,414,146.91,5.7,21.94,2.3,0,0,20,0,10.29,44.5,0,50.51,0,18.76,8.63,9.59,0,165.99,22.54,68.49,79.38,0,0,48.81,390.08,0,0,23.02,31.29,50.79,33.74,0,19.56,42.15,35.03,43.78,45.53,0,0,0,1.08,1.79,0,27.68,0,0,0,0,0,98.41,458.92,59.5,0,69.07,0,0,0,0,148.3,0,6.5,21.66,97.23,18.9,78.08

93,23:00-23:15,0,10.43,0,25.64,124.58,0,414,146.91,5.7,21.94,2.3,0,0,20,0,10.29,44.5,0,50.51,0,18.76,8.63,9.59,0,165.99,22.54,68.49,79.38,0,0,48.81,390.08,0,0,23.02,31.29,50.79,33.74,0,19.56,42.15,35.03,32.83,45.53,0,0,0,1.08,1.79,0,27.68,0,0,0,0,0,98.41,458.92,59.5,0,69.07,0,0,0,0,148.3,0,6.5,21.66,97.23,18.9,78.08

94,23:15-23:30,0,10.43,0,25.64,124.58,0,414,146.91,5.7,21.94,2.3,0,0,20,0,10.29,44.5,0,50.51,0,18.76,8.63,9.59,0,165.99,22.54,68.49,79.38,0,0,48.81,390.08,0,0,23.02,31.29,50.79,33.74,0,19.56,42.15,35.03,21.88,45.53,0,0,0,1.08,1.79,0,27.68,0,0,0,0,0,98.41,458.92,59.5,0,69.07,0,0,0,0,148.3,0,6.5,21.66,97.23,18.9,78.08

95,23:30-23:45,0,10.43,0,25.64,124.58,0,414,146.91,5.7,21.94,2.3,0,0,20,0,10.29,44.5,0,50.51,0,15.43,8.63,9.59,0,165.99,22.54,68.49,79.38,0,0,48.81,390.08,0,0,23.02,31.29,50.79,33.74,0,19.56,42.15,35.03,21.88,45.53,0,0,0,1.08,1.79,0,27.68,0,0,0,0,0,98.41,458.92,59.5,0,69.07,0,0,0,0,148.3,0,6.5,21.66,97.23,18.9,78.08

96,23:45-24:00,0,10.43,0,25.64,124.58,0,414,146.91,5.7,21.94,2.3,0,0,20,0,10.29,44.5,0,50.51,0,15.43,8.63,9.59,0,165.99,22.54,68.49,79.38,0,0,48.81,390.08,0,0,23.02,31.29,50.79,33.74,0,19.56,42.15,35.03,10.95,45.53,0,0,0,1.08,1.79,0,27.68,0,0,0,0,0,98.41,458.92,59.5,0,69.07,0,0,0,0,148.3,0,6.5,21.66,97.23,18.9,78.08

