Block,Time,CHAMERA3,KGSU3AND4,KOLDAM,NJPC,NLCEXP,NTPL,PARBATI3,SEWA2,URI,BRBCL,CHAMERA1,DULHASTI,NNTPP,RIHAND3,SINGRAULI_HYDRO,BSIUL,DADRT2,KKNPPU2,KUDGI,RAMPUR,RAPPB,SIMHST2,UNCHAHAR1,URI2,ANTA_LF,DADRI_CRF,FSTPP I & II,KHSTPP-I,KISHANGANGA,NAPP,NLCIIST2,TANDA2,TEHRI,TelanganaSTPP,VALLURNTECL,AURY_LF,RAPPC,RSTPSU7,SINGRAULI,ANTA_GF,RIHAND1,SALAL,SASAN,SIMHST1,TALA,TANAKPUR,DADRI_GF,KGSU1AND2,KHSTPP-II,KOTESHWR,NLCIIST1,NLCTS2EXP,TALST2,ANTA_CRF,ANTA_RF,AURY_GF,DADRI_RF,CHAMERA2,DHAULIGNGA,JHAJJAR,KKNP,MAPS,RIHAND2,RSTPSU1TO6,UNCHAHAR2,UNCHAHAR3,UNCHAHAR4,AURY_CRF,AURY_RF,DADRI_LF
66,16:15-16:30,0,0,0,0,0,0,0,0,1.33,20,0,0,0,124.32,0,0,683.14,0,0,0,0,0,20.56,4.44,0,0,11.7,45.22,0,43.9,0,0,62.24,0,0,0,54.06,0,125.97,0,92,1.4,360,0,0,1.54,0,0,98.87,8.87,0,0,0,0,28.77,0,44.93,0,0,654.31,0,0,118.76,0,42.4,26.39,0,70.59,0,23.56

67,16:30-16:45,0,0,0,23.39,0,0,0,0,1.54,20,0,16.48,0,124.32,0,0,683.14,0,0,0,0,0,20.56,4.44,0,0,11.7,45.22,0,43.9,0,0,62.24,0,0,0,54.06,0,125.97,0,92,1.4,360,0,0,1.54,0,0,98.87,8.87,0,0,0,0,28.77,0,44.93,0,0,654.31,0,0,118.76,0,42.4,26.39,0,70.59,0,23.56

68,16:45-17:00,0,0,0,46.78,0,0,0,0,1.54,20,0,16.48,0,124.32,0,0,678.78,0,0,0,0,0,20.56,4.44,0,0,11.7,45.22,0,43.9,0,0,62.24,0,0,0,54.06,0,125.97,0,92,1.4,360,0,0,1.54,0,0,98.87,8.87,0,0,0,0,28.77,0,44.93,3.33,0,459.81,0,0,118.76,0,42.4,26.39,0,70.59,0,23.56

69,17:00-17:15,0,0,0,61.56,0,0,0,0,1.54,20,0,16.48,0,124.32,0,0,678.78,0,0,0,0,0,20.56,4.44,0,39.46,11.7,45.22,0,43.9,0,0,62.24,0,0,0,54.06,0,125.97,0,92,1.4,360,0,0,1.54,0,0,98.87,8.87,0,0,0,0,28.77,0,5.48,13.17,8.06,459.81,0,0,118.76,0,42.4,26.39,0,70.59,0,23.56

70,17:15-17:30,0,0,0,61.56,0,0,0,0,1.54,20,12.01,16.48,0,124.32,0,1.1,678.78,0,0,0,0,0,20.56,4.44,0,39.46,11.7,45.22,0,43.9,0,0,62.24,0,0,0,54.06,0,125.97,0,92,1.4,360,0,0,1.54,0,0,98.87,8.87,0,0,0,0,29.09,0,5.48,13.17,8.06,459.81,0,0,118.76,0,42.4,26.39,0,70.59,0,23.56

71,17:30-17:45,9.68,0,0,93.56,0,0,0,5.27,1.54,20,13.66,32.96,0,124.32,0,6.52,678.78,0,0,0,0,0,20.56,4.44,0,39.46,11.7,45.22,0,43.9,0,0,62.24,0,0,0,54.06,0,125.97,0,92,1.4,360,0,0,1.54,0,0,98.87,26.62,0,0,0,0,29.09,0,5.48,26.34,15.98,459.81,0,0,118.76,0,42.4,26.39,0,70.59,0,23.56

72,17:45-18:00,29.06,0,0,116.95,0,0,0,10.54,1.54,20,28.05,49.43,0,124.32,0,13.04,678.78,0,0,0,0,0,20.56,4.44,0,39.46,11.7,45.22,0,43.9,0,0,62.24,0,0,0,54.06,0,125.97,0,92,1.4,360,0,0,1.54,0,0,98.87,39.83,0,0,0,0,29.09,0,5.48,26.34,36.55,459.81,0,0,118.76,0,42.4,26.39,0,70.59,0,23.56

73,18:00-18:15,29.06,0,0,140.34,0,0,0,10.54,1.54,20,28.05,49.43,0,124.32,0,13.04,678.78,0,0,0,0,0,20.56,4.44,0,39.46,11.7,45.22,0,43.9,0,0,62.24,0,0,0,54.06,0,125.97,0,92,1.4,360,0,0,1.79,0,0,98.87,39.83,0,0,0,0,29.09,0,5.48,26.34,36.55,459.81,0,0,118.76,0,42.4,26.39,0,70.59,0,23.56

74,18:15-18:30,29.06,0,0,140.34,0,0,0,10.54,1.54,20,28.05,49.43,0,124.32,0,13.04,678.78,0,0,0,0,0,20.56,4.44,0,39.46,11.7,45.22,0,43.9,0,0,62.24,0,0,0,54.06,0,125.97,0,92,1.4,360,0,0,1.79,0,0,98.87,39.83,0,0,0,0,29.09,0,5.48,26.34,36.55,459.81,0,0,118.76,0,42.4,26.39,0,70.59,0,23.56

75,18:30-18:45,29.06,0,0,140.34,0,0,0,10.54,1.54,20,28.05,49.43,0,124.32,0,13.04,678.78,0,0,0,0,0,20.56,4.44,0,39.46,11.7,45.22,0,43.9,0,0,62.24,0,0,0,54.06,0,125.97,0,92,1.4,360,0,0,1.79,0,0,98.87,39.83,0,0,0,0,29.71,0,5.48,26.34,36.55,459.81,0,0,118.76,0,42.4,26.39,0,70.59,0,23.56

76,18:45-19:00,29.06,0,0,140.34,0,0,0,10.54,4.41,20,28.05,49.43,0,124.32,0,13.04,678.78,0,0,0,0,0,20.56,4.44,0,39.46,11.7,45.22,0,43.9,0,0,62.24,0,0,0,54.06,0,125.97,0,92,1.4,360,0,0,1.79,0,0,98.87,39.83,0,0,0,0,29.71,0,5.48,26.34,36.55,459.81,0,0,118.76,0,42.4,26.39,0,70.58,0,23.56

77,19:00-19:15,29.06,0,0,116.95,0,0,3.82,5.27,26.49,20,24.49,49.43,0,124.32,0,13.04,678.78,0,0,0,0,0,20.56,4.44,0,40.01,11.12,45.22,0,43.9,0,0,62.24,0,0,0,54.06,0,125.97,0,92,1.4,360,0,0,1.79,0,0,98.87,39.83,0,0,0,0,29.71,0,5.48,26.34,24.57,459.81,0,0,118.76,0,42.4,26.39,0,70.58,0,23.56

78,19:15-19:30,9.68,0,0,93.56,0,0,16.55,5.27,26.49,20,24.49,32.96,0,124.32,0,6.52,678.78,0,0,0,0,0,20.56,4.44,0,40.01,11.12,45.22,0,43.9,0,0,62.24,0,0,0,54.06,0,125.97,0,92,1.4,360,0,0,1.79,0,0,98.87,19.72,0,0,0,0,29.71,0,5.48,26.34,8.06,459.81,0,0,118.76,0,42.4,26.39,0,70.58,0,23.56

79,19:30-19:45,0,0,0,70.17,0,0,16.55,5.27,26.49,20,12.01,16.48,0,124.32,0,1.1,678.78,0,0,0,0,0,20.56,4.44,0,40.01,11.12,45.22,0,43.9,0,0,62.24,0,0,0,54.06,0,125.97,0,92,1.4,360,0,0,1.15,0,0,98.87,8.87,0,0,0,0,29.71,0,5.48,26.34,8.06,459.81,0,0,118.76,0,42.4,26.39,0,70.58,0,23.56

80,19:45-20:00,0,0,0,43.56,0,0,16.55,0,6.63,20,0,16.48,0,124.32,0,0,678.78,0,0,0,0,0,20.56,4.44,0,40.01,11.12,45.22,0,43.9,0,0,62.24,0,0,0,54.06,0,125.97,0,92,1.4,360,0,0,1.15,0,0,98.87,8.87,0,0,0,0,29.71,0,5.48,26.34,0,654.31,0,0,118.76,0,42.4,26.39,0,70.58,0,23.56

81,20:00-20:15,0,0,0,23.11,0,0,16.55,0,4.41,20,0,16.48,0,124.32,0,0,683.14,0,0,0,0,0,20.56,4.44,0,40.01,11.7,45.22,0,43.9,0,0,62.24,0,0,0,54.06,0,125.97,0,92,1.4,360,0,0,0.51,0,0,98.87,8.87,0,0,0,0,29.71,0,5.48,26.34,0,654.31,0,0,118.76,0,42.4,26.39,0,70.58,0,23.56

82,20:15-20:30,0,0,0,17.05,0,0,16.55,0,4.41,20,0,16.48,0,124.32,0,0,683.14,0,0,0,0,0,20.56,4.44,0,40.01,11.7,45.22,0,43.9,0,0,62.24,0,0,0,54.06,0,125.97,0,92,1.4,360,0,0,0.51,0,0,98.87,8.87,0,0,0,0,29.71,0,5.48,13.17,0,654.31,0,0,118.76,0,42.4,26.39,0,70.58,0,23.56

83,20:30-20:45,0,0,0,0,0,0,16.55,0,4.41,20,0,16.48,0,124.32,0,0,683.14,0,0,0,0,0,20.56,4.44,0,40.01,11.7,45.22,0,43.9,0,0,62.24,0,0,0,54.06,0,125.97,0,92,1.4,360,0,0,0.51,0,0,98.87,8.87,0,0,0,0,29.71,0,5.48,0,0,654.31,0,0,118.76,0,42.4,26.39,0,70.58,0,23.56

84,20:45-21:00,0,0,0,0,0,0,3.18,0,11.04,20,0,16.48,0,124.32,0,0,683.14,0,0,0,0,0,20.56,4.44,0,40.01,11.7,45.22,0,43.9,0,0,62.24,0,0,0,54.06,0,125.97,0,92,1.4,360,0,0,0.51,0,0,98.87,8.87,0,0,0,0,29.71,0,5.48,0,0,654.31,0,0,118.76,0,42.4,26.39,0,70.58,0,23.56

85,21:00-21:15,0,0,0,0,0,0,0,0,11.04,20,0,16.48,0,124.32,0,0,683.14,0,0,0,0,0,20.56,4.44,0,40.01,11.7,45.22,0,43.9,0,0,62.24,0,0,0,54.06,0,125.97,0,92,1.4,360,0,0,0.51,0,0,98.87,8.87,0,0,0,0,29.93,0,5.48,0,0,654.31,0,0,118.76,0,42.4,26.39,0,70.58,0,24.11

86,21:15-21:30,0,0,0,0,0,0,0,0,11.04,20,0,16.48,0,124.32,0,0,683.14,0,0,0,0,0,20.56,4.44,0,40.01,11.7,45.22,0,43.9,0,0,62.24,0,0,0,54.06,0,125.97,0,92,1.4,360,0,0,0.51,0,0,98.87,8.87,0,0,0,0,29.93,0,5.48,0,0,654.31,0,0,118.76,0,42.4,26.39,0,70.58,0,24.11

87,21:30-21:45,0,0,0,0,0,0,0,0,11.04,20,0,16.48,0,124.32,0,0,683.14,0,0,0,0,0,20.56,4.44,0,40,11.7,45.22,0,43.9,0,0,46.69,0,0,0,54.06,0,125.97,0,92,1.4,360,0,0,0,0,0,98.87,8.87,0,0,0,0,29.93,0,5.48,0,0,654.31,0,0,118.76,0,42.4,26.39,0,70.59,0,24.11

88,21:45-22:00,0,0,0,0,0,0,0,0,11.04,20,0,16.48,0,124.32,0,0,683.14,0,0,0,0,0,20.56,4.44,0,40,11.7,45.22,0,43.9,0,0,46.69,0,0,0,54.06,0,125.97,0,92,1.4,360,0,0,0,0,0,98.87,8.87,0,0,0,0,29.93,0,5.48,0,0,654.31,0,0,118.76,0,42.4,26.39,0,70.59,0,24.11

89,22:00-22:15,0,0,0,0,0,0,0,0,11.04,20,0,16.48,0,124.32,0,0,683.14,0,0,0,0,0,20.56,4.44,0,40,11.7,45.22,0,43.9,0,0,46.69,0,0,0,54.06,0,125.97,0,92,1.4,360,0,0,0,0,0,98.87,8.87,0,0,0,0,29.93,0,5.48,0,0,654.31,0,0,118.76,0,42.4,26.39,0,70.59,0,24.11

90,22:15-22:30,0,0,0,0,0,0,0,0,11.04,20,0,16.48,0,124.32,0,0,683.14,0,0,0,0,0,20.56,4.44,0,40,11.7,45.22,0,43.9,0,0,46.69,0,0,0,54.06,0,125.97,0,92,1.4,360,0,0,0,0,0,98.87,8.87,0,0,0,0,29.93,0,5.48,0,0,654.31,0,0,118.76,0,42.4,26.39,0,70.59,0,24.11

91,22:30-22:45,0,0,0,0,0,0,0,0,11.04,20,0,16.48,0,124.32,0,0,683.14,0,0,0,0,0,20.56,4.44,0,40,11.7,45.22,0,43.9,0,0,31.13,0,0,0,54.06,0,125.97,0,92,9.29,360,0,0,0,0,0,98.87,8.87,0,0,0,0,29.93,0,5.48,0,0,654.31,0,0,118.76,0,42.4,26.39,0,70.59,0,24.11

92,22:45-23:00,0,0,0,0,0,0,0,0,11.04,20,0,16.48,0,124.32,0,0,683.14,0,0,0,0,0,20.56,4.44,0,40,11.7,45.22,0,43.9,0,0,31.13,0,0,0,54.06,0,125.97,0,92,41.83,360,0,0,2.05,0,0,98.87,8.87,0,0,0,0,30.13,0,5.48,0,0,654.31,0,0,118.76,0,42.4,26.39,0,70.59,0,24.11

93,23:00-23:15,0,0,0,0,0,0,0,0,7.73,20,0,16.48,0,124.32,0,0,683.14,0,0,0,0,0,20.56,4.44,0,40,11.7,45.22,0,43.9,0,0,31.13,0,0,0,54.06,0,125.97,0,92,41.83,360,0,0,2.05,0,0,98.87,8.87,0,0,0,30.13,0,0,5.48,0,0,654.31,0,0,118.76,0,42.4,26.39,0,70.59,0,24.11

94,23:15-23:30,0,0,0,0,0,0,0,0,7.73,20,0,16.48,0,124.32,0,0,683.14,0,0,0,0,0,20.56,4.44,0,40,11.7,45.22,0,43.9,0,0,31.13,0,0,0,54.06,0,125.97,0,92,41.83,360,0,0,2.05,0,0,98.87,8.87,0,0,0,30.13,0,0,5.48,0,0,654.31,0,0,118.76,0,42.4,26.39,0,70.59,0,24.11

95,23:30-23:45,0,0,0,0,0,0,0,0,4.41,20,0,16.48,0,124.32,0,0,683.14,0,0,0,0,0,20.56,4.44,0,40,11.7,45.22,0,43.9,0,0,10.39,0,0,0,54.06,0,125.97,0,92,41.83,360,0,0,2.05,0,0,98.87,8.87,0,0,0,30.13,0,0,5.48,0,0,654.31,0,0,118.76,0,42.4,26.39,0,70.59,0,24.11

96,23:45-24:00,0,0,0,0,0,0,0,0,4.41,20,0,16.48,0,124.32,0,0,683.14,0,0,0,0,0,20.56,4.44,0,40,11.7,45.22,0,43.9,0,0,0,0,0,0,54.06,0,125.97,0,92,9.29,360,0,0,2.05,0,0,98.87,8.87,0,0,0,30.13,0,0,5.48,0,0,654.31,0,0,118.76,0,42.4,26.39,0,70.59,0,24.11

