Column1,Block,GNA/NR/2025/06/01/4973,GNA/NR/2025/06/01/7782,GNA/NR/2025/06/01/7762,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/2025/28903/C,NR/2025/29017/C,NR/2025/26565/A/80873,NR/2025/27167/A/80825,NR/2025/28952/C,NR/2025/29018/C,NR/2025/26445/A/80910,NR/2025/26566/A/80872,NR/2025/27727/A/80840,NR/2025/27168/A/80827,NR/2025/27100/A/80495,NR/2025/27725/A/80844,NR/2025/29012/C,NR/2025/27162/A/80848,NR/2025/27506/A/80379,NR/2025/28974/C,NR/2025/27281/A/80983,NR/2025/26975/A/80849,NR/2025/29014/C,NR/2025/28851/A/80519,NR/2025/26571/A/80871,NR/2025/27157/A/80472,NR/2025/26860/A/80771,NR/2025/27728/A/80841,NR/2025/26777/A/80465,NR/2025/27726/A/80842,NR/2025/27242/A/80811,NR/2025/26085/A/80367,NR/2025/26562/A/80874,NR/2025/27187/A/80846,NR/2025/28719/A/80477,NR/2025/26572/A/80870,NR/2025/26861/A/80869,NR/2025/27185/A/80847,NR/2025/29020/C,NR/2025/26952/A/80410,NR/2025/27499/A/80877,NR/2025/26785/A/80601,NR/2025/29008/C,NR/2025/29021/C,NR/2025/27782/A/80839,NR/2025/28986/C,NR/2025/28984/C,NR/2025/26889/A/80878,NR/2025/28849/A/80518,NR/2025/28985/C,NR/2025/27088/A/80894,NR/2025/27500/A/80382,NR/2025/29015/C,NR/2025/28873/A/80803,NR/2025/29024/C,NR/2025/29025/C,NR/2025/29022/C,NR/2025/29023/C,NR/2025/28899/C,NR/2025/28999/C,NR/2025/27356/A/80520,NR/2025/28774/A/80526,GNA/NR/2025/06/01/9257,GNA/NR/2025/06/01/5280,GNA/NR/2025/06/16/6051,GNA/NR/2025/06/16/8791,GNA/NR/2025/06/01/9719,GNA/NR/2025/06/16/1239,NR/30092023/26122029/SH-06,GNA/NR/2025/06/01/7786,NR/30092023/31122025/SH-07,GNA/NR/2025/06/01/7663,GNA/NR/2025/06/01/2868,GNA/NR/2025/06/01/4444,GNA/NR/2025/06/01/2569,GNARE/NR/2024/12/20/3668,Total
31,07:30-07:45,48.37,11.92,24.18,13.98,0,0,0,24.18,0,0,96.74,0,26.38,24.18,0,8.79,0,56.05,1.93,0,24.91,5.8,0,0,0,0,106.41,26.38,193.48,26.38,48.37,0.87,145.11,0,9.67,0,0,19.35,0,0,0,0,0,0,8.79,0,0,0,0,0,192.86,7.74,0,0.97,0,0,146.4,29.02,0,0,18,0,24.18,11.93,19.35,15.33,24.18,0,21.96,48.37,21.96,48.37,17.41,193.48,62.88,20.46,1877.0700000000002

32,07:45-08:00,48.37,11.92,24.18,13.98,0,0,0,24.18,0,0,96.74,0,26.38,24.18,0,8.79,0,56.05,1.93,0,24.91,5.8,0,0,0,0,106.41,26.38,193.48,26.38,48.37,0.87,145.11,0,9.67,0,0,19.35,0,0,0,0,0,0,8.79,0,0,0,0,0,192.86,7.74,0,0.97,0,0,146.4,29.02,0,0,21,0,24.18,11.93,19.35,15.33,24.18,0,21.96,48.37,21.96,48.37,17.41,193.48,62.88,25.66,1885.2700000000002

33,08:00-08:15,48.37,11.92,24.18,13.61,0,0,0,24.18,0,0,96.74,0,43.97,24.18,0,14.66,0,56.05,1.93,0,24.91,5.8,0,0,0,0,106.41,37.38,193.48,43.97,48.37,0.97,145.11,0,9.67,0,0,19.35,0,0,0,0,0,0,14.66,0,0,0,0,0,192.86,7.74,0,1.93,0,0,146.4,29.02,0,0,25,3.61,24.18,11.93,19.35,15.33,24.18,0,21.96,48.37,21.96,48.37,17.41,193.48,62.88,26.04,1951.8700000000001

34,08:15-08:30,48.37,11.92,24.18,13.61,0,0,0,24.18,0,0,96.74,0,43.97,24.18,0,14.66,0,56.05,1.93,0,24.91,5.8,0,0,0,0,106.41,37.38,193.48,43.97,48.37,0.97,145.11,0,10.64,0,0,19.35,0,0,0,0,0,0,14.66,0,0,0,0,0,192.86,7.74,0,0.97,0,0,146.4,29.02,0,135.44,32,4.16,24.18,11.93,19.35,15.33,24.18,0,21.96,48.37,21.96,48.37,17.41,193.48,62.88,30.58,2099.4100000000003

35,08:30-08:45,48.37,11.92,24.18,13.61,0,0,0,24.18,0,0,96.74,0,43.97,24.18,0,14.66,0,56.05,1.93,0,24.91,5.8,0,0,0,0,106.41,37.38,193.48,43.97,48.37,0.97,145.11,0,10.64,0,0,19.35,0,0,0,0,0,0,14.66,0,0,0,0,0,192.86,7.74,0,1.93,0,0,146.4,29.02,0,135.44,46,3.47,24.18,11.93,19.35,15.33,24.18,0,21.96,48.37,21.96,48.37,17.41,193.48,62.88,34.71,2117.8100000000004

36,08:45-09:00,48.37,11.92,24.18,13.61,0,0,0,24.18,0,0,96.74,0,43.97,24.18,0,14.66,0,56.05,1.93,0,24.91,5.8,0,0,0,0,106.41,37.38,193.48,43.97,48.37,0.97,145.11,0,10.64,0,0,19.35,0,0,0,0,0,0,14.66,0,0,0,0,0,192.86,7.74,0,1.93,0,0,146.4,29.02,0,135.44,53,3.96,24.18,11.93,19.35,15.33,24.18,0,21.96,48.37,21.96,48.37,17.41,193.48,62.88,38.62,2129.2100000000005

37,09:00-09:15,48.37,11.92,24.18,13.43,53.21,14.66,0,24.18,106.41,39.95,96.74,0,0,24.18,0,0,14.66,0,1.93,0,0,0,43.97,0,0,0,0,0,0,0,48.37,0.97,15.85,0,10.64,0,0,0,5.8,0,0,0,193.48,56.05,0,129.26,0,0,0,0,0,0,43.97,1.93,19.35,192.86,146.4,29.02,24.91,135.44,67,4.48,24.18,11.93,19.35,15.33,24.18,0,21.96,48.37,21.96,48.37,17.41,193.48,62.88,50.18,2203.15

38,09:15-09:30,48.37,11.92,24.18,13.43,53.21,14.66,0,24.18,106.41,39.95,96.74,0,0,24.18,0,0,14.66,0,1.93,0,0,0,43.97,0,0,0,0,0,0,0,48.37,0.97,15.85,0,11.61,0,0,0,5.8,0,0,0,193.48,56.05,0,129.26,0,0,0,0,0,0,43.97,0.97,19.35,192.86,146.4,29.02,24.91,135.44,77,5.04,24.18,11.93,19.35,15.33,24.18,0,21.96,48.37,21.96,48.37,17.41,193.48,62.88,51.06,2214.6

39,09:30-09:45,48.37,11.92,24.18,13.43,53.21,14.66,0,24.18,106.41,39.95,96.74,0,0,24.18,0,0,14.66,0,1.93,0,0,0,43.97,0,0,0,0,0,0,0,48.37,0.97,15.85,0,11.61,0,0,0,5.8,0,0,0,193.48,56.05,0,129.26,0,0,0,0,0,0,43.97,1.93,19.35,192.86,146.4,29.02,24.91,135.44,81,5.55,24.18,11.93,19.35,15.33,24.18,0,21.96,48.37,21.96,48.37,17.41,193.48,62.88,51.94,2220.9500000000003

40,09:45-10:00,48.37,11.92,24.18,13.43,53.21,14.66,0,24.18,106.41,39.95,96.74,0,0,24.18,0,0,14.66,0,1.93,0,0,0,43.97,0,0,0,0,0,0,0,48.37,0.97,15.85,0,11.61,0,0,0,5.8,0,0,0,193.48,56.05,0,129.26,0,0,0,0,0,0,43.97,1.93,19.35,192.86,146.4,29.02,24.91,135.44,88,6.04,24.18,11.93,19.35,15.33,24.18,0,21.96,48.37,21.96,48.37,17.41,193.48,62.88,52.82,2229.32

41,10:00-10:15,48.37,11.92,24.18,13.24,53.21,14.66,0,24.18,106.41,39.95,96.74,0,0,24.18,0,0,14.66,0,1.93,0,0,0,43.97,0,0,0,0,0,0,0,48.37,0.97,15.85,0,11.61,0,0,0,5.8,0,0,0,193.48,56.05,0,129.26,0,0,0,0,0,0,43.97,1.93,19.35,192.86,146.4,29.02,24.91,135.44,105,3.53,24.18,11.93,19.35,15.33,24.18,0,21.96,48.37,21.96,48.37,17.41,193.48,62.88,55,2245.8

42,10:15-10:30,48.37,11.92,24.18,13.24,53.21,14.66,0,24.18,106.41,39.95,96.74,0,0,24.18,0,0,14.66,0,1.93,0,0,0,43.97,0,0,0,0,0,0,0,48.37,0.97,15.85,0,11.61,0,0,0,5.8,0,0,0,193.48,56.05,0,129.26,0,0,0,0,0,0,43.97,1.93,19.35,192.86,146.4,29.02,24.91,135.44,112,3.58,24.18,11.93,19.35,15.33,24.18,0,21.96,48.37,21.96,48.37,17.41,193.48,62.88,58.33,2256.18

43,10:30-10:45,48.37,11.92,24.18,13.24,53.21,14.66,0,24.18,106.41,39.95,96.74,0,0,24.18,0,0,14.66,0,1.93,0,0,0,43.97,0,0,0,0,0,0,0,48.37,0.97,15.85,0,11.61,0,0,0,5.8,0,0,0,193.48,56.05,0,129.26,0,0,0,0,0,0,43.97,1.93,19.35,192.86,146.4,29.02,24.91,135.44,84,4.01,24.18,11.93,19.35,15.33,24.18,0,21.96,48.37,21.96,48.37,17.41,193.48,62.88,61.67,2231.9500000000003

44,10:45-11:00,48.37,11.92,24.18,13.24,53.21,14.66,0,24.18,106.41,39.95,96.74,0,0,24.18,0,0,14.66,0,1.93,0,0,0,43.97,0,0,0,0,0,0,0,48.37,0.97,15.85,0,11.61,0,0,0,5.8,0,0,0,193.48,56.05,0,129.26,0,0,0,0,0,0,43.97,1.93,19.35,192.86,146.4,29.02,24.91,135.44,91,4.11,24.18,11.93,19.35,15.33,24.18,0,21.96,48.37,21.96,48.37,17.41,193.48,62.88,65,2242.38

45,11:00-11:15,48.37,11.92,24.18,15.46,53.21,14.66,0,24.18,106.41,39.95,96.74,0,0,24.18,0,0,14.66,0,1.93,0,0,0,43.97,0,0,0,0,0,0,0,48.37,0.97,15.85,0,11.61,0,0,0,5.8,0,0,0,193.48,56.05,0,129.26,0,0,0,0,0,0,43.97,1.93,19.35,192.86,146.4,29.02,24.91,135.44,63,4.26,24.18,11.93,19.35,15.33,24.18,0,21.96,48.37,21.96,48.37,17.41,193.48,62.88,54.67,2206.4200000000005

46,11:15-11:30,48.37,11.92,24.18,15.46,53.21,14.66,0,24.18,106.41,39.95,96.74,0,0,24.18,0,0,14.66,0,1.93,0,0,0,43.97,0,0,0,0,0,0,0,48.37,0.97,15.85,0,11.61,0,0,0,5.8,0,0,0,193.48,56.05,0,129.26,0,0,0,0,0,0,43.97,1.93,19.35,192.86,146.4,29.02,24.91,135.44,67,4.41,24.18,11.93,19.35,15.33,24.18,0,21.96,48.37,21.96,48.37,17.41,193.48,62.88,57.33,2213.2300000000005

47,11:30-11:45,48.37,11.92,24.18,15.46,53.21,14.66,0,24.18,106.41,39.95,96.74,0,0,24.18,0,0,14.66,0,1.93,0,0,0,43.97,0,0,0,0,0,0,0,48.37,0.97,15.85,0,11.61,0,0,0,5.8,0,0,0,193.48,56.05,0,129.26,0,0,0,0,0,0,43.97,1.93,19.35,192.86,146.4,29.02,24.91,135.44,53,4.62,24.18,11.93,19.35,15.33,24.18,0,21.96,48.37,21.96,48.37,17.41,193.48,62.88,68.73,2210.84

48,11:45-12:00,48.37,11.92,24.18,15.46,53.21,14.66,0,24.18,106.41,39.95,96.74,0,0,24.18,0,0,14.66,0,1.93,0,0,0,43.97,0,0,0,0,0,0,0,48.37,0.97,15.85,0,11.61,0,0,0,5.8,0,0,0,193.48,56.05,0,129.26,0,0,0,0,0,0,43.97,1.93,19.35,192.86,146.4,29.02,24.91,135.44,53,4.78,24.18,11.93,19.35,15.33,24.18,0,21.96,48.37,21.96,48.37,17.41,193.48,62.88,69.05,2211.3200000000006

49,12:00-12:15,48.37,11.92,24.18,15.37,53.21,14.66,0,24.18,106.41,39.95,96.74,0,0,24.18,0,0,14.66,0,1.93,135.44,0,0,43.97,0,0,0,0,0,0,0,48.37,0.97,15.85,0,11.61,0,0,0,5.8,0,0,0,193.48,56.05,0,129.26,0,0,0,0,0,0,43.97,1.93,19.35,192.86,146.4,29.02,24.91,135.44,53,3.17,24.18,11.93,19.35,15.33,24.18,0,28.82,48.37,28.82,48.37,17.41,193.48,62.88,69.15,2358.88

50,12:15-12:30,48.37,11.92,24.18,15.37,53.21,14.66,0,24.18,106.41,39.95,96.74,0,0,24.18,0,0,14.66,0,1.93,135.44,0,0,43.97,0,0,0,0,0,0,0,48.37,0.97,15.85,0,11.61,0,0,0,5.8,0,0,0,193.48,56.05,0,129.26,0,0,0,0,0,0,43.97,1.93,19.35,192.86,146.4,29.02,24.91,135.44,53,3.16,24.18,11.93,19.35,15.33,24.18,0,28.82,48.37,28.82,48.37,17.41,193.48,62.88,69.14,2358.86

51,12:30-12:45,48.37,11.92,24.18,15.37,53.21,14.66,0,24.18,106.41,39.95,96.74,0,0,24.18,0,0,14.66,0,1.93,135.44,0,0,43.97,0,0,0,0,0,0,0,48.37,0.97,15.85,0,11.61,0,0,0,5.8,0,0,0,193.48,56.05,0,129.26,0,0,0,0,0,0,43.97,1.93,19.35,192.86,146.4,29.02,24.91,135.44,63,3.27,24.18,11.93,19.35,15.33,24.18,0,26.97,48.37,26.97,48.37,17.41,193.48,62.88,90.94,2387.07

52,12:45-13:00,48.37,11.92,24.18,15.37,53.21,14.66,0,24.18,106.41,39.95,96.74,0,0,24.18,0,0,14.66,0,1.93,135.44,0,0,43.97,0,0,0,0,0,0,0,48.37,0.97,15.85,0,11.61,0,0,0,5.8,0,0,0,193.48,56.05,0,129.26,0,0,0,0,0,0,43.97,1.93,19.35,192.86,146.4,29.02,24.91,135.44,63,3.79,24.18,11.93,19.35,15.33,24.18,0,26.97,48.37,26.97,48.37,17.41,193.48,62.88,93.95,2390.6

53,13:00-13:15,48.37,11.92,24.18,15.56,53.21,14.66,0,24.18,106.41,39.95,96.74,0,0,24.18,0,0,14.66,0,1.93,135.44,0,0,43.97,0,0,0,0,0,0,0,48.37,0.97,15.85,0,11.61,0,0,0,5.8,0,0,0,193.48,56.05,0,129.26,0,0,0,0,0,0,43.97,1.93,19.35,192.86,146.4,29.02,24.91,135.44,60,4.74,24.18,11.93,19.35,15.33,24.18,0,26.97,48.37,26.97,48.37,17.41,193.48,62.88,89.44,2384.2300000000005

54,13:15-13:30,48.37,11.92,24.18,15.56,53.21,14.66,0,24.18,106.41,39.95,96.74,0,0,24.18,0,0,14.66,0,1.93,135.44,0,0,43.97,0,0,0,0,0,0,0,48.37,0.97,15.85,0,12.58,0,0,0,5.8,0,0,0,193.48,56.05,0,129.26,0,0,0,0,0,0,43.97,0.97,19.35,192.86,146.4,29.02,24.91,135.44,60,5.85,24.18,11.93,19.35,15.33,24.18,0,26.97,48.37,26.97,48.37,17.41,193.48,62.88,89,2384.9100000000003

55,13:30-13:45,48.37,11.92,24.18,15.56,53.21,14.66,0,24.18,106.41,39.95,96.74,0,0,24.18,0,0,14.66,0,1.93,135.44,0,0,43.97,0,0,0,0,0,0,0,48.37,0.97,15.85,0,12.58,0,0,0,5.8,0,0,0,193.48,56.05,0,129.26,0,0,0,0,0,0,43.97,0.97,19.35,192.86,146.4,29.02,24.91,135.44,42,6.75,24.18,11.93,19.35,15.33,24.18,0,26.97,48.37,26.97,48.37,17.41,193.48,62.88,75.96,2354.7700000000004

56,13:45-14:00,48.37,11.92,24.18,15.56,53.21,14.66,0,24.18,106.41,39.95,96.74,0,0,24.18,0,0,14.66,0,1.93,135.44,0,0,43.97,0,0,0,0,0,0,0,48.37,0.97,15.85,0,12.58,0,0,0,5.8,0,0,0,193.48,56.05,0,129.26,0,0,0,0,0,0,43.97,0.97,19.35,192.86,146.4,29.02,24.91,135.44,42,7.24,24.18,11.93,19.35,15.33,24.18,0,26.97,48.37,26.97,48.37,17.41,193.48,62.88,75.21,2354.5100000000007

57,14:00-14:15,48.37,11.92,24.18,15.56,53.21,14.66,0,24.18,106.41,39.95,96.74,0,0,24.18,0,0,14.66,0,1.93,135.44,0,0,43.97,38.7,0,0,0,0,0,0,48.37,0.97,15.85,0,12.58,0,0,0,5.8,0,0,0,193.48,56.05,0,129.26,145.11,0,193.48,145.11,0,0,43.97,0.97,19.35,192.86,146.4,29.02,24.91,135.44,42,7.23,24.18,11.93,19.35,15.33,24.18,0,26.97,48.37,26.97,48.37,17.41,193.48,62.88,74.44,2876.129999999999

58,14:15-14:30,48.37,11.92,24.18,15.56,53.21,14.66,0,24.18,106.41,39.95,96.74,0,0,24.18,0,0,14.66,0,1.93,135.44,0,0,43.97,38.7,0,0,0,0,0,0,48.37,0.97,15.85,0,12.58,0,0,0,5.8,0,0,0,193.48,56.05,0,129.26,145.11,0,193.48,145.11,0,0,43.97,0.97,19.35,192.86,146.4,29.02,24.91,135.44,42,7.15,24.18,11.93,19.35,15.33,24.18,0,26.97,48.37,26.97,48.37,17.41,193.48,62.88,73.18,2874.789999999999

59,14:30-14:45,48.37,11.92,24.18,15.56,53.21,14.66,0,24.18,106.41,39.95,96.74,0,0,24.18,0,0,14.66,0,1.93,135.44,0,0,43.97,38.7,0,0,0,0,0,0,48.37,0.97,15.85,0,12.58,0,0,0,5.8,0,0,0,193.48,56.05,0,129.26,145.11,0,193.48,145.11,0,0,43.97,0.97,19.35,192.86,146.4,29.02,24.91,135.44,53,2.67,24.18,11.93,19.35,15.33,24.18,0,26.97,48.37,26.97,48.37,17.41,193.48,62.88,56.67,2864.7999999999993

60,14:45-15:00,48.37,11.92,24.18,15.56,53.21,14.66,0,24.18,106.41,39.95,96.74,0,0,24.18,0,0,14.66,0,1.93,135.44,0,0,43.97,38.7,0,0,0,0,0,0,48.37,0.97,15.85,0,12.58,0,0,0,5.8,0,0,0,193.48,56.05,0,129.26,145.11,0,193.48,145.11,0,0,43.97,0.97,19.35,192.86,146.4,29.02,24.91,96.74,53,2.73,24.18,11.93,19.35,15.33,24.18,0,26.97,48.37,26.97,48.37,17.41,193.48,62.88,56,2825.489999999999

61,15:00-15:15,48.37,11.92,24.18,16.02,53.21,14.66,0,24.18,106.41,39.95,96.74,0,0,24.18,0,0,14.66,0,1.93,135.44,0,0,43.97,38.7,0,0,0,0,0,0,48.37,0.97,15.85,0,13.54,0,0,0,5.8,0,0,0,193.48,56.05,0,129.26,145.11,0,193.48,145.11,0,0,43.97,0,19.35,192.86,146.4,29.02,24.91,96.74,42,2.85,24.18,11.93,19.35,15.33,24.18,0,26.97,48.37,26.97,48.37,17.41,193.48,62.88,34.32,2793.3799999999987

62,15:15-15:30,48.37,11.92,24.18,16.02,53.21,14.66,0,24.18,106.41,39.95,96.74,0,0,24.18,0,0,14.66,0,1.93,135.44,0,0,43.97,38.7,0,0,0,0,0,0,48.37,0.97,15.85,0,13.54,0,0,0,5.8,0,0,0,193.48,56.05,0,129.26,145.11,0,193.48,145.11,0,0,43.97,0,19.35,192.86,146.4,29.02,24.91,96.74,42,2.96,24.18,11.93,19.35,15.33,24.18,0,26.97,48.37,26.97,48.37,17.41,193.48,62.88,33.9,2793.069999999999

63,15:30-15:45,48.37,11.92,24.18,16.02,53.21,14.66,0,24.18,106.41,39.95,96.74,0,0,24.18,0,0,14.66,0,1.93,135.44,0,0,43.97,38.7,0,0,0,0,0,0,48.37,0.97,15.85,0,13.54,0,0,0,5.8,0,0,0,193.48,56.05,0,129.26,145.11,0,193.48,145.11,0,0,43.97,0,19.35,192.86,146.4,29.02,24.91,96.74,81,3.07,24.18,11.93,19.35,15.33,24.18,0,26.97,48.37,26.97,48.37,17.41,193.48,62.88,33.28,2831.559999999999

64,15:45-16:00,48.37,11.92,24.18,16.02,53.21,14.66,0,24.18,106.41,39.95,96.74,0,0,24.18,0,0,14.66,0,1.93,135.44,0,0,43.97,38.7,0,0,0,0,0,0,48.37,0.97,15.85,0,13.54,0,0,0,5.8,0,0,0,193.48,56.05,0,129.26,145.11,0,193.48,145.11,0,0,43.97,0,19.35,192.86,146.4,29.02,24.91,96.74,77,3.17,24.18,11.93,19.35,15.33,24.18,0,26.97,48.37,26.97,48.37,17.41,193.48,62.88,32.24,2826.6199999999985

65,16:00-16:15,48.37,11.92,24.18,16.02,0,0,0,24.18,0,0,96.74,145.11,43.97,24.18,25.23,14.66,0,56.05,1.93,0,24.91,5.8,0,38.7,0,217.66,106.41,37.38,193.48,43.97,48.37,0.87,145.11,0,13.54,145.11,0,19.35,0,135.44,0,53.21,0,0,14.66,0,0,0,193.48,0,192.86,7.74,0,0,0,0,146.4,29.02,0,96.74,91,3.25,24.18,11.93,19.35,15.33,24.18,0,26.97,48.37,26.97,48.37,17.41,193.48,62.88,40.6,3097.019999999998

66,16:15-16:30,48.37,11.92,24.18,16.02,0,0,0,24.18,0,0,96.74,145.11,43.97,24.18,25.23,14.66,0,56.05,1.93,0,24.91,5.8,0,38.7,0,217.66,106.41,37.38,193.48,43.97,48.37,0.87,145.11,0,13.54,145.11,0,19.35,0,135.44,0,53.21,0,0,14.66,0,0,0,193.48,0,192.86,7.74,0,0,0,0,146.4,29.02,0,0,84,3.25,24.18,11.93,19.35,15.33,24.18,0,26.97,48.37,26.97,48.37,17.41,193.48,62.88,38.71,2991.3899999999985

67,16:30-16:45,48.37,11.92,24.18,16.02,0,0,0,24.18,0,0,96.74,145.11,43.97,24.18,25.23,14.66,0,56.05,1.93,0,24.91,5.8,0,38.7,0,217.66,106.41,37.38,193.48,43.97,48.37,0.87,145.11,0,13.54,145.11,0,19.35,0,135.44,0,53.21,0,0,14.66,0,0,0,193.48,0,192.86,7.74,0,0,0,0,146.4,29.02,0,0,74,4.22,24.18,11.93,19.35,15.33,24.18,0,26.97,48.37,26.97,48.37,17.41,193.48,62.88,37.16,2980.809999999998

68,16:45-17:00,48.37,11.92,24.18,16.02,0,0,0,24.18,0,0,96.74,145.11,43.97,24.18,25.23,14.66,0,56.05,1.93,0,24.91,5.8,0,38.7,0,217.66,106.41,37.38,193.48,43.97,48.37,0.87,145.11,0,13.54,145.11,0,19.35,0,135.44,0,53.21,0,0,14.66,0,0,0,193.48,0,192.86,7.74,0,0,0,0,146.4,29.02,0,0,67,3.63,24.18,11.93,19.35,15.33,24.18,0,26.97,48.37,26.97,48.37,17.41,193.48,62.88,32.82,2968.8799999999987

69,17:00-17:15,48.37,11.92,24.18,16.02,0,0,0,24.18,0,0,96.74,145.11,43.97,24.18,25.23,14.66,0,56.05,1.93,0,24.91,5.8,0,38.7,0,217.66,106.41,37.38,193.48,43.97,48.37,0.87,145.11,0,13.54,145.11,0,19.35,0,135.44,0,0,0,0,14.66,0,0,0,193.48,0,192.86,7.74,0,0,0,0,146.4,29.02,0,0,53,0,24.18,11.93,19.35,15.33,24.18,0,26.97,48.37,26.97,48.37,17.41,193.48,62.88,34.34,2899.5599999999986

70,17:15-17:30,48.37,11.92,24.18,16.02,0,0,0,24.18,0,0,96.74,145.11,43.97,24.18,25.23,14.66,0,56.05,1.93,0,24.91,5.8,0,38.7,0,217.66,106.41,37.38,193.48,43.97,48.37,0.87,145.11,0,13.54,145.11,0,19.35,0,135.44,0,0,0,0,14.66,0,0,0,193.48,0,192.86,7.74,0,0,0,0,146.4,29.02,0,0,42,0,24.18,11.93,19.35,15.33,24.18,0,26.97,48.37,26.97,48.37,17.41,193.48,62.88,29.07,2883.2899999999986

71,17:30-17:45,48.37,11.92,24.18,16.02,0,0,0,24.18,0,0,96.74,145.11,43.97,24.18,25.23,14.66,0,56.05,1.93,0,24.91,5.8,0,38.7,0,217.66,106.41,37.38,193.48,43.97,48.37,0.87,145.11,0,13.54,145.11,0,19.35,0,135.44,0,0,0,0,14.66,0,0,0,193.48,0,192.86,7.74,0,0,0,0,146.4,29.02,0,0,32,0,24.18,11.93,19.35,15.33,24.18,0,26.97,48.37,26.97,48.37,17.41,193.48,62.88,23.92,2868.1399999999985

72,17:45-18:00,48.37,11.92,24.18,16.02,0,0,0,24.18,0,0,96.74,145.11,43.97,24.18,25.23,14.66,0,56.05,1.93,0,24.91,5.8,0,38.7,0,217.66,106.41,37.38,193.48,43.97,48.37,0.87,145.11,0,13.54,145.11,0,19.35,0,135.44,0,0,0,0,14.66,0,0,0,193.48,0,192.86,7.74,0,0,0,0,146.4,29.02,0,0,25,0,24.18,11.93,19.35,15.33,24.18,0,26.97,48.37,26.97,48.37,17.41,193.48,62.88,18.74,2855.959999999998

73,18:00-18:15,48.37,11.92,24.18,16.02,0,0,0,24.18,0,0,96.74,145.11,43.97,24.18,25.23,14.66,0,56.05,1.93,0,24.91,5.8,0,38.7,0,217.66,106.41,37.38,193.48,43.97,48.37,0.87,145.11,0,13.54,145.11,0,19.35,0,0,8.71,0,0,0,14.66,0,0,5.8,193.48,0,192.86,7.74,0,0,0,0,163.06,14.51,0,195.41,21,0,24.18,11.93,0,0,24.18,0,26.96,48.37,26.96,48.37,17.41,193.48,62.88,10.99,2886.1399999999994

74,18:15-18:30,48.37,11.92,24.18,16.02,0,0,0,24.18,0,0,96.74,145.11,43.97,24.18,25.23,14.66,0,56.05,1.93,0,24.91,5.8,0,38.7,0,217.66,106.41,37.38,193.48,43.97,48.37,0.87,145.11,0,13.54,145.11,0,19.35,0,0,8.71,0,0,0,14.66,0,0,5.8,193.48,0,192.86,7.74,0,0,0,0,163.06,14.51,0,195.41,18,0,24.18,11.93,0,0,24.18,0,26.96,48.37,26.96,48.37,17.41,193.48,62.88,7.21,2879.3599999999997

75,18:30-18:45,48.37,11.92,24.18,16.02,0,0,0,24.18,0,0,96.74,145.11,43.97,24.18,25.23,14.66,0,56.05,1.93,0,24.91,5.8,0,38.7,0,217.66,106.41,37.38,193.48,43.97,48.37,0.87,145.11,19.35,13.54,145.11,0,19.35,0,0,8.71,0,0,0,14.66,0,0,5.8,193.48,0,192.86,7.74,0,0,0,0,163.06,14.51,0,195.41,14,0,24.18,11.93,0,0,24.18,0,26.96,48.37,26.96,48.37,17.41,193.48,62.88,4.23,2891.7299999999996

76,18:45-19:00,48.37,11.92,24.18,16.02,0,0,0,24.18,0,0,96.74,145.11,43.97,24.18,25.23,14.66,0,56.05,1.93,0,24.91,5.8,0,38.7,0,217.66,106.41,37.38,193.48,43.97,48.37,0.87,145.11,19.35,13.54,145.11,0,19.35,0,0,8.71,0,0,0,14.66,0,0,5.8,193.48,0,192.86,7.74,0,0,0,0,163.06,14.51,0,195.41,7,0,24.18,11.93,0,0,24.18,0,26.96,48.37,26.96,48.37,17.41,193.48,62.88,1.53,2882.0299999999997

77,19:00-19:15,48.37,11.92,24.18,16.02,0,0,0,24.18,0,0,96.74,145.11,43.97,24.18,25.23,14.66,0,56.05,1.93,0,24.91,5.8,0,38.7,0,217.66,106.41,37.38,193.48,43.97,48.37,0.87,145.11,19.35,13.54,145.11,0,19.35,0,0,8.71,0,0,0,14.66,0,0,5.8,193.48,0,192.86,7.74,0,0,0,0,163.06,14.51,0,195.41,5,0,24.18,11.93,0,0,24.18,53.21,26.26,48.37,26.26,48.37,29.2,193.48,62.88,0.28,2942.38

78,19:15-19:30,48.37,11.92,24.18,16.02,0,0,0,24.18,0,0,96.74,145.11,43.97,24.18,25.23,14.66,0,56.05,1.93,0,24.91,5.8,0,38.7,0,217.66,106.41,37.38,193.48,43.97,48.37,0.87,145.11,19.35,13.54,145.11,0,19.35,0,0,8.71,0,0,0,14.66,0,0,5.8,193.48,0,192.86,7.74,0,0,0,0,163.06,14.51,0,195.41,1,0,24.18,11.93,0,0,24.18,53.21,26.26,48.37,26.26,48.37,29.2,193.48,62.88,0,2938.1

79,19:30-19:45,48.37,11.92,24.18,16.02,0,0,0,24.18,0,0,96.74,145.11,43.97,24.18,25.23,14.66,0,56.05,1.93,0,24.91,5.8,0,38.7,0,217.66,106.41,37.38,193.48,43.97,48.37,0.87,145.11,19.35,13.54,145.11,0,19.35,0,0,8.71,0,0,0,14.66,0,0,5.8,193.48,0,192.86,7.74,0,0,0,0,163.06,14.51,0,195.41,0,0,24.18,11.93,0,0,24.18,53.21,26.26,48.37,26.26,48.37,29.2,193.48,62.88,0,2937.1

