Block,Time,JHAJJAR,KHSTPP-II,KUDGI,NAPP,NLCIIST1,NNTPP,SALAL,SEWA2,SIMHST1,KKNPPU2,KOTESHWR,PARBATI3,RAPPB,RIHAND1,RIHAND3,TelanganaSTPP,UNCHAHAR3,URI2,ANTA_GF,ANTA_RF,AURY_LF,DADRI_RF,RSTPSU7,TALA,TEHRI,ANTA_CRF,ANTA_LF,BRBCL,DADRT2,DHAULIGNGA,KHSTPP-I,NLCIIST2,NLCTS2EXP,RAMPUR,RSTPSU1TO6,SINGRAULI_HYDRO,UNCHAHAR4,URI,AURY_CRF,AURY_RF,CHAMERA2,KGSU1AND2,KGSU3AND4,KISHANGANGA,TANDA2,UNCHAHAR1,UNCHAHAR2,DADRI_CRF,BSIUL,DULHASTI,FSTPP I & II,KKNP,NTPL,SASAN,DADRI_GF,NJPC,TALST2,TANAKPUR,VALLURNTECL,AURY_GF,CHAMERA1,CHAMERA3,KOLDAM,MAPS,NLCEXP,RAPPC,RIHAND2,SIMHST2,SINGRAULI,DADRI_LF
8,01:45-02:00,654.31,98.87,0,42.4,0,0,69.72,0,0,0,8.87,0,0,92,124.32,0,0,4.57,0,42.84,0,66.85,0,0,0,0,0,20,683.14,0,44.92,0,0,0,0,0,0,1.21,0,70.37,1.6,0,0,0,0,20.56,21.19,0,0,16.48,20.8,0,0,382.5,0,0,0,5.13,0,0,0,0,0,0,0,52.53,118.76,0,125.97,22.47

9,02:00-02:15,654.31,98.87,0,42.4,0,0,69.72,0,0,0,8.87,0,0,92,124.32,0,0,4.57,0,42.84,0,66.85,0,0,0,0,0,20,683.14,0,44.92,0,0,0,0,0,0,1.21,0,70.37,1.6,0,0,0,0,20.56,21.19,0,0,16.48,20.8,0,0,388.12,0,0,0,5.13,0,0,0,0,0,0,0,52.53,118.76,0,125.97,22.47

10,02:15-02:30,654.31,98.87,0,42.4,0,0,69.72,0,0,0,8.87,0,0,92,124.32,0,0,4.57,0,42.84,0,66.85,0,0,0,0,0,20,683.14,0,44.92,0,0,0,0,0,0,1.21,0,70.37,1.6,0,0,0,0,20.56,21.19,0,0,16.48,20.8,0,0,396,0,0,0,5.13,0,0,0,0,0,0,0,52.53,118.76,0,125.97,22.47

11,02:30-02:45,654.31,98.87,0,42.4,0,0,69.72,0,0,0,8.87,0,0,92,124.32,0,0,4.57,0,42.84,0,66.85,0,0,0,0,0,20,683.14,0,44.92,0,0,0,0,0,0,1.21,0,70.37,1.6,0,0,0,0,20.56,21.19,0,0,16.48,20.8,0,0,407.25,0,0,0,10.25,0,0,0,0,0,0,0,52.53,118.76,0,125.97,22.47

12,02:45-03:00,654.31,98.87,0,42.4,0,0,13.95,0,0,0,8.87,0,0,92,124.32,0,0,4.57,0,42.84,0,66.85,0,0,0,0,0,20,683.14,0,44.92,0,0,0,0,0,0,1.21,0,70.37,1.6,0,0,0,0,20.56,21.19,0,0,16.48,20.8,0,0,418.77,0,0,0,10.25,0,0,0,0,0,0,0,52.53,118.76,0,125.97,22.47

13,03:00-03:15,654.31,98.87,0,42.4,0,0,12.78,0,0,0,8.87,0,0,92,124.32,0,4.14,4.57,0,42.84,0,66.85,0,0,0,0,0,20,683.14,0,44.92,0,0,0,0,0,0,1.21,0,70.37,1.6,0,0,0,0,20.56,21.19,0,0,16.48,20.8,0,0,418.77,0,0,0,10.25,0,0,0,0,0,0,0,52.53,118.76,0,125.97,22.47

14,03:15-03:30,654.31,98.87,0,42.4,0,0,12.78,0,0,0,8.87,0,0,92,124.32,0,4.14,4.57,0,42.84,0,66.85,0,0,0,0,0,20,683.14,0,44.92,0,0,0,0,0,0,1.21,0,70.37,1.6,0,0,0,0,20.56,21.19,0,0,16.48,20.8,0,0,418.77,0,0,0,5.13,0,0,0,0,0,0,0,52.53,118.76,0,125.97,22.47

15,03:30-03:45,654.31,98.87,0,42.4,0,0,12.78,0,0,0,8.87,0,0,92,124.32,0,6.9,4.57,0,42.84,0,66.85,0,0,0,0,0,20,683.14,0,44.92,0,0,0,0,0,0,1.21,0,70.37,1.6,0,0,0,0,20.56,21.19,0,0,16.48,20.8,0,0,418.77,0,0,0,5.13,0,0,0,0,0,0,0,52.53,118.76,0,133.5,22.47

16,03:45-04:00,654.31,98.87,0,42.4,0,0,12.78,0,0,0,8.87,0,0,92,124.32,0,6.9,4.57,0,42.84,0,66.85,0,0,0,0,0,20,683.14,0,44.92,0,0,0,0,0,0,1.21,0,70.37,1.6,0,0,0,0,20.56,21.19,0,0,16.48,20.8,0,0,418.77,0,0,0,5.13,0,0,0,0,0,0,0,52.53,118.76,0,135,22.47

17,04:00-04:15,654.31,98.87,0,42.4,0,0,2.33,0,0,0,8.87,0,0,92,124.32,0,9.67,4.57,0,42.84,0,66.85,0,0,0,0,0,20,683.14,0,44.92,0,0,0,0,0,0,1.21,0,70.37,1.6,0,0,0,0,20.56,21.19,0,0,16.48,20.8,0,0,418.77,0,0,0,5.13,0,0,0,0,0,0,0,52.53,118.76,0,136.5,22.47

18,04:15-04:30,654.31,98.87,0,42.4,0,0,2.33,0,0,0,8.87,0,0,92,124.32,0,9.67,4.57,0,42.84,0,66.85,0,0,0,0,0,20,683.14,0,44.92,0,0,0,0,0,0,1.21,0,70.37,1.6,0,0,0,0,20.56,21.19,0,0,16.48,20.8,0,0,418.77,0,0,0,5.13,0,0,0,0,0,0,0,52.53,118.76,0,138,22.47

19,04:30-04:45,654.31,98.87,0,42.4,0,0,2.33,0,0,0,8.87,0,0,92,124.32,0,12.43,4.57,0,42.84,0,66.85,0,0,0,0,0,20,683.14,0,44.92,0,0,0,0,0,0,1.21,0,70.37,1.6,0,0,0,0,20.56,21.19,0,0,16.48,20.8,0,0,418.77,0,0,0,5.13,0,0,0,0,0,0,0,52.53,118.76,0,138,22.47

20,04:45-05:00,654.31,98.87,0,42.4,0,0,2.33,0,0,0,8.87,0,0,92,124.32,0,12.43,4.57,0,42.84,0,66.85,0,0,0,0,0,20,683.14,0,44.92,0,0,0,0,0,0,1.21,0,70.37,1.6,0,0,0,0,20.56,21.19,0,0,16.48,20.8,0,0,418.77,0,23.39,0,5.13,0,0,0,0,0,0,0,52.53,118.76,0,138,22.47

21,05:00-05:15,654.31,98.87,0,42.4,0,0,2.33,0,0,0,8.87,0,0,92,124.32,0,12.43,4.57,0,42.84,0,66.85,0,0,15.44,0,0,20,683.14,0,44.92,0,0,0,0,0,0,1.21,0,70.37,1.6,0,0,0,0,20.56,21.19,0,0,16.48,20.8,0,0,418.77,0,46.78,0,5.13,0,0,0,0,0,0,0,52.53,118.76,0,138,22.47

22,05:15-05:30,654.31,98.87,0,42.4,0,0,2.33,0,0,0,8.87,0,0,92,124.32,0,15.19,4.57,0,42.84,0,66.85,0,0,30.87,0,0,20,683.14,0,44.92,0,0,0,0,0,0,1.21,0,70.37,1.6,0,0,0,0,20.56,21.19,0,0,16.48,20.8,0,0,418.77,0,70.17,0,5.13,0,0,0,0,0,0,0,52.53,118.76,0,138,22.47

23,05:30-05:45,654.31,98.87,0,42.4,0,0,2.33,0,0,0,8.87,0,0,92,124.32,0,15.19,4.57,0,42.84,0,66.85,0,0,30.87,0,0,20,683.14,9.13,44.92,0,0,0,0,0,0,1.21,0,70.37,1.6,0,0,0,0,20.56,21.19,0,0,16.48,20.8,0,0,418.77,0,93.56,0,5.13,0,0,0,0,0,0,0,52.53,118.76,0,138,22.47

24,05:45-06:00,654.31,98.87,0,42.4,0,0,2.33,0,0,0,8.87,0,0,92,124.32,0,17.96,4.57,0,42.84,0,66.85,0,0,46.31,0,0,20,683.14,18.27,44.92,0,0,0,0,0,0,1.21,0,70.37,3.73,0,0,0,0,20.56,21.19,0,1.1,16.48,20.8,0,0,418.77,0,116.95,0,5.13,0,0,0,9.68,0,0,0,52.53,118.76,0,138,22.47

25,06:00-06:15,654.31,98.87,0,42.4,0,0,2.33,0,0,0,8.87,3.82,0,92,124.32,0,17.96,4.57,0,42.84,0,66.85,0,0,62.24,0,0,20,683.14,27.4,44.92,0,0,0,0,0,0,1.21,0,70.37,8,0,0,0,0,20.56,21.19,0,6.52,32.96,20.8,0,0,418.77,0,116.95,0,5.13,0,0,11.85,19.36,0,0,0,52.53,118.76,0,138,22.47

26,06:15-06:30,654.31,98.87,0,42.4,0,0,13.95,5.27,0,0,19.72,16.55,0,92,124.32,0,20.71,4.57,0,42.84,0,66.85,0,0,62.24,0,0,20,683.14,36.55,44.92,0,0,0,0,0,0,1.21,0,70.37,39.51,0,0,0,0,20.56,21.19,0,13.04,49.43,20.8,0,0,418.77,0,140.34,0,5.13,0,0,28.05,29.06,0,0,0,52.53,118.76,0,138,22.47

27,06:30-06:45,654.31,98.87,0,42.4,0,0,69.72,10.54,0,0,19.72,16.55,0,92,124.32,0,20.71,4.57,0,42.84,0,66.85,0,0,62.24,0,0,20,683.14,36.55,44.92,0,0,0,0,0,0,35.33,0,70.37,39.51,0,0,0,0,20.56,21.19,0,13.04,49.43,20.8,0,0,418.77,0,140.34,0,5.13,0,0,42.1,29.06,0,0,0,52.53,118.76,0,139.68,22.47

28,06:45-07:00,654.31,98.87,0,42.4,0,0,69.72,10.54,0,0,19.72,16.55,0,92,124.32,0,23.47,4.57,0,42.84,0,66.85,0,0,62.24,0,0,20,683.14,36.55,44.92,0,0,0,0,0,0,35.33,0,70.37,39.51,0,0,0,0,20.56,21.19,0,13.04,49.43,20.8,0,0,418.77,0,140.34,0,5.13,0,0,42.1,29.06,0,0,0,52.53,118.76,0,139.68,22.47

29,07:00-07:15,654.31,98.87,0,42.4,0,0,69.72,10.54,0,0,19.72,16.55,0,92,124.32,0,26.39,4.57,0,42.84,0,66.85,0,0,62.24,0,0,20,683.14,36.55,41.89,0,0,0,0,0,0,2.76,0,70.37,39.51,0,0,0,0,20.56,21.19,0,13.04,49.43,20.8,0,0,418.77,0,140.34,0,5.13,0,0,39.5,29.06,0,0,0,52.53,118.76,0,139.68,22.47

30,07:15-07:30,654.31,98.87,0,42.4,0,0,69.72,5.27,0,0,19.72,16.55,0,92,124.32,0,26.39,4.57,0,42.84,0,66.85,0,0,62.24,0,0,20,683.14,36.55,41.89,0,0,0,0,0,0,0.88,0,70.37,39.51,0,0,0,0,20.56,21.19,0,13.04,49.43,20.8,0,0,418.77,0,140.34,0,5.13,0,0,28.05,29.06,0,0,0,52.53,118.76,0,139.68,22.47

31,07:30-07:45,654.31,98.87,0,42.4,0,0,13.95,0,0,0,8.87,16.55,0,92,124.32,0,26.39,4.57,0,42.84,0,66.85,0,0,46.31,0,0,20,683.14,27.4,41.89,0,0,0,0,0,0,0.88,0,70.37,4,0,0,0,0,20.56,21.19,0,13.04,32.96,20.8,0,0,418.77,0,116.95,0,4.48,0,0,11.85,19.36,0,0,0,52.53,118.76,0,139.68,22.47

32,07:45-08:00,654.31,98.87,0,42.4,0,0,12.78,0,0,0,8.87,3.56,0,92,124.32,0,26.39,4.57,0,42.84,0,66.85,0,0,30.87,0,0,20,683.14,18.27,41.89,0,0,0,0,0,0,0.88,0,70.37,1.6,0,0,0,0,20.56,21.19,0,13.04,16.48,20.8,0,0,418.77,0,93.56,0,4.48,0,0,0,9.68,0,0,0,52.53,118.76,0,139.68,22.47

33,08:00-08:15,654.31,98.87,0,42.4,0,0,12.78,0,0,0,8.87,0,0,92,124.32,0,26.39,4.57,0,42.63,0,66.85,0,0,15.44,0,0,20,683.14,9.13,41.89,0,0,0,0,0,0,2.21,0,70.37,1.6,0,0,0,0,20.56,21.19,0,13.04,16.48,20.8,0,0,418.77,0,70.17,0,4.48,0,0,0,0,0,0,0,52.53,118.76,0,139.68,22.47

34,08:15-08:30,654.31,98.87,0,42.4,0,0,12.78,0,0,0,8.87,0,0,92,124.32,0,26.39,4.57,0,42.63,0,66.85,0,0,15.44,0,0,20,683.14,0,41.89,0,0,0,0,0,0,35.33,0,70.37,1.6,0,0,0,0,20.56,21.19,0,6.52,16.48,20.8,0,0,418.77,0,40.25,0,4.48,0,0,0,0,0,0,0,52.53,118.76,0,139.68,22.47

35,08:30-08:45,654.31,98.87,0,42.4,0,0,12.78,0,0,0,8.87,0,0,92,124.32,0,26.39,18.83,0,42.63,0,66.85,0,0,0,0,0,20,683.14,0,41.89,0,0,0,0,0,0,35.33,0,70.37,1.6,0,0,0,0,20.56,21.19,0,6.52,16.48,20.8,0,0,418.77,0,23.39,0,4.48,0,0,0,0,0,0,0,52.53,118.76,0,139.68,22.47

36,08:45-09:00,654.31,98.87,0,42.4,0,0,12.78,0,0,0,8.87,0,0,92,124.32,0,26.39,18.83,0,42.63,0,66.85,0,0,0,0,0,20,683.14,0,41.89,0,0,0,0,0,0,2.76,0,70.37,1.6,0,0,0,0,20.56,21.19,0,6.52,16.48,20.8,0,0,418.77,0,0,0,4.48,0,0,0,0,0,0,0,52.53,118.76,0,139.68,22.47

37,09:00-09:15,654.31,98.87,0,42.4,0,0,12.78,0,0,0,8.87,0,0,92,124.32,0,26.39,18.83,0,42.42,0,66.85,0,0,0,0,0,20,683.14,0,41.89,0,0,0,0,0,0,0.88,0,70.37,1.6,0,0,0,0,20.56,21.19,0,0,16.48,20.8,0,0,418.77,0,0,0,10.25,0,0,0,0,0,0,0,52.53,118.76,0,139.68,22.47

38,09:15-09:30,654.31,98.87,0,42.4,0,0,12.78,0,0,0,8.87,0,0,92,124.32,0,26.39,18.83,0,42.42,0,66.85,0,0,0,0,0,20,683.14,0,41.89,0,0,0,0,0,0,0.88,0,70.37,1.6,0,0,0,0,20.56,21.19,0,0,16.48,20.8,0,0,418.77,0,0,0,4.48,0,0,0,0,0,0,0,52.53,118.76,0,139.68,22.47

39,09:30-09:45,654.31,98.87,0,42.4,0,0,12.78,0,0,0,8.87,0,0,92,124.32,0,26.39,18.83,0,42.42,0,66.85,0,0,0,0,0,20,683.14,0,41.89,0,0,0,0,0,0,0.88,0,70.37,1.6,0,0,0,0,20.56,21.19,0,0,16.48,20.8,0,0,418.77,0,0,0,4.48,0,0,0,0,0,0,0,52.53,118.76,0,139.68,22.47

40,09:45-10:00,654.31,98.87,0,42.4,0,0,12.78,0,0,0,8.87,0,0,92,124.32,0,26.39,18.83,0,42.42,0,66.85,0,0,0,0,0,20,683.14,0,41.89,0,0,0,0,0,0,0.88,0,70.37,1.6,0,0,0,0,20.56,21.19,0,0,16.48,20.8,0,0,418.77,0,0,0,4.48,0,0,0,0,0,0,0,52.53,118.76,0,139.68,22.47

41,10:00-10:15,654.31,98.87,0,42.4,0,0,2.33,0,0,0,8.87,0,0,92,124.32,0,26.39,10.76,0,42,0,66.85,0,0,0,0,0,20,683.14,0,41.89,0,0,0,0,0,0,0.88,0,70.37,1.6,0,0,0,0,20.56,21.19,0,0,16.48,20.8,0,0,418.77,0,0,0,4.48,0,0,0,0,0,0,0,52.53,118.76,0,139.68,22.47

42,10:15-10:30,654.31,98.87,0,42.4,0,0,2.33,0,0,0,8.87,0,0,92,124.32,0,26.39,10.76,0,42,0,66.85,0,0,0,0,0,20,683.14,0,41.89,0,0,0,0,0,0,2.21,0,70.37,1.6,0,0,0,0,20.56,21.19,0,0,16.48,20.8,0,0,418.77,0,0,0,4.48,0,0,0,0,0,0,0,52.53,118.76,0,139.68,22.47

43,10:30-10:45,654.31,98.87,0,42.4,0,0,2.33,0,0,0,8.87,0,0,92,124.32,0,26.39,4.57,0,42,0,66.85,0,0,0,0,0,20,683.14,0,41.89,0,0,0,0,0,0,35.33,0,70.37,1.6,0,0,0,0,20.56,21.19,0,0,16.48,20.8,0,0,418.77,0,0,0,4.48,0,0,0,0,0,0,0,52.53,118.76,0,139.68,22.47

44,10:45-11:00,654.31,98.87,0,42.4,0,0,2.33,0,0,0,8.87,0,0,92,124.32,0,26.39,4.57,0,42,0,66.85,0,0,0,0,0,20,683.14,0,41.89,0,0,0,0,0,0,35.33,0,70.37,1.6,0,0,0,0,20.56,21.19,0,0,16.48,20.8,0,0,418.77,0,0,0,4.48,0,0,0,0,0,0,0,52.53,118.76,0,139.68,22.47

45,11:00-11:15,654.31,98.87,0,42.4,0,0,2.33,0,0,0,8.87,0,0,92,124.32,0,26.39,4.57,0,42,0,66.85,0,0,0,0,0,20,683.14,0,41.89,0,0,0,0,0,0,0.66,0,70.37,1.6,0,0,0,0,20.56,21.19,0,0,16.48,20.8,0,0,418.77,0,0,0,10.25,0,0,0,0,0,0,0,52.53,118.76,0,139.68,22.47

46,11:15-11:30,654.31,98.87,0,42.4,0,0,2.33,0,0,0,8.87,0,0,92,124.32,0,26.39,4.57,0,42,0,66.85,0,0,0,0,0,20,683.14,0,41.89,0,0,0,0,0,0,0.66,0,70.37,1.6,0,0,0,0,20.56,21.19,0,0,16.48,20.8,0,0,418.77,0,0,0,4.48,0,0,0,0,0,0,0,52.53,118.76,0,139.68,22.47

47,11:30-11:45,654.31,98.87,0,42.4,0,0,2.33,0,0,0,8.87,0,0,92,124.32,0,26.39,4.57,0,42,0,66.85,0,0,0,0,0,20,683.14,0,41.89,0,0,0,0,0,0,0.66,0,70.37,1.6,0,0,0,0,20.56,21.19,0,0,16.48,20.8,0,0,418.77,0,0,0,4.48,0,0,0,0,0,0,0,52.53,118.76,0,139.68,22.47

48,11:45-12:00,654.31,98.87,0,42.4,0,0,2.33,0,0,0,8.87,0,0,92,124.32,0,26.39,4.57,0,42,0,66.85,0,0,0,0,0,20,683.14,0,41.89,0,0,0,0,0,0,0.66,0,70.37,1.6,0,0,0,0,20.56,21.19,0,0,16.48,20.8,0,0,418.77,0,0,0,4.48,0,0,0,0,0,0,0,52.53,118.76,0,139.68,22.47

49,12:00-12:15,654.31,98.87,0,42.4,0,0,2.33,0,0,0,8.87,0,0,92,124.32,0,26.39,4.57,0,41.37,0,66.85,0,0,0,0,0,20,683.14,0,41.89,0,0,0,0,0,0,0.66,0,70.37,1.6,0,0,0,0,20.56,21.19,0,0,16.48,20.8,0,0,418.77,0,0,0,4.48,0,0,0,0,0,0,0,52.53,118.76,0,139.68,22.47

50,12:15-12:30,654.31,98.87,0,42.4,0,0,2.33,0,0,0,8.87,0,0,92,124.32,0,26.39,4.57,0,41.37,0,66.85,0,0,0,0,0,20,683.14,0,41.89,0,0,0,0,0,0,0.66,0,70.37,1.6,0,0,0,0,20.56,21.19,0,0,16.48,20.8,0,0,418.77,0,0,0,4.48,0,0,0,0,0,0,0,52.53,118.76,0,139.68,22.47

51,12:30-12:45,654.31,86.02,0,42.4,0,0,2.33,0,0,0,8.87,0,0,92,124.32,0,26.39,10.76,0,41.37,0,66.85,0,0,0,0,0,20,683.14,0,41.89,0,0,0,0,0,0,0.66,0,70.37,1.6,0,0,0,0,20.56,21.19,0,0,16.48,20.8,0,0,418.77,0,0,0,4.48,0,0,0,0,0,0,0,52.53,118.76,0,139.68,22.47

52,12:45-13:00,654.31,73.43,0,42.4,0,0,2.33,0,0,0,8.87,0,0,92,124.32,0,26.39,10.76,0,41.37,0,66.85,0,0,0,0,0,20,683.14,0,41.89,0,0,0,0,0,0,0.66,0,70.37,1.6,0,0,0,0,20.56,21.19,0,0,16.48,20.8,0,0,418.77,0,0,0,10.25,0,0,0,0,0,0,0,52.53,118.76,0,139.68,22.47

53,13:00-13:15,654.31,73.43,0,42.4,0,0,2.33,0,0,0,8.87,0,0,92,124.32,0,26.39,10.76,0,41.37,0,66.85,0,0,0,0,0,20,683.14,0,41.89,0,0,0,0,0,0,0.66,0,70.37,1.6,0,0,0,0,20.56,21.19,0,0,16.48,20.8,0,0,418.77,0,0,0,10.25,0,0,0,0,0,0,0,52.53,118.76,0,139.68,22.47

54,13:15-13:30,654.31,73.43,0,42.4,0,0,2.33,0,0,0,8.87,0,0,92,124.32,0,26.39,10.76,0,41.37,0,66.85,0,0,0,0,0,20,683.14,0,41.89,0,0,0,0,0,0,0.66,0,70.37,1.6,0,0,0,0,20.56,21.19,0,0,16.48,20.8,0,0,418.77,0,0,0,4.48,0,0,0,0,0,0,0,52.53,118.76,0,139.68,22.47

55,13:30-13:45,654.31,73.43,0,42.4,0,0,2.33,0,0,0,8.87,0,0,92,124.32,0,26.39,4.57,0,41.37,0,66.85,0,0,0,0,0,20,683.14,0,41.89,0,0,0,0,0,0,35.33,0,70.37,1.6,0,0,0,0,20.56,21.19,0,0,16.48,20.8,0,0,418.77,0,0,0,4.48,0,0,0,0,0,0,0,52.53,118.76,0,139.68,22.47

56,13:45-14:00,654.31,73.43,0,42.4,0,0,2.33,0,0,0,8.87,0,0,92,124.32,0,26.39,4.57,0,41.37,0,66.85,0,0,0,0,0,20,683.14,0,41.89,0,0,0,0,0,0,35.33,0,70.37,1.6,0,0,0,0,20.56,21.19,0,0,16.48,20.8,0,0,418.77,0,0,0,4.48,0,0,0,0,0,0,0,52.53,118.76,0,139.68,22.47

57,14:00-14:15,654.31,73.43,0,42.4,0,0,2.33,0,0,0,8.87,0,0,92,124.32,0,26.39,4.57,0,40.95,0,66.85,0,0,0,0,0,20,683.14,0,41.89,0,0,0,0,0,0,0.66,0,70.37,1.6,0,0,0,0,20.56,21.19,0,0,16.48,20.8,0,0,418.77,0,0,0,4.48,0,0,0,0,0,0,0,52.53,118.76,0,139.68,22.47

58,14:15-14:30,654.31,73.43,0,42.4,0,0,2.33,0,0,0,8.87,0,0,92,124.32,0,26.39,4.57,0,40.95,0,66.85,0,0,0,0,0,20,683.14,0,41.89,0,0,0,0,0,0,0.66,0,70.37,1.6,0,0,0,0,20.56,21.19,0,0,16.48,20.8,0,0,418.77,0,0,0,4.48,0,0,0,0,0,0,0,52.53,118.76,0,139.68,22.47

59,14:30-14:45,654.31,73.43,0,42.4,0,0,2.33,0,0,0,8.87,0,0,92,124.32,0,26.39,6.06,0,40.95,0,66.85,0,0,0,0,0,20,683.14,0,41.89,0,0,0,0,0,0,0.66,0,70.37,1.6,0,0,0,0,20.56,21.19,0,0,16.48,20.8,0,0,418.77,0,0,0,10.25,0,0,0,0,0,0,0,52.53,118.76,0,139.68,22.47

60,14:45-15:00,654.31,73.43,0,42.4,0,0,2.33,0,0,0,8.87,0,0,92,124.32,0,26.39,6.06,0,40.95,0,66.85,0,0,0,0,0,20,683.14,0,41.89,0,0,0,0,0,0,0.66,0,70.37,1.6,0,0,0,0,20.56,21.19,0,0,16.48,20.8,0,0,418.77,0,0,0,4.48,0,0,0,0,0,0,0,52.53,118.76,0,139.68,22.47

61,15:00-15:15,654.31,73.43,0,42.4,0,0,2.33,0,0,0,8.87,0,0,92,124.32,0,26.39,6.06,0,40.95,0,66.85,0,0,0,0,0,20,683.14,0,41.89,0,0,0,0,0,0,0.66,0,70.37,1.6,0,0,0,0,20.56,21.19,0,0,16.48,20.8,0,0,418.77,0,0,0,4.48,0,0,0,0,0,0,0,52.53,118.76,0,139.68,22.47

62,15:15-15:30,654.31,73.43,0,42.4,0,0,2.33,0,0,0,8.87,0,0,92,124.32,0,26.39,6.06,0,40.95,0,66.85,0,0,0,0,0,20,683.14,0,41.89,0,0,0,0,0,0,0.66,0,70.37,1.6,0,0,0,0,20.56,21.19,0,0,16.48,20.8,0,0,418.77,0,0,0,4.48,0,0,0,0,0,0,0,52.53,118.76,0,139.68,22.47

63,15:30-15:45,654.31,73.43,0,42.4,0,0,2.33,0,0,0,8.87,0,0,92,124.32,0,26.39,4.57,0,40.95,0,66.85,0,0,0,0,0,20,683.14,0,41.89,0,0,0,0,0,0,1.11,0,70.37,0,0,0,0,0,20.56,21.19,0,0,16.48,20.8,0,0,418.77,0,0,0,4.48,0,0,0,0,0,0,0,52.53,118.76,0,139.68,22.47

